School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Eastern Michigan,76,2002-09-21,4,@,Maryland,30,L,3,45,-42,16,32,50.0,173,0,2,31,105,3.4,0,0,2,0,17,23,73.9,329,3,46,238,5.2,3,2,0,2,6
Florida,110,2002-09-21,4,@,Tennessee,118,W,30,13,17,20,35,57.1,324,3,2,34,94,2.8,1,1,3,4,30,44,68.2,285,1,33,99,3.0,1,3,0,3,2
Florida St.,16,2002-09-21,4,,Duke,15,W,48,17,31,29,44,65.9,404,4,0,32,113,3.5,1,1,1,6,16,32,50.0,239,2,35,147,4.2,0,1,1,2,2
Fresno St.,86,2002-09-21,4,@,Oregon St.,100,L,19,59,-40,25,53,47.2,307,1,3,30,64,2.1,0,1,4,1,11,24,45.8,224,3,52,286,5.5,3,3,1,4,8
Georgia,111,2002-09-21,3,,Northwestern State,243,W,45,7,38,29,47,61.7,394,5,1,28,142,5.1,0,2,3,6,21,34,61.8,211,1,39,55,1.4,0,1,2,3,1
Georgia Tech,17,2002-09-21,4,,BYU,66,W,28,19,9,11,26,42.3,117,0,3,50,210,4.2,4,0,3,4,28,57,49.1,274,1,27,79,2.9,1,1,3,4,2
Hawaii,87,2002-09-21,3,@,UTEP,62,W,31,6,25,15,38,39.5,244,3,1,25,125,5.0,1,1,2,4,12,37,32.4,151,0,50,114,2.3,0,0,4,4,0
Houston,5,2002-09-21,4,@,Texas,48,L,11,41,-30,14,27,51.9,121,0,2,23,31,1.3,1,0,2,1,22,33,66.7,244,2,52,233,4.5,2,2,1,3,5
Idaho,133,2002-09-21,4,,San Diego St.,90,W,48,38,10,29,46,63.0,382,6,0,44,149,3.4,0,1,1,6,29,49,59.2,506,5,22,79,3.6,0,1,0,1,5
Illinois,27,2002-09-21,4,,San Jose St.,91,L,35,38,-3,28,38,73.7,426,4,2,29,176,6.1,1,1,3,5,27,45,60.0,408,1,44,109,2.5,4,0,0,0,5
Indiana,28,2002-09-21,4,,Central Michigan,75,W,39,29,10,15,24,62.5,316,1,1,51,215,4.2,4,1,2,5,18,36,50.0,198,2,48,263,5.5,2,1,0,1,4
Iowa,29,2002-09-21,4,,Utah St.,93,W,48,7,41,17,33,51.5,218,1,0,49,300,6.1,3,0,0,6,24,41,58.5,223,0,20,21,1.1,1,1,0,1,1
Iowa St.,42,2002-09-21,5,,Troy,129,W,42,12,30,17,25,68.0,295,3,0,35,68,1.9,1,0,0,6,17,36,47.2,195,0,38,118,3.1,1,0,0,0,1
Kansas,43,2002-09-21,4,,Bowling Green,73,L,16,39,-23,18,41,43.9,188,1,0,34,89,2.6,1,3,3,2,8,21,38.1,153,1,47,350,7.4,3,1,1,2,5
Kansas St.,44,2002-09-21,4,,USC,103,W,27,20,7,13,22,59.1,159,1,0,48,188,3.9,2,5,5,3,18,46,39.1,186,1,30,90,3.0,1,1,0,1,3
Kent State,77,2002-09-21,4,@,Miami (OH),78,L,20,27,-7,19,32,59.4,189,0,1,29,152,5.2,2,0,1,2,18,31,58.1,198,1,49,176,3.6,2,1,2,3,3
Kentucky,112,2002-09-21,4,,Middle Tennessee,56,W,44,22,22,22,31,71.0,305,3,1,39,205,5.3,3,0,1,6,10,19,52.6,202,1,39,220,5.6,2,2,0,2,3
Louisiana,126,2002-09-21,4,,UAB,61,W,34,0,34,16,23,69.6,242,1,0,53,123,2.3,2,0,0,4,6,20,30.0,94,0,28,122,4.4,0,2,2,4,0
Louisiana Tech,54,2002-09-21,4,@,Penn State,37,L,17,49,-32,39,62,62.9,414,2,3,23,41,1.8,0,1,4,2,15,22,68.2,169,1,44,298,6.8,5,1,0,1,7
UL Monroe,130,2002-09-21,4,,Arkansas St.,122,L,21,33,-12,19,39,48.7,235,3,2,30,59,2.0,0,1,3,3,14,23,60.9,226,1,49,231,4.7,3,3,0,3,4
Louisville,18,2002-09-21,4,@,Army,65,W,45,14,31,18,33,54.5,275,1,0,43,171,4.0,3,1,1,6,11,28,39.3,114,1,30,26,0.9,0,0,0,0,2
Maryland,30,2002-09-21,4,,Eastern Michigan,76,W,45,3,42,17,23,73.9,329,3,0,46,238,5.2,3,2,2,6,16,32,50.0,173,0,31,105,3.4,0,0,2,2,0
Memphis,6,2002-09-21,4,,Tulane,11,W,38,10,28,11,25,44.0,153,1,2,47,242,5.1,4,0,2,5,22,34,64.7,190,1,40,106,2.7,0,2,1,3,1
Miami (FL),19,2002-09-21,4,,Boston College,13,W,38,6,32,14,27,51.9,211,2,0,31,182,5.9,2,0,0,5,14,24,58.3,138,0,48,147,3.1,0,2,1,3,0
Miami (OH),78,2002-09-21,4,,Kent State,77,W,27,20,7,18,31,58.1,198,1,2,49,176,3.6,2,1,3,3,19,32,59.4,189,0,29,152,5.2,2,0,1,1,2
Michigan,31,2002-09-21,4,,Utah,104,W,10,7,3,19,36,52.8,186,1,0,48,175,3.6,0,1,1,1,23,39,59.0,208,1,20,13,0.7,0,0,2,2,1
Michigan St.,32,2002-09-21,4,,Notre Dame,70,L,17,21,-4,19,34,55.9,281,2,2,34,53,1.6,0,0,2,2,9,24,37.5,198,2,39,127,3.3,1,0,1,1,3
Middle Tennessee,56,2002-09-21,3,@,Kentucky,112,L,22,44,-22,10,19,52.6,202,1,0,39,220,5.6,2,2,2,3,22,31,71.0,305,3,39,205,5.3,3,0,1,1,6
Minnesota,33,2002-09-21,4,,Buffalo,74,W,41,17,24,16,26,61.5,189,3,0,54,299,5.5,2,0,0,5,20,35,57.1,190,1,28,49,1.8,1,0,0,0,2
Navy,7,2002-09-21,3,,Northwestern,35,L,40,49,-9,15,25,60.0,300,1,1,65,378,5.8,4,4,5,5,20,26,76.9,260,1,51,285,5.6,6,0,0,0,7
Nevada,88,2002-09-21,3,,Rice,59,W,31,21,10,30,36,83.3,408,4,0,45,126,2.8,0,1,1,4,6,14,42.9,118,2,40,248,6.2,1,1,1,2,3
New Mexico,89,2002-09-21,5,@,New Mexico State,69,L,13,24,-11,19,33,57.6,223,0,1,31,108,3.5,2,0,1,2,5,11,45.5,54,0,49,262,5.3,2,0,0,0,2
New Mexico State,69,2002-09-21,3,,New Mexico,89,W,24,13,11,5,11,45.5,54,0,0,49,262,5.3,2,0,0,2,19,33,57.6,223,0,31,108,3.5,2,0,1,1,2
NC State,20,2002-09-21,5,@,Texas Tech,49,W,51,48,3,20,32,62.5,301,0,1,44,179,4.1,6,1,2,7,28,51,54.9,292,3,39,207,5.3,3,3,0,3,6
North Texas,57,2002-09-21,4,@,TCU,47,L,10,16,-6,12,34,35.3,185,1,0,33,34,1.0,0,1,1,1,11,22,50.0,76,1,39,102,2.6,0,1,1,2,1
Northern Illinois,79,2002-09-21,4,,Western Illinois,190,L,26,29,-3,6,17,35.3,74,0,0,42,284,6.8,3,1,1,3,19,35,54.3,382,1,45,35,0.8,2,0,1,1,3
Northwestern,35,2002-09-21,4,@,Navy,7,W,49,40,9,20,26,76.9,260,1,0,51,285,5.6,6,0,0,7,15,25,60.0,300,1,65,378,5.8,4,4,1,5,5
Notre Dame,70,2002-09-21,4,@,Michigan St.,32,W,21,17,4,9,24,37.5,198,2,1,39,127,3.3,1,0,1,3,19,34,55.9,281,2,34,53,1.6,0,0,2,2,2
Ohio,80,2002-09-21,4,@,Connecticut,3,L,19,37,-18,11,20,55.0,95,0,2,49,218,4.4,2,0,2,2,15,30,50.0,224,1,40,126,3.2,3,0,1,1,4
Ohio St.,36,2002-09-21,4,@,Cincinnati,2,W,23,19,4,14,29,48.3,129,2,2,38,163,4.3,1,1,3,3,26,52,50.0,324,1,23,91,4.0,1,1,2,3,2
Oklahoma St.,46,2002-09-21,4,,SMU,8,W,52,16,36,21,34,61.8,288,4,0,41,183,4.5,3,0,0,7,17,28,60.7,146,0,38,152,4.0,2,1,1,2,2
Ole Miss,116,2002-09-21,4,,Vanderbilt,120,W,45,38,7,24,41,58.5,386,2,0,31,107,3.5,3,0,0,5,11,21,52.4,207,2,49,257,5.2,3,3,0,3,5
Oregon,99,2002-09-21,4,,Portland State,139,W,41,0,41,17,24,70.8,219,3,0,39,180,4.6,2,1,1,5,15,29,51.7,130,0,39,103,2.6,0,1,2,3,0
Oregon St.,100,2002-09-21,4,,Fresno St.,86,W,59,19,40,11,24,45.8,224,3,1,52,286,5.5,3,3,4,8,25,53,47.2,307,1,30,64,2.1,0,1,3,4,1
Penn State,37,2002-09-21,3,,Louisiana Tech,54,W,49,17,32,15,22,68.2,169,1,0,44,298,6.8,5,1,1,7,39,62,62.9,414,2,23,41,1.8,0,1,3,4,2
Pittsburgh,22,2002-09-21,4,,Rutgers,39,W,23,3,20,13,26,50.0,261,1,0,44,110,2.5,1,2,2,3,19,47,40.4,167,0,28,-3,-0.1,0,3,2,5,0
Purdue,38,2002-09-21,4,,Wake Forest,26,L,21,24,-3,24,43,55.8,331,3,1,28,146,5.2,0,4,5,3,9,12,75.0,120,0,69,248,3.6,3,1,0,1,3
Rice,59,2002-09-21,3,@,Nevada,88,L,21,31,-10,6,14,42.9,118,2,1,40,248,6.2,1,1,2,3,30,36,83.3,408,4,45,126,2.8,0,1,0,1,4
Rutgers,39,2002-09-21,4,@,Pittsburgh,22,L,3,23,-20,19,47,40.4,167,0,2,28,-3,-0.1,0,3,5,0,13,26,50.0,261,1,44,110,2.5,1,2,0,2,3
San Diego St.,90,2002-09-21,4,@,Idaho,133,L,38,48,-10,29,49,59.2,506,5,0,22,79,3.6,0,1,1,5,29,46,63.0,382,6,44,149,3.4,0,1,0,1,6
San Jose St.,91,2002-09-21,4,@,Illinois,27,W,38,35,3,27,45,60.0,408,1,0,44,109,2.5,4,0,0,5,28,38,73.7,426,4,29,176,6.1,1,1,2,3,5
SMU,8,2002-09-21,4,@,Oklahoma St.,46,L,16,52,-36,17,28,60.7,146,0,1,38,152,4.0,2,1,2,2,21,34,61.8,288,4,41,183,4.5,3,0,0,0,7
South Carolina,117,2002-09-21,4,,Temple,10,W,42,21,21,19,24,79.2,199,2,1,28,99,3.5,3,0,1,6,15,34,44.1,145,2,47,196,4.2,1,0,2,2,3
Southern Miss,60,2002-09-21,4,@,Alabama,107,L,7,20,-13,8,27,29.6,110,0,1,26,35,1.3,0,4,5,1,5,17,29.4,21,0,64,351,5.5,2,1,2,3,2
Temple,10,2002-09-21,4,@,South Carolina,117,L,21,42,-21,15,34,44.1,145,2,2,47,196,4.2,1,0,2,3,19,24,79.2,199,2,28,99,3.5,3,0,1,1,6
Tennessee,118,2002-09-21,3,,Florida,110,L,13,30,-17,30,44,68.2,285,1,0,33,99,3.0,1,3,3,2,20,35,57.1,324,3,34,94,2.8,1,1,2,3,4
Texas,48,2002-09-21,3,,Houston,5,W,41,11,30,22,33,66.7,244,2,1,52,233,4.5,2,2,3,5,14,27,51.9,121,0,23,31,1.3,1,0,2,2,1
Texas A&M,119,2002-09-21,3,,Virginia Tech,25,L,3,13,-10,14,35,40.0,118,0,2,28,38,1.4,0,1,3,0,10,11,90.9,119,0,48,129,2.7,1,1,0,1,1
TCU,47,2002-09-21,4,,North Texas,57,W,16,10,6,11,22,50.0,76,1,1,39,102,2.6,0,1,2,1,12,34,35.3,185,1,33,34,1.0,0,1,0,1,1
Texas Tech,49,2002-09-21,4,,NC State,20,L,48,51,-3,28,51,54.9,292,3,0,39,207,5.3,3,3,3,6,20,32,62.5,301,0,44,179,4.1,6,1,1,2,7
Toledo,81,2002-09-21,4,,UNLV,92,W,38,21,17,12,22,54.5,122,0,0,36,135,3.8,4,0,0,5,19,38,50.0,270,1,43,202,4.7,2,1,1,2,3
Troy,129,2002-09-21,4,@,Iowa St.,42,L,12,42,-30,17,36,47.2,195,0,0,38,118,3.1,1,0,0,1,17,25,68.0,295,3,35,68,1.9,1,0,0,0,6
Tulane,11,2002-09-21,4,@,Memphis,6,L,10,38,-28,22,34,64.7,190,1,1,40,106,2.7,0,2,3,1,11,25,44.0,153,1,47,242,5.1,4,0,2,2,5
Tulsa,12,2002-09-21,4,@,Baylor,41,L,25,37,-12,24,42,57.1,251,2,1,25,70,2.8,0,1,2,3,18,30,60.0,235,1,45,215,4.8,4,2,3,5,5
UAB,61,2002-09-21,4,@,Louisiana,126,L,0,34,-34,6,20,30.0,94,0,2,28,122,4.4,0,2,4,0,16,23,69.6,242,1,53,123,2.3,2,0,0,0,4
UCLA,102,2002-09-21,3,,Colorado,98,L,17,31,-14,22,36,61.1,222,2,1,28,62,2.2,0,0,1,2,12,23,52.2,146,0,51,325,6.4,3,0,0,0,3
UNLV,92,2002-09-21,4,@,Toledo,81,L,21,38,-17,19,38,50.0,270,1,1,43,202,4.7,2,1,2,3,12,22,54.5,122,0,36,135,3.8,4,0,0,0,5
USC,103,2002-09-21,3,@,Kansas St.,44,L,20,27,-7,18,46,39.1,186,1,0,30,90,3.0,1,1,1,3,13,22,59.1,159,1,48,188,3.9,2,5,0,5,3
Utah,104,2002-09-21,4,@,Michigan,31,L,7,10,-3,23,39,59.0,208,1,2,20,13,0.7,0,0,2,1,19,36,52.8,186,1,48,175,3.6,0,1,0,1,1
Utah St.,93,2002-09-21,4,@,Iowa,29,L,7,48,-41,24,41,58.5,223,0,0,20,21,1.1,1,1,1,1,17,33,51.5,218,1,49,300,6.1,3,0,0,0,6
UTEP,62,2002-09-21,4,,Hawaii,87,L,6,31,-25,12,37,32.4,151,0,4,50,114,2.3,0,0,4,0,15,38,39.5,244,3,25,125,5.0,1,1,1,2,4
Vanderbilt,120,2002-09-21,4,@,Ole Miss,116,L,38,45,-7,11,21,52.4,207,2,0,49,257,5.2,3,3,3,5,24,41,58.5,386,2,31,107,3.5,3,0,0,0,5
Virginia,24,2002-09-21,4,,Akron,71,W,48,29,19,19,27,70.4,202,5,0,30,212,7.1,0,0,0,7,28,50,56.0,341,1,48,154,3.2,3,0,3,3,4
Virginia Tech,25,2002-09-21,4,@,Texas A&M,119,W,13,3,10,10,11,90.9,119,0,0,48,129,2.7,1,1,1,1,14,35,40.0,118,0,28,38,1.4,0,1,2,3,0
Wake Forest,26,2002-09-21,4,@,Purdue,38,W,24,21,3,9,12,75.0,120,0,0,69,248,3.6,3,1,1,3,24,43,55.8,331,3,28,146,5.2,0,4,1,5,3
Washington,105,2002-09-21,3,,Wyoming,94,W,38,7,31,37,48,77.1,436,2,0,37,113,3.1,3,4,4,5,20,31,64.5,169,0,31,86,2.8,1,0,1,1,1
Washington St.,106,2002-09-21,4,,Montana State,136,W,45,28,17,24,33,72.7,267,3,0,39,138,3.5,2,0,0,6,26,47,55.3,290,3,19,62,3.3,1,1,1,2,4
Wisconsin,40,2002-09-21,5,,Arizona,95,W,31,10,21,15,22,68.2,165,1,0,47,260,5.5,3,0,0,4,14,32,43.8,138,0,30,154,5.1,1,0,2,2,1
Wyoming,94,2002-09-21,4,@,Washington,105,L,7,38,-31,20,31,64.5,169,0,1,31,86,2.8,1,0,1,1,37,48,77.1,436,2,37,113,3.1,3,4,0,4,5
Florida St.,16,2002-09-26,5,@,Louisville,18,L,20,26,-6,15,34,44.1,206,2,1,32,129,4.0,0,0,1,2,15,27,55.6,182,2,39,121,3.1,1,0,1,1,3
Louisville,18,2002-09-26,5,,Florida St.,16,W,26,20,6,15,27,55.6,182,2,1,39,121,3.1,1,0,1,3,15,34,44.1,206,2,32,129,4.0,0,0,1,1,2
New Mexico,89,2002-09-27,6,,Texas Tech,49,L,0,49,-49,12,33,36.4,114,0,1,30,85,2.8,0,1,2,0,47,68,69.1,469,6,34,121,3.6,1,0,1,1,7
Texas Tech,49,2002-09-27,5,@,New Mexico,89,W,49,0,49,47,68,69.1,469,6,1,34,121,3.6,1,0,1,7,12,33,36.4,114,0,30,85,2.8,0,1,1,2,0
Air Force,83,2002-09-28,4,@,Utah,104,W,30,26,4,6,16,37.5,99,2,1,48,188,3.9,2,2,3,4,11,20,55.0,109,0,46,181,3.9,3,4,2,6,3
Akron,71,2002-09-28,5,,Miami (OH),78,L,31,48,-17,29,46,63.0,348,2,0,39,114,2.9,2,1,1,4,16,22,72.7,240,2,40,131,3.3,3,0,0,0,6
Alabama,107,2002-09-28,5,@,Arkansas,108,W,30,12,18,12,24,50.0,285,2,0,48,267,5.6,1,1,1,3,8,29,27.6,127,0,32,172,5.4,1,0,2,2,1
Arizona,95,2002-09-28,4,,North Texas,57,W,14,9,5,16,27,59.3,189,0,0,35,121,3.5,1,0,0,2,12,18,66.7,149,0,60,282,4.7,0,2,1,3,0
Arizona St.,96,2002-09-28,5,,Stanford,101,W,65,24,41,23,39,59.0,421,5,1,34,114,3.4,3,0,1,8,16,36,44.4,179,2,40,239,6.0,1,3,4,7,3
Arkansas,108,2002-09-28,3,,Alabama,107,L,12,30,-18,8,29,27.6,127,0,2,32,172,5.4,1,0,2,1,12,24,50.0,285,2,48,267,5.6,1,1,0,1,3
Arkansas St.,122,2002-09-28,6,,Tennessee-Martin,209,W,30,10,20,9,20,45.0,121,2,0,43,216,5.0,2,0,0,4,8,15,53.3,134,0,42,77,1.8,1,0,0,0,1
Army,65,2002-09-28,4,,Southern Miss,60,L,6,27,-21,19,43,44.2,252,0,6,35,141,4.0,0,0,6,0,14,24,58.3,138,1,40,165,4.1,2,2,1,3,3
Auburn,109,2002-09-28,5,,Syracuse,23,W,37,34,3,17,33,51.5,271,2,2,54,231,4.3,3,2,4,5,15,30,50.0,163,1,44,158,3.6,2,0,3,3,4
Ball St.,72,2002-09-28,4,@,Connecticut,3,W,24,21,3,15,26,57.7,156,2,2,41,135,3.3,1,0,2,3,24,38,63.2,243,1,34,155,4.6,2,1,2,3,3
Boise St.,84,2002-09-28,4,,Utah St.,93,W,63,38,25,17,28,60.7,376,5,1,36,178,4.9,3,2,3,9,24,40,60.0,355,3,35,65,1.9,1,2,2,4,5
Boston College,13,2002-09-28,4,,Central Michigan,75,W,43,0,43,29,39,74.4,330,3,0,34,195,5.7,2,0,0,5,12,27,44.4,88,0,42,154,3.7,0,2,1,3,0
Buffalo,74,2002-09-28,5,@,Ohio,80,L,32,34,-2,29,43,67.4,350,3,0,24,85,3.5,1,0,0,4,6,9,66.7,99,0,73,406,5.6,4,3,0,3,4
California,97,2002-09-28,5,,Washington St.,106,L,38,48,-10,29,47,61.7,371,3,2,27,101,3.7,2,0,2,5,29,45,64.4,474,4,27,104,3.9,1,2,0,2,6
Central Michigan,75,2002-09-28,5,@,Boston College,13,L,0,43,-43,12,27,44.4,88,0,1,42,154,3.7,0,2,3,0,29,39,74.4,330,3,34,195,5.7,2,0,0,0,5
Cincinnati,2,2002-09-28,4,@,Temple,10,W,35,22,13,24,39,61.5,312,3,1,41,83,2.0,2,0,1,5,16,33,48.5,213,1,32,111,3.5,2,1,0,1,3
Colorado St.,85,2002-09-28,5,@,Nevada,88,W,32,28,4,16,29,55.2,271,2,0,50,260,5.2,2,0,0,4,26,44,59.1,341,3,27,111,4.1,1,0,2,2,4
Connecticut,3,2002-09-28,5,,Ball St.,72,L,21,24,-3,24,38,63.2,243,1,2,34,155,4.6,2,1,3,3,15,26,57.7,156,2,41,135,3.3,1,0,2,2,3
Duke,15,2002-09-28,5,@,Navy,7,W,43,17,26,17,25,68.0,191,3,0,49,288,5.9,3,2,2,6,9,23,39.1,109,0,51,240,4.7,2,3,1,4,2
East Carolina,4,2002-09-28,4,@,West Virginia,50,L,17,37,-20,23,33,69.7,207,0,2,24,65,2.7,1,1,3,2,6,14,42.9,33,0,62,536,8.6,4,1,0,1,5
Eastern Michigan,76,2002-09-28,5,,Southern Illinois,189,W,48,45,3,20,36,55.6,352,3,1,40,244,6.1,4,0,1,7,6,10,60.0,62,0,68,481,7.1,6,0,0,0,6
Florida,110,2002-09-28,5,,Kentucky,112,W,41,34,7,28,43,65.1,375,2,0,46,134,2.9,3,1,1,6,20,32,62.5,180,2,29,88,3.0,1,1,1,2,5
Fresno St.,86,2002-09-28,5,@,Rice,59,W,31,28,3,18,29,62.1,325,3,0,35,101,2.9,1,0,0,4,11,16,68.8,96,0,71,329,4.6,4,1,1,2,4
Georgia,111,2002-09-28,4,,New Mexico State,69,W,41,10,31,19,36,52.8,207,2,1,20,92,4.6,2,1,2,6,18,36,50.0,194,0,48,81,1.7,1,1,1,2,1
Georgia Tech,17,2002-09-28,5,@,North Carolina,21,W,21,13,8,19,33,57.6,211,2,2,49,185,3.8,1,0,2,3,14,25,56.0,231,1,27,68,2.5,0,1,0,1,1
Hawaii,87,2002-09-28,4,,SMU,8,W,42,10,32,21,43,48.8,314,1,3,26,173,6.7,3,3,6,6,6,21,28.6,46,0,51,192,3.8,1,1,2,3,1
Idaho,133,2002-09-28,5,@,Washington,105,L,27,41,-14,22,40,55.0,309,2,1,25,95,3.8,1,1,2,3,32,45,71.1,438,3,45,129,2.9,1,1,0,1,5
Illinois,27,2002-09-28,5,,Michigan,31,L,28,45,-17,25,49,51.0,368,2,3,35,175,5.0,1,2,5,3,23,39,59.0,272,4,40,143,3.6,2,1,0,1,6
Indiana,28,2002-09-28,5,@,Ohio St.,36,L,17,45,-28,19,32,59.4,283,2,0,28,56,2.0,0,0,0,2,18,23,78.3,217,2,39,244,6.3,4,0,0,0,6
Iowa,29,2002-09-28,5,@,Penn State,37,W,42,35,7,18,30,60.0,261,4,2,49,209,4.3,1,1,3,5,23,44,52.3,399,4,27,54,2.0,1,1,2,3,5
Iowa St.,42,2002-09-28,6,,Nebraska,34,W,36,14,22,19,32,59.4,220,1,2,52,192,3.7,3,1,3,4,12,29,41.4,192,1,30,81,2.7,1,4,1,5,2
Kansas,43,2002-09-28,5,@,Tulsa,12,W,43,33,10,21,36,58.3,266,1,0,50,257,5.1,5,0,0,6,19,31,61.3,236,4,32,216,6.8,1,0,2,2,5
Kent State,77,2002-09-28,5,@,Northern Illinois,79,L,6,13,-7,14,27,51.9,109,0,1,41,229,5.6,0,0,1,0,7,19,36.8,60,0,49,240,4.9,0,1,0,1,1
Kentucky,112,2002-09-28,5,@,Florida,110,L,34,41,-7,20,32,62.5,180,2,1,29,88,3.0,1,1,2,5,28,43,65.1,375,2,46,134,2.9,3,1,0,1,6
Louisiana Tech,54,2002-09-28,5,@,Texas A&M,119,L,3,31,-28,23,43,53.5,172,0,1,21,79,3.8,0,0,1,0,15,30,50.0,238,1,43,206,4.8,3,2,0,2,4
LSU,113,2002-09-28,4,,Mississippi St.,114,W,31,13,18,4,12,33.3,52,1,0,53,256,4.8,2,3,3,4,16,43,37.2,161,0,30,88,2.9,1,0,3,3,1
Maryland,30,2002-09-28,5,,Wofford,235,W,37,8,29,12,20,60.0,140,1,0,50,250,5.0,3,0,0,4,7,10,70.0,54,0,48,156,3.3,1,2,0,2,1
Memphis,6,2002-09-28,5,@,UAB,61,L,17,31,-14,22,40,55.0,259,1,2,35,68,1.9,1,2,4,2,13,22,59.1,167,1,47,223,4.7,2,1,1,2,4
Miami (OH),78,2002-09-28,5,@,Akron,71,W,48,31,17,16,22,72.7,240,2,0,40,131,3.3,3,0,0,6,29,46,63.0,348,2,39,114,2.9,2,1,0,1,4
Michigan,31,2002-09-28,5,@,Illinois,27,W,45,28,17,23,39,59.0,272,4,0,40,143,3.6,2,1,1,6,25,49,51.0,368,2,35,175,5.0,1,2,3,5,3
Michigan St.,32,2002-09-28,5,,Northwestern,35,W,39,24,15,15,26,57.7,263,2,2,48,276,5.8,1,0,2,4,19,43,44.2,265,2,36,212,5.9,1,1,1,2,3
Middle Tennessee,56,2002-09-28,4,,Southeast Missouri,206,L,14,24,-10,20,27,74.1,133,0,1,36,151,4.2,2,0,1,2,14,23,60.9,204,2,43,203,4.7,1,0,2,2,3
Minnesota,33,2002-09-28,5,@,Purdue,38,L,15,28,-13,16,48,33.3,233,1,1,34,83,2.4,0,1,2,1,19,32,59.4,190,1,46,153,3.3,2,3,0,3,4
Mississippi St.,114,2002-09-28,4,@,LSU,113,L,13,31,-18,16,43,37.2,161,0,3,30,88,2.9,1,0,3,1,4,12,33.3,52,1,53,256,4.8,2,3,0,3,4
Missouri,115,2002-09-28,4,,Troy,129,W,44,7,37,19,36,52.8,218,1,1,52,277,5.3,3,0,1,5,18,31,58.1,231,1,28,69,2.5,0,1,4,5,1
Navy,7,2002-09-28,4,,Duke,15,L,17,43,-26,9,23,39.1,109,0,1,51,240,4.7,2,3,4,2,17,25,68.0,191,3,49,288,5.9,3,2,0,2,6
Nebraska,34,2002-09-28,5,@,Iowa St.,42,L,14,36,-22,12,29,41.4,192,1,1,30,81,2.7,1,4,5,2,19,32,59.4,220,1,52,192,3.7,3,1,2,3,4
Nevada,88,2002-09-28,4,,Colorado St.,85,L,28,32,-4,26,44,59.1,341,3,2,27,111,4.1,1,0,2,4,16,29,55.2,271,2,50,260,5.2,2,0,0,0,4
New Mexico State,69,2002-09-28,4,@,Georgia,111,L,10,41,-31,18,36,50.0,194,0,1,48,81,1.7,1,1,2,1,19,36,52.8,207,2,20,92,4.6,2,1,1,2,6
North Carolina,21,2002-09-28,4,,Georgia Tech,17,L,13,21,-8,14,25,56.0,231,1,0,27,68,2.5,0,1,1,1,19,33,57.6,211,2,49,185,3.8,1,0,2,2,3
NC State,20,2002-09-28,6,,Massachusetts,68,W,56,24,32,23,37,62.2,252,4,3,41,178,4.3,2,1,4,8,13,37,35.1,194,2,35,101,2.9,0,0,3,3,3
North Texas,57,2002-09-28,5,@,Arizona,95,L,9,14,-5,12,18,66.7,149,0,1,60,282,4.7,0,2,3,0,16,27,59.3,189,0,35,121,3.5,1,0,0,0,2
Northern Illinois,79,2002-09-28,5,,Kent State,77,W,13,6,7,7,19,36.8,60,0,0,49,240,4.9,0,1,1,1,14,27,51.9,109,0,41,229,5.6,0,0,1,1,0
Northwestern,35,2002-09-28,5,@,Michigan St.,32,L,24,39,-15,19,43,44.2,265,2,1,36,212,5.9,1,1,2,3,15,26,57.7,263,2,48,276,5.8,1,0,2,2,4
Ohio,80,2002-09-28,5,,Buffalo,74,W,34,32,2,6,9,66.7,99,0,0,73,406,5.6,4,3,3,4,29,43,67.4,350,3,24,85,3.5,1,0,0,0,4
Ohio St.,36,2002-09-28,5,,Indiana,28,W,45,17,28,18,23,78.3,217,2,0,39,244,6.3,4,0,0,6,19,32,59.4,283,2,28,56,2.0,0,0,0,0,2
Oklahoma,45,2002-09-28,4,,South Florida,9,W,31,14,17,22,34,64.7,194,2,0,33,45,1.4,1,1,1,4,24,44,54.5,267,2,34,61,1.8,0,2,1,3,2
Oregon St.,100,2002-09-28,5,@,USC,103,L,0,22,-22,8,31,25.8,80,0,1,29,51,1.8,0,2,3,0,23,41,56.1,231,2,49,99,2.0,0,1,1,2,2
Penn State,37,2002-09-28,4,,Iowa,29,L,35,42,-7,23,44,52.3,399,4,2,27,54,2.0,1,1,3,5,18,30,60.0,261,4,49,209,4.3,1,1,2,3,5
Pittsburgh,22,2002-09-28,5,,Toledo,81,W,37,19,18,18,27,66.7,316,3,1,40,153,3.8,2,0,1,5,32,46,69.6,331,2,30,104,3.5,1,2,1,3,3
Purdue,38,2002-09-28,5,,Minnesota,33,W,28,15,13,19,32,59.4,190,1,0,46,153,3.3,2,3,3,4,16,48,33.3,233,1,34,83,2.4,0,1,1,2,1
Rice,59,2002-09-28,4,,Fresno St.,86,L,28,31,-3,11,16,68.8,96,0,1,71,329,4.6,4,1,2,4,18,29,62.1,325,3,35,101,2.9,1,0,0,0,4
