School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Bowling Green,73,2002-10-19,6,,Western Michigan,82,W,48,45,3,21,41,51.2,264,4,1,51,228,4.5,2,0,1,7,18,39,46.2,328,1,33,149,4.5,4,0,1,1,6
BYU,66,2002-10-19,7,,UNLV,92,L,3,24,-21,23,43,53.5,275,0,2,39,133,3.4,0,2,4,0,12,16,75.0,155,0,45,164,3.6,1,3,0,3,3
Buffalo,74,2002-10-19,8,,Miami (OH),78,L,0,49,-49,18,44,40.9,125,0,3,27,50,1.9,0,0,3,0,18,30,60.0,251,3,43,236,5.5,4,1,2,3,7
California,97,2002-10-19,8,,UCLA,102,W,17,12,5,13,30,43.3,133,1,0,34,40,1.2,1,0,0,2,16,29,55.2,197,0,39,29,0.7,1,2,1,3,1
Central Michigan,75,2002-10-19,7,@,Northern Illinois,79,L,0,49,-49,13,30,43.3,117,0,1,30,53,1.8,0,3,4,0,12,19,63.2,150,1,62,238,3.8,5,2,0,2,7
Cincinnati,2,2002-10-19,7,@,Southern Miss,60,L,14,23,-9,13,30,43.3,146,0,1,60,263,4.4,1,1,2,1,7,22,31.8,92,1,32,119,3.7,1,1,0,1,3
Clemson,14,2002-10-19,7,,Wake Forest,26,W,31,23,8,22,35,62.9,208,0,0,32,72,2.3,4,0,0,4,10,19,52.6,158,0,64,365,5.7,2,2,3,5,2
Colorado,98,2002-10-19,7,,Baylor,41,W,34,0,34,13,19,68.4,125,0,0,53,270,5.1,5,2,2,5,20,36,55.6,179,0,34,72,2.1,0,2,2,4,0
Colorado St.,85,2002-10-19,8,@,Utah,104,W,28,20,8,13,23,56.5,140,1,0,38,112,2.9,3,1,1,4,21,41,51.2,265,0,41,216,5.3,3,0,2,2,3
Connecticut,3,2002-10-19,7,,Temple,10,L,24,38,-14,21,38,55.3,251,1,2,35,21,0.6,1,2,4,3,8,23,34.8,117,2,45,242,5.4,1,0,3,3,5
Duke,15,2002-10-19,8,@,NC State,20,L,22,24,-2,28,42,66.7,353,1,0,33,86,2.6,1,0,0,2,26,37,70.3,364,2,21,63,3.0,1,0,0,0,3
East Carolina,4,2002-10-19,6,,South Florida,9,L,30,46,-16,26,49,53.1,361,3,2,51,149,2.9,1,2,4,4,19,33,57.6,321,5,30,89,3.0,0,0,0,0,6
Eastern Michigan,76,2002-10-19,8,@,Ball St.,72,L,17,42,-25,21,34,61.8,221,1,0,41,109,2.7,0,3,3,2,14,28,50.0,270,5,34,171,5.0,1,1,0,1,6
Florida,110,2002-10-19,8,,Auburn,109,W,30,23,7,30,39,76.9,265,2,0,42,129,3.1,1,0,0,3,9,19,47.4,186,1,34,189,5.6,2,2,0,2,3
Georgia,111,2002-10-19,7,,Vanderbilt,120,W,48,17,31,28,34,82.4,426,3,0,41,180,4.4,3,0,0,6,10,20,50.0,158,0,44,234,5.3,2,1,0,1,2
Hawaii,87,2002-10-19,7,,Tulsa,12,W,37,14,23,41,63,65.1,513,5,0,11,66,6.0,0,1,1,5,25,43,58.1,257,0,35,74,2.1,2,0,1,1,2
Houston,5,2002-10-19,7,,Army,65,W,56,42,14,18,24,75.0,266,3,1,50,280,5.6,5,1,2,8,17,33,51.5,353,4,35,106,3.0,2,0,1,1,6
Indiana,28,2002-10-19,7,,Iowa,29,L,8,24,-16,21,48,43.8,335,0,3,45,146,3.2,0,0,3,0,11,16,68.8,190,1,37,168,4.5,2,2,1,3,3
Iowa,29,2002-10-19,8,@,Indiana,28,W,24,8,16,11,16,68.8,190,1,1,37,168,4.5,2,2,3,3,21,48,43.8,335,0,45,146,3.2,0,0,3,3,0
Iowa St.,42,2002-10-19,8,@,Oklahoma,45,L,3,49,-46,4,22,18.2,43,0,3,23,17,0.7,0,0,3,0,14,24,58.3,168,1,66,199,3.0,5,1,0,1,7
Kansas,43,2002-10-19,8,,Texas A&M,119,L,22,47,-25,22,46,47.8,203,2,1,32,86,2.7,1,1,2,3,20,37,54.1,428,3,35,138,3.9,2,1,2,3,6
Kansas St.,44,2002-10-19,7,,Texas,48,L,14,17,-3,7,18,38.9,102,1,0,50,159,3.2,1,1,1,2,13,24,54.2,184,2,32,46,1.4,0,0,1,1,2
Kent State,77,2002-10-19,7,,Ohio,80,L,0,50,-50,7,23,30.4,82,0,4,34,105,3.1,0,1,5,0,0,1,0.0,0,0,66,351,5.3,7,1,0,1,7
Kentucky,112,2002-10-19,7,@,Arkansas,108,W,29,17,12,19,31,61.3,253,2,0,32,79,2.5,1,2,2,4,17,30,56.7,222,0,54,293,5.4,2,1,1,2,2
Louisiana,126,2002-10-19,7,@,Middle Tennessee,56,L,35,48,-13,28,41,68.3,396,2,1,32,20,0.6,3,0,1,5,17,24,70.8,347,1,49,173,3.5,5,1,0,1,6
Louisiana Tech,54,2002-10-19,7,@,SMU,8,L,34,37,-3,14,35,40.0,259,1,1,22,135,6.1,3,0,1,4,21,30,70.0,296,3,58,162,2.8,2,1,1,2,5
UL Monroe,130,2002-10-19,7,@,New Mexico State,69,L,21,34,-13,22,34,64.7,305,2,0,27,105,3.9,1,0,0,3,15,18,83.3,185,0,51,319,6.3,4,0,0,0,4
Louisville,18,2002-10-19,7,,TCU,47,L,31,45,-14,18,34,52.9,309,3,1,22,-26,-1.2,1,2,3,4,17,23,73.9,187,3,62,250,4.0,3,0,0,0,6
LSU,113,2002-10-19,7,,South Carolina,117,W,38,14,24,12,23,52.2,183,0,0,45,231,5.1,3,0,0,4,10,22,45.5,127,1,30,148,4.9,1,0,2,2,2
Marshall,55,2002-10-19,6,,Troy,129,W,24,7,17,23,35,65.7,275,2,0,32,90,2.8,1,0,0,3,10,25,40.0,101,1,47,63,1.3,0,0,1,1,1
Memphis,6,2002-10-19,7,,Mississippi St.,114,L,17,29,-12,25,48,52.1,288,2,5,19,58,3.1,0,0,5,2,19,29,65.5,149,0,49,197,4.0,1,0,1,1,3
Miami (OH),78,2002-10-19,8,@,Buffalo,74,W,49,0,49,18,30,60.0,251,3,2,43,236,5.5,4,1,3,7,18,44,40.9,125,0,27,50,1.9,0,0,3,3,0
Michigan,31,2002-10-19,7,@,Purdue,38,W,23,21,2,17,35,48.6,271,1,1,36,149,4.1,2,0,1,3,22,42,52.4,232,1,37,137,3.7,2,0,2,2,3
Michigan St.,32,2002-10-19,7,,Minnesota,33,L,7,28,-21,17,29,58.6,229,0,1,26,51,2.0,1,1,2,1,7,14,50.0,147,2,60,390,6.5,1,1,1,2,3
Middle Tennessee,56,2002-10-19,7,,Louisiana,126,W,48,35,13,17,24,70.8,347,1,0,49,173,3.5,5,1,1,6,28,41,68.3,396,2,32,20,0.6,3,0,1,1,5
Minnesota,33,2002-10-19,8,@,Michigan St.,32,W,28,7,21,7,14,50.0,147,2,1,60,390,6.5,1,1,2,3,17,29,58.6,229,0,26,51,2.0,1,1,1,2,1
Mississippi St.,114,2002-10-19,7,@,Memphis,6,W,29,17,12,19,29,65.5,149,0,1,49,197,4.0,1,0,1,3,25,48,52.1,288,2,19,58,3.1,0,0,5,5,2
Missouri,115,2002-10-19,7,@,Texas Tech,49,L,38,52,-14,21,33,63.6,306,3,0,31,139,4.5,2,0,0,5,50,71,70.4,518,5,29,88,3.0,2,1,0,1,7
Navy,7,2002-10-19,7,@,Boston College,13,L,21,46,-25,5,10,50.0,66,0,1,65,380,5.8,3,5,6,3,18,27,66.7,280,3,41,189,4.6,3,2,0,2,6
Nebraska,34,2002-10-19,8,@,Oklahoma St.,46,L,21,24,-3,7,14,50.0,110,0,0,54,259,4.8,3,1,1,3,17,27,63.0,192,2,42,195,4.6,1,1,0,1,3
Nevada,88,2002-10-19,7,,San Jose St.,91,W,52,24,28,20,29,69.0,233,3,1,36,308,8.6,3,0,1,7,20,30,66.7,206,1,41,190,4.6,2,1,2,3,3
New Mexico,89,2002-10-19,8,@,Utah St.,93,L,44,45,-1,19,27,70.4,220,3,0,54,263,4.9,2,1,1,6,16,34,47.1,340,4,23,107,4.7,2,0,2,2,6
New Mexico State,69,2002-10-19,7,,UL Monroe,130,W,34,21,13,15,18,83.3,185,0,0,51,319,6.3,4,0,0,4,22,34,64.7,305,2,27,105,3.9,1,0,0,0,3
North Carolina,21,2002-10-19,7,@,Virginia,24,L,27,37,-10,24,34,70.6,353,4,1,38,98,2.6,0,2,3,4,14,27,51.9,194,2,47,229,4.9,2,1,1,2,5
NC State,20,2002-10-19,8,,Duke,15,W,24,22,2,26,37,70.3,364,2,0,21,63,3.0,1,0,0,3,28,42,66.7,353,1,33,86,2.6,1,0,0,0,2
North Texas,57,2002-10-19,7,@,Arkansas St.,122,W,13,10,3,6,7,85.7,80,1,0,49,210,4.3,1,3,3,2,9,18,50.0,110,0,40,113,2.8,1,2,0,2,1
Northern Illinois,79,2002-10-19,8,,Central Michigan,75,W,49,0,49,12,19,63.2,150,1,0,62,238,3.8,5,2,2,7,13,30,43.3,117,0,30,53,1.8,0,3,1,4,0
Northwestern,35,2002-10-19,8,@,Penn State,37,L,0,49,-49,29,42,69.0,193,0,1,30,9,0.3,0,1,2,0,11,19,57.9,123,2,60,423,7.1,5,0,1,1,7
Notre Dame,70,2002-10-19,7,@,Air Force,83,W,21,14,7,8,15,53.3,112,0,0,56,335,6.0,3,3,3,3,6,14,42.9,57,0,38,104,2.7,1,0,1,1,2
Ohio,80,2002-10-19,8,@,Kent State,77,W,50,0,50,0,1,0.0,0,0,0,66,351,5.3,7,1,1,7,7,23,30.4,82,0,34,105,3.1,0,1,4,5,0
Ohio St.,36,2002-10-19,8,@,Wisconsin,40,W,19,14,5,12,19,63.2,204,2,0,44,178,4.0,0,0,0,2,11,19,57.9,160,1,44,180,4.1,1,1,1,2,2
Oklahoma,45,2002-10-19,7,,Iowa St.,42,W,49,3,46,14,24,58.3,168,1,0,66,199,3.0,5,1,1,7,4,22,18.2,43,0,23,17,0.7,0,0,3,3,0
Oklahoma St.,46,2002-10-19,7,,Nebraska,34,W,24,21,3,17,27,63.0,192,2,0,42,195,4.6,1,1,1,3,7,14,50.0,110,0,54,259,4.8,3,1,0,1,3
Ole Miss,116,2002-10-19,7,@,Alabama,107,L,7,42,-35,18,32,56.3,219,0,1,28,4,0.1,1,0,1,1,10,17,58.8,222,1,43,234,5.4,5,1,0,1,6
Oregon,99,2002-10-19,7,,Arizona St.,96,L,42,45,-3,21,32,65.6,288,3,1,31,169,5.5,3,1,2,6,32,54,59.3,559,4,33,31,0.9,1,0,2,2,5
Penn State,37,2002-10-19,7,,Northwestern,35,W,49,0,49,11,19,57.9,123,2,1,60,423,7.1,5,0,1,7,29,42,69.0,193,0,30,9,0.3,0,1,1,2,0
Purdue,38,2002-10-19,8,,Michigan,31,L,21,23,-2,22,42,52.4,232,1,2,37,137,3.7,2,0,2,3,17,35,48.6,271,1,36,149,4.1,2,0,1,1,3
Rice,59,2002-10-19,7,@,UTEP,62,L,35,38,-3,8,16,50.0,172,2,0,59,225,3.8,2,1,1,5,12,27,44.4,177,2,39,209,5.4,2,2,0,2,5
Rutgers,39,2002-10-19,7,@,Virginia Tech,25,L,14,35,-21,17,34,50.0,222,2,2,25,-7,-0.3,0,0,2,2,12,16,75.0,150,1,50,342,6.8,3,2,1,3,5
San Diego St.,90,2002-10-19,7,@,Wyoming,94,W,24,20,4,22,33,66.7,335,1,1,28,84,3.0,0,1,2,3,33,51,64.7,257,3,36,131,3.6,0,0,1,1,3
San Jose St.,91,2002-10-19,8,@,Nevada,88,L,24,52,-28,20,30,66.7,206,1,2,41,190,4.6,2,1,3,3,20,29,69.0,233,3,36,308,8.6,3,0,1,1,7
SMU,8,2002-10-19,8,,Louisiana Tech,54,W,37,34,3,21,30,70.0,296,3,1,58,162,2.8,2,1,2,5,14,35,40.0,259,1,22,135,6.1,3,0,1,1,4
South Carolina,117,2002-10-19,8,@,LSU,113,L,14,38,-24,10,22,45.5,127,1,2,30,148,4.9,1,0,2,2,12,23,52.2,183,0,45,231,5.1,3,0,0,0,4
South Florida,9,2002-10-19,7,@,East Carolina,4,W,46,30,16,19,33,57.6,321,5,0,30,89,3.0,0,0,0,6,26,49,53.1,361,3,51,149,2.9,1,2,2,4,4
Southern Miss,60,2002-10-19,7,,Cincinnati,2,W,23,14,9,7,22,31.8,92,1,0,32,119,3.7,1,1,1,3,13,30,43.3,146,0,60,263,4.4,1,1,1,2,1
Stanford,101,2002-10-19,6,,Arizona,95,W,16,6,10,21,37,56.8,197,1,1,49,175,3.6,0,0,1,1,19,31,61.3,244,0,23,22,1.0,0,1,3,4,0
Syracuse,23,2002-10-19,7,@,West Virginia,50,L,7,34,-27,16,34,47.1,170,0,1,38,72,1.9,1,3,4,1,8,16,50.0,105,1,57,279,4.9,3,1,0,1,4
Temple,10,2002-10-19,7,@,Connecticut,3,W,38,24,14,8,23,34.8,117,2,3,45,242,5.4,1,0,3,5,21,38,55.3,251,1,35,21,0.6,1,2,2,4,3
Texas,48,2002-10-19,7,@,Kansas St.,44,W,17,14,3,13,24,54.2,184,2,1,32,46,1.4,0,0,1,2,7,18,38.9,102,1,50,159,3.2,1,1,0,1,2
Texas A&M,119,2002-10-19,7,@,Kansas,43,W,47,22,25,20,37,54.1,428,3,2,35,138,3.9,2,1,3,6,22,46,47.8,203,2,32,86,2.7,1,1,1,2,3
TCU,47,2002-10-19,7,@,Louisville,18,W,45,31,14,17,23,73.9,187,3,0,62,250,4.0,3,0,0,6,18,34,52.9,309,3,22,-26,-1.2,1,2,1,3,4
Texas Tech,49,2002-10-19,8,,Missouri,115,W,52,38,14,50,71,70.4,518,5,0,29,88,3.0,2,1,1,7,21,33,63.6,306,3,31,139,4.5,2,0,0,0,5
Toledo,81,2002-10-19,7,@,Central Florida,1,W,27,24,3,22,32,68.8,197,2,2,54,300,5.6,2,0,2,4,20,31,64.5,240,2,22,139,6.3,1,1,2,3,3
Troy,129,2002-10-19,8,@,Marshall,55,L,7,24,-17,10,25,40.0,101,1,1,47,63,1.3,0,0,1,1,23,35,65.7,275,2,32,90,2.8,1,0,0,0,3
Tulane,11,2002-10-19,8,,UAB,61,W,35,14,21,17,28,60.7,141,2,0,33,140,4.2,1,0,0,5,18,37,48.6,194,2,39,98,2.5,0,0,1,1,2
Tulsa,12,2002-10-19,7,@,Hawaii,87,L,14,37,-23,25,43,58.1,257,0,1,35,74,2.1,2,0,1,2,41,63,65.1,513,5,11,66,6.0,0,1,0,1,5
UAB,61,2002-10-19,7,@,Tulane,11,L,14,35,-21,18,37,48.6,194,2,1,39,98,2.5,0,0,1,2,17,28,60.7,141,2,33,140,4.2,1,0,0,0,5
Central Florida,1,2002-10-19,6,,Toledo,81,L,24,27,-3,20,31,64.5,240,2,2,22,139,6.3,1,1,3,3,22,32,68.8,197,2,54,300,5.6,2,0,2,2,4
UCLA,102,2002-10-19,7,@,California,97,L,12,17,-5,16,29,55.2,197,0,1,39,29,0.7,1,2,3,1,13,30,43.3,133,1,34,40,1.2,1,0,0,0,2
UNLV,92,2002-10-19,7,@,BYU,66,W,24,3,21,12,16,75.0,155,0,0,45,164,3.6,1,3,3,3,23,43,53.5,275,0,39,133,3.4,0,2,2,4,0
USC,103,2002-10-19,7,,Washington,105,W,41,21,20,21,34,61.8,348,4,1,34,74,2.2,1,1,2,5,38,65,58.5,361,3,19,-5,-0.3,0,0,2,2,3
Utah,104,2002-10-19,7,,Colorado St.,85,L,20,28,-8,21,41,51.2,265,0,2,41,216,5.3,3,0,2,3,13,23,56.5,140,1,38,112,2.9,3,1,0,1,4
Utah St.,93,2002-10-19,7,,New Mexico,89,W,45,44,1,16,34,47.1,340,4,2,23,107,4.7,2,0,2,6,19,27,70.4,220,3,54,263,4.9,2,1,0,1,6
UTEP,62,2002-10-19,7,,Rice,59,W,38,35,3,12,27,44.4,177,2,0,39,209,5.4,2,2,2,5,8,16,50.0,172,2,59,225,3.8,2,1,0,1,5
Vanderbilt,120,2002-10-19,7,@,Georgia,111,L,17,48,-31,10,20,50.0,158,0,0,44,234,5.3,2,1,1,2,28,34,82.4,426,3,41,180,4.4,3,0,0,0,6
Virginia,24,2002-10-19,8,,North Carolina,21,W,37,27,10,14,27,51.9,194,2,1,47,229,4.9,2,1,2,5,24,34,70.6,353,4,38,98,2.6,0,2,1,3,4
Virginia Tech,25,2002-10-19,7,,Rutgers,39,W,35,14,21,12,16,75.0,150,1,1,50,342,6.8,3,2,3,5,17,34,50.0,222,2,25,-7,-0.3,0,0,2,2,2
Wake Forest,26,2002-10-19,8,@,Clemson,14,L,23,31,-8,10,19,52.6,158,0,3,64,365,5.7,2,2,5,2,22,35,62.9,208,0,32,72,2.3,4,0,0,0,4
Washington,105,2002-10-19,7,@,USC,103,L,21,41,-20,38,65,58.5,361,3,2,19,-5,-0.3,0,0,2,3,21,34,61.8,348,4,34,74,2.2,1,1,1,2,5
West Virginia,50,2002-10-19,7,,Syracuse,23,W,34,7,27,8,16,50.0,105,1,0,57,279,4.9,3,1,1,4,16,34,47.1,170,0,38,72,1.9,1,3,1,4,1
Western Michigan,82,2002-10-19,7,@,Bowling Green,73,L,45,48,-3,18,39,46.2,328,1,1,33,149,4.5,4,0,1,6,21,41,51.2,264,4,51,228,4.5,2,0,1,1,7
Wisconsin,40,2002-10-19,8,,Ohio St.,36,L,14,19,-5,11,19,57.9,160,1,1,44,180,4.1,1,1,2,2,12,19,63.2,204,2,44,178,4.0,0,0,0,0,2
Wyoming,94,2002-10-19,7,,San Diego St.,90,L,20,24,-4,33,51,64.7,257,3,1,36,131,3.6,0,0,1,3,22,33,66.7,335,1,28,84,3.0,0,1,1,2,3
BYU,66,2002-10-24,8,@,Colorado St.,85,L,10,37,-27,17,26,65.4,148,0,1,29,65,2.2,1,3,4,1,11,23,47.8,151,0,56,342,6.1,4,1,0,1,4
Clemson,14,2002-10-24,8,,NC State,20,L,6,38,-32,13,32,40.6,163,0,2,27,66,2.4,0,3,5,1,15,24,62.5,129,0,50,240,4.8,3,1,1,2,5
Colorado St.,85,2002-10-24,9,,BYU,66,W,37,10,27,11,23,47.8,151,0,0,56,342,6.1,4,1,1,4,17,26,65.4,148,0,29,65,2.2,1,3,1,4,1
NC State,20,2002-10-24,9,@,Clemson,14,W,38,6,32,15,24,62.5,129,0,1,50,240,4.8,3,1,2,5,13,32,40.6,163,0,27,66,2.4,0,3,2,5,1
Fresno St.,86,2002-10-25,9,,Hawaii,87,L,21,31,-10,18,29,62.1,167,1,2,43,166,3.9,1,0,2,3,36,61,59.0,462,2,15,84,5.6,1,0,1,1,3
Hawaii,87,2002-10-25,8,@,Fresno St.,86,W,31,21,10,36,61,59.0,462,2,1,15,84,5.6,1,0,1,3,18,29,62.1,167,1,43,166,3.9,1,0,2,2,3
Air Force,83,2002-10-26,8,@,Wyoming,94,L,26,34,-8,9,20,45.0,169,1,0,53,255,4.8,1,0,0,2,32,43,74.4,387,2,33,97,2.9,2,0,0,0,4
Akron,71,2002-10-26,8,@,Central Florida,1,L,17,28,-11,30,42,71.4,283,1,0,41,138,3.4,1,2,2,2,22,28,78.6,287,3,30,84,2.8,1,0,1,1,4
Alabama,107,2002-10-26,8,@,Tennessee,118,W,34,14,20,7,12,58.3,128,0,1,46,172,3.7,3,1,2,4,15,27,55.6,163,0,26,59,2.3,1,3,3,6,2
Arizona,95,2002-10-26,8,,Washington St.,106,L,13,21,-8,22,46,47.8,224,1,2,21,-17,-0.8,0,1,3,1,20,35,57.1,275,1,46,149,3.2,1,2,0,2,2
Arizona St.,96,2002-10-26,9,,Washington,105,W,27,16,11,18,28,64.3,184,2,0,37,45,1.2,1,1,1,3,18,37,48.6,210,1,38,42,1.1,1,1,1,2,2
Arkansas,108,2002-10-26,7,,Ole Miss,116,W,48,28,20,7,15,46.7,79,1,1,41,257,6.3,3,0,1,6,42,56,75.0,414,2,25,36,1.4,1,3,2,5,3
Arkansas St.,122,2002-10-26,10,,New Mexico State,69,L,21,26,-5,18,26,69.2,205,0,0,38,93,2.4,3,0,0,3,16,23,69.6,141,1,44,229,5.2,2,0,2,2,3
Army,65,2002-10-26,8,,UAB,61,L,26,29,-3,18,32,56.3,101,1,1,35,136,3.9,1,1,2,3,25,42,59.5,245,4,36,56,1.6,0,3,1,4,4
Auburn,109,2002-10-26,8,,LSU,113,W,31,7,24,7,11,63.6,105,1,0,45,216,4.8,3,1,1,4,9,20,45.0,79,0,41,163,4.0,1,1,4,5,1
Ball St.,72,2002-10-26,8,@,Bowling Green,73,L,20,38,-18,23,41,56.1,205,2,2,37,153,4.1,0,2,4,2,19,32,59.4,195,2,40,250,6.3,3,2,2,4,5
Baylor,41,2002-10-26,8,,Kansas St.,44,L,10,44,-34,24,38,63.2,338,1,2,32,-37,-1.2,0,1,3,1,10,21,47.6,88,0,49,279,5.7,3,1,1,2,5
Boise St.,84,2002-10-26,8,@,San Jose St.,91,W,45,8,37,19,35,54.3,407,2,0,54,243,4.5,4,2,2,6,32,52,61.5,256,1,18,102,5.7,0,2,1,3,1
Boston College,13,2002-10-26,7,@,Pittsburgh,22,L,16,19,-3,18,34,52.9,179,1,0,40,177,4.4,0,0,0,1,20,38,52.6,201,1,32,143,4.5,0,0,0,0,1
Bowling Green,73,2002-10-26,7,,Ball St.,72,W,38,20,18,19,32,59.4,195,2,2,40,250,6.3,3,2,4,5,23,41,56.1,205,2,37,153,4.1,0,2,2,4,2
Buffalo,74,2002-10-26,9,,Kent State,77,L,12,16,-4,19,39,48.7,160,2,1,31,73,2.4,0,0,1,2,4,12,33.3,44,0,46,206,4.5,0,0,2,2,2
California,97,2002-10-26,9,@,Oregon St.,100,L,13,24,-11,27,51,52.9,284,0,1,28,16,0.6,1,1,2,1,8,24,33.3,80,0,43,301,7.0,3,1,0,1,3
Central Michigan,75,2002-10-26,8,,Marshall,55,L,18,23,-5,15,32,46.9,183,0,1,48,208,4.3,2,0,1,2,29,42,69.0,374,2,30,92,3.1,0,1,1,2,2
Cincinnati,2,2002-10-26,8,,Memphis,6,W,48,10,38,21,34,61.8,225,0,1,53,213,4.0,5,1,2,6,16,31,51.6,173,0,27,47,1.7,1,3,3,6,1
Colorado,98,2002-10-26,8,,Texas Tech,49,W,37,13,24,9,23,39.1,116,2,2,41,162,4.0,1,0,2,5,36,65,55.4,268,0,30,91,3.0,1,1,4,5,1
Connecticut,3,2002-10-26,8,@,Vanderbilt,120,L,24,28,-4,23,35,65.7,236,1,2,22,101,4.6,2,0,2,3,11,18,61.1,171,1,51,221,4.3,3,2,0,2,4
Duke,15,2002-10-26,9,,Maryland,30,L,12,45,-33,19,34,55.9,202,2,3,34,129,3.8,0,0,3,2,17,24,70.8,277,2,40,151,3.8,2,2,1,3,6
East Carolina,4,2002-10-26,7,@,Louisville,18,L,20,44,-24,16,41,39.0,229,0,1,29,68,2.3,2,0,1,2,23,32,71.9,352,5,45,204,4.5,1,1,0,1,6
Florida St.,16,2002-10-26,8,,Notre Dame,70,L,24,34,-10,21,43,48.8,325,2,2,32,93,2.9,1,2,4,3,13,21,61.9,185,2,32,116,3.6,2,0,0,0,4
Georgia,111,2002-10-26,8,@,Kentucky,112,W,52,24,28,27,47,57.4,357,6,1,40,172,4.3,1,0,1,7,15,31,48.4,242,2,30,130,4.3,1,0,0,0,3
Georgia Tech,17,2002-10-26,8,,Virginia,24,W,23,15,8,26,42,61.9,220,1,0,44,211,4.8,1,1,1,2,41,59,69.5,372,1,20,53,2.7,1,0,1,1,2
Idaho,133,2002-10-26,8,,Middle Tennessee,56,W,21,18,3,14,26,53.8,226,1,0,38,242,6.4,2,2,2,3,8,25,32.0,85,0,50,256,5.1,2,0,0,0,2
Illinois,27,2002-10-26,8,,Indiana,28,W,45,14,31,18,27,66.7,211,2,0,49,248,5.1,4,0,0,6,26,50,52.0,320,1,27,81,3.0,1,1,1,2,2
Indiana,28,2002-10-26,8,@,Illinois,27,L,14,45,-31,26,50,52.0,320,1,1,27,81,3.0,1,1,2,2,18,27,66.7,211,2,49,248,5.1,4,0,0,0,6
Iowa,29,2002-10-26,9,@,Michigan,31,W,34,9,25,18,29,62.1,222,3,0,49,177,3.6,1,0,0,4,17,39,43.6,149,0,20,22,1.1,1,1,0,1,1
Iowa St.,42,2002-10-26,9,@,Texas,48,L,10,21,-11,19,40,47.5,227,1,1,33,58,1.8,0,0,1,1,16,23,69.6,141,0,56,245,4.4,3,2,1,3,3
Kansas,43,2002-10-26,9,@,Missouri,115,L,12,36,-24,20,44,45.5,252,2,1,37,124,3.4,0,0,1,2,12,21,57.1,158,2,48,267,5.6,3,0,0,0,5
Kansas St.,44,2002-10-26,8,@,Baylor,41,W,44,10,34,10,21,47.6,88,0,1,49,279,5.7,3,1,2,5,24,38,63.2,338,1,32,-37,-1.2,0,1,2,3,1
Kent State,77,2002-10-26,8,@,Buffalo,74,W,16,12,4,4,12,33.3,44,0,2,46,206,4.5,0,0,2,2,19,39,48.7,160,2,31,73,2.4,0,0,1,1,2
Kentucky,112,2002-10-26,8,,Georgia,111,L,24,52,-28,15,31,48.4,242,2,0,30,130,4.3,1,0,0,3,27,47,57.4,357,6,40,172,4.3,1,0,1,1,7
Louisiana,126,2002-10-26,8,,North Texas,57,L,0,27,-27,21,41,51.2,232,0,1,19,9,0.5,0,2,3,0,7,12,58.3,147,0,56,213,3.8,4,1,0,1,4
Louisiana Tech,54,2002-10-26,8,,Nevada,88,W,50,47,3,20,29,69.0,376,3,0,25,92,3.7,3,3,3,7,31,40,77.5,338,3,44,195,4.4,4,0,2,2,7
UL Monroe,130,2002-10-26,8,,Utah St.,93,W,51,48,3,26,44,59.1,470,4,0,34,184,5.4,3,2,2,7,26,50,52.0,368,3,34,81,2.4,3,1,1,2,6
Louisville,18,2002-10-26,8,,East Carolina,4,W,44,20,24,23,32,71.9,352,5,0,45,204,4.5,1,1,1,6,16,41,39.0,229,0,29,68,2.3,2,0,1,1,2
LSU,113,2002-10-26,8,@,Auburn,109,L,7,31,-24,9,20,45.0,79,0,4,41,163,4.0,1,1,5,1,7,11,63.6,105,1,45,216,4.8,3,1,0,1,4
Marshall,55,2002-10-26,7,@,Central Michigan,75,W,23,18,5,29,42,69.0,374,2,1,30,92,3.1,0,1,2,2,15,32,46.9,183,0,48,208,4.3,2,0,1,1,2
Maryland,30,2002-10-26,8,@,Duke,15,W,45,12,33,17,24,70.8,277,2,1,40,151,3.8,2,2,3,6,19,34,55.9,202,2,34,129,3.8,0,0,3,3,2
Memphis,6,2002-10-26,8,@,Cincinnati,2,L,10,48,-38,16,31,51.6,173,0,3,27,47,1.7,1,3,6,1,21,34,61.8,225,0,53,213,4.0,5,1,1,2,6
Miami (FL),19,2002-10-26,7,@,West Virginia,50,W,40,23,17,22,36,61.1,422,2,0,39,102,2.6,3,2,2,5,6,18,33.3,60,0,62,363,5.9,3,1,2,3,3
Miami (OH),78,2002-10-26,9,@,Toledo,81,W,27,13,14,22,31,71.0,299,0,0,39,164,4.2,3,0,0,3,30,46,65.2,341,1,33,155,4.7,1,1,0,1,2
Michigan,31,2002-10-26,8,,Iowa,29,L,9,34,-25,17,39,43.6,149,0,0,20,22,1.1,1,1,1,1,18,29,62.1,222,3,49,177,3.6,1,0,0,0,4
Michigan St.,32,2002-10-26,8,,Wisconsin,40,L,24,42,-18,15,27,55.6,206,3,2,38,159,4.2,0,1,3,3,10,19,52.6,135,3,56,313,5.6,3,0,0,0,6
