School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Indiana,28,2007-09-22,4,,Illinois,27,L,14,27,-13,26,52,50.0,263,2,1,35,134,3.8,0,6,1,3,4,2,13,28,46.4,98,2,55,288,5.2,1,1,2,3,3
Iowa,29,2007-09-22,4,@,Wisconsin,40,L,13,17,-4,17,37,45.9,169,1,0,26,59,2.3,0,7,3,0,0,1,12,23,52.2,138,1,49,166,3.4,1,2,1,3,2
Iowa St.,42,2007-09-22,4,@,Toledo,81,L,35,36,-1,24,33,72.7,251,3,1,52,146,2.8,2,8,1,2,3,5,19,27,70.4,199,1,30,98,3.3,2,0,1,1,5
Kansas,43,2007-09-22,4,,Florida Intl,53,W,55,3,52,25,39,64.1,391,1,1,36,224,6.2,4,14,1,2,3,7,16,36,44.4,133,0,36,122,3.4,0,3,2,5,0
Kent State,77,2007-09-22,4,@,Akron,71,L,20,27,-7,8,21,38.1,155,0,2,49,220,4.5,2,9,2,2,4,2,9,23,39.1,112,1,50,133,2.7,2,1,1,2,3
Kentucky,112,2007-09-22,4,@,Arkansas,108,W,42,29,13,21,39,53.8,265,2,0,36,170,4.7,3,3,1,3,3,6,13,28,46.4,157,0,51,338,6.6,1,1,2,3,3
Louisiana,126,2007-09-22,4,,Troy,129,L,31,48,-17,21,41,51.2,159,1,2,46,345,7.5,3,6,0,0,2,4,30,43,69.8,297,2,43,271,6.3,4,2,1,3,7
Louisville,18,2007-09-22,4,,Syracuse,23,L,35,38,-3,45,65,69.2,555,4,2,28,73,2.6,1,6,2,2,4,5,17,26,65.4,423,4,35,42,1.2,0,2,0,2,5
LSU,113,2007-09-22,4,,South Carolina,117,W,28,16,12,8,20,40.0,70,1,1,50,290,5.8,3,6,3,0,1,4,19,42,45.2,244,1,27,17,0.6,1,1,2,3,2
Marshall,55,2007-09-22,4,@,Cincinnati,2,L,14,40,-26,21,32,65.6,257,2,1,35,80,2.3,0,5,2,1,2,2,20,27,74.1,219,3,39,217,5.6,2,0,0,0,5
Maryland,30,2007-09-22,4,@,Wake Forest,26,L,24,31,-7,11,20,55.0,115,0,1,57,200,3.5,3,5,0,2,3,3,22,35,62.9,219,1,41,178,4.3,2,1,3,4,4
Memphis,6,2007-09-22,3,@,Central Florida,1,L,20,56,-36,16,33,48.5,173,3,0,36,130,3.6,0,3,1,0,0,3,17,21,81.0,288,1,59,313,5.3,7,3,0,3,8
Miami (OH),78,2007-09-22,4,@,Colorado,98,L,0,42,-42,11,32,34.4,95,0,0,17,44,2.6,0,2,0,0,0,0,19,30,63.3,275,2,63,359,5.7,4,1,2,3,6
Michigan,31,2007-09-22,4,,Penn State,37,W,14,9,5,16,30,53.3,170,0,1,56,166,3.0,2,5,2,1,2,2,15,31,48.4,169,0,29,101,3.5,0,2,0,2,0
Michigan St.,32,2007-09-22,4,@,Notre Dame,70,W,31,14,17,11,24,45.8,135,4,1,49,219,4.5,0,10,4,1,2,4,11,20,55.0,86,0,35,117,3.3,2,1,0,1,2
Minnesota,33,2007-09-22,4,,Purdue,38,L,31,45,-14,23,44,52.3,237,1,1,37,232,6.3,3,1,0,3,4,4,33,48,68.8,338,3,33,166,5.0,1,0,1,1,6
Mississippi St.,114,2007-09-22,4,,Gardner-Webb,146,W,31,15,16,12,19,63.2,166,1,1,39,215,5.5,2,6,3,1,2,4,21,37,56.8,203,0,35,131,3.7,1,1,1,2,1
Missouri,115,2007-09-22,4,,Illinois State,182,W,38,17,21,24,40,60.0,341,3,3,35,240,6.9,1,2,2,0,3,5,22,37,59.5,242,1,41,155,3.8,1,0,1,1,2
Navy,7,2007-09-22,4,,Duke,15,W,46,43,3,13,21,61.9,236,2,1,69,304,4.4,3,4,1,0,1,5,23,36,63.9,428,4,26,78,3.0,2,1,1,2,6
Nebraska,34,2007-09-22,4,,Ball St.,72,W,41,40,1,29,37,78.4,438,3,1,36,114,3.2,2,4,1,2,3,6,26,43,60.5,422,3,36,188,5.2,2,1,1,2,5
New Mexico,89,2007-09-22,4,,Sacramento State,140,W,58,0,58,26,33,78.8,277,2,0,43,222,5.2,5,5,0,0,0,7,5,15,33.3,27,0,30,77,2.6,0,1,2,3,0
New Mexico State,69,2007-09-22,4,@,Auburn,109,L,20,55,-35,30,46,65.2,259,2,3,35,120,3.4,1,3,1,3,6,3,14,24,58.3,193,2,47,229,4.9,5,1,0,1,8
North Carolina,21,2007-09-22,4,@,South Florida,9,L,10,37,-27,11,27,40.7,85,0,4,35,79,2.3,1,6,1,0,4,1,18,33,54.5,234,1,52,194,3.7,3,3,0,3,4
NC State,20,2007-09-22,4,,Clemson,14,L,20,42,-22,19,34,55.9,147,1,3,23,55,2.4,1,5,1,0,3,3,25,39,64.1,268,2,50,340,6.8,2,0,0,0,4
North Texas,57,2007-09-22,3,,Florida Atlantic,52,L,20,30,-10,38,61,62.3,301,1,3,27,165,6.1,1,5,1,0,3,2,21,45,46.7,322,1,28,84,3.0,2,0,0,0,3
Northern Illinois,79,2007-09-22,4,@,Idaho,133,W,42,35,7,10,17,58.8,168,2,1,45,188,4.2,1,7,5,1,2,6,27,54,50.0,423,2,41,163,4.0,2,1,3,4,5
Northwestern,35,2007-09-22,4,@,Ohio St.,36,L,7,58,-51,17,33,51.5,120,0,2,33,0,0.0,0,7,1,1,3,1,14,20,70.0,205,4,42,191,4.5,3,1,1,2,8
Notre Dame,70,2007-09-22,4,,Michigan St.,32,L,14,31,-17,11,20,55.0,86,0,0,35,117,3.3,2,3,1,1,1,2,11,24,45.8,135,4,49,219,4.5,0,1,1,2,4
Ohio,80,2007-09-22,4,,Wyoming,94,L,33,34,-1,15,30,50.0,275,1,2,33,37,1.1,0,7,4,2,4,3,26,37,70.3,174,2,47,267,5.7,3,2,5,7,5
Ohio St.,36,2007-09-22,4,,Northwestern,35,W,58,7,51,14,20,70.0,205,4,1,42,191,4.5,3,13,5,1,2,8,17,33,51.5,120,0,33,0,0.0,0,1,2,3,1
Oklahoma St.,46,2007-09-22,4,,Texas Tech,49,W,49,45,4,17,33,51.5,244,3,1,61,366,6.0,4,5,2,0,1,7,46,67,68.7,646,5,21,72,3.4,1,2,0,2,6
Ole Miss,116,2007-09-22,4,,Florida,110,L,24,30,-6,19,32,59.4,310,2,1,21,80,3.8,0,5,0,0,1,2,20,34,58.8,261,2,45,246,5.5,2,0,0,0,4
Oregon,99,2007-09-22,4,@,Stanford,101,W,55,31,24,28,38,73.7,374,4,0,46,215,4.7,3,6,3,3,3,7,25,44,56.8,262,2,32,140,4.4,2,1,1,2,4
Oregon St.,100,2007-09-22,4,@,Arizona St.,96,L,32,44,-12,28,48,58.3,324,2,5,32,190,5.9,2,9,4,1,6,4,25,36,69.4,361,4,36,35,1.0,1,1,1,2,5
Penn State,37,2007-09-22,4,@,Michigan,31,L,9,14,-5,15,31,48.4,169,0,0,29,101,3.5,0,15,2,2,2,0,16,30,53.3,170,0,56,166,3.0,2,1,1,2,2
Pittsburgh,22,2007-09-22,4,,Connecticut,3,L,14,34,-20,31,51,60.8,277,1,4,23,72,3.1,1,6,3,2,6,2,12,25,48.0,174,0,46,115,2.5,3,1,0,1,4
Purdue,38,2007-09-22,4,@,Minnesota,33,W,45,31,14,33,48,68.8,338,3,1,33,166,5.0,1,5,1,0,1,6,23,44,52.3,237,1,37,232,6.3,3,3,1,4,4
Rice,59,2007-09-22,4,@,Texas,48,L,14,58,-44,23,38,60.5,279,1,2,30,-11,-0.4,1,5,1,0,2,2,20,31,64.5,333,3,40,227,5.7,4,1,0,1,7
San Diego St.,90,2007-09-22,3,,Portland State,139,W,52,17,35,22,34,64.7,474,5,0,33,122,3.7,2,6,3,0,0,7,42,61,68.9,445,0,18,13,0.7,2,1,3,4,2
San Jose St.,91,2007-09-22,4,@,Utah St.,93,W,23,20,3,35,48,72.9,426,3,2,32,98,3.1,0,2,0,0,2,3,11,21,52.4,78,0,39,175,4.5,1,0,2,2,2
SMU,8,2007-09-22,4,@,TCU,47,L,7,21,-14,19,34,55.9,203,0,1,47,149,3.2,1,3,1,1,2,1,11,26,42.3,108,1,34,142,4.2,0,2,0,2,3
South Carolina,117,2007-09-22,4,@,LSU,113,L,16,28,-12,19,42,45.2,244,1,2,27,17,0.6,1,3,1,1,3,2,8,20,40.0,70,1,50,290,5.8,3,0,1,1,4
South Florida,9,2007-09-22,3,,North Carolina,21,W,37,10,27,18,33,54.5,234,1,0,52,194,3.7,3,9,4,3,3,4,11,27,40.7,85,0,35,79,2.3,1,0,4,4,1
Stanford,101,2007-09-22,3,,Oregon,99,L,31,55,-24,25,44,56.8,262,2,1,32,140,4.4,2,7,2,1,2,4,28,38,73.7,374,4,46,215,4.7,3,3,0,3,7
Syracuse,23,2007-09-22,4,@,Louisville,18,W,38,35,3,17,26,65.4,423,4,0,35,42,1.2,0,8,1,2,2,5,45,65,69.2,555,4,28,73,2.6,1,2,2,4,5
Temple,10,2007-09-22,4,@,Bowling Green,73,L,35,48,-13,27,41,65.9,299,4,0,43,102,2.4,1,6,1,3,3,5,30,47,63.8,351,4,27,96,3.6,0,1,2,3,6
Tennessee,118,2007-09-22,4,,Arkansas St.,122,W,48,27,21,28,40,70.0,335,4,1,37,188,5.1,2,7,4,0,1,6,18,36,50.0,199,1,31,178,5.7,1,1,2,3,3
Texas,48,2007-09-22,4,,Rice,59,W,58,14,44,20,31,64.5,333,3,0,40,227,5.7,4,14,5,1,1,7,23,38,60.5,279,1,30,-11,-0.4,1,0,2,2,2
TCU,47,2007-09-22,4,,SMU,8,W,21,7,14,11,26,42.3,108,1,0,34,142,4.2,0,7,4,2,2,3,19,34,55.9,203,0,47,149,3.2,1,1,1,2,1
Texas Tech,49,2007-09-22,4,@,Oklahoma St.,46,L,45,49,-4,46,67,68.7,646,5,0,21,72,3.4,1,2,0,2,2,6,17,33,51.5,244,3,61,366,6.0,4,0,1,1,7
Toledo,81,2007-09-22,4,,Iowa St.,42,W,36,35,1,19,27,70.4,199,1,1,30,98,3.3,2,9,1,0,1,5,24,33,72.7,251,3,52,146,2.8,2,2,1,3,5
Troy,129,2007-09-22,4,@,Louisiana,126,W,48,31,17,30,43,69.8,297,2,1,43,271,6.3,4,2,0,2,3,7,21,41,51.2,159,1,46,345,7.5,3,0,2,2,4
Tulane,11,2007-09-22,3,,Southeastern Louisiana,245,W,35,27,8,12,30,40.0,110,0,2,43,300,7.0,5,10,5,2,4,5,31,48,64.6,278,2,29,63,2.2,0,2,0,2,3
Central Florida,1,2007-09-22,3,,Memphis,6,W,56,20,36,17,21,81.0,288,1,0,59,313,5.3,7,7,2,3,3,8,16,33,48.5,173,3,36,130,3.6,0,0,0,0,3
UCLA,102,2007-09-22,4,,Washington,105,W,44,31,13,18,33,54.5,204,1,1,51,333,6.5,2,9,2,1,2,5,17,37,45.9,216,4,32,124,3.9,0,0,2,2,4
UNLV,92,2007-09-22,4,,Utah,104,W,27,0,27,12,27,44.4,144,1,2,46,196,4.3,2,3,1,1,3,3,23,40,57.5,195,0,32,105,3.3,0,3,1,4,0
USC,103,2007-09-22,3,,Washington St.,106,W,47,14,33,31,39,79.5,312,4,2,34,197,5.8,2,6,2,0,2,6,21,43,48.8,183,2,27,64,2.4,0,0,1,1,2
Utah,104,2007-09-22,4,@,UNLV,92,L,0,27,-27,23,40,57.5,195,0,1,32,105,3.3,0,7,1,3,4,0,12,27,44.4,144,1,46,196,4.3,2,1,2,3,3
Utah St.,93,2007-09-22,4,,San Jose St.,91,L,20,23,-3,11,21,52.4,78,0,2,39,175,4.5,1,3,0,0,2,2,35,48,72.9,426,3,32,98,3.1,0,0,2,2,3
UTEP,62,2007-09-22,4,,Texas Southern,256,W,52,12,40,15,30,50.0,243,3,0,36,206,5.7,3,10,1,1,1,7,21,43,48.8,189,2,27,95,3.5,0,1,4,5,2
Virginia,24,2007-09-22,4,,Georgia Tech,17,W,28,23,5,20,35,57.1,233,1,1,42,121,2.9,2,7,2,2,3,4,17,40,42.5,230,1,31,121,3.9,1,1,1,2,2
Virginia Tech,25,2007-09-22,4,,William & Mary,163,W,44,3,41,15,27,55.6,154,1,0,38,133,3.5,2,11,5,0,0,5,19,46,41.3,257,0,28,5,0.2,0,0,3,3,0
Wake Forest,26,2007-09-22,4,,Maryland,30,W,31,24,7,22,35,62.9,219,1,3,41,178,4.3,2,14,6,1,4,4,11,20,55.0,115,0,57,200,3.5,3,2,1,3,3
Washington,105,2007-09-22,4,@,UCLA,102,L,31,44,-13,17,37,45.9,216,4,2,32,124,3.9,0,6,1,0,2,4,18,33,54.5,204,1,51,333,6.5,2,1,1,2,5
Washington St.,106,2007-09-22,4,@,USC,103,L,14,47,-33,21,43,48.8,183,2,1,27,64,2.4,0,5,1,0,1,2,31,39,79.5,312,4,34,197,5.8,2,0,2,2,6
West Virginia,50,2007-09-22,4,,East Carolina,4,W,48,7,41,22,25,88.0,202,2,0,54,397,7.4,4,6,4,0,0,6,9,18,50.0,54,0,33,106,3.2,1,0,1,1,1
Western Michigan,82,2007-09-22,4,,Central Connecticut,193,W,51,14,37,24,34,70.6,205,3,1,36,184,5.1,3,8,3,0,1,7,3,8,37.5,27,0,55,196,3.6,2,4,1,5,2
Wisconsin,40,2007-09-22,4,,Iowa,29,W,17,13,4,12,23,52.2,138,1,1,49,166,3.4,1,8,4,2,3,2,17,37,45.9,169,1,26,59,2.3,0,0,0,0,1
Wyoming,94,2007-09-22,4,@,Ohio,80,W,34,33,1,26,37,70.3,174,2,5,47,267,5.7,3,12,6,2,7,5,15,30,50.0,275,1,33,37,1.1,0,2,2,4,3
Arkansas St.,122,2007-09-27,4,,Memphis,6,W,35,31,4,16,37,43.2,255,3,0,39,134,3.4,0,2,0,2,2,4,12,25,48.0,218,1,45,177,3.9,2,0,0,0,4
Boise St.,84,2007-09-27,4,,Southern Miss,60,W,38,16,22,19,28,67.9,307,2,1,41,199,4.9,3,5,2,1,2,5,16,31,51.6,202,1,36,116,3.2,1,1,0,1,2
Memphis,6,2007-09-27,4,@,Arkansas St.,122,L,31,35,-4,12,25,48.0,218,1,0,45,177,3.9,2,5,2,0,0,4,16,37,43.2,255,3,39,134,3.4,0,2,0,2,4
Southern Miss,60,2007-09-27,4,@,Boise St.,84,L,16,38,-22,16,31,51.6,202,1,0,36,116,3.2,1,3,1,1,1,2,19,28,67.9,307,2,41,199,4.9,3,1,1,2,5
South Florida,9,2007-09-28,4,,West Virginia,50,W,21,13,8,11,20,55.0,135,1,2,38,139,3.7,1,14,3,2,4,3,23,38,60.5,249,1,48,188,3.9,0,3,3,6,1
West Virginia,50,2007-09-28,5,@,South Florida,9,L,13,21,-8,23,38,60.5,249,1,3,48,188,3.9,0,6,1,3,6,1,11,20,55.0,135,1,38,139,3.7,1,2,2,4,3
Air Force,83,2007-09-29,5,@,Navy,7,L,20,31,-11,18,23,78.3,237,0,0,52,237,4.6,2,6,1,1,1,2,4,7,57.1,79,0,56,302,5.4,4,0,0,0,4
Akron,71,2007-09-29,5,@,Connecticut,3,L,10,44,-34,19,31,61.3,145,1,1,38,106,2.8,0,2,0,0,1,1,17,26,65.4,203,2,42,262,6.2,3,0,1,1,6
Alabama,107,2007-09-29,5,N,Florida St.,16,L,14,21,-7,28,53,52.8,240,2,0,27,89,3.3,0,6,1,1,1,2,19,30,63.3,266,2,35,82,2.3,1,0,1,1,3
Arizona,95,2007-09-29,5,,Washington St.,106,W,48,20,28,22,31,71.0,346,5,0,45,221,4.9,1,7,3,1,1,6,35,58,60.3,347,3,25,71,2.8,0,0,2,2,3
Arizona St.,96,2007-09-29,5,@,Stanford,101,W,41,3,38,21,28,75.0,266,1,1,41,174,4.2,2,11,7,0,1,4,20,35,57.1,237,0,26,-2,-0.1,0,2,1,3,0
Arkansas,108,2007-09-29,4,,North Texas,57,W,66,7,59,15,25,60.0,267,3,0,55,446,8.1,5,8,2,2,2,9,15,41,36.6,189,0,35,140,4.0,1,0,2,2,1
Army,65,2007-09-29,5,,Temple,10,W,37,21,16,11,26,42.3,175,2,1,39,154,3.9,0,5,2,2,3,5,24,43,55.8,359,2,40,104,2.6,1,3,2,5,3
Auburn,109,2007-09-29,5,@,Florida,110,W,20,17,3,17,26,65.4,227,0,0,44,99,2.3,2,2,0,1,1,2,20,27,74.1,201,1,28,111,4.0,1,1,1,2,2
Ball St.,72,2007-09-29,5,,Buffalo,74,W,49,14,35,21,30,70.0,233,3,0,48,274,5.7,3,3,1,0,0,7,14,19,73.7,136,0,27,83,3.1,2,1,1,2,2
Baylor,41,2007-09-29,5,@,Texas A&M,119,L,10,34,-24,12,36,33.3,194,0,2,16,60,3.8,1,8,0,1,3,1,16,29,55.2,200,1,65,352,5.4,3,0,1,1,4
Boston College,13,2007-09-29,5,,Massachusetts,68,W,24,14,10,24,42,57.1,204,1,0,37,119,3.2,2,6,3,0,0,3,17,32,53.1,208,2,30,69,2.3,0,0,0,0,2
Bowling Green,73,2007-09-29,4,,Western Kentucky,64,W,41,21,20,35,50,70.0,301,3,0,32,124,3.9,2,5,1,0,0,5,14,23,60.9,102,1,46,311,6.8,2,1,4,5,3
BYU,66,2007-09-29,5,@,New Mexico,89,W,31,24,7,18,40,45.0,251,2,1,43,112,2.6,1,8,4,1,2,4,20,38,52.6,231,1,36,115,3.2,2,3,2,5,3
Buffalo,74,2007-09-29,5,@,Ball St.,72,L,14,49,-35,14,19,73.7,136,0,1,27,83,3.1,2,3,1,1,2,2,21,30,70.0,233,3,48,274,5.7,3,0,0,0,7
California,97,2007-09-29,5,@,Oregon,99,W,31,24,7,28,43,65.1,285,2,0,33,115,3.5,2,4,0,0,0,4,31,44,70.5,306,1,39,191,4.9,2,2,2,4,3
Central Michigan,75,2007-09-29,5,,Northern Illinois,79,W,35,10,25,19,28,67.9,204,1,0,38,177,4.7,3,4,1,1,1,5,24,49,49.0,318,1,39,203,5.2,0,2,4,6,1
Cincinnati,2,2007-09-29,5,@,San Diego St.,90,W,52,23,29,21,32,65.6,284,4,3,50,263,5.3,2,5,2,0,3,7,24,33,72.7,312,2,24,65,2.7,0,1,1,2,3
Clemson,14,2007-09-29,5,@,Georgia Tech,17,L,3,13,-10,17,39,43.6,194,0,1,32,34,1.1,0,7,0,1,2,0,7,16,43.8,67,0,46,189,4.1,1,1,1,2,1
Colorado,98,2007-09-29,5,,Oklahoma,45,W,27,24,3,22,36,61.1,220,2,2,46,161,3.5,1,2,1,0,2,3,8,19,42.1,112,1,27,118,4.4,2,1,2,3,3
Colorado St.,85,2007-09-29,4,@,TCU,47,L,12,24,-12,21,39,53.8,216,1,3,28,55,2.0,0,4,2,0,3,1,16,32,50.0,197,1,48,201,4.2,2,2,0,2,3
Connecticut,3,2007-09-29,5,,Akron,71,W,44,10,34,17,26,65.4,203,2,1,42,262,6.2,3,8,4,0,1,6,19,31,61.3,145,1,38,106,2.8,0,0,1,1,1
Duke,15,2007-09-29,5,@,Miami (FL),19,L,14,24,-10,18,27,66.7,241,2,0,37,61,1.6,0,6,2,2,2,2,20,25,80.0,245,2,37,185,5.0,1,0,2,2,3
East Carolina,4,2007-09-29,5,@,Houston,5,W,37,35,2,11,26,42.3,156,2,1,40,173,4.3,3,10,4,1,2,5,30,41,73.2,345,3,46,139,3.0,1,1,2,3,5
Eastern Michigan,76,2007-09-29,5,@,Vanderbilt,120,L,7,30,-23,13,26,50.0,111,1,5,30,62,2.1,0,10,0,1,6,1,14,28,50.0,168,2,44,173,3.9,0,0,4,4,3
Florida,110,2007-09-29,5,,Auburn,109,L,17,20,-3,20,27,74.1,201,1,1,28,111,4.0,1,12,4,1,2,2,17,26,65.4,227,0,44,99,2.3,2,1,0,1,2
Florida Atlantic,52,2007-09-29,5,@,Kentucky,112,L,17,45,-28,15,28,53.6,184,1,2,35,123,3.5,1,1,0,1,3,2,27,35,77.1,305,5,40,209,5.2,0,1,1,2,6
Florida Intl,53,2007-09-29,5,@,Middle Tennessee,56,L,6,47,-41,13,35,37.1,73,0,2,28,72,2.6,0,10,1,2,4,1,12,25,48.0,258,3,44,153,3.5,3,2,0,2,6
Florida St.,16,2007-09-29,4,N,Alabama,107,W,21,14,7,19,30,63.3,266,2,1,35,82,2.3,1,6,3,0,1,3,28,53,52.8,240,2,27,89,3.3,0,1,0,1,2
Fresno St.,86,2007-09-29,4,,Louisiana Tech,54,W,17,6,11,8,22,36.4,92,1,1,43,170,4.0,1,14,7,0,1,2,23,49,46.9,182,0,38,100,2.6,0,0,0,0,0
Georgia,111,2007-09-29,5,,Ole Miss,116,W,45,17,28,13,22,59.1,144,1,0,45,328,7.3,5,4,0,0,0,6,24,35,68.6,228,1,33,158,4.8,1,1,1,2,2
Georgia Tech,17,2007-09-29,5,,Clemson,14,W,13,3,10,7,16,43.8,67,0,1,46,189,4.1,1,14,7,1,2,1,17,39,43.6,194,0,32,34,1.1,0,1,1,2,0
Hawaii,87,2007-09-29,5,@,Idaho,133,W,48,20,28,32,51,62.7,394,3,5,25,91,3.6,1,11,5,1,6,6,19,41,46.3,213,1,34,90,2.6,1,0,5,5,2
Houston,5,2007-09-29,4,,East Carolina,4,L,35,37,-2,30,41,73.2,345,3,2,46,139,3.0,1,6,2,1,3,5,11,26,42.3,156,2,40,173,4.3,3,1,1,2,5
Idaho,133,2007-09-29,5,,Hawaii,87,L,20,48,-28,19,41,46.3,213,1,5,34,90,2.6,1,7,3,0,5,2,32,51,62.7,394,3,25,91,3.6,1,1,5,6,6
Illinois,27,2007-09-29,5,,Penn State,37,W,27,20,7,11,27,40.7,120,1,2,38,216,5.7,1,10,4,0,2,3,21,38,55.3,298,1,36,129,3.6,1,1,3,4,2
Indiana,28,2007-09-29,5,@,Iowa,29,W,38,20,18,19,26,73.1,322,3,1,35,73,2.1,2,10,9,1,2,5,24,42,57.1,308,3,37,120,3.2,0,1,1,2,3
Iowa,29,2007-09-29,5,,Indiana,28,L,20,38,-18,24,42,57.1,308,3,1,37,120,3.2,0,2,0,1,2,3,19,26,73.1,322,3,35,73,2.1,2,1,1,2,5
Iowa St.,42,2007-09-29,5,@,Nebraska,34,L,17,35,-18,26,51,51.0,281,0,3,51,134,2.6,2,3,0,1,4,2,19,29,65.5,239,3,30,130,4.3,1,2,1,3,5
Kansas St.,44,2007-09-29,4,@,Texas,48,W,41,21,20,22,38,57.9,177,1,0,35,95,2.7,1,2,2,0,0,5,20,43,46.5,217,1,32,113,3.5,2,0,4,4,3
Kent State,77,2007-09-29,5,@,Ohio,80,W,33,25,8,12,25,48.0,169,1,0,50,233,4.7,2,3,1,0,0,3,22,40,55.0,271,2,30,88,2.9,1,0,2,2,3
Kentucky,112,2007-09-29,5,,Florida Atlantic,52,W,45,17,28,27,35,77.1,305,5,1,40,209,5.2,0,8,0,1,2,6,15,28,53.6,184,1,35,123,3.5,1,1,2,3,2
Louisiana,126,2007-09-29,5,@,Central Florida,1,L,19,37,-18,14,29,48.3,154,1,0,39,160,4.1,1,2,1,0,0,2,13,24,54.2,166,1,50,300,6.0,3,2,0,2,5
Louisiana Tech,54,2007-09-29,4,@,Fresno St.,86,L,6,17,-11,23,49,46.9,182,0,0,38,100,2.6,0,4,2,0,0,0,8,22,36.4,92,1,43,170,4.0,1,0,1,1,2
UL Monroe,130,2007-09-29,4,@,Troy,129,L,7,24,-17,18,26,69.2,114,1,1,40,189,4.7,0,5,0,2,3,1,29,49,59.2,288,2,26,101,3.9,0,0,2,2,3
Louisville,18,2007-09-29,5,@,NC State,20,W,29,10,19,20,35,57.1,251,1,1,47,247,5.3,2,5,3,0,1,3,24,39,61.5,249,1,24,85,3.5,0,3,2,5,1
LSU,113,2007-09-29,5,@,Tulane,11,W,34,9,25,17,32,53.1,257,0,1,38,134,3.5,4,8,2,0,1,4,12,32,37.5,139,0,33,88,2.7,1,2,1,3,1
Maryland,30,2007-09-29,5,@,Rutgers,39,W,34,24,10,18,28,64.3,219,1,0,59,239,4.1,3,5,2,0,0,4,25,44,56.8,310,2,23,82,3.6,1,2,1,3,3
Miami (FL),19,2007-09-29,5,,Duke,15,W,24,14,10,20,25,80.0,245,2,2,37,185,5.0,1,12,9,0,2,3,18,27,66.7,241,2,37,61,1.6,0,2,0,2,2
Miami (OH),78,2007-09-29,5,,Syracuse,23,W,17,14,3,13,26,50.0,150,0,3,50,286,5.7,2,4,2,0,3,2,17,36,47.2,236,2,26,66,2.5,0,1,0,1,2
Michigan,31,2007-09-29,5,@,Northwestern,35,W,28,16,12,23,38,60.5,260,3,0,38,120,3.2,1,11,4,0,0,4,22,42,52.4,289,0,34,128,3.8,1,2,3,5,1
Michigan St.,32,2007-09-29,5,@,Wisconsin,40,L,34,37,-3,22,36,61.1,323,2,0,37,241,6.5,2,8,2,1,1,4,17,25,68.0,247,2,52,214,4.1,2,0,2,2,4
Middle Tennessee,56,2007-09-29,5,,Florida Intl,53,W,47,6,41,12,25,48.0,258,3,0,44,153,3.5,3,7,2,2,2,6,13,35,37.1,73,0,28,72,2.6,0,2,2,4,1
Minnesota,33,2007-09-29,5,,Ohio St.,36,L,7,30,-23,27,44,61.4,232,1,2,29,45,1.6,0,6,0,0,2,1,18,29,62.1,209,2,47,250,5.3,2,1,0,1,4
Mississippi St.,114,2007-09-29,5,@,South Carolina,117,L,21,38,-17,12,27,44.4,118,1,1,42,140,3.3,2,7,2,0,1,3,19,37,51.4,279,2,35,123,3.5,3,0,1,1,5
Navy,7,2007-09-29,5,,Air Force,83,W,31,20,11,4,7,57.1,79,0,0,56,302,5.4,4,8,1,0,0,4,18,23,78.3,237,0,52,237,4.6,2,1,0,1,2
Nebraska,34,2007-09-29,5,,Iowa St.,42,W,35,17,18,19,29,65.5,239,3,1,30,130,4.3,1,9,3,2,3,5,26,51,51.0,281,0,51,134,2.6,2,1,3,4,2
Nevada,88,2007-09-29,4,,UNLV,92,W,27,20,7,20,38,52.6,330,3,1,35,128,3.7,0,7,1,0,1,3,18,40,45.0,249,1,39,205,5.3,1,0,1,1,2
New Mexico,89,2007-09-29,5,,BYU,66,L,24,31,-7,20,38,52.6,231,1,2,36,115,3.2,2,9,3,3,5,3,18,40,45.0,251,2,43,112,2.6,1,1,1,2,4
New Mexico State,69,2007-09-29,5,,Arkansas-Pine Bluff,250,W,20,17,3,32,43,74.4,249,1,1,31,118,3.8,1,9,5,1,2,2,16,35,45.7,234,1,31,63,2.0,1,0,1,1,2
North Carolina,21,2007-09-29,5,@,Virginia Tech,25,L,10,17,-7,16,25,64.0,182,0,1,45,124,2.8,1,6,4,1,2,1,11,20,55.0,76,0,36,165,4.6,2,0,1,1,2
NC State,20,2007-09-29,5,,Louisville,18,L,10,29,-19,24,39,61.5,249,1,2,24,85,3.5,0,3,0,3,5,1,20,35,57.1,251,1,47,247,5.3,2,0,1,1,3
North Texas,57,2007-09-29,4,@,Arkansas,108,L,7,66,-59,15,41,36.6,189,0,2,35,140,4.0,1,0,0,0,2,1,15,25,60.0,267,3,55,446,8.1,5,2,0,2,9
Northern Illinois,79,2007-09-29,5,@,Central Michigan,75,L,10,35,-25,24,49,49.0,318,1,4,39,203,5.2,0,8,2,2,6,1,19,28,67.9,204,1,38,177,4.7,3,1,0,1,5
Northwestern,35,2007-09-29,5,,Michigan,31,L,16,28,-12,22,42,52.4,289,0,3,34,128,3.8,1,5,1,2,5,1,23,38,60.5,260,3,38,120,3.2,1,0,0,0,4
