Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,unique_id
Dante Hall,WR,30.006,2008-09-07,NFL,STL,@,PHI,L 3-38,1,1,Sun,5,90,18.00,0,HallDa00
Devin Hester,WR,25.308,2008-09-07,NFL,CHI,@,IND,W 29-13,1,1,Sun,3,55,18.33,0,HestDe99
Ellis Hobbs,RCB,25.114,2008-09-07,NFL,NWE,,KAN,W 17-10,1,1,Sun,2,70,35.00,0,HobbEl20
Glenn Holt,WR,24.038,2008-09-07,NFL,CIN,@,BAL,L 10-17,1,1,Sun,4,118,29.50,0,HoltGl00
Dexter Jackson,WR,22.033,2008-09-07,NFL,TAM,@,NOR,L 20-24,1,1,Sun,3,84,28.00,0,JackDe01
Felix Jones,RB,21.122,2008-09-07,NFL,DAL,@,CLE,W 28-10,1,1,Sun,1,20,20.00,0,JoneFe00
Gerard Lawson,DB,23.239,2008-09-07,NFL,CLE,,DAL,L 10-28,1,1,Sun,2,29,14.50,0,LawsGe20
Jim Leonhard,S,25.316,2008-09-07,NFL,BAL,,CIN,W 17-10,1,1,Sun,1,14,14.00,0,LeonJi23
Danieal Manning,S,26.029,2008-09-07,NFL,CHI,@,IND,W 29-13,1,1,Sun,1,18,18.00,0,MannDa21
Terrence McGee,LCB,27.329,2008-09-07,NFL,BUF,,SEA,W 34-10,1,1,Sun,1,27,27.00,0,McGeTe99
Rashard Mendenhall,RB,21.080,2008-09-07,NFL,PIT,,HOU,W 38-17,1,1,Sun,2,46,23.00,0,MendRa00
Mewelde Moore,RB,26.045,2008-09-07,NFL,PIT,,HOU,W 38-17,1,1,Sun,2,33,16.50,0,MoorMe00
Ikechuku Ndukwe,G/C,26.052,2008-09-07,NFL,MIA,,NYJ,L 14-20,1,1,Sun,1,14,14.00,0,NdukIk20
Jerious Norwood,RB,25.040,2008-09-07,NFL,ATL,,DET,W 34-21,1,1,Sun,2,65,32.50,0,NorwJe00
Tutan Reyes,OL,30.315,2008-09-07,NFL,JAX,@,TEN,L 10-17,1,1,Sun,1,14,14.00,0,ReyeTu20
Courtney Roby,WR,25.241,2008-09-07,NFL,IND,,CHI,L 13-29,1,1,Sun,5,101,20.20,0,RobyCo00
Allen Rossum,CB,32.321,2008-09-07,NFL,SFO,,ARI,L 13-23,1,1,Sun,2,58,29.00,0,RossAl99
Sean Ryan,TE,28.164,2008-09-07,NFL,MIA,,NYJ,L 14-20,1,1,Sun,1,14,14.00,0,RyanSe00
B.J. Sams,KR,27.314,2008-09-07,NFL,KAN,@,NWE,L 10-17,1,1,Sun,2,50,25.00,0,SamsB.00
Dantrell Savage,RB,23.205,2008-09-07,NFL,KAN,@,NWE,L 10-17,1,1,Sun,2,48,24.00,0,SavaDa20
Orlando Scandrick,CB,21.210,2008-09-07,NFL,DAL,@,CLE,W 28-10,1,1,Sun,1,19,19.00,0,ScanOr99
Matthew Slater,WR,22.364,2008-09-07,NFL,NWE,,KAN,W 17-10,1,1,Sun,1,0,0.00,0,SlatMa00
Alex Smith,TE,26.108,2008-09-07,NFL,TAM,@,NOR,L 20-24,1,1,Sun,1,0,0.00,0,SmitAl02
Takeo Spikes,LB,31.265,2008-09-07,NFL,SFO,,ARI,L 13-23,1,1,Sun,1,0,0.00,0,SpikTa00
Darren Sproles,RB-K,25.079,2008-09-07,NFL,SDG,,CAR,L 24-26,1,1,Sun,2,61,30.50,0,SproDa00
Syndric Steptoe,WR,23.276,2008-09-07,NFL,CLE,,DAL,L 10-28,1,1,Sun,3,61,20.33,0,StepSy20
Jonathan Stewart,RB,21.170,2008-09-07,NFL,CAR,@,SDG,W 26-24,1,1,Sun,4,84,21.00,0,StewJo00
Marcus Thomas,RB,24.102,2008-09-07,NFL,DET,@,ATL,L 21-34,1,1,Sun,4,93,23.25,0,ThomMa01
Pierre Thomas,RB,23.264,2008-09-07,NFL,NOR,,TAM,W 24-20,1,1,Sun,4,67,16.75,0,ThomPi00
Leon Washington,RB/K,26.009,2008-09-07,NFL,NYJ,@,MIA,W 20-14,1,1,Sun,1,10,10.00,0,WashLe00
Ben Wilkerson,C,25.290,2008-09-07,NFL,ATL,,DET,W 34-21,1,1,Sun,1,10,10.00,0,WilkBe20
Josh Wilson,CB,23.180,2008-09-07,NFL,SEA,@,BUF,L 10-34,1,1,Sun,4,106,26.50,0,WilsJo99
Brian Witherspoon,CB,23.094,2008-09-07,NFL,JAX,@,TEN,L 10-17,1,1,Sun,3,124,41.33,0,WithBr20
Garrett Wolfe,RB,24.021,2008-09-07,NFL,CHI,@,IND,W 29-13,1,1,Sun,1,17,17.00,0,WolfGa00
Aundrae Allison,WR,22.141,2008-09-08,NFL,MIN,@,GNB,L 19-24,1,1,Mon,2,39,19.50,0,AlliAu00
Will Blackmon,CB,23.317,2008-09-08,NFL,GNB,,MIN,W 24-19,1,1,Mon,3,69,23.00,0,BlacWi20
Andre Hall,RB,26.019,2008-09-08,NFL,DEN,@,OAK,W 41-14,1,1,Mon,1,17,17.00,0,HallAn01
Johnnie Lee Higgins,WR,25.000,2008-09-08,NFL,OAK,,DEN,L 14-41,1,1,Mon,6,154,25.67,0,HiggJo00
Jordy Nelson,WR,23.100,2008-09-08,NFL,GNB,,MIN,W 24-19,1,1,Mon,1,23,23.00,0,NelsJo00
Eddie Royal,WR,22.110,2008-09-08,NFL,DEN,@,OAK,W 41-14,1,1,Mon,1,11,11.00,0,RoyaEd00
Chester Taylor,RB,28.352,2008-09-08,NFL,MIN,@,GNB,L 19-24,1,1,Mon,1,21,21.00,0,TaylCh01
Aundrae Allison,WR,22.147,2008-09-14,NFL,MIN,,IND,L 15-18,2,2,Sun,1,12,12.00,0,AlliAu00
Donnie Avery,WR,24.094,2008-09-14,NFL,STL,,NYG,L 13-41,2,2,Sun,1,21,21.00,0,AverDo00
Davone Bess,WR,23.001,2008-09-14,NFL,MIA,@,ARI,L 10-31,2,2,Sun,3,81,27.00,0,BessDa00
Will Blackmon,CB,23.323,2008-09-14,NFL,GNB,@,DET,W 48-25,2,2,Sun,4,99,24.75,0,BlacWi20
Ahmad Bradshaw,RB,22.179,2008-09-14,NFL,NYG,@,STL,W 41-13,2,2,Sun,4,93,23.25,0,BradAh00
Steve Breaston,WR,25.025,2008-09-14,NFL,ARI,,MIA,W 31-10,2,2,Sun,1,27,27.00,0,BreaSt00
Chris Carr,DB,25.137,2008-09-14,NFL,TEN,@,CIN,W 24-7,2,2,Sun,1,36,36.00,0,CarrCh22
Rock Cartwright,RB,28.286,2008-09-14,NFL,WAS,,NOR,W 29-24,2,2,Sun,3,76,25.33,0,CartRo01
Shaun Cody,DT,25.236,2008-09-14,NFL,DET,,GNB,L 25-48,2,2,Sun,1,7,7.00,0,CodySh20
Terrance Copper,WR,26.186,2008-09-14,NFL,NOR,@,WAS,L 24-29,2,2,Sun,1,17,17.00,0,CoppTe00
Josh Cribbs,WR,25.097,2008-09-14,NFL,CLE,,PIT,L 6-10,2,2,Sun,1,22,22.00,0,CribJo01
Justin Forsett,RB,22.336,2008-09-14,NFL,IND,@,MIN,W 18-15,2,2,Sun,4,84,21.00,0,ForsJu00
Andre Hall,RB,26.025,2008-09-14,NFL,DEN,,SDG,W 39-38,2,2,Sun,2,48,24.00,0,HallAn01
Dante Hall,WR,30.013,2008-09-14,NFL,STL,,NYG,L 13-41,2,2,Sun,6,108,18.00,0,HallDa00
Devin Hester,KR/P,25.315,2008-09-14,NFL,CHI,@,CAR,L 17-20,2,2,Sun,3,65,21.67,0,HestDe99
Jacob Hester,RB-F,23.129,2008-09-14,NFL,SDG,@,DEN,L 38-39,2,2,Sun,1,20,20.00,0,HestJa00
Johnnie Lee Higgins,WR,25.006,2008-09-14,NFL,OAK,@,KAN,W 23-8,2,2,Sun,2,75,37.50,0,HiggJo00
Ellis Hobbs,RCB,25.121,2008-09-14,NFL,NWE,@,NYJ,W 19-10,2,2,Sun,2,53,26.50,0,HobbEl20
Glenn Holt,WR,24.045,2008-09-14,NFL,CIN,,TEN,L 7-24,2,2,Sun,3,92,30.67,0,HoltGl00
Dexter Jackson,WR,22.040,2008-09-14,NFL,TAM,,ATL,W 24-9,2,2,Sun,3,61,20.33,0,JackDe01
Greg Jones,FB,27.128,2008-09-14,NFL,JAX,,BUF,L 16-20,2,2,Sun,1,10,10.00,0,JoneGr01
Nate Jones,CB,26.091,2008-09-14,NFL,MIA,@,ARI,L 10-31,2,2,Sun,1,0,0.00,0,JoneNa20
Dane Looker,WR,32.162,2008-09-14,NFL,STL,,NYG,L 13-41,2,2,Sun,1,4,4.00,0,LookDa00
Danieal Manning,S,26.036,2008-09-14,NFL,CHI,@,CAR,L 17-20,2,2,Sun,1,36,36.00,0,MannDa21
Terrence McGee,LCB,27.336,2008-09-14,NFL,BUF,@,JAX,W 20-16,2,2,Sun,2,35,17.50,0,McGeTe99
Leodis McKelvin,CB,23.013,2008-09-14,NFL,BUF,@,JAX,W 20-16,2,2,Sun,2,43,21.50,0,McKeLe99
Rashard Mendenhall,RB,21.087,2008-09-14,NFL,PIT,@,CLE,W 10-6,2,2,Sun,2,21,10.50,0,MendRa00
Brandon Middleton,WR,27.256,2008-09-14,NFL,DET,,GNB,L 25-48,2,2,Sun,6,143,23.83,0,MiddBr00
Lance Moore,WR,25.014,2008-09-14,NFL,NOR,@,WAS,L 24-29,2,2,Sun,1,36,36.00,0,MoorLa00
Jerious Norwood,RB,25.047,2008-09-14,NFL,ATL,@,TAM,L 9-24,2,2,Sun,4,84,21.00,0,NorwJe00
Dante Rosario,TE,23.325,2008-09-14,NFL,CAR,,CHI,W 20-17,2,2,Sun,1,18,18.00,0,RosaDa00
Allen Rossum,CB,32.328,2008-09-14,NFL,SFO,@,SEA,W 33-30,2,2,Sun,5,136,27.20,0,RossAl99
B.J. Sams,KR,27.321,2008-09-14,NFL,KAN,,OAK,L 8-23,2,2,Sun,1,21,21.00,0,SamsB.00
Darren Sproles,RB-K,25.086,2008-09-14,NFL,SDG,@,DEN,L 38-39,2,2,Sun,5,192,38.40,1,SproDa00
Jonathan Stewart,RB,21.177,2008-09-14,NFL,CAR,,CHI,W 20-17,2,2,Sun,1,18,18.00,0,StewJo00
Chester Taylor,RB,28.358,2008-09-14,NFL,MIN,,IND,L 15-18,2,2,Sun,3,93,31.00,0,TaylCh01
Pierre Thomas,RB,23.271,2008-09-14,NFL,NOR,@,WAS,L 24-29,2,2,Sun,2,40,20.00,0,ThomPi00
Leon Washington,RB/K,26.016,2008-09-14,NFL,NYJ,,NWE,L 10-19,2,2,Sun,1,24,24.00,0,WashLe00
Josh Wilson,CB,23.187,2008-09-14,NFL,SEA,,SFO,L 30-33,2,2,Sun,5,120,24.00,0,WilsJo99
Brian Witherspoon,CB,23.101,2008-09-14,NFL,JAX,,BUF,L 16-20,2,2,Sun,3,85,28.33,0,WithBr20
Quintin Demps,S,23.078,2008-09-15,NFL,PHI,@,DAL,L 37-41,2,2,Mon,6,153,25.50,0,DempQu99
Felix Jones,RB,21.130,2008-09-15,NFL,DAL,,PHI,W 41-37,2,2,Mon,6,247,41.17,1,JoneFe00
Greg Lewis,WR,28.216,2008-09-15,NFL,PHI,@,DAL,L 37-41,2,2,Mon,1,6,6.00,0,LewiGr01
Isaiah Stanback,WR,24.030,2008-09-15,NFL,DAL,,PHI,W 41-37,2,2,Mon,1,5,5.00,0,StanIs00
Charles Ali,FB,24.029,2008-09-21,NFL,CLE,@,BAL,L 10-28,3,3,Sun,1,10,10.00,0,AlixCh00
Arnaz Battle,WR,28.212,2008-09-21,NFL,SFO,,DET,W 31-13,3,3,Sun,1,28,28.00,0,BattAr00
Davone Bess,WR,23.008,2008-09-21,NFL,MIA,@,NWE,W 38-13,3,3,Sun,3,47,15.67,0,BessDa00
Will Blackmon,CB,23.330,2008-09-21,NFL,GNB,,DAL,L 16-27,3,3,Sun,5,79,15.80,0,BlacWi20
Ahmad Bradshaw,RB,22.186,2008-09-21,NFL,NYG,,CIN,W 26-23,3,3,Sun,3,78,26.00,0,BradAh00
Steve Breaston,WR,25.032,2008-09-21,NFL,ARI,@,WAS,L 17-24,3,3,Sun,5,103,20.60,0,BreaSt00
Chris Carr,DB,25.144,2008-09-21,NFL,TEN,,HOU,W 31-12,3,3,Sun,4,98,24.50,0,CarrCh22
Rock Cartwright,RB,28.293,2008-09-21,NFL,WAS,,ARI,W 24-17,3,3,Sun,2,37,18.50,0,CartRo01
Jamaal Charles,RB,21.269,2008-09-21,NFL,KAN,@,ATL,L 14-38,3,3,Sun,1,21,21.00,0,CharJa00
Michael Clayton,WR,25.344,2008-09-21,NFL,TAM,@,CHI,W 27-24,3,3,Sun,3,69,23.00,0,ClayMi00
Josh Cribbs,WR,25.104,2008-09-21,NFL,CLE,@,BAL,L 10-28,3,3,Sun,3,52,17.33,0,CribJo01
Andre' Davis,WR,29.101,2008-09-21,NFL,HOU,@,TEN,L 12-31,2,3,Sun,3,72,24.00,0,DaviAn01
Carey Davis,RB,27.178,2008-09-21,NFL,PIT,@,PHI,L 6-15,3,3,Sun,1,24,24.00,0,DaviCa00
Quintin Demps,S,23.084,2008-09-21,NFL,PHI,,PIT,W 15-6,3,3,Sun,2,58,29.00,0,DempQu99
Darnell Dinkins,TE,31.245,2008-09-21,NFL,CLE,@,BAL,L 10-28,3,3,Sun,1,11,11.00,0,DinkDa00
Harry Douglas,WR,24.005,2008-09-21,NFL,ATL,,KAN,W 38-14,3,3,Sun,1,0,0.00,0,DougHa00
Reuben Droughns,RB,30.031,2008-09-21,NFL,NYG,,CIN,W 26-23,3,3,Sun,1,34,34.00,0,DrouRe00
Kevin Faulk,RB,32.108,2008-09-21,NFL,NWE,,MIA,L 13-38,3,3,Sun,1,11,11.00,0,FaulKe00
Justin Forsett,RB,22.343,2008-09-21,NFL,IND,,JAX,L 21-23,3,3,Sun,2,49,24.50,0,ForsJu00
Andre Hall,RB,26.032,2008-09-21,NFL,DEN,,NOR,W 34-32,3,3,Sun,2,50,25.00,0,HallAn01
Dante Hall,WR,30.020,2008-09-21,NFL,STL,@,SEA,L 13-37,3,3,Sun,5,116,23.20,0,HallDa00
Marvin Harrison*,WR,36.027,2008-09-21,NFL,IND,,JAX,L 21-23,3,3,Sun,1,3,3.00,0,HarrMa00
Johnnie Lee Higgins,WR,25.013,2008-09-21,NFL,OAK,@,BUF,L 23-24,3,3,Sun,3,98,32.67,0,HiggJo00
Peyton Hillis,FB,22.244,2008-09-21,NFL,DEN,,NOR,W 34-32,3,3,Sun,2,47,23.50,0,HillPe00
Ellis Hobbs,RCB,25.128,2008-09-21,NFL,NWE,,MIA,L 13-38,3,3,Sun,6,237,39.50,0,HobbEl20
Glenn Holt,WR,24.052,2008-09-21,NFL,CIN,@,NYG,L 23-26,3,3,Sun,6,114,19.00,0,HoltGl00
DeSean Jackson,WR,21.295,2008-09-21,NFL,PHI,,PIT,W 15-6,3,3,Sun,1,12,12.00,0,JackDe00
Dexter Jackson,WR,22.047,2008-09-21,NFL,TAM,@,CHI,W 27-24,3,3,Sun,2,40,20.00,0,JackDe01
Fred Jackson,RB,27.214,2008-09-21,NFL,BUF,,OAK,W 24-23,3,3,Sun,1,13,13.00,0,JackFr02
Felix Jones,RB,21.136,2008-09-21,NFL,DAL,@,GNB,W 27-16,3,3,Sun,2,49,24.50,0,JoneFe00
Maurice Jones-Drew,RB/K,23.182,2008-09-21,NFL,JAX,@,IND,W 23-21,3,3,Sun,1,25,25.00,0,DrewMa00
Vonta Leach,FB,26.320,2008-09-21,NFL,HOU,@,TEN,L 12-31,2,3,Sun,1,10,10.00,0,LeacVo00
Jim Leonhard,S,25.330,2008-09-21,NFL,BAL,,CLE,W 28-10,2,3,Sun,3,78,26.00,0,LeonJi23
Greg Lewis,WR,28.222,2008-09-21,NFL,PHI,,PIT,W 15-6,3,3,Sun,1,6,6.00,0,LewiGr01
Danieal Manning,S,26.043,2008-09-21,NFL,CHI,,TAM,L 24-27,3,3,Sun,4,108,27.00,0,MannDa21
Leodis McKelvin,CB,23.020,2008-09-21,NFL,BUF,,OAK,W 24-23,3,3,Sun,5,137,27.40,0,McKeLe99
Rashard Mendenhall,RB,21.094,2008-09-21,NFL,PIT,@,PHI,L 6-15,3,3,Sun,2,48,24.00,0,MendRa00
Brandon Middleton,WR,27.263,2008-09-21,NFL,DET,@,SFO,L 13-31,3,3,Sun,6,140,23.33,0,MiddBr00
Travis Minor,RB,29.083,2008-09-21,NFL,STL,@,SEA,L 13-37,3,3,Sun,1,19,19.00,0,MinoTr00
Jordy Nelson,WR,23.113,2008-09-21,NFL,GNB,,DAL,L 16-27,3,3,Sun,1,18,18.00,0,NelsJo00
Jerious Norwood,RB,25.054,2008-09-21,NFL,ATL,,KAN,W 38-14,3,3,Sun,2,44,22.00,0,NorwJe00
Allen Rossum,CB,32.335,2008-09-21,NFL,SFO,,DET,W 31-13,3,3,Sun,3,71,23.67,0,RossAl99
B.J. Sams,KR,27.328,2008-09-21,NFL,KAN,@,ATL,L 14-38,3,3,Sun,6,109,18.17,0,SamsB.00
Mike Sellers,FB,33.062,2008-09-21,NFL,WAS,,ARI,W 24-17,3,3,Sun,1,17,17.00,0,SellMi00
Isaiah Stanback,WR,24.036,2008-09-21,NFL,DAL,@,GNB,W 27-16,3,3,Sun,1,9,9.00,0,StanIs00
Jonathan Stewart,RB,21.184,2008-09-21,NFL,CAR,@,MIN,L 10-20,3,3,Sun,5,146,29.20,0,StewJo00
Chester Taylor,RB,28.365,2008-09-21,NFL,MIN,,CAR,W 20-10,3,3,Sun,2,44,22.00,0,TaylCh01
Pierre Thomas,RB,23.278,2008-09-21,NFL,NOR,@,DEN,L 32-34,3,3,Sun,3,60,20.00,0,ThomPi00
Josh Wilson,RCB,23.194,2008-09-21,NFL,SEA,,STL,W 37-13,3,3,Sun,4,93,23.25,0,WilsJo99
Brian Witherspoon,CB,23.108,2008-09-21,NFL,JAX,@,IND,W 23-21,3,3,Sun,2,47,23.50,0,WithBr20
David Bowens,LB,31.081,2008-09-22,NFL,NYJ,@,SDG,L 29-48,3,3,Mon,1,7,7.00,0,BoweDa20
Jerricho Cotchery,WR,26.098,2008-09-22,NFL,NYJ,@,SDG,L 29-48,3,3,Mon,1,54,54.00,0,CotcJe00
Bubba Franks,TE,30.260,2008-09-22,NFL,NYJ,@,SDG,L 29-48,3,3,Mon,1,6,6.00,0,FranBu00
Brad Smith,WR,24.285,2008-09-22,NFL,NYJ,@,SDG,L 29-48,3,3,Mon,1,26,26.00,0,SmitBr01
Darren Sproles,RB-K,25.094,2008-09-22,NFL,SDG,,NYJ,W 48-29,3,3,Mon,2,40,20.00,0,SproDa00
Leon Washington,RB/K,26.024,2008-09-22,NFL,NYJ,@,SDG,L 29-48,3,3,Mon,5,198,39.60,0,WashLe00
Kentwan Balmer,DE,21.349,2008-09-28,NFL,SFO,@,NOR,L 17-31,4,4,Sun,1,14,14.00,0,BalmKe99
Will Blackmon,CB,23.337,2008-09-28,NFL,GNB,@,TAM,L 21-30,4,4,Sun,5,95,19.00,0,BlacWi20
David Bowens,LB,31.087,2008-09-28,NFL,NYJ,,ARI,W 56-35,4,4,Sun,1,5,5.00,0,BoweDa20
Steve Breaston,WR,25.039,2008-09-28,NFL,ARI,@,NYJ,L 35-56,4,4,Sun,8,192,24.00,0,BreaSt00
Chris Carr,DB,25.151,2008-09-28,NFL,TEN,,MIN,W 30-17,4,4,Sun,3,104,34.67,0,CarrCh22
Rock Cartwright,RB,28.300,2008-09-28,NFL,WAS,@,DAL,W 26-24,4,4,Sun,3,71,23.67,0,CartRo01
Jamaal Charles,RB,21.276,2008-09-28,NFL,KAN,,DEN,W 33-19,4,4,Sun,2,58,29.00,0,CharJa00
Terrance Copper,WR,26.200,2008-09-28,NFL,NOR,,SFO,W 31-17,4,4,Sun,1,18,18.00,0,CoppTe00
Mike Cox,FB,23.079,2008-09-28,NFL,KAN,,DEN,W 33-19,4,4,Sun,1,8,8.00,0,Cox_Mi20
Josh Cribbs,WR,25.111,2008-09-28,NFL,CLE,@,CIN,W 20-12,4,4,Sun,1,44,44.00,0,CribJo01
Andre' Davis,WR,29.108,2008-09-28,NFL,HOU,@,JAX,L 27-30,3,4,Sun,3,41,13.67,0,DaviAn01
Rashied Davis,WR,29.066,2008-09-28,NFL,CHI,,PHI,W 24-20,4,4,Sun,1,10,10.00,0,DaviRa00
Quintin Demps,S,23.091,2008-09-28,NFL,PHI,@,CHI,L 20-24,4,4,Sun,4,99,24.75,0,DempQu99
Darnell Dinkins,TE,31.252,2008-09-28,NFL,CLE,@,CIN,W 20-12,4,4,Sun,1,14,14.00,0,DinkDa00
Andre Hall,RB,26.039,2008-09-28,NFL,DEN,@,KAN,L 19-33,4,4,Sun,4,91,22.75,0,HallAn01
Dante Hall,WR,30.027,2008-09-28,NFL,STL,,BUF,L 14-31,4,4,Sun,6,144,24.00,0,HallDa00
Devin Hester,KR/P,25.329,2008-09-28,NFL,CHI,,PHI,W 24-20,4,4,Sun,3,99,33.00,0,HestDe99
Maurice Hicks,RB,30.068,2008-09-28,NFL,MIN,@,TEN,L 17-30,4,4,Sun,4,110,27.50,0,HickMa00
Johnnie Lee Higgins,WR,25.020,2008-09-28,NFL,OAK,,SDG,L 18-28,4,4,Sun,6,129,21.50,0,HiggJo00
Glenn Holt,WR,24.059,2008-09-28,NFL,CIN,,CLE,L 12-20,4,4,Sun,4,122,30.50,0,HoltGl00
Dexter Jackson,WR,22.054,2008-09-28,NFL,TAM,,GNB,W 30-21,4,4,Sun,3,100,33.33,0,JackDe01
Felix Jones,RB,21.143,2008-09-28,NFL,DAL,,WAS,L 24-26,4,4,Sun,4,54,13.50,0,JoneFe00
Vonta Leach,FB,26.327,2008-09-28,NFL,HOU,@,JAX,L 27-30,3,4,Sun,1,15,15.00,0,LeacVo00
Danieal Manning,S,26.050,2008-09-28,NFL,CHI,,PHI,W 24-20,4,4,Sun,1,29,29.00,0,MannDa21
Leodis McKelvin,CB,23.027,2008-09-28,NFL,BUF,@,STL,W 31-14,4,4,Sun,3,97,32.33,0,McKeLe99
Jordy Nelson,WR,23.120,2008-09-28,NFL,GNB,@,TAM,L 21-30,4,4,Sun,1,5,5.00,0,NelsJo00
Jerious Norwood,RB,25.061,2008-09-28,NFL,ATL,@,CAR,L 9-24,4,4,Sun,2,37,18.50,0,NorwJe00
Michael Robinson,RB,25.235,2008-09-28,NFL,SFO,@,NOR,L 17-31,4,4,Sun,1,7,7.00,0,RobiMi00
Allen Rossum,CB,32.342,2008-09-28,NFL,SFO,@,NOR,L 17-31,4,4,Sun,4,149,37.25,0,RossAl99
Cliff Russell,WR,29.233,2008-09-28,NFL,DEN,@,KAN,L 19-33,4,4,Sun,2,44,22.00,0,RussCl00
Dantrell Savage,RB,23.226,2008-09-28,NFL,KAN,,DEN,W 33-19,4,4,Sun,2,70,35.00,0,SavaDa20
Orlando Scandrick,CB,21.231,2008-09-28,NFL,DAL,,WAS,L 24-26,4,4,Sun,1,15,15.00,0,ScanOr99
Brad Smith,WR,24.291,2008-09-28,NFL,NYJ,,ARI,W 56-35,4,4,Sun,1,16,16.00,0,SmitBr01
Isaac Sowells,OL,26.147,2008-09-28,NFL,CLE,@,CIN,W 20-12,4,4,Sun,1,0,0.00,0,SoweIs20
Anthony Spencer,LB,24.249,2008-09-28,NFL,DAL,,WAS,L 24-26,4,4,Sun,1,18,18.00,0,SpenAn99
Darren Sproles,RB-K,25.100,2008-09-28,NFL,SDG,@,OAK,W 28-18,4,4,Sun,5,160,32.00,0,SproDa00
Craig Stevens,TE,24.027,2008-09-28,NFL,TEN,,MIN,W 30-17,4,4,Sun,1,16,16.00,0,StevCr00
Jonathan Stewart,RB,21.191,2008-09-28,NFL,CAR,,ATL,W 24-9,4,4,Sun,3,62,20.67,0,StewJo00
Maurice Stovall,WR,23.220,2008-09-28,NFL,TAM,,GNB,W 30-21,4,4,Sun,1,15,15.00,0,StovMa00
Chester Taylor,RB,29.006,2008-09-28,NFL,MIN,@,TEN,L 17-30,4,4,Sun,1,23,23.00,0,TaylCh01
Chris Taylor,RB,29.156,2008-09-28,NFL,HOU,@,JAX,L 27-30,3,4,Sun,1,17,17.00,0,TaylCh02
Pierre Thomas,RB,23.285,2008-09-28,NFL,NOR,,SFO,W 31-17,4,4,Sun,3,86,28.67,0,ThomPi00
Leon Washington,RB,26.030,2008-09-28,NFL,NYJ,,ARI,W 56-35,4,4,Sun,1,18,18.00,0,WashLe00
Brian Witherspoon,CB,23.115,2008-09-28,NFL,JAX,,HOU,W 30-27,4,4,Sun,5,130,26.00,0,WithBr20
Selvin Young,RB,24.363,2008-09-28,NFL,DEN,@,KAN,L 19-33,4,4,Sun,2,45,22.50,0,YounSe00
Carey Davis,RB,27.186,2008-09-29,NFL,PIT,,BAL,W 23-20,4,4,Mon,1,16,16.00,0,DaviCa00
Yamon Figurs,WR,25.263,2008-09-29,NFL,BAL,@,PIT,L 20-23,3,4,Mon,5,118,23.60,0,FiguYa00
Mewelde Moore,RB,26.067,2008-09-29,NFL,PIT,,BAL,W 23-20,4,4,Mon,2,40,20.00,0,MoorMe00
Lorenzo Neal,FB,37.277,2008-09-29,NFL,BAL,@,PIT,L 20-23,3,4,Mon,1,2,2.00,0,NealLo00
J.J. Arrington,RB,25.256,2008-10-05,NFL,ARI,,BUF,W 41-17,5,5,Sun,3,68,22.67,0,ArriJ.00
Miles Austin,WR,24.097,2008-10-05,NFL,DAL,,CIN,W 31-22,5,5,Sun,1,25,25.00,0,AustMi00
Kentwan Balmer,DE,21.356,2008-10-05,NFL,SFO,,NWE,L 21-30,5,5,Sun,1,6,6.00,0,BalmKe99
