Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,unique_id
Dwayne Harris,LDT,30.008,2017-09-24,NFL,NYG,@,PHI,L 24-27,3,3,Sun,2,41,20.50,0,HarrDw00
Akeem Hunt,RB,24.214,2017-09-24,NFL,KAN,@,LAC,W 24-10,3,3,Sun,2,66,33.00,0,HuntAk01
Adoree' Jackson,CB,22.006,2017-09-24,NFL,TEN,,SEA,W 33-27,3,3,Sun,2,27,13.50,0,JackAd00
Desmond King,CB,22.284,2017-09-24,NFL,LAC,,KAN,L 10-24,3,3,Sun,3,64,21.33,0,KingDe01
Cody Latimer,WR,24.349,2017-09-24,NFL,DEN,@,BUF,L 16-26,3,3,Sun,3,81,27.00,0,LatiCo00
Dion Lewis,RB,26.362,2017-09-24,NFL,NWE,,HOU,W 36-33,3,3,Sun,2,44,22.00,0,LewiDi00
Jerick McKinnon,RB,25.144,2017-09-24,NFL,MIN,,TAM,W 34-17,3,3,Sun,1,20,20.00,0,McKiJe00
Cordarrelle Patterson,WR,26.191,2017-09-24,NFL,OAK,@,WAS,L 10-27,3,3,Sun,1,27,27.00,0,PattCo00
Bernard Reedy,WR,25.267,2017-09-24,NFL,TAM,@,MIN,L 17-34,2,3,Sun,3,79,26.33,0,ReedBe01
Andre Roberts,WR,29.258,2017-09-24,NFL,ATL,@,DET,W 30-26,3,3,Sun,2,54,27.00,0,RobeAn00
Curtis Samuel,WR,21.044,2017-09-24,NFL,CAR,,NOR,L 13-34,3,3,Sun,1,30,30.00,0,SamuCu00
Wendell Smallwood,RB,23.238,2017-09-24,NFL,PHI,,NYG,W 27-24,3,3,Sun,2,38,19.00,0,SmalWe00
Brandon Tate,WR,29.354,2017-09-24,NFL,BUF,,DEN,W 26-16,3,3,Sun,2,41,20.50,0,TateBr00
Deonte Thompson,WR,28.222,2017-09-24,NFL,CHI,,PIT,W 23-17,3,3,Sun,3,69,23.00,0,ThomDe04
Jordan Todman,RB,27.212,2017-09-24,NFL,HOU,@,NWE,L 33-36,3,3,Sun,1,23,23.00,0,TodmJo00
Terrell Watson,RB,24.033,2017-09-24,NFL,PIT,@,CHI,L 17-23,3,3,Sun,1,24,24.00,0,WatsTe00
Ryan Switzer,WR,22.325,2017-09-25,NFL,DAL,@,ARI,W 28-17,3,3,Mon,1,18,18.00,0,SwitRy00
Kerwynn Williams,RB,26.108,2017-09-25,NFL,ARI,,DAL,L 17-28,3,3,Mon,2,40,20.00,0,WillKe05
Benny Cunningham,RB,27.083,2017-09-28,NFL,CHI,@,GNB,L 14-35,4,4,Thu,1,25,25.00,0,CunnBe01
Deonte Thompson,WR,28.226,2017-09-28,NFL,CHI,@,GNB,L 14-35,4,4,Thu,1,27,27.00,0,ThomDe04
Giovani Bernard,HB,25.313,2017-10-01,NFL,CIN,@,CLE,W 31-7,4,4,Sun,1,7,7.00,0,BernGi00
Victor Bolden,WR,22.180,2017-10-01,NFL,SFO,@,ARI,L 15-18,4,4,Sun,3,76,25.33,0,BoldVi00
Quan Bray,WR,24.156,2017-10-01,NFL,IND,@,SEA,L 18-46,4,4,Sun,5,83,16.60,0,BrayQu00
Michael Campanaro,WR,26.249,2017-10-01,NFL,BAL,,PIT,L 9-26,4,4,Sun,2,46,23.00,0,CampMi02
Alex Collins,RB,23.036,2017-10-01,NFL,BAL,,PIT,L 9-26,4,4,Sun,2,50,25.00,0,CollAl00
Pharoh Cooper,WR,22.208,2017-10-01,NFL,LAR,@,DAL,W 35-30,4,4,Sun,4,123,30.75,0,CoopPh00
Jon Feliciano,G,25.233,2017-10-01,NFL,OAK,@,DEN,L 10-16,4,4,Sun,1,15,15.00,0,FeliJo00
Corey Grant,RB,25.286,2017-10-01,NFL,JAX,@,NYJ,L 20-23,4,4,Sun,1,20,20.00,0,GranCo00
Jakeem Grant,WR,25.001,2017-10-01,NFL,MIA,,NOR,L 0-20,3,4,Sun,2,45,22.50,0,GranJa00
Adoree' Jackson,CB,22.013,2017-10-01,NFL,TEN,@,HOU,L 14-57,4,4,Sun,3,71,23.67,0,JackAd00
Taiwan Jones,RB,29.067,2017-10-01,NFL,BUF,@,ATL,W 23-17,4,4,Sun,2,50,25.00,0,JoneTa00
Alvin Kamara,RB,22.068,2017-10-01,NFL,NOR,@,MIA,W 20-0,4,4,Sun,1,23,23.00,0,KamaAl00
Dion Lewis,RB,27.004,2017-10-01,NFL,NWE,,CAR,L 30-33,4,4,Sun,1,23,23.00,0,LewiDi00
Tyler Lockett,WR,25.003,2017-10-01,NFL,SEA,,IND,W 46-18,4,4,Sun,1,16,16.00,0,LockTy00
Christian McCaffrey,RB,21.116,2017-10-01,NFL,CAR,@,NWE,W 33-30,4,4,Sun,3,58,19.33,0,McCaCh01
Isaiah McKenzie,WR,22.175,2017-10-01,NFL,DEN,,OAK,W 16-10,4,4,Sun,1,12,12.00,0,McKeIs00
Jerick McKinnon,RB,25.151,2017-10-01,NFL,MIN,,DET,L 7-14,4,4,Sun,3,81,27.00,0,McKiJe00
Cordarrelle Patterson,WR,26.198,2017-10-01,NFL,OAK,@,DEN,L 10-16,4,4,Sun,2,70,35.00,0,PattCo00
Jabrill Peppers,S,21.362,2017-10-01,NFL,CLE,,CIN,L 7-31,4,4,Sun,5,116,23.20,0,PeppJa00
Bernard Reedy,WR,25.274,2017-10-01,NFL,TAM,,NYG,W 25-23,3,4,Sun,2,37,18.50,0,ReedBe01
Andre Roberts,WR,29.265,2017-10-01,NFL,ATL,,BUF,L 17-23,4,4,Sun,3,85,28.33,0,RobeAn00
ArDarius Stewart,WR,23.297,2017-10-01,NFL,NYJ,,JAX,W 23-20,4,4,Sun,1,32,32.00,0,StewAr00
Ryan Switzer,WR,22.331,2017-10-01,NFL,DAL,,LAR,L 30-35,4,4,Sun,3,78,26.00,0,SwitRy00
Chris Thompson,WR,23.145,2017-10-01,NFL,HOU,,TEN,W 57-14,4,4,Sun,1,42,42.00,0,ThomCh05
Terrell Watson,RB,24.040,2017-10-01,NFL,PIT,@,BAL,W 26-9,4,4,Sun,2,36,18.00,0,WatsTe00
Akeem Hunt,RB,24.222,2017-10-02,NFL,KAN,,WAS,W 29-20,4,4,Mon,1,25,25.00,0,HuntAk01
De'Anthony Thomas,WR,24.270,2017-10-02,NFL,KAN,,WAS,W 29-20,4,4,Mon,1,18,18.00,0,ThomDe05
Dion Lewis,RB,27.008,2017-10-05,NFL,NWE,@,TAM,W 19-14,5,5,Thu,1,23,23.00,0,LewiDi00
Bernard Reedy,WR,25.278,2017-10-05,NFL,TAM,,NWE,L 14-19,4,5,Thu,1,16,16.00,0,ReedBe01
Jamal Agnew,CB,22.188,2017-10-08,NFL,DET,,CAR,L 24-27,5,5,Sun,1,22,22.00,0,AgneJa00
David Bass,OLB,27.027,2017-10-08,NFL,NYJ,@,CLE,W 17-14,5,5,Sun,1,10,10.00,0,BassDa00
Odell Beckham,WR,24.337,2017-10-08,NFL,NYG,,LAC,L 22-27,5,5,Sun,1,20,20.00,0,BeckOd00
Tommy Bohanon,FB,27.028,2017-10-08,NFL,JAX,@,PIT,W 30-9,5,5,Sun,1,14,14.00,0,BohaTo00
Victor Bolden,WR,22.187,2017-10-08,NFL,SFO,@,IND,L 23-26,5,5,Sun,4,59,14.75,0,BoldVi00
Chris Conley,WR,24.348,2017-10-08,NFL,KAN,@,HOU,W 42-34,5,5,Sun,1,8,8.00,0,ConlCh00
Pharoh Cooper,WR,22.215,2017-10-08,NFL,LAR,,SEA,L 10-16,5,5,Sun,2,52,26.00,0,CoopPh00
Alex Erickson,WR,24.336,2017-10-08,NFL,CIN,,BUF,W 20-16,5,5,Sun,3,77,25.67,0,EricAl01
Robert Golden,DB,27.025,2017-10-08,NFL,PIT,,JAX,L 9-30,5,5,Sun,1,5,5.00,0,GoldRo00
Jakeem Grant,WR,25.008,2017-10-08,NFL,MIA,,TEN,W 16-10,4,5,Sun,2,44,22.00,0,GranJa00
Dwayne Harris,WR,30.022,2017-10-08,NFL,NYG,,LAC,L 22-27,5,5,Sun,4,84,21.00,0,HarrDw00
Akeem Hunt,RB,24.228,2017-10-08,NFL,KAN,@,HOU,W 42-34,5,5,Sun,2,49,24.50,0,HuntAk01
Adoree' Jackson,CB,22.020,2017-10-08,NFL,TEN,@,MIA,L 10-16,5,5,Sun,1,21,21.00,0,JackAd00
Jeff Janis,WR,26.121,2017-10-08,NFL,GNB,@,DAL,W 35-31,5,5,Sun,1,17,17.00,0,JaniJe00
Desmond King,CB,22.298,2017-10-08,NFL,LAC,@,NYG,W 27-22,5,5,Sun,2,37,18.50,0,KingDe01
Cordarrelle Patterson,WR,26.205,2017-10-08,NFL,OAK,,BAL,L 17-30,5,5,Sun,1,31,31.00,0,PattCo00
Ethan Pocic,C,22.064,2017-10-08,NFL,SEA,@,LAR,W 16-10,5,5,Sun,1,13,13.00,0,PociEt00
Curtis Samuel,WR,21.058,2017-10-08,NFL,CAR,@,DET,W 27-24,5,5,Sun,3,44,14.67,0,SamuCu00
JuJu Smith-Schuster,WR,20.320,2017-10-08,NFL,PIT,,JAX,L 9-30,5,5,Sun,1,9,9.00,0,SmitJu00
ArDarius Stewart,WR,23.304,2017-10-08,NFL,NYJ,@,CLE,W 17-14,5,5,Sun,1,14,14.00,0,StewAr00
Ryan Switzer,WR,22.338,2017-10-08,NFL,DAL,,GNB,L 31-35,5,5,Sun,1,25,25.00,0,SwitRy00
Brandon Tate,WR,30.003,2017-10-08,NFL,BUF,@,CIN,L 16-20,5,5,Sun,1,17,17.00,0,TateBr00
Chris Thompson,WR,23.152,2017-10-08,NFL,HOU,,KAN,L 34-42,5,5,Sun,2,51,25.50,0,ThomCh05
Shane Vereen,RB,28.159,2017-10-08,NFL,NYG,,LAC,L 22-27,5,5,Sun,1,20,20.00,0,VereSh00
Eric Weems,WR,32.096,2017-10-08,NFL,TEN,@,MIA,L 10-16,5,5,Sun,1,18,18.00,0,WeemEr00
Kerwynn Williams,RB,26.121,2017-10-08,NFL,ARI,@,PHI,L 7-34,5,5,Sun,4,74,18.50,0,WillKe05
Tarik Cohen,RB,22.075,2017-10-09,NFL,CHI,,MIN,L 17-20,5,5,Mon,1,14,14.00,0,CoheTa00
Jerick McKinnon,RB,25.159,2017-10-09,NFL,MIN,@,CHI,W 20-17,5,5,Mon,2,51,25.50,0,McKiJe00
Deonte Thompson,WR,28.237,2017-10-09,NFL,CHI,,MIN,L 17-20,5,5,Mon,3,43,14.33,0,ThomDe04
Curtis Samuel,WR,21.062,2017-10-12,NFL,CAR,,PHI,L 23-28,6,6,Thu,1,33,33.00,0,SamuCu00
Russell Shepard,WR,27.025,2017-10-12,NFL,CAR,,PHI,L 23-28,6,6,Thu,2,32,16.00,0,ShepRu00
Jamal Agnew,CB,22.195,2017-10-15,NFL,DET,@,NOR,L 38-52,6,6,Sun,1,24,24.00,0,AgneJa00
Tarik Cohen,RB,22.081,2017-10-15,NFL,CHI,@,BAL,W 27-24,6,6,Sun,3,67,22.33,0,CoheTa00
Stacy Coley,WR,23.155,2017-10-15,NFL,MIN,,GNB,W 23-10,6,6,Sun,1,19,19.00,0,ColeSt00
Pharoh Cooper,WR,22.222,2017-10-15,NFL,LAR,@,JAX,W 27-17,6,6,Sun,2,124,62.00,1,CoopPh00
Benny Cunningham,RB,27.100,2017-10-15,NFL,CHI,@,BAL,W 27-24,6,6,Sun,2,38,19.00,0,CunnBe01
Trevor Davis,WR,24.103,2017-10-15,NFL,GNB,@,MIN,L 10-23,6,6,Sun,2,55,27.50,0,DaviTr03
Kenyan Drake,RB,23.262,2017-10-15,NFL,MIA,@,ATL,W 20-17,5,6,Sun,2,35,17.50,0,DrakKe00
Ted Ginn,WR,32.186,2017-10-15,NFL,NOR,,DET,W 52-38,5,6,Sun,2,26,13.00,0,GinnTe00
Akeem Hunt,RB,24.235,2017-10-15,NFL,KAN,,PIT,L 13-19,6,6,Sun,2,46,23.00,0,HuntAk01
Jeff Janis,WR,26.128,2017-10-15,NFL,GNB,@,MIN,L 10-23,6,6,Sun,1,11,11.00,0,JaniJe00
Desmond King,CB,22.305,2017-10-15,NFL,LAC,@,OAK,W 17-16,6,6,Sun,1,20,20.00,0,KingDe01
Brendan Langley,CB,22.364,2017-10-15,NFL,DEN,,NYG,L 10-23,5,6,Sun,2,75,37.50,0,LangBr00
Dion Lewis,RB,27.018,2017-10-15,NFL,NWE,@,NYJ,W 24-17,6,6,Sun,1,17,17.00,0,LewiDi00
Cordarrelle Patterson,WR,26.212,2017-10-15,NFL,OAK,,LAC,L 16-17,6,6,Sun,1,39,39.00,0,PattCo00
Bobby Rainey,RB,29.364,2017-10-15,NFL,BAL,,CHI,L 24-27,6,6,Sun,5,191,38.20,1,RainBo00
Jalen Richard,RB,24.000,2017-10-15,NFL,OAK,,LAC,L 16-17,6,6,Sun,2,29,14.50,0,RichJa01
Andre Roberts,WR,29.279,2017-10-15,NFL,ATL,,MIA,L 17-20,5,6,Sun,2,34,17.00,0,RobeAn00
JuJu Smith-Schuster,WR,20.327,2017-10-15,NFL,PIT,@,KAN,W 19-13,6,6,Sun,1,11,11.00,0,SmitJu00
ArDarius Stewart,WR,23.311,2017-10-15,NFL,NYJ,,NWE,L 17-24,6,6,Sun,3,53,17.67,0,StewAr00
Chris Thompson,WR,23.159,2017-10-15,NFL,HOU,,CLE,W 33-17,6,6,Sun,2,38,19.00,0,ThomCh05
Kerwynn Williams,RB,26.128,2017-10-15,NFL,ARI,,TAM,W 38-33,6,6,Sun,1,28,28.00,0,WillKe05
Zach Zenner,RB,26.032,2017-10-15,NFL,DET,@,NOR,L 38-52,6,6,Sun,1,20,20.00,0,ZennZa00
Quan Bray,WR,24.171,2017-10-16,NFL,IND,@,TEN,L 22-36,6,6,Mon,5,157,31.40,0,BrayQu00
Adoree' Jackson,CB,22.028,2017-10-16,NFL,TEN,,IND,W 36-22,6,6,Mon,2,46,23.00,0,JackAd00
Jehu Chesson,WR,23.294,2017-10-19,NFL,KAN,@,OAK,L 30-31,7,7,Thu,1,20,20.00,0,ChesJe00
Akeem Hunt,RB,24.239,2017-10-19,NFL,KAN,@,OAK,L 30-31,7,7,Thu,1,17,17.00,0,HuntAk01
Cordarrelle Patterson,WR,26.216,2017-10-19,NFL,OAK,,KAN,W 31-30,7,7,Thu,1,19,19.00,0,PattCo00
Quan Bray,WR,24.177,2017-10-22,NFL,IND,,JAX,L 0-27,7,7,Sun,3,75,25.00,0,BrayQu00
Pharoh Cooper,WR,22.229,2017-10-22,NFL,LAR,,ARI,W 33-0,7,7,Sun,1,18,18.00,0,CoopPh00
Trevor Davis,WR,24.110,2017-10-22,NFL,GNB,,NOR,L 17-26,7,7,Sun,2,52,26.00,0,DaviTr03
Matthew Dayes,RB,23.049,2017-10-22,NFL,CLE,,TEN,L 9-12,7,7,Sun,1,30,30.00,0,DayeMa00
Kenyan Drake,RB,23.269,2017-10-22,NFL,MIA,,NYJ,W 31-28,6,7,Sun,1,26,26.00,0,DrakKe00
Alex Erickson,WR,24.350,2017-10-22,NFL,CIN,@,PIT,L 14-29,6,7,Sun,3,61,20.33,0,EricAl01
Jakeem Grant,WR,25.022,2017-10-22,NFL,MIA,,NYJ,W 31-28,6,7,Sun,1,30,30.00,0,GranJa00
Brendan Langley,CB,23.006,2017-10-22,NFL,DEN,@,LAC,L 0-21,6,7,Sun,3,93,31.00,0,LangBr00
Dion Lewis,RB,27.025,2017-10-22,NFL,NWE,,ATL,W 23-7,7,7,Sun,1,14,14.00,0,LewiDi00
Tommylee Lewis,WR,24.363,2017-10-22,NFL,NOR,@,GNB,W 26-17,6,7,Sun,2,57,28.50,0,LewiTo00
Tyler Lockett,WR,25.024,2017-10-22,NFL,SEA,@,NYG,W 24-7,6,7,Sun,2,45,22.50,0,LockTy00
Vince Mayle,TE,26.132,2017-10-22,NFL,BAL,@,MIN,L 16-24,7,7,Sun,1,14,14.00,0,MaylVi00
Raheem Mostert,RB,25.196,2017-10-22,NFL,SFO,,DAL,L 10-40,7,7,Sun,4,63,15.75,0,MostRa00
Bobby Rainey,RB,30.006,2017-10-22,NFL,BAL,@,MIN,L 16-24,7,7,Sun,4,99,24.75,0,RainBo00
Andre Roberts,WR,29.286,2017-10-22,NFL,ATL,@,NWE,L 7-23,6,7,Sun,5,82,16.40,0,RobeAn00
Curtis Samuel,RB,21.072,2017-10-22,NFL,CAR,@,CHI,L 3-17,7,7,Sun,2,43,21.50,0,SamuCu00
Marcus Sherels,CB,30.022,2017-10-22,NFL,MIN,,BAL,W 24-16,7,7,Sun,1,20,20.00,0,SherMa20
ArDarius Stewart,WR,23.318,2017-10-22,NFL,NYJ,@,MIA,L 28-31,7,7,Sun,2,30,15.00,0,StewAr00
Brandon Tate,WR,30.017,2017-10-22,NFL,BUF,,TAM,W 30-27,6,7,Sun,2,49,24.50,0,TateBr00
Shane Vereen,RB,28.173,2017-10-22,NFL,NYG,,SEA,L 7-24,7,7,Sun,1,18,18.00,0,VereSh00
Terrell Watson,RB,24.061,2017-10-22,NFL,PIT,,CIN,W 29-14,7,7,Sun,1,16,16.00,0,WatsTe00
Kerwynn Williams,RB,26.135,2017-10-22,NFL,ARI,@,LAR,L 0-33,7,7,Sun,2,46,23.00,0,WillKe05
Kenjon Barner,RB,27.178,2017-10-23,NFL,PHI,,WAS,W 34-24,7,7,Mon,1,22,22.00,0,BarnKe00
Chris Thompson,RB,27.003,2017-10-23,NFL,WAS,@,PHI,L 24-34,6,7,Mon,1,18,18.00,0,ThomCh03
Kenyan Drake,RB,23.273,2017-10-26,NFL,MIA,@,BAL,L 0-40,7,8,Thu,1,15,15.00,0,DrakKe00
Bobby Rainey,RB,30.010,2017-10-26,NFL,BAL,,MIA,W 40-0,8,8,Thu,1,26,26.00,0,RainBo00
Jamal Agnew,CB,22.209,2017-10-29,NFL,DET,,PIT,L 15-20,7,8,Sun,1,20,20.00,0,AgneJa00
Danny Amendola,WR,31.361,2017-10-29,NFL,NWE,,LAC,W 21-13,8,8,Sun,1,16,16.00,0,AmenDa00
Quan Bray,WR,24.184,2017-10-29,NFL,IND,@,CIN,L 23-24,8,8,Sun,1,19,19.00,0,BrayQu00
