Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Sack,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,unique_id
E.J. Biggers,DB,24.090,2011-09-11,NFL,TAM,,DET,L 20-27,1,1,Sun,0.0,1,1,2,0,0,BiggE.99
Quincy Black,SLB,27.195,2011-09-11,NFL,TAM,,DET,L 20-27,1,1,Sun,0.0,7,1,8,0,0,BlacQu99
Michael Boley,WLB,29.018,2011-09-11,NFL,NYG,@,WAS,L 14-28,1,1,Sun,0.0,3,1,4,0,0,BoleMi20
Stephen Bowen,RDE,27.167,2011-09-11,NFL,WAS,,NYG,W 28-14,1,1,Sun,1.0,1,1,2,1,2,BoweSt20
Da'Quan Bowers,DE,21.200,2011-09-11,NFL,TAM,,DET,L 20-27,1,1,Sun,0.0,1,0,1,1,0,BoweDa00
NaVorro Bowman,ILB,23.167,2011-09-11,NFL,SFO,,SEA,W 33-17,1,1,Sun,0.0,7,0,7,2,0,BowmNa99
Gary Brackett,MLB,31.111,2011-09-11,NFL,IND,@,HOU,L 7-34,1,1,Sun,0.0,5,1,6,0,0,BracGa20
Alan Branch,LDT,26.256,2011-09-11,NFL,SEA,@,SFO,L 17-33,1,1,Sun,0.0,1,0,1,0,0,BranAl99
Josh Brent,NT,23.224,2011-09-11,NFL,DAL,@,NYJ,L 24-27,1,1,Sun,0.0,1,0,1,,,BrenJo00
Lance Briggs,WLB,30.303,2011-09-11,NFL,CHI,,ATL,W 30-12,1,1,Sun,0.0,2,1,3,0,0,BrigLa99
Raheem Brock,DE,33.093,2011-09-11,NFL,SEA,@,SFO,L 17-33,1,1,Sun,0.0,1,0,1,0,0,BrocRa20
Tramaine Brock,CB,23.022,2011-09-11,NFL,SFO,,SEA,W 33-17,1,1,Sun,0.0,1,0,1,0,0,BrocTr00
Keith Brooking,LB,35.316,2011-09-11,NFL,DAL,@,NYJ,L 24-27,1,1,Sun,0.0,4,0,4,0,0,BrooKe00
Ahmad Brooks,OLB,27.181,2011-09-11,NFL,SFO,,SEA,W 33-17,1,1,Sun,0.0,0,2,2,0,1,BrooAh21
Sheldon Brown,RCB,32.176,2011-09-11,NFL,CLE,,CIN,L 17-27,1,1,Sun,0.0,2,1,3,0,0,BrowSh20
Tarell Brown,RCB,26.248,2011-09-11,NFL,SFO,,SEA,W 33-17,1,1,Sun,0.0,5,0,5,0,0,BrowTa99
Brandon Browner,RCB,27.040,2011-09-11,NFL,SEA,@,SFO,L 17-33,1,1,Sun,0.0,3,1,4,0,0,BrowBr00
Melvin Bullitt,SS,26.302,2011-09-11,NFL,IND,@,HOU,L 7-34,1,1,Sun,0.0,2,0,2,0,0,BullMe99
Donald Butler,ILB,22.329,2011-09-11,NFL,SDG,,MIN,W 24-17,1,1,Sun,0.0,5,1,6,1,0,ButlDo99
Victor Butler,LB,24.044,2011-09-11,NFL,DAL,@,NYJ,L 24-27,1,1,Sun,0.0,1,0,1,0,0,ButlVi99
Jairus Byrd,FS,24.339,2011-09-11,NFL,BUF,@,KAN,W 41-7,1,1,Sun,0.0,5,0,5,1,0,ByrdJa99
Andre Caldwell,WR,26.149,2011-09-11,NFL,CIN,@,CLE,W 27-17,1,1,Sun,0.0,1,0,1,0,0,CaldAn00
David Caldwell,DB,24.115,2011-09-11,NFL,IND,@,HOU,L 7-34,1,1,Sun,0.0,1,0,1,0,0,CaldDa00
Calais Campbell,DE,25.010,2011-09-11,NFL,ARI,,CAR,W 28-21,1,1,Sun,0.0,3,1,4,1,0,CampCa99
Tommie Campbell,DB,23.357,2011-09-11,NFL,TEN,@,JAX,L 14-16,1,1,Sun,0.0,1,0,1,0,0,CampTo00
Chris Canty,RDT,28.305,2011-09-11,NFL,NYG,@,WAS,L 14-28,1,1,Sun,1.0,3,0,3,1,1,CantCh21
Brandon Carr,RCB,25.115,2011-09-11,NFL,KAN,,BUF,L 7-41,1,1,Sun,0.0,3,0,3,0,0,CarrBr99
Chris Carr,CB/R,28.134,2011-09-11,NFL,BAL,,PIT,W 35-7,1,1,Sun,0.0,1,0,1,0,0,CarrCh22
Adam Carriker,LDE,27.128,2011-09-11,NFL,WAS,,NYG,W 28-14,1,1,Sun,1.0,1,1,2,1,1,CarrAd99
David Carter,DT,23.275,2011-09-11,NFL,ARI,,CAR,W 28-21,1,1,Sun,0.0,1,0,1,1,0,CartDa01
Jurrell Casey,DT,21.280,2011-09-11,NFL,TEN,@,JAX,L 14-16,1,1,Sun,0.0,3,1,4,0,0,CaseJu00
Antoine Cason,RCB,25.064,2011-09-11,NFL,SDG,,MIN,W 24-17,1,1,Sun,0.0,2,0,2,0,0,CasoAn99
Luis Castillo,LDE,28.038,2011-09-11,NFL,SDG,,MIN,W 24-17,1,1,Sun,0.0,1,0,1,0,0,CastLu20
Jacques Cesaire,DE,31.012,2011-09-11,NFL,SDG,,MIN,W 24-17,1,1,Sun,0.0,1,0,1,1,0,CesaJa20
Kam Chancellor,SS,23.161,2011-09-11,NFL,SEA,@,SFO,L 17-33,1,1,Sun,0.0,10,0,10,2,0,ChanKa99
Jamar Chaney,SLB,24.335,2011-09-11,NFL,PHI,@,STL,W 31-13,1,1,Sun,0.0,6,0,6,0,0,ChanJa98
John Chick,DE,28.295,2011-09-11,NFL,JAX,,TEN,W 16-14,1,1,Sun,0.0,1,0,1,0,0,ChicJo00
Barry Church,S,23.212,2011-09-11,NFL,DAL,@,NYJ,L 24-27,1,1,Sun,0.0,3,0,3,0,0,ChurBa99
Ryan Clark,FS,31.334,2011-09-11,NFL,PIT,@,BAL,L 7-35,1,1,Sun,0.0,3,3,6,0,0,ClarRy20
Keenan Clayton,LB,24.084,2011-09-11,NFL,PHI,@,STL,W 31-13,1,1,Sun,0.0,2,0,2,0,0,ClayKe99
Zach Clayton,DT,23.253,2011-09-11,NFL,TEN,@,JAX,L 14-16,1,1,Sun,0.0,1,0,1,0,0,ClayZa00
Nate Clements,LCB,31.273,2011-09-11,NFL,CIN,@,CLE,W 27-17,1,1,Sun,0.0,3,1,4,0,0,ClemNa99
Chris Clemons,LDE,29.315,2011-09-11,NFL,SEA,@,SFO,L 17-33,1,1,Sun,0.0,3,0,3,1,1,ClemCh23
Barry Cofield,NT,27.176,2011-09-11,NFL,WAS,,NYG,W 28-14,1,1,Sun,0.0,1,0,1,0,0,CofiBa20
Trent Cole,DE,28.341,2011-09-11,NFL,PHI,@,STL,W 31-13,1,1,Sun,1.0,3,0,3,1,2,ColeTr20
Drew Coleman,CB,28.142,2011-09-11,NFL,JAX,,TEN,W 16-14,1,1,Sun,1.0,5,0,5,1,1,ColeDr20
Kenyon Coleman,LDE,32.154,2011-09-11,NFL,DAL,@,NYJ,L 24-27,1,1,Sun,0.0,0,1,1,0,0,ColeKe20
Kurt Coleman,FS,23.072,2011-09-11,NFL,PHI,@,STL,W 31-13,1,1,Sun,0.0,4,0,4,0,0,ColeKu99
Kavell Conner,WLB,24.200,2011-09-11,NFL,IND,@,HOU,L 7-34,1,1,Sun,0.0,4,1,5,1,0,ConnKa99
Dan Connor,LB,25.313,2011-09-11,NFL,CAR,@,ARI,L 21-28,1,1,Sun,0.0,5,1,6,0,0,ConnDa99
Chris Cook,CB,24.208,2011-09-11,NFL,MIN,@,SDG,L 17-24,1,1,Sun,0.0,5,0,5,0,0,CookCh99
Jared Cook,TE,24.157,2011-09-11,NFL,TEN,@,JAX,L 14-16,1,1,Sun,0.0,1,0,1,0,0,CookJa02
Riley Cooper,WR,24.002,2011-09-11,NFL,PHI,@,STL,W 31-13,1,1,Sun,0.0,1,0,1,0,0,CoopRi00
Terrance Copper,WR,29.183,2011-09-11,NFL,KAN,,BUF,L 7-41,1,1,Sun,0.0,1,0,1,0,0,CoppTe00
Blake Costanzo,LB,27.150,2011-09-11,NFL,SFO,,SEA,W 33-17,1,1,Sun,0.0,1,0,1,0,0,CostBl20
Derek Cox,RCB,24.354,2011-09-11,NFL,JAX,,TEN,W 16-14,1,1,Sun,0.0,1,1,2,1,0,CoxxDe99
Josh Cribbs,WR,28.094,2011-09-11,NFL,CLE,,CIN,L 17-27,1,1,Sun,0.0,1,0,1,0,0,CribJo01
Chris Crocker,SS,31.186,2011-09-11,NFL,CIN,@,CLE,W 27-17,1,1,Sun,1.0,3,0,3,0,0,CrocCh20
Antonio Cromartie,CB,27.149,2011-09-11,NFL,NYJ,,DAL,W 27-24,1,1,Sun,0.0,1,0,1,0,0,CromAn20
Tim Crowder,DE,26.073,2011-09-11,NFL,TAM,,DET,L 20-27,1,1,Sun,0.0,4,1,5,0,0,CrowTi99
Victor Cruz,WR,24.304,2011-09-11,NFL,NYG,@,WAS,L 14-28,1,1,Sun,0.0,1,0,1,0,0,CruzVi00
Aaron Curry,OLB,25.158,2011-09-11,NFL,SEA,@,SFO,L 17-33,1,1,Sun,0.0,5,0,5,0,0,CurrAa99
Brian Cushing,ILB,24.230,2011-09-11,NFL,HOU,,IND,W 34-7,1,1,Sun,0.0,4,3,7,0,1,CushBr99
Craig Dahl,SS,26.086,2011-09-11,NFL,STL,,PHI,L 13-31,1,1,Sun,0.0,8,1,9,0,0,DahlCr99
Marcell Dareus,LDE,21.182,2011-09-11,NFL,BUF,@,KAN,W 41-7,1,1,Sun,0.0,2,0,2,0,0,DareMa00
Thomas Davis,SLB,28.173,2011-09-11,NFL,CAR,@,ARI,L 21-28,1,1,Sun,0.0,4,3,7,0,0,DaviTh20
Larry Dean,LB,23.035,2011-09-11,NFL,MIN,@,SDG,L 17-24,1,1,Sun,0.0,2,0,2,0,0,DeanLa00
Dom DeCicco,LB,23.000,2011-09-11,NFL,CHI,,ATL,W 30-12,1,1,Sun,0.0,0,1,1,0,0,DeCiDo00
Thomas DeCoud,S,26.176,2011-09-11,NFL,ATL,@,CHI,L 12-30,1,1,Sun,0.0,7,0,7,0,0,DeCoTh99
Zak DeOssie,LS,27.110,2011-09-11,NFL,NYG,@,WAS,L 14-28,1,1,Sun,0.0,2,0,2,0,0,DeOsZa99
Mike DeVito,T,27.093,2011-09-11,NFL,NYJ,,DAL,W 27-24,1,1,Sun,1.0,3,0,3,0,0,DeViMi99
Marcus Dixon,DT,26.360,2011-09-11,NFL,NYJ,,DAL,W 27-24,1,1,Sun,0.0,2,0,2,0,0,DixoMa00
Tim Dobbins,ILB,28.275,2011-09-11,NFL,HOU,,IND,W 34-7,1,1,Sun,0.0,1,0,1,0,0,DobbTi20
Darnell Dockett,DT,30.107,2011-09-11,NFL,ARI,,CAR,W 28-21,1,1,Sun,0.0,1,1,2,0,1,DockDa20
Glenn Dorsey,RDE,26.041,2011-09-11,NFL,KAN,,BUF,L 7-41,1,1,Sun,0.0,2,2,4,0,0,DorsGl99
Reed Doughty,SS,28.311,2011-09-11,NFL,WAS,,NYG,W 28-14,1,1,Sun,0.0,9,2,11,1,0,DougRe20
Leger Douzable,DT,25.103,2011-09-11,NFL,JAX,,TEN,W 16-14,1,1,Sun,0.0,0,1,1,0,1,DouzLe00
Justin Durant,OLB,25.356,2011-09-11,NFL,DET,@,TAM,W 27-20,1,1,Sun,0.0,4,0,4,2,0,DuraJu99
Nick Eason,DE,31.105,2011-09-11,NFL,ARI,,CAR,W 28-21,1,1,Sun,0.0,1,0,1,0,0,EasoNi20
Dwan Edwards,DE,30.118,2011-09-11,NFL,BUF,@,KAN,W 41-7,1,1,Sun,0.0,1,0,1,1,1,EdwaDw20
Ray Edwards,LDE,26.253,2011-09-11,NFL,ATL,@,CHI,L 12-30,1,1,Sun,0.0,1,0,1,0,0,EdwaRa21
Abram Elam,SS,29.331,2011-09-11,NFL,DAL,@,NYJ,L 24-27,1,1,Sun,0.0,3,0,3,0,0,ElamAb20
Fred Evans,DT,27.309,2011-09-11,NFL,MIN,@,SDG,L 17-24,1,1,Sun,0.0,1,1,2,0,0,EvanFr21
Jonathan Fanene,DE,29.176,2011-09-11,NFL,CIN,@,CLE,W 27-17,1,1,Sun,0.0,5,1,6,2,0,FaneJo20
James Farrior,LILB,36.248,2011-09-11,NFL,PIT,@,BAL,L 7-35,1,1,Sun,0.0,5,0,5,0,0,FarrJa99
Cortland Finnegan,CB,27.221,2011-09-11,NFL,TEN,@,JAX,L 14-16,1,1,Sun,0.0,2,0,2,1,0,FinnCo20
Bradley Fletcher,RCB,25.078,2011-09-11,NFL,STL,,PHI,L 13-31,1,1,Sun,0.0,4,0,4,0,0,FletBr99
London Fletcher,MLB,36.115,2011-09-11,NFL,WAS,,NYG,W 28-14,1,1,Sun,0.5,3,6,9,0,0,FletLo20
Drayton Florence,CB,30.266,2011-09-11,NFL,BUF,@,KAN,W 41-7,1,1,Sun,0.0,2,0,2,0,0,FlorDr20
Brandon Flowers,LCB,25.205,2011-09-11,NFL,KAN,,BUF,L 7-41,1,1,Sun,0.0,2,0,2,1,0,FlowBr99
Andre Fluellen,DT,26.188,2011-09-11,NFL,DET,@,TAM,W 27-20,1,1,Sun,0.0,3,0,3,0,0,FlueAn99
Moise Fokou,WLB,26.014,2011-09-11,NFL,PHI,@,STL,W 31-13,1,1,Sun,0.0,4,0,4,1,0,FokoMo99
Larry Foote,LB,31.091,2011-09-11,NFL,PIT,@,BAL,L 7-35,1,1,Sun,0.0,2,0,2,0,0,FootLa20
Eric Foster,RDT,26.159,2011-09-11,NFL,IND,@,HOU,L 7-34,1,1,Sun,0.0,4,2,6,2,0,FostEr20
Mason Foster,LB,22.194,2011-09-11,NFL,TAM,,DET,L 20-27,1,1,Sun,0.0,6,1,7,1,0,FostMa00
Keyaron Fox,LB,29.230,2011-09-11,NFL,WAS,,NYG,W 28-14,1,1,Sun,0.0,0,1,1,,,FoxxKe20
Domonique Foxworth,CB,28.168,2011-09-11,NFL,BAL,,PIT,W 35-7,1,1,Sun,0.0,1,0,1,0,0,FoxwDo20
Eric Frampton,S,27.217,2011-09-11,NFL,MIN,@,SDG,L 17-24,1,1,Sun,0.0,3,0,3,0,0,FramEr99
Sione Fua,NT,23.088,2011-09-11,NFL,CAR,@,ARI,L 21-28,1,1,Sun,0.0,2,0,2,0,0,FuaxSi00
Scott Fujita,SLB,32.136,2011-09-11,NFL,CLE,,CIN,L 17-27,1,1,Sun,0.0,2,1,3,0,1,FujiSc20
Andrew Gachkar,LB,22.311,2011-09-11,NFL,SDG,,MIN,W 24-17,1,1,Sun,0.0,0,1,1,0,0,GachAn00
Omar Gaither,LB,27.177,2011-09-11,NFL,CAR,@,ARI,L 21-28,1,1,Sun,0.0,1,0,1,0,0,GaitOm20
Chris Gamble,LCB,28.184,2011-09-11,NFL,CAR,@,ARI,L 21-28,1,1,Sun,0.0,2,0,2,0,0,GambCh20
Antonio Garay,DT,31.285,2011-09-11,NFL,SDG,,MIN,W 24-17,1,1,Sun,1.0,2,2,4,1,1,GaraAn20
William Gay,CB,26.253,2011-09-11,NFL,PIT,@,BAL,L 7-35,1,1,Sun,0.0,1,0,1,0,0,GayxWi99
Robert Geathers,LDE,28.031,2011-09-11,NFL,CIN,@,CLE,W 27-17,1,1,Sun,0.0,1,0,1,1,0,GeatRo21
Marcus Gilchrist,CB-K,22.277,2011-09-11,NFL,SDG,,MIN,W 24-17,1,1,Sun,0.0,1,0,1,0,0,GilcMa00
Chris Gocong,WLB,27.299,2011-09-11,NFL,CLE,,CIN,L 17-27,1,1,Sun,0.0,1,1,2,0,0,GocoCh99
Charles Godfrey,SS,25.300,2011-09-11,NFL,CAR,@,ARI,L 21-28,1,1,Sun,0.0,3,1,4,0,0,GodfCh99
Kedric Golston,DL,28.104,2011-09-11,NFL,WAS,,NYG,W 28-14,1,1,Sun,0.0,0,1,1,0,0,GolsKe20
Corey Graham,CB,26.048,2011-09-11,NFL,CHI,,ATL,W 30-12,1,1,Sun,0.0,2,1,3,0,0,GrahCo99
Earnest Graham,RB,31.239,2011-09-11,NFL,TAM,,DET,L 20-27,1,1,Sun,0.0,1,0,1,0,0,GrahEa00
Deon Grant,S,32.181,2011-09-11,NFL,NYG,@,WAS,L 14-28,1,1,Sun,0.0,3,2,5,0,0,GranDe21
Courtney Greene,S,24.292,2011-09-11,NFL,JAX,,TEN,W 16-14,1,1,Sun,0.0,3,1,4,0,0,GreeCo99
