Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,unique_id
Adam Jennings,WR,24.296,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,5,98,19.60,0,JennAd00
Maurice Jones-Drew,RB/K,22.170,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,2,71,35.50,0,DrewMa00
Danieal Manning,S,25.031,2007-09-09,NFL,CHI,@,SDG,L 3-14,1,1,Sun,2,41,20.50,0,MannDa21
Jerome Mathis,WR,24.045,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,2,51,25.50,0,MathJe00
Terrence McGee,RCB,26.330,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,4,112,28.00,0,McGeTe99
Justin Miller,CB-K,23.207,2007-09-09,NFL,NYJ,,NWE,L 14-38,1,1,Sun,1,26,26.00,0,MillJu99
Adrian Peterson,RB,22.172,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,1,22,22.00,0,PeteAd01
J.R. Reed,S/KR,25.210,2007-09-09,NFL,PHI,@,GNB,L 13-16,1,1,Sun,3,66,22.00,0,ReedJ.20
Ryne Robinson,WR,22.309,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,3,64,21.33,0,RobiRy00
Allen Rossum,CB,31.322,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,2,44,22.00,0,RossAl99
Benny Sapp,CB,26.232,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,2,46,23.00,0,SappBe20
Darren Sproles,RB-K,24.081,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,1,22,22.00,0,SproDa00
Tyson Thompson,RB,26.111,2007-09-09,NFL,DAL,,NYG,W 45-35,1,1,Sun,5,153,30.60,0,ThomTy00
Michael Turner,RB,25.208,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,1,15,15.00,0,TurnMi00
Leon Washington,RB,25.011,2007-09-09,NFL,NYJ,,NWE,L 14-38,1,1,Sun,5,114,22.80,0,WashLe00
Tramon Williams,CB,24.177,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,4,100,25.00,0,WillTr99
Josh Wilson,CB,22.182,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,1,3,3.00,0,WilsJo99
J.J. Arrington,RB,24.230,2007-09-10,NFL,ARI,@,SFO,L 17-20,1,1,Mon,2,34,17.00,0,ArriJ.00
Steve Breaston,WR,24.021,2007-09-10,NFL,ARI,@,SFO,L 17-20,1,1,Mon,3,63,21.00,0,BreaSt00
Maurice Hicks,RB,29.050,2007-09-10,NFL,SFO,,ARI,W 20-17,1,1,Mon,4,89,22.25,0,HickMa00
Tab Perry,WR,25.233,2007-09-10,NFL,CIN,,BAL,W 27-20,1,1,Mon,4,94,23.50,0,PerrTa00
B.J. Sams,DB/R,26.316,2007-09-10,NFL,BAL,@,CIN,L 20-27,1,1,Mon,5,140,28.00,0,SamsB.00
Aundrae Allison,WR,21.149,2007-09-16,NFL,MIN,@,DET,L 17-20,2,2,Sun,1,60,60.00,0,AlliAu00
Miles Austin,WR,23.078,2007-09-16,NFL,DAL,@,MIA,W 37-20,2,2,Sun,1,24,24.00,0,AustMi00
Chris Baker,TE,27.302,2007-09-16,NFL,NYJ,@,BAL,L 13-20,2,2,Sun,1,10,10.00,0,BakeCh00
Ahmad Bradshaw,RB,21.181,2007-09-16,NFL,NYG,,GNB,L 13-35,2,2,Sun,2,41,20.50,0,BradAh00
Steve Breaston,WR,24.027,2007-09-16,NFL,ARI,,SEA,W 23-20,2,2,Sun,1,19,19.00,0,BreaSt00
Brian Calhoun,RB,23.131,2007-09-16,NFL,DET,,MIN,W 20-17,2,2,Sun,3,49,16.33,0,CalhBr00
Chris Carr,CB,24.139,2007-09-16,NFL,OAK,@,DEN,L 20-23,2,2,Sun,3,61,20.33,0,CarrCh22
Michael Clayton,WR,24.338,2007-09-16,NFL,TAM,,NOR,W 31-14,2,2,Sun,1,23,23.00,0,ClayMi00
Jameel Cook,FB,28.220,2007-09-16,NFL,HOU,@,CAR,W 34-21,2,2,Sun,1,12,12.00,0,CookJa00
Josh Cribbs,WR,24.099,2007-09-16,NFL,CLE,,CIN,W 51-45,2,2,Sun,5,183,36.60,0,CribJo01
Tony Curtis,TE,24.217,2007-09-16,NFL,DAL,@,MIA,W 37-20,2,2,Sun,1,0,0.00,0,CurtTo00
Darnell Dinkins,TE,30.239,2007-09-16,NFL,CLE,,CIN,W 51-45,2,2,Sun,1,11,11.00,0,DinkDa00
Reuben Droughns,RB,29.026,2007-09-16,NFL,NYG,,GNB,L 13-35,2,2,Sun,3,64,21.33,0,DrouRe00
Eddie Drummond,WR,27.157,2007-09-16,NFL,KAN,@,CHI,L 10-20,2,2,Sun,5,96,19.20,0,DrumEd00
Yamon Figurs,WR/R,24.249,2007-09-16,NFL,BAL,,NYJ,W 20-13,2,2,Sun,2,89,44.50,0,FiguYa00
Lennie Friedman,OL,31.034,2007-09-16,NFL,CLE,,CIN,W 51-45,2,2,Sun,1,1,1.00,0,FrieLe20
Ted Ginn,WR,22.157,2007-09-16,NFL,MIA,,DAL,L 20-37,2,2,Sun,6,121,20.17,0,GinnTe00
Nick Goings,RB,29.233,2007-09-16,NFL,CAR,,HOU,L 21-34,2,2,Sun,5,101,20.20,0,GoinNi00
Michael Griffin,DB,22.255,2007-09-16,NFL,TEN,,IND,L 20-22,2,2,Sun,5,126,25.20,0,GrifMi99
Dante Hall,WR,29.015,2007-09-16,NFL,STL,,SFO,L 16-17,2,2,Sun,3,54,18.00,0,HallDa00
Devin Hester,KR/P,24.316,2007-09-16,NFL,CHI,,KAN,W 20-10,2,2,Sun,2,29,14.50,0,HestDe99
Maurice Hicks,RB,29.056,2007-09-16,NFL,SFO,@,STL,W 17-16,2,2,Sun,5,101,20.20,0,HickMa00
Ike Hilliard,WR,31.164,2007-09-16,NFL,TAM,,NOR,W 31-14,2,2,Sun,1,3,3.00,0,HillIk00
Ellis Hobbs,RCB,24.123,2007-09-16,NFL,NWE,,SDG,W 38-14,2,2,Sun,3,66,22.00,0,HobbEl20
Glenn Holt,WR,23.047,2007-09-16,NFL,CIN,@,CLE,L 45-51,2,2,Sun,6,177,29.50,0,HoltGl00
Mark Jones,WR,26.317,2007-09-16,NFL,TAM,,NOR,W 31-14,2,2,Sun,1,36,36.00,0,JoneMa01
Reggie Kelly,TE,30.206,2007-09-16,NFL,CIN,@,CLE,L 45-51,2,2,Sun,1,15,15.00,0,KellRe00
Antwan Lake,DT,28.068,2007-09-16,NFL,NOR,@,TAM,L 14-31,2,2,Sun,1,10,10.00,0,LakeAn20
Jerome Mathis,WR,24.052,2007-09-16,NFL,HOU,@,CAR,W 34-21,2,2,Sun,2,36,18.00,0,MathJe00
Justin McCareins,WR,28.289,2007-09-16,NFL,NYJ,@,BAL,L 13-20,2,2,Sun,1,12,12.00,0,McCaJu00
Terrence McGee,LCB,26.337,2007-09-16,NFL,BUF,@,PIT,L 3-26,2,2,Sun,6,170,28.33,0,McGeTe99
Justin Miller,CB-K,23.214,2007-09-16,NFL,NYJ,@,BAL,L 13-20,2,2,Sun,1,22,22.00,0,MillJu99
Lance Moore,WR,24.016,2007-09-16,NFL,NOR,@,TAM,L 14-31,2,2,Sun,3,50,16.67,0,MoorLa00
Ryan Neufeld,FB,31.298,2007-09-16,NFL,BUF,@,PIT,L 3-26,2,2,Sun,1,7,7.00,0,NeufRy00
Jerious Norwood,RB,24.049,2007-09-16,NFL,ATL,@,JAX,L 7-13,2,2,Sun,2,44,22.00,0,NorwJe00
Alvin Pearman,RB,25.037,2007-09-16,NFL,SEA,@,ARI,L 20-23,2,2,Sun,2,38,19.00,0,PearAl00
Tab Perry,WR,25.239,2007-09-16,NFL,CIN,@,CLE,L 45-51,2,2,Sun,3,51,17.00,0,PerrTa00
Allen Rossum,CB,31.329,2007-09-16,NFL,PIT,,BUF,W 26-3,2,2,Sun,2,58,29.00,0,RossAl99
T.J. Rushing,DB,24.100,2007-09-16,NFL,IND,@,TEN,W 22-20,2,2,Sun,4,106,26.50,0,RushT.20
Darren Sproles,RB-K,24.088,2007-09-16,NFL,SDG,@,NWE,L 14-38,2,2,Sun,1,20,20.00,0,SproDa00
Tyson Thompson,RB,26.118,2007-09-16,NFL,DAL,@,MIA,W 37-20,2,2,Sun,1,18,18.00,0,ThomTy00
Michael Turner,RB,25.215,2007-09-16,NFL,SDG,@,NWE,L 14-38,2,2,Sun,4,98,24.50,0,TurnMi00
Tramon Williams,CB,24.184,2007-09-16,NFL,GNB,@,NYG,W 35-13,2,2,Sun,2,68,34.00,0,WillTr99
Troy Williamson,WR,24.139,2007-09-16,NFL,MIN,@,DET,L 17-20,2,2,Sun,3,81,27.00,0,WillTr01
Wallace Wright,WR,23.227,2007-09-16,NFL,NYJ,@,BAL,L 13-20,2,2,Sun,1,28,28.00,0,WrigWa00
DeShawn Wynn,RB,23.342,2007-09-16,NFL,GNB,@,NYG,W 35-13,2,2,Sun,1,15,15.00,0,WynnDe00
Correll Buckhalter,RB,28.346,2007-09-17,NFL,PHI,,WAS,L 12-20,2,2,Mon,4,102,25.50,0,BuckCo00
Rock Cartwright,RB,27.288,2007-09-17,NFL,WAS,@,PHI,W 20-12,2,2,Mon,5,130,26.00,0,CartRo01
Montae Reagor,DT,30.080,2007-09-17,NFL,PHI,,WAS,L 12-20,2,2,Mon,1,14,14.00,0,ReagMo20
Aundrae Allison,WR,21.156,2007-09-23,NFL,MIN,@,KAN,L 10-13,3,3,Sun,3,60,20.00,0,AlliAu00
J.J. Arrington,RB,24.243,2007-09-23,NFL,ARI,@,BAL,L 23-26,3,3,Sun,3,63,21.00,0,ArriJ.00
Steve Breaston,WR,24.034,2007-09-23,NFL,ARI,@,BAL,L 23-26,3,3,Sun,1,33,33.00,0,BreaSt00
Correll Buckhalter,RB,28.352,2007-09-23,NFL,PHI,,DET,W 56-21,3,3,Sun,4,82,20.50,0,BuckCo00
Brian Calhoun,RB,23.138,2007-09-23,NFL,DET,@,PHI,L 21-56,3,3,Sun,5,121,24.20,0,CalhBr00
Chris Carr,CB,24.146,2007-09-23,NFL,OAK,,CLE,W 26-24,3,3,Sun,4,79,19.75,0,CarrCh22
Rock Cartwright,RB,27.294,2007-09-23,NFL,WAS,,NYG,L 17-24,3,3,Sun,5,140,28.00,0,CartRo01
Jerricho Cotchery,WR,25.099,2007-09-23,NFL,NYJ,,MIA,W 31-28,3,3,Sun,1,14,14.00,0,CotcJe00
Josh Cribbs,WR,24.106,2007-09-23,NFL,CLE,@,OAK,L 24-26,3,3,Sun,4,174,43.50,1,CribJo01
Najeh Davenport,RB,28.227,2007-09-23,NFL,PIT,,SFO,W 37-16,3,3,Sun,1,12,12.00,0,DaveNa00
Reuben Droughns,RB,29.033,2007-09-23,NFL,NYG,@,WAS,W 24-17,3,3,Sun,3,76,25.33,0,DrouRe00
Eddie Drummond,WR,27.164,2007-09-23,NFL,KAN,,MIN,W 13-10,3,3,Sun,2,55,27.50,0,DrumEd00
Yamon Figurs,WR/R,24.256,2007-09-23,NFL,BAL,,ARI,W 26-23,3,3,Sun,2,64,32.00,0,FiguYa00
Ted Ginn,WR,22.164,2007-09-23,NFL,MIA,@,NYJ,L 28-31,3,3,Sun,3,80,26.67,0,GinnTe00
Nick Goings,RB,29.240,2007-09-23,NFL,CAR,@,ATL,W 27-20,3,3,Sun,1,20,20.00,0,GoinNi00
Dante Hall,WR,29.022,2007-09-23,NFL,STL,@,TAM,L 3-24,3,3,Sun,3,47,15.67,0,HallDa00
Devin Hester,KR/P,24.323,2007-09-23,NFL,CHI,,DAL,L 10-34,3,3,Sun,5,86,17.20,0,HestDe99
Maurice Hicks,RB,29.063,2007-09-23,NFL,SFO,@,PIT,L 16-37,3,3,Sun,4,86,21.50,0,HickMa00
Domenik Hixon,WR,22.350,2007-09-23,NFL,DEN,,JAX,L 14-23,3,3,Sun,4,92,23.00,0,HixoDo00
Ellis Hobbs,RCB,24.130,2007-09-23,NFL,NWE,,BUF,W 38-7,3,3,Sun,1,33,33.00,0,HobbEl20
Glenn Holt,WR,23.054,2007-09-23,NFL,CIN,@,SEA,L 21-24,3,3,Sun,5,108,21.60,0,HoltGl00
Adam Jennings,WR,24.310,2007-09-23,NFL,ATL,,CAR,L 20-27,3,3,Sun,1,28,28.00,0,JennAd00
Mark Jones,WR,26.324,2007-09-23,NFL,TAM,,STL,W 24-3,3,3,Sun,1,36,36.00,0,JoneMa01
Maurice Jones-Drew,RB/K,22.184,2007-09-23,NFL,JAX,@,DEN,W 23-14,3,3,Sun,3,89,29.67,0,DrewMa00
Reggie Kelly,TE,30.213,2007-09-23,NFL,CIN,@,SEA,L 21-24,3,3,Sun,1,15,15.00,0,KellRe00
Luke Lawton,RB,27.028,2007-09-23,NFL,IND,@,HOU,W 30-24,3,3,Sun,1,22,22.00,0,LawtLu00
Danieal Manning,FS,25.045,2007-09-23,NFL,CHI,,DAL,L 10-34,3,3,Sun,1,20,20.00,0,MannDa21
Jerome Mathis,WR,24.059,2007-09-23,NFL,HOU,,IND,L 24-30,3,3,Sun,7,233,33.29,1,MathJe00
Travis Minor,RB,28.085,2007-09-23,NFL,STL,@,TAM,L 3-24,3,3,Sun,1,3,3.00,0,MinoTr00
Jerious Norwood,RB,24.056,2007-09-23,NFL,ATL,,CAR,L 20-27,3,3,Sun,5,145,29.00,0,NorwJe00
Alvin Pearman,RB,25.044,2007-09-23,NFL,SEA,,CIN,W 24-21,3,3,Sun,1,33,33.00,0,PearAl00
Ryne Robinson,WR,22.323,2007-09-23,NFL,CAR,@,ATL,W 27-20,3,3,Sun,1,17,17.00,0,RobiRy00
Allen Rossum,CB,31.336,2007-09-23,NFL,PIT,,SFO,W 37-16,3,3,Sun,2,120,60.00,1,RossAl99
T.J. Rushing,DB,24.107,2007-09-23,NFL,IND,@,HOU,W 30-24,3,3,Sun,4,106,26.50,0,RushT.20
Josh Scobey,RB,27.286,2007-09-23,NFL,BUF,@,NWE,L 7-38,3,3,Sun,5,112,22.40,0,ScobJo00
Brad Smith,QB,23.285,2007-09-23,NFL,NYJ,,MIA,W 31-28,3,3,Sun,2,54,27.00,0,SmitBr01
Darren Sproles,RB/K,24.095,2007-09-23,NFL,SDG,@,GNB,L 24-31,3,3,Sun,3,76,25.33,0,SproDa00
Tyson Thompson,RB,26.125,2007-09-23,NFL,DAL,@,CHI,W 34-10,3,3,Sun,2,13,6.50,0,ThomTy00
Delanie Walker,TE,23.042,2007-09-23,NFL,SFO,@,PIT,L 16-37,3,3,Sun,3,63,21.00,0,WalkHu00
Troy Walters,WR,30.282,2007-09-23,NFL,DET,@,PHI,L 21-56,3,3,Sun,1,29,29.00,0,WaltTr00
Leon Washington,RB-K,25.025,2007-09-23,NFL,NYJ,,MIA,W 31-28,3,3,Sun,2,111,55.50,1,WashLe00
Tramon Williams,CB,24.191,2007-09-23,NFL,GNB,,SDG,W 31-24,3,3,Sun,4,59,14.75,0,WillTr99
Ray Willis,T,25.041,2007-09-23,NFL,SEA,,CIN,W 24-21,3,3,Sun,1,0,0.00,0,WillRa22
Josh Wilson,CB,22.196,2007-09-23,NFL,SEA,,CIN,W 24-21,3,3,Sun,2,93,46.50,0,WilsJo99
Michael Griffin,DB,22.263,2007-09-24,NFL,TEN,@,NOR,W 31-14,3,3,Mon,1,48,48.00,0,GrifMi99
Lance Moore,WR,24.024,2007-09-24,NFL,NOR,,TEN,L 14-31,3,3,Mon,3,54,18.00,0,MoorLa00
Aaron Stecker,RB,31.315,2007-09-24,NFL,NOR,,TEN,L 14-31,3,3,Mon,3,79,26.33,0,StecAa00
Shaun Bodiford,WR,25.149,2007-09-30,NFL,GNB,@,MIN,W 23-16,4,4,Sun,1,22,22.00,0,BodiSh00
Steve Breaston,WR,24.041,2007-09-30,NFL,ARI,,PIT,W 21-14,4,4,Sun,2,55,27.50,0,BreaSt00
Brian Calhoun,RB,23.145,2007-09-30,NFL,DET,,CHI,W 37-27,4,4,Sun,1,18,18.00,0,CalhBr00
Chris Carr,CB,24.153,2007-09-30,NFL,OAK,@,MIA,W 35-17,4,4,Sun,4,84,21.00,0,CarrCh22
Jesse Chatman,RB,28.008,2007-09-30,NFL,MIA,,OAK,L 17-35,4,4,Sun,1,21,21.00,0,ChatJe00
Michael Clayton,WR,24.352,2007-09-30,NFL,TAM,@,CAR,W 20-7,4,4,Sun,1,19,19.00,0,ClayMi00
Josh Cribbs,WR,24.113,2007-09-30,NFL,CLE,,BAL,W 27-13,4,4,Sun,3,94,31.33,0,CribJo01
Najeh Davenport,RB,28.234,2007-09-30,NFL,PIT,@,ARI,L 14-21,4,4,Sun,1,22,22.00,0,DaveNa00
Reuben Droughns,RB,29.040,2007-09-30,NFL,NYG,,PHI,W 16-3,4,4,Sun,1,32,32.00,0,DrouRe00
Eddie Drummond,WR,27.171,2007-09-30,NFL,KAN,@,SDG,W 30-16,4,4,Sun,3,50,16.67,0,DrumEd00
Yamon Figurs,WR/R,24.263,2007-09-30,NFL,BAL,@,CLE,L 13-27,4,4,Sun,4,94,23.50,0,FiguYa00
Casey Fitzsimmons,TE,26.355,2007-09-30,NFL,DET,,CHI,W 37-27,4,4,Sun,1,41,41.00,1,FitzCa00
Ted Ginn,WR,22.171,2007-09-30,NFL,MIA,,OAK,L 17-35,4,4,Sun,3,58,19.33,0,GinnTe00
Nick Goings,RB,29.247,2007-09-30,NFL,CAR,,TAM,L 7-20,4,4,Sun,3,53,17.67,0,GoinNi00
Dante Hall,WR,29.029,2007-09-30,NFL,STL,@,DAL,L 7-35,4,4,Sun,5,151,30.20,0,HallDa00
Devin Hester,KR/P,24.330,2007-09-30,NFL,CHI,@,DET,L 27-37,4,4,Sun,7,219,31.29,1,HestDe99
Maurice Hicks,RB,29.070,2007-09-30,NFL,SFO,,SEA,L 3-23,4,4,Sun,4,92,23.00,0,HickMa00
Domenik Hixon,WR,22.357,2007-09-30,NFL,DEN,@,IND,L 20-38,4,4,Sun,5,110,22.00,0,HixoDo00
Kenton Keith,RB,27.078,2007-09-30,NFL,IND,,DEN,W 38-20,4,4,Sun,1,15,15.00,0,KeitKe00
Vonta Leach,FB,25.328,2007-09-30,NFL,HOU,@,ATL,L 16-26,4,4,Sun,1,14,14.00,0,LeacVo00
Terrence McGee,RCB,26.351,2007-09-30,NFL,BUF,,NYJ,W 17-14,4,4,Sun,3,60,20.00,0,McGeTe99
Brandon Middleton,WR,26.271,2007-09-30,NFL,DET,,CHI,W 37-27,4,4,Sun,3,70,23.33,0,MiddBr00
Jerious Norwood,RB,24.063,2007-09-30,NFL,ATL,,HOU,W 26-16,4,4,Sun,3,68,22.67,0,NorwJe00
Ben Obomanu,WR,23.335,2007-09-30,NFL,SEA,@,SFO,W 23-3,4,4,Sun,1,22,22.00,0,ObomBe00
Adrian Peterson,RB,22.193,2007-09-30,NFL,MIN,,GNB,L 16-23,4,4,Sun,3,98,32.67,0,PeteAd01
J.R. Reed,KR,25.231,2007-09-30,NFL,PHI,@,NYG,L 3-16,4,4,Sun,4,98,24.50,0,ReedJ.20
Allen Rossum,CB,31.343,2007-09-30,NFL,PIT,@,ARI,L 14-21,4,4,Sun,2,44,22.00,0,RossAl99
T.J. Rushing,DB,24.114,2007-09-30,NFL,IND,,DEN,W 38-20,4,4,Sun,4,112,28.00,0,RushT.20
Visanthe Shiancoe,TE,27.104,2007-09-30,NFL,MIN,,GNB,L 16-23,4,4,Sun,1,0,0.00,0,ShiaVi00
Darren Sproles,RB/K,24.102,2007-09-30,NFL,SDG,,KAN,L 16-30,4,4,Sun,6,161,26.83,0,SproDa00
Tyson Thompson,RB,26.132,2007-09-30,NFL,DAL,,STL,W 35-7,4,4,Sun,1,20,20.00,0,ThomTy00
Leon Washington,RB-K,25.032,2007-09-30,NFL,NYJ,@,BUF,L 14-17,4,4,Sun,2,54,27.00,0,WashLe00
DeAngelo Williams,RB,24.158,2007-09-30,NFL,CAR,,TAM,L 7-20,4,4,Sun,1,29,29.00,0,WillDe02
Tramon Williams,CB,24.198,2007-09-30,NFL,GNB,@,MIN,W 23-16,4,4,Sun,2,45,22.50,0,WillTr99
Jason Wright,RB,25.080,2007-09-30,NFL,CLE,,BAL,W 27-13,4,4,Sun,1,20,20.00,0,WrigJa01
Dexter Wynn,CB,26.217,2007-09-30,NFL,HOU,@,ATL,L 16-26,4,4,Sun,4,117,29.25,0,WynnDe20
Willie Andrews,DB,23.333,2007-10-01,NFL,NWE,@,CIN,W 34-13,4,4,Mon,1,24,24.00,0,AndrWi20
Ellis Hobbs,RCB,24.138,2007-10-01,NFL,NWE,@,CIN,W 34-13,4,4,Mon,3,79,26.33,0,HobbEl20
Glenn Holt,WR,23.062,2007-10-01,NFL,CIN,,NWE,L 13-34,4,4,Mon,6,129,21.50,0,HoltGl00
J.J. Arrington,RB,24.257,2007-10-07,NFL,ARI,@,STL,W 34-31,5,5,Sun,4,78,19.50,0,ArriJ.00
Steve Breaston,WR,24.048,2007-10-07,NFL,ARI,@,STL,W 34-31,5,5,Sun,2,55,27.50,0,BreaSt00
Rock Cartwright,RB,27.308,2007-10-07,NFL,WAS,,DET,W 34-3,4,5,Sun,2,46,23.00,0,CartRo01
Brian Clark,WR,23.285,2007-10-07,NFL,DEN,,SDG,L 3-41,5,5,Sun,3,70,23.33,0,ClarBr00
Patrick Cobbs,RB,24.249,2007-10-07,NFL,MIA,@,HOU,L 19-22,5,5,Sun,1,6,6.00,0,CobbPa00
Josh Cribbs,WR,24.120,2007-10-07,NFL,CLE,@,NWE,L 17-34,5,5,Sun,5,118,23.60,0,CribJo01
Reuben Droughns,RB,29.047,2007-10-07,NFL,NYG,,NYJ,W 35-24,5,5,Sun,3,62,20.67,0,DrouRe00
Eddie Drummond,WR,27.178,2007-10-07,NFL,KAN,,JAX,L 7-17,5,5,Sun,3,54,18.00,0,DrumEd00
John Gilmore,TE,28.016,2007-10-07,NFL,CHI,@,GNB,W 27-20,5,5,Sun,2,15,7.50,0,GilmJo00
Ted Ginn,WR,22.178,2007-10-07,NFL,MIA,@,HOU,L 19-22,5,5,Sun,5,176,35.20,0,GinnTe00
Michael Griffin,DB,22.276,2007-10-07,NFL,TEN,,ATL,W 20-13,4,5,Sun,3,75,25.00,0,GrifMi99
Marques Hagans,QB,24.282,2007-10-07,NFL,STL,,ARI,L 31-34,5,5,Sun,1,20,20.00,0,HagaMa00
Dante Hall,WR,29.036,2007-10-07,NFL,STL,,ARI,L 31-34,5,5,Sun,4,105,26.25,0,HallDa00
Maurice Hicks,RB,29.077,2007-10-07,NFL,SFO,,BAL,L 7-9,5,5,Sun,4,104,26.00,0,HickMa00
Ellis Hobbs,RCB,24.144,2007-10-07,NFL,NWE,,CLE,W 34-17,5,5,Sun,1,18,18.00,0,HobbEl20
Israel Idonije,DE,26.324,2007-10-07,NFL,CHI,@,GNB,W 27-20,5,5,Sun,2,2,1.00,0,IdonIs20
Mark Jones,WR,26.338,2007-10-07,NFL,TAM,@,IND,L 14-33,5,5,Sun,5,137,27.40,0,JoneMa01
Maurice Jones-Drew,RB,22.198,2007-10-07,NFL,JAX,@,KAN,W 17-7,4,5,Sun,1,29,29.00,0,DrewMa00
Stanley McClover,DE,22.295,2007-10-07,NFL,CAR,@,NOR,W 16-13,5,5,Sun,1,0,0.00,0,McClSt20
Gene Mruczkowski,G,27.123,2007-10-07,NFL,MIA,@,HOU,L 19-22,5,5,Sun,1,9,9.00,0,MrucGe20
Jerious Norwood,RB,24.070,2007-10-07,NFL,ATL,@,TEN,L 13-20,5,5,Sun,3,144,48.00,0,NorwJe00
Ben Obomanu,WR,23.342,2007-10-07,NFL,SEA,@,PIT,L 0-21,5,5,Sun,3,66,22.00,0,ObomBe00
Cory Ross,RB,25.015,2007-10-07,NFL,BAL,@,SFO,W 9-7,5,5,Sun,1,18,18.00,0,RossCo00
Sean Ryan,TE,27.194,2007-10-07,NFL,NYJ,@,NYG,L 24-35,5,5,Sun,1,18,18.00,0,RyanSe00
Brad Smith,WR,23.299,2007-10-07,NFL,NYJ,@,NYG,L 24-35,5,5,Sun,1,27,27.00,0,SmitBr01
Darren Sproles,RB/K,24.109,2007-10-07,NFL,SDG,@,DEN,W 41-3,5,5,Sun,2,49,24.50,0,SproDa00
Pierre Thomas,RB,22.293,2007-10-07,NFL,NOR,,CAR,L 13-16,4,5,Sun,4,100,25.00,0,ThomPi00
Craphonso Thorpe,WR,24.102,2007-10-07,NFL,IND,,TAM,W 33-14,5,5,Sun,3,58,19.33,0,ThorCr00
