Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
Nate Kaeding,K,25.167,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,2,2,100.0,,1,0.0,,,0,2,kaedinat01
John Kasay,K,37.317,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,3,3,100.0,2,3,66.7,,,0,9,kasayjoh01
Rian Lindell,K,30.232,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,2,2,100.0,,1,0.0,,,0,2,linderia01
Ryan Longwell,K,33.024,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,3,3,100.0,1,1,100.0,,,0,6,longwrya01
Justin Medlock,K,23.321,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,,,,1,2,50.0,,,0,3,MedlJu20
Matt Prater,K,23.030,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,,,,1,2,50.0,,,0,3,PratMa20
Jeff Reed,K,28.153,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,4,4,100.0,2,2,100.0,,,0,10,reedxjef01
Josh Scobee,PK,25.078,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,1,1,100.0,1,1,100.0,,,0,4,scobejos01
Shaun Suisham,K,25.254,2007-09-09,NFL,WAS,,MIA,W 16-13,1,1,Sun,1,1,100.0,3,3,100.0,,,0,10,suishsha01
Lawrence Tynes,PK,29.129,2007-09-09,NFL,NYG,@,DAL,L 35-45,1,1,Sun,2,2,100.0,3,3,100.0,,,0,11,tyneslaw01
Jeff Wilkins,K,35.143,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,1,1,100.0,2,2,100.0,,,0,7,wilkijef01
Shayne Graham,K,29.275,2007-09-10,NFL,CIN,,BAL,W 27-20,1,1,Mon,1,1,100.0,2,3,66.7,,,0,7,grahasha01
Joe Nedney,K,34.172,2007-09-10,NFL,SFO,,ARI,W 20-17,1,1,Mon,2,2,100.0,2,2,100.0,,,0,8,nednejoe01
Neil Rackers,K,31.025,2007-09-10,NFL,ARI,@,SFO,L 17-20,1,1,Mon,2,2,100.0,1,1,100.0,,,0,5,rackenei01
Matt Stover,K,39.226,2007-09-10,NFL,BAL,@,CIN,L 20-27,1,1,Mon,2,2,100.0,2,2,100.0,,,0,8,stovemat01
Rob Bironas,PK,29.230,2007-09-16,NFL,TEN,,IND,L 20-22,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,bironrob01
Josh Brown,K,28.140,2007-09-16,NFL,SEA,@,ARI,L 20-23,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,brownjos01
Kris Brown,K,30.267,2007-09-16,NFL,HOU,@,CAR,W 34-21,2,2,Sun,4,4,100.0,2,2,100.0,,,0,10,brownkri01
Matt Bryant,K,32.110,2007-09-16,NFL,TAM,,NOR,W 31-14,2,2,Sun,4,4,100.0,1,1,100.0,,,0,7,bryanmat01
John Carney,PK,43.149,2007-09-16,NFL,JAX,,ATL,W 13-7,2,2,Sun,1,1,100.0,2,2,100.0,,,0,7,carnejoh01
Mason Crosby,K,23.013,2007-09-16,NFL,GNB,@,NYG,W 35-13,2,2,Sun,5,5,100.0,,1,0.0,,,0,5,CrosMa20
Phil Dawson,K,32.236,2007-09-16,NFL,CLE,,CIN,W 51-45,2,2,Sun,6,6,100.0,3,3,100.0,,,0,15,dawsophi01
Jason Elam,K,37.192,2007-09-16,NFL,DEN,,OAK,W 23-20,2,2,Sun,2,2,100.0,3,4,75.0,,,0,11,elamxjas01
Jay Feely,K,31.116,2007-09-16,NFL,MIA,,DAL,L 20-37,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,feelyjay01
Nick Folk,K,22.315,2007-09-16,NFL,DAL,@,MIA,W 37-20,2,2,Sun,4,4,100.0,3,3,100.0,,,0,13,FolkNi20
Stephen Gostkowski,K,23.231,2007-09-16,NFL,NWE,,SDG,W 38-14,2,2,Sun,5,5,100.0,1,2,50.0,,,0,8,GostSt20
Robbie Gould,K,24.284,2007-09-16,NFL,CHI,,KAN,W 20-10,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,gouldrob01
Shayne Graham,K,29.281,2007-09-16,NFL,CIN,@,CLE,L 45-51,2,2,Sun,6,6,100.0,1,1,100.0,,,0,9,grahasha01
Jason Hanson,K,37.091,2007-09-16,NFL,DET,,MIN,W 20-17,2,2,Sun,2,2,100.0,2,3,66.7,,,0,8,hansojas01
Sebastian Janikowski,K,29.198,2007-09-16,NFL,OAK,@,DEN,L 20-23,2,2,Sun,1,1,100.0,1,2,50.0,,,0,4,janikseb01
Rian Lindell,K,30.239,2007-09-16,NFL,BUF,@,PIT,L 3-26,2,2,Sun,,,,1,1,100.0,,,0,3,linderia01
Ryan Longwell,K,33.031,2007-09-16,NFL,MIN,@,DET,L 17-20,2,2,Sun,2,2,100.0,1,2,50.0,,,0,5,longwrya01
Olindo Mare,K,34.102,2007-09-16,NFL,NOR,@,TAM,L 14-31,2,2,Sun,2,2,100.0,,1,0.0,,,0,2,marexoli01
Joe Nedney,K,34.178,2007-09-16,NFL,SFO,@,STL,W 17-16,2,2,Sun,2,2,100.0,1,1,100.0,,,0,5,nednejoe01
Mike Nugent,K,25.198,2007-09-16,NFL,NYJ,@,BAL,L 13-20,2,2,Sun,1,1,100.0,2,3,66.7,,,0,7,nugenmik01
Matt Prater,PK,23.037,2007-09-16,NFL,ATL,@,JAX,L 7-13,2,2,Sun,1,1,100.0,,2,0.0,,,0,1,PratMa20
Neil Rackers,K,31.031,2007-09-16,NFL,ARI,,SEA,W 23-20,2,2,Sun,2,2,100.0,3,4,75.0,,,0,11,rackenei01
Dave Rayner,K,24.325,2007-09-16,NFL,KAN,@,CHI,L 10-20,2,2,Sun,1,1,100.0,1,2,50.0,,,0,4,raynedav01
Jeff Reed,K,28.160,2007-09-16,NFL,PIT,,BUF,W 26-3,2,2,Sun,2,2,100.0,4,4,100.0,,,0,14,reedxjef01
Matt Stover,K,39.232,2007-09-16,NFL,BAL,,NYJ,W 20-13,2,2,Sun,2,2,100.0,2,3,66.7,,,0,8,stovemat01
Lawrence Tynes,PK,29.136,2007-09-16,NFL,NYG,,GNB,L 13-35,2,2,Sun,1,1,100.0,2,3,66.7,,,0,7,tyneslaw01
Adam Vinatieri,K,34.262,2007-09-16,NFL,IND,@,TEN,W 22-20,2,2,Sun,1,2,50.0,3,4,75.0,,,0,10,vinatada01
Jeff Wilkins,K,35.150,2007-09-16,NFL,STL,,SFO,L 16-17,2,2,Sun,1,1,100.0,3,4,75.0,,,0,10,wilkijef01
David Akers,K,32.282,2007-09-17,NFL,PHI,,WAS,L 12-20,2,2,Mon,,,,4,4,100.0,,,0,12,akersdav01
Shaun Suisham,K,25.262,2007-09-17,NFL,WAS,@,PHI,W 20-12,2,2,Mon,2,2,100.0,2,2,100.0,,,0,8,suishsha01
Morten Andersen*,K,47.035,2007-09-23,NFL,ATL,,CAR,L 20-27,3,3,Sun,2,2,100.0,2,2,100.0,,,0,8,andermor01
Josh Brown,K,28.147,2007-09-23,NFL,SEA,,CIN,W 24-21,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,brownjos01
Kris Brown,K,30.274,2007-09-23,NFL,HOU,,IND,L 24-30,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,brownkri01
Matt Bryant,K,32.117,2007-09-23,NFL,TAM,,STL,W 24-3,3,3,Sun,3,3,100.0,1,2,50.0,,,0,6,bryanmat01
John Carney,PK,43.156,2007-09-23,NFL,JAX,@,DEN,W 23-14,3,3,Sun,2,2,100.0,3,3,100.0,,,0,11,carnejoh01
Mason Crosby,K,23.020,2007-09-23,NFL,GNB,,SDG,W 31-24,3,3,Sun,4,4,100.0,1,1,100.0,,,0,7,CrosMa20
Phil Dawson,K,32.243,2007-09-23,NFL,CLE,@,OAK,L 24-26,3,3,Sun,3,3,100.0,1,2,50.0,,,0,6,dawsophi01
Jay Feely,K,31.123,2007-09-23,NFL,MIA,@,NYJ,L 28-31,3,3,Sun,2,2,100.0,2,2,100.0,,,0,8,feelyjay01
Nick Folk,K,22.322,2007-09-23,NFL,DAL,@,CHI,W 34-10,3,3,Sun,4,4,100.0,2,3,66.7,,,0,10,FolkNi20
Stephen Gostkowski,K,23.238,2007-09-23,NFL,NWE,,BUF,W 38-7,3,3,Sun,5,5,100.0,1,1,100.0,,,0,8,GostSt20
Robbie Gould,K,24.291,2007-09-23,NFL,CHI,,DAL,L 10-34,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,gouldrob01
Shayne Graham,K,29.288,2007-09-23,NFL,CIN,@,SEA,L 21-24,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,grahasha01
Jason Hanson,K,37.098,2007-09-23,NFL,DET,@,PHI,L 21-56,3,3,Sun,3,3,100.0,,1,0.0,,,0,3,hansojas01
Sebastian Janikowski,K,29.205,2007-09-23,NFL,OAK,,CLE,W 26-24,3,3,Sun,2,2,100.0,4,4,100.0,,,0,14,janikseb01
Nate Kaeding,K,25.181,2007-09-23,NFL,SDG,@,GNB,L 24-31,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,kaedinat01
John Kasay,K,37.331,2007-09-23,NFL,CAR,@,ATL,W 27-20,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,kasayjoh01
Ryan Longwell,K,33.038,2007-09-23,NFL,MIN,@,KAN,L 10-13,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,longwrya01
Joe Nedney,K,34.185,2007-09-23,NFL,SFO,@,PIT,L 16-37,3,3,Sun,1,1,100.0,3,3,100.0,,,0,10,nednejoe01
Mike Nugent,K,25.205,2007-09-23,NFL,NYJ,,MIA,W 31-28,3,3,Sun,4,4,100.0,1,1,100.0,,,0,7,nugenmik01
Neil Rackers,K,31.038,2007-09-23,NFL,ARI,@,BAL,L 23-26,3,3,Sun,2,2,100.0,3,4,75.0,,,0,11,rackenei01
Dave Rayner,K,24.332,2007-09-23,NFL,KAN,,MIN,W 13-10,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,raynedav01
Jeff Reed,K,28.167,2007-09-23,NFL,PIT,,SFO,W 37-16,3,3,Sun,4,4,100.0,3,3,100.0,,,0,13,reedxjef01
Matt Stover,K,39.239,2007-09-23,NFL,BAL,,ARI,W 26-23,3,3,Sun,2,2,100.0,4,4,100.0,,,0,14,stovemat01
Shaun Suisham,K,25.268,2007-09-23,NFL,WAS,,NYG,L 17-24,3,3,Sun,2,2,100.0,1,2,50.0,,,0,5,suishsha01
Lawrence Tynes,PK,29.143,2007-09-23,NFL,NYG,@,WAS,W 24-17,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,tyneslaw01
Adam Vinatieri,K,34.269,2007-09-23,NFL,IND,@,HOU,W 30-24,3,3,Sun,3,3,100.0,3,3,100.0,,,0,12,vinatada01
Jeff Wilkins,K,35.157,2007-09-23,NFL,STL,@,TAM,L 3-24,3,3,Sun,,,,1,3,33.3,,,0,3,wilkijef01
Rob Bironas,PK,29.238,2007-09-24,NFL,TEN,@,NOR,W 31-14,3,3,Mon,4,4,100.0,1,2,50.0,,,0,7,bironrob01
David Akers,K,32.295,2007-09-30,NFL,PHI,@,NYG,L 3-16,4,4,Sun,,,,1,2,50.0,,,0,3,akersdav01
Morten Andersen*,K,47.042,2007-09-30,NFL,ATL,,HOU,W 26-16,4,4,Sun,2,2,100.0,4,5,80.0,,,0,14,andermor01
Josh Brown,K,28.154,2007-09-30,NFL,SEA,@,SFO,W 23-3,4,4,Sun,2,2,100.0,3,3,100.0,,,0,11,brownjos01
Kris Brown,K,30.281,2007-09-30,NFL,HOU,@,ATL,L 16-26,4,4,Sun,1,1,100.0,3,4,75.0,,,0,10,brownkri01
Matt Bryant,K,32.124,2007-09-30,NFL,TAM,@,CAR,W 20-7,4,4,Sun,2,2,100.0,2,2,100.0,,,0,8,bryanmat01
Mason Crosby,K,23.027,2007-09-30,NFL,GNB,@,MIN,W 23-16,4,4,Sun,2,2,100.0,3,3,100.0,,,0,11,CrosMa20
Phil Dawson,K,32.250,2007-09-30,NFL,CLE,,BAL,W 27-13,4,4,Sun,3,3,100.0,2,2,100.0,,,0,9,dawsophi01
Jason Elam,K,37.206,2007-09-30,NFL,DEN,@,IND,L 20-38,4,4,Sun,2,2,100.0,2,2,100.0,,,0,8,elamxjas01
Jay Feely,K,31.130,2007-09-30,NFL,MIA,,OAK,L 17-35,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,feelyjay01
Robbie Gould,K,24.298,2007-09-30,NFL,CHI,@,DET,L 27-37,4,4,Sun,3,3,100.0,2,3,66.7,,,0,9,gouldrob01
Jason Hanson,K,37.105,2007-09-30,NFL,DET,,CHI,W 37-27,4,4,Sun,4,5,80.0,1,2,50.0,,,0,7,hansojas01
Nate Kaeding,K,25.188,2007-09-30,NFL,SDG,,KAN,L 16-30,4,4,Sun,1,1,100.0,3,3,100.0,,,0,10,kaedinat01
Rian Lindell,K,30.253,2007-09-30,NFL,BUF,,NYJ,W 17-14,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,linderia01
Ryan Longwell,K,33.045,2007-09-30,NFL,MIN,,GNB,L 16-23,4,4,Sun,1,1,100.0,3,3,100.0,,,0,10,longwrya01
Joe Nedney,K,34.192,2007-09-30,NFL,SFO,,SEA,L 3-23,4,4,Sun,,,,1,1,100.0,,,0,3,nednejoe01
Mike Nugent,K,25.212,2007-09-30,NFL,NYJ,@,BUF,L 14-17,4,4,Sun,2,2,100.0,,1,0.0,,,0,2,nugenmik01
Neil Rackers,K,31.045,2007-09-30,NFL,ARI,,PIT,W 21-14,4,4,Sun,3,3,100.0,,1,0.0,,,0,3,rackenei01
Dave Rayner,K,24.339,2007-09-30,NFL,KAN,@,SDG,W 30-16,4,4,Sun,3,3,100.0,3,3,100.0,,,0,12,raynedav01
Matt Stover,K,39.246,2007-09-30,NFL,BAL,@,CLE,L 13-27,4,4,Sun,1,1,100.0,2,4,50.0,,,0,7,stovemat01
Lawrence Tynes,PK,29.150,2007-09-30,NFL,NYG,,PHI,W 16-3,4,4,Sun,1,2,50.0,1,2,50.0,,,0,4,tyneslaw01
Adam Vinatieri,K,34.276,2007-09-30,NFL,IND,,DEN,W 38-20,4,4,Sun,5,5,100.0,1,1,100.0,,,0,8,vinatada01
Jeff Wilkins,K,35.164,2007-09-30,NFL,STL,@,DAL,L 7-35,4,4,Sun,1,1,100.0,,1,0.0,,,0,1,wilkijef01
Stephen Gostkowski,K,23.246,2007-10-01,NFL,NWE,@,CIN,W 34-13,4,4,Mon,4,4,100.0,2,2,100.0,,,0,10,GostSt20
Shayne Graham,K,29.296,2007-10-01,NFL,CIN,,NWE,L 13-34,4,4,Mon,1,1,100.0,2,2,100.0,,,0,7,grahasha01
Morten Andersen*,K,47.049,2007-10-07,NFL,ATL,@,TEN,L 13-20,5,5,Sun,1,1,100.0,2,3,66.7,,,0,7,andermor01
Rob Bironas,PK,29.251,2007-10-07,NFL,TEN,,ATL,W 20-13,4,5,Sun,2,2,100.0,2,3,66.7,,,0,8,bironrob01
Kris Brown,K,30.288,2007-10-07,NFL,HOU,,MIA,W 22-19,5,5,Sun,1,1,100.0,5,5,100.0,,,0,16,brownkri01
John Carney,K,43.170,2007-10-07,NFL,JAX,@,KAN,W 17-7,4,5,Sun,2,2,100.0,1,2,50.0,,,0,5,carnejoh01
Mason Crosby,K,23.034,2007-10-07,NFL,GNB,,CHI,L 20-27,5,5,Sun,2,2,100.0,2,2,100.0,,,0,8,CrosMa20
Phil Dawson,K,32.257,2007-10-07,NFL,CLE,@,NWE,L 17-34,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,dawsophi01
Jason Elam,K,37.213,2007-10-07,NFL,DEN,,SDG,L 3-41,5,5,Sun,,,,1,1,100.0,,,0,3,elamxjas01
Jay Feely,K,31.137,2007-10-07,NFL,MIA,@,HOU,L 19-22,5,5,Sun,1,1,100.0,4,4,100.0,,,0,13,feelyjay01
Stephen Gostkowski,K,23.252,2007-10-07,NFL,NWE,,CLE,W 34-17,5,5,Sun,4,4,100.0,2,2,100.0,,,0,10,GostSt20
Robbie Gould,K,24.305,2007-10-07,NFL,CHI,@,GNB,W 27-20,5,5,Sun,3,3,100.0,2,2,100.0,,,0,9,gouldrob01
Jason Hanson,K,37.112,2007-10-07,NFL,DET,@,WAS,L 3-34,5,5,Sun,,,,1,1,100.0,,,0,3,hansojas01
Nate Kaeding,K,25.195,2007-10-07,NFL,SDG,@,DEN,W 41-3,5,5,Sun,5,5,100.0,2,2,100.0,,,0,11,kaedinat01
John Kasay,K,37.345,2007-10-07,NFL,CAR,@,NOR,W 16-13,5,5,Sun,1,1,100.0,3,3,100.0,,,0,10,kasayjoh01
Michael Koenen,P,25.086,2007-10-07,NFL,ATL,@,TEN,L 13-20,5,5,Sun,,,,,2,0.0,,,0,0,koenemic01
Olindo Mare,K,34.123,2007-10-07,NFL,NOR,,CAR,L 13-16,4,5,Sun,1,1,100.0,2,4,50.0,,,0,7,marexoli01
Joe Nedney,K,34.199,2007-10-07,NFL,SFO,,BAL,L 7-9,5,5,Sun,1,1,100.0,,1,0.0,,,0,1,nednejoe01
Mike Nugent,K,25.219,2007-10-07,NFL,NYJ,@,NYG,L 24-35,5,5,Sun,3,3,100.0,1,2,50.0,,,0,6,nugenmik01
Neil Rackers,K,31.052,2007-10-07,NFL,ARI,@,STL,W 34-31,5,5,Sun,4,4,100.0,2,3,66.7,,,0,10,rackenei01
Dave Rayner,K,24.346,2007-10-07,NFL,KAN,,JAX,L 7-17,5,5,Sun,1,1,100.0,,1,0.0,,,0,1,raynedav01
Matt Stover,K,39.253,2007-10-07,NFL,BAL,@,SFO,W 9-7,5,5,Sun,,,,3,3,100.0,,,0,9,stovemat01
Shaun Suisham,K,25.282,2007-10-07,NFL,WAS,,DET,W 34-3,4,5,Sun,3,3,100.0,1,2,50.0,,,0,6,suishsha01
Adam Vinatieri,K,34.283,2007-10-07,NFL,IND,,TAM,W 33-14,5,5,Sun,3,4,75.0,2,2,100.0,,,0,9,vinatada01
Jeff Wilkins,K,35.171,2007-10-07,NFL,STL,,ARI,L 31-34,5,5,Sun,2,2,100.0,3,3,100.0,,,0,11,wilkijef01
Nick Folk,K,22.337,2007-10-08,NFL,DAL,@,BUF,W 25-24,5,5,Mon,1,1,100.0,4,4,100.0,,,0,13,FolkNi20
Rian Lindell,K,30.261,2007-10-08,NFL,BUF,,DAL,L 24-25,5,5,Mon,3,3,100.0,1,2,50.0,,,0,6,linderia01
David Akers,K,32.309,2007-10-14,NFL,PHI,@,NYJ,W 16-9,5,6,Sun,1,1,100.0,3,5,60.0,,,0,10,akersdav01
Rob Bironas,PK,29.258,2007-10-14,NFL,TEN,@,TAM,L 10-13,5,6,Sun,1,1,100.0,1,1,100.0,,,0,4,bironrob01
Josh Brown,K,28.168,2007-10-14,NFL,SEA,,NOR,L 17-28,6,6,Sun,2,2,100.0,1,2,50.0,,,0,5,brownjos01
Kris Brown,K,30.295,2007-10-14,NFL,HOU,@,JAX,L 17-37,6,6,Sun,,,,3,3,100.0,,,0,9,brownkri01
Matt Bryant,K,32.138,2007-10-14,NFL,TAM,,TEN,W 13-10,6,6,Sun,1,1,100.0,2,2,100.0,,,0,7,bryanmat01
John Carney,K,43.177,2007-10-14,NFL,JAX,,HOU,W 37-17,5,6,Sun,4,5,80.0,1,2,50.0,,,0,7,carnejoh01
Mason Crosby,K,23.041,2007-10-14,NFL,GNB,,WAS,W 17-14,6,6,Sun,2,2,100.0,1,3,33.3,,,0,5,CrosMa20
Phil Dawson,K,32.264,2007-10-14,NFL,CLE,,MIA,W 41-31,6,6,Sun,5,5,100.0,2,2,100.0,,,0,11,dawsophi01
Jay Feely,K,31.144,2007-10-14,NFL,MIA,@,CLE,L 31-41,6,6,Sun,4,4,100.0,1,1,100.0,,,0,7,feelyjay01
Nick Folk,K,22.343,2007-10-14,NFL,DAL,,NWE,L 27-48,6,6,Sun,3,3,100.0,2,2,100.0,,,0,9,FolkNi20
Stephen Gostkowski,K,23.259,2007-10-14,NFL,NWE,@,DAL,W 48-27,6,6,Sun,6,6,100.0,2,2,100.0,,,0,12,GostSt20
Robbie Gould,K,24.312,2007-10-14,NFL,CHI,,MIN,L 31-34,6,6,Sun,4,4,100.0,1,1,100.0,,,0,7,gouldrob01
Shayne Graham,K,29.309,2007-10-14,NFL,CIN,@,KAN,L 20-27,5,6,Sun,2,2,100.0,2,2,100.0,,,0,8,grahasha01
Nate Kaeding,K,25.202,2007-10-14,NFL,SDG,,OAK,W 28-14,6,6,Sun,4,4,100.0,,1,0.0,,,0,4,kaedinat01
John Kasay,K,37.352,2007-10-14,NFL,CAR,@,ARI,W 25-10,6,6,Sun,1,1,100.0,4,5,80.0,,,0,13,kasayjoh01
Ryan Longwell,K,33.059,2007-10-14,NFL,MIN,@,CHI,W 34-31,5,6,Sun,4,4,100.0,2,2,100.0,,,0,10,longwrya01
Mike Nugent,K,25.226,2007-10-14,NFL,NYJ,,PHI,L 9-16,6,6,Sun,,,,3,4,75.0,,,0,9,nugenmik01
Neil Rackers,K,31.059,2007-10-14,NFL,ARI,,CAR,L 10-25,6,6,Sun,1,1,100.0,1,1,100.0,,,0,4,rackenei01
Dave Rayner,K,24.353,2007-10-14,NFL,KAN,,CIN,W 27-20,6,6,Sun,3,3,100.0,2,2,100.0,,,0,9,raynedav01
Matt Stover,K,39.260,2007-10-14,NFL,BAL,,STL,W 22-3,6,6,Sun,1,1,100.0,5,5,100.0,,,0,16,stovemat01
Jeff Wilkins,K,35.178,2007-10-14,NFL,STL,@,BAL,L 3-22,6,6,Sun,,,,1,2,50.0,,,0,3,wilkijef01
Morten Andersen*,K,47.057,2007-10-15,NFL,ATL,,NYG,L 10-31,6,6,Mon,1,1,100.0,1,2,50.0,,,0,4,andermor01
Lawrence Tynes,PK,29.165,2007-10-15,NFL,NYG,@,ATL,W 31-10,6,6,Mon,4,4,100.0,1,1,100.0,,,0,7,tyneslaw01
David Akers,K,32.316,2007-10-21,NFL,PHI,,CHI,L 16-19,6,7,Sun,1,1,100.0,3,3,100.0,,,0,10,akersdav01
Morten Andersen*,K,47.063,2007-10-21,NFL,ATL,@,NOR,L 16-22,7,7,Sun,1,1,100.0,3,3,100.0,,,0,10,andermor01
Rob Bironas,PK,29.265,2007-10-21,NFL,TEN,@,HOU,W 38-36,6,7,Sun,2,2,100.0,8,8,100.0,,,0,26,bironrob01
Josh Brown,K,28.175,2007-10-21,NFL,SEA,,STL,W 33-6,7,7,Sun,3,3,100.0,4,4,100.0,,,0,15,brownjos01
Matt Bryant,K,32.145,2007-10-21,NFL,TAM,@,DET,L 16-23,7,7,Sun,1,1,100.0,1,2,50.0,,,0,4,bryanmat01
Jason Elam,K,37.227,2007-10-21,NFL,DEN,,PIT,W 31-28,6,7,Sun,4,4,100.0,1,1,100.0,,,0,7,elamxjas01
Nick Folk,K,22.350,2007-10-21,NFL,DAL,,MIN,W 24-14,7,7,Sun,3,3,100.0,1,2,50.0,,,0,6,FolkNi20
Robbie Gould,K,24.319,2007-10-21,NFL,CHI,@,PHI,W 19-16,7,7,Sun,1,1,100.0,4,5,80.0,,,0,13,gouldrob01
Shayne Graham,K,29.316,2007-10-21,NFL,CIN,,NYJ,W 38-31,6,7,Sun,5,5,100.0,1,1,100.0,,,0,8,grahasha01
Jason Hanson,K,37.126,2007-10-21,NFL,DET,,TAM,W 23-16,6,7,Sun,2,2,100.0,3,3,100.0,,,0,11,hansojas01
Sebastian Janikowski,K,29.233,2007-10-21,NFL,OAK,,KAN,L 10-12,6,7,Sun,1,1,100.0,1,1,100.0,,,0,4,janikseb01
Rian Lindell,K,30.274,2007-10-21,NFL,BUF,,BAL,W 19-14,6,7,Sun,1,1,100.0,4,4,100.0,,,0,13,linderia01
Ryan Longwell,K,33.066,2007-10-21,NFL,MIN,@,DAL,L 14-24,6,7,Sun,2,2,100.0,,1,0.0,,,0,2,longwrya01
Mike Nugent,K,25.233,2007-10-21,NFL,NYJ,@,CIN,L 31-38,7,7,Sun,2,2,100.0,3,3,100.0,,,0,11,nugenmik01
Neil Rackers,K,31.066,2007-10-21,NFL,ARI,@,WAS,L 19-21,7,7,Sun,1,2,50.0,,1,0.0,,,0,1,rackenei01
Dave Rayner,K,24.360,2007-10-21,NFL,KAN,@,OAK,W 12-10,7,7,Sun,,,,2,3,66.7,,,0,6,raynedav01
Jeff Reed,K,28.195,2007-10-21,NFL,PIT,@,DEN,L 28-31,6,7,Sun,4,4,100.0,,1,0.0,,,0,4,reedxjef01
Shaun Suisham,K,25.296,2007-10-21,NFL,WAS,,ARI,W 21-19,6,7,Sun,3,3,100.0,,1,0.0,,,0,3,suishsha01
Lawrence Tynes,PK,29.171,2007-10-21,NFL,NYG,,SFO,W 33-15,7,7,Sun,3,4,75.0,2,2,100.0,,,0,9,tyneslaw01
Jeff Wilkins,K,35.185,2007-10-21,NFL,STL,@,SEA,L 6-33,7,7,Sun,,,,2,3,66.7,,,0,6,wilkijef01
