Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fantasy Pts,PPR,DK Pts,FD Pts,Pass_cmp,Pass_att,Pass_yds,Pass_td,Pass_int,Run_att,Run_yds,Run_td,Rec,Rec_yds,Rec_td,Fmb,FGM,FGA,XPM,XPA,unique_id 
Muhsin Muhammad,WR,29.140,2002-09-22,NFL,CAR,@,MIN,W 21-14,3,3,Sun,6.30,12.3,12.3,9.3,0,0,0,0,0,0,0,0,6,63,0,0,,,,,MuhaMu00
Lorenzo Neal,FB,31.269,2002-09-22,NFL,CIN,@,ATL,L 3-30,3,3,Sun,1.00,3.0,3.0,2.0,0,0,0,0,0,1,3,0,2,7,0,0,,,,,NealLo00
Dennis Northcutt,WR,24.274,2002-09-22,NFL,CLE,@,TEN,W 31-28,3,3,Sun,12.40,15.4,16.4,13.9,0,0,0,0,0,0,0,0,3,24,1,0,,,,,NortDe00
Terrell Owens*,WR,28.289,2002-09-22,NFL,SFO,,WAS,W 20-10,3,3,Sun,13.10,15.1,15.1,14.1,0,0,0,0,0,1,38,1,2,33,0,0,,,,,OwenTe00
Jerome Pathon,WR,26.280,2002-09-22,NFL,NOR,@,CHI,W 29-23,3,3,Sun,13.10,18.1,18.1,15.6,0,0,0,0,0,0,0,0,5,71,1,0,,,,,PathJe00
David Patten,WR,28.034,2002-09-22,NFL,NWE,,KAN,W 41-38,3,3,Sun,16.80,23.8,26.8,20.3,0,0,0,0,0,0,0,0,7,108,1,0,,,,,PattDa00
Rodney Peete,QB,36.190,2002-09-22,NFL,CAR,@,MIN,W 21-14,3,3,Sun,8.84,8.8,10.8,10.8,20,30,221,1,2,0,0,0,0,0,0,0,,,,,PeetRo00
Todd Pinkston,WR,25.152,2002-09-22,NFL,PHI,,DAL,W 44-13,3,3,Sun,16.80,21.8,21.8,19.3,0,0,0,0,0,0,0,0,5,48,2,0,,,,,PinkTo00
Jake Plummer,QB,27.277,2002-09-22,NFL,ARI,,SDG,L 15-23,3,3,Sun,16.86,16.9,18.9,18.9,16,36,229,2,2,3,17,0,0,0,0,0,,,,,PlumJa00
Marcus Pollard,TE,30.226,2002-09-22,NFL,IND,@,HOU,W 23-3,3,3,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,,PollMa00
Clinton Portis,RB,21.021,2002-09-22,NFL,DEN,,BUF,W 28-23,3,3,Sun,16.70,17.7,20.7,17.2,0,0,0,0,0,18,103,1,1,4,0,0,,,,,PortCl00
Peerless Price,WR,25.330,2002-09-22,NFL,BUF,@,DEN,L 23-28,3,3,Sun,8.70,13.7,13.7,11.2,0,0,0,0,0,0,0,0,5,87,0,0,,,,,PricPe00
Stanley Pritchett,FB,28.274,2002-09-22,NFL,CHI,,NOR,L 23-29,3,3,Sun,1.60,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,,PritSt00
Neil Rackers,K,26.037,2002-09-22,NFL,CIN,@,ATL,L 3-30,3,3,Sun,3.00,3.0,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,rackenei01
Tim Rattay,QB,25.191,2002-09-22,NFL,SFO,,WAS,W 20-10,3,3,Sun,1.84,1.8,1.8,1.8,5,9,41,0,0,3,2,0,0,0,0,0,,,,,RattTi00
Josh Reed,WR,22.144,2002-09-22,NFL,BUF,@,DEN,L 23-28,3,3,Sun,7.20,9.2,9.2,8.2,0,0,0,0,0,0,0,0,2,12,1,0,,,,,ReedJo01
Tony Richardson,FB,30.279,2002-09-22,NFL,KAN,@,NWE,L 38-41,3,3,Sun,1.00,3.0,3.0,2.0,0,0,0,0,0,0,0,0,2,10,0,0,,,,,RichTo00
Jay Riemersma,TE,29.128,2002-09-22,NFL,BUF,@,DEN,L 23-28,3,3,Sun,4.40,8.4,8.4,6.4,0,0,0,0,0,0,0,0,4,44,0,0,,,,,RiemJa00
Frank Sanders,WR,29.217,2002-09-22,NFL,ARI,,SDG,L 15-23,3,3,Sun,1.10,3.1,3.1,2.1,0,0,0,0,0,0,0,0,2,11,0,0,,,,,SandFr00
Cory Schlesinger,FB,30.091,2002-09-22,NFL,DET,,GNB,L 31-37,3,3,Sun,6.60,8.6,9.6,7.6,0,0,0,0,0,5,12,1,2,14,0,0,,,,,SchlCo00
Darnay Scott,WR,30.077,2002-09-22,NFL,DAL,@,PHI,L 13-44,3,3,Sun,2.30,5.3,5.3,3.8,0,0,0,0,0,0,0,0,3,23,0,0,,,,,ScotDa00
Marcel Shipp,RB,24.045,2002-09-22,NFL,ARI,,SDG,L 15-23,3,3,Sun,9.10,10.1,10.1,9.6,0,0,0,0,0,0,0,0,1,31,1,0,,,,,ShipMa00
Jeremy Shockey,TE,22.035,2002-09-22,NFL,NYG,,SEA,W 9-6,3,3,Sun,4.80,8.8,8.8,6.8,0,0,0,0,0,0,0,0,4,48,0,0,,,,,ShocJe00
John Simon,RB,23.285,2002-09-22,NFL,TEN,,CLE,L 28-31,3,3,Sun,7.60,9.6,9.6,8.6,0,0,0,0,0,1,1,0,2,15,1,0,,,,,SimoJo00
David Sloan,TE,30.106,2002-09-22,NFL,NOR,@,CHI,W 29-23,3,3,Sun,3.30,5.3,5.3,4.3,0,0,0,0,0,0,0,0,2,33,0,0,,,,,SloaDa00
Antowain Smith,RB,30.192,2002-09-22,NFL,NWE,,KAN,W 41-38,3,3,Sun,15.20,15.2,15.2,15.2,0,0,0,0,0,16,92,1,0,0,0,0,,,,,SmitAn00
Emmitt Smith*,RB,33.130,2002-09-22,NFL,DAL,@,PHI,L 13-44,3,3,Sun,8.30,10.3,10.3,9.3,0,0,0,0,0,11,52,0,2,31,0,0,,,,,SmitEm00
Lamar Smith,RB,31.297,2002-09-22,NFL,CAR,@,MIN,W 21-14,3,3,Sun,28.60,30.6,33.6,29.6,0,0,0,0,0,30,154,2,2,12,0,0,,,,,SmitLa00
Rod Smith,WR,32.130,2002-09-22,NFL,DEN,,BUF,W 28-23,3,3,Sun,15.40,22.4,22.4,18.9,0,0,0,0,0,0,0,0,7,94,1,0,,,,,SmitRo01
Steve Smith,WR,23.133,2002-09-22,NFL,CAR,@,MIN,W 21-14,3,3,Sun,14.10,19.1,19.1,16.6,0,0,0,0,0,0,0,0,5,81,1,0,,,,,SmitSt01
Charles Stackhouse,FB,22.164,2002-09-22,NFL,NYG,,SEA,W 9-6,3,3,Sun,1.10,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,,StacCh00
Duce Staley,RB,27.207,2002-09-22,NFL,PHI,,DAL,W 44-13,3,3,Sun,6.50,9.5,9.5,8.0,0,0,0,0,0,11,41,0,3,24,0,0,,,,,StalDu00
Donte' Stallworth,WR,21.316,2002-09-22,NFL,NOR,@,CHI,W 29-23,3,3,Sun,10.30,14.3,14.3,12.3,0,0,0,0,0,0,0,0,4,43,1,0,,,,,StalDo00
James Stewart,HB,30.269,2002-09-22,NFL,DET,,GNB,L 31-37,3,3,Sun,20.40,22.4,22.4,21.4,0,0,0,0,0,14,88,0,2,56,1,0,,,,,StewJa00
J.J. Stokes,WR,29.351,2002-09-22,NFL,SFO,,WAS,W 20-10,3,3,Sun,2.00,6.0,6.0,4.0,0,0,0,0,0,0,0,0,4,20,0,0,,,,,StokJ.00
Tai Streets,WR,25.155,2002-09-22,NFL,SFO,,WAS,W 20-10,3,3,Sun,2.70,5.7,5.7,4.2,0,0,0,0,0,0,0,0,3,27,0,0,,,,,StreTa00
Reggie Swinton,WR,27.060,2002-09-22,NFL,DAL,@,PHI,L 13-44,3,3,Sun,7.50,10.5,10.5,9.0,0,0,0,0,0,0,0,0,3,15,0,0,,,,,SwinRe00
Anthony Thomas,RB,24.319,2002-09-22,NFL,CHI,,NOR,L 23-29,3,3,Sun,13.80,17.8,20.8,15.8,0,0,0,0,0,27,111,0,4,27,0,0,,,,,ThomAn01
Robert Thomas,FB,27.295,2002-09-22,NFL,DAL,@,PHI,L 13-44,3,3,Sun,2.00,2.0,2.0,2.0,0,0,0,0,0,3,20,0,0,0,0,0,,,,,ThomRo02
Derrius Thompson,WR,25.079,2002-09-22,NFL,WAS,@,SFO,L 10-20,3,3,Sun,1.60,3.6,3.6,2.6,0,0,0,0,0,1,-5,0,2,21,0,0,,,,,ThomDe00
James Thrash,WR,27.147,2002-09-22,NFL,PHI,,DAL,W 44-13,3,3,Sun,15.30,21.3,22.3,18.3,0,0,0,0,0,2,33,0,6,80,1,0,,,,,ThraJa00
LaDainian Tomlinson*,RB,23.091,2002-09-22,NFL,SDG,@,ARI,W 23-15,3,3,Sun,23.60,28.6,28.6,26.1,0,0,0,0,0,26,91,2,5,25,0,0,,,,,TomlLa00
Amani Toomer,WR,28.014,2002-09-22,NFL,NYG,,SEA,W 9-6,3,3,Sun,10.00,14.0,17.0,12.0,0,0,0,0,0,0,0,0,4,100,0,0,,,,,ToomAm00
James Tuthill,K,26.181,2002-09-22,NFL,WAS,@,SFO,L 10-20,3,3,Sun,4.00,4.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,tuthijam01
Mike Vanderjagt,PK,32.182,2002-09-22,NFL,IND,@,HOU,W 23-3,3,3,Sun,11.00,11.0,,11.0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,vandemik01
Michael Vick,QB,22.088,2002-09-22,NFL,ATL,,CIN,W 30-3,3,3,Sun,20.56,20.6,20.6,20.6,16,26,174,2,0,5,56,0,0,0,0,0,,,,,VickMi00
Adam Vinatieri,K,29.268,2002-09-22,NFL,NWE,,KAN,W 41-38,3,3,Sun,9.00,9.0,,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,vinatada01
Wesley Walls,TE,36.208,2002-09-22,NFL,CAR,@,MIN,W 21-14,3,3,Sun,3.60,7.6,7.6,5.6,0,0,0,0,0,0,0,0,4,36,0,0,,,,,WallWe00
Chris Walsh,WR,33.284,2002-09-22,NFL,MIN,,CAR,L 14-21,3,3,Sun,6.40,7.4,7.4,6.9,0,0,0,0,0,0,0,0,1,4,1,0,,,,,WalsCh00
Dedric Ward,WR,27.358,2002-09-22,NFL,MIA,,NYJ,W 30-3,3,3,Sun,1.70,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,,WardDe00
Lamont Warren,RB,29.261,2002-09-22,NFL,DET,,GNB,L 31-37,3,3,Sun,10.30,13.3,13.3,11.8,0,0,0,0,0,1,0,0,3,43,1,0,,,,,WarrLa00
Peter Warrick,WR-P,25.095,2002-09-22,NFL,CIN,@,ATL,L 3-30,3,3,Sun,3.40,7.4,7.4,5.4,0,0,0,0,0,0,0,0,4,34,0,0,,,,,WarrPe00
Reggie Wayne,WR,23.309,2002-09-22,NFL,IND,@,HOU,W 23-3,3,3,Sun,9.30,12.3,13.3,10.8,0,0,0,0,0,0,0,0,3,53,1,0,,,,,WaynRe00
Jonathan Wells,RB,23.063,2002-09-22,NFL,HOU,,IND,L 3-23,3,3,Sun,10.70,12.7,12.7,11.7,0,0,0,0,0,14,93,0,2,14,0,0,,,,,WellJo00
Brian Westbrook,RB/K,23.020,2002-09-22,NFL,PHI,,DAL,W 44-13,3,3,Sun,4.30,5.3,6.3,4.8,1,1,25,1,0,4,0,0,1,13,0,0,,,,,WestBr00
Dez White,WR,23.030,2002-09-22,NFL,CHI,,NOR,L 23-29,3,3,Sun,10.10,13.1,13.1,11.6,0,0,0,0,0,0,0,0,3,41,1,0,,,,,WhitDe00
Jamel White,RB,25.223,2002-09-22,NFL,CLE,@,TEN,W 31-28,3,3,Sun,8.10,17.1,17.1,12.6,0,0,0,0,0,9,43,0,9,38,0,0,,,,,WhitJa00
Michael Wiley,RB,24.260,2002-09-22,NFL,DAL,@,PHI,L 13-44,3,3,Sun,2.00,2.0,2.0,2.0,0,0,0,0,0,4,20,0,0,0,0,0,,,,,WileMi00
Moe Williams,RB,28.058,2002-09-22,NFL,MIN,,CAR,L 14-21,3,3,Sun,8.20,12.2,12.2,10.2,0,0,0,0,0,4,16,0,4,66,0,0,,,,,WillMo00
Ricky Williams,RB,25.124,2002-09-22,NFL,MIA,,NYJ,W 30-3,3,3,Sun,23.40,25.4,28.4,24.4,0,0,0,0,0,24,151,1,2,23,0,0,,,,,WillRi00
Mike Alstott,FB,28.276,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,8.00,9.0,9.0,8.5,0,0,0,0,0,5,10,1,1,10,0,0,,,,,AlstMi00
Isaac Bruce,WR,29.317,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,4.30,8.3,8.3,6.3,0,0,0,0,0,0,0,0,4,43,0,0,,,,,BrucIs00
Trung Canidate,RB,25.204,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,2.00,3.0,3.0,2.5,0,0,0,0,0,6,15,0,1,5,0,0,,,,,CaniTr00
Ernie Conwell,TE,30.037,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,2.00,4.0,4.0,3.0,0,0,0,0,0,0,0,0,2,20,0,0,,,,,ConwEr00
Ken Dilger,TE,31.233,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,3.80,8.8,8.8,6.3,0,0,0,0,0,0,0,0,5,38,0,0,,,,,DilgKe00
Rickey Dudley,TE,30.070,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,7.50,9.5,9.5,8.5,0,0,0,0,0,0,0,0,2,15,1,0,,,,,DudlRi00
Marshall Faulk*,RB,29.209,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,9.60,11.6,11.6,10.6,0,0,0,0,0,6,9,1,2,27,0,0,,,,,FaulMa00
Lamar Gordon,RB,22.259,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,11.90,13.9,13.9,12.9,0,0,0,0,0,4,44,1,2,15,0,0,,,,,GordLa00
Martin Gramatica,K,26.300,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,8.00,8.0,,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,gramamar01
Torry Holt,WR,26.110,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,13.90,25.9,28.9,19.9,0,0,0,0,0,0,0,0,12,139,0,0,,,,,HoltTo00
Brad Johnson,QB,34.010,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,11.96,12.0,12.0,12.0,23,32,199,1,0,0,0,0,0,0,0,0,,,,,JohnBr00
Keyshawn Johnson,WR,30.063,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,5.90,9.9,9.9,7.9,0,0,0,0,0,0,0,0,4,59,0,0,,,,,JohnKe00
Yo Murphy,WR,29.135,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,1.10,3.1,3.1,2.1,0,0,0,0,0,0,0,0,2,11,0,0,,,,,MurpYo00
Michael Pittman,RB,27.040,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,8.10,14.1,14.1,11.1,0,0,0,0,0,11,53,0,6,28,0,0,,,,,PittMi00
Ricky Proehl,WR,34.200,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,3.10,7.1,7.1,5.1,0,0,0,0,0,0,0,0,4,31,0,0,,,,,ProeRi00
Kurt Warner*,QB,31.093,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,5.94,5.9,12.9,9.9,30,45,301,0,4,3,19,0,0,0,0,0,,,,,WarnKu00
Terrence Wilkins,WR,27.056,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,1.20,2.2,2.2,1.7,0,0,0,0,0,1,2,0,1,10,0,0,,,,,WilkTe00
Todd Yoder,TE,24.189,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,1.60,2.6,2.6,2.1,0,0,0,0,0,0,0,0,1,16,0,0,,,,,YodeTo00
David Akers,K,27.294,2002-09-29,NFL,PHI,,HOU,W 35-17,4,4,Sun,9.00,9.0,,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,akersdav01
Derrick Alexander,WR,30.327,2002-09-29,NFL,MIN,@,SEA,L 23-48,4,4,Sun,2.40,6.4,6.4,4.4,0,0,0,0,0,0,0,0,4,24,0,0,,,,,AlexDe00
Shaun Alexander,RB,25.030,2002-09-29,NFL,SEA,,MIN,W 48-23,4,4,Sun,53.10,56.1,59.1,54.6,0,0,0,0,0,24,139,4,3,92,1,0,,,,,AlexSh00
James Allen,RB,27.185,2002-09-29,NFL,HOU,@,PHI,L 17-35,4,4,Sun,6.10,8.1,8.1,7.1,0,0,0,0,0,14,41,0,2,20,0,0,,,,,AlleJa00
Matt Allen,P,24.341,2002-09-29,NFL,NYG,@,ARI,L 7-21,4,4,Sun,1.00,1.0,1.0,1.0,0,0,0,0,0,1,10,0,0,0,0,0,,,,,AlleMa20
Mike Alstott,FB,28.282,2002-09-29,NFL,TAM,@,CIN,W 35-7,4,4,Sun,9.50,10.5,10.5,10.0,0,0,0,0,0,7,29,1,1,6,0,0,,,,,AlstMi00
Morten Andersen*,K,42.041,2002-09-29,NFL,KAN,,MIA,W 48-30,4,4,Sun,14.00,14.0,,14.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,andermor01
Gary Anderson,K,43.075,2002-09-29,NFL,MIN,@,SEA,L 23-48,4,4,Sun,5.00,5.0,,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,andergar02
Bill Baber,TE,23.255,2002-09-29,NFL,KAN,,MIA,W 48-30,4,4,Sun,6.30,7.3,7.3,6.8,0,0,0,0,0,0,0,0,1,3,1,0,,,,,BabeBi00
Karsten Bailey,WR,25.156,2002-09-29,NFL,GNB,,CAR,W 17-14,4,4,Sun,1.60,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,,BailKa00
Tiki Barber,RB,27.175,2002-09-29,NFL,NYG,@,ARI,L 7-21,4,4,Sun,14.30,20.3,21.3,17.3,0,0,0,0,0,13,55,1,6,48,0,0,,,,,BarbTi00
Anthony Becht,TE,25.052,2002-09-29,NFL,NYJ,@,JAX,L 3-28,4,4,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,,BechAn00
Brandon Bennett,HB,29.238,2002-09-29,NFL,CIN,,TAM,L 7-35,4,4,Sun,2.70,6.7,6.7,4.7,0,0,0,0,0,2,0,0,4,27,0,0,,,,,BennBr00
Drew Bennett,WR,24.034,2002-09-29,NFL,TEN,@,OAK,L 25-52,4,4,Sun,13.50,19.5,19.5,16.5,0,0,0,0,0,0,0,0,6,75,1,0,,,,,BennDr00
Michael Bennett,RB,24.047,2002-09-29,NFL,MIN,@,SEA,L 23-48,4,4,Sun,13.50,17.5,17.5,15.5,0,0,0,0,0,15,91,0,4,44,0,0,,,,,BennMi00
Jerome Bettis*,RB,30.225,2002-09-29,NFL,PIT,,CLE,W 16-13,3,4,Sun,2.40,2.4,2.4,2.4,0,0,0,0,0,14,24,0,0,0,0,0,,,,,BettJe00
Drew Bledsoe,QB,30.227,2002-09-29,NFL,BUF,,CHI,W 33-27,4,4,Sun,29.52,29.5,32.5,29.5,28,36,328,4,0,2,4,0,0,0,0,0,,,,,BledDr00
Marty Booker,WR,26.060,2002-09-29,NFL,CHI,@,BUF,L 27-33,4,4,Sun,8.20,12.2,12.2,10.2,0,0,0,0,0,0,0,0,4,82,0,0,,,,,BookMa00
David Boston,WR,24.041,2002-09-29,NFL,ARI,,NYG,W 21-7,4,4,Sun,1.80,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,,BostDa00
Corey Bradford,WR,26.295,2002-09-29,NFL,HOU,@,PHI,L 17-35,4,4,Sun,21.70,28.7,28.7,25.2,0,0,0,0,0,0,0,0,7,97,2,0,,,,,BradCo00
Kyle Brady,TE,30.258,2002-09-29,NFL,JAX,,NYJ,W 28-3,3,4,Sun,1.90,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,,,,,BradKy00
Tom Brady,QB,25.057,2002-09-29,NFL,NWE,@,SDG,L 14-21,4,4,Sun,18.42,18.4,23.4,20.4,36,53,353,2,2,1,3,0,0,0,0,0,,,,,BradTo00
Deion Branch,WR,23.073,2002-09-29,NFL,NWE,@,SDG,L 14-21,4,4,Sun,13.20,26.2,29.2,19.7,0,0,0,0,0,1,4,0,13,128,0,0,,,,,BranDe00
Drew Brees,QB,23.257,2002-09-29,NFL,SDG,,NWE,W 21-14,4,4,Sun,8.56,8.6,8.6,8.6,10,18,104,1,0,4,4,0,0,0,0,0,,,,,BreeDr00
Aaron Brooks,QB,26.189,2002-09-29,NFL,NOR,@,DET,L 21-26,4,4,Sun,17.66,17.7,20.7,19.7,27,48,269,2,2,4,49,0,0,0,0,0,,,,,BrooAa00
Dee Brown,RB,24.140,2002-09-29,NFL,CAR,@,GNB,L 14-17,4,4,Sun,3.20,3.2,4.2,3.2,0,0,0,0,0,9,52,0,0,0,0,0,,,,,BrowDe02
Kris Brown,PK,25.280,2002-09-29,NFL,HOU,@,PHI,L 17-35,4,4,Sun,5.00,5.0,,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,brownkri01
Tim Brown*,WR,36.069,2002-09-29,NFL,OAK,,TEN,W 52-25,3,4,Sun,14.80,20.8,20.8,17.8,0,0,0,0,0,1,-2,0,6,90,1,0,,,,,BrowTi00
Isaac Bruce,WR,29.323,2002-09-29,NFL,STL,,DAL,L 10-13,4,4,Sun,12.50,15.5,15.5,14.0,0,0,0,0,0,1,13,0,3,52,1,0,,,,,BrucIs00
Mark Brunell,QB,32.012,2002-09-29,NFL,JAX,,NYJ,W 28-3,3,4,Sun,8.22,8.2,8.2,8.2,10,15,173,0,0,2,13,0,0,0,0,0,,,,,BrunMa00
Antonio Bryant,WR,21.204,2002-09-29,NFL,DAL,@,STL,W 13-10,4,4,Sun,4.70,7.7,7.7,6.2,0,0,0,0,0,0,0,0,3,47,0,0,,,,,BryaAn00
Shawn Bryson,RB,25.313,2002-09-29,NFL,BUF,,CHI,W 33-27,4,4,Sun,4.00,5.0,5.0,4.5,0,0,0,0,0,11,31,0,1,9,0,0,,,,,BrysSh00
Plaxico Burress,WR,25.048,2002-09-29,NFL,PIT,,CLE,W 16-13,3,4,Sun,14.40,21.4,21.4,17.9,0,0,0,0,0,0,0,0,7,84,1,0,,,,,BurrPl00
Mark Campbell,TE,26.297,2002-09-29,NFL,CLE,@,PIT,L 13-16,4,4,Sun,1.10,3.1,3.1,2.1,0,0,0,0,0,0,0,0,2,11,0,0,,,,,CampMa00
David Carr,QB,23.070,2002-09-29,NFL,HOU,@,PHI,L 17-35,4,4,Sun,11.22,11.2,14.2,13.2,16,29,188,2,2,2,17,0,0,0,0,0,,,,,CarrDa00
Quincy Carter,QB,24.351,2002-09-29,NFL,DAL,@,STL,W 13-10,4,4,Sun,12.76,12.8,13.8,13.8,26,36,204,1,1,4,26,0,0,0,0,0,,,,,CartQu00
Larry Centers,FB,34.120,2002-09-29,NFL,BUF,,CHI,W 33-27,4,4,Sun,3.90,7.9,7.9,5.9,0,0,0,0,0,0,0,0,4,39,0,0,,,,,CentLa00
Byron Chamberlain,TE,30.347,2002-09-29,NFL,MIN,@,SEA,L 23-48,4,4,Sun,2.90,5.9,5.9,4.4,0,0,0,0,0,0,0,0,3,29,0,0,,,,,ChamBy00
Chris Chambers,WR,24.048,2002-09-29,NFL,MIA,@,KAN,L 30-48,4,4,Sun,10.20,16.2,19.2,13.2,0,0,0,0,0,0,0,0,6,102,0,0,,,,,ChamCh00
Doug Chapman,RB,25.038,2002-09-29,NFL,MIN,@,SEA,L 23-48,4,4,Sun,1.00,1.0,1.0,1.0,0,0,0,0,0,1,10,0,0,0,0,0,,,,,ChapDo00
Wayne Chrebet,WR,29.046,2002-09-29,NFL,NYJ,@,JAX,L 3-28,4,4,Sun,4.20,6.2,6.2,5.2,0,0,0,0,0,0,0,0,2,42,0,0,,,,,ChreWa00
Steve Christie,K,34.320,2002-09-29,NFL,SDG,,NWE,W 21-14,4,4,Sun,3.00,3.0,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,3,chrisste01
Laveranues Coles,WR,24.274,2002-09-29,NFL,NYJ,@,JAX,L 3-28,4,4,Sun,9.60,17.6,17.6,13.6,0,0,0,0,0,1,-1,0,8,97,0,0,,,,,ColeLa00
Kerry Collins,QB,29.273,2002-09-29,NFL,NYG,@,ARI,L 7-21,4,4,Sun,3.96,4.0,6.0,6.0,19,36,199,0,2,0,0,0,0,0,0,0,,,,,CollKe00
Curtis Conway,WR,31.259,2002-09-29,NFL,SDG,,NWE,W 21-14,4,4,Sun,13.40,16.4,16.4,14.9,0,0,0,0,0,1,5,0,3,69,1,0,,,,,ConwCu00
Ernie Conwell,TE,30.043,2002-09-29,NFL,STL,,DAL,L 10-13,4,4,Sun,3.50,5.5,5.5,4.5,0,0,0,0,0,1,2,0,2,33,0,0,,,,,ConwEr00
Tim Couch,QB,25.060,2002-09-29,NFL,CLE,@,PIT,L 13-16,4,4,Sun,1.96,2.0,4.0,4.0,16,29,144,0,2,1,2,0,0,0,0,0,,,,,CoucTi00
Daunte Culpepper,QB,25.244,2002-09-29,NFL,MIN,@,SEA,L 23-48,4,4,Sun,19.22,19.2,21.2,21.2,29,53,273,0,2,9,63,1,0,0,0,0,,,,,CulpDa00
Billy Cundiff,K,22.183,2002-09-29,NFL,DAL,@,STL,W 13-10,4,4,Sun,7.00,7.0,,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,cundibil01
Najeh Davenport,RB,23.233,2002-09-29,NFL,GNB,,CAR,W 17-14,4,4,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,3,12,0,1,2,0,0,,,,,DaveNa00
Andre' Davis,,23.109,2002-09-29,NFL,CLE,@,PIT,L 13-16,4,4,Sun,3.60,5.6,5.6,4.6,0,0,0,0,0,0,0,0,2,36,0,0,,,,,DaviAn01
John Davis,TE,29.138,2002-09-29,NFL,CHI,@,BUF,L 27-33,4,4,Sun,7.40,10.4,10.4,8.9,0,0,0,0,0,0,0,0,3,14,1,0,,,,,DaviJo00
Brian Dawkins*,FS,28.351,2002-09-29,NFL,PHI,,HOU,W 35-17,4,4,Sun,11.70,12.7,12.7,12.2,0,0,0,0,0,0,0,0,1,57,1,0,,,,,DawkBr00
Phil Dawson,K,27.249,2002-09-29,NFL,CLE,@,PIT,L 13-16,4,4,Sun,7.00,7.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,dawsophi01
Trent Dilfer,QB,30.200,2002-09-29,NFL,SEA,,MIN,W 48-23,4,4,Sun,13.38,13.4,13.4,13.4,13,28,222,1,0,3,5,0,0,0,0,0,,,,,DilfTr00
Ken Dilger,TE,31.239,2002-09-29,NFL,TAM,@,CIN,W 35-7,4,4,Sun,9.30,11.3,11.3,10.3,0,0,0,0,0,0,0,0,2,33,1,0,,,,,DilgKe00
Corey Dillon,HB,27.340,2002-09-29,NFL,CIN,,TAM,L 7-35,4,4,Sun,5.90,5.9,5.9,5.9,0,0,0,0,0,21,59,0,0,0,0,0,,,,,DillCo00
Donald Driver,WR,27.239,2002-09-29,NFL,GNB,,CAR,W 17-14,4,4,Sun,23.20,28.2,28.2,25.7,0,0,0,0,0,1,15,0,5,97,2,0,,,,,DrivDo00
Rickey Dudley,TE,30.076,2002-09-29,NFL,TAM,@,CIN,W 35-7,4,4,Sun,9.50,10.5,10.5,10.0,0,0,0,0,0,0,0,0,1,35,1,0,,,,,DudlRi00
Tim Dwight,WR,27.078,2002-09-29,NFL,SDG,,NWE,W 21-14,4,4,Sun,1.10,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,,DwigTi00
