Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Sack,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,unique_id
Cliff Avril,RDE,28.149,2014-09-04,NFL,SEA,,GNB,W 36-16,1,1,Thu,1.0,2,0,2,1,1,AvriCl99
Michael Bennett,LDE,28.295,2014-09-04,NFL,SEA,,GNB,W 36-16,1,1,Thu,2.0,2,0,2,0,3,BennMi99
Marcus Burley,CB,24.050,2014-09-04,NFL,SEA,,GNB,W 36-16,1,1,Thu,0.0,0,1,1,0,0,BurlMa00
Morgan Burnett,SS,25.234,2014-09-04,NFL,GNB,@,SEA,L 16-36,1,1,Thu,0.0,5,3,8,0,0,BurnMo99
Jarrett Bush,CB,30.106,2014-09-04,NFL,GNB,@,SEA,L 16-36,1,1,Thu,0.0,1,1,2,0,0,BushJa20
Kam Chancellor,SS,26.154,2014-09-04,NFL,SEA,,GNB,W 36-16,1,1,Thu,0.0,8,3,11,0,0,ChanKa99
Ha Ha Clinton-Dix,S,21.257,2014-09-04,NFL,GNB,@,SEA,L 16-36,1,1,Thu,1.0,3,2,5,0,0,ClinHa00
Derrick Coleman,FB,23.321,2014-09-04,NFL,SEA,,GNB,W 36-16,1,1,Thu,0.0,0,1,1,0,0,ColeDe00
Mike Daniels,RDE,25.122,2014-09-04,NFL,GNB,@,SEA,L 16-36,1,1,Thu,0.0,3,3,6,0,0,DaniMi00
A.J. Hawk,BLB,30.241,2014-09-04,NFL,GNB,@,SEA,L 16-36,1,1,Thu,0.0,4,4,8,0,0,HawkA.20
Casey Hayward,CB,24.360,2014-09-04,NFL,GNB,@,SEA,L 16-36,1,1,Thu,0.0,1,2,3,0,0,HaywCa00
Micah Hyde,FS,23.247,2014-09-04,NFL,GNB,@,SEA,L 16-36,1,1,Thu,0.0,3,2,5,0,0,HydeMi00
Bruce Irvin,LB,26.307,2014-09-04,NFL,SEA,,GNB,W 36-16,1,1,Thu,0.0,1,1,2,0,0,IrviBr00
Jeron Johnson,SS,26.084,2014-09-04,NFL,SEA,,GNB,W 36-16,1,1,Thu,0.0,1,0,1,0,0,JohnJe02
Brad Jones,MLB,28.156,2014-09-04,NFL,GNB,@,SEA,L 16-36,1,1,Thu,0.0,1,3,4,0,0,JoneBr99
Datone Jones,LDE,24.042,2014-09-04,NFL,GNB,@,SEA,L 16-36,1,1,Thu,0.0,4,1,5,0,0,JoneDa03
