Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Jarrad Page,FS,24.343,2009-09-27,NFL,KAN,@,PHI,L 14-34,3,3,Sun,0,1,0,0,0,PageJa20
Joey Porter,WLB,32.189,2009-09-27,NFL,MIA,@,SDG,L 13-23,3,3,Sun,0,1,0,0,0,PortJo00
Dunta Robinson,RCB,27.169,2009-09-27,NFL,HOU,,JAX,L 24-31,3,3,Sun,0,1,0,0,0,RobiDu20
Ahtyba Rubin,DL,23.064,2009-09-27,NFL,CLE,@,BAL,L 3-34,3,3,Sun,0,1,0,0,0,RubiAh99
Aaron Schobel,RDE,32.026,2009-09-27,NFL,BUF,,NOR,L 7-27,3,3,Sun,0,1,1,0,0,SchoAa99
Daryl Smith,OLB,27.197,2009-09-27,NFL,JAX,@,HOU,W 31-24,3,3,Sun,0,1,1,0,0,SmitDa24
Charles Tillman,LCB,28.216,2009-09-27,NFL,CHI,@,SEA,W 25-19,3,3,Sun,0,1,0,0,0,TillCh20
Jason Trusnik,LB,25.113,2009-09-27,NFL,NYJ,,TEN,W 24-17,3,3,Sun,0,1,1,0,0,TrusJa99
D.J. Williams,ILB,27.069,2009-09-27,NFL,DEN,@,OAK,W 23-3,3,3,Sun,0,1,0,0,0,WillD.20
Victor Butler,LB,22.061,2009-09-28,NFL,DAL,,CAR,W 21-7,3,3,Mon,0,1,0,0,0,ButlVi99
Terence Newman,LCB,31.024,2009-09-28,NFL,DAL,,CAR,W 21-7,3,3,Mon,0,1,0,0,0,NewmTe20
Eric Alexander,LB,27.238,2009-10-04,NFL,NWE,,BAL,W 27-21,4,4,Sun,0,1,0,0,0,AlexEr20
Gerald Alexander,SS,25.098,2009-10-04,NFL,JAX,,TEN,W 37-17,4,4,Sun,0,1,0,0,0,AlexGe99
Cliff Avril,DE,23.179,2009-10-04,NFL,DET,@,CHI,L 24-48,4,4,Sun,0,1,0,0,0,AvriCl99
C.C. Brown,FS,26.250,2009-10-04,NFL,NYG,@,KAN,W 27-16,4,4,Sun,0,2,0,0,0,BrowC.20
Ryan Denney,DE,32.111,2009-10-04,NFL,BUF,@,MIA,L 10-38,4,4,Sun,0,1,0,0,0,DennRy20
Larry English,OLB,23.255,2009-10-04,NFL,SDG,@,PIT,L 28-38,4,4,Sun,0,1,0,0,0,EnglLa99
Deon Grant,SS,30.204,2009-10-04,NFL,SEA,@,IND,L 17-34,4,4,Sun,0,1,0,0,0,GranDe21
Tamba Hali,ROLB,25.335,2009-10-04,NFL,KAN,,NYG,L 16-27,4,4,Sun,0,1,0,0,0,HaliTa20
Leon Hall,RCB,24.299,2009-10-04,NFL,CIN,@,CLE,W 23-20,4,4,Sun,0,1,0,0,0,HallLe98
David Harris,MIKE,25.256,2009-10-04,NFL,NYJ,@,NOR,L 10-24,4,4,Sun,0,1,0,0,0,HarrDa99
James Harrison,ROLB,31.153,2009-10-04,NFL,PIT,,SDG,W 38-28,4,4,Sun,0,1,0,0,0,HarrJa23
Jacob Hester,FB,24.149,2009-10-04,NFL,SDG,@,PIT,L 28-38,4,4,Sun,0,1,1,41,1,HestJa00
Renaldo Hill,S,30.326,2009-10-04,NFL,DEN,,DAL,W 17-10,4,4,Sun,0,1,0,0,0,HillRe20
Israel Idonije,DL,28.321,2009-10-04,NFL,CHI,,DET,W 48-24,4,4,Sun,0,1,0,0,0,IdonIs20
D'Qwell Jackson,ILB,26.008,2009-10-04,NFL,CLE,,CIN,L 20-23,4,4,Sun,0,1,0,0,0,JackDQ20
Jeremy Jarmon,DE,21.318,2009-10-04,NFL,WAS,,TAM,W 16-13,4,4,Sun,0,1,0,0,0,JarmJe99
DeAndre Levy,LB,22.192,2009-10-04,NFL,DET,@,CHI,L 24-48,4,4,Sun,0,1,0,0,0,LevyDe99
Kaluka Maiava,LB,22.196,2009-10-04,NFL,CLE,,CIN,L 20-23,4,4,Sun,0,1,0,0,0,MaiaKa99
Danieal Manning,FS,27.056,2009-10-04,NFL,CHI,,DET,W 48-24,4,4,Sun,0,1,0,0,0,MannDa21
Robert Mathis,RDE,28.220,2009-10-04,NFL,IND,,SEA,W 34-17,4,4,Sun,0,2,0,0,0,MathRo20
Kawika Mitchell,WLB,29.359,2009-10-04,NFL,BUF,@,MIA,L 10-38,4,4,Sun,0,1,0,0,0,MitcKa20
Haruki Nakamura,S,23.169,2009-10-04,NFL,BAL,@,NWE,L 21-27,4,4,Sun,0,1,0,0,0,NakaHa99
Shaun Phillips,OLB,28.144,2009-10-04,NFL,SDG,@,PIT,L 28-38,4,4,Sun,0,1,0,0,0,PhilSh20
Antonio Pierce,MLB,30.343,2009-10-04,NFL,NYG,@,KAN,W 27-16,4,4,Sun,0,1,0,0,0,PierAn20
DeMeco Ryans,MLB,25.068,2009-10-04,NFL,HOU,,OAK,W 29-6,4,4,Sun,0,1,0,0,0,RyanDe20
Will Smith,RDE,28.092,2009-10-04,NFL,NOR,,NYJ,W 24-10,4,4,Sun,0,1,0,0,0,SmitWi99
Terrell Suggs,RLB,26.358,2009-10-04,NFL,BAL,@,NWE,L 21-27,4,4,Sun,0,1,0,0,0,SuggTe99
Bryan Thomas,OLB,30.119,2009-10-04,NFL,NYJ,@,NOR,L 10-24,4,4,Sun,0,1,0,0,0,ThomBr21
Justin Tuck,LDE,26.189,2009-10-04,NFL,NYG,@,KAN,W 27-16,4,4,Sun,0,1,0,0,0,TuckJu20
Cameron Wake,LB,27.247,2009-10-04,NFL,MIA,,BUF,W 38-10,4,4,Sun,0,1,0,0,0,WakeCa00
DeMarcus Ware,WLB,27.065,2009-10-04,NFL,DAL,@,DEN,L 10-17,4,4,Sun,0,1,0,0,0,WareDe99
Jimmy Wilkerson,LDE,28.273,2009-10-04,NFL,TAM,@,WAS,L 13-16,4,4,Sun,0,1,0,0,0,WilkJi20
Mario Williams,RDE,24.246,2009-10-04,NFL,HOU,,OAK,W 29-6,4,4,Sun,0,1,0,0,0,WillMa22
George Wilson,SS,28.204,2009-10-04,NFL,BUF,@,MIA,L 10-38,4,4,Sun,0,1,0,0,0,WilsGe01
Jared Allen,RDE,27.185,2009-10-05,NFL,MIN,,GNB,W 30-23,4,4,Mon,0,1,0,0,0,AlleJa22
Clay Matthews,BLB,23.144,2009-10-05,NFL,GNB,@,MIN,L 23-30,4,4,Mon,0,1,1,42,1,MattCl99
Victor Abiamiri,LDE,23.270,2009-10-11,NFL,PHI,,TAM,W 33-14,4,5,Sun,0,1,0,0,0,AbiaVi99
Antoine Bethea,FS,25.076,2009-10-11,NFL,IND,@,TEN,W 31-9,5,5,Sun,0,1,0,0,0,BethAn20
Everette Brown,DE,22.065,2009-10-11,NFL,CAR,,WAS,W 20-17,4,5,Sun,0,1,0,0,0,BrowEv99
Andre Carter,DE,30.152,2009-10-11,NFL,WAS,@,CAR,L 17-20,5,5,Sun,0,1,0,0,0,CartAn20
Tyrone Carter,SS,33.194,2009-10-11,NFL,PIT,@,DET,W 28-20,5,5,Sun,0,1,0,0,0,CartTy20
Aaron Curry,OLB,23.188,2009-10-11,NFL,SEA,,JAX,W 41-0,5,5,Sun,0,1,0,0,0,CurrAa99
Na'il Diggs,SLB,31.095,2009-10-11,NFL,CAR,,WAS,W 20-17,4,5,Sun,0,1,0,0,0,DiggNa20
Tony Gilbert,LB,29.360,2009-10-11,NFL,ATL,@,SFO,W 45-10,4,5,Sun,0,1,0,0,0,GilbTo20
Kedric Golston,DT,26.134,2009-10-11,NFL,WAS,@,CAR,L 17-20,5,5,Sun,0,1,0,0,0,GolsKe20
Chad Greenway,SLB,26.272,2009-10-11,NFL,MIN,@,STL,W 38-10,5,5,Sun,0,1,0,0,0,GreeCh99
James Harrison,ROLB,31.160,2009-10-11,NFL,PIT,@,DET,W 28-20,5,5,Sun,0,1,0,0,0,HarrJa23
Vonnie Holliday,DL,33.304,2009-10-11,NFL,DEN,,NWE,W 20-17,5,5,Sun,0,1,0,0,0,HollVo20
Lawrence Jackson,DE,24.042,2009-10-11,NFL,SEA,,JAX,W 41-0,5,5,Sun,0,1,0,0,0,JackLa98
Mathias Kiwanuka,DE,26.217,2009-10-11,NFL,NYG,,OAK,W 44-7,5,5,Sun,0,1,0,0,0,KiwaMa20
LaRon Landry,FS,24.362,2009-10-11,NFL,WAS,@,CAR,L 17-20,5,5,Sun,0,1,0,0,0,LandLa99
Manny Lawson,SAM,25.090,2009-10-11,NFL,SFO,,ATL,L 10-45,5,5,Sun,0,1,0,0,0,LawsMa20
Bret Lockett,DB,23.004,2009-10-11,NFL,NWE,@,DEN,L 17-20,5,5,Sun,0,1,0,0,0,LockBr00
Jerod Mayo,LB,23.230,2009-10-11,NFL,NWE,@,DEN,L 17-20,5,5,Sun,0,1,0,0,0,MayoJe99
Kirk Morrison,MLB,27.234,2009-10-11,NFL,OAK,@,NYG,L 7-44,5,5,Sun,0,1,0,0,0,MorrKi20
Karl Paymah,CB,26.316,2009-10-11,NFL,MIN,@,STL,W 38-10,5,5,Sun,0,1,0,0,0,PaymKa20
Ed Reed*,FS,31.030,2009-10-11,NFL,BAL,,CIN,L 14-17,5,5,Sun,0,1,0,0,0,ReedEd00
Daryl Smith,OLB,27.211,2009-10-11,NFL,JAX,@,SEA,L 0-41,5,5,Sun,0,1,0,0,0,SmitDa24
Terrell Thomas,RCB,24.276,2009-10-11,NFL,NYG,,OAK,W 44-7,5,5,Sun,0,1,0,0,0,ThomTe99
Justin Tuck,LDE,26.196,2009-10-11,NFL,NYG,,OAK,W 44-7,5,5,Sun,0,1,1,0,0,TuckJu20
Jimmy Wilkerson,LDE,28.280,2009-10-11,NFL,TAM,@,PHI,L 14-33,5,5,Sun,0,1,0,0,0,WilkJi20
Pat Williams,NT,36.352,2009-10-11,NFL,MIN,@,STL,W 38-10,5,5,Sun,0,1,0,0,0,WillPa20
Patrick Willis,MIKE,24.259,2009-10-11,NFL,SFO,,ATL,L 10-45,5,5,Sun,0,2,0,0,0,WillPa98
Eugene Wilson,FS,29.055,2009-10-11,NFL,HOU,@,ARI,L 21-28,5,5,Sun,0,1,0,0,0,WilsEu20
Wesley Woodyard,ILB,23.082,2009-10-11,NFL,DEN,,NWE,W 20-17,5,5,Sun,0,1,0,0,0,WoodWe20
Jason Avant,WR,26.181,2009-10-18,NFL,PHI,@,OAK,L 9-13,5,6,Sun,0,1,0,0,0,AvanJa00
Jonathan Babineaux,UT,28.006,2009-10-18,NFL,ATL,,CHI,W 21-14,5,6,Sun,0,1,0,0,0,BabiJo20
Ron Bartell,LCB,27.238,2009-10-18,NFL,STL,@,JAX,L 20-23,6,6,Sun,0,1,0,0,0,BartRo20
Everette Brown,DE,22.072,2009-10-18,NFL,CAR,@,TAM,W 28-21,5,6,Sun,0,1,0,0,0,BrowEv99
Brian Cushing,SLB,22.267,2009-10-18,NFL,HOU,@,CIN,W 28-17,6,6,Sun,0,2,0,0,0,CushBr99
Kevin Dockery,CB,25.283,2009-10-18,NFL,NYG,@,NOR,L 27-48,6,6,Sun,0,1,0,0,0,DockKe20
Robert Geathers,LDE,26.068,2009-10-18,NFL,CIN,,HOU,L 17-28,6,6,Sun,0,1,0,0,0,GeatRo21
Cornelius Griffin,DT,32.319,2009-10-18,NFL,WAS,,KAN,L 6-14,6,6,Sun,0,1,0,0,0,GrifCo20
Clark Haggans,LOLB,32.281,2009-10-18,NFL,ARI,@,SEA,W 27-3,5,6,Sun,0,1,0,0,0,HaggCl20
Leon Hall,RCB,24.313,2009-10-18,NFL,CIN,,HOU,L 17-28,6,6,Sun,0,1,0,0,0,HallLe98
Roman Harper,SS,26.311,2009-10-18,NFL,NOR,,NYG,W 48-27,5,6,Sun,0,1,0,0,0,HarpRo21
David Hawthorne,LB,24.157,2009-10-18,NFL,SEA,,ARI,L 3-27,6,6,Sun,0,1,0,0,0,HawtDa20
Tanard Jackson,FS,24.089,2009-10-18,NFL,TAM,,CAR,L 21-28,6,6,Sun,0,1,0,0,0,JackTa99
Charles Johnson,DE,23.100,2009-10-18,NFL,CAR,@,TAM,W 28-21,5,6,Sun,0,2,0,0,0,JohnCh98
Curtis Lofton,MLB,23.138,2009-10-18,NFL,ATL,,CHI,W 21-14,5,6,Sun,0,1,0,0,0,LoftCu99
Kaluka Maiava,LB,22.210,2009-10-18,NFL,CLE,@,PIT,L 14-27,6,6,Sun,0,1,0,0,0,MaiaKa99
Brandon McDonald,RCB,24.053,2009-10-18,NFL,CLE,@,PIT,L 14-27,6,6,Sun,0,1,0,0,0,McDoBr99
Brandon McGowan,FS,26.032,2009-10-18,NFL,NWE,,TEN,W 59-0,6,6,Sun,0,1,0,0,0,McGoBr21
Brandon Meriweather,SS,25.277,2009-10-18,NFL,NWE,,TEN,W 59-0,6,6,Sun,0,1,0,0,0,MeriBr99
Kareem Moore,S,25.066,2009-10-18,NFL,WAS,,KAN,L 6-14,6,6,Sun,0,1,0,0,0,MoorKa99
Julius Peppers,RDE,29.273,2009-10-18,NFL,CAR,@,TAM,W 28-21,5,6,Sun,0,1,0,0,0,PeppJu99
Julian Peterson,OLB,31.082,2009-10-18,NFL,DET,@,GNB,L 0-26,6,6,Sun,0,2,0,0,0,PeteJu00
Myron Pryor,DL,23.127,2009-10-18,NFL,NWE,,TEN,W 59-0,6,6,Sun,0,1,0,0,0,PryoMy99
Richard Seymour,DE,30.012,2009-10-18,NFL,OAK,,PHI,W 13-9,6,6,Sun,0,1,0,0,0,SeymRi00
Lawrence Timmons,RILB,23.157,2009-10-18,NFL,PIT,,CLE,W 27-14,6,6,Sun,0,2,0,0,0,TimmLa99
Pisa Tinoisamoa,SLB,28.095,2009-10-18,NFL,CHI,@,ATL,L 14-21,5,6,Sun,0,1,0,0,0,TinoPi20
Mike Vrabel,LOLB,34.065,2009-10-18,NFL,KAN,@,WAS,W 14-6,6,6,Sun,0,1,1,0,0,VrabMi20
Kevin Williams,UT,29.063,2009-10-18,NFL,MIN,,BAL,W 33-31,6,6,Sun,0,1,0,0,0,WillKe98
Champ Bailey*,LCB,31.119,2009-10-19,NFL,DEN,@,SDG,W 34-23,6,6,Mon,0,1,0,0,0,BailCh00
Stephen Cooper,ILB,30.122,2009-10-19,NFL,SDG,,DEN,L 23-34,5,6,Mon,0,1,0,0,0,CoopSt20
Elvis Dumervil,OLB,25.273,2009-10-19,NFL,DEN,@,SDG,W 34-23,6,6,Mon,0,1,0,0,0,DumeEl20
Darrell Reid,LB/D,27.121,2009-10-19,NFL,DEN,@,SDG,W 34-23,6,6,Mon,0,1,0,0,0,ReidDa20
D.J. Williams,ILB,27.091,2009-10-19,NFL,DEN,@,SDG,W 34-23,6,6,Mon,0,1,0,0,0,WillD.20
Asher Allen,CB,21.276,2009-10-25,NFL,MIN,@,PIT,L 17-27,7,7,Sun,0,1,0,0,0,AlleAs99
Ron Bartell,LCB,27.245,2009-10-25,NFL,STL,,IND,L 6-42,7,7,Sun,0,1,0,0,0,BartRo20
Tyvon Branch,SS,22.318,2009-10-25,NFL,OAK,,NYJ,L 0-38,7,7,Sun,0,1,0,0,0,BranTy99
C.C. Brown,FS,26.271,2009-10-25,NFL,NYG,,ARI,L 17-24,7,7,Sun,0,1,0,0,0,BrowC.20
Derrick Burgess,OLB,31.074,2009-10-25,NFL,NWE,@,TAM,W 35-7,7,7,Sun,0,1,0,0,0,BurgDe99
Chris Crocker,FS,29.230,2009-10-25,NFL,CIN,,CHI,W 45-10,7,7,Sun,0,1,0,0,0,CrocCh20
Dashon Goldson,FS,25.037,2009-10-25,NFL,SFO,@,HOU,L 21-24,6,7,Sun,0,1,1,0,0,GoldDa99
Roman Harper,SS,26.318,2009-10-25,NFL,NOR,@,MIA,W 46-34,6,7,Sun,0,1,0,0,0,HarpRo21
Cullen Jenkins,RDE,28.278,2009-10-25,NFL,GNB,@,CLE,W 31-3,6,7,Sun,0,1,0,0,0,JenkCu20
Thomas Johnson,NT,28.123,2009-10-25,NFL,ATL,@,DAL,L 21-37,6,7,Sun,0,1,0,0,0,JohnTh20
Brett Keisel,DE,31.036,2009-10-25,NFL,PIT,,MIN,W 27-17,7,7,Sun,0,1,0,0,0,KeisBr20
Terence Newman,LCB,31.051,2009-10-25,NFL,DAL,,ATL,W 37-21,6,7,Sun,0,1,0,0,0,NewmTe20
Calvin Pace,OLB,28.362,2009-10-25,NFL,NYJ,@,OAK,W 38-0,7,7,Sun,0,2,0,0,0,PaceCa20
Jay Ratliff,NT,28.057,2009-10-25,NFL,DAL,,ATL,W 37-21,6,7,Sun,0,1,0,0,0,RatlJa20
Jason Taylor*,SLB,35.054,2009-10-25,NFL,MIA,,NOR,L 34-46,6,7,Sun,0,2,0,0,0,TaylJa03
Justin Tuck,LDE,26.210,2009-10-25,NFL,NYG,,ARI,L 17-24,7,7,Sun,0,1,0,0,0,TuckJu20
DeMarcus Ware,WLB,27.086,2009-10-25,NFL,DAL,,ATL,W 37-21,6,7,Sun,0,1,0,0,0,WareDe99
Matt Ware,S,26.327,2009-10-25,NFL,ARI,@,NYG,W 24-17,6,7,Sun,0,1,0,0,0,WareMa20
Pat Williams,DT,37.001,2009-10-25,NFL,MIN,@,PIT,L 17-27,7,7,Sun,0,1,0,0,0,WillPa20
Charles Woodson,LCB,33.018,2009-10-25,NFL,GNB,@,CLE,W 31-3,6,7,Sun,0,1,0,0,0,WoodCh00
