Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Jarvis Green,DL,26.239,2005-09-08,NFL,NWE,,OAK,W 30-20,1,1,Thu,0,1,0,0,0,GreeJa21
Jared Allen,DE,23.161,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,0,1,0,0,0,AlleJa22
Brendon Ayanbadejo,LB,29.005,2005-09-11,NFL,CHI,@,WAS,L 7-9,1,1,Sun,,1,0,,,AyanBr99
Akin Ayodele,OLB,25.359,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,0,1,0,0,0,AyodAk20
Champ Bailey*,LCB,27.081,2005-09-11,NFL,DEN,@,MIA,L 10-34,1,1,Sun,0,1,0,0,0,BailCh00
Dre' Bly,RCB,28.112,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,,1,0,,,BlyxDr00
Leigh Bodden,RCB,23.352,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,0,1,0,0,0,BoddLe20
Lance Briggs,WLB,24.303,2005-09-11,NFL,CHI,@,WAS,L 7-9,1,1,Sun,0,1,0,0,0,BrigLa99
Fernando Bryant,LCB,28.169,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,,1,0,,,BryaFe20
Sammy Davis,CB,25.156,2005-09-11,NFL,SDG,,DAL,L 24-28,1,1,Sun,0,1,0,0,0,DaviSa21
James Farrior,LILB,30.248,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,,1,0,,,FarrJa99
Andre Frazier,LB,23.074,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,0,1,0,0,0,FrazAn20
Cornelius Griffin,LDT,28.282,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,0,1,1,0,0,GrifCo20
James Hall,RDE,28.219,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,0,1,0,0,0,HallJa21
Reggie Hayward,RDE,26.181,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,0,1,0,0,0,HaywRe20
Derrick Johnson,LOLB,22.293,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,0,1,0,0,0,JohnDe25
Chris Kelsay,LDE,25.315,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,0,1,0,0,0,KelsCh21
