Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Sack,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,unique_id
Champ Bailey*,LCB,24.078,2002-09-08,NFL,WAS,,ARI,W 31-23,1,1,Sun,0.0,4,1,5,0,,BailCh00
Karsten Bailey,WR,25.135,2002-09-08,NFL,GNB,,ATL,W 37-34,1,1,Sun,0.0,0,1,1,0,,BailKa00
Alex Bannister,WR,23.138,2002-09-08,NFL,SEA,@,OAK,L 17-31,1,1,Sun,0.0,2,1,3,0,,BannAl00
Bradford Banta,TE,31.268,2002-09-08,NFL,DET,@,MIA,L 21-49,1,1,Sun,0.0,1,0,1,0,,BantBr00
Ronde Barber,RCB,27.154,2002-09-08,NFL,TAM,,NOR,L 20-26,1,1,Sun,0.0,5,0,5,1,,BarbRo00
Shawn Barber,WILL,27.237,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,0.0,5,2,7,0,,BarbSh20
David Barrett,RCB,24.260,2002-09-08,NFL,ARI,@,WAS,L 23-31,1,1,Sun,0.0,5,3,8,0,,BarrDa22
William Bartee,RCB,25.075,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,0.0,6,0,6,0,,BartWi20
Eric Barton,OLB,24.344,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,0.0,3,3,6,1,,BartEr20
Idrees Bashir,FS,23.275,2002-09-08,NFL,IND,@,JAX,W 28-25,1,1,Sun,0.0,6,0,6,0,,BashId20
Rashad Bauman,CB,23.124,2002-09-08,NFL,WAS,,ARI,W 31-23,1,1,Sun,0.0,1,0,1,0,,BaumRa20
Gary Baxter,DB,23.288,2002-09-08,NFL,BAL,@,CAR,L 7-10,1,1,Sun,0.0,2,0,2,1,,BaxtGa20
Aaron Beasley,RCB,29.063,2002-09-08,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,0.0,2,1,3,0,,BeasAa20
Rogers Beckett,FS,25.220,2002-09-08,NFL,SDG,@,CIN,W 34-6,1,1,Sun,0.0,3,0,3,0,,BeckRo20
Monty Beisel,LB,24.019,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,0.0,1,0,1,0,,BeisMo20
Jason Bell,CB,24.160,2002-09-08,NFL,HOU,,DAL,W 19-10,1,1,Sun,0.0,2,0,2,0,,BellJa21
Marcus Bell,RDT,23.099,2002-09-08,NFL,ARI,@,WAS,L 23-31,1,1,Sun,0.0,4,1,5,0,,BellMa20
Marcus Bell,LB,25.051,2002-09-08,NFL,SEA,@,OAK,L 17-31,1,1,Sun,1.0,5,2,7,2,,BellMa21
Jay Bellamy,S,30.062,2002-09-08,NFL,NOR,@,TAM,W 26-20,1,1,Sun,0.0,5,3,8,0,,BellJa22
Jason Belser,FS,32.103,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,0.0,4,1,5,0,,BelsJa20
Brandon Bennett,HB,29.217,2002-09-08,NFL,CIN,,SDG,L 6-34,1,1,Sun,0.0,1,0,1,0,,BennBr00
Rocky Bernard,DT,23.142,2002-09-08,NFL,SEA,@,OAK,L 17-31,1,1,Sun,0.0,0,1,1,0,,BernRo20
Bertrand Berry,DE,27.024,2002-09-08,NFL,DEN,,STL,W 23-16,1,1,Sun,0.0,0,1,1,0,,BerrBe99
Greg Biekert,MLB,33.178,2002-09-08,NFL,MIN,@,CHI,L 23-27,1,1,Sun,0.0,3,1,4,0,,BiekGr20
Cory Bird,SS,24.029,2002-09-08,NFL,IND,@,JAX,W 28-25,1,1,Sun,0.0,5,0,5,0,,BirdCo20
Blaine Bishop,SS,32.046,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,0.0,3,1,4,0,,BishBl00
Dre' Bly,RCB,25.109,2002-09-08,NFL,STL,@,DEN,L 16-23,1,1,Sun,0.0,4,0,4,0,,BlyxDr00
Marc Boerigter,WR,24.127,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,0.0,2,0,2,0,,BoerMa00
Juran Bolden,CB,28.073,2002-09-08,NFL,ATL,@,GNB,L 34-37,1,1,Sun,0.0,1,1,2,0,,BoldJu20
Vaughn Booker,LDE,34.196,2002-09-08,NFL,CIN,,SDG,L 6-34,1,1,Sun,0.0,2,1,3,1,,BookVa20
Alfonso Boone,DT,26.240,2002-09-08,NFL,CHI,,MIN,W 27-23,1,1,Sun,0.0,2,0,2,0,,BoonAl20
Jason Bostic,CB,26.070,2002-09-08,NFL,BUF,,NYJ,L 31-37,1,1,Sun,0.0,1,0,1,0,,BostJa20
Peter Boulware,ROLB,27.264,2002-09-08,NFL,BAL,@,CAR,L 7-10,1,1,Sun,1.0,2,2,4,1,,BoulPe00
Matt Bowen,S,25.300,2002-09-08,NFL,GNB,,ATL,W 37-34,1,1,Sun,0.0,1,1,2,0,,BoweMa20
Tim Bowens,LDT,29.213,2002-09-08,NFL,MIA,,DET,W 49-21,1,1,Sun,0.0,2,1,3,0,,BoweTi00
James Boyd,S,24.326,2002-09-08,NFL,JAX,,IND,L 25-28,1,1,Sun,0.0,2,0,2,0,,BoydJa20
Brant Boyer,LB,31.073,2002-09-08,NFL,CLE,,KAN,L 39-40,1,1,Sun,0.0,4,2,6,0,,BoyeBr20
Tony Brackens,RDE,27.256,2002-09-08,NFL,JAX,,IND,L 25-28,1,1,Sun,0.0,1,0,1,0,,BracTo00
Ronnie Bradford,FS,31.342,2002-09-08,NFL,MIN,@,CHI,L 23-27,1,1,Sun,0.0,3,1,4,0,,BradRo20
Sam Brandon,S,23.065,2002-09-08,NFL,DEN,,STL,W 23-16,1,1,Sun,0.0,1,0,1,0,,BranSa20
Chad Bratzke,RDE,30.358,2002-09-08,NFL,IND,@,JAX,W 28-25,1,1,Sun,1.0,5,0,5,1,,BratCh20
Jack Brewer,S,23.243,2002-09-08,NFL,MIN,@,CHI,L 23-27,1,1,Sun,0.0,1,0,1,0,,BrewJa20
Raheem Brock,DE,24.090,2002-09-08,NFL,IND,@,JAX,W 28-25,1,1,Sun,0.0,2,0,2,0,,BrocRa20
Lorenzo Bromell,DE,26.350,2002-09-08,NFL,MIN,@,CHI,L 23-27,1,1,Sun,0.0,1,0,1,0,,BromLo20
Keith Brooking,ILB,26.313,2002-09-08,NFL,ATL,@,GNB,L 34-37,1,1,Sun,0.0,11,4,15,1,,BrooKe00
Derrick Brooks*,WLB,29.143,2002-09-08,NFL,TAM,,NOR,L 20-26,1,1,Sun,0.0,5,5,10,0,,BrooDe00
Chad Brown,OLB,32.058,2002-09-08,NFL,SEA,@,OAK,L 17-31,1,1,Sun,0.0,7,0,7,0,,BrowCh04
Courtney Brown,RDE,24.206,2002-09-08,NFL,CLE,,KAN,L 39-40,1,1,Sun,0.0,1,1,2,0,,BrowCo22
Eric Brown,SS,27.172,2002-09-08,NFL,HOU,,DAL,W 19-10,1,1,Sun,0.0,1,0,1,0,,BrowEr21
Gilbert Brown,NT,31.198,2002-09-08,NFL,GNB,,ATL,W 37-34,1,1,Sun,0.0,0,2,2,0,,BrowGi20
Mike Brown,FS,24.207,2002-09-08,NFL,CHI,,MIN,W 27-23,1,1,Sun,0.0,4,1,5,0,,BrowMi99
Sheldon Brown,CB,23.173,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,0.0,1,0,1,0,,BrowSh20
John Browning,LDT,28.343,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,0.0,1,1,2,0,,BrowJo24
Fernando Bryant,LCB,25.166,2002-09-08,NFL,JAX,,IND,L 25-28,1,1,Sun,0.0,2,0,2,0,,BryaFe20
Tony Bryant,DE,26.005,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,1.0,3,1,4,1,,BryaTo20
Ray Buchanan,LCB,30.344,2002-09-08,NFL,ATL,@,GNB,L 34-37,1,1,Sun,0.0,5,2,7,0,,BuchRa00
Brentson Buckner,LDT,30.343,2002-09-08,NFL,CAR,,BAL,W 10-7,1,1,Sun,1.0,2,0,2,2,,BuckBr20
Keith Bulluck,WLB,25.157,2002-09-08,NFL,TEN,,PHI,W 27-24,1,1,Sun,0.0,4,1,5,0,,BullKe00
Derrick Burgess,LB/D,24.027,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,0.0,1,0,1,0,,BurgDe99
Tom Burke,DE,25.331,2002-09-08,NFL,ARI,@,WAS,L 23-31,1,1,Sun,0.0,1,0,1,0,,BurkTo20
Rob Burnett,DE,35.012,2002-09-08,NFL,MIA,,DET,W 49-21,1,1,Sun,1.0,1,0,1,0,,BurnRo00
Keith Burns,LB,30.115,2002-09-08,NFL,DEN,,STL,W 23-16,1,1,Sun,0.0,1,1,2,0,,BurnKe21
Jeff Burris,LCB,30.093,2002-09-08,NFL,CIN,,SDG,L 6-34,1,1,Sun,0.0,4,0,4,0,,BurrJe20
Devin Bush,FS,29.067,2002-09-08,NFL,CLE,,KAN,L 39-40,1,1,Sun,0.0,4,0,4,0,,BushDe20
Lewis Bush,LOLB,32.280,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,0.0,1,1,2,0,,BushLe20
Mike Caldwell,LB,31.008,2002-09-08,NFL,CHI,,MIN,W 27-23,1,1,Sun,0.0,5,0,5,3,,CaldMi20
Rocky Calmus,LB,23.038,2002-09-08,NFL,TEN,,PHI,W 27-24,1,1,Sun,0.0,0,1,1,0,,CalmRo20
James Cannida,RDT,27.248,2002-09-08,NFL,IND,@,JAX,W 28-25,1,1,Sun,0.0,1,0,1,0,,CannJa20
John Carney,K,38.141,2002-09-08,NFL,NOR,@,TAM,W 26-20,1,1,Sun,0.0,1,0,1,0,,carnejoh01
Keion Carpenter,FS,24.312,2002-09-08,NFL,ATL,@,GNB,L 34-37,1,1,Sun,0.0,7,1,8,0,,CarpKe20
Travis Carroll,LB,23.317,2002-09-08,NFL,NOR,@,TAM,W 26-20,1,1,Sun,0.0,0,2,2,0,,CarrTr20
Leonardo Carson,DT,25.209,2002-09-08,NFL,SDG,@,CIN,W 34-6,1,1,Sun,1.0,1,0,1,1,,CarsLe20
Chris Carter,FS,27.346,2002-09-08,NFL,HOU,,DAL,W 19-10,1,1,Sun,0.0,1,0,1,0,,CartCh20
Kevin Carter,LDE,28.352,2002-09-08,NFL,TEN,,PHI,W 27-24,1,1,Sun,1.5,2,2,4,1,,CartKe00
Tyrone Carter,S,26.161,2002-09-08,NFL,MIN,@,CHI,L 23-27,1,1,Sun,0.0,1,1,2,0,,CartTy20
Johndale Carty,S,25.012,2002-09-08,NFL,ATL,@,GNB,L 34-37,1,1,Sun,1.0,1,1,2,1,,CartJo22
Chris Cash,CB,22.057,2002-09-08,NFL,DET,@,MIA,L 21-49,1,1,Sun,0.0,3,1,4,0,,CashCh20
Frank Chamberlin,LB,24.249,2002-09-08,NFL,TEN,,PHI,W 27-24,1,1,Sun,0.0,0,1,1,0,,ChamFr20
Martin Chase,DT,27.263,2002-09-08,NFL,NOR,@,TAM,W 26-20,1,1,Sun,0.0,1,1,2,0,,ChasMa20
Corey Chavous,LCB,26.236,2002-09-08,NFL,MIN,@,CHI,L 23-27,1,1,Sun,0.0,3,0,3,0,,ChavCo00
Larry Chester,RDT,26.326,2002-09-08,NFL,MIA,,DET,W 49-21,1,1,Sun,1.0,1,0,1,1,,ChesLa20
Darrin Chiaverini,WR,24.331,2002-09-08,NFL,ATL,@,GNB,L 34-37,1,1,Sun,0.0,0,1,1,0,,ChiaDa00
Patrick Chukwurah,SLB,23.191,2002-09-08,NFL,MIN,@,CHI,L 23-27,1,1,Sun,0.0,2,1,3,0,,ChukPa20
Chris Claiborne,MLB,24.044,2002-09-08,NFL,DET,@,MIA,L 21-49,1,1,Sun,0.0,4,3,7,0,,ClaiCh20
Danny Clark,SLB,25.122,2002-09-08,NFL,JAX,,IND,L 25-28,1,1,Sun,0.0,1,1,2,0,,ClarDa21
Nate Clements,RCB,22.270,2002-09-08,NFL,BUF,,NYJ,L 31-37,1,1,Sun,0.0,1,1,2,0,,ClemNa99
Charlie Clemons,OLB,30.066,2002-09-08,NFL,NOR,@,TAM,W 26-20,1,1,Sun,0.0,8,3,11,2,,ClemCh22
Duane Clemons,RDE,28.108,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,1.0,3,0,3,1,,ClemDu20
Mike Cloud,RB,27.069,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,0.0,1,0,1,0,,ClouMi00
Dexter Coakley,WLB,29.323,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,1.0,7,0,7,1,,CoakDe00
Antonio Cochran,RDE,26.079,2002-09-08,NFL,SEA,@,OAK,L 17-31,1,1,Sun,0.0,4,0,4,0,,CochAn20
Tay Cody,CB,24.337,2002-09-08,NFL,SDG,@,CIN,W 34-6,1,1,Sun,0.0,3,1,4,0,,CodyTa20
Marco Coleman,LDE,32.264,2002-09-08,NFL,JAX,,IND,L 25-28,1,1,Sun,0.0,2,1,3,0,,ColeMa00
Marcus Coleman,RCB,28.107,2002-09-08,NFL,HOU,,DAL,W 19-10,1,1,Sun,0.0,5,0,5,0,,ColeMa20
Roderick Coleman,DT,26.023,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,1.0,2,0,2,1,,ColeRo99
Rosevelt Colvin,SLB,25.003,2002-09-08,NFL,CHI,,MIN,W 27-23,1,1,Sun,1.0,5,0,5,3,,ColvRo20
Derek Combs,CB,23.192,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,0.0,1,0,1,0,,CombDe20
Rashard Cook,S,25.143,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,0.0,1,0,1,0,,CookRa20
Jarrod Cooper,S,24.161,2002-09-08,NFL,CAR,,BAL,W 10-7,1,1,Sun,0.0,1,0,1,0,,CoopJa20
Terry Cousin,LCB,27.181,2002-09-08,NFL,CAR,,BAL,W 10-7,1,1,Sun,0.0,3,0,3,0,,CousTe20
Sam Cowart,WLB,27.194,2002-09-08,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,0.0,4,6,10,1,,CowaSa00
Delbert Cowsette,DT,25.005,2002-09-08,NFL,WAS,,ARI,W 31-23,1,1,Sun,1.0,1,0,1,0,,CowsDe20
Jason Craft,RCB,26.207,2002-09-08,NFL,JAX,,IND,L 25-28,1,1,Sun,0.0,3,0,3,0,,CrafJa20
Keyuo Craver,DB,22.017,2002-09-08,NFL,NOR,@,TAM,W 26-20,1,1,Sun,0.0,1,0,1,0,,CravKe20
Henri Crockett,WLB,27.315,2002-09-08,NFL,MIN,@,CHI,L 23-27,1,1,Sun,0.0,5,0,5,1,,CrocHe20
Ray Crockett,CB,35.246,2002-09-08,NFL,KAN,@,CLE,W 40-39,1,1,Sun,0.0,1,0,1,0,,CrocRa20
Zack Crockett,RB,29.280,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,0.0,0,1,1,0,,CrocZa00
Clifton Crosby,CB,27.356,2002-09-08,NFL,IND,@,JAX,W 28-25,1,1,Sun,0.0,3,0,3,0,,CrosCl21
Phillip Crosby,FB,25.307,2002-09-08,NFL,BUF,,NYJ,L 31-37,1,1,Sun,0.0,1,0,1,0,,CrosPh00
Canute Curtis,LLB,28.035,2002-09-08,NFL,CIN,,SDG,L 6-34,1,1,Sun,0.0,2,1,3,0,,CurtCa20
Lional Dalton,LDT,27.199,2002-09-08,NFL,DEN,,STL,W 23-16,1,1,Sun,0.0,0,1,1,0,,DaltLi20
Phillip Daniels,RDE,29.188,2002-09-08,NFL,CHI,,MIN,W 27-23,1,1,Sun,0.0,2,1,3,0,,DaniPh20
Chartric Darby,DT,26.321,2002-09-08,NFL,TAM,,NOR,L 20-26,1,1,Sun,0.5,2,1,3,1,,DarbCh20
Donovin Darius,SS,27.027,2002-09-08,NFL,JAX,,IND,L 25-28,1,1,Sun,0.0,4,0,4,0,,DariDo20
James Darling,LB,27.253,2002-09-08,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,0.0,2,1,3,0,,DarlJa20
Najeh Davenport,FB,23.212,2002-09-08,NFL,GNB,,ATL,W 37-34,1,1,Sun,0.0,1,0,1,0,,DaveNa00
Andra Davis,WR,23.259,2002-09-08,NFL,CLE,,KAN,L 39-40,1,1,Sun,0.0,2,0,2,0,,DaviAn20
Don Davis,LOLB,29.265,2002-09-08,NFL,STL,@,DEN,L 16-23,1,1,Sun,0.0,3,1,4,1,,DaviDo22
Eric Davis,LCB,34.225,2002-09-08,NFL,DET,@,MIA,L 21-49,1,1,Sun,0.0,5,0,5,0,,DaviEr00
Russell Davis,LDT,27.164,2002-09-08,NFL,ARI,@,WAS,L 23-31,1,1,Sun,0.0,4,2,6,0,,DaviRu20
Brian Dawkins*,FS,28.330,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,0.0,6,1,7,1,,DawkBr00
Jerry DeLoach,RDE,25.053,2002-09-08,NFL,HOU,,DAL,W 19-10,1,1,Sun,0.0,2,0,2,0,,DeLoJe20
Anthony Denman,LB,22.313,2002-09-08,NFL,BUF,,NYJ,L 31-37,1,1,Sun,0.0,1,0,1,0,,DenmAn20
Na'il Diggs,SLB,24.062,2002-09-08,NFL,GNB,,ATL,W 37-34,1,1,Sun,0.0,2,1,3,0,,DiggNa20
Adrian Dingle,DE,25.075,2002-09-08,NFL,SDG,@,CIN,W 34-6,1,1,Sun,2.0,2,0,2,2,,DingAd20
Chris Dishman,RG,28.193,2002-09-08,NFL,ARI,@,WAS,L 23-31,1,1,Sun,0.0,0,1,1,0,,DishCh20
Tony Dixon,S,23.082,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,0.0,2,0,2,0,,DixoTo20
Anthony Dorsett,S,28.359,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,0.0,0,1,1,0,,DorsAn20
Dameane Douglas,WR,26.177,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,0.0,1,0,1,0,,DougDa00
Hugh Douglas,RDE,31.016,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,1.0,6,0,6,2,,DougHu00
Marques Douglas,DE,25.187,2002-09-08,NFL,BAL,@,CAR,L 7-10,1,1,Sun,0.5,1,1,2,0,,DougMa20
Reuben Droughns,RB,24.018,2002-09-08,NFL,DEN,,STL,W 23-16,1,1,Sun,0.0,1,0,1,0,,DrouRe00
Jamie Duncan,MLB,27.050,2002-09-08,NFL,STL,@,DEN,L 16-23,1,1,Sun,0.0,2,0,2,0,,DuncJa20
Deon Dyer,FB,24.341,2002-09-08,NFL,MIA,,DET,W 49-21,1,1,Sun,0.0,1,0,1,0,,DyerDe00
Andre Dyson,LCB,23.106,2002-09-08,NFL,TEN,,PHI,W 27-24,1,1,Sun,0.0,1,0,1,0,,DysoAn20
Chad Eaton,LDT,30.155,2002-09-08,NFL,SEA,@,OAK,L 17-31,1,1,Sun,0.0,5,2,7,2,,EatoCh20
Mike Echols,CB,23.330,2002-09-08,NFL,TEN,,PHI,W 27-24,1,1,Sun,0.0,2,1,3,0,,EchoMi20
Antuan Edwards,SS,25.105,2002-09-08,NFL,GNB,,ATL,W 37-34,1,1,Sun,1.0,7,2,9,1,,EdwaAn21
Donnie Edwards,MLB,29.155,2002-09-08,NFL,SDG,@,CIN,W 34-6,1,1,Sun,0.0,1,2,3,0,,EdwaDo20
Kalimba Edwards,DE,22.256,2002-09-08,NFL,DET,@,MIA,L 21-49,1,1,Sun,0.0,2,1,3,0,,EdwaKa20
Mario Edwards,RCB,26.281,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,0.0,1,1,2,1,,EdwaMa20
Ron Edwards,LDT,23.058,2002-09-08,NFL,BUF,,NYJ,L 31-37,1,1,Sun,1.0,1,0,1,1,,EdwaRo20
Ebenezer Ekuban,RDE,26.102,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,1.0,3,0,3,0,,EkubEb20
Greg Ellis,LDE,27.025,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,0.5,1,1,2,0,,ElliGr20
Shaun Ellis,LDE,25.076,2002-09-08,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,0.5,2,2,4,0,,ElliSh00
Carlos Emmons,SAM,29.005,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,0.0,2,1,3,0,,EmmoCa20
Justin Ena,LB,24.292,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,0.0,0,1,1,0,,EnaxJu20
Josh Evans,LDT,30.002,2002-09-08,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,1.0,4,1,5,1,,EvanJo23
