Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Justin Hardy,WR,26.262,2018-09-06,NFL,ATL,@,PHI,L 12-18,1,1,Thu,2,11,5.50,0,HardJu00
Darren Sproles,RB,35.078,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,3,29,9.67,0,SproDa00
Tre Sullivan,S,23.259,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,1,0,0.00,0,SullTr01
Danny Amendola,WR,32.311,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,1,2,2.00,0,AmenDa00
Tavon Austin,WR,28.178,2018-09-09,NFL,DAL,@,CAR,L 8-16,1,1,Sun,2,13,6.50,0,AustTa00
Travis Benjamin,WR,28.254,2018-09-09,NFL,LAC,,KAN,L 28-38,1,1,Sun,1,-1,-1.00,0,BenjTr00
Damiere Byrd,WR,25.225,2018-09-09,NFL,CAR,,DAL,W 16-8,1,1,Sun,3,47,15.67,0,ByrdDa00
Kaelin Clay,WR,26.249,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,3,4,1.33,0,ClayKa00
Randall Cobb,WR,28.018,2018-09-09,NFL,GNB,,CHI,W 24-23,1,1,Sun,1,17,17.00,0,CobbRa00
Tarik Cohen,RB,23.045,2018-09-09,NFL,CHI,@,GNB,L 23-24,1,1,Sun,2,45,22.50,0,CoheTa00
Alex Erickson,WR,25.307,2018-09-09,NFL,CIN,@,IND,W 34-23,1,1,Sun,1,-1,-1.00,0,EricAl01
Tyler Ervin,RB,24.337,2018-09-09,NFL,HOU,@,NWE,L 20-27,1,1,Sun,2,20,10.00,0,ErviTy00
Jakeem Grant,WR,25.344,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,1,-1,-1.00,0,GranJa00
Janarion Grant,WR,24.293,2018-09-09,NFL,BAL,,BUF,W 47-3,1,1,Sun,6,54,9.00,0,GranJa01
Tyreek Hill,WR,24.192,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,2,95,47.50,1,HillTy00
Adam Humphries,WR,25.077,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,2,17,8.50,0,HumpAd00
Adoree' Jackson,CB,22.356,2018-09-09,NFL,TEN,@,MIA,L 20-27,1,1,Sun,1,26,26.00,0,JackAd00
DeSean Jackson,WR,31.282,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,1,2,2.00,0,JackDe00
Adam Jones,CB,34.344,2018-09-09,NFL,DEN,,SEA,W 27-24,1,1,Sun,2,9,4.50,0,JonePa20
JJ Jones,WR,25.277,2018-09-09,NFL,LAC,,KAN,L 28-38,1,1,Sun,1,-4,-4.00,0,JoneJJ00
