Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,unique_id
Alex Armah,FB,25.128,2019-09-22,NFL,CAR,@,ARI,W 38-20,3,3,Sun,1,1,2,2.00,0,100.0%,2.00,ArmaAl00
Kalen Ballage,RB,23.274,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,3,1,10,10.00,0,33.3%,3.33,BallKa00
Peyton Barber,RB,25.207,2019-09-22,NFL,TAM,,NYG,L 31-32,3,3,Sun,2,2,7,3.50,0,100.0%,3.50,BarbPe01
Saquon Barkley,RB,22.225,2019-09-22,NFL,NYG,@,TAM,W 32-31,3,3,Sun,5,4,27,6.75,0,80.0%,5.40,BarkSa00
Kenjon Barner,RB,29.147,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,1,1,4,4.00,0,100.0%,4.00,BarnKe00
Nick Bawden,FB,23.092,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,1,1,10,10.00,0,100.0%,10.00,BawdNi00
Cole Beasley,WR,30.149,2019-09-22,NFL,BUF,,CIN,W 21-17,3,3,Sun,10,8,48,6.00,0,80.0%,4.80,BeasCo00
Odell Beckham,WR,26.321,2019-09-22,NFL,CLE,,LAR,L 13-20,3,3,Sun,9,6,56,9.33,0,66.7%,6.22,BeckOd00
Blake Bell,TE,28.046,2019-09-22,NFL,KAN,,BAL,W 33-28,3,3,Sun,1,1,1,1.00,0,100.0%,1.00,BellBl00
Le'Veon Bell,RB,27.216,2019-09-22,NFL,NYJ,@,NWE,L 14-30,3,3,Sun,4,4,28,7.00,0,100.0%,7.00,BellLe00
Travis Benjamin,WR/PR,29.267,2019-09-22,NFL,LAC,,HOU,L 20-27,3,3,Sun,5,2,5,2.50,0,40.0%,1.00,BenjTr00
Giovani Bernard,HB,27.304,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,2,2,7,3.50,0,100.0%,3.50,BernGi00
Braxton Berrios,WR,23.351,2019-09-22,NFL,NYJ,@,NWE,L 14-30,3,3,Sun,6,2,29,14.50,0,33.3%,4.83,BerrBr00
Brandon Bolden,RB,29.239,2019-09-22,NFL,NWE,,NYJ,W 30-14,3,3,Sun,3,2,21,10.50,0,66.7%,7.00,BoldBr00
Kendrick Bourne,WR,24.049,2019-09-22,NFL,SFO,,PIT,W 24-20,3,3,Sun,2,1,22,22.00,0,50.0%,11.00,BourKe00
Tyler Boyd,WR,24.311,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,11,6,68,11.33,0,54.5%,6.18,BoydTy00
Nick Boyle,TE,26.217,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,5,4,58,14.50,0,80.0%,11.60,BoylNi00
Cameron Brate,TE,28.081,2019-09-22,NFL,TAM,,NYG,L 31-32,3,3,Sun,3,2,7,3.50,0,66.7%,2.33,BratCa00
Matt Breida,RB,24.206,2019-09-22,NFL,SFO,,PIT,W 24-20,3,3,Sun,3,2,20,10.00,0,66.7%,6.67,BreiMa00
Jaron Brown,WR,29.257,2019-09-22,NFL,SEA,,NOR,L 27-33,3,3,Sun,6,3,30,10.00,0,50.0%,5.00,BrowJa03
John Brown,WR,29.172,2019-09-22,NFL,BUF,,CIN,W 21-17,3,3,Sun,5,4,51,12.75,0,80.0%,10.20,BrowJo02
Marquise Brown,WR,22.110,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,9,2,49,24.50,0,22.2%,5.44,BrowMa04
Rex Burkhead,RB,29.082,2019-09-22,NFL,NWE,,NYJ,W 30-14,3,3,Sun,7,6,22,3.67,0,85.7%,3.14,BurkRe00
Damiere Byrd,WR,26.238,2019-09-22,NFL,ARI,,CAR,L 20-38,3,3,Sun,4,2,9,4.50,0,50.0%,2.25,ByrdDa00
Deon Cain,WR,23.044,2019-09-22,NFL,IND,,ATL,W 27-24,3,3,Sun,3,1,10,10.00,0,33.3%,3.33,CainDe00
Parris Campbell,WR,22.068,2019-09-22,NFL,IND,,ATL,W 27-24,3,3,Sun,3,3,24,8.00,0,100.0%,8.00,CampPa00
Chris Carson,RB,25.006,2019-09-22,NFL,SEA,,NOR,L 27-33,3,3,Sun,1,1,-2,-2.00,0,100.0%,-2.00,CarsCh00
Nick Chubb,RB,23.269,2019-09-22,NFL,CLE,,LAR,L 13-20,3,3,Sun,7,4,35,8.75,0,57.1%,5.00,ChubNi00
Charles Clay,TE,30.221,2019-09-22,NFL,ARI,,CAR,L 20-38,3,3,Sun,1,1,9,9.00,0,100.0%,9.00,ClayCh00
Randall Cobb,WR,29.031,2019-09-22,NFL,DAL,,MIA,W 31-6,3,3,Sun,4,2,23,11.50,0,50.0%,5.75,CobbRa00
James Conner,RB,24.140,2019-09-22,NFL,PIT,@,SFO,L 20-24,3,3,Sun,4,4,14,3.50,0,100.0%,3.50,ConnJa00
Dalvin Cook,RB,24.043,2019-09-22,NFL,MIN,,OAK,W 34-14,3,3,Sun,5,4,33,8.25,0,80.0%,6.60,CookDa01
Jared Cook,TE,32.168,2019-09-22,NFL,NOR,@,SEA,W 33-27,3,3,Sun,2,1,7,7.00,0,50.0%,3.50,CookJa02
Brandin Cooks,WR,25.362,2019-09-22,NFL,LAR,@,CLE,W 20-13,3,3,Sun,12,8,112,14.00,0,66.7%,9.33,CookBr00
Amari Cooper,WR,25.097,2019-09-22,NFL,DAL,,MIA,W 31-6,3,3,Sun,7,6,88,14.67,2,85.7%,12.57,CoopAm00
Michael Crabtree,WR,32.008,2019-09-22,NFL,ARI,,CAR,L 20-38,3,3,Sun,2,2,9,4.50,0,100.0%,4.50,CrabMi00
Jamison Crowder,WR,26.097,2019-09-22,NFL,NYJ,@,NWE,L 14-30,3,3,Sun,5,2,25,12.50,0,40.0%,5.00,CrowJa00
Stefon Diggs,WR,25.297,2019-09-22,NFL,MIN,,OAK,W 34-14,3,3,Sun,3,3,15,5.00,0,100.0%,5.00,DiggSt00
Will Dissly,TE,23.076,2019-09-22,NFL,SEA,,NOR,L 27-33,3,3,Sun,7,6,62,10.33,1,85.7%,8.86,DissWi00
Phillip Dorsett,WR,26.260,2019-09-22,NFL,NWE,,NYJ,W 30-14,3,3,Sun,7,6,53,8.83,1,85.7%,7.57,DorsPh00
Jack Doyle,TE,29.140,2019-09-22,NFL,IND,,ATL,W 27-24,3,3,Sun,4,4,46,11.50,0,100.0%,11.50,DoylJa00
Kenyan Drake,RB,25.239,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,6,3,34,11.33,0,50.0%,5.67,DrakKe00
Eric Ebron,TE,26.165,2019-09-22,NFL,IND,,ATL,W 27-24,3,3,Sun,4,3,47,15.67,0,75.0%,11.75,EbroEr00
Julian Edelman,WR,33.123,2019-09-22,NFL,NWE,,NYJ,W 30-14,3,3,Sun,10,7,62,8.86,1,70.0%,6.20,EdelJu00
Chase Edmonds,RB,23.162,2019-09-22,NFL,ARI,,CAR,L 20-38,3,3,Sun,2,1,10,10.00,0,50.0%,5.00,EdmoCh00
Gus Edwards,RB,24.162,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,2,2,15,7.50,0,100.0%,7.50,EdwaGu00
Tyler Eifert,TE,29.014,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,1,1,18,18.00,0,100.0%,18.00,EifeTy00
Austin Ekeler,RB,24.128,2019-09-22,NFL,LAC,,HOU,L 20-27,3,3,Sun,7,7,45,6.43,0,100.0%,6.43,EkelAu00
Ezekiel Elliott,RB,24.062,2019-09-22,NFL,DAL,,MIA,W 31-6,3,3,Sun,3,2,14,7.00,0,66.7%,4.67,ElliEz00
Rhett Ellison,TE,30.354,2019-09-22,NFL,NYG,@,TAM,W 32-31,3,3,Sun,1,1,3,3.00,0,100.0%,3.00,ElliRh00
Evan Engram,TE,25.020,2019-09-22,NFL,NYG,@,TAM,W 32-31,3,3,Sun,8,6,113,18.83,1,75.0%,14.13,EngrEv00
Alex Erickson,WR,26.320,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,1,1,13,13.00,0,100.0%,13.00,EricAl01
Zach Ertz,TE,28.316,2019-09-22,NFL,PHI,,DET,L 24-27,3,3,Sun,7,4,64,16.00,0,57.1%,9.14,ErtzZa00
Mike Evans,WR,26.032,2019-09-22,NFL,TAM,,NYG,L 31-32,3,3,Sun,15,8,190,23.75,3,53.3%,12.67,EvanMi00
Gerald Everett,TE,25.089,2019-09-22,NFL,LAR,@,CLE,W 20-13,3,3,Sun,2,2,15,7.50,0,100.0%,7.50,EverGe00
Noah Fant,TE,21.306,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,3,3,37,12.33,0,100.0%,12.33,FantNo00
Darren Fells,TE,33.153,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,6,5,49,9.80,1,83.3%,8.17,FellDa01
Larry Fitzgerald,WR,36.022,2019-09-22,NFL,ARI,,CAR,L 20-38,3,3,Sun,7,5,36,7.20,1,71.4%,5.14,FitzLa00
Bennie Fowler,WR,28.104,2019-09-22,NFL,NYG,@,TAM,W 32-31,3,3,Sun,3,1,5,5.00,0,33.3%,1.67,FowlBe00
Devonta Freeman,RB,27.191,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,4,3,7,2.33,0,75.0%,1.75,FreeDe00
Royce Freeman,RB,23.210,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,5,4,10,2.50,0,80.0%,2.00,FreeRo00
Will Fuller,WR,25.159,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,7,5,51,10.20,0,71.4%,7.29,FullWi01
Mike Gesicki,TE,23.354,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,3,3,9,3.00,0,100.0%,3.00,GesiMi00
Ted Ginn,WR,34.163,2019-09-22,NFL,NOR,@,SEA,W 33-27,3,3,Sun,5,2,15,7.50,0,40.0%,3.00,GinnTe00
Chris Godwin,WR,23.207,2019-09-22,NFL,TAM,,NYG,L 31-32,3,3,Sun,4,3,40,13.33,0,75.0%,10.00,GodwCh00
Kenny Golladay,WR,25.323,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,8,2,17,8.50,0,25.0%,2.13,GollKe00
Marquise Goodwin,WR,28.307,2019-09-22,NFL,SFO,,PIT,W 24-20,3,3,Sun,2,2,41,20.50,0,100.0%,20.50,GoodMa00
Josh Gordon,WR,28.162,2019-09-22,NFL,NWE,,NYJ,W 30-14,3,3,Sun,11,6,83,13.83,0,54.5%,7.55,GordJo02
Frank Gore,RB,36.131,2019-09-22,NFL,BUF,,CIN,W 21-17,3,3,Sun,2,2,13,6.50,0,100.0%,6.50,GoreFr00
Jakeem Grant,WR,26.357,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,7,4,27,6.75,0,57.1%,3.86,GranJa00
Ryan Griffin,TE,29.254,2019-09-22,NFL,NYJ,@,NWE,L 14-30,3,3,Sun,1,1,5,5.00,0,100.0%,5.00,GrifRy00
Xavier Grimble,TE,27.000,2019-09-22,NFL,PIT,@,SFO,L 20-24,3,3,Sun,2,1,3,3.00,0,50.0%,1.50,GrimXa00
C.J. Ham,FB,26.062,2019-09-22,NFL,MIN,,OAK,W 34-14,3,3,Sun,2,1,0,0.00,0,50.0%,0.00,HamxC.00
Mecole Hardman,WR,21.194,2019-09-22,NFL,KAN,,BAL,W 33-28,3,3,Sun,5,2,97,48.50,1,40.0%,19.40,HardMe00
Justin Hardy,WR,27.278,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,1,1,6,6.00,0,100.0%,6.00,HardJu00
Demetrius Harris,TE,28.055,2019-09-22,NFL,CLE,,LAR,L 13-20,3,3,Sun,2,1,2,2.00,1,50.0%,1.00,HarrDe03
Jeff Heuerman,TE,26.302,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,2,2,20,10.00,0,100.0%,10.00,HeueJe00
Josh Hill,TE,29.124,2019-09-22,NFL,NOR,@,SEA,W 33-27,3,3,Sun,2,1,4,4.00,0,50.0%,2.00,HillJo02
Taysom Hill,QB,29.030,2019-09-22,NFL,NOR,@,SEA,W 33-27,3,3,Sun,1,1,5,5.00,0,100.0%,5.00,HillTa00
T.Y. Hilton,WR,29.312,2019-09-22,NFL,IND,,ATL,W 27-24,3,3,Sun,10,8,65,8.13,1,80.0%,6.50,HiltT.00
Nyheim Hines,RB,22.314,2019-09-22,NFL,IND,,ATL,W 27-24,3,3,Sun,4,3,26,8.67,0,75.0%,6.50,HineNy00
T.J. Hockenson,TE,22.081,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,4,1,1,1.00,0,25.0%,0.25,HockTJ00
Chris Hogan,WR,31.333,2019-09-22,NFL,CAR,@,ARI,W 38-20,3,3,Sun,2,1,6,6.00,0,50.0%,3.00,HogaCh00
Mack Hollins,WR,26.006,2019-09-22,NFL,PHI,,DET,L 24-27,3,3,Sun,7,4,62,15.50,0,57.1%,8.86,HollMa00
Austin Hooper,TE,24.322,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,7,6,66,11.00,2,85.7%,9.43,HoopAu00
DeAndre Hopkins,WR,27.108,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,7,6,67,11.17,0,85.7%,9.57,HopkDe00
O.J. Howard,TE,24.307,2019-09-22,NFL,TAM,,NYG,L 31-32,3,3,Sun,4,3,66,22.00,0,75.0%,16.50,HowaO.00
Allen Hurns,WR,27.314,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,2,1,6,6.00,0,50.0%,3.00,HurnAl01
Hayden Hurst,TE,26.029,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,5,2,14,7.00,0,40.0%,2.80,HursHa00
Mark Ingram,RB,29.275,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,4,4,32,8.00,0,100.0%,8.00,IngrMa01
Dontrelle Inman,WR,30.234,2019-09-22,NFL,LAC,,HOU,L 20-27,3,3,Sun,3,1,23,23.00,0,33.3%,7.67,InmaDo00
Ryan Izzo,TE,23.275,2019-09-22,NFL,NWE,,NYJ,W 30-14,3,3,Sun,1,1,41,41.00,0,100.0%,41.00,IzzoRy00
Justin Jackson,RB,24.153,2019-09-22,NFL,LAC,,HOU,L 20-27,3,3,Sun,4,4,4,1.00,0,100.0%,1.00,JackJu01
Jesse James,TE,25.110,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,1,1,13,13.00,0,100.0%,13.00,JameJe00
Richie James,WR,24.017,2019-09-22,NFL,SFO,,PIT,W 24-20,3,3,Sun,2,2,22,11.00,0,100.0%,11.00,JameRi00
Blake Jarwin,TE,25.068,2019-09-22,NFL,DAL,,MIA,W 31-6,3,3,Sun,3,1,3,3.00,0,33.3%,1.00,JarwBl00
David Johnson,RB,27.280,2019-09-22,NFL,ARI,,CAR,L 20-38,3,3,Sun,9,6,28,4.67,1,66.7%,3.11,JohnDa08
Diontae Johnson,WR,23.079,2019-09-22,NFL,PIT,@,SFO,L 20-24,3,3,Sun,6,3,52,17.33,1,50.0%,8.67,JohnDi01
Duke Johnson,RB,25.364,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,3,2,22,11.00,0,66.7%,7.33,JohnDu00
KeeSean Johnson,WR,22.348,2019-09-22,NFL,ARI,,CAR,L 20-38,3,3,Sun,4,3,13,4.33,0,75.0%,3.25,JohnKe07
Kerryon Johnson,RB,22.084,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,1,1,7,7.00,0,100.0%,7.00,JohnKe06
Ty Johnson,RB,22.005,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,2,1,0,0.00,0,50.0%,0.00,JohnTy02
Aaron Jones,RB,24.294,2019-09-22,NFL,GNB,,DEN,W 27-16,3,3,Sun,1,1,4,4.00,0,100.0%,4.00,JoneAa00
Julio Jones,WR,30.226,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,9,8,128,16.00,1,88.9%,14.22,JoneJu02
Marvin Jones,WR,29.194,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,9,6,101,16.83,1,66.7%,11.22,JoneMa02
Ronald Jones,RB,22.050,2019-09-22,NFL,TAM,,NYG,L 31-32,3,3,Sun,1,1,41,41.00,0,100.0%,41.00,JoneRo01
Zay Jones,WR,24.176,2019-09-22,NFL,BUF,,CIN,W 21-17,3,3,Sun,3,2,33,16.50,0,66.7%,11.00,JoneZa00
Kyle Juszczyk,RB,28.152,2019-09-22,NFL,SFO,,PIT,W 24-20,3,3,Sun,3,3,51,17.00,0,100.0%,17.00,JuszKy00
Alvin Kamara,RB,24.059,2019-09-22,NFL,NOR,@,SEA,W 33-27,3,3,Sun,10,9,92,10.22,1,90.0%,9.20,KamaAl00
Travis Kelce,TE,29.352,2019-09-22,NFL,KAN,,BAL,W 33-28,3,3,Sun,8,7,89,12.71,0,87.5%,11.13,KelcTr00
Lance Kendricks,TE,31.235,2019-09-22,NFL,LAC,,HOU,L 20-27,3,3,Sun,2,1,13,13.00,0,50.0%,6.50,KendLa00
Christian Kirk,WR,22.308,2019-09-22,NFL,ARI,,CAR,L 20-38,3,3,Sun,12,10,59,5.90,0,83.3%,4.92,KirkCh01
George Kittle,TE,25.348,2019-09-22,NFL,SFO,,PIT,W 24-20,3,3,Sun,8,6,57,9.50,0,75.0%,7.13,KittGe00
Dawson Knox,TE,22.322,2019-09-22,NFL,BUF,,CIN,W 21-17,3,3,Sun,4,3,67,22.33,1,75.0%,16.75,KnoxDa00
Cooper Kupp,WR,26.099,2019-09-22,NFL,LAR,@,CLE,W 20-13,3,3,Sun,12,11,101,9.18,2,91.7%,8.42,KuppCo00
Jarvis Landry,WR,26.298,2019-09-22,NFL,CLE,,LAR,L 13-20,3,3,Sun,9,3,62,20.67,0,33.3%,6.89,LandJa00
Marcedes Lewis,TE,35.126,2019-09-22,NFL,GNB,,DEN,W 27-16,3,3,Sun,2,1,19,19.00,0,50.0%,9.50,LewiMa00
Phillip Lindsay,RB,25.060,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,5,4,49,12.25,0,80.0%,9.80,LindPh00
Tyler Lockett,WR,26.359,2019-09-22,NFL,SEA,,NOR,L 27-33,3,3,Sun,14,11,154,14.00,1,78.6%,11.00,LockTy00
Marlon Mack,RB,23.199,2019-09-22,NFL,IND,,ATL,W 27-24,3,3,Sun,3,2,14,7.00,0,66.7%,4.67,MackMa00
Christian McCaffrey,RB,23.107,2019-09-22,NFL,CAR,@,ARI,W 38-20,3,3,Sun,4,3,35,11.67,0,75.0%,8.75,McCaCh01
LeSean McCoy,RB,31.072,2019-09-22,NFL,KAN,,BAL,W 33-28,3,3,Sun,3,3,26,8.67,1,100.0%,8.67,McCoLe01
Vance McDonald,TE,29.101,2019-09-22,NFL,PIT,@,SFO,L 20-24,3,3,Sun,2,1,10,10.00,0,50.0%,5.00,McDoVa00
Isaiah McKenzie,WR,24.166,2019-09-22,NFL,BUF,,CIN,W 21-17,3,3,Sun,1,1,9,9.00,0,100.0%,9.00,McKeIs00
D.K. Metcalf,WR,21.282,2019-09-22,NFL,SEA,,NOR,L 27-33,3,3,Sun,6,2,67,33.50,0,33.3%,11.17,MetcDK00
Jakobi Meyers,WR,22.317,2019-09-22,NFL,NWE,,NYJ,W 30-14,3,3,Sun,3,2,38,19.00,0,66.7%,12.67,MeyeJa01
Joe Mixon,HB,23.060,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,2,2,34,17.00,1,100.0%,17.00,MixoJo00
D.J. Moore,WR,22.161,2019-09-22,NFL,CAR,@,ARI,W 38-20,3,3,Sun,2,1,52,52.00,1,50.0%,26.00,MoorD.00
David Moore,WR,24.250,2019-09-22,NFL,SEA,,NOR,L 27-33,3,3,Sun,2,1,29,29.00,0,50.0%,14.50,MoorDa03
Foster Moreau,TE,22.139,2019-09-22,NFL,OAK,@,MIN,L 14-34,3,3,Sun,2,1,1,1.00,0,50.0%,0.50,MoreFo00
JJ Nelson,WR,27.151,2019-09-22,NFL,OAK,@,MIN,L 14-34,3,3,Sun,5,4,36,9.00,1,80.0%,7.20,NelsJJ00
Nick O'Leary,TE,27.022,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,1,1,19,19.00,0,100.0%,19.00,OLeaNi00
Dare Ogunbowale,RB,25.141,2019-09-22,NFL,TAM,,NYG,L 31-32,3,3,Sun,3,3,23,7.67,0,100.0%,7.67,OgunDa00
Greg Olsen,TE,34.195,2019-09-22,NFL,CAR,@,ARI,W 38-20,3,3,Sun,7,6,75,12.50,2,85.7%,10.71,OlseGr00
DeVante Parker,WR,26.245,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,6,3,56,18.67,0,50.0%,9.33,ParkDe01
Zach Pascal,WR,24.278,2019-09-22,NFL,IND,,ATL,W 27-24,3,3,Sun,3,2,53,26.50,1,66.7%,17.67,PascZa00
Breshad Perriman,WR,26.012,2019-09-22,NFL,TAM,,NYG,L 31-32,3,3,Sun,2,1,6,6.00,0,50.0%,3.00,PerrBr02
Dante Pettis,WR,23.334,2019-09-22,NFL,SFO,,PIT,W 24-20,3,3,Sun,5,4,20,5.00,1,80.0%,4.00,PettDa00
Tony Pollard,RB,22.145,2019-09-22,NFL,DAL,,MIA,W 31-6,3,3,Sun,3,3,25,8.33,0,100.0%,8.33,PollTo00
Byron Pringle,WR,25.309,2019-09-22,NFL,KAN,,BAL,W 33-28,3,3,Sun,1,1,7,7.00,0,100.0%,7.00,PrinBy00
C.J. Prosise,RB,25.125,2019-09-22,NFL,SEA,,NOR,L 27-33,3,3,Sun,5,5,38,7.60,0,100.0%,7.60,ProsC.00
Damion Ratley,WR,24.159,2019-09-22,NFL,CLE,,LAR,L 13-20,3,3,Sun,5,3,26,8.67,0,60.0%,5.20,RatlDa00
Hunter Renfrow,WR,23.275,2019-09-22,NFL,OAK,@,MIN,L 14-34,3,3,Sun,4,3,28,9.33,0,75.0%,7.00,RenfHu00
Jalen Richard,RB,25.342,2019-09-22,NFL,OAK,@,MIN,L 14-34,3,3,Sun,3,3,14,4.67,0,100.0%,4.67,RichJa01
Calvin Ridley,WR,24.276,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,1,1,6,6.00,0,100.0%,6.00,RidlCa00
Seth Roberts,WR,28.212,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,2,2,37,18.50,0,100.0%,18.50,RobeSe00
Demarcus Robinson,WR,25.001,2019-09-22,NFL,KAN,,BAL,W 33-28,3,3,Sun,4,3,43,14.33,1,75.0%,10.75,RobiDe01
John Ross,WR,24.299,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,6,2,22,11.00,0,33.3%,3.67,RossJo00
Kyle Rudolph,TE,29.317,2019-09-22,NFL,MIN,,OAK,W 34-14,3,3,Sun,1,1,11,11.00,0,100.0%,11.00,RudoKy00
Curtis Samuel,WR,23.042,2019-09-22,NFL,CAR,@,ARI,W 38-20,3,3,Sun,7,5,53,10.60,1,71.4%,7.57,SamuCu00
Deebo Samuel,WR,23.250,2019-09-22,NFL,SFO,,PIT,W 24-20,3,3,Sun,4,3,44,14.67,0,75.0%,11.00,SamuDe00
Emmanuel Sanders,WR,32.189,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,5,2,10,5.00,0,40.0%,2.00,SandEm00
Miles Sanders,RB,22.144,2019-09-22,NFL,PHI,,DET,L 24-27,3,3,Sun,4,2,73,36.50,0,50.0%,18.25,SandMi01
Mohamed Sanu,WR,30.031,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,6,6,75,12.50,0,100.0%,12.50,SanuMo00
Ricky Seals-Jones,TE,24.191,2019-09-22,NFL,CLE,,LAR,L 13-20,3,3,Sun,2,1,14,14.00,0,50.0%,7.00,SealRi00
Russell Shepard,WR,29.005,2019-09-22,NFL,NYG,@,TAM,W 32-31,3,3,Sun,5,1,6,6.00,0,20.0%,1.20,ShepRu00
Sterling Shepard,WR,26.224,2019-09-22,NFL,NYG,@,TAM,W 32-31,3,3,Sun,9,7,100,14.29,1,77.8%,11.11,ShepSt00
Darius Slayton,WR,22.253,2019-09-22,NFL,NYG,@,TAM,W 32-31,3,3,Sun,5,3,82,27.33,0,60.0%,16.40,SlayDa01
Irv Smith Jr.,TE,21.044,2019-09-22,NFL,MIN,,OAK,W 34-14,3,3,Sun,3,3,60,20.00,0,100.0%,20.00,SmitIr01
Devin Smith,WR,27.203,2019-09-22,NFL,DAL,,MIA,W 31-6,3,3,Sun,5,2,39,19.50,0,40.0%,7.80,SmitDe04
JuJu Smith-Schuster,WR,22.304,2019-09-22,NFL,PIT,@,SFO,L 20-24,3,3,Sun,7,3,81,27.00,1,42.9%,11.57,SmitJu00
Willie Snead,WR/RS,26.340,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,5,3,47,15.67,0,60.0%,9.40,SneaWi00
Kenny Stills,WR,27.153,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,6,4,89,22.25,0,66.7%,14.83,StilKe00
Luke Stocker,TE,31.067,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,4,3,12,4.00,0,75.0%,3.00,StocLu00
Courtland Sutton,WR,23.347,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,7,5,87,17.40,0,71.4%,12.43,SuttCo00
Tommy Sweeney,TE,24.083,2019-09-22,NFL,BUF,,CIN,W 21-17,3,3,Sun,3,1,3,3.00,0,33.3%,1.00,SweeTo00
Auden Tate,WR,22.231,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,10,6,88,14.67,0,60.0%,8.80,TateAu00
Adam Thielen,WR,29.031,2019-09-22,NFL,MIN,,OAK,W 34-14,3,3,Sun,5,3,55,18.33,1,60.0%,11.00,ThieAd00
Logan Thomas,TE,28.083,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,1,1,15,15.00,0,100.0%,15.00,ThomLo00
Michael Thomas,WR,26.203,2019-09-22,NFL,NOR,@,SEA,W 33-27,3,3,Sun,7,5,54,10.80,1,71.4%,7.71,ThomMi05
Robert Tonyan,TE,25.145,2019-09-22,NFL,GNB,,DEN,W 27-16,3,3,Sun,3,1,4,4.00,0,33.3%,1.33,TonyRo00
Malik Turner,WR,23.235,2019-09-22,NFL,SEA,,NOR,L 27-33,3,3,Sun,3,2,19,9.50,0,66.7%,6.33,TurnMa00
Marquez Valdes-Scantling,WR,24.347,2019-09-22,NFL,GNB,,DEN,W 27-16,3,3,Sun,10,6,99,16.50,1,60.0%,9.90,ValdMa00
Nick Vannett,TE,26.200,2019-09-22,NFL,SEA,,NOR,L 27-33,3,3,Sun,2,1,9,9.00,0,50.0%,4.50,VannNi00
Danny Vitale,FB,25.334,2019-09-22,NFL,GNB,,DEN,W 27-16,3,3,Sun,1,1,27,27.00,0,100.0%,27.00,VitaDa00
Darren Waller,TE,27.009,2019-09-22,NFL,OAK,@,MIN,L 14-34,3,3,Sun,14,13,134,10.31,0,92.9%,9.57,WallDa01
James Washington,WR,23.173,2019-09-22,NFL,PIT,@,SFO,L 20-24,3,3,Sun,5,2,14,7.00,0,40.0%,2.80,WashJa00
Sammy Watkins,WR,26.100,2019-09-22,NFL,KAN,,BAL,W 33-28,3,3,Sun,8,5,64,12.80,0,62.5%,8.00,WatkSa00
Darrel Williams,RB,24.160,2019-09-22,NFL,KAN,,BAL,W 33-28,3,3,Sun,5,5,47,9.40,0,100.0%,9.40,WillDa10
