Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Sack,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,unique_id
Shaquil Barrett,OLB,23.296,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,1,0,1,0,1,BarrSh00
Bene Benwikere,RCB,25.005,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,2,0,2,0,0,BenwBe00
Tre Boston,FS,24.075,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,1.0,4,0,4,1,1,BostTr00
James Bradberry,LCB,23.035,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,5,1,6,0,0,BradJa00
Vernon Butler,DT,22.086,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,1.0,1,0,1,1,1,ButlVe00
Kurt Coleman,SS,28.069,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,2,1,3,0,1,ColeKu99
Jared Crick,DE,27.018,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,1,0,1,0,2,CricJa00
Thomas Davis,WLB,33.170,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,4,0,4,1,0,DaviTh20
Todd Davis,ILB,24.114,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.5,6,1,7,0,2,DaviTo01
Ryan Delaire,DE,24.235,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,1,0,1,0,0,DelaRy00
Chris Harris,RCB,27.082,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,2,0,2,0,0,HarrCh01
Charles Johnson,LDE,30.060,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,2,0,2,0,0,JohnCh98
Darius Kilgo,NT,24.269,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,1,0,1,0,0,KilgDa01
A.J. Klein,LB,25.040,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,1,0,1,0,0,KleiAJ00
Luke Kuechly,MLB,25.141,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,10,0,10,1,0,KuecLu00
Cody Latimer,WR,23.334,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,2,0,2,0,0,LatiCo00
Brandon Marshall,ILB,26.364,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,6,0,6,0,0,MarsBr01
David Mayo,LB,23.031,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,1,0,1,0,0,MayoDa00
Robert McClain,CB,28.048,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,4,0,4,0,0,McClRo98
Von Miller,SLB,27.166,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,1.0,3,0,3,1,1,MillVo00
Corey Nelson,ILB,24.139,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,2,0,2,0,0,NelsCo00
Shane Ray,OLB,23.113,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,1,1,2,0,0,RayxSh00
Bradley Roby,CB,24.130,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,5,0,5,0,0,RobyBr00
Kawann Short,RDT,27.219,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,2,0,2,0,0,ShorKa00
Justin Simmons,S,22.294,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,1,0,1,0,0,SimmJu00
Darian Stewart,FS,28.035,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,5,0,5,0,0,StewDa00
Aqib Talib,LCB,30.208,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,0,1,1,0,0,TaliAq99
Shaq Thompson,LB,22.140,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0.0,3,0,3,1,0,ThomSh01
T.J. Ward,SS,29.271,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,5,0,5,0,0,WardT.99
DeMarcus Ware,WLB,34.039,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,1.5,2,1,3,1,2,WareDe99
Kayvon Webster,CB,25.220,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0.0,2,0,2,0,0,WebsKa00
