Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Earl Thomas,FS,25.120,2014-09-04,NFL,SEA,,GNB,W 36-16,1,1,Thu,2,3,1.50,0,ThomEa99
Tavon Austin,WR,24.176,2014-09-07,NFL,STL,,MIN,L 6-34,1,1,Sun,5,24,4.80,0,AustTa00
Travis Benjamin,WR,24.252,2014-09-07,NFL,CLE,@,PIT,L 27-30,1,1,Sun,1,0,0.00,0,BenjTr00
Antonio Brown,WR,26.059,2014-09-07,NFL,PIT,,CLE,W 30-27,1,1,Sun,3,46,15.33,0,BrowAn04
Corey Brown,WR,22.265,2014-09-07,NFL,CAR,@,TAM,W 20-14,1,1,Sun,3,36,12.00,0,BrowPh00
Mike Brown,WR,25.210,2014-09-07,NFL,JAX,@,PHI,L 17-34,1,1,Sun,3,28,9.33,0,BrowMi00
Isaiah Burse,WR,22.273,2014-09-07,NFL,DEN,,IND,W 31-24,1,1,Sun,3,4,1.33,0,BursIs01
T.J. Carrie,CB,24.041,2014-09-07,NFL,OAK,@,NYJ,L 14-19,1,1,Sun,1,7,7.00,0,CarrTr00
Julian Edelman,WR,28.108,2014-09-07,NFL,NWE,@,MIA,L 20-33,1,1,Sun,2,15,7.50,0,EdelJu00
Bruce Ellington,WR,23.016,2014-09-07,NFL,SFO,@,DAL,W 28-17,1,1,Sun,1,13,13.00,0,ElliBr00
Frankie Hammond,WR,24.202,2014-09-07,NFL,KAN,,TEN,L 10-26,1,1,Sun,4,47,11.75,0,HammFr00
Dwayne Harris,WR,26.356,2014-09-07,NFL,DAL,,SFO,L 17-28,1,1,Sun,2,0,0.00,0,HarrDw00
Devin Hester,WR,31.307,2014-09-07,NFL,ATL,,NOR,W 37-34,1,1,Sun,1,1,1.00,0,HestDe99
Santonio Holmes,WR,30.188,2014-09-07,NFL,CHI,,BUF,L 20-23,1,1,Sun,1,-1,-1.00,0,HolmSa00
Fred Jackson,RB,33.199,2014-09-07,NFL,BUF,@,CHI,W 23-20,1,1,Sun,1,0,0.00,0,JackFr02
Damaris Johnson,WR,24.289,2014-09-07,NFL,HOU,,WAS,W 17-6,1,1,Sun,4,28,7.00,0,JohnDa04
Adam Jones,CB,30.342,2014-09-07,NFL,CIN,@,BAL,W 23-16,1,1,Sun,1,45,45.00,0,JonePa20
Jacoby Jones,WR,30.058,2014-09-07,NFL,BAL,,CIN,L 16-23,1,1,Sun,2,2,1.00,0,JoneJa03
Jarvis Landry,WR,21.283,2014-09-07,NFL,MIA,,NWE,W 33-20,1,1,Sun,3,24,8.00,0,LandJa00
Dexter McCluster,RB,25.013,2014-09-07,NFL,TEN,@,KAN,W 26-10,1,1,Sun,1,-2,-2.00,0,McClDe00
Leodis McKelvin,LCB,29.006,2014-09-07,NFL,BUF,@,CHI,W 23-20,1,1,Sun,1,14,14.00,0,McKeLe99
Solomon Patton,WR,23.325,2014-09-07,NFL,TAM,,CAR,L 14-20,1,1,Sun,4,56,14.00,0,PattSo01
Andre Roberts,WR,26.241,2014-09-07,NFL,WAS,@,HOU,L 6-17,1,1,Sun,2,36,18.00,0,RobeAn00
Jalen Saunders,WR,21.342,2014-09-07,NFL,NYJ,,OAK,W 19-14,1,1,Sun,2,15,7.50,0,SaunJa00
Marcus Sherels,CB,26.342,2014-09-07,NFL,MIN,@,STL,W 34-6,1,1,Sun,1,6,6.00,0,SherMa20
Darren Sproles,RB,31.079,2014-09-07,NFL,PHI,,JAX,W 34-17,1,1,Sun,4,62,15.50,0,SproDa00
Griff Whalen,WR,24.190,2014-09-07,NFL,IND,@,DEN,L 24-31,1,1,Sun,5,24,4.80,0,WhalGr00
Preston Parker,WR,27.207,2014-09-08,NFL,NYG,@,DET,L 14-35,1,1,Mon,2,30,15.00,0,ParkPr00
Jeremy Ross,WR,26.176,2014-09-08,NFL,DET,,NYG,W 35-14,1,1,Mon,3,11,3.67,0,RossJe01
Eddie Royal,WR,28.110,2014-09-08,NFL,SDG,@,ARI,L 17-18,1,1,Mon,2,17,8.50,0,RoyaEd00
Antonio Brown,WR,26.063,2014-09-11,NFL,PIT,@,BAL,L 6-26,2,2,Thu,2,13,6.50,0,BrowAn04
Jacoby Jones,WR,30.062,2014-09-11,NFL,BAL,,PIT,W 26-6,2,2,Thu,2,47,23.50,0,JoneJa03
