Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
DeSean Jackson,WR,24.291,2011-09-18,NFL,PHI,@,ATL,L 31-35,2,2,Sun,3,6,2.00,0,JackDe00
Jacoby Jones,WR,27.069,2011-09-18,NFL,HOU,@,MIA,W 23-13,2,2,Sun,2,36,18.00,0,JoneJa03
Stefan Logan,WR,30.108,2011-09-18,NFL,DET,,KAN,W 48-3,2,2,Sun,1,7,7.00,0,LogaSt00
Marc Mariani,WR,24.139,2011-09-18,NFL,TEN,,BAL,W 26-13,2,2,Sun,3,17,5.67,0,MariMa00
Bryan McCann,CB,23.354,2011-09-18,NFL,DAL,@,SFO,W 27-24,2,2,Sun,2,13,6.50,0,McCaBr01
Nick Miller,WR,24.173,2011-09-18,NFL,OAK,@,BUF,L 35-38,2,2,Sun,2,19,9.50,0,MillNi00
Preston Parker,WR,24.217,2011-09-18,NFL,TAM,@,MIN,W 24-20,2,2,Sun,2,27,13.50,0,ParkPr00
Roscoe Parrish,WR,29.064,2011-09-18,NFL,BUF,,OAK,W 38-35,2,2,Sun,1,11,11.00,0,ParrRo00
Patrick Peterson,RCB,21.069,2011-09-18,NFL,ARI,@,WAS,L 21-22,2,2,Sun,2,30,15.00,0,PetePa00
Emmanuel Sanders,WR,24.185,2011-09-18,NFL,PIT,,SEA,W 24-0,2,2,Sun,2,8,4.00,0,SandEm00
Marcus Sherels,CB,23.353,2011-09-18,NFL,MIN,,TAM,L 20-24,2,2,Sun,2,3,1.50,0,SherMa20
Cecil Shorts,WR/R,23.270,2011-09-18,NFL,JAX,@,NYJ,L 3-32,2,2,Sun,2,7,3.50,0,ShorCe00
C.J. Spiller,RB,24.044,2011-09-18,NFL,BUF,,OAK,W 38-35,2,2,Sun,1,5,5.00,0,SpilC.00
Darren Sproles,RB,28.090,2011-09-18,NFL,NOR,,CHI,W 30-13,2,2,Sun,2,1,0.50,0,SproDa00
Brandon Tate,WR,23.348,2011-09-18,NFL,CIN,@,DEN,L 22-24,2,2,Sun,5,29,5.80,0,TateBr00
Bryan Walters,WR,23.318,2011-09-18,NFL,SDG,@,NWE,L 21-35,2,2,Sun,1,-2,-2.00,0,WaltBr00
Leon Washington,RB,29.020,2011-09-18,NFL,SEA,@,PIT,L 0-24,2,2,Sun,1,0,0.00,0,WashLe00
Lardarius Webb,LCB,25.341,2011-09-18,NFL,BAL,@,TEN,L 13-26,2,2,Sun,1,4,4.00,0,WebbLa99
Eric Weems,WR,26.076,2011-09-18,NFL,ATL,,PHI,W 35-31,2,2,Sun,1,19,19.00,0,WeemEr00
Domenik Hixon,WR,26.346,2011-09-19,NFL,NYG,,STL,W 28-16,2,2,Mon,1,4,4.00,0,HixoDo00
Aaron Ross,RCB,29.004,2011-09-19,NFL,NYG,,STL,W 28-16,2,2,Mon,2,13,6.50,0,RossAa99
Greg Salas,WR,23.025,2011-09-19,NFL,STL,@,NYG,L 16-28,2,2,Mon,2,29,14.50,0,SalaGr00
Javier Arenas,CB,23.332,2011-09-25,NFL,KAN,@,SDG,L 17-20,3,3,Sun,1,37,37.00,0,ArenJa99
Davone Bess,WR,26.012,2011-09-25,NFL,MIA,@,CLE,L 16-17,3,3,Sun,1,16,16.00,0,BessDa00
Antonio Brown,WR,23.077,2011-09-25,NFL,PIT,@,IND,W 23-20,3,3,Sun,4,65,16.25,0,BrowAn04
Reggie Bush,RB,26.207,2011-09-25,NFL,MIA,@,CLE,L 16-17,3,3,Sun,1,12,12.00,0,BushRe00
Randall Cobb,WR,21.034,2011-09-25,NFL,GNB,@,CHI,W 27-17,3,3,Sun,5,39,7.80,0,CobbRa00
Quan Cosby,WR,28.276,2011-09-25,NFL,DEN,@,TEN,L 14-17,3,3,Sun,3,47,15.67,0,CosbQu00
Julian Edelman,WR,25.126,2011-09-25,NFL,NWE,@,BUF,L 31-34,3,3,Sun,3,31,10.33,0,EdelJu00
Armanti Edwards,WR,23.201,2011-09-25,NFL,CAR,,JAX,W 16-10,3,3,Sun,4,28,7.00,0,EdwaAr00
Ted Ginn,WR,26.166,2011-09-25,NFL,SFO,@,CIN,W 13-8,3,3,Sun,3,19,6.33,0,GinnTe00
Devin Hester,WR,28.325,2011-09-25,NFL,CHI,,GNB,L 17-27,3,3,Sun,1,21,21.00,0,HestDe99
DeSean Jackson,WR,24.298,2011-09-25,NFL,PHI,,NYG,L 16-29,3,3,Sun,1,13,13.00,0,JackDe00
Jacoby Jones,WR,27.076,2011-09-25,NFL,HOU,@,NOR,L 33-40,3,3,Sun,2,5,2.50,0,JoneJa03
Jeremy Kerley,WR,22.321,2011-09-25,NFL,NYJ,@,OAK,L 24-34,3,3,Sun,4,80,20.00,0,KerlJe00
Johnny Knox,WR,24.326,2011-09-25,NFL,CHI,,GNB,L 17-27,3,3,Sun,1,9,9.00,0,KnoxJo00
Stefan Logan,WR,30.115,2011-09-25,NFL,DET,@,MIN,W 26-23,3,3,Sun,4,37,9.25,0,LogaSt00
Marc Mariani,WR,24.146,2011-09-25,NFL,TEN,,DEN,W 17-14,3,3,Sun,4,21,5.25,0,MariMa00
Denarius Moore,WR,22.290,2011-09-25,NFL,OAK,,NYJ,W 34-24,3,3,Sun,3,15,5.00,0,MoorDe02
Jordan Norwood,WR,24.361,2011-09-25,NFL,CLE,,MIA,W 17-16,3,3,Sun,1,6,6.00,0,NorwJo00
Preston Parker,WR,24.224,2011-09-25,NFL,TAM,,ATL,W 16-13,3,3,Sun,2,29,14.50,0,ParkPr00
Patrick Peterson,RCB,21.076,2011-09-25,NFL,ARI,@,SEA,L 10-13,3,3,Sun,4,19,4.75,0,PetePa00
Marcus Sherels,CB,23.360,2011-09-25,NFL,MIN,,DET,L 23-26,3,3,Sun,4,90,22.50,0,SherMa20
Cecil Shorts,WR/R,23.277,2011-09-25,NFL,JAX,@,CAR,L 10-16,3,3,Sun,2,-2,-1.00,0,ShorCe00
C.J. Spiller,RB,24.051,2011-09-25,NFL,BUF,,NWE,W 34-31,3,3,Sun,2,20,10.00,0,SpilC.00
Darren Sproles,RB,28.097,2011-09-25,NFL,NOR,,HOU,W 40-33,3,3,Sun,1,5,5.00,0,SproDa00
Brandon Tate,WR,23.355,2011-09-25,NFL,CIN,,SFO,L 8-13,3,3,Sun,3,31,10.33,0,TateBr00
Bryan Walters,WR,23.325,2011-09-25,NFL,SDG,,KAN,W 20-17,3,3,Sun,2,9,4.50,0,WaltBr00
Leon Washington,RB,29.027,2011-09-25,NFL,SEA,,ARI,W 13-10,3,3,Sun,3,27,9.00,0,WashLe00
Lardarius Webb,LCB,25.348,2011-09-25,NFL,BAL,@,STL,W 37-7,3,3,Sun,5,55,11.00,0,WebbLa99
Eric Weems,WR,26.083,2011-09-25,NFL,ATL,@,TAM,L 13-16,3,3,Sun,2,16,8.00,0,WeemEr00
Blair White,WR,24.217,2011-09-25,NFL,IND,,PIT,L 20-23,3,3,Sun,1,2,2.00,0,WhitBl00
LaQuan Williams,WR,23.090,2011-09-25,NFL,BAL,@,STL,W 37-7,3,3,Sun,1,0,0.00,0,WillLa01
Brandon Banks,WR,23.279,2011-09-26,NFL,WAS,@,DAL,L 16-18,3,3,Mon,2,16,8.00,0,BankBr00
Dwayne Harris,WR,24.010,2011-09-26,NFL,DAL,,WAS,W 18-16,3,3,Mon,2,10,5.00,0,HarrDw00
Javier Arenas,CB,23.339,2011-10-02,NFL,KAN,,MIN,W 22-17,4,4,Sun,3,71,23.67,0,ArenJa99
Brandon Banks,WR,23.285,2011-10-02,NFL,WAS,@,STL,W 17-10,4,4,Sun,4,3,0.75,0,BankBr00
Davone Bess,WR,26.019,2011-10-02,NFL,MIA,@,SDG,L 16-26,4,4,Sun,1,22,22.00,0,BessDa00
Antonio Brown,WR,23.084,2011-10-02,NFL,PIT,@,HOU,L 10-17,4,4,Sun,1,33,33.00,0,BrowAn04
Randall Cobb,WR,21.041,2011-10-02,NFL,GNB,,DEN,W 49-23,4,4,Sun,2,7,3.50,0,CobbRa00
Patrick Crayton,WR,32.178,2011-10-02,NFL,SDG,,MIA,W 26-16,4,4,Sun,3,22,7.33,0,CrayPa00
Josh Cribbs,WR,28.115,2011-10-02,NFL,CLE,,TEN,L 13-31,4,4,Sun,2,18,9.00,0,CribJo01
Julian Edelman,WR,25.133,2011-10-02,NFL,NWE,@,OAK,W 31-19,4,4,Sun,1,15,15.00,0,EdelJu00
Armanti Edwards,WR,23.208,2011-10-02,NFL,CAR,@,CHI,L 29-34,4,4,Sun,2,7,3.50,0,EdwaAr00
Ted Ginn,WR,26.173,2011-10-02,NFL,SFO,@,PHI,W 24-23,4,4,Sun,2,-6,-3.00,0,GinnTe00
Dwayne Harris,WR,24.016,2011-10-02,NFL,DAL,,DET,L 30-34,4,4,Sun,3,18,6.00,0,HarrDw00
Devin Hester,WR,28.332,2011-10-02,NFL,CHI,,CAR,W 34-29,4,4,Sun,1,69,69.00,1,HestDe99
DeSean Jackson,WR,24.305,2011-10-02,NFL,PHI,,SFO,L 23-24,4,4,Sun,1,-1,-1.00,0,JackDe00
Jacoby Jones,WR,27.083,2011-10-02,NFL,HOU,,PIT,W 17-10,4,4,Sun,3,17,5.67,0,JoneJa03
Jeremy Kerley,WR,22.328,2011-10-02,NFL,NYJ,@,BAL,L 17-34,4,4,Sun,2,12,6.00,0,KerlJe00
Stefan Logan,WR,30.122,2011-10-02,NFL,DET,@,DAL,W 34-30,4,4,Sun,1,12,12.00,0,LogaSt00
Marc Mariani,WR,24.153,2011-10-02,NFL,TEN,@,CLE,W 31-13,4,4,Sun,2,17,8.50,0,MariMa00
Denarius Moore,WR,22.297,2011-10-02,NFL,OAK,,NWE,L 19-31,4,4,Sun,1,18,18.00,0,MoorDe02
Patrick Peterson,RCB,21.083,2011-10-02,NFL,ARI,,NYG,L 27-31,4,4,Sun,3,28,9.33,0,PetePa00
Austin Pettis,WR,23.148,2011-10-02,NFL,STL,,WAS,L 10-17,4,4,Sun,3,0,0.00,0,PettAu00
Quinn Porter,RB,25.242,2011-10-02,NFL,STL,,WAS,L 10-17,4,4,Sun,1,1,1.00,0,PortQu00
Ed Reed*,FS,33.021,2011-10-02,NFL,BAL,,NYJ,W 34-17,4,4,Sun,1,16,16.00,0,ReedEd00
Aaron Ross,RCB,29.017,2011-10-02,NFL,NYG,@,ARI,W 31-27,4,4,Sun,3,30,10.00,0,RossAa99
Emmanuel Sanders,WR,24.199,2011-10-02,NFL,PIT,@,HOU,L 10-17,4,4,Sun,1,10,10.00,0,SandEm00
Marcus Sherels,CB,24.002,2011-10-02,NFL,MIN,@,KAN,L 17-22,4,4,Sun,1,12,12.00,0,SherMa20
Cecil Shorts,WR/R,23.284,2011-10-02,NFL,JAX,,NOR,L 10-23,4,4,Sun,1,4,4.00,0,ShorCe00
Darren Sproles,RB,28.104,2011-10-02,NFL,NOR,@,JAX,W 23-10,4,4,Sun,1,9,9.00,0,SproDa00
Brandon Tate,WR,23.362,2011-10-02,NFL,CIN,,BUF,W 23-20,4,4,Sun,7,69,9.86,0,TateBr00
Leon Washington,RB,29.034,2011-10-02,NFL,SEA,,ATL,L 28-30,4,4,Sun,2,40,20.00,0,WashLe00
Eric Weems,WR,26.090,2011-10-02,NFL,ATL,@,SEA,W 30-28,4,4,Sun,2,24,12.00,0,WeemEr00
Preston Parker,WR,24.232,2011-10-03,NFL,TAM,,IND,W 24-17,4,4,Mon,3,17,5.67,0,ParkPr00
Blair White,WR,24.225,2011-10-03,NFL,IND,@,TAM,L 17-24,4,4,Mon,2,0,0.00,0,WhitBl00
Javier Arenas,CB,23.346,2011-10-09,NFL,KAN,@,IND,W 28-24,5,5,Sun,4,39,9.75,0,ArenJa99
Darryl Blackstock,LB,28.132,2011-10-09,NFL,OAK,@,HOU,W 25-20,5,5,Sun,1,0,0.00,0,BlacDa20
Randall Cobb,WR,21.048,2011-10-09,NFL,GNB,@,ATL,W 25-14,5,5,Sun,2,4,2.00,0,CobbRa00
Quan Cosby,WR,28.290,2011-10-09,NFL,DEN,,SDG,L 24-29,5,5,Sun,2,37,18.50,0,CosbQu00
Patrick Crayton,WR,32.185,2011-10-09,NFL,SDG,@,DEN,W 29-24,5,5,Sun,5,65,13.00,0,CrayPa00
Armanti Edwards,WR,23.215,2011-10-09,NFL,CAR,,NOR,L 27-30,5,5,Sun,1,9,9.00,0,EdwaAr00
Ted Ginn,WR,26.180,2011-10-09,NFL,SFO,,TAM,W 48-3,5,5,Sun,3,51,17.00,0,GinnTe00
DeSean Jackson,WR,24.312,2011-10-09,NFL,PHI,@,BUF,L 24-31,5,5,Sun,2,27,13.50,0,JackDe00
Jacoby Jones,WR,27.090,2011-10-09,NFL,HOU,,OAK,L 20-25,5,5,Sun,5,33,6.60,0,JoneJa03
Jeremy Kerley,WR,22.335,2011-10-09,NFL,NYJ,@,NWE,L 21-30,5,5,Sun,2,20,10.00,0,KerlJe00
Marc Mariani,WR,24.160,2011-10-09,NFL,TEN,@,PIT,L 17-38,5,5,Sun,1,10,10.00,0,MariMa00
Denarius Moore,WR,22.304,2011-10-09,NFL,OAK,@,HOU,W 25-20,5,5,Sun,4,34,8.50,0,MoorDe02
Aaron Ross,RCB,29.024,2011-10-09,NFL,NYG,,SEA,L 25-36,5,5,Sun,2,12,6.00,0,RossAa99
Marcus Sherels,CB,24.009,2011-10-09,NFL,MIN,,ARI,W 34-10,5,5,Sun,2,45,22.50,0,SherMa20
Cecil Shorts,WR/R,23.291,2011-10-09,NFL,JAX,,CIN,L 20-30,5,5,Sun,3,3,1.00,0,ShorCe00
Darren Sproles,RB,28.111,2011-10-09,NFL,NOR,@,CAR,W 30-27,5,5,Sun,1,-3,-3.00,0,SproDa00
Brandon Tate,WR,24.004,2011-10-09,NFL,CIN,@,JAX,W 30-20,5,5,Sun,3,43,14.33,0,TateBr00
Leon Washington,RB,29.041,2011-10-09,NFL,SEA,@,NYG,W 36-25,5,5,Sun,6,79,13.17,0,WashLe00
Eric Weems,WR,26.097,2011-10-09,NFL,ATL,,GNB,L 14-25,5,5,Sun,1,3,3.00,0,WeemEr00
Wes Welker,WR,30.161,2011-10-09,NFL,NWE,,NYJ,W 30-21,5,5,Sun,4,54,13.50,0,WelkWe00
Blair White,WR,24.231,2011-10-09,NFL,IND,,KAN,L 24-28,5,5,Sun,1,2,2.00,0,WhitBl00
Devin Hester,WR,28.340,2011-10-10,NFL,CHI,@,DET,L 13-24,5,5,Mon,1,1,1.00,0,HestDe99
Stefan Logan,WR,30.130,2011-10-10,NFL,DET,,CHI,W 24-13,5,5,Mon,3,26,8.67,0,LogaSt00
Brandon McDonald,CB,26.045,2011-10-10,NFL,DET,,CHI,W 24-13,5,5,Mon,1,0,0.00,0,McDoBr99
Brandon Banks,WR,23.299,2011-10-16,NFL,WAS,,PHI,L 13-20,5,6,Sun,2,4,2.00,0,BankBr00
Antonio Brown,WR,23.098,2011-10-16,NFL,PIT,,JAX,W 17-13,6,6,Sun,4,9,2.25,0,BrowAn04
Josh Cribbs,WR,28.129,2011-10-16,NFL,CLE,@,OAK,L 17-24,5,6,Sun,2,30,15.00,0,CribJo01
Armanti Edwards,WR,23.222,2011-10-16,NFL,CAR,@,ATL,L 17-31,6,6,Sun,1,0,0.00,0,EdwaAr00
Ted Ginn,WR,26.187,2011-10-16,NFL,SFO,@,DET,W 25-19,6,6,Sun,3,72,24.00,0,GinnTe00
Dwayne Harris,WR,24.030,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,2,3,1.50,0,HarrDw00
Devin Hester,WR,28.346,2011-10-16,NFL,CHI,,MIN,W 39-10,6,6,Sun,1,27,27.00,0,HestDe99
Jacoby Jones,WR,27.097,2011-10-16,NFL,HOU,@,BAL,L 14-29,6,6,Sun,1,4,4.00,0,JoneJa03
Joe Lefeged,DB,23.136,2011-10-16,NFL,IND,@,CIN,L 17-27,6,6,Sun,1,2,2.00,0,LefeJo00
Stefan Logan,WR,30.136,2011-10-16,NFL,DET,,SFO,L 19-25,6,6,Sun,3,41,13.67,0,LogaSt00
Denarius Moore,WR,22.311,2011-10-16,NFL,OAK,,CLE,W 24-17,6,6,Sun,2,-6,-3.00,0,MoorDe02
Preston Parker,WR,24.245,2011-10-16,NFL,TAM,,NOR,W 26-20,6,6,Sun,3,24,8.00,0,ParkPr00
Austin Pettis,WR,23.162,2011-10-16,NFL,STL,@,GNB,L 3-24,5,6,Sun,2,56,28.00,0,PettAu00
Ed Reed*,FS,33.035,2011-10-16,NFL,BAL,,HOU,W 29-14,5,6,Sun,1,13,13.00,0,ReedEd00
Aaron Ross,RCB,29.031,2011-10-16,NFL,NYG,,BUF,W 27-24,6,6,Sun,1,17,17.00,0,RossAa99
Marcus Sherels,CB,24.016,2011-10-16,NFL,MIN,@,CHI,L 10-39,6,6,Sun,1,0,0.00,0,SherMa20
Cecil Shorts,WR/R,23.298,2011-10-16,NFL,JAX,@,PIT,L 13-17,6,6,Sun,1,7,7.00,0,ShorCe00
C.J. Spiller,WR,24.072,2011-10-16,NFL,BUF,@,NYG,L 24-27,6,6,Sun,2,11,5.50,0,SpilC.00
Darren Sproles,RB,28.118,2011-10-16,NFL,NOR,@,TAM,L 20-26,6,6,Sun,1,-10,-10.00,0,SproDa00
Brandon Tate,WR,24.011,2011-10-16,NFL,CIN,,IND,W 27-17,6,6,Sun,2,35,17.50,0,TateBr00
Eric Weems,WR,26.104,2011-10-16,NFL,ATL,,CAR,W 31-17,6,6,Sun,1,8,8.00,0,WeemEr00
Wes Welker,WR,30.168,2011-10-16,NFL,NWE,,DAL,W 20-16,6,6,Sun,3,27,9.00,0,WelkWe00
Blair White,WR,24.238,2011-10-16,NFL,IND,@,CIN,L 17-27,6,6,Sun,1,3,3.00,0,WhitBl00
Davone Bess,WR,26.034,2011-10-17,NFL,MIA,@,NYJ,L 6-24,5,6,Mon,3,27,9.00,0,BessDa00
Reggie Bush,RB,26.229,2011-10-17,NFL,MIA,@,NYJ,L 6-24,5,6,Mon,1,6,6.00,0,BushRe00
Jeremy Kerley,WR,22.343,2011-10-17,NFL,NYJ,,MIA,W 24-6,6,6,Mon,2,11,5.50,0,KerlJe00
Joe McKnight,RB,23.184,2011-10-17,NFL,NYJ,,MIA,W 24-6,6,6,Mon,3,19,6.33,0,McKnJo00
Javier Arenas,CB,23.360,2011-10-23,NFL,KAN,@,OAK,W 28-0,6,7,Sun,2,23,11.50,0,ArenJa99
Brandon Banks,WR,23.306,2011-10-23,NFL,WAS,@,CAR,L 20-33,6,7,Sun,1,-4,-4.00,0,BankBr00
Davone Bess,WR,26.040,2011-10-23,NFL,MIA,,DEN,L 15-18,6,7,Sun,2,32,16.00,0,BessDa00
Antonio Brown,WR,23.105,2011-10-23,NFL,PIT,@,ARI,W 32-20,7,7,Sun,2,47,23.50,0,BrowAn04
Dez Bryant,WR,22.353,2011-10-23,NFL,DAL,,STL,W 34-7,6,7,Sun,1,7,7.00,0,BryaDe01
Reggie Bush,RB,26.235,2011-10-23,NFL,MIA,,DEN,L 15-18,6,7,Sun,2,30,15.00,0,BushRe00
Randall Cobb,WR,21.062,2011-10-23,NFL,GNB,@,MIN,W 33-27,7,7,Sun,2,42,21.00,0,CobbRa00
Quan Cosby,WR,28.304,2011-10-23,NFL,DEN,@,MIA,W 18-15,6,7,Sun,4,45,11.25,0,CosbQu00
Patrick Crayton,WR,32.199,2011-10-23,NFL,SDG,@,NYJ,L 21-27,6,7,Sun,1,0,0.00,0,CrayPa00
Josh Cribbs,WR,28.136,2011-10-23,NFL,CLE,,SEA,W 6-3,6,7,Sun,4,14,3.50,0,CribJo01
Devin Hester,WR,28.353,2011-10-23,NFL,CHI,@,TAM,W 24-18,7,7,Sun,5,33,6.60,0,HestDe99
Trindon Holliday,WR,25.179,2011-10-23,NFL,HOU,@,TEN,W 41-7,7,7,Sun,1,0,0.00,0,HollTr00
Jeremy Kerley,WR,22.349,2011-10-23,NFL,NYJ,,SDG,W 27-21,7,7,Sun,1,7,7.00,0,KerlJe00
Stefan Logan,WR,30.143,2011-10-23,NFL,DET,,ATL,L 16-23,7,7,Sun,1,0,0.00,0,LogaSt00
Marc Mariani,WR,24.174,2011-10-23,NFL,TEN,,HOU,L 7-41,6,7,Sun,2,33,16.50,0,MariMa00
Joe McKnight,RB,23.190,2011-10-23,NFL,NYJ,,SDG,W 27-21,7,7,Sun,1,7,7.00,0,McKnJo00
Denarius Moore,WR,22.318,2011-10-23,NFL,OAK,,KAN,L 0-28,7,7,Sun,4,39,9.75,0,MoorDe02
Preston Parker,WR,24.252,2011-10-23,NFL,TAM,,CHI,L 18-24,7,7,Sun,3,8,2.67,0,ParkPr00
Austin Pettis,WR,23.169,2011-10-23,NFL,STL,@,DAL,L 7-34,6,7,Sun,1,9,9.00,0,PettAu00
Marcus Sherels,CB,24.023,2011-10-23,NFL,MIN,,GNB,L 27-33,7,7,Sun,2,12,6.00,0,SherMa20
Darren Sproles,RB,28.125,2011-10-23,NFL,NOR,,IND,W 62-7,7,7,Sun,4,27,6.75,0,SproDa00
Leon Washington,RB,29.055,2011-10-23,NFL,SEA,@,CLE,L 3-6,6,7,Sun,2,39,19.50,0,WashLe00
Eric Weems,WR,26.111,2011-10-23,NFL,ATL,@,DET,W 23-16,7,7,Sun,4,62,15.50,0,WeemEr00
Blair White,WR,24.245,2011-10-23,NFL,IND,@,NOR,L 7-62,7,7,Sun,1,13,13.00,0,WhitBl00
Mike Thomas,WR,24.142,2011-10-24,NFL,JAX,,BAL,W 12-7,7,7,Mon,6,37,6.17,0,ThomMi01
Lardarius Webb,LCB,26.012,2011-10-24,NFL,BAL,@,JAX,L 7-12,6,7,Mon,2,6,3.00,0,WebbLa99
Brandon Banks,WR,23.313,2011-10-30,NFL,WAS,@,BUF,L 0-23,7,8,Sun,2,32,16.00,0,BankBr00
Davone Bess,WR,26.047,2011-10-30,NFL,MIA,@,NYG,L 17-20,7,8,Sun,1,13,13.00,0,BessDa00
Antonio Brown,WR,23.112,2011-10-30,NFL,PIT,,NWE,W 25-17,8,8,Sun,2,12,6.00,0,BrowAn04
Reggie Bush,RB,26.242,2011-10-30,NFL,MIA,@,NYG,L 17-20,7,8,Sun,1,-4,-4.00,0,BushRe00
