Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Jarvis Green,DE,23.240,2002-09-09,NFL,NWE,,PIT,W 30-14,1,1,Mon,0,1,0,0,0,GreeJa21
Victor Green,S,32.275,2002-09-09,NFL,NWE,,PIT,W 30-14,1,1,Mon,,1,1,,,GreeVi20
Micheal Barrow,MLB,32.149,2002-09-15,NFL,NYG,@,STL,W 26-21,2,2,Sun,,1,0,,,BarrMi20
Rogers Beckett,FS,25.227,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,,1,0,,,BeckRo20
Alfonso Boone,DT,26.247,2002-09-15,NFL,CHI,@,ATL,W 14-13,2,2,Sun,,1,0,,,BoonAl20
Chad Bratzke,RDE,31.000,2002-09-15,NFL,IND,,MIA,L 13-21,2,2,Sun,0,1,0,0,0,BratCh20
Zack Bronson,FS,28.230,2002-09-15,NFL,SFO,,DEN,L 14-24,2,2,Sun,,1,0,,,BronZa20
Chad Brown,OLB,32.065,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,0,1,0,0,0,BrowCh04
Cornell Brown,LB,27.184,2002-09-15,NFL,BAL,,TAM,L 0-25,2,2,Sun,,1,0,,,BrowCo20
Fakhir Brown,CB,24.359,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,,1,0,,,BrowFa20
Mike Brown,FS,24.214,2002-09-15,NFL,CHI,@,ATL,W 14-13,2,2,Sun,,1,1,,,BrowMi99
Keith Burns,LB,30.122,2002-09-15,NFL,DEN,@,SFO,W 24-14,2,2,Sun,,1,0,,,BurnKe21
Charlie Clemons,MLB,30.073,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,,1,1,,,ClemCh22
Chris Draft,ILB,26.201,2002-09-15,NFL,ATL,,CHI,L 13-14,2,2,Sun,,1,1,,,DrafCh20
Sam Garnes,SS,28.065,2002-09-15,NFL,NYJ,,NWE,L 7-44,2,2,Sun,,1,0,,,GarnSa20
Kevin Hardy,SLB,29.053,2002-09-15,NFL,DAL,,TEN,W 21-13,2,2,Sun,0,1,0,0,0,HardKe00
Orlando Huff,LB,24.032,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,,1,0,,,HuffOr20
Tebucky Jones,FS,27.344,2002-09-15,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,0,1,1,0,1,JoneTe20
Kwamie Lassiter,FS,32.286,2002-09-15,NFL,ARI,@,SEA,W 24-13,2,2,Sun,,1,0,,,LassKw20
Ben Leber,SLB,23.282,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,0,1,0,0,0,LebeBe20
Mike Logan,DB,28.000,2002-09-15,NFL,PIT,,OAK,L 17-30,2,2,Sun,,1,0,,,LogaMi20
Torrance Marshall,LB,25.095,2002-09-15,NFL,GNB,@,NOR,L 20-35,2,2,Sun,,1,0,,,MarsTo20
Mike Maslowski,ROLB,28.066,2002-09-15,NFL,KAN,,JAX,L 16-23,2,2,Sun,,1,0,,,MaslMi20
Keith Newman,LB,25.239,2002-09-15,NFL,BUF,@,MIN,W 45-39,2,2,Sun,0,1,0,0,0,NewmKe20
John Parrella,DT,32.297,2002-09-15,NFL,OAK,@,PIT,W 30-17,2,2,Sun,,1,0,,,ParrJo20
Julius Peppers,LDE,22.240,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,0,1,0,0,0,PeppJu99
Mike Rucker,RDE,27.199,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,0,1,0,0,0,RuckMi20
Matt Stewart,LB,23.015,2002-09-15,NFL,ATL,,CHI,L 13-14,2,2,Sun,,1,0,,,StewMa21
Larry Whigham,S,30.084,2002-09-15,NFL,CHI,@,ATL,W 14-13,2,2,Sun,,1,0,,,WhigLa00
Pat Williams,RDT,29.326,2002-09-15,NFL,BUF,@,MIN,W 45-39,2,2,Sun,0,1,0,0,0,WillPa20
Charles Woodson,CB,25.343,2002-09-15,NFL,OAK,@,PIT,W 30-17,2,2,Sun,0,1,0,0,0,WoodCh00
Mark Word,RDE,26.296,2002-09-15,NFL,CLE,,CIN,W 20-7,2,2,Sun,0,2,0,0,0,WordMa20
Carlos Emmons,SAM,29.013,2002-09-16,NFL,PHI,@,WAS,W 37-7,2,2,Mon,,1,0,,,EmmoCa20
Keith Bulluck,RLB,25.171,2002-09-22,NFL,TEN,,CLE,L 28-31,3,3,Sun,,1,0,,,BullKe00
Andre Carter,RDE,23.133,2002-09-22,NFL,SFO,,WAS,W 20-10,3,3,Sun,0,1,0,0,0,CartAn20
Rich Coady,S,26.239,2002-09-22,NFL,TEN,,CLE,L 28-31,3,3,Sun,,1,0,,,CoadRi21
Marcus Coleman,RCB,28.121,2002-09-22,NFL,HOU,,IND,L 3-23,3,3,Sun,,1,1,,,ColeMa20
Brian Dawkins*,FS,28.344,2002-09-22,NFL,PHI,,DAL,W 44-13,3,3,Sun,,1,1,,,DawkBr00
Andre Dyson,LCB,23.120,2002-09-22,NFL,TEN,,CLE,L 28-31,3,3,Sun,0,1,0,0,0,DysoAn20
Greg Ellis,LDE,27.039,2002-09-22,NFL,DAL,@,PHI,L 13-44,3,3,Sun,0,1,0,0,0,ElliGr20
Demetric Evans,DE,23.019,2002-09-22,NFL,DAL,@,PHI,L 13-44,3,3,Sun,,1,0,,,EvanDe20
Mark Fields,SLB,29.317,2002-09-22,NFL,CAR,@,MIN,W 21-14,3,3,Sun,,1,0,,,FielMa99
Jay Foreman,BLB,26.216,2002-09-22,NFL,HOU,,IND,L 3-23,3,3,Sun,,1,0,,,ForeJa20
La'Roi Glover,DT,28.080,2002-09-22,NFL,DAL,@,PHI,L 13-44,3,3,Sun,0,1,0,0,0,GlovLa00
Paul Grasmanis,DT,28.051,2002-09-22,NFL,PHI,,DAL,W 44-13,3,3,Sun,0,1,0,0,0,GrasPa20
Victor Green,S,32.288,2002-09-22,NFL,NWE,,KAN,W 41-38,3,3,Sun,,1,0,,,GreeVi20
Ben Leber,SLB,23.289,2002-09-22,NFL,SDG,@,ARI,W 23-15,3,3,Sun,,1,0,,,LebeBe20
Mo Lewis,LLB,32.336,2002-09-22,NFL,NYJ,@,MIA,L 3-30,3,3,Sun,,1,0,,,LewiMo00
Dan Morgan,MLB,23.277,2002-09-22,NFL,CAR,@,MIN,W 21-14,3,3,Sun,,1,0,,,MorgDa99
Julian Peterson,LOLB,24.056,2002-09-22,NFL,SFO,,WAS,W 20-10,3,3,Sun,,1,0,,,PeteJu00
Montae Reagor,DT,25.085,2002-09-22,NFL,DEN,,BUF,W 28-23,3,3,Sun,0,1,0,0,0,ReagMo20
Mike Rucker,RDE,27.206,2002-09-22,NFL,CAR,@,MIN,W 21-14,3,3,Sun,0,2,0,0,0,RuckMi20
Brad Scioli,LDT,26.016,2002-09-22,NFL,IND,@,HOU,W 23-3,3,3,Sun,0,1,0,0,0,ScioBr20
Jason Taylor*,RDE,28.021,2002-09-22,NFL,MIA,,NYJ,W 30-3,3,3,Sun,0,1,1,0,0,TaylJa03
John Thierry,OLB,31.018,2002-09-22,NFL,ATL,,CIN,W 30-3,3,3,Sun,0,1,0,0,0,ThieJo20
Brian Urlacher*,MLB,24.120,2002-09-22,NFL,CHI,,NOR,L 23-29,3,3,Sun,,1,0,,,UrlaBr00
Brian Walker,FS,30.114,2002-09-22,NFL,DET,,GNB,L 31-37,3,3,Sun,0,2,0,0,0,WalkBr21
Brian Kelly,LCB,26.252,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,0,1,0,0,0,KellBr21
Leonard Little,LDE,27.339,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,0,1,0,0,0,LittLe00
Simeon Rice,RDE,28.211,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,0,1,0,0,0,RiceSi00
Robert Thomas,WLB,22.068,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,,1,0,,,ThomRo20
Aeneas Williams*,LCB,34.237,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,,1,1,,,WillAe00
Ellis Wyms,DE,23.164,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,0,1,0,0,0,WymsEl20
Jerry Azumah,RCB,25.028,2002-09-29,NFL,CHI,@,BUF,L 27-33,4,4,Sun,,1,0,,,AzumJe00
Ainsley Battles,S,23.327,2002-09-29,NFL,JAX,,NYJ,W 28-3,3,4,Sun,,1,0,,,BattAi20
Marcus Bell,OLB,25.072,2002-09-29,NFL,SEA,,MIN,W 48-23,4,4,Sun,,1,0,,,BellMa21
Matt Bowen,SS,25.321,2002-09-29,NFL,GNB,,CAR,W 17-14,4,4,Sun,,1,0,,,BoweMa20
Keith Bulluck,RLB,25.178,2002-09-29,NFL,TEN,@,OAK,L 25-52,4,4,Sun,,1,0,,,BullKe00
Marcus Coleman,RCB,28.128,2002-09-29,NFL,HOU,@,PHI,L 17-35,4,4,Sun,,1,1,,,ColeMa20
Don Davis,WLB,29.286,2002-09-29,NFL,STL,,DAL,L 10-13,4,4,Sun,,1,0,,,DaviDo22
Hugh Douglas,RDE,31.037,2002-09-29,NFL,PHI,,HOU,W 35-17,4,4,Sun,0,1,0,0,0,DougHu00
Kalimba Edwards,DE,22.277,2002-09-29,NFL,DET,,NOR,W 26-21,4,4,Sun,0,1,0,0,0,EdwaKa20
Cory Hall,FS,25.298,2002-09-29,NFL,CIN,,TAM,L 7-35,4,4,Sun,,1,0,,,HallCo21
John Henderson,DT,23.263,2002-09-29,NFL,JAX,,NYJ,W 28-3,3,4,Sun,,1,0,,,HendJo99
Anthony Henry,DB,25.330,2002-09-29,NFL,CLE,@,PIT,L 13-16,4,4,Sun,,2,0,,,HenrAn20
Eric Hicks,LDE,26.104,2002-09-29,NFL,KAN,,MIA,W 48-30,4,4,Sun,0,1,0,0,0,HickEr20
Warrick Holdman,WLB,26.311,2002-09-29,NFL,CHI,@,BUF,L 27-33,4,4,Sun,,1,0,,,HoldWa20
Cletidus Hunt,DT,26.270,2002-09-29,NFL,GNB,,CAR,W 17-14,4,4,Sun,0,1,0,0,0,HuntCl20
Joe Johnson,RDE,30.080,2002-09-29,NFL,GNB,,CAR,W 17-14,4,4,Sun,0,1,1,0,0,JohnJo04
Ty Law*,LCB,28.231,2002-09-29,NFL,NWE,@,SDG,L 14-21,4,4,Sun,,1,0,,,LawxTy00
Donald Mitchell,CB,25.289,2002-09-29,NFL,TEN,@,OAK,L 25-52,4,4,Sun,,1,1,,,MitcDo20
Keith Mitchell,ROLB,28.067,2002-09-29,NFL,HOU,@,PHI,L 17-35,4,4,Sun,0,1,0,0,0,MitcKe00
Alex Molden,LCB,29.056,2002-09-29,NFL,SDG,,NWE,W 21-14,4,4,Sun,,1,1,,,MoldAl20
Anton Palepoi,DE,24.253,2002-09-29,NFL,SEA,,MIN,W 48-23,4,4,Sun,0,1,0,0,0,PaleAn20
Damien Richardson,S,26.179,2002-09-29,NFL,CAR,@,GNB,L 14-17,4,4,Sun,,1,0,,,RichDa21
Nick Rogers,LB,23.121,2002-09-29,NFL,MIN,@,SEA,L 23-48,4,4,Sun,,1,0,,,RogeNi20
Warren Sapp*,LDT,29.284,2002-09-29,NFL,TAM,@,CIN,W 35-7,4,4,Sun,0,1,0,0,0,SappWa00
Barron Tanner,RDT,29.015,2002-09-29,NFL,ARI,,NYG,W 21-7,4,4,Sun,,1,0,,,TannBa20
Tim Terry,LB,28.065,2002-09-29,NFL,SEA,,MIN,W 48-23,4,4,Sun,,2,0,,,TerrTi20
Darwin Walker,RDT,25.106,2002-09-29,NFL,PHI,,HOU,W 35-17,4,4,Sun,0,1,0,0,0,WalkDa21
Gary Walker,LDE,29.213,2002-09-29,NFL,HOU,@,PHI,L 17-35,4,4,Sun,,1,0,,,WalkGa00
Eric Westmoreland,LB,25.202,2002-09-29,NFL,JAX,,NYJ,W 28-3,3,4,Sun,,1,1,,,WestEr20
Grant Wistrom,RDE,26.088,2002-09-29,NFL,STL,,DAL,L 10-13,4,4,Sun,0,1,0,0,0,WistGr20
Darren Woodson,SS,33.157,2002-09-29,NFL,DAL,@,STL,W 13-10,4,4,Sun,0,1,0,0,0,WoodDa01
Kavika Pittman,RDE,27.356,2002-09-30,NFL,DEN,@,BAL,L 23-34,4,4,Mon,,1,0,,,PittKa20
Tyrone Poole,CB,30.239,2002-09-30,NFL,DEN,@,BAL,L 23-34,4,4,Mon,0,1,0,0,0,PoolTy20
Jessie Armstead,WLB,31.345,2002-10-06,NFL,WAS,@,TEN,W 31-14,4,5,Sun,0,1,1,0,0,ArmsJe00
Eric Barton,LILB,25.007,2002-10-06,NFL,OAK,@,BUF,W 49-31,4,5,Sun,0,1,0,0,0,BartEr20
Tedy Bruschi,MLB,29.119,2002-10-06,NFL,NWE,@,MIA,L 13-26,5,5,Sun,,1,0,,,BrusTe99
Andre Dyson,LCB,23.134,2002-10-06,NFL,TEN,,WAS,L 14-31,5,5,Sun,,1,0,,,DysoAn20
David Gibson,DB,24.335,2002-10-06,NFL,IND,,CIN,W 28-21,4,5,Sun,,1,0,,,GibsDa20
La'Roi Glover,DT,28.094,2002-10-06,NFL,DAL,,NYG,L 17-21,5,5,Sun,0,1,0,0,0,GlovLa00
Charles Grant,DE,24.033,2002-10-06,NFL,NOR,,PIT,W 32-29,5,5,Sun,0,1,0,0,0,GranCh21
Ray Lewis*,RILB,27.144,2002-10-06,NFL,BAL,@,CLE,W 26-21,4,5,Sun,0,1,1,0,0,LewiRa00
Julius Peppers,LDE,22.261,2002-10-06,NFL,CAR,,ARI,L 13-16,5,5,Sun,,1,0,,,PeppJu99
Izell Reese,FS,28.152,2002-10-06,NFL,DEN,,SDG,W 26-9,5,5,Sun,,1,0,,,ReesIz20
Sam Rogers,OLB,32.129,2002-10-06,NFL,ATL,,TAM,L 6-20,4,5,Sun,0,1,0,0,0,RogeSa20
Orpheus Roye,RDT,29.258,2002-10-06,NFL,CLE,,BAL,L 21-26,5,5,Sun,,1,0,,,RoyeOr20
Jason Taylor*,RDE,28.035,2002-10-06,NFL,MIA,,NWE,W 26-13,5,5,Sun,0,1,0,0,0,TaylJa03
Raynoch Thompson,WLB,24.319,2002-10-06,NFL,ARI,@,CAR,W 16-13,5,5,Sun,,1,0,,,ThomRa23
James Trapp,DB,32.282,2002-10-06,NFL,BAL,@,CLE,W 26-21,4,5,Sun,0,1,0,0,0,TrapJa20
Fred Wakefield,LDE,24.019,2002-10-06,NFL,ARI,@,CAR,W 16-13,5,5,Sun,,1,0,,,WakeFr00
Darren Woodson,SS,33.164,2002-10-06,NFL,DAL,,NYG,L 17-21,5,5,Sun,,1,0,,,WoodDa01
Kabeer Gbaja-Biamila,DE,25.013,2002-10-07,NFL,GNB,@,CHI,W 34-21,5,5,Mon,0,1,0,0,0,GbajKa20
Ashley Ambrose,RCB,32.026,2002-10-13,NFL,ATL,@,NYG,W 17-10,5,6,Sun,,1,0,,,AmbrAs00
Chad Bratzke,RDE,31.028,2002-10-13,NFL,IND,,BAL,W 22-20,5,6,Sun,0,1,0,0,0,BratCh20
Raheem Brock,DE,24.125,2002-10-13,NFL,IND,,BAL,W 22-20,5,6,Sun,0,1,1,0,0,BrocRa20
Eric Brown,SS,27.207,2002-10-13,NFL,HOU,,BUF,L 24-31,5,6,Sun,0,1,0,0,0,BrowEr21
Jason Craft,RCB,26.242,2002-10-13,NFL,JAX,@,TEN,L 14-23,5,6,Sun,,1,1,,,CrafJa20
Will Demps,SS,22.340,2002-10-13,NFL,BAL,@,IND,L 20-22,5,6,Sun,0,1,0,0,0,DempWi20
Frank Ferrara,RDE,26.310,2002-10-13,NFL,NYG,,ATL,L 10-17,6,6,Sun,0,2,0,0,0,FerrFr20
David Gibson,DB,24.342,2002-10-13,NFL,IND,,BAL,W 22-20,5,6,Sun,,1,0,,,GibsDa20
Shaunard Harts,SS,24.070,2002-10-13,NFL,KAN,@,SDG,L 34-35,6,6,Sun,,2,0,,,HartSh20
Grady Jackson,DT,29.265,2002-10-13,NFL,NOR,@,WAS,W 43-27,6,6,Sun,0,1,0,0,0,JackGr20
Henry Jones,S,34.288,2002-10-13,NFL,ATL,@,NYG,W 17-10,5,6,Sun,,1,0,,,JoneHe00
Leonard Little,LDE,27.359,2002-10-13,NFL,STL,,OAK,W 28-13,6,6,Sun,0,1,0,0,0,LittLe00
David Macklin,RCB,24.091,2002-10-13,NFL,IND,,BAL,W 22-20,5,6,Sun,,1,0,,,MackDa20
Rob Meier,DE,25.045,2002-10-13,NFL,JAX,@,TEN,L 14-23,5,6,Sun,0,1,0,0,0,MeieRo20
Julius Peppers,LDE,22.268,2002-10-13,NFL,CAR,@,DAL,L 13-14,6,6,Sun,0,1,0,0,0,PeppJu99
Joey Porter,ROLB,25.205,2002-10-13,NFL,PIT,@,CIN,W 34-7,5,6,Sun,0,1,0,0,0,PortJo00
Jeff Posey,LB,27.060,2002-10-13,NFL,HOU,,BUF,L 24-31,5,6,Sun,0,1,0,0,0,PoseJe20
Trevor Pryce,LDE,27.071,2002-10-13,NFL,DEN,,MIA,L 22-24,6,6,Sun,0,1,1,0,0,PrycTr00
Brad Scioli,LDE,26.037,2002-10-13,NFL,IND,,BAL,W 22-20,5,6,Sun,0,1,0,0,0,ScioBr20
Sam Shade,S,29.121,2002-10-13,NFL,WAS,,NOR,L 27-43,5,6,Sun,,1,0,,,ShadSa20
Gary Stills,DE,28.094,2002-10-13,NFL,KAN,@,SDG,L 34-35,6,6,Sun,,1,0,,,StilGa00
Jason Taylor*,RDE,28.042,2002-10-13,NFL,MIA,@,DEN,W 24-22,6,6,Sun,0,1,0,0,0,TaylJa03
Kailee Wong,LOLB,26.143,2002-10-13,NFL,HOU,,BUF,L 24-31,5,6,Sun,0,1,0,0,0,WongKa20
Jeff Zgonina,RDT,32.142,2002-10-13,NFL,STL,,OAK,W 28-13,6,6,Sun,0,1,0,0,0,ZgonJe20
Ahmed Plummer,LCB,26.202,2002-10-14,NFL,SFO,@,SEA,W 28-21,5,6,Mon,0,1,0,0,0,PlumAh20
LaVar Arrington,SLB,24.122,2002-10-20,NFL,WAS,@,GNB,L 9-30,6,7,Sun,0,1,0,0,0,ArriLa00
Reggie Austin,LCB,25.272,2002-10-20,NFL,CHI,@,DET,L 20-23,6,7,Sun,,1,0,,,AustRe20
William Bartee,RCB,25.117,2002-10-20,NFL,KAN,,DEN,L 34-37,7,7,Sun,,1,0,,,BartWi20
Eric Barton,OLB,25.021,2002-10-20,NFL,OAK,,SDG,L 21-27,6,7,Sun,0,1,0,0,0,BartEr20
Jason Belser,FS,32.145,2002-10-20,NFL,KAN,,DEN,L 34-37,7,7,Sun,0,1,0,0,0,BelsJa20
Chris Cash,LCB,22.099,2002-10-20,NFL,DET,,CHI,W 23-20,6,7,Sun,,1,0,,,CashCh20
Brian Dawkins*,FS,29.007,2002-10-20,NFL,PHI,,TAM,W 20-10,6,7,Sun,,1,0,,,DawkBr00
Ron Edwards,LDT,23.100,2002-10-20,NFL,BUF,@,MIA,W 23-10,7,7,Sun,,1,0,,,EdwaRo20
Luther Elliss,LDT,29.212,2002-10-20,NFL,DET,,CHI,W 23-20,6,7,Sun,0,1,0,0,0,ElliLu00
Kabeer Gbaja-Biamila,RDE,25.026,2002-10-20,NFL,GNB,,WAS,W 30-9,7,7,Sun,0,1,0,0,0,GbajKa20
Corey Harris,SS,32.360,2002-10-20,NFL,DET,,CHI,W 23-20,6,7,Sun,0,1,0,0,0,HarrCo20
Steve Heiden,TE,26.029,2002-10-20,NFL,CLE,,HOU,W 34-17,7,7,Sun,,1,0,,,HeidSt00
Darren Howard,RDE,25.335,2002-10-20,NFL,NOR,,SFO,W 35-27,7,7,Sun,,1,0,,,HowaDa21
D.D. Lewis,LB,23.285,2002-10-20,NFL,SEA,@,STL,L 20-37,6,7,Sun,,1,0,,,LewiD.21
Michael Lewis,SS,22.174,2002-10-20,NFL,PHI,,TAM,W 20-10,6,7,Sun,,1,0,,,LewiMi99
Mo Lewis,SLB,32.364,2002-10-20,NFL,NYJ,,MIN,W 20-7,6,7,Sun,0,1,0,0,0,LewiMo00
Leonard Little,LDE,28.001,2002-10-20,NFL,STL,,SEA,W 37-20,7,7,Sun,0,1,0,0,0,LittLe00
Tod McBride,LCB,26.267,2002-10-20,NFL,GNB,,WAS,W 30-9,7,7,Sun,,1,0,,,McBrTo20
John Nix,DT,25.330,2002-10-20,NFL,DAL,@,ARI,L 6-9,7,7,Sun,,1,0,,,NixxJo20
Tommy Polley,WLB,24.275,2002-10-20,NFL,STL,,SEA,W 37-20,7,7,Sun,,1,0,,,PollTo21
Simeon Rice,RDE,28.238,2002-10-20,NFL,TAM,@,PHI,L 10-20,7,7,Sun,0,1,0,0,0,RiceSi00
Damien Richardson,S,26.200,2002-10-20,NFL,CAR,@,ATL,L 0-30,7,7,Sun,,1,0,,,RichDa21
Bryan Robinson,LDE,28.120,2002-10-20,NFL,CHI,@,DET,L 20-23,6,7,Sun,0,1,0,0,0,RobiBr20
Aaron Stecker,RB,26.341,2002-10-20,NFL,TAM,@,PHI,L 10-20,7,7,Sun,0,1,0,0,0,StecAa00
Marcus Stroud,LDT,24.117,2002-10-20,NFL,JAX,@,BAL,L 10-17,6,7,Sun,,2,0,,,StroMa01
Bobby Taylor,RCB,28.296,2002-10-20,NFL,PHI,,TAM,W 20-10,6,7,Sun,0,1,0,0,0,TaylBo00
Jeff Ulbrich,RILB,25.245,2002-10-20,NFL,SFO,@,NOR,L 27-35,6,7,Sun,,1,0,,,UlbrJe20
Nate Wayne,WLB,27.281,2002-10-20,NFL,GNB,,WAS,W 30-9,7,7,Sun,0,1,1,0,0,WaynNa20
Brandon Whiting,LDE,26.082,2002-10-20,NFL,PHI,,TAM,W 20-10,6,7,Sun,0,1,0,0,0,WhitBr21
Tyrone Williams,RCB,29.142,2002-10-20,NFL,GNB,,WAS,W 30-9,7,7,Sun,0,1,0,0,0,WillTy20
Mark Word,DE,26.331,2002-10-20,NFL,CLE,,HOU,W 34-17,7,7,Sun,0,1,0,0,0,WordMa20
Jay Bellamy,FS,30.111,2002-10-27,NFL,NOR,,ATL,L 35-37,8,8,Sun,0,1,0,0,0,BellJa22
Brant Boyer,LB,31.122,2002-10-27,NFL,CLE,@,NYJ,W 24-21,8,8,Sun,,1,0,,,BoyeBr20
Mike Brown,FS,24.256,2002-10-27,NFL,CHI,@,MIN,L 7-25,7,8,Sun,,1,0,,,BrowMi99
Andre Carter,RDE,23.168,2002-10-27,NFL,SFO,,ARI,W 38-28,7,8,Sun,0,1,0,0,0,CartAn20
Antonio Cochran,RDE,26.128,2002-10-27,NFL,SEA,@,DAL,W 17-14,7,8,Sun,,1,0,,,CochAn20
Reuben Droughns,RB,24.067,2002-10-27,NFL,DEN,@,NWE,W 24-16,8,8,Sun,0,1,0,0,0,DrouRe00
Victor Green,S,32.323,2002-10-27,NFL,NWE,,DEN,L 16-24,7,8,Sun,,1,0,,,GreeVi20
Clark Haggans,LB,25.290,2002-10-27,NFL,PIT,@,BAL,W 31-18,7,8,Sun,0,1,0,0,0,HaggCl20
Artrell Hawkins,RCB,25.337,2002-10-27,NFL,CIN,,TEN,L 24-30,7,8,Sun,0,1,0,0,0,HawkAr20
Anthony Henry,RCB,25.358,2002-10-27,NFL,CLE,@,NYJ,W 24-21,8,8,Sun,,1,0,,,HenrAn20
Darrell Hill,WR,23.130,2002-10-27,NFL,TEN,@,CIN,W 30-24,7,8,Sun,,1,0,,,HillDa20
Sammy Knight,SS,27.047,2002-10-27,NFL,NOR,,ATL,L 35-37,8,8,Sun,,1,0,,,KnigSa00
Earl Little,SS,29.231,2002-10-27,NFL,CLE,@,NYJ,W 24-21,8,8,Sun,0,1,0,0,0,LittEa20
Mike Logan,DB,28.042,2002-10-27,NFL,PIT,@,BAL,W 31-18,7,8,Sun,,1,0,,,LogaMi20
Mike Maslowski,ROLB,28.108,2002-10-27,NFL,KAN,,OAK,W 20-10,8,8,Sun,,1,1,,,MaslMi20
