Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Sack,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,unique_id
Nnamdi Asomugha,CB,29.068,2010-09-12,NFL,OAK,@,TEN,L 13-38,1,1,Sun,0.0,1,0,1,0,0,AsomNn20
O.J. Atogwe,FS,29.081,2010-09-12,NFL,STL,,ARI,L 13-17,1,1,Sun,0.0,8,0,8,0,2,AtogO.20
Cliff Avril,LDE,24.157,2010-09-12,NFL,DET,@,CHI,L 14-19,1,1,Sun,0.0,1,0,1,0,0,AvriCl99
Robert Ayers,OLB,25.006,2010-09-12,NFL,DEN,@,JAX,L 17-24,1,1,Sun,1.0,4,1,5,1,4,AyerRo99
Jason Babin,DE,30.111,2010-09-12,NFL,TEN,,OAK,W 38-13,1,1,Sun,1.0,2,0,2,1,1,BabiJa20
Jordan Babineaux,S,28.012,2010-09-12,NFL,SEA,,SFO,W 31-6,1,1,Sun,0.0,6,2,8,1,0,BabiJo21
Champ Bailey*,LCB,32.082,2010-09-12,NFL,DEN,@,JAX,L 17-24,1,1,Sun,0.0,2,0,2,1,0,BailCh00
Patrick Bailey,LB,24.297,2010-09-12,NFL,TEN,,OAK,W 38-13,1,1,Sun,0.0,1,0,1,0,0,BailPa99
Alan Ball,FS,25.167,2010-09-12,NFL,DAL,@,WAS,L 7-13,1,1,Sun,0.0,6,0,6,0,0,BallAl99
Dave Ball,RDE,29.251,2010-09-12,NFL,TEN,,OAK,W 38-13,1,1,Sun,0.0,1,2,3,0,0,BallDa20
Lance Ball,RB,25.085,2010-09-12,NFL,DEN,@,JAX,L 17-24,1,1,Sun,0.0,1,0,1,0,0,BallLa00
Tully Banta-Cain,LB,30.015,2010-09-12,NFL,NWE,,CIN,W 38-24,1,1,Sun,0.5,2,2,4,1,2,BantTu20
Ronde Barber,RCB,35.158,2010-09-12,NFL,TAM,,CLE,W 17-14,1,1,Sun,0.0,2,2,4,1,0,BarbRo00
Antwan Barnes,LB,25.328,2010-09-12,NFL,PHI,,GNB,L 20-27,1,1,Sun,0.0,3,0,3,0,0,BarnAn99
Nick Barnett,LB,29.108,2010-09-12,NFL,GNB,@,PHI,W 27-20,1,1,Sun,0.0,4,0,4,1,0,BarnNi20
Gary Barnidge,TE,24.355,2010-09-12,NFL,CAR,@,NYG,L 18-31,1,1,Sun,0.0,2,0,2,0,0,BarnGa01
Ron Bartell,LCB,28.202,2010-09-12,NFL,STL,,ARI,L 13-17,1,1,Sun,0.0,1,0,1,0,0,BartRo20
Eric Barton,LB,32.348,2010-09-12,NFL,CLE,@,TAM,L 14-17,1,1,Sun,0.0,1,1,2,0,0,BartEr20
Jon Beason,WLB,25.241,2010-09-12,NFL,CAR,@,NYG,L 18-31,1,1,Sun,0.0,6,4,10,1,0,BeasJo99
Yeremiah Bell,SS,32.193,2010-09-12,NFL,MIA,@,BUF,W 15-10,1,1,Sun,0.0,6,2,8,1,1,BellYe20
Marcus Benard,OLB,25.048,2010-09-12,NFL,CLE,@,TAM,L 14-17,1,1,Sun,1.5,1,2,3,1,2,BenaMa00
Kevin Bentley,LB,30.257,2010-09-12,NFL,HOU,,IND,W 34-24,1,1,Sun,0.0,2,0,2,0,0,BentKe20
Rocky Bernard,DT,31.146,2010-09-12,NFL,NYG,,CAR,W 31-18,1,1,Sun,0.0,1,0,1,0,0,BernRo20
Aaron Berry,CB,22.079,2010-09-12,NFL,DET,@,CHI,L 14-19,1,1,Sun,0.0,3,0,3,0,0,BerrAa00
Antoine Bethea,FS,26.047,2010-09-12,NFL,IND,@,HOU,L 24-34,1,1,Sun,0.0,8,5,13,0,1,BethAn20
Kroy Biermann,LDE,25.000,2010-09-12,NFL,ATL,@,PIT,L 9-15,1,1,Sun,1.0,2,0,2,1,2,BierKr99
E.J. Biggers,LCB,23.091,2010-09-12,NFL,TAM,,CLE,W 17-14,1,1,Sun,0.0,5,1,6,0,0,BiggE.99
Quincy Black,SLB,26.196,2010-09-12,NFL,TAM,,CLE,W 17-14,1,1,Sun,0.0,1,0,1,0,0,BlacQu99
H.B. Blades,LB,25.347,2010-09-12,NFL,WAS,,DAL,W 13-7,1,1,Sun,0.0,0,1,1,0,0,BladH.99
Michael Boley,LB,28.019,2010-09-12,NFL,NYG,,CAR,W 31-18,1,1,Sun,0.0,5,1,6,0,1,BoleMi20
NaVorro Bowman,LB,22.168,2010-09-12,NFL,SFO,@,SEA,L 6-31,1,1,Sun,0.0,1,0,1,0,0,BowmNa99
Zackary Bowman,LCB,25.302,2010-09-12,NFL,CHI,,DET,W 19-14,1,1,Sun,0.0,5,1,6,0,0,BowmZa20
Ron Brace,LDE,23.268,2010-09-12,NFL,NWE,,CIN,W 38-24,1,1,Sun,0.0,1,0,1,1,0,BracRo99
Gary Brackett,MLB,30.112,2010-09-12,NFL,IND,@,HOU,L 24-34,1,1,Sun,0.0,4,1,5,0,0,BracGa20
Stewart Bradley,LB,26.314,2010-09-12,NFL,PHI,,GNB,L 20-27,1,1,Sun,0.0,1,0,1,0,0,BradSt99
Alan Branch,DT,25.257,2010-09-12,NFL,ARI,@,STL,W 17-13,1,1,Sun,0.0,2,0,2,0,0,BranAl99
Tyvon Branch,SS,23.275,2010-09-12,NFL,OAK,@,TEN,L 13-38,1,1,Sun,0.0,7,2,9,1,0,BranTy99
Tyler Brayton,RDE,30.296,2010-09-12,NFL,CAR,@,NYG,L 18-31,1,1,Sun,0.0,0,1,1,0,0,BrayTy20
Josh Brent,NT,22.225,2010-09-12,NFL,DAL,@,WAS,L 7-13,1,1,Sun,0.0,2,0,2,,,BrenJo00
Lance Briggs,WLB,29.304,2010-09-12,NFL,CHI,,DET,W 19-14,1,1,Sun,0.0,9,1,10,0,0,BrigLa99
Raheem Brock,DE,32.094,2010-09-12,NFL,SEA,,SFO,W 31-6,1,1,Sun,0.0,2,0,2,0,0,BrocRa20
Keith Brooking,MOLB,34.317,2010-09-12,NFL,DAL,@,WAS,L 7-13,1,1,Sun,0.0,5,2,7,0,0,BrooKe00
C.C. Brown,SS,27.228,2010-09-12,NFL,DET,@,CHI,L 14-19,1,1,Sun,0.0,5,1,6,0,0,BrowC.20
Everette Brown,DE,23.036,2010-09-12,NFL,CAR,@,NYG,L 18-31,1,1,Sun,0.0,0,3,3,0,0,BrowEv99
Sheldon Brown,RCB,31.177,2010-09-12,NFL,CLE,@,TAM,L 14-17,1,1,Sun,0.0,5,0,5,0,0,BrowSh20
Tarell Brown,CB,25.249,2010-09-12,NFL,SFO,@,SEA,L 6-31,1,1,Sun,0.0,1,0,1,0,0,BrowTa99
Tony Brown,DT,29.348,2010-09-12,NFL,TEN,,OAK,W 38-13,1,1,Sun,0.0,3,0,3,0,1,BrowTo25
Red Bryant,RDE,26.147,2010-09-12,NFL,SEA,,SFO,W 31-6,1,1,Sun,1.0,3,0,3,0,3,BryaRe99
Phillip Buchanon,CB,29.358,2010-09-12,NFL,WAS,,DAL,W 13-7,1,1,Sun,0.0,3,0,3,1,0,BuchPh20
David Buehler,K,23.219,2010-09-12,NFL,DAL,@,WAS,L 7-13,1,1,Sun,0.0,2,0,2,0,0,BuehDa44
Melvin Bullitt,DB,25.303,2010-09-12,NFL,IND,@,HOU,L 24-34,1,1,Sun,0.0,3,2,5,0,0,BullMe99
Keith Bulluck,SLB,33.161,2010-09-12,NFL,NYG,,CAR,W 31-18,1,1,Sun,0.0,0,2,2,0,0,BullKe00
Brodrick Bunkley,DL,26.293,2010-09-12,NFL,PHI,,GNB,L 20-27,1,1,Sun,0.0,3,2,5,1,0,BunkBr20
Morgan Burnett,DB,21.242,2010-09-12,NFL,GNB,@,PHI,W 27-20,1,1,Sun,0.0,2,0,2,0,0,BurnMo99
Jarrett Bush,DB,26.114,2010-09-12,NFL,GNB,@,PHI,W 27-20,1,1,Sun,0.0,1,0,1,0,0,BushJa20
Darius Butler,LCB,24.178,2010-09-12,NFL,NWE,,CIN,W 38-24,1,1,Sun,0.0,8,0,8,0,0,ButlDa99
James Butler,S,28.005,2010-09-12,NFL,STL,,ARI,L 13-17,1,1,Sun,0.0,2,0,2,0,0,ButlJa20
Victor Butler,LB,23.045,2010-09-12,NFL,DAL,@,WAS,L 7-13,1,1,Sun,0.0,2,0,2,0,0,ButlVi99
Calais Campbell,DE,24.011,2010-09-12,NFL,ARI,@,STL,W 17-13,1,1,Sun,1.0,2,0,2,1,2,CampCa99
Chris Canty,RDT,27.306,2010-09-12,NFL,NYG,,CAR,W 31-18,1,1,Sun,0.5,1,5,6,0,1,CantCh21
Bobby Carpenter,ILB,27.042,2010-09-12,NFL,MIA,@,BUF,W 15-10,1,1,Sun,0.0,2,0,2,0,0,CarpBo20
Andre Carter,LOLB,31.123,2010-09-12,NFL,WAS,,DAL,W 13-7,1,1,Sun,0.0,1,3,4,0,0,CartAn20
Rock Cartwright,RB,30.283,2010-09-12,NFL,OAK,@,TEN,L 13-38,1,1,Sun,0.0,1,1,2,0,0,CartRo01
Chris Chamberlain,LB,24.347,2010-09-12,NFL,STL,,ARI,L 13-17,1,1,Sun,0.0,1,0,1,0,0,ChamCh99
Brandon Chillar,LB,27.326,2010-09-12,NFL,GNB,@,PHI,W 27-20,1,1,Sun,0.0,6,1,7,0,0,ChilBr20
Patrick Chung,FS,23.024,2010-09-12,NFL,NWE,,CIN,W 38-24,1,1,Sun,0.0,12,4,16,1,0,ChunPa99
Ryan Clark,FS,30.335,2010-09-12,NFL,PIT,,ATL,W 15-9,1,1,Sun,0.0,2,3,5,0,0,ClarRy20
Nate Clements,RCB,30.274,2010-09-12,NFL,SFO,@,SEA,L 6-31,1,1,Sun,0.0,2,1,3,0,0,ClemNa99
Chris Clemons,FS,24.362,2010-09-12,NFL,MIA,@,BUF,W 15-10,1,1,Sun,0.0,4,1,5,2,0,ClemCh97
Chris Clemons,LDE,28.316,2010-09-12,NFL,SEA,,SFO,W 31-6,1,1,Sun,0.0,1,2,3,0,4,ClemCh23
Patrick Cobbs,RB,27.224,2010-09-12,NFL,MIA,@,BUF,W 15-10,1,1,Sun,0.0,1,0,1,0,0,CobbPa00
Shaun Cody,NT,27.233,2010-09-12,NFL,HOU,,IND,W 34-24,1,1,Sun,0.0,1,1,2,0,0,CodySh20
Barry Cofield,LDT,26.177,2010-09-12,NFL,NYG,,CAR,W 31-18,1,1,Sun,0.5,3,1,4,1,2,CofiBa20
Colin Cole,RDT,30.080,2010-09-12,NFL,SEA,,SFO,W 31-6,1,1,Sun,0.0,4,0,4,0,0,ColeCo20
Trent Cole,DL,27.342,2010-09-12,NFL,PHI,,GNB,L 20-27,1,1,Sun,1.0,6,0,6,2,1,ColeTr20
Erik Coleman,S,28.129,2010-09-12,NFL,ATL,@,PIT,L 9-15,1,1,Sun,0.0,7,2,9,0,0,ColeEr21
Kenyon Coleman,DL,31.155,2010-09-12,NFL,CLE,@,TAM,L 14-17,1,1,Sun,0.0,3,1,4,0,0,ColeKe20
Kurt Coleman,DB,22.073,2010-09-12,NFL,PHI,,GNB,L 20-27,1,1,Sun,0.0,2,0,2,0,0,ColeKu99
Nick Collins,DB,27.027,2010-09-12,NFL,GNB,@,PHI,W 27-20,1,1,Sun,0.0,3,0,3,0,0,CollNi20
Jon Condo,LS/L,29.017,2010-09-12,NFL,OAK,@,TEN,L 13-38,1,1,Sun,0.0,2,0,2,0,0,CondJo20
Dan Connor,MLB,24.314,2010-09-12,NFL,CAR,@,NYG,L 18-31,1,1,Sun,1.0,10,3,13,3,1,ConnDa99
Sean Considine,FS,27.269,2010-09-12,NFL,JAX,,DEN,W 24-17,1,1,Sun,0.0,7,0,7,0,0,ConsSe20
Reggie Corner,CB,26.299,2010-09-12,NFL,BUF,,MIA,L 10-15,1,1,Sun,0.0,0,1,1,0,0,CornRe99
Quan Cosby,WR,27.263,2010-09-12,NFL,CIN,@,NWE,L 24-38,1,1,Sun,0.0,1,0,1,0,0,CosbQu00
Derek Cox,CB,23.355,2010-09-12,NFL,JAX,,DEN,W 24-17,1,1,Sun,0.0,5,0,5,0,0,CoxxDe99
Perrish Cox,CB,23.245,2010-09-12,NFL,DEN,@,JAX,L 17-24,1,1,Sun,0.0,2,0,2,0,0,CoxxPe99
Tom Crabtree,TE,24.312,2010-09-12,NFL,GNB,@,PHI,W 27-20,1,1,Sun,0.0,2,0,2,0,0,CrabTo00
Chris Crocker,FS,30.187,2010-09-12,NFL,CIN,@,NWE,L 24-38,1,1,Sun,0.0,1,5,6,0,0,CrocCh20
Tim Crowder,DE,25.074,2010-09-12,NFL,TAM,,CLE,W 17-14,1,1,Sun,0.0,1,0,1,0,1,CrowTi99
Tyrone Culver,S,27.068,2010-09-12,NFL,MIA,@,BUF,W 15-10,1,1,Sun,0.0,3,0,3,1,0,CulvTy20
Aaron Curry,OLB,24.159,2010-09-12,NFL,SEA,,SFO,W 31-6,1,1,Sun,0.0,3,0,3,0,2,CurrAa99
Jacob Cutrera,LB,22.117,2010-09-12,NFL,JAX,,DEN,W 24-17,1,1,Sun,0.0,1,0,1,0,0,CutrJa00
Craig Dahl,SS,25.087,2010-09-12,NFL,STL,,ARI,L 13-17,1,1,Sun,0.0,4,0,4,0,1,DahlCr99
Karlos Dansby,ILB,28.313,2010-09-12,NFL,MIA,@,BUF,W 15-10,1,1,Sun,1.0,4,4,8,1,3,DansKa20
Kenneth Darby,RB,27.260,2010-09-12,NFL,STL,,ARI,L 13-17,1,1,Sun,0.0,2,0,2,0,0,DarbKe00
Andra Davis,MLB,31.263,2010-09-12,NFL,BUF,,MIA,L 10-15,1,1,Sun,0.0,2,6,8,0,0,DaviAn20
Chauncey Davis,DE,27.228,2010-09-12,NFL,ATL,@,PIT,L 9-15,1,1,Sun,0.0,2,0,2,0,0,DaviCh22
Dexter Davis,DE,23.306,2010-09-12,NFL,SEA,,SFO,W 31-6,1,1,Sun,1.0,3,0,3,1,1,DaviDe99
Fred Davis,TE,24.240,2010-09-12,NFL,WAS,,DAL,W 13-7,1,1,Sun,0.0,0,1,1,0,0,DaviFr01
Vontae Davis,LCB,22.108,2010-09-12,NFL,MIA,@,BUF,W 15-10,1,1,Sun,0.0,2,0,2,0,0,DaviVo99
Will Davis,LB,24.102,2010-09-12,NFL,ARI,@,STL,W 17-13,1,1,Sun,0.0,1,0,1,0,0,DaviWi99
Brian Dawkins*,S,36.334,2010-09-12,NFL,DEN,@,JAX,L 17-24,1,1,Sun,0.0,3,0,3,0,0,DawkBr00
Keyunta Dawson,DE,24.364,2010-09-12,NFL,IND,@,HOU,L 24-34,1,1,Sun,0.0,1,2,3,0,0,DawsKe99
Phil Dawson,K,35.232,2010-09-12,NFL,CLE,@,TAM,L 14-17,1,1,Sun,0.0,1,0,1,0,0,dawsophi01
Thomas DeCoud,S,25.177,2010-09-12,NFL,ATL,@,PIT,L 9-15,1,1,Sun,0.0,3,1,4,0,0,DeCoTh99
Louis Delmas,FS,23.153,2010-09-12,NFL,DET,@,CHI,L 14-19,1,1,Sun,0.0,8,0,8,0,0,DelmLo99
Na'il Diggs,SLB,32.066,2010-09-12,NFL,STL,,ARI,L 13-17,1,1,Sun,0.0,3,0,3,2,0,DiggNa20
Zach Diles,WLB,25.093,2010-09-12,NFL,HOU,,IND,W 34-24,1,1,Sun,0.0,9,3,12,0,0,DileZa99
Kevin Dockery,CB,26.247,2010-09-12,NFL,STL,,ARI,L 13-17,1,1,Sun,0.0,1,0,1,0,0,DockKe20
Darnell Dockett,DT,29.108,2010-09-12,NFL,ARI,@,STL,W 17-13,1,1,Sun,0.0,6,0,6,2,1,DockDa20
Reed Doughty,FS,27.312,2010-09-12,NFL,WAS,,DAL,W 13-7,1,1,Sun,0.0,2,3,5,0,0,DougRe20
Joel Dreessen,TE,28.048,2010-09-12,NFL,HOU,,IND,W 34-24,1,1,Sun,0.0,3,0,3,0,0,DreeJo00
Justin Durant,LB,24.357,2010-09-12,NFL,JAX,,DEN,W 24-17,1,1,Sun,0.0,3,1,4,1,0,DuraJu99
Andrew Economos,LS,28.080,2010-09-12,NFL,TAM,,CLE,W 17-14,1,1,Sun,0.0,2,0,2,0,0,EconAn20
Dwan Edwards,RDE,29.119,2010-09-12,NFL,BUF,,MIA,L 10-15,1,1,Sun,0.0,3,1,4,1,0,EdwaDw20
Isaiah Ekejiuba,LB,28.342,2010-09-12,NFL,DET,@,CHI,L 14-19,1,1,Sun,0.0,3,0,3,0,0,EkejIs20
Abram Elam,DB,28.332,2010-09-12,NFL,CLE,@,TAM,L 14-17,1,1,Sun,0.0,3,0,3,0,0,ElamAb20
Chris Ellis,JLB,25.213,2010-09-12,NFL,BUF,,MIA,L 10-15,1,1,Sun,1.0,3,2,5,1,2,ElliCh99
Keith Ellison,LB,26.218,2010-09-12,NFL,BUF,,MIA,L 10-15,1,1,Sun,0.0,7,0,7,0,0,ElliKe20
Hiram Eugene,S,29.292,2010-09-12,NFL,OAK,@,TEN,L 13-38,1,1,Sun,0.0,3,0,3,0,0,EugeHi99
Jonathan Fanene,DE,28.177,2010-09-12,NFL,CIN,@,NWE,L 24-38,1,1,Sun,0.0,0,1,1,0,0,FaneJo20
James Farrior,LILB,35.249,2010-09-12,NFL,PIT,,ATL,W 15-9,1,1,Sun,0.0,5,3,8,0,0,FarrJa99
Tony Fiammetta,FB,24.021,2010-09-12,NFL,CAR,@,NYG,L 18-31,1,1,Sun,0.0,1,0,1,0,0,FiamTo00
Brandon Fields,P,26.114,2010-09-12,NFL,MIA,@,BUF,W 15-10,1,1,Sun,0.0,1,0,1,0,0,FielBr20
Cortland Finnegan,RCB,26.222,2010-09-12,NFL,TEN,,OAK,W 38-13,1,1,Sun,0.0,3,2,5,0,0,FinnCo20
Bradley Fletcher,RCB,24.079,2010-09-12,NFL,STL,,ARI,L 13-17,1,1,Sun,0.0,5,0,5,0,0,FletBr99
London Fletcher,ILB,35.116,2010-09-12,NFL,WAS,,DAL,W 13-7,1,1,Sun,0.0,7,4,11,1,0,FletLo20
Drayton Florence,RCB,29.267,2010-09-12,NFL,BUF,,MIA,L 10-15,1,1,Sun,0.0,9,1,10,0,0,FlorDr20
Andre Fluellen,DT,25.189,2010-09-12,NFL,DET,@,CHI,L 14-19,1,1,Sun,0.0,2,0,2,1,0,FlueAn99
Moise Fokou,LB,25.015,2010-09-12,NFL,PHI,,GNB,L 20-27,1,1,Sun,0.0,2,0,2,0,0,FokoMo99
Zack Follett,LB,23.071,2010-09-12,NFL,DET,@,CHI,L 14-19,1,1,Sun,0.0,1,0,1,0,0,FollZa99
Jacob Ford,DE,27.054,2010-09-12,NFL,TEN,,OAK,W 38-13,1,1,Sun,1.0,1,0,1,0,2,FordJa99
Eric Foster,DT,25.160,2010-09-12,NFL,IND,@,HOU,L 24-34,1,1,Sun,0.0,0,1,1,0,0,FostEr20
Keyaron Fox,LB,28.231,2010-09-12,NFL,PIT,,ATL,W 15-9,1,1,Sun,0.0,1,0,1,0,0,FoxxKe20
Aubrayo Franklin,NT,30.016,2010-09-12,NFL,SFO,@,SEA,L 6-31,1,1,Sun,0.0,3,0,3,0,0,FranAu20
Dwight Freeney,RDE,30.205,2010-09-12,NFL,IND,@,HOU,L 24-34,1,1,Sun,1.0,1,1,2,1,1,FreeDw00
Scott Fujita,ILB,31.137,2010-09-12,NFL,CLE,@,TAM,L 14-17,1,1,Sun,0.5,2,4,6,0,1,FujiSc20
Vincent Fuller,S,28.040,2010-09-12,NFL,TEN,,OAK,W 38-13,1,1,Sun,0.0,5,1,6,1,0,FullVi20
Omar Gaither,LB,26.178,2010-09-12,NFL,PHI,,GNB,L 20-27,1,1,Sun,0.0,3,2,5,0,0,GaitOm20
Chris Gamble,LCB,27.185,2010-09-12,NFL,CAR,@,NYG,L 18-31,1,1,Sun,0.0,3,0,3,1,0,GambCh20
William Gay,CB,25.254,2010-09-12,NFL,PIT,,ATL,W 15-9,1,1,Sun,0.0,1,1,2,0,0,GayxWi99
Robert Geathers,LDE,27.032,2010-09-12,NFL,CIN,@,NWE,L 24-38,1,1,Sun,0.0,2,0,2,0,0,GeatRo21
Mardy Gilyard,WR,23.284,2010-09-12,NFL,STL,,ARI,L 13-17,1,1,Sun,0.0,1,0,1,0,0,GilyMa00
