Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fantasy Pts,PPR,DK Pts,FD Pts,Pass_cmp,Pass_att,Pass_yds,Pass_td,Pass_int,Run_att,Run_yds,Run_td,Rec,Rec_yds,Rec_td,Fmb,FGM,FGA,XPM,XPA,unique_id
Jeff Reed,K,27.151,2006-09-07,NFL,PIT,,MIA,W 28-17,1,1,Thu,4.00,4.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,4,reedxjef01
Hines Ward,FL,30.183,2006-09-07,NFL,PIT,,MIA,W 28-17,1,1,Thu,11.30,16.3,16.3,13.8,0,0,0,0,0,0,0,0,5,53,1,0,,,,,WardHi00
Nate Washington,WR,23.010,2006-09-07,NFL,PIT,,MIA,W 28-17,1,1,Thu,10.00,12.0,12.0,11.0,0,0,0,0,0,1,8,0,2,32,1,0,,,,,WashNa00
Wes Welker,WR,25.129,2006-09-07,NFL,MIA,@,PIT,L 17-28,1,1,Thu,6.70,10.7,10.7,8.7,0,0,0,0,0,0,0,0,4,67,0,0,,,,,WelkWe00
Joseph Addai,RB,23.130,2006-09-10,NFL,IND,@,NYG,W 26-21,1,1,Sun,4.80,7.8,7.8,6.3,0,0,0,0,0,7,26,0,3,22,0,0,,,,,AddaJo00
David Akers,K,31.275,2006-09-10,NFL,PHI,@,HOU,W 24-10,1,1,Sun,6.00,6.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,akersdav01
Shaun Alexander,RB,29.011,2006-09-10,NFL,SEA,@,DET,W 9-6,1,1,Sun,3.20,5.2,6.2,4.2,0,0,0,0,0,19,51,0,2,1,0,0,,,,,AlexSh00
Stephen Alexander,TE,30.307,2006-09-10,NFL,DEN,@,STL,L 10-18,1,1,Sun,2.40,4.4,4.4,3.4,0,0,0,0,0,0,0,0,2,24,0,0,,,,,AlexSt00
Mike Alstott,FB,32.263,2006-09-10,NFL,TAM,,BAL,L 0-27,1,1,Sun,2.80,5.8,5.8,4.3,0,0,0,0,0,1,2,0,3,26,0,0,,,,,AlstMi00
Mike Anderson,RB,32.354,2006-09-10,NFL,BAL,@,TAM,W 27-0,1,1,Sun,2.50,2.5,2.5,2.5,0,0,0,0,0,7,25,0,0,0,0,0,,,,,AndeMi00
J.J. Arrington,RB,23.230,2006-09-10,NFL,ARI,,SFO,W 34-27,1,1,Sun,1.10,1.1,1.1,1.1,0,0,0,0,0,2,11,0,0,0,0,0,,,,,ArriJ.00
Chris Baker,TE,26.296,2006-09-10,NFL,NYJ,@,TEN,W 23-16,1,1,Sun,9.40,13.4,13.4,11.4,0,0,0,0,0,0,0,0,4,34,1,0,,,,,BakeCh00
Marion Barber,RB,23.092,2006-09-10,NFL,DAL,@,JAX,L 17-24,1,1,Sun,2.60,4.6,4.6,3.6,0,0,0,0,0,3,13,0,2,13,0,0,,,,,BarbMa01
Tiki Barber,RB,31.156,2006-09-10,NFL,NYG,,IND,L 21-26,1,1,Sun,17.10,22.1,25.1,19.6,0,0,0,0,0,18,110,0,5,61,0,0,,,,,BarbTi00
Kevan Barlow,RB,27.246,2006-09-10,NFL,NYJ,@,TEN,W 23-16,1,1,Sun,9.50,9.5,9.5,9.5,0,0,0,0,0,11,35,1,0,0,0,0,,,,,BarlKe00
Arnaz Battle,WR,26.200,2006-09-10,NFL,SFO,@,ARI,L 27-34,1,1,Sun,1.70,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,,BattAr00
Anthony Becht,TE,29.033,2006-09-10,NFL,TAM,,BAL,L 0-27,1,1,Sun,2.70,6.7,6.7,4.7,0,0,0,0,0,0,0,0,4,27,0,0,,,,,BechAn00
Mike Bell,RB,23.140,2006-09-10,NFL,DEN,@,STL,L 10-18,1,1,Sun,14.80,18.8,18.8,16.8,0,0,0,0,0,10,58,1,4,30,0,0,,,,,BellMi00
Tatum Bell,RB,25.192,2006-09-10,NFL,DEN,@,STL,L 10-18,1,1,Sun,8.30,8.3,12.3,8.3,0,0,0,0,0,15,103,0,0,0,0,0,,,,,BellTa00
Drew Bennett,WR,28.015,2006-09-10,NFL,TEN,,NYJ,L 16-23,1,1,Sun,10.60,18.6,21.6,14.6,0,0,0,0,0,0,0,0,8,106,0,0,,,,,BennDr00
Cedric Benson,RB,23.256,2006-09-10,NFL,CHI,@,GNB,W 26-0,1,1,Sun,3.40,3.4,3.4,3.4,0,0,0,0,0,11,34,0,0,0,0,0,,,,,BensCe00
Adam Bergen,TE,23.007,2006-09-10,NFL,ARI,,SFO,W 34-27,1,1,Sun,7.80,9.8,9.8,8.8,0,0,0,0,0,0,0,0,2,18,1,0,,,,,BergAd00
Bernard Berrian,WR,25.257,2006-09-10,NFL,CHI,@,GNB,W 26-0,1,1,Sun,10.90,11.9,11.9,11.4,0,0,0,0,0,0,0,0,1,49,1,0,,,,,BerrBe00
Derrick Blaylock,RB,27.018,2006-09-10,NFL,NYJ,@,TEN,W 23-16,1,1,Sun,4.60,6.6,6.6,5.6,0,0,0,0,0,19,36,0,2,10,0,0,,,,,BlayDe00
Drew Bledsoe,QB,34.208,2006-09-10,NFL,DAL,@,JAX,L 17-24,1,1,Sun,8.14,8.1,11.1,11.1,16,33,246,1,3,2,3,0,0,0,0,0,,,,,BledDr00
Anquan Boldin,WR,25.342,2006-09-10,NFL,ARI,,SFO,W 34-27,1,1,Sun,12.20,16.2,16.2,14.2,0,0,0,0,0,0,0,0,4,62,1,0,,,,,BoldAn00
Corey Bradford,WR,30.276,2006-09-10,NFL,DET,,SEA,L 6-9,1,1,Sun,3.60,6.6,6.6,5.1,0,0,0,0,0,0,0,0,3,36,0,0,,,,,BradCo00
Tom Brady,QB,29.038,2006-09-10,NFL,NWE,,BUF,W 19-17,1,1,Sun,10.82,10.8,12.8,11.8,11,23,163,2,1,5,3,0,0,0,0,0,,,,,BradTo00
Drew Brees,QB,27.238,2006-09-10,NFL,NOR,@,CLE,W 19-14,1,1,Sun,8.60,8.6,9.6,9.6,16,30,170,1,1,3,-2,0,0,0,0,0,,,,,BreeDr00
Chris Brown,RB,25.146,2006-09-10,NFL,TEN,,NYJ,L 16-23,1,1,Sun,6.80,7.8,7.8,7.3,0,0,0,0,0,16,64,0,1,4,0,0,,,,,BrowCh03
Josh Brown,K,27.134,2006-09-10,NFL,SEA,@,DET,W 9-6,1,1,Sun,11.00,11.0,,12.0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,,,brownjos01
Kris Brown,PK,29.261,2006-09-10,NFL,HOU,,PHI,L 10-24,1,1,Sun,4.00,4.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,brownkri01
Reggie Brown,WR,25.240,2006-09-10,NFL,PHI,@,HOU,W 24-10,1,1,Sun,8.00,10.0,10.0,9.0,0,0,0,0,0,0,0,0,2,20,1,0,,,,,BrowRe01
Troy Brown,WR,35.070,2006-09-10,NFL,NWE,,BUF,W 19-17,1,1,Sun,7.80,9.8,9.8,8.8,0,0,0,0,0,0,0,0,2,18,1,0,,,,,BrowTr00
Isaac Bruce,WR,33.304,2006-09-10,NFL,STL,,DEN,W 18-10,1,1,Sun,6.40,11.4,11.4,8.9,0,0,0,0,0,0,0,0,5,64,0,0,,,,,BrucIs00
Antonio Bryant,WR,25.185,2006-09-10,NFL,SFO,@,ARI,L 27-34,1,1,Sun,11.40,15.4,18.4,13.4,0,0,0,0,0,0,0,0,4,114,0,0,,,,,BryaAn00
Correll Buckhalter,RB,27.339,2006-09-10,NFL,PHI,@,HOU,W 24-10,1,1,Sun,4.90,5.9,5.9,5.4,0,0,0,0,0,8,50,0,1,-1,0,0,,,,,BuckCo00
Marc Bulger,QB,29.158,2006-09-10,NFL,STL,,DEN,W 18-10,1,1,Sun,8.38,8.4,8.4,8.4,18,34,217,0,0,3,-3,0,0,0,0,0,,,,,BulgMa00
Nate Burleson,TE,25.022,2006-09-10,NFL,SEA,@,DET,W 9-6,1,1,Sun,3.60,4.6,4.6,4.1,0,0,0,0,0,0,0,0,1,36,0,0,,,,,BurlNa00
Plaxico Burress,WR,29.029,2006-09-10,NFL,NYG,,IND,L 21-26,1,1,Sun,14.00,18.0,18.0,16.0,0,0,0,0,0,0,0,0,4,80,1,0,,,,,BurrPl00
Reggie Bush,RB,21.192,2006-09-10,NFL,NOR,@,CLE,W 19-14,1,1,Sun,11.90,18.9,18.9,15.4,0,0,0,0,0,15,67,0,7,52,0,0,,,,,BushRe00
Reche Caldwell,WR,27.166,2006-09-10,NFL,NWE,,BUF,W 19-17,1,1,Sun,3.30,5.3,5.3,4.3,0,0,0,0,0,0,0,0,2,33,0,0,,,,,CaldRe00
Dan Campbell,TE,30.150,2006-09-10,NFL,DET,,SEA,L 6-9,1,1,Sun,3.00,4.0,4.0,3.5,0,0,0,0,0,0,0,0,1,30,0,0,,,,,CampDa00
John Carney,K,42.143,2006-09-10,NFL,NOR,@,CLE,W 19-14,1,1,Sun,13.00,13.0,,14.0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,carnejoh01
David Carr,QB,27.051,2006-09-10,NFL,HOU,,PHI,L 10-24,1,1,Sun,14.82,14.8,14.8,14.8,18,27,208,1,0,4,25,0,0,0,0,0,,,,,CarrDa00
Drew Carter,WR,25.005,2006-09-10,NFL,CAR,,ATL,L 6-20,1,1,Sun,7.30,12.3,12.3,9.8,0,0,0,0,0,1,11,0,5,62,0,0,,,,,CartDr00
Dallas Clark,TE,27.090,2006-09-10,NFL,IND,@,NYG,W 26-21,1,1,Sun,9.90,12.9,12.9,11.4,0,0,0,0,0,0,0,0,3,39,1,0,,,,,ClarDa00
Desmond Clark,TE,29.143,2006-09-10,NFL,CHI,@,GNB,W 26-0,1,1,Sun,7.70,12.7,12.7,10.2,0,0,0,0,0,0,0,0,5,77,0,0,,,,,ClarDe00
Mark Clayton,WR,24.070,2006-09-10,NFL,BAL,@,TAM,W 27-0,1,1,Sun,1.00,3.0,3.0,2.0,0,0,0,0,0,1,-8,0,2,18,0,0,,,,,ClayMa01
Michael Clayton,WR,23.332,2006-09-10,NFL,TAM,,BAL,L 0-27,1,1,Sun,3.40,6.4,6.4,4.9,0,0,0,0,0,0,0,0,3,34,0,0,,,,,ClayMi00
Keary Colbert,WR,24.112,2006-09-10,NFL,CAR,,ATL,L 6-20,1,1,Sun,3.20,6.2,6.2,4.7,0,0,0,0,0,0,0,0,3,32,0,0,,,,,ColbKe00
Laveranues Coles,WR,28.255,2006-09-10,NFL,NYJ,@,TEN,W 23-16,1,1,Sun,15.30,23.3,26.3,19.3,0,0,0,0,0,0,0,0,8,153,0,0,,,,,ColeLa00
Kerry Collins,QB,33.254,2006-09-10,NFL,TEN,,NYJ,L 16-23,1,1,Sun,6.92,6.9,8.9,8.9,17,38,223,0,2,0,0,0,0,0,0,0,,,,,CollKe00
Marques Colston,WR,23.097,2006-09-10,NFL,NOR,@,CLE,W 19-14,1,1,Sun,10.90,14.9,14.9,12.9,0,0,0,0,0,0,0,0,4,49,1,0,,,,,ColsMa00
Jerricho Cotchery,WR,24.086,2006-09-10,NFL,NYJ,@,TEN,W 23-16,1,1,Sun,12.50,18.5,18.5,15.5,0,0,0,0,0,0,0,0,6,65,1,0,,,,,CotcJe00
Alge Crumpler,TE,28.261,2006-09-10,NFL,ATL,@,CAR,W 20-6,1,1,Sun,8.70,11.7,11.7,10.2,0,0,0,0,0,0,0,0,3,27,1,0,,,,,CrumAl00
Vernon Davis,TE,22.222,2006-09-10,NFL,SFO,@,ARI,L 27-34,1,1,Sun,7.70,12.7,13.7,10.2,0,0,0,0,0,0,0,0,5,37,1,0,,,,,DaviVe00
Jake Delhomme,QB,31.243,2006-09-10,NFL,CAR,,ATL,L 6-20,1,1,Sun,3.44,3.4,5.4,4.4,21,39,186,0,1,0,0,0,0,0,0,0,,,,,DelhJa00
Corey Dillon,RB,31.321,2006-09-10,NFL,NWE,,BUF,W 19-17,1,1,Sun,9.50,11.5,11.5,10.5,0,0,0,0,0,16,73,0,2,22,0,0,,,,,DillCo00
Donald Driver,WR,31.220,2006-09-10,NFL,GNB,,CHI,L 0-26,1,1,Sun,9.60,16.6,16.6,13.1,0,0,0,0,0,0,0,0,7,96,0,0,,,,,DrivDo00
Reuben Droughns,RB,28.020,2006-09-10,NFL,CLE,,NOR,L 14-19,1,1,Sun,2.70,2.7,2.7,2.7,0,0,0,0,0,11,27,0,0,0,0,0,,,,,DrouRe00
Warrick Dunn,RB,31.248,2006-09-10,NFL,ATL,@,CAR,W 20-6,1,1,Sun,14.20,15.2,18.2,14.7,0,0,0,0,0,29,132,0,1,10,0,0,,,,,DunnWa00
Braylon Edwards,WR,23.201,2006-09-10,NFL,CLE,,NOR,L 14-19,1,1,Sun,2.30,4.3,4.3,3.3,0,0,0,0,0,0,0,0,2,23,0,0,,,,,EdwaBr00
Jason Elam,K,36.186,2006-09-10,NFL,DEN,@,STL,L 10-18,1,1,Sun,4.00,4.0,,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,elamxjas01
Bobby Engram,WR,33.246,2006-09-10,NFL,SEA,@,DET,W 9-6,1,1,Sun,5.20,10.2,10.2,7.7,0,0,0,0,0,0,0,0,5,52,0,0,,,,,EngrBo00
Lee Evans,WR,25.183,2006-09-10,NFL,BUF,@,NWE,L 17-19,1,1,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,,EvanLe00
Kevin Faulk,RB,30.097,2006-09-10,NFL,NWE,,BUF,W 19-17,1,1,Sun,9.80,10.8,10.8,10.3,0,0,0,0,0,3,21,0,1,17,1,0,,,,,FaulKe00
Brett Favre*,QB,36.335,2006-09-10,NFL,GNB,,CHI,L 0-26,1,1,Sun,2.80,2.8,4.8,4.8,15,29,170,0,2,1,0,0,0,0,0,0,,,,,FavrBr00
Jay Feely,K,30.110,2006-09-10,NFL,NYG,,IND,L 21-26,1,1,Sun,3.00,3.0,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,3,feelyjay01
Robert Ferguson,WR,26.267,2006-09-10,NFL,GNB,,CHI,L 0-26,1,1,Sun,1.70,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,,FergRo00
Tony Fisher,RB,26.333,2006-09-10,NFL,STL,,DEN,W 18-10,1,1,Sun,6.10,8.1,8.1,7.1,0,0,0,0,0,3,7,0,2,54,0,0,,,,,FishTo00
Larry Fitzgerald,WR,23.010,2006-09-10,NFL,ARI,,SFO,W 34-27,1,1,Sun,13.30,22.3,25.3,17.8,0,0,0,0,0,0,0,0,9,133,0,0,,,,,FitzLa00
DeShaun Foster,RB,26.243,2006-09-10,NFL,CAR,,ATL,L 6-20,1,1,Sun,7.40,11.4,11.4,9.4,0,0,0,0,0,15,54,0,4,20,0,0,,,,,FostDe00
Charlie Frye,QB,25.013,2006-09-10,NFL,CLE,,NOR,L 14-19,1,1,Sun,13.68,13.7,16.7,15.7,16,27,132,1,2,6,44,1,0,0,0,0,,,,,FryeCh00
Mike Furrey,WR,29.121,2006-09-10,NFL,DET,,SEA,L 6-9,1,1,Sun,5.50,10.5,10.5,8.0,0,0,0,0,0,0,0,0,5,55,0,0,,,,,FurrMi00
Bryan Gilmore,WR,28.051,2006-09-10,NFL,SFO,@,ARI,L 27-34,1,1,Sun,4.10,6.1,6.1,5.1,0,0,0,0,0,1,22,0,2,19,0,0,,,,,GilmBr00
David Givens,WR,26.025,2006-09-10,NFL,TEN,,NYJ,L 16-23,1,1,Sun,2.70,5.7,5.7,4.2,0,0,0,0,0,0,0,0,3,27,0,0,,,,,GiveDa00
Terry Glenn,WR,32.049,2006-09-10,NFL,DAL,@,JAX,L 17-24,1,1,Sun,8.10,12.1,12.1,10.1,0,0,0,0,0,0,0,0,4,81,0,0,,,,,GlenTe00
Tony Gonzalez*,TE,30.195,2006-09-10,NFL,KAN,,CIN,L 10-23,1,1,Sun,14.10,24.1,24.1,19.1,0,0,0,0,0,0,0,0,10,81,1,0,,,,,GonzTo00
Frank Gore,RB,23.119,2006-09-10,NFL,SFO,@,ARI,L 27-34,1,1,Sun,27.00,33.0,34.0,30.0,0,0,0,0,0,16,87,2,6,83,0,0,,,,,GoreFr00
Stephen Gostkowski,K,22.225,2006-09-10,NFL,NWE,,BUF,W 19-17,1,1,Sun,5.00,5.0,,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,GostSt20
Robbie Gould,K,23.278,2006-09-10,NFL,CHI,@,GNB,W 26-0,1,1,Sun,14.00,14.0,,15.0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,gouldrob01
Daniel Graham,TE,27.298,2006-09-10,NFL,NWE,,BUF,W 19-17,1,1,Sun,2.30,3.3,3.3,2.8,0,0,0,0,0,0,0,0,1,23,0,0,,,,,GrahDa00
Shayne Graham,K,28.275,2006-09-10,NFL,CIN,@,KAN,W 23-10,1,1,Sun,11.00,11.0,,12.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,grahasha01
Ahman Green,RB,29.206,2006-09-10,NFL,GNB,,CHI,L 0-26,1,1,Sun,13.20,16.2,19.2,14.7,0,0,0,0,0,20,110,0,3,22,0,0,,,,,GreeAh00
Trent Green,QB,36.063,2006-09-10,NFL,KAN,,CIN,L 10-23,1,1,Sun,3.70,3.7,4.7,4.7,11,15,90,0,1,4,21,0,0,0,0,0,,,,,GreeTr00
Justin Griffith,FB,26.051,2006-09-10,NFL,ATL,@,CAR,W 20-6,1,1,Sun,2.20,3.2,3.2,2.7,0,0,0,0,0,1,6,0,1,16,0,0,,,,,GrifJu00
Rex Grossman,QB,26.018,2006-09-10,NFL,CHI,@,GNB,W 26-0,1,1,Sun,12.28,13.3,14.3,13.8,18,26,262,1,1,1,2,0,1,-4,0,0,,,,,GrosRe00
D.J. Hackett,WR,25.069,2006-09-10,NFL,SEA,@,DET,W 9-6,1,1,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,,HackD.00
Dante Hall,WR,28.009,2006-09-10,NFL,KAN,,CIN,L 10-23,1,1,Sun,1.40,6.4,7.4,3.9,0,0,0,0,0,1,3,0,5,31,0,0,,,,,HallDa00
Jason Hanson,K,36.085,2006-09-10,NFL,DET,,SEA,L 6-9,1,1,Sun,6.00,6.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,,,hansojas01
Jerome Harrison,RB,23.196,2006-09-10,NFL,CLE,,NOR,L 14-19,1,1,Sun,1.40,1.4,1.4,1.4,0,0,0,0,0,2,14,0,0,0,0,0,,,,,HarrJe00
Marvin Harrison*,WR,34.016,2006-09-10,NFL,IND,@,NYG,W 26-21,1,1,Sun,11.30,20.3,23.3,15.8,0,0,0,0,0,0,0,0,9,113,0,0,,,,,HarrMa00
Matt Hasselbeck,QB,30.350,2006-09-10,NFL,SEA,@,DET,W 9-6,1,1,Sun,9.90,9.9,9.9,9.9,25,30,210,0,0,3,15,0,0,0,0,0,,,,,HassMa00
Todd Heap,TE,26.178,2006-09-10,NFL,BAL,@,TAM,W 27-0,1,1,Sun,4.60,9.6,9.6,7.1,0,0,0,0,0,0,0,0,5,46,0,0,,,,,HeapTo00
Devery Henderson,WR,24.168,2006-09-10,NFL,NOR,@,CLE,W 19-14,1,1,Sun,4.40,7.4,7.4,5.9,0,0,0,0,0,0,0,0,3,44,0,0,,,,,HendDe00
Travis Henry,RB,27.316,2006-09-10,NFL,TEN,,NYJ,L 16-23,1,1,Sun,14.40,15.4,15.4,14.9,0,0,0,0,0,9,22,2,1,2,0,0,,,,,HenrTr00
Torry Holt,WR,30.097,2006-09-10,NFL,STL,,DEN,W 18-10,1,1,Sun,8.00,15.0,15.0,11.5,0,0,0,0,0,0,0,0,7,80,0,0,,,,,HoltTo00
Joe Horn,WR,34.237,2006-09-10,NFL,NOR,@,CLE,W 19-14,1,1,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,,HornJo00
Damon Huard,QB,33.063,2006-09-10,NFL,KAN,,CIN,L 10-23,1,1,Sun,8.40,8.4,9.4,8.4,12,20,140,1,0,1,8,0,0,0,0,0,,,,,HuarDa00
Darrell Jackson,WR,27.278,2006-09-10,NFL,SEA,@,DET,W 9-6,1,1,Sun,4.70,9.7,9.7,7.2,0,0,0,0,0,0,0,0,5,47,0,0,,,,,JackDa00
Steven Jackson,FB,23.050,2006-09-10,NFL,STL,,DEN,W 18-10,1,1,Sun,14.00,18.0,21.0,16.0,0,0,0,0,0,22,121,0,4,19,0,0,,,,,JackSt00
Brandon Jacobs,RB,24.066,2006-09-10,NFL,NYG,,IND,L 21-26,1,1,Sun,11.40,11.4,11.4,11.4,0,0,0,0,0,8,54,1,0,0,0,0,,,,,JacoBr00
Edgerrin James,RB,28.040,2006-09-10,NFL,ARI,,SFO,W 34-27,1,1,Sun,14.60,17.6,17.6,16.1,0,0,0,0,0,26,73,1,3,13,0,0,,,,,JameEd00
Michael Jenkins,WR,24.084,2006-09-10,NFL,ATL,@,CAR,W 20-6,1,1,Sun,13.70,16.7,16.7,15.2,0,0,0,0,0,0,0,0,3,77,1,0,,,,,JenkMi00
Andre Johnson,WR,25.061,2006-09-10,NFL,HOU,,PHI,L 10-24,1,1,Sun,10.10,16.1,19.1,13.1,0,0,0,0,0,0,0,0,6,101,0,0,,,,,JohnAn02
Bryant Johnson,WR,25.187,2006-09-10,NFL,ARI,,SFO,W 34-27,1,1,Sun,5.10,7.1,7.1,6.1,0,0,0,0,0,0,0,0,2,51,0,0,,,,,JohnBr02
Chad Johnson,WR,28.244,2006-09-10,NFL,CIN,@,KAN,W 23-10,1,1,Sun,6.20,11.2,11.2,8.7,0,0,0,0,0,2,14,0,5,48,0,0,,,,,JohnCh01
Keyshawn Johnson,WR,34.050,2006-09-10,NFL,CAR,,ATL,L 6-20,1,1,Sun,4.00,8.0,8.0,6.0,0,0,0,0,0,0,0,0,4,40,0,0,,,,,JohnKe00
Larry Johnson,RB,26.295,2006-09-10,NFL,KAN,,CIN,L 10-23,1,1,Sun,14.80,19.8,19.8,17.3,0,0,0,0,0,17,68,0,5,80,0,0,,,,,JohnLa00
Rudi Johnson,RB,26.344,2006-09-10,NFL,CIN,@,KAN,W 23-10,1,1,Sun,16.30,17.3,17.3,16.8,0,0,0,0,0,28,96,1,1,7,0,0,,,,,JohnRu00
Julius Jones,RB,25.027,2006-09-10,NFL,DAL,@,JAX,L 17-24,1,1,Sun,17.10,18.1,18.1,17.6,0,0,0,0,0,17,72,1,1,39,0,0,,,,,JoneJu01
Kevin Jones,HB,24.020,2006-09-10,NFL,DET,,SEA,L 6-9,1,1,Sun,6.00,11.0,12.0,8.5,0,0,0,0,0,14,35,0,5,45,0,0,,,,,JoneKe02
Matt Jones,WR,23.141,2006-09-10,NFL,JAX,,DAL,W 24-17,1,1,Sun,6.50,11.5,11.5,9.0,0,0,0,0,0,1,-6,0,5,71,0,0,,,,,JoneMa00
Thomas Jones,RB,28.022,2006-09-10,NFL,CHI,@,GNB,W 26-0,1,1,Sun,6.14,7.1,7.1,6.6,1,1,-4,0,0,21,63,0,1,0,0,0,,,,,JoneTh00
John Kasay,K,36.318,2006-09-10,NFL,CAR,,ATL,L 6-20,1,1,Sun,8.00,8.0,,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,kasayjoh01
Eddie Kennison,WR,33.233,2006-09-10,NFL,KAN,,CIN,L 10-23,1,1,Sun,2.30,3.3,3.3,2.8,0,0,0,0,0,1,9,0,1,14,0,0,,,,,KennEd00
Jon Kitna,QB,33.354,2006-09-10,NFL,DET,,SEA,L 6-9,1,1,Sun,9.16,9.2,9.2,9.2,21,37,229,0,0,0,0,0,0,0,0,0,,,,,KitnJo00
Michael Koenen,P,24.059,2006-09-10,NFL,ATL,@,CAR,W 20-6,1,1,Sun,8.00,8.0,,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,koenemic01
Donald Lee,TE,26.010,2006-09-10,NFL,GNB,,CHI,L 0-26,1,1,Sun,2.50,3.5,3.5,3.0,0,0,0,0,0,0,0,0,1,25,0,0,,,,,LeexDo00
Byron Leftwich,QB,26.239,2006-09-10,NFL,JAX,,DAL,W 24-17,1,1,Sun,18.18,18.2,19.2,19.2,23,34,237,1,1,5,7,1,0,0,0,0,,,,,LeftBy00
Greg Lewis,WR,26.210,2006-09-10,NFL,PHI,@,HOU,W 24-10,1,1,Sun,2.40,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,,,,,LewiGr01
Jamal Lewis,RB,27.012,2006-09-10,NFL,BAL,@,TAM,W 27-0,1,1,Sun,13.80,13.8,13.8,13.8,0,0,0,0,0,18,78,1,0,0,0,0,,,,,LewiJa00
Rian Lindell,K,29.233,2006-09-10,NFL,BUF,@,NWE,L 17-19,1,1,Sun,7.00,7.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,linderia01
J.P. Losman,QB,25.182,2006-09-10,NFL,BUF,@,NWE,L 17-19,1,1,Sun,6.56,6.6,6.6,6.6,15,23,164,0,0,1,0,0,0,0,0,0,,,,,LosmJ.00
