Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Donte Curry,LB,26.052,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,,1,1,,,CurrDo21
Donovin Darius,SS,29.031,2004-09-12,NFL,JAX,@,BUF,W 13-10,1,1,Sun,,1,2,,,DariDo20
James Darling,WLB,29.258,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,,1,0,,,DarlJa20
Randall Godfrey,ILB,31.159,2004-09-12,NFL,SDG,@,HOU,W 27-20,1,1,Sun,,1,0,,,GodfRa20
Clark Haggans,LOLB,27.246,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,0,2,0,0,0,HaggCl20
James Hall,RDE,27.221,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,0,1,0,0,0,HallJa21
Quentin Harris,FS,27.230,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,0,1,1,0,0,HarrQu20
Landon Johnson,OLB,23.183,2004-09-12,NFL,CIN,@,NYJ,L 24-31,1,1,Sun,,1,0,,,JohnLa20
Kenard Lang,DL,29.225,2004-09-12,NFL,CLE,,BAL,W 20-3,1,1,Sun,0,1,0,0,0,LangKe20
Teddy Lehman,SLB,22.299,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,,1,0,,,LehmTe20
Earl Little,FS,31.186,2004-09-12,NFL,CLE,,BAL,W 20-3,1,1,Sun,,1,0,,,LittEa20
Mike Logan,DB,29.363,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,,1,0,,,LogaMi20
Jerome McDougle,DE,25.272,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,0,1,0,0,0,McDoJe20
Julian Peterson,LOLB,26.046,2004-09-12,NFL,SFO,,ATL,L 19-21,1,1,Sun,0,1,0,0,0,PeteJu00
Brian Russell,FS,26.220,2004-09-12,NFL,MIN,,DAL,W 35-17,1,1,Sun,,1,0,,,RussBr20
Aaron Smith,DE,28.146,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,0,1,1,0,0,SmitAa99
Fred Smoot,RCB,24.053,2004-09-12,NFL,WAS,,TAM,W 16-10,1,1,Sun,,1,0,,,SmooFr20
Bobby Taylor,CB,30.259,2004-09-12,NFL,SEA,@,NOR,W 21-7,1,1,Sun,,1,0,,,TaylBo00
Jason Webster,RCB,27.004,2004-09-12,NFL,ATL,@,SFO,W 21-19,1,1,Sun,,1,0,,,WebsJa20
Greg Wesley,SS,26.177,2004-09-12,NFL,KAN,@,DEN,L 24-34,1,1,Sun,,1,0,,,WeslGr20
Jerry Wilson,FS,31.057,2004-09-12,NFL,SDG,@,HOU,W 27-20,1,1,Sun,0,1,0,0,0,WilsJe22
Jamie Winborn,LB,25.121,2004-09-12,NFL,SFO,,ATL,L 19-21,1,1,Sun,0,1,0,0,0,WinbJa20
Antoine Winfield,LCB,27.080,2004-09-12,NFL,MIN,,DAL,W 35-17,1,1,Sun,,1,1,,,WinfAn20
David Martin,TE,25.184,2004-09-13,NFL,GNB,@,CAR,W 24-14,1,1,Mon,0,1,0,0,0,MartDa00
Julius Peppers,LDE,24.239,2004-09-13,NFL,CAR,,GNB,L 14-24,1,1,Mon,,1,0,,,PeppJu99
Gary Baxter,RCB,25.300,2004-09-19,NFL,BAL,,PIT,W 30-13,2,2,Sun,0,1,0,0,0,BaxtGa20
Jay Bellamy,SS,32.073,2004-09-19,NFL,NOR,,SFO,W 30-27,2,2,Sun,,1,1,,,BellJa22
John Browning,RDE,30.355,2004-09-19,NFL,KAN,,CAR,L 17-28,2,2,Sun,0,1,0,0,0,BrowJo24
Chris Cash,RCB,24.068,2004-09-19,NFL,DET,,HOU,W 28-16,2,2,Sun,,1,0,,,CashCh20
Chris Cooley,HB,22.070,2004-09-19,NFL,WAS,@,NYG,L 14-20,2,2,Sun,0,1,0,0,0,CoolCh00
Chartric Darby,DT,28.333,2004-09-19,NFL,TAM,,SEA,L 6-10,2,2,Sun,,1,0,,,DarbCh20
Tony Dixon,SS,25.093,2004-09-19,NFL,DAL,,CLE,W 19-12,2,2,Sun,,1,0,,,DixoTo20
Ebenezer Ekuban,DL,28.113,2004-09-19,NFL,CLE,@,DAL,L 12-19,2,2,Sun,0,1,1,0,0,EkubEb20
John Engelberger,LDE,27.337,2004-09-19,NFL,SFO,@,NOR,L 27-30,2,2,Sun,0,1,0,0,0,EngeJo20
James Hall,RDE,27.228,2004-09-19,NFL,DET,,HOU,W 28-16,2,2,Sun,0,1,0,0,0,HallJa21
Rodney Harrison,SS,31.279,2004-09-19,NFL,NWE,@,ARI,W 23-12,2,2,Sun,0,1,0,0,0,HarrRo01
Michael Hawthorne,LCB,27.237,2004-09-19,NFL,GNB,,CHI,L 10-21,2,2,Sun,,2,0,,,HawtMi20
Albert Haynesworth,RDT,23.094,2004-09-19,NFL,TEN,,IND,L 17-31,2,2,Sun,,1,0,,,HaynAl20
Darrell McClover,LB,23.025,2004-09-19,NFL,NYJ,@,SDG,W 34-28,2,2,Sun,,1,0,,,McClDa21
Julius Peppers,LDE,24.245,2004-09-19,NFL,CAR,@,KAN,W 28-17,2,2,Sun,0,1,0,0,0,PeppJu99
Tyrone Poole,RCB,32.229,2004-09-19,NFL,NWE,@,ARI,W 23-12,2,2,Sun,,1,0,,,PoolTy20
Fred Robbins,RDT,27.178,2004-09-19,NFL,NYG,,WAS,W 20-14,2,2,Sun,0,1,0,0,0,RobbFr20
Dewayne Robertson,DT,22.339,2004-09-19,NFL,NYJ,@,SDG,W 34-28,2,2,Sun,0,1,0,0,0,RobeDe20
Brad Scioli,DE,28.013,2004-09-19,NFL,IND,@,TEN,W 31-17,2,2,Sun,0,1,0,0,0,ScioBr20
Brady Smith,RDE,31.106,2004-09-19,NFL,ATL,,STL,W 34-17,2,2,Sun,0,1,1,0,1,SmitBr21
Will Smith,RDE,23.077,2004-09-19,NFL,NOR,,SFO,W 30-27,2,2,Sun,0,1,0,0,0,SmitWi99
Donnie Spragan,SLB,28.069,2004-09-19,NFL,DEN,@,JAX,L 6-7,2,2,Sun,,1,0,,,SpraDo20
Shawn Springs,LCB,29.192,2004-09-19,NFL,WAS,@,NYG,L 14-20,2,2,Sun,0,1,0,0,0,SpriSh00
Robert Tate,CB,30.336,2004-09-19,NFL,ARI,,NWE,L 12-23,2,2,Sun,,1,0,,,TateRo00
Brian Urlacher*,MLB,26.117,2004-09-19,NFL,CHI,@,GNB,W 21-10,2,2,Sun,,1,0,,,UrlaBr00
Keith Washington,RDE,31.276,2004-09-19,NFL,NYG,,WAS,W 20-14,2,2,Sun,0,1,0,0,0,WashKe20
Kenny Watson,HB,26.190,2004-09-19,NFL,CIN,,MIA,W 16-13,2,2,Sun,0,1,0,0,0,WatsKe00
Dan Wilkinson,LDT,31.190,2004-09-19,NFL,DET,,HOU,W 28-16,2,2,Sun,,1,0,,,WilkDa22
Shaun Williams,SS,27.345,2004-09-19,NFL,NYG,,WAS,W 20-14,2,2,Sun,,1,0,,,WillSh20
Grant Wistrom,RDE,28.078,2004-09-19,NFL,SEA,@,TAM,W 10-6,2,2,Sun,0,1,0,0,0,WistGr20
Bryant Young,RDT,32.236,2004-09-19,NFL,SFO,@,NOR,L 27-30,2,2,Sun,,1,0,,,YounBr00
Sam Rayburn,DT,23.336,2004-09-20,NFL,PHI,,MIN,W 27-16,2,2,Mon,0,1,0,0,0,RaybSa20
Nate Wayne,WILL,29.252,2004-09-20,NFL,PHI,,MIN,W 27-16,2,2,Mon,0,2,0,0,0,WaynNa20
Brian Williams,RCB,25.080,2004-09-20,NFL,MIN,@,PHI,L 16-27,2,2,Mon,,1,0,,,WillBr22
Will Allen,S,22.101,2004-09-26,NFL,TAM,@,OAK,L 20-30,3,3,Sun,,1,0,,,AlleWi21
Roderick Coleman,LDT,28.041,2004-09-26,NFL,ATL,,ARI,W 6-3,3,3,Sun,0,2,1,0,0,ColeRo99
Jason David,DB,22.106,2004-09-26,NFL,IND,,GNB,W 45-31,3,3,Sun,,1,0,,,DaviJa20
Darnell Dockett,UT,23.122,2004-09-26,NFL,ARI,@,ATL,L 3-6,3,3,Sun,,1,0,,,DockDa20
Chris Draft,MLB,28.213,2004-09-26,NFL,ATL,,ARI,W 6-3,3,3,Sun,,1,0,,,DrafCh20
Randall Godfrey,ILB,31.173,2004-09-26,NFL,SDG,@,DEN,L 13-23,3,3,Sun,,1,1,,,GodfRa20
Michael Haynes,DE,24.013,2004-09-26,NFL,CHI,@,MIN,L 22-27,3,3,Sun,,1,0,,,HaynMi20
Chris Hope,FS,23.363,2004-09-26,NFL,PIT,@,MIA,W 13-3,3,3,Sun,,1,0,,,HopeCh21
Darren Howard,RDE,27.312,2004-09-26,NFL,NOR,@,STL,W 28-25,3,3,Sun,0,1,0,0,0,HowaDa21
Raylee Johnson,DE,34.117,2004-09-26,NFL,DEN,,SDG,W 23-13,3,3,Sun,0,1,0,0,0,JohnRa22
Lance Johnstone,DE,31.107,2004-09-26,NFL,MIN,,CHI,W 27-22,3,3,Sun,0,1,0,0,0,JohnLa23
Jevon Kearse,LDE,28.023,2004-09-26,NFL,PHI,@,DET,W 30-13,3,3,Sun,0,1,0,0,0,KearJe00
Kenoy Kennedy,SS,26.316,2004-09-26,NFL,DEN,,SDG,W 23-13,3,3,Sun,0,1,0,0,0,KennKe21
Clint Kriewaldt,LB,28.193,2004-09-26,NFL,PIT,@,MIA,W 13-3,3,3,Sun,,1,0,,,KrieCl20
Rashean Mathis,LCB,24.030,2004-09-26,NFL,JAX,@,TEN,W 15-12,3,3,Sun,0,1,0,0,0,MathRa99
Shad Meier,FB,26.111,2004-09-26,NFL,TEN,,JAX,L 12-15,3,3,Sun,,1,0,,,MeieSh00
Adewale Ogunleye,LDE,27.048,2004-09-26,NFL,CHI,@,MIN,L 22-27,3,3,Sun,0,2,1,0,0,OgunAd00
Chike Okeafor,LDE,28.183,2004-09-26,NFL,SEA,,SFO,W 34-0,3,3,Sun,0,1,0,0,0,OkeaCh20
Calvin Pace,DE,23.334,2004-09-26,NFL,ARI,@,ATL,L 3-6,3,3,Sun,0,1,0,0,0,PaceCa20
Juqua Parker,DE,26.134,2004-09-26,NFL,TEN,,JAX,L 12-15,3,3,Sun,,1,0,,,ThomJu20
Tony Parrish,SS,28.308,2004-09-26,NFL,SFO,@,SEA,L 0-34,3,3,Sun,,1,0,,,ParrTo20
Joey Porter,ROLB,27.188,2004-09-26,NFL,PIT,@,MIA,W 13-3,3,3,Sun,0,1,0,0,0,PortJo00
Brian Simmons,WLB,29.097,2004-09-26,NFL,CIN,,BAL,L 9-23,3,3,Sun,,1,0,,,SimmBr20
Brady Smith,RDE,31.113,2004-09-26,NFL,ATL,,ARI,W 6-3,3,3,Sun,0,1,0,0,0,SmitBr21
Duane Starks,LCB,30.126,2004-09-26,NFL,ARI,@,ATL,L 3-6,3,3,Sun,0,1,1,0,0,StarDu20
Adalius Thomas,ROLB,27.039,2004-09-26,NFL,BAL,@,CIN,W 23-9,3,3,Sun,0,1,0,0,0,ThomAd00
Dontarrious Thomas,LB,24.024,2004-09-26,NFL,MIN,,CHI,W 27-22,3,3,Sun,,1,0,,,ThomDo21
Nate Webster,MLB,26.302,2004-09-26,NFL,CIN,,BAL,L 9-23,3,3,Sun,,1,1,,,WebsNa20
Greg Wesley,SS,26.191,2004-09-26,NFL,KAN,,HOU,L 21-24,3,3,Sun,,1,0,,,WeslGr20
Marcus Wilkins,LB,24.268,2004-09-26,NFL,CIN,,BAL,L 9-23,3,3,Sun,,1,0,,,WilkMa20
Dan Wilkinson,LDT,31.197,2004-09-26,NFL,DET,,PHI,L 13-30,3,3,Sun,0,1,0,0,0,WilkDa22
Cedric Woodard,LDT,27.021,2004-09-26,NFL,SEA,,SFO,W 34-0,3,3,Sun,0,1,1,0,0,WoodCe20
Charles Woodson,CB,27.355,2004-09-26,NFL,OAK,,TAM,W 30-20,3,3,Sun,0,1,0,0,0,WoodCh00
Cameron Worrell,S,24.287,2004-09-26,NFL,CHI,@,MIN,L 22-27,3,3,Sun,0,1,0,0,0,WorrCa20
Tony Dixon,SS,25.101,2004-09-27,NFL,DAL,@,WAS,W 21-18,3,3,Mon,0,1,0,0,0,DixoTo20
John Abraham,WE,26.150,2004-10-03,NFL,NYJ,@,MIA,W 17-9,3,4,Sun,0,1,1,0,0,AbraJo00
Kevin Bentley,LB,24.279,2004-10-03,NFL,CLE,,WAS,W 17-13,4,4,Sun,,1,0,,,BentKe20
Tedy Bruschi,ILB,31.116,2004-10-03,NFL,NWE,@,BUF,W 31-17,3,4,Sun,0,1,0,0,0,BrusTe99
Ray Buchanan,FS,33.004,2004-10-03,NFL,OAK,@,HOU,L 17-30,4,4,Sun,,1,0,,,BuchRa00
Duane Clemons,LDE,30.133,2004-10-03,NFL,CIN,@,PIT,L 17-28,4,4,Sun,0,1,0,0,0,ClemDu20
Rich Coady,SS,28.251,2004-10-03,NFL,STL,@,SFO,W 24-14,4,4,Sun,,1,0,,,CoadRi21
Jason Ferguson,DT,29.310,2004-10-03,NFL,NYJ,@,MIA,W 17-9,3,4,Sun,0,1,0,0,0,FergJa21
Steve Foley,OLB,29.022,2004-10-03,NFL,SDG,,TEN,W 38-17,4,4,Sun,0,1,0,0,0,FoleSt21
Larry Foote,RILB,24.113,2004-10-03,NFL,PIT,,CIN,W 28-17,4,4,Sun,0,1,0,0,0,FootLa20
Barrett Green,WLB,26.340,2004-10-03,NFL,NYG,@,GNB,W 14-7,4,4,Sun,,1,0,,,GreeBa20
Chris Kelsay,DE,24.338,2004-10-03,NFL,BUF,,NWE,L 17-31,3,4,Sun,,1,1,,,KelsCh21
Kenoy Kennedy,SS,26.323,2004-10-03,NFL,DEN,@,TAM,W 16-13,4,4,Sun,,1,0,,,KennKe21
Patrick Kerney,LDE,27.278,2004-10-03,NFL,ATL,@,CAR,W 27-10,4,4,Sun,0,1,0,0,0,KernPa99
Robert Mathis,DE,23.220,2004-10-03,NFL,IND,@,JAX,W 24-17,4,4,Sun,0,1,0,0,0,MathRo20
Anthony McFarland,DT,26.290,2004-10-03,NFL,TAM,,DEN,L 13-16,4,4,Sun,,1,0,,,McFaAn20
Michael Myers,LDT,28.257,2004-10-03,NFL,CLE,,WAS,W 17-13,4,4,Sun,,1,0,,,MyerMi20
Deltha O'Neal,LCB,27.247,2004-10-03,NFL,CIN,@,PIT,L 17-28,4,4,Sun,,1,0,,,ONeaDe00
Calvin Pace,DE,23.341,2004-10-03,NFL,ARI,,NOR,W 34-10,4,4,Sun,0,1,0,0,0,PaceCa20
Tommy Polley,SLB,26.259,2004-10-03,NFL,STL,@,SFO,W 24-14,4,4,Sun,0,1,0,0,0,PollTo21
Derrick Rodgers,WLB,32.355,2004-10-03,NFL,NOR,@,ARI,L 10-34,4,4,Sun,,1,0,,,RodgDe20
Bryan Scott,SS,23.173,2004-10-03,NFL,ATL,@,CAR,W 27-10,4,4,Sun,0,1,0,0,0,ScotBr20
Jamie Sharper,MLB,29.315,2004-10-03,NFL,HOU,,OAK,W 30-17,4,4,Sun,0,1,1,0,1,SharJa20
Fred Smoot,RCB,24.074,2004-10-03,NFL,WAS,@,CLE,L 13-17,4,4,Sun,,1,0,,,SmooFr20
David Thornton,SLB,25.337,2004-10-03,NFL,IND,@,JAX,W 24-17,4,4,Sun,,1,0,,,ThorDa20
Monty Beisel,MLB,26.045,2004-10-04,NFL,KAN,@,BAL,W 27-24,4,4,Mon,,1,0,,,BeisMo20
Bertrand Berry,RDE,29.056,2004-10-10,NFL,ARI,@,SFO,L 28-31,5,5,Sun,0,2,1,0,0,BerrBe99
Leigh Bodden,DB,23.016,2004-10-10,NFL,CLE,@,PIT,L 23-34,5,5,Sun,,1,0,,,BoddLe20
Dwaine Carpenter,S,27.341,2004-10-10,NFL,SFO,,ARI,W 31-28,5,5,Sun,0,1,0,0,0,CarpDw20
Nate Clements,RCB,24.303,2004-10-10,NFL,BUF,@,NYJ,L 14-16,4,5,Sun,0,1,0,0,0,ClemNa99
Jared DeVries,DE,28.121,2004-10-10,NFL,DET,@,ATL,W 17-10,4,5,Sun,0,1,0,0,0,DeVrJa20
Kalimba Edwards,DE,24.289,2004-10-10,NFL,DET,@,ATL,W 17-10,4,5,Sun,0,1,0,0,0,EdwaKa20
Steve Foley,OLB,29.029,2004-10-10,NFL,SDG,,JAX,W 34-21,5,5,Sun,0,1,1,0,0,FoleSt21
La'Roi Glover,RDT,30.098,2004-10-10,NFL,DAL,,NYG,L 10-26,4,5,Sun,0,1,0,0,0,GlovLa00
Charles Grant,LDE,26.037,2004-10-10,NFL,NOR,,TAM,L 17-20,5,5,Sun,0,1,0,0,0,GranCh21
Barrett Green,WLB,26.347,2004-10-10,NFL,NYG,@,DAL,W 26-10,5,5,Sun,,1,1,,,GreeBa20
James Hall,RDE,27.249,2004-10-10,NFL,DET,@,ATL,W 17-10,4,5,Sun,0,1,1,0,0,HallJa21
Rodney Harrison,SS,31.300,2004-10-10,NFL,NWE,,MIA,W 24-10,4,5,Sun,0,1,0,0,0,HarrRo01
Leonard Little,LDE,29.357,2004-10-10,NFL,STL,@,SEA,W 33-27,5,5,Sun,0,1,0,0,0,LittLe00
Robert Mathis,DE,23.227,2004-10-10,NFL,IND,,OAK,W 35-14,5,5,Sun,0,1,0,0,0,MathRo20
Dat Nguyen,MLB,29.015,2004-10-10,NFL,DAL,,NYG,L 10-26,4,5,Sun,,1,0,,,NguyDa20
Montae Reagor,LDT,27.103,2004-10-10,NFL,IND,,OAK,W 35-14,5,5,Sun,0,1,0,0,0,ReagMo20
Ed Reed*,SS,26.029,2004-10-10,NFL,BAL,@,WAS,W 17-10,5,5,Sun,0,1,1,0,1,ReedEd00
Asante Samuel,RCB,23.278,2004-10-10,NFL,NWE,,MIA,W 24-10,4,5,Sun,,1,0,,,SamuAs20
Aaron Schobel,RDE,27.039,2004-10-10,NFL,BUF,@,NYJ,L 14-16,4,5,Sun,0,1,0,0,0,SchoAa99
Dwight Smith,SS,26.058,2004-10-10,NFL,TAM,@,NOR,W 20-17,5,5,Sun,,1,0,,,SmitDw20
Will Smith,DE,23.098,2004-10-10,NFL,NOR,,TAM,L 17-20,5,5,Sun,0,1,0,0,0,SmitWi99
Greg Spires,LDE,30.059,2004-10-10,NFL,TAM,@,NOR,W 20-17,5,5,Sun,,1,0,,,SpirGr20
Michael Strahan*,LDE,32.324,2004-10-10,NFL,NYG,@,DAL,W 26-10,5,5,Sun,,1,0,,,StraMi02
Peppi Zellner,LDE,29.210,2004-10-10,NFL,ARI,@,SFO,L 28-31,5,5,Sun,,1,0,,,ZellPe20
Brad Kassell,MLB,24.278,2004-10-11,NFL,TEN,@,GNB,W 48-27,5,5,Mon,,1,0,,,KassBr20
Lamont Thompson,FS,26.073,2004-10-11,NFL,TEN,@,GNB,W 48-27,5,5,Mon,0,1,0,0,0,ThomLa21
Corey Williams,DE/D,24.055,2004-10-11,NFL,GNB,,TEN,L 27-48,5,5,Mon,,1,0,,,WillCo21
Ashley Ambrose,RCB,34.030,2004-10-17,NFL,NOR,,MIN,L 31-38,6,6,Sun,0,1,0,0,0,AmbrAs00
Akin Ayodele,OLB,25.030,2004-10-17,NFL,JAX,,KAN,W 22-16,6,6,Sun,0,1,0,0,0,AyodAk20
Rashad Baker,S,22.238,2004-10-17,NFL,BUF,,MIA,W 20-13,5,6,Sun,,1,0,,,BakeRa21
Aaron Beasley,RCB,31.102,2004-10-17,NFL,ATL,,SDG,W 21-20,6,6,Sun,,1,0,,,BeasAa20
Michael Boulware,SS,23.030,2004-10-17,NFL,SEA,@,NWE,L 20-30,5,6,Sun,0,1,0,0,0,BoulMi20
Keith Davis,CB,25.292,2004-10-17,NFL,DAL,,PIT,L 20-24,5,6,Sun,,1,0,,,DaviKe21
Donnie Edwards,OLB,31.194,2004-10-17,NFL,SDG,@,ATL,L 20-21,6,6,Sun,,1,0,,,EdwaDo20
Shaun Ellis,DE,27.115,2004-10-17,NFL,NYJ,,SFO,W 22-14,5,6,Sun,0,1,0,0,0,ElliSh00
James Farrior,LILB,29.285,2004-10-17,NFL,PIT,@,DAL,W 24-20,6,6,Sun,0,3,0,0,0,FarrJa99
London Fletcher,MLB,29.151,2004-10-17,NFL,BUF,,MIA,W 20-13,5,6,Sun,0,1,0,0,0,FletLo20
Kim Herring,FS,29.037,2004-10-17,NFL,CIN,@,CLE,L 17-34,5,6,Sun,,1,0,,,HerrKi20
Lance Johnstone,DE,31.128,2004-10-17,NFL,MIN,@,NOR,W 38-31,5,6,Sun,0,1,0,0,0,JohnLa23
John Lynch,FS,33.022,2004-10-17,NFL,DEN,@,OAK,W 31-3,6,6,Sun,,1,0,,,LyncJo00
Mike Peterson,MLB,28.122,2004-10-17,NFL,JAX,,KAN,W 22-16,6,6,Sun,0,1,0,0,0,PeteMi20
Aaron Schobel,RDE,27.046,2004-10-17,NFL,BUF,,MIA,W 20-13,5,6,Sun,0,1,0,0,0,SchoAa99
Marcus Stroud,LDT,26.114,2004-10-17,NFL,JAX,,KAN,W 22-16,6,6,Sun,0,1,0,0,0,StroMa01
Tank Williams,SS,24.109,2004-10-17,NFL,TEN,,HOU,L 10-20,6,6,Sun,0,1,0,0,0,WillTa20
Eugene Wilson,FS,24.061,2004-10-17,NFL,NWE,,SEA,W 30-20,5,6,Sun,,1,0,,,WilsEu20
Adam Archuleta,SS,26.326,2004-10-18,NFL,STL,,TAM,W 28-21,6,6,Mon,,1,1,,1,ArchAd20
Greg Spires,LDE,30.067,2004-10-18,NFL,TAM,@,STL,L 21-28,6,6,Mon,0,1,0,0,0,SpirGr20
Aeneas Williams*,FS,36.263,2004-10-18,NFL,STL,,TAM,W 28-21,6,6,Mon,,1,0,,,WillAe00
John Abraham,WE,26.171,2004-10-24,NFL,NYJ,@,NWE,L 7-13,6,7,Sun,0,1,0,0,0,AbraJo00
Keith Adams,LB,24.337,2004-10-24,NFL,PHI,@,CLE,W 34-31,6,7,Sun,,1,0,,,AdamKe20
Idrees Bashir,FS,25.322,2004-10-24,NFL,IND,,JAX,L 24-27,6,7,Sun,,1,0,,,BashId20
Marcus Bell,DT,25.145,2004-10-24,NFL,DET,@,NYG,W 28-13,6,7,Sun,0,1,0,0,0,BellMa20
Keith Burns,LB,32.161,2004-10-24,NFL,TAM,,CHI,W 19-7,7,7,Sun,,1,0,,,BurnKe21
Antonio Cochran,RDE,28.125,2004-10-24,NFL,SEA,@,ARI,L 17-25,6,7,Sun,0,1,1,0,0,CochAn20
Jason Craft,CB,28.254,2004-10-24,NFL,NOR,@,OAK,W 31-26,7,7,Sun,,1,0,,,CrafJa20
Donovin Darius,SS,29.073,2004-10-24,NFL,JAX,@,IND,W 27-24,7,7,Sun,,1,1,,,DariDo20
Brian Dawkins*,FS,31.011,2004-10-24,NFL,PHI,@,CLE,W 34-31,6,7,Sun,0,1,0,0,0,DawkBr00
Kalimba Edwards,DE,24.303,2004-10-24,NFL,DET,@,NYG,W 28-13,6,7,Sun,0,1,1,0,0,EdwaKa20
James Hall,RDE,27.263,2004-10-24,NFL,DET,@,NYG,W 28-13,6,7,Sun,0,1,0,0,0,HallJa21
E.J. Henderson,MLB,24.082,2004-10-24,NFL,MIN,,TEN,W 20-3,6,7,Sun,,1,0,,,HendE.20
Hunter Hillenmeyer,LB,23.362,2004-10-24,NFL,CHI,@,TAM,L 7-19,6,7,Sun,,1,0,,,HillHu20
Ed Jasper,RDT,31.280,2004-10-24,NFL,ATL,@,KAN,L 10-56,7,7,Sun,,2,1,,,JaspEd20
Ted Johnson,ILB,31.325,2004-10-24,NFL,NWE,,NYJ,W 13-7,6,7,Sun,,1,0,,,JohnTe20
Aaron Kampman,LDE,24.329,2004-10-24,NFL,GNB,,DAL,W 41-20,7,7,Sun,0,1,0,0,0,KampAa99
Quintin Mikell,S,24.038,2004-10-24,NFL,PHI,@,CLE,W 34-31,6,7,Sun,,1,1,,,MikeQu20
Mike Minter,SS,30.283,2004-10-24,NFL,CAR,,SDG,L 6-17,6,7,Sun,,1,0,,,MintMi21
Chike Okeafor,LDE,28.211,2004-10-24,NFL,SEA,@,ARI,L 17-25,6,7,Sun,0,1,0,0,0,OkeaCh20
Cory Redding,LDE,23.344,2004-10-24,NFL,DET,@,NYG,W 28-13,6,7,Sun,0,1,0,0,0,ReddCo20
Asante Samuel,RCB,23.292,2004-10-24,NFL,NWE,,NYJ,W 13-7,6,7,Sun,,1,0,,,SamuAs20
Aaron Schobel,RDE,27.053,2004-10-24,NFL,BUF,@,BAL,L 6-20,6,7,Sun,0,1,0,0,0,SchoAa99
Keith Smith,CB,24.218,2004-10-24,NFL,DET,@,NYG,W 28-13,6,7,Sun,,1,0,,,SmitKe20
Terrell Suggs,LOLB,22.013,2004-10-24,NFL,BAL,,BUF,W 20-6,6,7,Sun,0,1,0,0,0,SuggTe99
Kalen Thornton,LB,22.165,2004-10-24,NFL,DAL,@,GNB,L 20-41,6,7,Sun,,1,0,,,ThorKa20
Osi Umenyiora,DE,22.343,2004-10-24,NFL,NYG,,DET,L 13-28,6,7,Sun,0,1,0,0,0,UmenOs99
Brian Urlacher*,MLB,26.152,2004-10-24,NFL,CHI,@,TAM,L 7-19,6,7,Sun,,1,0,,,UrlaBr00
Kevin Williams,UT,24.069,2004-10-24,NFL,MIN,,TEN,W 20-3,6,7,Sun,0,1,0,0,0,WillKe98
Sam Brandon,S,25.112,2004-10-25,NFL,DEN,@,CIN,L 10-23,7,7,Mon,,1,0,,,BranSa20
