Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
O.J. Atogwe,FS,27.076,2008-09-07,NFL,STL,@,PHI,L 3-38,1,1,Sun,0,1,0,0,0,AtogO.20
Yeremiah Bell,SS,30.188,2008-09-07,NFL,MIA,,NYJ,L 14-20,1,1,Sun,0,1,0,0,0,BellYe20
Fred Bennett,LCB,24.251,2008-09-07,NFL,HOU,@,PIT,L 17-38,1,1,Sun,0,1,0,0,0,BennFr99
Bertrand Berry,DE,33.023,2008-09-07,NFL,ARI,@,SFO,W 23-13,1,1,Sun,0,1,0,0,0,BerrBe99
Antoine Cason,CB,22.060,2008-09-07,NFL,SDG,,CAR,L 24-26,1,1,Sun,0,1,0,0,0,CasoAn99
Kenyon Coleman,RDE,29.150,2008-09-07,NFL,NYJ,@,MIA,W 20-14,1,1,Sun,0,1,0,0,0,ColeKe20
Jon Corto,DB,23.360,2008-09-07,NFL,BUF,,SEA,W 34-10,1,1,Sun,0,1,0,0,0,CortJo20
Darnell Dockett,DT,27.103,2008-09-07,NFL,ARI,@,SFO,W 23-13,1,1,Sun,0,1,0,0,0,DockDa20
Jabari Greer,RCB,26.209,2008-09-07,NFL,BUF,,SEA,W 34-10,1,1,Sun,0,1,0,0,0,GreeJa22
Chris Harris,SS,26.032,2008-09-07,NFL,CAR,@,SDG,W 26-24,1,1,Sun,0,1,0,0,0,HarrCh20
James Harrison,ROLB,30.126,2008-09-07,NFL,PIT,,HOU,W 38-17,1,1,Sun,0,1,0,0,0,HarrJa23
Clint Ingram,OLB,25.170,2008-09-07,NFL,JAX,@,TEN,L 10-17,1,1,Sun,0,1,0,0,0,IngrCl20
Rashad Jeanty,SLB,25.143,2008-09-07,NFL,CIN,@,BAL,L 10-17,1,1,Sun,0,1,0,0,0,JeanRa20
Travis LaBoy,RDE,27.018,2008-09-07,NFL,ARI,@,SFO,W 23-13,1,1,Sun,0,1,1,0,0,LaBoTr20
Ray Lewis*,LILB,33.115,2008-09-07,NFL,BAL,,CIN,W 17-10,1,1,Sun,0,1,0,0,0,LewiRa00
Robert Mathis,LDE,27.194,2008-09-07,NFL,IND,,CHI,L 13-29,1,1,Sun,0,1,0,0,0,MathRo20
Quintin Mikell,SS,27.357,2008-09-07,NFL,PHI,,STL,W 38-3,1,1,Sun,0,1,0,0,0,MikeQu20
Matt Roth,SLB,25.329,2008-09-07,NFL,MIA,,NYJ,L 14-20,1,1,Sun,0,1,0,0,0,RothMa20
Frostee Rucker,RDE,24.359,2008-09-07,NFL,CIN,@,BAL,L 10-17,1,1,Sun,0,1,0,0,0,RuckFr99
Patrick Surtain,LCB,32.080,2008-09-07,NFL,KAN,@,NWE,L 10-17,1,1,Sun,0,1,0,0,0,SurtPa00
Bryan Thomas,OLB,29.092,2008-09-07,NFL,NYJ,@,MIA,W 20-14,1,1,Sun,0,1,0,0,0,ThomBr21
Charles Tillman,LCB,27.197,2008-09-07,NFL,CHI,@,IND,W 29-13,1,1,Sun,0,1,0,0,0,TillCh20
Kyle Vanden Bosch,RDE,29.295,2008-09-07,NFL,TEN,,JAX,W 17-10,1,1,Sun,0,1,1,0,0,VandKy99
DeMarcus Ware,WLB,26.038,2008-09-07,NFL,DAL,@,CLE,W 28-10,1,1,Sun,0,1,0,0,0,WareDe99
Mario Williams,RDE,23.220,2008-09-07,NFL,HOU,@,PIT,L 17-38,1,1,Sun,0,1,0,0,0,WillMa22
Hiram Eugene,S,27.289,2008-09-08,NFL,OAK,,DEN,L 14-41,1,1,Mon,0,1,0,0,0,EugeHi99
E.J. Henderson,,28.036,2008-09-08,NFL,MIN,@,GNB,L 19-24,1,1,Mon,0,1,0,0,0,HendE.20
