Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Michael Lewis,SS,26.148,2006-09-24,NFL,PHI,@,SFO,W 38-24,3,3,Sun,0,1,0,0,0,LewiMi99
Calvin Lowry,S,23.223,2006-09-24,NFL,TEN,@,MIA,L 10-13,3,3,Sun,,1,0,,,LowrCa20
Travis Minor,RB,27.086,2006-09-24,NFL,MIA,,TEN,W 13-10,3,3,Sun,0,1,0,0,0,MinoTr00
Seth Payne,DT,31.224,2006-09-24,NFL,HOU,,WAS,L 15-31,3,3,Sun,,1,0,,,PaynSe20
Kerry Rhodes,S,24.053,2006-09-24,NFL,NYJ,@,BUF,W 28-20,3,3,Sun,0,2,0,0,0,RhodKe20
Simeon Rice,DE,32.212,2006-09-24,NFL,TAM,,CAR,L 24-26,3,3,Sun,0,2,0,0,0,RiceSi00
Gary Stills,LB,32.075,2006-09-24,NFL,BAL,@,CLE,W 15-14,3,3,Sun,,1,1,,,StilGa00
Deshea Townsend,RCB,31.016,2006-09-24,NFL,PIT,,CIN,L 20-28,3,3,Sun,0,1,0,0,0,TownDe20
Marcus Trufant,RCB,25.273,2006-09-24,NFL,SEA,,NYG,W 42-30,3,3,Sun,,1,0,,,TrufMa20
Matt Ware,RCB,23.296,2006-09-24,NFL,ARI,,STL,L 14-16,3,3,Sun,,1,0,,,WareMa20
Marcus Washington,SLB,28.342,2006-09-24,NFL,WAS,@,HOU,W 31-15,3,3,Sun,0,1,0,0,0,WashMa99
Dewayne White,DE,26.340,2006-09-24,NFL,TAM,,CAR,L 24-26,3,3,Sun,0,1,2,0,0,WhitDe20
LeVar Woods,LB,28.193,2006-09-24,NFL,DET,,GNB,L 24-31,3,3,Sun,,1,0,,,WoodLe21
Scott Fujita,SLB,27.150,2006-09-25,NFL,NOR,,ATL,W 23-3,3,3,Mon,0,1,0,0,0,FujiSc20
Roman Harper,SS,23.288,2006-09-25,NFL,NOR,,ATL,W 23-3,3,3,Mon,,1,0,,,HarpRo21
Justin Bannan,DT,27.166,2006-10-01,NFL,BAL,,SDG,W 16-13,4,4,Sun,,1,0,,,BannJu20
Michael Boley,BLB,24.038,2006-10-01,NFL,ATL,,ARI,W 32-10,4,4,Sun,0,1,0,0,0,BoleMi20
Tyler Brayton,DE,26.315,2006-10-01,NFL,OAK,,CLE,L 21-24,3,4,Sun,,1,0,,,BrayTy20
Khary Campbell,LB,27.180,2006-10-01,NFL,WAS,,JAX,W 36-30,4,4,Sun,,1,1,,,CampKh20
Nate Clements,RCB,26.293,2006-10-01,NFL,BUF,,MIN,W 17-12,4,4,Sun,,1,0,,,ClemNa99
Stephen Cooper,LB,27.104,2006-10-01,NFL,SDG,@,BAL,L 13-16,3,4,Sun,,1,0,,,CoopSt20
Greg Ellis,SLB,31.048,2006-10-01,NFL,DAL,@,TEN,W 45-14,3,4,Sun,,1,0,,,ElliGr20
Rod Gardner,WR,28.340,2006-10-01,NFL,KAN,,SFO,W 41-0,3,4,Sun,0,1,0,0,0,GardRo00
Jarvis Green,RDE,27.262,2006-10-01,NFL,NWE,@,CIN,W 38-13,4,4,Sun,0,1,1,0,0,GreeJa21
Tamba Hali,LDE,22.332,2006-10-01,NFL,KAN,,SFO,W 41-0,3,4,Sun,0,1,0,0,0,HaliTa20
Sam Hurd,WR,21.160,2006-10-01,NFL,DAL,@,TEN,W 45-14,3,4,Sun,0,1,0,0,0,HurdSa00
Grady Jackson,NT,33.253,2006-10-01,NFL,ATL,,ARI,W 32-10,4,4,Sun,,1,0,,,JackGr20
Bradie James,MLB,25.257,2006-10-01,NFL,DAL,@,TEN,W 45-14,3,4,Sun,0,1,0,0,0,JameBr20
Derrick Johnson,LOLB,23.313,2006-10-01,NFL,KAN,,SFO,W 41-0,3,4,Sun,0,1,0,0,0,JohnDe25
Patrick Kerney,RDE,29.275,2006-10-01,NFL,ATL,,ARI,W 32-10,4,4,Sun,0,1,0,0,0,KernPa99
Damione Lewis,DT,28.214,2006-10-01,NFL,CAR,,NOR,W 21-18,4,4,Sun,,1,0,,,LewiDa20
Robert Mathis,LDE,25.217,2006-10-01,NFL,IND,@,NYJ,W 31-28,4,4,Sun,0,1,0,0,0,MathRo20
Julius Peppers,LDE,26.256,2006-10-01,NFL,CAR,,NOR,W 21-18,4,4,Sun,0,1,0,0,0,PeppJu99
Shaun Phillips,OLB,25.141,2006-10-01,NFL,SDG,@,BAL,L 13-16,3,4,Sun,0,1,1,0,0,PhilSh20
Alshermond Singleton,LB,31.055,2006-10-01,NFL,DAL,@,TEN,W 45-14,3,4,Sun,,1,0,,,SingAl20
Donnie Spragan,LB,30.081,2006-10-01,NFL,MIA,@,HOU,L 15-17,4,4,Sun,0,1,0,0,0,SpraDo20
Jason Taylor*,OE,32.030,2006-10-01,NFL,MIA,@,HOU,L 15-17,4,4,Sun,0,1,1,0,0,TaylJa03
Keith Traylor,NT,37.028,2006-10-01,NFL,MIA,@,HOU,L 15-17,4,4,Sun,,1,0,,,TrayKe20
Ty Warren,LDE,25.237,2006-10-01,NFL,NWE,@,CIN,W 38-13,4,4,Sun,0,1,1,0,0,WarrTy20
Brian Williams,RCB,27.091,2006-10-01,NFL,JAX,@,WAS,L 30-36,4,4,Sun,,1,0,,,WillBr22
Brian Dawkins*,FS,32.354,2006-10-02,NFL,PHI,,GNB,W 31-9,4,4,Mon,,1,0,,,DawkBr00
Charles Woodson,LCB,29.360,2006-10-02,NFL,GNB,@,PHI,L 9-31,4,4,Mon,0,1,0,0,0,WoodCh00
Mark Anderson,DE,23.135,2006-10-08,NFL,CHI,,BUF,W 40-7,5,5,Sun,0,1,0,0,0,AndeMa21
Yeremiah Bell,S,28.219,2006-10-08,NFL,MIA,@,NWE,L 10-20,5,5,Sun,,1,0,,,BellYe20
Dre' Bly,RCB,29.139,2006-10-08,NFL,DET,@,MIN,L 17-26,5,5,Sun,,1,0,,,BlyxDr00
Gary Brackett,MLB,26.138,2006-10-08,NFL,IND,,TEN,W 14-13,5,5,Sun,,1,0,,,BracGa20
Brandon Chillar,SLB,23.352,2006-10-08,NFL,STL,@,GNB,W 23-20,5,5,Sun,,1,0,,,ChilBr20
Karlos Dansby,OLB,24.339,2006-10-08,NFL,ARI,,KAN,L 20-23,5,5,Sun,0,1,0,0,0,DansKa20
Greg Ellis,SLB,31.055,2006-10-08,NFL,DAL,@,PHI,L 24-38,4,5,Sun,0,1,0,0,0,ElliGr20
Charles Grant,LDE,28.035,2006-10-08,NFL,NOR,,TAM,W 24-21,5,5,Sun,0,1,0,0,0,GranCh21
Eric Green,RCB,24.206,2006-10-08,NFL,ARI,,KAN,L 20-23,5,5,Sun,,1,1,,,GreeEr20
Rodney Harrison,SS,33.297,2006-10-08,NFL,NWE,,MIA,W 20-10,5,5,Sun,,1,0,,,HarrRo01
Darren Howard,LDE,29.323,2006-10-08,NFL,PHI,,DAL,W 38-24,5,5,Sun,0,1,0,0,0,HowaDa21
Leonard Little,LDE,31.354,2006-10-08,NFL,STL,@,GNB,W 23-20,5,5,Sun,0,1,0,0,0,LittLe00
Julius Peppers,LDE,26.263,2006-10-08,NFL,CAR,,CLE,W 20-12,5,5,Sun,0,1,1,0,0,PeppJu99
Adrian Peterson,RB,27.099,2006-10-08,NFL,CHI,,BUF,W 40-7,5,5,Sun,0,1,0,0,0,PeteAd00
Ernie Sims,WLB,21.289,2006-10-08,NFL,DET,@,MIN,L 17-26,5,5,Sun,,1,0,,,SimsEr20
Montavious Stanley,DT,24.363,2006-10-08,NFL,JAX,,NYJ,W 41-0,5,5,Sun,0,1,0,0,0,StanMo20
Patrick Surtain,RCB,30.111,2006-10-08,NFL,KAN,@,ARI,W 23-20,4,5,Sun,,1,0,,,SurtPa00
Jason Taylor*,OE,32.037,2006-10-08,NFL,MIA,@,NWE,L 10-20,5,5,Sun,0,1,0,0,0,TaylJa03
Sean Taylor,FS,23.190,2006-10-08,NFL,WAS,@,NYG,L 3-19,5,5,Sun,,1,0,,,TaylSe20
David Thornton,LLB,27.341,2006-10-08,NFL,TEN,@,IND,L 13-14,5,5,Sun,,1,0,,,ThorDa20
Darwin Walker,RDT,29.115,2006-10-08,NFL,PHI,,DAL,W 38-24,5,5,Sun,0,1,0,0,0,WalkDa21
Pat Watkins,FS,23.294,2006-10-08,NFL,DAL,@,PHI,L 24-38,4,5,Sun,,1,0,,,WatkPa20
Pat Williams,NT,33.349,2006-10-08,NFL,MIN,,DET,W 26-17,5,5,Sun,0,1,0,0,0,WillPa20
Michael Myers,LDT,30.262,2006-10-09,NFL,DEN,,BAL,W 13-3,4,5,Mon,0,1,0,0,0,MyerMi20
Ed Reed*,FS,28.028,2006-10-09,NFL,BAL,@,DEN,L 3-13,5,5,Mon,,1,0,,,ReedEd00
Terrell Suggs,RDE,23.363,2006-10-09,NFL,BAL,@,DEN,L 3-13,5,5,Mon,,1,0,,,SuggTe99
John Abraham,RDE,28.162,2006-10-15,NFL,ATL,,NYG,L 14-27,5,6,Sun,0,1,0,0,0,AbraJo00
Keith Adams,LB,26.327,2006-10-15,NFL,MIA,@,NYJ,L 17-20,6,6,Sun,,1,0,,,AdamKe20
Ethan Albright,LS,35.167,2006-10-15,NFL,WAS,,TEN,L 22-25,6,6,Sun,,1,0,,,AlbrEt20
Shawn Barber,LB,31.274,2006-10-15,NFL,PHI,@,NOR,L 24-27,6,6,Sun,,1,0,,,BarbSh20
Kevin Burnett,LB,23.295,2006-10-15,NFL,DAL,,HOU,W 34-6,5,6,Sun,,1,0,,,BurnKe20
Chris Carr,CB,23.168,2006-10-15,NFL,OAK,@,DEN,L 3-13,5,6,Sun,0,1,0,0,0,CarrCh22
Phillip Daniels,LDE,33.225,2006-10-15,NFL,WAS,,TEN,L 22-25,6,6,Sun,0,1,0,0,0,DaniPh20
Andre' Davis,WR,27.125,2006-10-15,NFL,BUF,@,DET,L 17-20,6,6,Sun,0,1,0,0,0,DaviAn01
Ian Gold,WLB,28.053,2006-10-15,NFL,DEN,,OAK,W 13-3,5,6,Sun,,1,0,,,GoldIa00
Kelly Gregg,NT,29.348,2006-10-15,NFL,BAL,,CAR,L 21-23,6,6,Sun,,1,0,,,GregKe20
Tamba Hali,LDE,22.346,2006-10-15,NFL,KAN,@,PIT,L 7-45,5,6,Sun,,2,0,,,HaliTa20
James Hall,RDE,29.253,2006-10-15,NFL,DET,,BUF,W 20-17,6,6,Sun,0,1,0,0,0,HallJa21
Adam Jones,RCB,23.015,2006-10-15,NFL,TEN,@,WAS,W 25-22,6,6,Sun,0,1,0,0,0,JonePa20
Jamal Jones,WR,21.155,2006-10-15,NFL,NOR,,PHI,W 27-24,6,6,Sun,0,1,0,0,0,JoneJa02
Terrence Kiel,SS,25.325,2006-10-15,NFL,SDG,@,SFO,W 48-19,5,6,Sun,,1,1,,,KielTe20
D.D. Lewis,LB,27.280,2006-10-15,NFL,SEA,@,STL,W 30-28,5,6,Sun,,1,0,,,LewiD.21
Leonard Little,LDE,31.361,2006-10-15,NFL,STL,,SEA,L 28-30,6,6,Sun,,1,0,,,LittLe00
Rashad Moore,DL,27.213,2006-10-15,NFL,NYJ,,MIA,W 20-17,6,6,Sun,,1,0,,,MoorRa21
Julius Peppers,LDE,26.270,2006-10-15,NFL,CAR,@,BAL,W 23-21,6,6,Sun,0,1,0,0,0,PeppJu99
Shaun Phillips,OLB,25.155,2006-10-15,NFL,SDG,@,SFO,W 48-19,5,6,Sun,0,1,0,0,0,PhilSh20
Bernard Pollard,S,21.296,2006-10-15,NFL,KAN,@,PIT,L 7-45,5,6,Sun,,1,0,,,PollBe20
Shelton Quarles,MLB,35.034,2006-10-15,NFL,TAM,,CIN,W 14-13,5,6,Sun,,1,0,,,QuarSh20
Brandon Short,WLB,29.096,2006-10-15,NFL,NYG,@,ATL,W 27-14,5,6,Sun,0,1,0,0,0,ShorBr20
Isaac Sopoaga,DT,25.041,2006-10-15,NFL,SFO,,SDG,L 19-48,6,6,Sun,,1,0,,,SopoIs20
Osi Umenyiora,RDE,24.333,2006-10-15,NFL,NYG,@,ATL,W 27-14,5,6,Sun,0,1,0,0,0,UmenOs99
Corey Webster,LCB,24.227,2006-10-15,NFL,NYG,@,ATL,W 27-14,5,6,Sun,0,1,0,0,0,WebsCo20
Dan Wilkinson,DT,33.216,2006-10-15,NFL,MIA,@,NYJ,L 17-20,6,6,Sun,,1,0,,,WilkDa22
Mark Anderson,LDE,23.143,2006-10-16,NFL,CHI,@,ARI,W 24-23,6,6,Mon,0,1,0,0,0,AndeMa21
Bertrand Berry,RDE,31.062,2006-10-16,NFL,ARI,,CHI,L 23-24,6,6,Mon,0,1,1,0,0,BerrBe99
Brian Urlacher*,MLB,28.144,2006-10-16,NFL,CHI,@,ARI,W 24-23,6,6,Mon,,1,0,,,UrlaBr00
Adrian Wilson,SS,27.004,2006-10-16,NFL,ARI,,CHI,L 23-24,6,6,Mon,0,1,0,0,0,WilsAd99
Jonathan Babineaux,DT,25.010,2006-10-22,NFL,ATL,,PIT,W 41-38,6,7,Sun,0,1,1,0,0,BabiJo20
Ronde Barber,RCB,31.198,2006-10-22,NFL,TAM,,PHI,W 23-21,6,7,Sun,0,1,0,0,0,BarbRo00
Rocky Bernard,RDT,27.186,2006-10-22,NFL,SEA,,MIN,L 13-31,6,7,Sun,0,1,0,0,0,BernRo20
Bertrand Berry,RDE,31.068,2006-10-22,NFL,ARI,@,OAK,L 9-22,7,7,Sun,0,2,0,0,0,BerrBe99
Kalimba Edwards,LDE,26.300,2006-10-22,NFL,DET,@,NYJ,L 24-31,7,7,Sun,0,1,0,0,0,EdwaKa20
Demarcus Faggins,CB,27.131,2006-10-22,NFL,HOU,,JAX,W 27-7,6,7,Sun,,1,0,,,FaggDe20
Marques Harris,LB,25.032,2006-10-22,NFL,SDG,@,KAN,L 27-30,6,7,Sun,0,1,0,0,0,HarrMa20
LeRoy Hill,OLB,24.038,2006-10-22,NFL,SEA,,MIN,L 13-31,6,7,Sun,0,1,0,0,0,HillLe20
Derrick Johnson,LOLB,23.334,2006-10-22,NFL,KAN,,SDG,W 30-27,6,7,Sun,0,1,0,0,0,JohnDe25
Aaron Kampman,LDE,26.326,2006-10-22,NFL,GNB,@,MIA,W 34-24,6,7,Sun,0,1,0,0,0,KampAa99
Ben Leber,SLB,27.319,2006-10-22,NFL,MIN,@,SEA,W 31-13,6,7,Sun,0,1,0,0,0,LebeBe20
Omare Lowe,S,28.185,2006-10-22,NFL,ATL,,PIT,W 41-38,6,7,Sun,,1,0,,,LoweOm20
Calvin Pace,OLB,25.359,2006-10-22,NFL,ARI,@,OAK,L 9-22,7,7,Sun,,1,0,,,PaceCa20
Antwan Peek,DE,26.358,2006-10-22,NFL,HOU,,JAX,W 27-7,6,7,Sun,,1,0,,,PeekAn20
Dewayne Robertson,DT,25.006,2006-10-22,NFL,NYJ,,DET,W 31-24,7,7,Sun,0,1,0,0,0,RobeDe20
Aaron Schobel,RDE,29.051,2006-10-22,NFL,BUF,,NWE,L 6-28,7,7,Sun,0,1,0,0,0,SchoAa99
Patrick Surtain,RCB,30.125,2006-10-22,NFL,KAN,,SDG,W 30-27,6,7,Sun,,1,0,,,SurtPa00
Jason Taylor*,OE,32.051,2006-10-22,NFL,MIA,,GNB,L 24-34,7,7,Sun,0,2,0,0,0,TaylJa03
Sean Taylor,FS,23.204,2006-10-22,NFL,WAS,@,IND,L 22-36,7,7,Sun,,1,0,,,TaylSe20
Mike Vrabel,OLB,31.069,2006-10-22,NFL,NWE,@,BUF,W 28-6,6,7,Sun,0,1,0,0,0,VrabMi20
Jason Webster,RCB,29.044,2006-10-22,NFL,ATL,,PIT,W 41-38,6,7,Sun,,1,0,,,WebsJa20
Al Wilson,MLB,29.123,2006-10-22,NFL,DEN,@,CLE,W 17-7,6,7,Sun,,1,0,,,WilsAl00
Charles Woodson,LCB,30.015,2006-10-22,NFL,GNB,@,MIA,W 34-24,6,7,Sun,0,1,0,0,0,WoodCh00
Mike Wright,DL,24.235,2006-10-22,NFL,NWE,@,BUF,W 28-6,6,7,Sun,,1,0,,,WrigMi20
DeMarcus Ware,WLB,24.084,2006-10-23,NFL,DAL,,NYG,L 22-36,6,7,Mon,0,1,0,0,0,WareDe99
Mark Anderson,DE,23.156,2006-10-29,NFL,CHI,,SFO,W 41-10,7,8,Sun,0,1,0,0,0,AndeMa21
Brendon Ayanbadejo,LB,30.053,2006-10-29,NFL,CHI,,SFO,W 41-10,7,8,Sun,,1,0,,,AyanBr99
Lance Briggs,WLB,25.351,2006-10-29,NFL,CHI,,SFO,W 41-10,7,8,Sun,,1,0,,,BrigLa99
Jacques Cesaire,RDE,26.060,2006-10-29,NFL,SDG,,STL,W 38-24,7,8,Sun,,1,0,,,CesaJa20
Nick Eason,DL,26.153,2006-10-29,NFL,CLE,,NYJ,W 20-13,7,8,Sun,,1,0,,,EasoNi20
Donnie Edwards,RILB,33.206,2006-10-29,NFL,SDG,,STL,W 38-24,7,8,Sun,,1,0,,,EdwaDo20
Greg Ellis,SLB,31.076,2006-10-29,NFL,DAL,@,CAR,W 35-14,7,8,Sun,0,1,0,0,0,ElliGr20
Walt Harris,RCB,32.080,2006-10-29,NFL,SFO,@,CHI,L 10-41,7,8,Sun,,1,0,,,HarrWa21
Oliver Hoyte,FB,22.024,2006-10-29,NFL,DAL,@,CAR,W 35-14,7,8,Sun,,1,0,,,HoytOl20
Sam Hurd,WR,21.188,2006-10-29,NFL,DAL,@,CAR,W 35-14,7,8,Sun,0,1,1,0,0,HurdSa00
Todd Johnson,SS,27.315,2006-10-29,NFL,CHI,,SFO,W 41-10,7,8,Sun,,1,0,,,JohnTo20
Herana-Daze Jones,S,24.197,2006-10-29,NFL,CIN,,ATL,L 27-29,7,8,Sun,,1,0,,,JoneHe21
Cato June,WLB,26.345,2006-10-29,NFL,IND,@,DEN,W 34-31,7,8,Sun,0,1,0,0,0,JuneCa99
Patrick Kerney,RDE,29.303,2006-10-29,NFL,ATL,@,CIN,W 29-27,7,8,Sun,0,1,0,0,0,KernPa99
