Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Nick Collins,FS,28.023,2011-09-08,NFL,GNB,,NOR,W 42-34,1,1,Thu,0,1,0,0,0,CollNi20
Sam Shields,CB,23.274,2011-09-08,NFL,GNB,,NOR,W 42-34,1,1,Thu,0,1,0,0,0,ShieSa00
Quincy Black,SLB,27.195,2011-09-11,NFL,TAM,,DET,L 20-27,1,1,Sun,0,1,0,0,0,BlacQu99
Sheldon Brown,RCB,32.176,2011-09-11,NFL,CLE,,CIN,L 17-27,1,1,Sun,0,1,0,0,0,BrowSh20
Drew Coleman,CB,28.142,2011-09-11,NFL,JAX,,TEN,W 16-14,1,1,Sun,0,1,0,0,0,ColeDr20
Chris Crocker,SS,31.186,2011-09-11,NFL,CIN,@,CLE,W 27-17,1,1,Sun,0,1,0,0,0,CrocCh20
Mike DeVito,T,27.093,2011-09-11,NFL,NYJ,,DAL,W 27-24,1,1,Sun,0,1,0,0,0,DeViMi99
London Fletcher,MLB,36.115,2011-09-11,NFL,WAS,,NYG,W 28-14,1,1,Sun,0,1,0,0,0,FletLo20
Andre Fluellen,DT,26.188,2011-09-11,NFL,DET,@,TAM,W 27-20,1,1,Sun,0,1,0,0,0,FlueAn99
Parys Haralson,OLB,27.230,2011-09-11,NFL,SFO,,SEA,W 33-17,1,1,Sun,0,2,0,0,0,HaraPa20
Greg Hardy,LDE,23.045,2011-09-11,NFL,CAR,@,ARI,L 21-28,1,1,Sun,0,1,0,0,0,HardGr99
D'Qwell Jackson,MLB,27.350,2011-09-11,NFL,CLE,,CIN,L 17-27,1,1,Sun,0,1,0,0,0,JackDQ20
Sean Jones,SS,29.193,2011-09-11,NFL,TAM,,DET,L 20-27,1,1,Sun,0,1,0,0,0,JoneSe20
Jacob Lacey,LCB,24.106,2011-09-11,NFL,IND,@,HOU,L 7-34,1,1,Sun,0,1,0,0,0,LaceJa99
