Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Sean Lee,WLB,26.045,2012-09-05,NFL,DAL,@,NYG,W 24-17,1,1,Wed,0,1,0,0,0,LeexSe99
John Abraham,RDE,34.126,2012-09-09,NFL,ATL,@,KAN,W 40-24,1,1,Sun,0,1,0,0,0,AbraJo00
Jason Babin,LDE,32.108,2012-09-09,NFL,PHI,@,CLE,W 17-16,1,1,Sun,0,1,0,0,0,BabiJa20
Michael Bennett,LDE,26.301,2012-09-09,NFL,TAM,,CAR,W 16-10,1,1,Sun,0,1,0,0,0,BennMi99
Chris Clemons,RDE,30.314,2012-09-09,NFL,SEA,@,ARI,L 16-20,1,1,Sun,0,1,0,0,0,ClemCh23
Brian Cushing,ILB,25.229,2012-09-09,NFL,HOU,,MIA,W 30-10,1,1,Sun,0,1,0,0,0,CushBr99
Larry Foote,LILB,32.089,2012-09-09,NFL,PIT,@,DEN,L 19-31,1,1,Sun,0,1,0,0,0,FootLa20
William Gay,RCB,27.252,2012-09-09,NFL,ARI,,SEA,W 20-16,1,1,Sun,0,1,0,0,0,GayxWi99
Stephon Gilmore,RCB,21.356,2012-09-09,NFL,BUF,@,NYJ,L 28-48,1,1,Sun,0,1,0,0,0,GilmSt00
Everson Griffen,LB,24.262,2012-09-09,NFL,MIN,,JAX,W 26-23,1,1,Sun,,1,0,,,GrifEv99
Cedric Griffin,CB,29.303,2012-09-09,NFL,WAS,@,NOR,W 40-32,1,1,Sun,0,1,0,0,0,GrifCe20
Will Herring,LB,29.012,2012-09-09,NFL,NOR,,WAS,L 32-40,1,1,Sun,0,1,0,0,0,HerrWi99
Chandler Jones,RDE,22.195,2012-09-09,NFL,NWE,@,TEN,W 34-13,1,1,Sun,0,1,0,0,0,JoneCh03
Terrance Knighton,DT,26.067,2012-09-09,NFL,JAX,@,MIN,L 23-26,1,1,Sun,0,1,0,0,0,KnigTe99
LaRon Landry,S,27.331,2012-09-09,NFL,NYJ,,BUF,W 48-28,1,1,Sun,0,1,0,9,0,LandLa99
Glover Quin,FS,26.238,2012-09-09,NFL,HOU,,MIA,W 30-10,1,1,Sun,0,1,0,0,0,QuinGl99
Stanford Routt,RCB,29.048,2012-09-09,NFL,KAN,,ATL,L 24-40,1,1,Sun,0,1,0,0,0,RoutSt20
Ahtyba Rubin,DT,26.046,2012-09-09,NFL,CLE,,PHI,L 16-17,1,1,Sun,0,1,0,0,0,RubiAh99
Bryan Scott,OLB,31.149,2012-09-09,NFL,BUF,@,NYJ,L 28-48,1,1,Sun,0,1,0,0,0,ScotBr20
J.T. Thomas,LB,24.025,2012-09-09,NFL,CHI,,IND,W 41-21,1,1,Sun,0,1,0,0,0,ThomJ.02
T.J. Ward,SS,25.272,2012-09-09,NFL,CLE,,PHI,L 16-17,1,1,Sun,0,1,0,0,0,WardT.99
Corey Williams,DT,32.023,2012-09-09,NFL,DET,,STL,W 27-23,1,1,Sun,0,1,0,0,0,WillCo21
Charles Woodson,SS,35.338,2012-09-09,NFL,GNB,,SFO,L 22-30,1,1,Sun,0,1,0,0,0,WoodCh00
Corey Wootton,DE,25.079,2012-09-09,NFL,CHI,,IND,W 41-21,1,1,Sun,0,1,0,0,0,WootCo99
K.J. Wright,OLB,23.048,2012-09-09,NFL,SEA,@,ARI,L 16-20,1,1,Sun,0,1,0,0,0,WrigK.00
Melvin Ingram,OLB,23.137,2012-09-10,NFL,SDG,@,OAK,W 22-14,1,1,Mon,0,1,0,0,0,IngrMe00
Ray Lewis*,MIKE,37.118,2012-09-10,NFL,BAL,,CIN,W 44-13,1,1,Mon,0,1,0,0,0,LewiRa00
Charles Tillman,RCB,31.203,2012-09-13,NFL,CHI,@,GNB,L 10-23,2,2,Thu,0,1,1,1,0,TillCh20
Nick Barnett,WLB,31.112,2012-09-16,NFL,BUF,,KAN,W 35-17,2,2,Sun,0,1,0,0,0,BarnNi20
Zach Brown,WLB,22.329,2012-09-16,NFL,TEN,@,SDG,L 10-38,2,2,Sun,0,1,0,0,0,BrowZa00
Brandon Browner,RCB,28.045,2012-09-16,NFL,SEA,,DAL,W 27-7,2,2,Sun,0,1,0,0,0,BrowBr00
Alex Carrington,DT,25.089,2012-09-16,NFL,BUF,,KAN,W 35-17,2,2,Sun,0,1,0,0,0,CarrAl99
Trent Cole,RDE,29.347,2012-09-16,NFL,PHI,,BAL,W 24-23,2,2,Sun,0,1,0,0,0,ColeTr20
London Fletcher,MLB,37.120,2012-09-16,NFL,WAS,@,STL,L 28-31,2,2,Sun,0,1,0,0,0,FletLo20
Jerrell Freeman,WILL,26.138,2012-09-16,NFL,IND,,MIN,W 23-20,2,2,Sun,0,1,0,0,0,FreeJe00
Michael Griffin,SS,27.256,2012-09-16,NFL,TEN,@,SDG,L 10-38,2,2,Sun,0,1,0,0,0,GrifMi99
Charles Johnson,RDE,26.068,2012-09-16,NFL,CAR,,NOR,W 35-27,2,2,Sun,0,1,0,0,0,JohnCh98
Chandler Jones,RDE,22.202,2012-09-16,NFL,NWE,,ARI,L 18-20,2,2,Sun,0,1,0,0,0,JoneCh03
Terence Newman,DB,34.012,2012-09-16,NFL,CIN,,CLE,W 34-27,2,2,Sun,0,1,0,0,0,NewmTe20
Brian Orakpo,ROLB,26.047,2012-09-16,NFL,WAS,@,STL,L 28-31,2,2,Sun,0,1,0,0,0,OrakBr99
Perry Riley,JLB,24.136,2012-09-16,NFL,WAS,@,STL,L 28-31,2,2,Sun,0,1,0,0,0,RilePe00
Michael Robinson,FB,29.223,2012-09-16,NFL,SEA,,DAL,W 27-7,2,2,Sun,0,1,0,0,0,RobiMi00
Brandon Spikes,LB,25.013,2012-09-16,NFL,NWE,,ARI,L 18-20,2,2,Sun,0,1,0,0,0,SpikBr99
Adrian Tracy,DE,25.163,2012-09-16,NFL,NYG,,TAM,W 41-34,2,2,Sun,0,1,0,0,0,TracAd99
Lardarius Webb,LCB,26.340,2012-09-16,NFL,BAL,@,PHI,L 23-24,2,2,Sun,0,1,0,0,0,WebbLa99
Tahir Whitehead,LB,22.167,2012-09-16,NFL,DET,@,SFO,L 19-27,2,2,Sun,0,1,0,0,0,WhitTa00
Will Witherspoon,MLB,32.028,2012-09-16,NFL,TEN,@,SDG,L 10-38,2,2,Sun,0,1,0,0,0,WithWi20
Keith Brooking,LB,36.323,2012-09-17,NFL,DEN,@,ATL,L 21-27,2,2,Mon,0,1,0,0,0,BrooKe00
Stephen Nicholas,OLB,29.139,2012-09-17,NFL,ATL,,DEN,W 27-21,2,2,Mon,0,1,0,0,0,NichSt99
Dwan Edwards,DT,31.127,2012-09-20,NFL,CAR,,NYG,L 7-36,3,3,Thu,0,1,0,0,0,EdwaDw20
Spencer Paysinger,LB,24.084,2012-09-20,NFL,NYG,@,CAR,W 36-7,3,3,Thu,0,1,1,0,0,PaysSp00
Sam Acho,ROLB,24.017,2012-09-23,NFL,ARI,,PHI,W 27-6,3,3,Sun,0,1,0,0,0,AchoSa00
Jared Allen,RDE,30.173,2012-09-23,NFL,MIN,,SFO,W 24-13,3,3,Sun,0,1,0,0,0,AlleJa22
Michael Bennett,LDE,26.315,2012-09-23,NFL,TAM,@,DAL,L 10-16,3,3,Sun,0,1,0,0,0,BennMi99
Ahmad Brooks,OLB,28.193,2012-09-23,NFL,SFO,@,MIN,L 13-24,3,3,Sun,0,1,0,0,0,BrooAh21
Desmond Bryant,DT,26.283,2012-09-23,NFL,OAK,,PIT,W 34-31,3,3,Sun,0,1,0,0,0,BryaDe00
Carlos Dunlap,DE,23.208,2012-09-23,NFL,CIN,@,WAS,W 38-31,3,3,Sun,0,1,1,0,0,DunlCa99
Kenrick Ellis,DT,24.288,2012-09-23,NFL,NYJ,@,MIA,W 23-20,3,3,Sun,0,1,0,0,0,ElliKe01
Junior Galette,DE,24.180,2012-09-23,NFL,NOR,,KAN,L 24-27,3,3,Sun,0,1,0,0,0,GaleJu00
Chris Houston,LCB,27.341,2012-09-23,NFL,DET,@,TEN,L 41-44,3,3,Sun,0,1,0,0,0,HousCh99
Pat Lee,RCB,28.216,2012-09-23,NFL,OAK,,PIT,W 34-31,3,3,Sun,0,1,0,0,0,LeexPa99
Robert Mathis,SLB,31.210,2012-09-23,NFL,IND,,JAX,L 17-22,3,3,Sun,0,1,0,0,0,MathRo20
Gerald McCoy,DT,24.211,2012-09-23,NFL,TAM,@,DAL,L 10-16,3,3,Sun,0,1,0,0,0,McCoGe99
William Moore,S,27.128,2012-09-23,NFL,ATL,@,SDG,W 27-3,3,3,Sun,0,1,1,0,0,MoorWi99
Darrelle Revis,CB,27.071,2012-09-23,NFL,NYJ,@,MIA,W 23-20,3,3,Sun,0,1,1,0,0,ReviDa99
Kerry Rhodes,FS,30.052,2012-09-23,NFL,ARI,,PHI,W 27-6,3,3,Sun,0,1,0,0,0,RhodKe20
Jamarca Sanford,S,27.027,2012-09-23,NFL,MIN,,SFO,W 24-13,3,3,Sun,0,1,0,0,0,SanfJa99
Bryan Scott,LB,31.163,2012-09-23,NFL,BUF,@,CLE,W 24-14,3,3,Sun,0,1,0,0,0,ScotBr20
Anthony Sherman,FB,23.287,2012-09-23,NFL,ARI,,PHI,W 27-6,3,3,Sun,0,1,0,0,0,SherAn00
Alterraun Verner,CB,23.285,2012-09-23,NFL,TEN,,DET,W 44-41,3,3,Sun,0,1,1,72,1,VernAl99
Kevin Vickerson,DT,29.259,2012-09-23,NFL,DEN,,HOU,L 25-31,3,3,Sun,0,1,0,0,0,VickKe99
DeMarcus Ware,JLB,30.054,2012-09-23,NFL,DAL,,TAM,W 16-10,3,3,Sun,0,2,0,0,0,WareDe99
Sean Weatherspoon,OLB,24.269,2012-09-23,NFL,ATL,@,SDG,W 27-3,3,3,Sun,0,1,0,0,0,WeatSe99
Philip Wheeler,SLB,27.286,2012-09-23,NFL,OAK,,PIT,W 34-31,3,3,Sun,0,2,1,0,0,WheePh99
Donte Whitner,SS,27.061,2012-09-23,NFL,SFO,@,MIN,L 13-24,3,3,Sun,0,1,0,0,0,WhitDo20
Josh Wilson,RCB,27.196,2012-09-23,NFL,WAS,,CIN,L 31-38,3,3,Sun,0,1,1,0,0,WilsJo99
Earl Thomas,FS,23.140,2012-09-24,NFL,SEA,,GNB,W 14-12,3,3,Mon,0,1,0,0,0,ThomEa99
Dannell Ellerbe,LB,26.303,2012-09-27,NFL,BAL,,CLE,W 23-16,4,4,Thu,0,1,0,0,0,ElleDa99
John Abraham,RDE,34.147,2012-09-30,NFL,ATL,,CAR,W 30-28,4,4,Sun,0,1,0,0,0,AbraJo00
Alan Ball,CB,27.185,2012-09-30,NFL,HOU,,TEN,W 38-14,4,4,Sun,0,1,0,0,0,BallAl99
Mark Barron,SS,22.339,2012-09-30,NFL,TAM,,WAS,L 22-24,4,4,Sun,0,1,0,0,0,BarrMa00
Jairus Byrd,FS,25.359,2012-09-30,NFL,BUF,,NWE,L 28-52,4,4,Sun,0,2,1,0,0,ByrdJa99
Elvis Dumervil,RDE,28.255,2012-09-30,NFL,DEN,,OAK,W 37-6,4,4,Sun,0,1,0,0,0,DumeEl20
Dashon Goldson,FS,28.012,2012-09-30,NFL,SFO,@,NYJ,W 34-0,4,4,Sun,0,1,0,0,0,GoldDa99
Quentin Jammer,LCB,33.103,2012-09-30,NFL,SDG,@,KAN,W 37-20,4,4,Sun,0,1,0,0,0,JammQu20
Corey Liuget,RDE,22.196,2012-09-30,NFL,SDG,@,KAN,W 37-20,4,4,Sun,0,1,1,0,0,LiugCo00
Vaughn Martin,LDE,26.165,2012-09-30,NFL,SDG,@,KAN,W 37-20,4,4,Sun,0,1,0,0,0,MartVa99
Jeremy Mincey,LDE,28.291,2012-09-30,NFL,JAX,,CIN,L 10-27,4,4,Sun,0,2,0,0,0,MincJe99
Koa Misi,LB,25.257,2012-09-30,NFL,MIA,@,ARI,L 21-24,4,4,Sun,0,1,0,0,0,MisiKo99
Rob Ninkovich,LDE,28.242,2012-09-30,NFL,NWE,@,BUF,W 52-28,4,4,Sun,0,1,0,0,0,NinkRo20
Shaun Phillips,OLB,31.140,2012-09-30,NFL,SDG,@,KAN,W 37-20,4,4,Sun,0,1,1,0,0,PhilSh20
Dunta Robinson,CB,30.172,2012-09-30,NFL,ATL,,CAR,W 30-28,4,4,Sun,0,1,0,0,0,RobiDu20
Jamarca Sanford,SS,27.034,2012-09-30,NFL,MIN,@,DET,W 20-13,4,4,Sun,0,1,1,0,0,SanfJa99
Da'Norris Searcy,S,23.319,2012-09-30,NFL,BUF,,NWE,L 28-52,4,4,Sun,0,1,0,0,0,SearDa00
Aldon Smith,OLB,23.005,2012-09-30,NFL,SFO,@,NYJ,W 34-0,4,4,Sun,0,1,0,0,0,SmitAl04
Antonio Smith,DE,30.345,2012-09-30,NFL,HOU,,TEN,W 38-14,4,4,Sun,0,1,0,0,0,SmitAn22
