Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Brandon Carr,LCB,31.114,2017-09-10,NFL,BAL,@,CIN,W 20-0,1,1,Sun,1,20,0,2,CarrBr99
T.J. Carrie,CB,27.044,2017-09-10,NFL,OAK,@,TEN,W 26-16,1,1,Sun,0,0,0,1,CarrTr00
Kenny Clark,NT,21.341,2017-09-10,NFL,GNB,,SEA,W 17-9,1,1,Sun,0,0,0,1,ClarKe01
Ha Ha Clinton-Dix,FS,24.263,2017-09-10,NFL,GNB,,SEA,W 17-9,1,1,Sun,0,0,0,1,ClinHa00
Justin Coleman,CB,24.167,2017-09-10,NFL,SEA,@,GNB,L 9-17,1,1,Sun,0,0,0,1,ColeJu01
Landon Collins,SS,23.243,2017-09-10,NFL,NYG,@,DAL,L 3-19,1,1,Sun,0,0,0,1,CollLa00
Marcus Cooper,CB,27.221,2017-09-10,NFL,CHI,,ATL,L 17-23,1,1,Sun,0,0,0,1,CoopMa00
Zach Cunningham,LB,22.272,2017-09-10,NFL,HOU,,JAX,L 7-29,1,1,Sun,0,0,0,1,CunnZa00
Darqueze Dennard,RCB,25.335,2017-09-10,NFL,CIN,,BAL,L 0-20,1,1,Sun,0,0,0,1,DennDa00
Quandre Diggs,CB,24.231,2017-09-10,NFL,DET,,ARI,W 35-23,1,1,Sun,0,0,0,3,DiggQu00
Kony Ealy,OLB,25.263,2017-09-10,NFL,NYJ,@,BUF,L 12-21,1,1,Sun,0,0,0,1,EalyKo00
Leonard Floyd,OLB,25.002,2017-09-10,NFL,CHI,,ATL,L 17-23,1,1,Sun,0,0,0,1,FloyLe00
Reuben Foster,WILL,23.159,2017-09-10,NFL,SFO,,CAR,L 3-23,1,1,Sun,0,0,0,1,FostRe00
Kendall Fuller,CB,22.209,2017-09-10,NFL,WAS,,PHI,L 17-30,1,1,Sun,0,0,0,1,FullKe00
Kyle Fuller,CB,25.206,2017-09-10,NFL,CHI,,ATL,L 17-23,1,1,Sun,0,0,0,1,FullKy00
William Gay,CB,32.252,2017-09-10,NFL,PIT,@,CLE,W 21-18,1,1,Sun,0,0,0,1,GayxWi99
Marcus Gilchrist,DB,28.276,2017-09-10,NFL,HOU,,JAX,L 7-29,1,1,Sun,0,0,0,1,GilcMa00
Tashaun Gipson,FS,27.034,2017-09-10,NFL,JAX,@,HOU,W 29-7,1,1,Sun,1,67,0,2,GipsTa00
Shaquill Griffin,CB,22.052,2017-09-10,NFL,SEA,@,GNB,L 9-17,1,1,Sun,0,0,0,1,GrifSh00
Joe Haden,LCB,28.149,2017-09-10,NFL,PIT,@,CLE,W 21-18,1,1,Sun,0,0,0,1,HadeJo99
Damon Harrison,LDT,28.285,2017-09-10,NFL,NYG,@,DAL,L 3-19,1,1,Sun,0,0,0,1,HarrDa03
Micah Hyde,SS,26.253,2017-09-10,NFL,BUF,,NYJ,W 21-12,1,1,Sun,1,12,0,1,HydeMi00
Bruce Irvin,SLB,29.313,2017-09-10,NFL,OAK,@,TEN,W 26-16,1,1,Sun,0,0,0,1,IrviBr00
Adoree' Jackson,CB,21.357,2017-09-10,NFL,TEN,,OAK,L 16-26,1,1,Sun,0,0,0,2,JackAd00
Malik Jackson,DT,27.242,2017-09-10,NFL,JAX,@,HOU,W 29-7,1,1,Sun,0,0,0,1,JackMa02
William Jackson,CB,24.318,2017-09-10,NFL,CIN,,BAL,L 0-20,1,1,Sun,0,0,0,1,JackWi02
Malcolm Jenkins,S,29.264,2017-09-10,NFL,PHI,@,WAS,W 30-17,1,1,Sun,0,0,0,1,JenkMa99
Trumaine Johnson,LCB,27.252,2017-09-10,NFL,LAR,,IND,W 46-9,1,1,Sun,1,39,1,1,JohnTr05
Nazair Jones,DT,22.271,2017-09-10,NFL,SEA,@,GNB,L 9-17,1,1,Sun,1,24,0,1,JoneNa00
Johnathan Joseph,LCB,33.147,2017-09-10,NFL,HOU,,JAX,L 7-29,1,1,Sun,0,0,0,2,JoseJo20
Karl Joseph,S,24.002,2017-09-10,NFL,OAK,@,TEN,W 26-16,1,1,Sun,0,0,0,1,JoseKa00
Lamarcus Joyner,FS,26.287,2017-09-10,NFL,LAR,,IND,W 46-9,1,1,Sun,1,29,1,2,JoynLa00
Matt Judon,SLB,25.026,2017-09-10,NFL,BAL,@,CIN,W 20-0,1,1,Sun,0,0,0,1,JudoMa00
Ryan Kerrigan,WLB,29.025,2017-09-10,NFL,WAS,,PHI,L 17-30,1,1,Sun,1,24,1,1,KerrRy00
Miles Killebrew,S,24.123,2017-09-10,NFL,DET,,ARI,W 35-23,1,1,Sun,1,35,1,2,KillMi00
Derrick Kindred,DB,23.269,2017-09-10,NFL,CLE,,PIT,L 18-21,1,1,Sun,1,30,0,2,KindDe00
Dre Kirkpatrick,LCB,27.319,2017-09-10,NFL,CIN,,BAL,L 0-20,1,1,Sun,0,0,0,1,KirkDr00
Luke Kuechly,MLB,26.143,2017-09-10,NFL,CAR,@,SFO,W 23-3,1,1,Sun,1,23,0,1,KuecLu00
Nevin Lawson,CB,26.140,2017-09-10,NFL,DET,,ARI,W 35-23,1,1,Sun,0,0,0,1,LawsNe00
Shaq Lawson,LDE,23.085,2017-09-10,NFL,BUF,,NYJ,W 21-12,1,1,Sun,0,0,0,1,LawsSh00
Darron Lee,OLB,22.327,2017-09-10,NFL,NYJ,@,BUF,L 12-21,1,1,Sun,0,0,0,1,LeexDa00
Khalil Mack,DE,26.200,2017-09-10,NFL,OAK,@,TEN,W 26-16,1,1,Sun,0,0,0,1,MackKh00
Stacy McGee,DE,27.236,2017-09-10,NFL,WAS,,PHI,L 17-30,1,1,Sun,0,0,0,1,McGeSt01
Jalen Mills,CB,23.157,2017-09-10,NFL,PHI,@,WAS,W 30-17,1,1,Sun,1,15,0,2,MillJa02
Earl Mitchell,LDT,29.350,2017-09-10,NFL,SFO,,CAR,L 3-23,1,1,Sun,0,0,0,1,MitcEa99
C.J. Mosley,MLB,25.083,2017-09-10,NFL,BAL,@,CIN,W 20-0,1,1,Sun,1,31,0,1,MoslC.00
Reggie Nelson,FS,33.354,2017-09-10,NFL,OAK,@,TEN,W 26-16,1,1,Sun,0,0,0,1,NelsRe99
Haloti Ngata,DT,33.232,2017-09-10,NFL,DET,,ARI,W 35-23,1,1,Sun,0,0,0,1,NgatHa20
Josh Norman,CB,29.269,2017-09-10,NFL,WAS,,PHI,L 17-30,1,1,Sun,0,0,0,3,NormJo01
Emmanuel Ogbah,DE,23.308,2017-09-10,NFL,CLE,,PIT,L 18-21,1,1,Sun,0,0,0,1,OgbaEm00
Alec Ogletree,ILB,25.350,2017-09-10,NFL,LAR,,IND,W 46-9,1,1,Sun,0,0,0,1,OgleAl00
Patrick Onwuasor,ILB,25.019,2017-09-10,NFL,BAL,@,CIN,W 20-0,1,1,Sun,0,0,0,1,OnwuPa00
Brian Orakpo,OLB,31.041,2017-09-10,NFL,TEN,,OAK,L 16-26,1,1,Sun,0,0,0,1,OrakBr99
Jabrill Peppers,S,21.341,2017-09-10,NFL,CLE,,PIT,L 18-21,1,1,Sun,0,0,0,1,PeppJa00
Patrick Peterson,LCB,27.061,2017-09-10,NFL,ARI,@,DET,L 23-35,1,1,Sun,0,0,0,1,PetePa00
Jordan Poyer,FS,26.138,2017-09-10,NFL,BUF,,NYJ,W 21-12,1,1,Sun,1,0,0,2,PoyeJo00
Glover Quin,FS,31.238,2017-09-10,NFL,DET,,ARI,W 35-23,1,1,Sun,1,25,0,1,QuinGl99
Jalen Ramsey,LCB,22.321,2017-09-10,NFL,JAX,@,HOU,W 29-7,1,1,Sun,0,0,0,3,RamsJa00
Damarious Randall,RCB,25.012,2017-09-10,NFL,GNB,,SEA,W 17-9,1,1,Sun,0,0,0,1,RandDa00
Roy Robertson-Harris,LB,24.049,2017-09-10,NFL,CHI,,ATL,L 17-23,1,1,Sun,0,0,0,1,RobeRo00
Nickell Robey-Coleman,CB,25.236,2017-09-10,NFL,LAR,,IND,W 46-9,1,1,Sun,0,0,0,1,RobeNi00
Quinten Rollins,CB,25.057,2017-09-10,NFL,GNB,,SEA,W 17-9,1,1,Sun,0,0,0,1,RollQu00
Darius Slay,CB,26.252,2017-09-10,NFL,DET,,ARI,W 35-23,1,1,Sun,0,0,0,1,SlayDa00
Tanzel Smart,DT,22.308,2017-09-10,NFL,LAR,,IND,W 46-9,1,1,Sun,0,0,0,1,SmarTa00
Jimmy Smith,RCB,29.046,2017-09-10,NFL,BAL,@,CIN,W 20-0,1,1,Sun,1,8,0,1,SmitJi03
Telvin Smith,WLB,26.152,2017-09-10,NFL,JAX,@,HOU,W 29-7,1,1,Sun,0,0,0,1,SmitTe01
Terrell Suggs,OLB,34.334,2017-09-10,NFL,BAL,@,CIN,W 20-0,1,1,Sun,0,0,0,1,SuggTe99
D.J. Swearinger,FS,26.009,2017-09-10,NFL,WAS,,PHI,L 17-30,1,1,Sun,0,0,0,1,SweaDJ00
Jaquiski Tartt,FS,25.210,2017-09-10,NFL,SFO,,CAR,L 3-23,1,1,Sun,1,37,0,1,TartJa00
Earl Thomas,FS,28.126,2017-09-10,NFL,SEA,@,GNB,L 9-17,1,1,Sun,0,0,0,1,ThomEa99
Nick Vigil,SLB,24.021,2017-09-10,NFL,CIN,,BAL,L 0-20,1,1,Sun,1,0,0,1,VigiNi00
Bobby Wagner,MLB,27.075,2017-09-10,NFL,SEA,@,GNB,L 9-17,1,1,Sun,0,0,0,1,WagnBo00
T.J. Watt,ROLB,22.334,2017-09-10,NFL,PIT,@,CLE,W 21-18,1,1,Sun,1,17,0,1,WattT.00
Lardarius Webb,DB,31.333,2017-09-10,NFL,BAL,@,CIN,W 20-0,1,1,Sun,1,10,0,1,WebbLa99
TreDavious White,LCB,22.237,2017-09-10,NFL,BUF,,NYJ,W 21-12,1,1,Sun,0,0,0,2,WhitTr01
Muhammad Wilkerson,DL,27.323,2017-09-10,NFL,NYJ,@,BUF,L 12-21,1,1,Sun,0,0,0,1,WilkMu00
Tavon Wilson,SS,27.175,2017-09-10,NFL,DET,,ARI,W 35-23,1,1,Sun,1,23,0,1,WilsTa00
Daryl Worley,RCB,22.200,2017-09-10,NFL,CAR,@,SFO,W 23-3,1,1,Sun,0,0,0,2,WorlDa00
Paul Worrilow,LB,27.132,2017-09-10,NFL,DET,,ARI,W 35-23,1,1,Sun,0,0,0,1,WorrPa00
Alex Anzalone,WILL,22.354,2017-09-11,NFL,NOR,@,MIN,L 19-29,1,1,Mon,0,0,0,1,AnzaAl00
Tre Boston,FS,25.078,2017-09-11,NFL,LAC,@,DEN,L 21-24,1,1,Mon,0,0,0,1,BostTr00
Chris Harris,RCB,28.085,2017-09-11,NFL,DEN,,LAC,W 24-21,1,1,Mon,0,0,0,1,HarrCh01
Casey Hayward,LCB,28.002,2017-09-11,NFL,LAC,@,DEN,L 21-24,1,1,Mon,0,0,0,1,HaywCa00
Cameron Jordan,LDE,28.063,2017-09-11,NFL,NOR,@,MIN,L 19-29,1,1,Mon,0,0,0,1,JordCa00
Eric Kendricks,MLB,25.194,2017-09-11,NFL,MIN,,NOR,W 29-19,1,1,Mon,0,0,0,1,KendEr00
Desmond King,CB,22.271,2017-09-11,NFL,LAC,@,DEN,L 21-24,1,1,Mon,0,0,0,1,KingDe01
Adrian Phillips,S,25.167,2017-09-11,NFL,LAC,@,DEN,L 21-24,1,1,Mon,1,4,0,1,PhilAd00
Bradley Roby,CB,25.133,2017-09-11,NFL,DEN,,LAC,W 24-21,1,1,Mon,1,0,0,2,RobyBr00
Harrison Smith,FS,28.221,2017-09-11,NFL,MIN,,NOR,W 29-19,1,1,Mon,0,0,0,1,SmitHa00
Korey Toomer,MIKE,28.276,2017-09-11,NFL,LAC,@,DEN,L 21-24,1,1,Mon,0,0,0,1,ToomKo00
Jadeveon Clowney,LB,24.212,2017-09-14,NFL,HOU,@,CIN,W 13-9,2,2,Thu,0,0,0,1,ClowJa00
Darqueze Dennard,CB,25.339,2017-09-14,NFL,CIN,,HOU,L 9-13,2,2,Thu,0,0,0,1,DennDa00
Adam Jones,RCB,33.349,2017-09-14,NFL,CIN,,HOU,L 9-13,2,2,Thu,0,0,0,3,JonePa20
Eddie Pleasant,S,28.271,2017-09-14,NFL,HOU,@,CIN,W 13-9,2,2,Thu,0,0,0,1,PleaEd00
Nick Vigil,SLB,24.025,2017-09-14,NFL,CIN,,HOU,L 9-13,2,2,Thu,0,0,0,1,VigiNi00
J.J. Watt,LDE,28.176,2017-09-14,NFL,HOU,@,CIN,W 13-9,2,2,Thu,0,0,0,1,WattJ.00
Jahleel Addae,SS,27.236,2017-09-17,NFL,LAC,,MIA,L 17-19,2,2,Sun,0,0,0,1,AddaJa00
Kwon Alexander,MLB,23.045,2017-09-17,NFL,TAM,,CHI,W 29-7,1,2,Sun,1,22,0,1,AlexKw00
David Amerson,LCB,25.283,2017-09-17,NFL,OAK,,NYJ,W 45-20,2,2,Sun,0,0,0,1,AmerDa00
Denico Autry,DT,27.064,2017-09-17,NFL,OAK,,NYJ,W 45-20,2,2,Sun,0,0,0,1,AutrDe00
Kendell Beckwith,SLB,22.289,2017-09-17,NFL,TAM,,CHI,W 29-7,1,2,Sun,0,0,0,1,BeckKe00
Michael Bennett,LDE,31.308,2017-09-17,NFL,SEA,,SFO,W 12-9,2,2,Sun,0,0,0,1,BennMi99
Michael Bennett,DT,24.205,2017-09-17,NFL,JAX,,TEN,L 16-37,2,2,Sun,0,0,0,1,BennMi01
Justin Bethel,RCB,27.092,2017-09-17,NFL,ARI,@,IND,W 16-13,2,2,Sun,0,0,0,1,BethJu00
A.J. Bouye,RCB,26.032,2017-09-17,NFL,JAX,,TEN,L 16-37,2,2,Sun,0,0,0,1,BouyA.00
Tyus Bowser,OLB,22.117,2017-09-17,NFL,BAL,,CLE,W 24-10,2,2,Sun,1,27,0,1,BowsTy00
James Bradberry,LCB,24.044,2017-09-17,NFL,CAR,,BUF,W 9-3,2,2,Sun,0,0,0,1,BradJa00
Tyvon Branch,DB,30.280,2017-09-17,NFL,ARI,@,IND,W 16-13,2,2,Sun,0,0,0,1,BranTy99
Anthony Brown,CB,23.276,2017-09-17,NFL,DAL,@,DEN,L 17-42,2,2,Sun,0,0,0,1,BrowAn02
Jayon Brown,LB,22.203,2017-09-17,NFL,TEN,@,JAX,W 37-16,2,2,Sun,0,0,0,1,BrowJa06
Morgan Burnett,ILB,28.247,2017-09-17,NFL,GNB,@,ATL,L 23-34,2,2,Sun,0,0,0,1,BurnMo99
Artie Burns,RCB,22.139,2017-09-17,NFL,PIT,,MIN,W 26-9,2,2,Sun,0,0,0,1,BurnAr00
Malcolm Butler,CB,27.199,2017-09-17,NFL,NWE,@,NOR,W 36-20,2,2,Sun,0,0,0,1,ButlMa01
Kevin Byard,FS,24.031,2017-09-17,NFL,TEN,@,JAX,W 37-16,2,2,Sun,0,0,0,1,ByarKe01
Bryce Callahan,DB,25.329,2017-09-17,NFL,CHI,@,TAM,L 7-29,2,2,Sun,0,0,0,1,CallBr00
De'Vondre Campbell,LB,24.076,2017-09-17,NFL,ATL,,GNB,W 34-23,2,2,Sun,0,0,0,1,CampDe00
Brandon Carr,LCB,31.121,2017-09-17,NFL,BAL,,CLE,W 24-10,2,2,Sun,1,4,0,4,CarrBr99
T.J. Carrie,RCB,27.051,2017-09-17,NFL,OAK,,NYJ,W 45-20,2,2,Sun,0,0,0,1,CarrTr00
Patrick Chung,S,30.029,2017-09-17,NFL,NWE,@,NOR,W 36-20,2,2,Sun,0,0,0,1,ChunPa99
Morris Claiborne,CB,27.222,2017-09-17,NFL,NYJ,@,OAK,L 20-45,2,2,Sun,0,0,0,1,ClaiMo00
Gareon Conley,CB,22.080,2017-09-17,NFL,OAK,,NYJ,W 45-20,2,2,Sun,0,0,0,1,ConlGa00
Chris Conte,S,28.206,2017-09-17,NFL,TAM,,CHI,W 29-7,1,2,Sun,0,0,0,1,ContCh00
Rasul Douglas,CB,22.019,2017-09-17,NFL,PHI,@,KAN,L 20-27,2,2,Sun,0,0,0,1,DougRa00
Bud Dupree,LOLB,24.217,2017-09-17,NFL,PIT,,MIN,W 26-9,2,2,Sun,0,0,0,1,DuprAl00
Kyle Emanuel,OLB,26.032,2017-09-17,NFL,LAC,,MIA,L 17-19,2,2,Sun,0,0,0,1,EmanKy00
Matthias Farley,SS,25.064,2017-09-17,NFL,IND,,ARI,L 13-16,2,2,Sun,0,0,0,2,FarlMa00
Dee Ford,ROLB,26.182,2017-09-17,NFL,KAN,,PHI,W 27-20,2,2,Sun,0,0,0,1,FordDe00
Mason Foster,MLB,28.200,2017-09-17,NFL,WAS,@,LAR,W 27-20,2,2,Sun,1,10,0,1,FostMa00
E.J. Gaines,RCB,25.206,2017-09-17,NFL,BUF,@,CAR,L 3-9,2,2,Sun,0,0,0,2,GainE.00
Phillip Gaines,CB,26.166,2017-09-17,NFL,KAN,,PHI,W 27-20,2,2,Sun,0,0,0,1,GainPh00
Chris Harris,RCB,28.091,2017-09-17,NFL,DEN,,DAL,W 42-17,2,2,Sun,1,23,0,2,HarrCh01
Jeff Heath,SS,26.126,2017-09-17,NFL,DAL,@,DEN,L 17-42,2,2,Sun,0,0,0,1,HeatJe00
Malik Hooker,FS,21.168,2017-09-17,NFL,IND,,ARI,L 13-16,2,2,Sun,1,32,0,1,HookMa00
Justin Houston,LOLB,28.248,2017-09-17,NFL,KAN,,PHI,W 27-20,2,2,Sun,0,0,0,1,HousJu00
Marlon Humphrey,CB,21.071,2017-09-17,NFL,BAL,,CLE,W 24-10,2,2,Sun,0,0,0,1,HumpMa00
Trumaine Johnson,LCB,27.259,2017-09-17,NFL,LAR,,WAS,L 20-27,2,2,Sun,0,0,0,1,JohnTr05
Chris Jones,DL,23.076,2017-09-17,NFL,KAN,,PHI,W 27-20,2,2,Sun,1,-3,0,1,JoneCh09
D.J. Jones,DT,22.241,2017-09-17,NFL,SFO,@,SEA,L 9-12,2,2,Sun,0,0,0,1,JoneD.01
Deion Jones,LB,22.317,2017-09-17,NFL,ATL,,GNB,W 34-23,2,2,Sun,0,0,0,1,JoneDe01
Jonathan Jones,DB,23.362,2017-09-17,NFL,NWE,@,NOR,W 36-20,2,2,Sun,0,0,0,2,JoneJo03
Mychal Kendricks,OLB,26.354,2017-09-17,NFL,PHI,@,KAN,L 20-27,2,2,Sun,0,0,0,1,KendMy00
Kevin King,CB,22.135,2017-09-17,NFL,GNB,@,ATL,L 23-34,2,2,Sun,0,0,0,1,KingKe01
A.J. Klein,SAM,26.049,2017-09-17,NFL,NOR,,NWE,L 20-36,2,2,Sun,0,0,0,1,KleiAJ00
Marshon Lattimore,RCB,21.121,2017-09-17,NFL,NOR,,NWE,L 20-36,2,2,Sun,0,0,0,2,LattMa01
Jourdan Lewis,CB,22.017,2017-09-17,NFL,DAL,@,DEN,L 17-42,2,2,Sun,1,25,0,1,LewiJo01
Bennie Logan,NT,27.263,2017-09-17,NFL,KAN,,PHI,W 27-20,2,2,Sun,0,0,0,1,LogaBe00
Tyler Matakevich,LB,24.269,2017-09-17,NFL,PIT,,MIN,W 26-9,2,2,Sun,0,0,0,1,MataTy00
Tyrann Mathieu,FS,25.127,2017-09-17,NFL,ARI,@,IND,W 16-13,2,2,Sun,1,15,0,2,MathTy00
Robert McClain,CB,29.057,2017-09-17,NFL,TAM,,CHI,W 29-7,1,2,Sun,1,47,1,1,McClRo98
Devin McCourty,S,30.035,2017-09-17,NFL,NWE,@,NOR,W 36-20,2,2,Sun,0,0,0,1,McCoDe99
Jason McCourty,CB,30.035,2017-09-17,NFL,CLE,@,BAL,L 10-24,2,2,Sun,1,0,0,2,McCoJa99
Rashaan Melvin,LCB,27.350,2017-09-17,NFL,IND,,ARI,L 13-16,2,2,Sun,0,0,0,2,MelvRa00
Roy Miller,DT,30.070,2017-09-17,NFL,KAN,,PHI,W 27-20,2,2,Sun,0,0,0,1,MillRo99
Von Miller,WLB,28.175,2017-09-17,NFL,DEN,,DAL,W 42-17,2,2,Sun,0,0,0,1,MillVo00
Mike Mitchell,SS,30.099,2017-09-17,NFL,PIT,,MIN,W 26-9,2,2,Sun,0,0,0,1,MitcMi99
Terrance Mitchell,RCB,25.123,2017-09-17,NFL,KAN,,PHI,W 27-20,2,2,Sun,0,0,0,1,MitcTe00
Derrick Morgan,OLB,28.254,2017-09-17,NFL,TEN,@,JAX,W 37-16,2,2,Sun,0,0,0,1,MorgDe99
Nicholas Morrow,LB,22.069,2017-09-17,NFL,OAK,,NYJ,W 45-20,2,2,Sun,0,0,0,1,MorrNi00
Eric Murray,DB,23.253,2017-09-17,NFL,KAN,,PHI,W 27-20,2,2,Sun,0,0,0,2,MurrEr00
Terence Newman,CB,39.013,2017-09-17,NFL,MIN,@,PIT,L 9-26,2,2,Sun,0,0,0,1,NewmTe20
Emmanuel Ogbah,DE,23.315,2017-09-17,NFL,CLE,@,BAL,L 10-24,2,2,Sun,0,0,0,1,OgbaEm00
Brian Poole,CB,24.332,2017-09-17,NFL,ATL,,GNB,W 34-23,2,2,Sun,0,0,0,1,PoolBr01
Jordan Poyer,FS,26.145,2017-09-17,NFL,BUF,@,CAR,L 3-9,2,2,Sun,0,0,0,3,PoyeJo00
Xavier Rhodes,RCB,27.090,2017-09-17,NFL,MIN,@,PIT,L 9-26,2,2,Sun,0,0,0,1,RhodXa00
Curtis Riley,DB,25.061,2017-09-17,NFL,TEN,@,JAX,W 37-16,2,2,Sun,1,2,0,1,RileCu00
Bradley Roby,CB,25.139,2017-09-17,NFL,DEN,,DAL,W 42-17,2,2,Sun,0,0,0,1,RobyBr00
Da'Norris Searcy,SS,28.305,2017-09-17,NFL,TEN,@,JAX,W 37-16,2,2,Sun,1,8,0,1,SearDa00
Ryan Shazier,LILB,25.011,2017-09-17,NFL,PIT,,MIN,W 26-9,2,2,Sun,0,0,0,1,ShazRy00
Telvin Smith,WLB,26.159,2017-09-17,NFL,JAX,,TEN,L 16-37,2,2,Sun,1,2,0,1,SmitTe01
Aqib Talib,LCB,31.216,2017-09-17,NFL,DEN,,DAL,W 42-17,2,2,Sun,1,103,1,3,TaliAq99
Jaquiski Tartt,S,25.217,2017-09-17,NFL,SFO,@,SEA,L 9-12,2,2,Sun,0,0,0,1,TartJa00
Danny Trevathan,ILB,27.177,2017-09-17,NFL,CHI,@,TAM,L 7-29,2,2,Sun,0,0,0,1,TrevDa00
Desmond Trufant,CB,27.007,2017-09-17,NFL,ATL,,GNB,W 34-23,2,2,Sun,1,0,0,1,TrufDe00
Bobby Wagner,MLB,27.082,2017-09-17,NFL,SEA,,SFO,W 12-9,2,2,Sun,1,7,0,2,WagnBo00
Tyrunn Walker,DT,27.183,2017-09-17,NFL,LAR,,WAS,L 20-27,2,2,Sun,0,0,0,1,WalkTy00
Jimmie Ward,DB,26.061,2017-09-17,NFL,SFO,@,SEA,L 9-12,2,2,Sun,0,0,0,1,WardJi01
T.J. Ward,SS,30.279,2017-09-17,NFL,TAM,,CHI,W 29-7,1,2,Sun,0,0,0,1,WardT.99
T.J. Watt,ROLB,22.341,2017-09-17,NFL,PIT,,MIN,W 26-9,2,2,Sun,0,0,0,1,WattT.00
Lardarius Webb,DB,31.340,2017-09-17,NFL,BAL,,CLE,W 24-10,2,2,Sun,1,0,0,2,WebbLa99
Eric Weddle,FS,32.256,2017-09-17,NFL,BAL,,CLE,W 24-10,2,2,Sun,1,2,0,1,WeddEr99
Ethan Westbrooks,DE,26.306,2017-09-17,NFL,LAR,,WAS,L 20-27,2,2,Sun,0,0,0,1,WestEt00
TreDavious White,LCB,22.244,2017-09-17,NFL,BUF,@,CAR,L 3-9,2,2,Sun,0,0,0,1,WhitTr01
K'Waun Williams,CB,26.067,2017-09-17,NFL,SFO,@,SEA,L 9-12,2,2,Sun,0,0,0,2,WillKW00
Kyle Williams,LDT,34.099,2017-09-17,NFL,BUF,@,CAR,L 3-9,2,2,Sun,0,0,0,1,WillKy20
P.J. Williams,LCB,24.108,2017-09-17,NFL,NOR,,NWE,L 20-36,2,2,Sun,0,0,0,1,WillP.00
Trevor Williams,RCB,24.002,2017-09-17,NFL,LAC,,MIA,L 17-19,2,2,Sun,0,0,0,2,WillTr05
Avery Williamson,ILB,25.192,2017-09-17,NFL,TEN,@,JAX,W 37-16,2,2,Sun,0,0,0,1,WillAv00
Quincy Wilson,RCB,21.032,2017-09-17,NFL,IND,,ARI,L 13-16,2,2,Sun,0,0,0,2,WilsQu01
Daryl Worley,RCB,22.207,2017-09-17,NFL,CAR,,BUF,W 9-3,2,2,Sun,0,0,0,1,WorlDa00
K.J. Wright,OLB,28.056,2017-09-17,NFL,SEA,,SFO,W 12-9,2,2,Sun,0,0,0,1,WrigK.00
Ross Cockrell,DB,26.043,2017-09-18,NFL,NYG,,DET,L 10-24,2,2,Mon,0,0,0,1,CockRo00
D.J. Hayden,CB,27.083,2017-09-18,NFL,DET,@,NYG,W 24-10,2,2,Mon,0,0,0,1,HaydDJ00
Miles Killebrew,S,24.131,2017-09-18,NFL,DET,@,NYG,W 24-10,2,2,Mon,0,0,0,1,KillMi00
