Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Shaquil Barrett,OLB,23.296,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0,0,0,1,BarrSh00
Bene Benwikere,RCB,25.005,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,1,1,0,1,BenwBe00
Tre Boston,FS,24.075,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0,0,0,1,BostTr00
James Bradberry,LCB,23.035,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0,0,0,1,BradJa00
Thomas Davis,WLB,33.170,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,1,4,0,1,DaviTh20
Kony Ealy,RDE,24.262,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0,0,0,1,EalyKo00
Chris Harris,RCB,27.082,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,1,0,0,3,HarrCh01
Star Lotulelei,LDT,26.263,2016-09-08,NFL,CAR,@,DEN,L 20-21,1,1,Thu,0,0,0,1,LotuSt00
Aqib Talib,LCB,30.208,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0,0,0,1,TaliAq99
T.J. Ward,SS,29.271,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0,0,0,1,WardT.99
Isa Abdul-Quddus,S,27.039,2016-09-11,NFL,MIA,@,SEA,L 10-12,1,1,Sun,1,9,0,2,AbduIs00
Jude Adjei-Barimah,CB,24.052,2016-09-11,NFL,TAM,@,ATL,W 31-24,1,1,Sun,0,0,0,1,AdjeJu00
Robert Alford,CB,27.315,2016-09-11,NFL,ATL,,TAM,L 24-31,1,1,Sun,0,0,0,2,AlfoRo00
Prince Amukamara,RCB,27.097,2016-09-11,NFL,JAX,,GNB,L 23-27,1,1,Sun,0,0,0,1,AmukPr00
A.J. Bouye,CB,25.026,2016-09-11,NFL,HOU,,CHI,W 23-14,1,1,Sun,0,0,0,1,BouyA.00
Tyvon Branch,DB,29.275,2016-09-11,NFL,ARI,,NWE,L 21-23,1,1,Sun,0,0,0,1,BranTy99
Jatavis Brown,ILB,22.206,2016-09-11,NFL,SDG,@,KAN,L 27-33,1,1,Sun,0,0,0,1,BrowJa05
Malcolm Butler,LCB,26.193,2016-09-11,NFL,NWE,@,ARI,W 23-21,1,1,Sun,0,0,0,2,ButlMa01
Brandon Carr,CB,30.115,2016-09-11,NFL,DAL,,NYG,L 19-20,1,1,Sun,1,0,0,1,CarrBr99
