Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,unique_id
Troy Edwards,WR,24.155,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,3,1,17,17.00,0,33.3%,5.67,EdwaTr00
Bert Emanuel,WR,30.318,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,9,4,25,6.25,0,44.4%,2.78,EmanBe00
Bobby Engram,WR,28.245,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,3,2,18,9.00,0,66.7%,6.00,EngrBo00
Marshall Faulk*,RB,28.195,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,11,8,48,6.00,0,72.7%,4.36,FaulMa00
Terrell Fletcher,RB,27.360,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,1,1,12,12.00,0,100.0%,12.00,FletTe00
Bubba Franks,TE,23.246,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,5,4,45,11.25,1,80.0%,9.00,FranBu00
Antonio Freeman,WR,29.105,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,4,2,12,6.00,0,50.0%,3.00,FreeAn00
Chris Fuamatu-Ma'afala,RB,24.189,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,2,1,7,7.00,0,50.0%,3.50,FuamCh00
Oronde Gadsden,WR,30.020,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,7,4,74,18.50,1,57.1%,10.57,GadsOr00
Joey Galloway,WR,29.293,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,10,6,18,3.00,0,60.0%,1.80,GallJo00
Rod Gardner,WR,23.318,2001-09-09,NFL,WAS,@,SDG,L 3-30,1,1,Sun,8,5,37,7.40,0,62.5%,4.63,GardRo00
Charlie Garner,RB,29.208,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,6,4,20,5.00,0,66.7%,3.33,GarnCh00
Sam Gash,FB,32.186,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,3,2,11,5.50,1,66.7%,3.67,GashSa00
Eddie George,RB,27.350,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,4,2,18,9.00,0,50.0%,4.50,GeorEd00
Tony Gonzalez*,TE,25.194,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,9,5,81,16.20,0,55.6%,9.00,GonzTo00
Ahman Green,RB,24.205,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,5,3,20,6.67,0,60.0%,4.00,GreeAh00
Jacquez Green,WR,25.237,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,9,8,75,9.38,0,88.9%,8.33,GreeJa00
Trent Green,QB,31.062,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,1,1,1,1.00,0,100.0%,1.00,GreeTr00
Az-Zahir Hakim,WR,24.098,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,4,1,5,5.00,0,25.0%,1.25,HakiAz00
Marvin Harrison*,WR,29.015,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,5,4,35,8.75,0,80.0%,7.00,HarrMa00
Donald Hayes,WR,26.058,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,1,1,13,13.00,0,100.0%,13.00,HayeDo00
Todd Heap,TE,21.177,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,5,5,57,11.40,0,100.0%,11.40,HeapTo00
Garrison Hearst,RB,30.248,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,4,4,24,6.00,0,100.0%,6.00,HearGa00
William Henderson,FB,30.202,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,3,3,49,16.33,0,100.0%,16.33,HendWi00
Travis Henry,HB,22.315,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,2,1,4,4.00,0,50.0%,2.00,HenrTr00
Chris Hetherington,FB,28.286,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,2,1,8,8.00,0,50.0%,4.00,HethCh00
Priest Holmes,RB,27.337,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,2,1,1,1.00,0,50.0%,0.50,HolmPr00
Torry Holt,WR,25.096,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,11,7,85,12.14,0,63.6%,7.73,HoltTo00
Joe Horn,WR,29.236,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,10,6,45,7.50,0,60.0%,4.50,HornJo00
Desmond Howard,WR,31.117,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,3,3,22,7.33,0,100.0%,7.33,HowaDe00
Qadry Ismail,WR,30.305,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,9,6,88,14.67,0,66.7%,9.78,IsmaQa00
Darrell Jackson,WR,22.277,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,8,5,17,3.40,0,62.5%,2.13,JackDa00
Willie Jackson,WR,30.024,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,6,2,12,6.00,0,33.3%,2.00,JackWi00
Edgerrin James,RB,23.039,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,3,2,13,6.50,0,66.7%,4.33,JameEd00
Shawn Jefferson,WR,32.199,2001-09-09,NFL,ATL,@,SFO,L 13-16,1,1,Sun,3,1,1,1.00,0,33.3%,0.33,JeffSh00
Charles Johnson,WR,29.249,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,JohnCh00
Eric Johnson,TE,25.132,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,5,4,34,8.50,0,80.0%,6.80,JohnEr00
J.J. Johnson,RB,27.142,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,JohnJ.00
Kevin Johnson,WR,25.056,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,7,4,51,12.75,0,57.1%,7.29,JohnKe01
Keyshawn Johnson,WR,29.049,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,9,7,71,10.14,0,77.8%,7.89,JohnKe00
Patrick Johnson,WR,25.030,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,1,1,25,25.00,0,100.0%,25.00,JohnPa00
Damon Jones,TE,26.356,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,4,2,23,11.50,1,50.0%,5.75,JoneDa00
Freddie Jones,TE,26.358,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,2,1,16,16.00,0,50.0%,8.00,JoneFr00
Randy Jordan,RB,31.095,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,2,1,6,6.00,0,50.0%,3.00,JordRa00
Erron Kinney,TE,24.043,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,7,3,35,11.67,1,42.9%,5.00,KinnEr00
Jim Kleinsasser,FB,24.221,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,3,3,22,7.33,0,100.0%,7.33,KleiJi00
Dorsey Levens,RB,31.111,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,3,3,7,2.33,0,100.0%,2.33,LeveDo00
Chad Lewis,TE,29.339,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,8,5,45,9.00,0,62.5%,5.63,LewiCh00
Jermaine Lewis,WR,26.328,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,LewiJe00
Cecil Martin,FB,26.063,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,7,6,40,6.67,2,85.7%,5.71,MartCe00
Curtis Martin*,RB,28.131,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,8,6,30,5.00,0,75.0%,3.75,MartCu00
David Martin,TE,22.180,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,1,1,3,3.00,0,100.0%,3.00,MartDa00
Tony Martin,WR,36.004,2001-09-09,NFL,ATL,@,SFO,L 13-16,1,1,Sun,6,4,66,16.50,0,66.7%,11.00,MartTo00
Derrick Mason,WR,27.235,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,8,2,62,31.00,1,25.0%,7.75,MasoDe00
Terance Mathis,WR,34.094,2001-09-09,NFL,ATL,@,SFO,L 13-16,1,1,Sun,7,3,26,8.67,0,42.9%,3.71,MathTe00
Keenan McCardell,WR,31.246,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,2,1,8,8.00,0,50.0%,4.00,McCaKe00
Fred McCrary,FB,28.355,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,2,2,22,11.00,0,100.0%,11.00,McCrFr00
Jeremy McDaniel,WR,25.130,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,5,4,36,9.00,0,80.0%,7.20,McDaJe00
Tony McGee,TE,30.141,2001-09-09,NFL,CIN,,NWE,W 23-17,1,1,Sun,2,1,25,25.00,1,50.0%,12.50,McGeTo00
James McKnight,WR,29.084,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,3,2,25,12.50,0,66.7%,8.33,McKnJa00
Itula Mili,TE,28.142,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,2,2,21,10.50,0,100.0%,10.50,MiliIt00
Snoop Minnis,X,24.215,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,6,1,30,30.00,1,16.7%,5.00,MinnMa00
Herman Moore,ZR,31.324,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,5,2,41,20.50,0,40.0%,8.20,MoorHe00
Quincy Morgan,WR,23.351,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,8,3,46,15.33,0,37.5%,5.75,MorgQu00
Sammy Morris,RB,24.170,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,4,3,1,0.33,0,75.0%,0.25,MorrSa00
Harold Morrow,FB,28.197,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,2,2,18,9.00,0,100.0%,9.00,MorrHa00
Johnnie Morton,XR,29.337,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,12,5,111,22.20,0,41.7%,9.25,MortJo00
Randy Moss*,WR,24.208,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,7,1,28,28.00,0,14.3%,4.00,MossRa00
Eric Moulds,WR,28.054,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,4,1,34,34.00,0,25.0%,8.50,MoulEr00
Muhsin Muhammad,WR,28.127,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,7,4,69,17.25,1,57.1%,9.86,MuhaMu00
Terrell Owens*,WR,27.276,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,14,7,93,13.29,0,50.0%,6.64,OwenTe00
Patrick Pass,FB,23.252,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,1,1,11,11.00,0,100.0%,11.00,PassPa00
Jerome Pathon,WR,25.267,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,10,8,93,11.63,1,80.0%,9.30,PathJe00
David Patten,WR,27.021,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,7,3,47,15.67,0,42.9%,6.71,PattDa00
Todd Pinkston,WR,24.139,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,11,7,99,14.14,0,63.6%,9.00,PinkTo00
Marcus Pollard,HB,29.213,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,4,3,31,10.33,1,75.0%,7.75,PollMa00
Peerless Price,WR,24.317,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,2,1,32,32.00,0,50.0%,16.00,PricPe00
Ricky Proehl,WR,33.186,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,2,1,6,6.00,0,50.0%,3.00,ProeRi00
J.R. Redmond,RB,23.346,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,5,3,24,8.00,0,60.0%,4.80,RedmJ.00
Jake Reed,WR,33.346,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,4,1,26,26.00,0,25.0%,6.50,ReedJa00
Jerry Rice*,WR,38.331,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,11,8,87,10.88,0,72.7%,7.91,RiceJe00
Tony Richardson,FB,29.266,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,5,4,68,17.00,0,80.0%,13.60,RichTo00
Mikhael Ricks,TE,26.299,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,3,2,26,13.00,0,66.7%,8.67,RickMi00
Jay Riemersma,TE,28.115,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,6,2,16,8.00,0,33.3%,2.67,RiemJa00
Jon Ritchie,RB,27.005,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,3,2,25,12.50,1,66.7%,8.33,RitcJo00
Jeff Robinson,TE,31.201,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,2,2,26,13.00,0,100.0%,13.00,RobiJe00
Koren Robinson,WR,21.174,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,7,3,44,14.67,0,42.9%,6.29,RobiKo00
Chris Sanders,WR,29.124,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,7,3,47,15.67,0,42.9%,6.71,SandCh00
Cory Schlesinger,FB,29.078,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,2,2,4,2.00,0,100.0%,2.00,SchlCo00
Bill Schroeder,WR,30.243,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,4,4,104,26.00,1,100.0%,26.00,SchrBi00
Darnay Scott,WR,29.064,2001-09-09,NFL,CIN,,NWE,W 23-17,1,1,Sun,9,5,104,20.80,0,55.6%,11.56,ScotDa00
Mike Sellers,HB,26.050,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,2,1,2,2.00,0,50.0%,1.00,SellMi00
Shannon Sharpe*,TE,33.075,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,4,4,34,8.50,0,100.0%,8.50,SharSh00
Bobby Shaw,WR,26.139,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,4,3,20,6.67,0,75.0%,5.00,ShawBo00
David Sloan,TE,29.093,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,5,2,37,18.50,0,40.0%,7.40,SloaDa00
Jimmy Smith,C,32.212,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,9,8,126,15.75,2,88.9%,14.00,SmitJi00
Lamar Smith,HB,30.284,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,3,3,70,23.33,1,100.0%,23.33,SmitLa00
Steve Smith,WR,22.120,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,1,1,16,16.00,0,100.0%,16.00,SmitSt01
Terrelle Smith,FB,23.181,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,1,1,10,10.00,0,100.0%,10.00,SmitTe00
Dave Stachelski,TE,24.192,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,1,1,5,5.00,0,100.0%,5.00,StacDa00
Duce Staley,RB,26.194,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,15,11,81,7.36,0,73.3%,5.40,StalDu00
James Stewart,HB,29.256,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,6,5,60,12.00,0,83.3%,10.00,StewJa00
J.J. Stokes,WR,28.338,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,9,5,93,18.60,1,55.6%,10.33,StokJ.00
Brandon Stokley,WR,25.078,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,3,2,22,11.00,0,66.7%,7.33,StokBr00
Tai Streets,WR,24.142,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,4,3,81,27.00,0,75.0%,20.25,StreTa00
Mack Strong,FB,29.363,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,6,4,20,5.00,0,66.7%,3.33,StroMa00
Justin Swift,TE,26.026,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,SwifJu00
Fred Taylor,RB,25.225,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,2,1,2,2.00,0,50.0%,1.00,TaylFr00
David Terrell,WR,26.063,2001-09-09,NFL,CHI,@,BAL,L 6-17,1,1,Sun,2,2,9,4.50,0,100.0%,4.50,TerrDa00
James Thrash,WR,26.134,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,3,1,11,11.00,0,33.3%,3.67,ThraJa00
LaDainian Tomlinson*,RB,22.078,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,1,1,12,12.00,0,100.0%,12.00,TomlLa00
Wesley Walls,TE,35.195,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,4,3,74,24.67,0,75.0%,18.50,WallWe00
Hines Ward,WR,25.185,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,11,7,82,11.71,0,63.6%,7.45,WardHi00
Lamont Warren,RB,28.248,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,3,1,1,1.00,0,33.3%,0.33,WarrLa00
Peter Warrick,WR,24.082,2001-09-09,NFL,CIN,,NWE,W 23-17,1,1,Sun,9,7,38,5.43,0,77.8%,4.22,WarrPe00
Ricky Watters,RB,32.155,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,4,2,43,21.50,0,50.0%,10.75,WattRi00
Michael Westbrook,WR,29.064,2001-09-09,NFL,WAS,@,SDG,L 3-30,1,1,Sun,7,4,28,7.00,0,57.1%,4.00,WestMi00
Tyrone Wheatley,RB,29.233,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,2,2,10,5.00,0,100.0%,5.00,WheaTy00
Dez White,WR,22.017,2001-09-09,NFL,CHI,@,BAL,L 6-17,1,1,Sun,9,3,44,14.67,0,33.3%,4.89,WhitDe00
Jamel White,RB,24.210,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,4,3,26,8.67,0,75.0%,6.50,WhitJa00
Jermaine Wiggins,TE,26.234,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,5,3,24,8.00,1,60.0%,4.80,WiggJe00
Michael Wiley,RB,23.247,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,5,3,16,5.33,0,60.0%,3.20,WileMi00
Terrence Wilkins,WR,26.042,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,3,3,31,10.33,0,100.0%,10.33,WilkTe00
James Williams,WR,23.187,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,2,2,15,7.50,0,100.0%,7.50,WillJa01
Jermaine Williams,FB,28.026,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,1,1,9,9.00,0,100.0%,9.00,WillJe00
Karl Williams,WR,30.152,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,1,1,9,9.00,0,100.0%,9.00,WillKa00
Ricky Williams,RB,24.111,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,2,1,19,19.00,1,50.0%,9.50,WillRi00
Roland Williams,TE,26.135,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,3,3,42,14.00,0,100.0%,14.00,WillRo01
Robert Wilson,WR,27.078,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,2,2,15,7.50,0,100.0%,7.50,WilsRo01
