Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Domenik Hixon,WR,23.342,2008-09-14,NFL,NYG,@,STL,W 41-13,2,2,Sun,4,76,19.00,0,HixoDo00
Dexter Jackson,WR,22.040,2008-09-14,NFL,TAM,,ATL,W 24-9,2,2,Sun,2,0,0.00,0,JackDe01
Adam Jennings,WR,25.302,2008-09-14,NFL,ATL,@,TAM,L 9-24,2,2,Sun,3,43,14.33,0,JennAd00
Mark Jones,WR-P,27.316,2008-09-14,NFL,CAR,,CHI,W 20-17,2,2,Sun,3,34,11.33,0,JoneMa01
Maurice Jones-Drew,RB/K,23.175,2008-09-14,NFL,JAX,,BUF,L 16-20,2,2,Sun,1,15,15.00,0,DrewMa00
Mewelde Moore,RB,26.052,2008-09-14,NFL,PIT,@,CLE,W 10-6,2,2,Sun,1,1,1.00,0,MoorMe00
Roscoe Parrish,WR,26.060,2008-09-14,NFL,BUF,@,JAX,W 20-16,2,2,Sun,3,38,12.67,0,ParrRo00
Antwaan Randle El,WR,29.028,2008-09-14,NFL,WAS,,NOR,W 29-24,2,2,Sun,4,23,5.75,0,RandAn00
Eddie Royal,WR,22.116,2008-09-14,NFL,DEN,,SDG,W 39-38,2,2,Sun,1,6,6.00,0,RoyaEd00
B.J. Sams,KR,27.321,2008-09-14,NFL,KAN,,OAK,L 8-23,2,2,Sun,3,37,12.33,0,SamsB.00
Nathan Vasher,RCB,26.302,2008-09-14,NFL,CHI,@,CAR,L 17-20,2,2,Sun,3,21,7.00,0,VashNa99
Brian Witherspoon,CB,23.101,2008-09-14,NFL,JAX,,BUF,L 16-20,2,2,Sun,1,8,8.00,0,WithBr20
DeSean Jackson,WR,21.289,2008-09-15,NFL,PHI,@,DAL,L 37-41,2,2,Mon,2,12,6.00,0,JackDe00
Adam Jones,CB,24.351,2008-09-15,NFL,DAL,,PHI,W 41-37,2,2,Mon,3,11,3.67,0,JonePa20
Aundrae Allison,WR,22.154,2008-09-21,NFL,MIN,,CAR,W 20-10,3,3,Sun,2,0,0.00,0,AlliAu00
Davone Bess,WR,23.008,2008-09-21,NFL,MIA,@,NWE,W 38-13,3,3,Sun,1,10,10.00,0,BessDa00
Will Blackmon,CB,23.330,2008-09-21,NFL,GNB,,DAL,L 16-27,3,3,Sun,2,12,6.00,0,BlacWi20
Steve Breaston,WR,25.032,2008-09-21,NFL,ARI,@,WAS,L 17-24,3,3,Sun,2,3,1.50,0,BreaSt00
Michael Bumpus,WR,22.283,2008-09-21,NFL,SEA,,STL,W 37-13,3,3,Sun,4,20,5.00,0,BumpMi00
Reggie Bush,RB,23.203,2008-09-21,NFL,NOR,@,DEN,L 32-34,3,3,Sun,2,30,15.00,0,BushRe00
Chris Carr,DB,25.144,2008-09-21,NFL,TEN,,HOU,W 31-12,3,3,Sun,2,15,7.50,0,CarrCh22
Antonio Chatman,WR,29.222,2008-09-21,NFL,CIN,@,NYG,L 23-26,3,3,Sun,2,31,15.50,0,ChatAn00
Josh Cribbs,WR,25.104,2008-09-21,NFL,CLE,@,BAL,L 10-28,3,3,Sun,2,24,12.00,0,CribJo01
Kevin Faulk,RB,32.108,2008-09-21,NFL,NWE,,MIA,L 13-38,3,3,Sun,2,34,17.00,0,FaulKe00
Justin Forsett,RB,22.343,2008-09-21,NFL,IND,,JAX,L 21-23,3,3,Sun,1,0,0.00,0,ForsJu00
Mike Furrey,WR,31.132,2008-09-21,NFL,DET,@,SFO,L 13-31,3,3,Sun,1,8,8.00,0,FurrMi00
Dante Hall,WR,30.020,2008-09-21,NFL,STL,@,SEA,L 13-37,3,3,Sun,2,28,14.00,0,HallDa00
Johnnie Lee Higgins,WR,25.013,2008-09-21,NFL,OAK,@,BUF,L 23-24,3,3,Sun,3,36,12.00,0,HiggJo00
Domenik Hixon,WR,23.349,2008-09-21,NFL,NYG,,CIN,W 26-23,3,3,Sun,5,48,9.60,0,HixoDo00
Santonio Holmes,WR,24.202,2008-09-21,NFL,PIT,@,PHI,L 6-15,3,3,Sun,1,5,5.00,0,HolmSa00
DeSean Jackson,WR,21.295,2008-09-21,NFL,PHI,,PIT,W 15-6,3,3,Sun,2,11,5.50,0,JackDe00
Dexter Jackson,WR,22.047,2008-09-21,NFL,TAM,@,CHI,W 27-24,3,3,Sun,3,1,0.33,0,JackDe01
Adam Jennings,WR,25.309,2008-09-21,NFL,ATL,,KAN,W 38-14,3,3,Sun,6,37,6.17,0,JennAd00
Adam Jones,CB,24.357,2008-09-21,NFL,DAL,@,GNB,W 27-16,3,3,Sun,3,13,4.33,0,JonePa20
Jacoby Jones,WR,24.072,2008-09-21,NFL,HOU,@,TEN,L 12-31,2,3,Sun,4,45,11.25,0,JoneJa03
Mark Jones,WR-P,27.323,2008-09-21,NFL,CAR,@,MIN,L 10-20,3,3,Sun,5,50,10.00,0,JoneMa01
Jim Leonhard,S,25.330,2008-09-21,NFL,BAL,,CLE,W 28-10,2,3,Sun,1,21,21.00,0,LeonJi23
Dennis Northcutt,WR/K,30.274,2008-09-21,NFL,JAX,@,IND,W 23-21,3,3,Sun,1,2,2.00,0,NortDe00
Roscoe Parrish,WR,26.067,2008-09-21,NFL,BUF,,OAK,W 24-23,3,3,Sun,2,9,4.50,0,ParrRo00
Antwaan Randle El,WR,29.035,2008-09-21,NFL,WAS,,ARI,W 24-17,3,3,Sun,1,6,6.00,0,RandAn00
Allen Rossum,CB,32.335,2008-09-21,NFL,SFO,,DET,W 31-13,3,3,Sun,3,38,12.67,0,RossAl99
Eddie Royal,WR,22.123,2008-09-21,NFL,DEN,,NOR,W 34-32,3,3,Sun,1,22,22.00,0,RoyaEd00
B.J. Sams,KR,27.328,2008-09-21,NFL,KAN,@,ATL,L 14-38,3,3,Sun,3,14,4.67,0,SamsB.00
Nathan Vasher,CB,26.309,2008-09-21,NFL,CHI,,TAM,L 24-27,3,3,Sun,3,25,8.33,0,VashNa99
Brian Witherspoon,CB,23.108,2008-09-21,NFL,JAX,@,IND,W 23-21,3,3,Sun,1,-1,-1.00,0,WithBr20
Will Blackmon,CB,23.337,2008-09-28,NFL,GNB,@,TAM,L 21-30,4,4,Sun,2,21,10.50,0,BlacWi20
Steve Breaston,WR,25.039,2008-09-28,NFL,ARI,@,NYJ,L 35-56,4,4,Sun,2,10,5.00,0,BreaSt00
Chris Carr,DB,25.151,2008-09-28,NFL,TEN,,MIN,W 30-17,4,4,Sun,4,55,13.75,0,CarrCh22
Antonio Chatman,WR,29.229,2008-09-28,NFL,CIN,,CLE,L 12-20,4,4,Sun,1,9,9.00,0,ChatAn00
Josh Cribbs,WR,25.111,2008-09-28,NFL,CLE,@,CIN,W 20-12,4,4,Sun,2,10,5.00,0,CribJo01
Charles Gordon,CB,24.072,2008-09-28,NFL,MIN,@,TEN,L 17-30,4,4,Sun,3,19,6.33,0,GordCh20
Dante Hall,WR,30.027,2008-09-28,NFL,STL,,BUF,L 14-31,4,4,Sun,1,8,8.00,0,HallDa00
Devin Hester,KR/P,25.329,2008-09-28,NFL,CHI,,PHI,W 24-20,4,4,Sun,4,1,0.25,0,HestDe99
Johnnie Lee Higgins,WR,25.020,2008-09-28,NFL,OAK,,SDG,L 18-28,4,4,Sun,3,34,11.33,0,HiggJo00
DeSean Jackson,WR,21.302,2008-09-28,NFL,PHI,@,CHI,L 20-24,4,4,Sun,4,37,9.25,0,JackDe00
Dexter Jackson,WR,22.054,2008-09-28,NFL,TAM,,GNB,W 30-21,4,4,Sun,1,19,19.00,0,JackDe01
Fred Jackson,RB,27.221,2008-09-28,NFL,BUF,@,STL,W 31-14,4,4,Sun,3,52,17.33,0,JackFr02
Adam Jennings,WR,25.316,2008-09-28,NFL,ATL,@,CAR,L 9-24,4,4,Sun,2,25,12.50,0,JennAd00
Adam Jones,SS,24.364,2008-09-28,NFL,DAL,,WAS,L 24-26,4,4,Sun,3,14,4.67,0,JonePa20
Jacoby Jones,WR,24.079,2008-09-28,NFL,HOU,@,JAX,L 27-30,3,4,Sun,2,23,11.50,0,JoneJa03
Mark Jones,WR-P,27.330,2008-09-28,NFL,CAR,,ATL,W 24-9,4,4,Sun,2,5,2.50,0,JoneMa01
Leodis McKelvin,CB,23.027,2008-09-28,NFL,BUF,@,STL,W 31-14,4,4,Sun,2,26,13.00,0,McKeLe99
Antwaan Randle El,WR,29.042,2008-09-28,NFL,WAS,@,DAL,W 26-24,4,4,Sun,4,41,10.25,0,RandAn00
Eddie Royal,WR,22.130,2008-09-28,NFL,DEN,@,KAN,L 19-33,4,4,Sun,1,36,36.00,0,RoyaEd00
Dantrell Savage,RB,23.226,2008-09-28,NFL,KAN,,DEN,W 33-19,4,4,Sun,1,1,1.00,0,SavaDa20
Darren Sproles,RB-K,25.100,2008-09-28,NFL,SDG,@,OAK,W 28-18,4,4,Sun,3,18,6.00,0,SproDa00
Leon Washington,RB,26.030,2008-09-28,NFL,NYJ,,ARI,W 56-35,4,4,Sun,1,9,9.00,0,WashLe00
Brian Witherspoon,CB,23.115,2008-09-28,NFL,JAX,,HOU,W 30-27,4,4,Sun,2,43,21.50,0,WithBr20
Yamon Figurs,WR,25.263,2008-09-29,NFL,BAL,@,PIT,L 20-23,3,4,Mon,4,7,1.75,0,FiguYa00
Santonio Holmes,WR,24.210,2008-09-29,NFL,PIT,,BAL,W 23-20,4,4,Mon,6,28,4.67,0,HolmSa00
Davone Bess,WR,23.022,2008-10-05,NFL,MIA,,SDG,W 17-10,4,5,Sun,3,21,7.00,0,BessDa00
Chris Carr,DB,25.158,2008-10-05,NFL,TEN,@,BAL,W 13-10,5,5,Sun,1,33,33.00,0,CarrCh22
Antonio Chatman,WR,29.236,2008-10-05,NFL,CIN,@,DAL,L 22-31,5,5,Sun,1,8,8.00,0,ChatAn00
Nate Clements,LCB,28.298,2008-10-05,NFL,SFO,,NWE,L 21-30,5,5,Sun,1,13,13.00,0,ClemNa99
Kevin Faulk,RB,32.122,2008-10-05,NFL,NWE,@,SFO,W 30-21,4,5,Sun,2,19,9.50,0,FaulKe00
Yamon Figurs,WR,25.269,2008-10-05,NFL,BAL,,TEN,L 10-13,4,5,Sun,1,7,7.00,0,FiguYa00
Justin Forsett,RB,22.357,2008-10-05,NFL,IND,@,HOU,W 31-27,4,5,Sun,1,6,6.00,0,ForsJu00
Ted Ginn,WR,23.176,2008-10-05,NFL,MIA,,SDG,W 17-10,4,5,Sun,1,11,11.00,0,GinnTe00
Devin Hester,WR,25.336,2008-10-05,NFL,CHI,@,DET,W 34-7,5,5,Sun,4,24,6.00,0,HestDe99
Santonio Holmes,WR,24.216,2008-10-05,NFL,PIT,@,JAX,W 26-21,5,5,Sun,3,15,5.00,0,HolmSa00
DeSean Jackson,WR,21.309,2008-10-05,NFL,PHI,,WAS,L 17-23,5,5,Sun,1,68,68.00,1,JackDe00
Dexter Jackson,WR,22.061,2008-10-05,NFL,TAM,@,DEN,L 13-16,5,5,Sun,4,19,4.75,0,JackDe01
Fred Jackson,RB,27.228,2008-10-05,NFL,BUF,@,ARI,L 17-41,5,5,Sun,2,34,17.00,0,JackFr02
Adam Jennings,WR,25.323,2008-10-05,NFL,ATL,@,GNB,W 27-24,5,5,Sun,2,3,1.50,0,JennAd00
Adam Jones,LCB,25.005,2008-10-05,NFL,DAL,,CIN,W 31-22,5,5,Sun,2,15,7.50,0,JonePa20
Mark Jones,WR-P,27.337,2008-10-05,NFL,CAR,,KAN,W 34-0,5,5,Sun,5,68,13.60,0,JoneMa01
Glenn Martinez,WR,26.310,2008-10-05,NFL,DEN,,TAM,W 16-13,5,5,Sun,2,9,4.50,0,MartGl00
R.W. McQuarters,CB,31.289,2008-10-05,NFL,NYG,,SEA,W 44-6,4,5,Sun,4,41,10.25,0,McQuR.20
Antwaan Randle El,WR,29.049,2008-10-05,NFL,WAS,@,PHI,W 23-17,5,5,Sun,3,29,9.67,0,RandAn00
Eddie Royal,WR,22.137,2008-10-05,NFL,DEN,,TAM,W 16-13,5,5,Sun,3,31,10.33,0,RoyaEd00
Dantrell Savage,RB,23.233,2008-10-05,NFL,KAN,@,CAR,L 0-34,5,5,Sun,2,-2,-1.00,0,SavaDa20
Darren Sproles,RB-K,25.107,2008-10-05,NFL,SDG,@,MIA,L 10-17,5,5,Sun,2,34,17.00,0,SproDa00
Brian Witherspoon,CB,23.122,2008-10-05,NFL,JAX,,PIT,L 21-26,5,5,Sun,2,1,0.50,0,WithBr20
Reggie Bush,RB,23.218,2008-10-06,NFL,NOR,,MIN,L 27-30,5,5,Mon,5,176,35.20,2,BushRe00
Davone Bess,WR,23.029,2008-10-12,NFL,MIA,@,HOU,L 28-29,5,6,Sun,1,25,25.00,0,BessDa00
Will Blackmon,CB,23.351,2008-10-12,NFL,GNB,@,SEA,W 27-17,6,6,Sun,4,39,9.75,0,BlacWi20
Steve Breaston,WR,25.053,2008-10-12,NFL,ARI,,DAL,W 30-24,6,6,Sun,5,48,9.60,0,BreaSt00
Reggie Bush,RB,23.224,2008-10-12,NFL,NOR,,OAK,W 34-3,6,6,Sun,1,8,8.00,0,BushRe00
Antonio Chatman,WR,29.243,2008-10-12,NFL,CIN,@,NYJ,L 14-26,6,6,Sun,1,10,10.00,0,ChatAn00
Yamon Figurs,WR,25.276,2008-10-12,NFL,BAL,@,IND,L 3-31,5,6,Sun,2,8,4.00,0,FiguYa00
Mike Furrey,WR,31.153,2008-10-12,NFL,DET,@,MIN,L 10-12,5,6,Sun,1,0,0.00,0,FurrMi00
Charles Gordon,CB,24.086,2008-10-12,NFL,MIN,,DET,W 12-10,6,6,Sun,3,5,1.67,0,GordCh20
Dante Hall,WR,30.041,2008-10-12,NFL,STL,@,WAS,W 19-17,5,6,Sun,1,34,34.00,0,HallDa00
Johnnie Lee Higgins,WR,25.034,2008-10-12,NFL,OAK,@,NOR,L 3-34,5,6,Sun,1,35,35.00,0,HiggJo00
DeSean Jackson,WR,21.316,2008-10-12,NFL,PHI,@,SFO,W 40-26,6,6,Sun,2,28,14.00,0,JackDe00
Dexter Jackson,WR,22.068,2008-10-12,NFL,TAM,,CAR,W 27-3,6,6,Sun,3,26,8.67,0,JackDe01
Adam Jennings,WR,25.330,2008-10-12,NFL,ATL,,CHI,W 22-20,6,6,Sun,1,6,6.00,0,JennAd00
Adam Jones,LCB,25.012,2008-10-12,NFL,DAL,@,ARI,L 24-30,6,6,Sun,3,19,6.33,0,JonePa20
Jacoby Jones,WR,24.093,2008-10-12,NFL,HOU,,MIA,W 29-28,5,6,Sun,4,87,21.75,1,JoneJa03
Mark Jones,WR,27.344,2008-10-12,NFL,CAR,@,TAM,L 3-27,6,6,Sun,1,9,9.00,0,JoneMa01
Greg Lewis,WR,28.243,2008-10-12,NFL,PHI,@,SFO,W 40-26,6,6,Sun,1,6,6.00,0,LewiGr01
Glenn Martinez,WR,26.317,2008-10-12,NFL,DEN,,JAX,L 17-24,6,6,Sun,3,47,15.67,0,MartGl00
Shaun McDonald,WR,27.121,2008-10-12,NFL,DET,@,MIN,L 10-12,5,6,Sun,3,25,8.33,0,McDoSh00
Dennis Northcutt,WR/K,30.295,2008-10-12,NFL,JAX,@,DEN,W 24-17,6,6,Sun,3,14,4.67,0,NortDe00
Antwaan Randle El,WR,29.056,2008-10-12,NFL,WAS,,STL,L 17-19,6,6,Sun,4,19,4.75,0,RandAn00
Keiwan Ratliff,DB,27.176,2008-10-12,NFL,IND,,BAL,W 31-3,5,6,Sun,3,16,5.33,0,RatlKe20
Allen Rossum,WR,32.356,2008-10-12,NFL,SFO,,PHI,L 26-40,6,6,Sun,1,45,45.00,0,RossAl99
Darren Sproles,RB-K,25.114,2008-10-12,NFL,SDG,,NWE,W 30-10,6,6,Sun,2,50,25.00,0,SproDa00
Leon Washington,RB/K,26.044,2008-10-12,NFL,NYJ,,CIN,W 26-14,5,6,Sun,5,77,15.40,0,WashLe00
Josh Cribbs,WR,25.126,2008-10-13,NFL,CLE,,NYG,W 35-14,5,6,Mon,1,3,3.00,0,CribJo01
Arnaz Battle,WR,28.240,2008-10-19,NFL,SFO,@,NYG,L 17-29,7,7,Sun,1,-3,-3.00,0,BattAr00
Davone Bess,WR,23.036,2008-10-19,NFL,MIA,,BAL,L 13-27,6,7,Sun,2,10,5.00,0,BessDa00
Will Blackmon,CB,23.358,2008-10-19,NFL,GNB,,IND,W 34-14,7,7,Sun,3,26,8.67,0,BlacWi20
Reggie Bush,RB,23.231,2008-10-19,NFL,NOR,@,CAR,L 7-30,7,7,Sun,3,16,5.33,0,BushRe00
Chris Carr,DB,25.172,2008-10-19,NFL,TEN,@,KAN,W 34-10,6,7,Sun,2,2,1.00,0,CarrCh22
Antonio Chatman,WR,29.250,2008-10-19,NFL,CIN,,PIT,L 10-38,7,7,Sun,3,6,2.00,0,ChatAn00
Nate Clements,LCB,28.312,2008-10-19,NFL,SFO,@,NYG,L 17-29,7,7,Sun,2,3,1.50,0,ClemNa99
Patrick Crayton,WR,29.195,2008-10-19,NFL,DAL,@,STL,L 14-34,7,7,Sun,2,41,20.50,0,CrayPa00
Josh Cribbs,WR,25.132,2008-10-19,NFL,CLE,@,WAS,L 11-14,6,7,Sun,5,48,9.60,0,CribJo01
Bobby Engram,WR,35.286,2008-10-19,NFL,SEA,@,TAM,L 10-20,6,7,Sun,1,6,6.00,0,EngrBo00
Justin Forsett,RB,23.005,2008-10-19,NFL,SEA,@,TAM,L 10-20,6,7,Sun,2,36,18.00,0,ForsJu00
Charles Gordon,CB,24.093,2008-10-19,NFL,MIN,@,CHI,L 41-48,7,7,Sun,2,3,1.50,0,GordCh20
Dante Hall,WR,30.048,2008-10-19,NFL,STL,,DAL,W 34-14,6,7,Sun,1,10,10.00,0,HallDa00
Johnnie Lee Higgins,WR,25.041,2008-10-19,NFL,OAK,,NYJ,W 16-13,6,7,Sun,3,33,11.00,0,HiggJo00
Domenik Hixon,WR,24.011,2008-10-19,NFL,NYG,,SFO,W 29-17,6,7,Sun,2,8,4.00,0,HixoDo00
Santonio Holmes,WR,24.230,2008-10-19,NFL,PIT,@,CIN,W 38-10,6,7,Sun,3,21,7.00,0,HolmSa00
Dexter Jackson,WR,22.075,2008-10-19,NFL,TAM,,SEA,W 20-10,7,7,Sun,2,3,1.50,0,JackDe01
Jacoby Jones,WR,24.100,2008-10-19,NFL,HOU,,DET,W 28-21,6,7,Sun,2,-12,-6.00,0,JoneJa03
Mark Jones,WR,27.351,2008-10-19,NFL,CAR,,NOR,W 30-7,7,7,Sun,2,26,13.00,0,JoneMa01
Jim Leonhard,SS,25.358,2008-10-19,NFL,BAL,@,MIA,W 27-13,6,7,Sun,2,12,6.00,0,LeonJi23
Lance Moore,WR,25.049,2008-10-19,NFL,NOR,@,CAR,L 7-30,7,7,Sun,1,11,11.00,0,MoorLa00
Santana Moss,WR,29.140,2008-10-19,NFL,WAS,,CLE,W 14-11,7,7,Sun,1,8,8.00,0,MossSa00
Roscoe Parrish,WR,26.095,2008-10-19,NFL,BUF,,SDG,W 23-14,6,7,Sun,1,5,5.00,0,ParrRo00
Antwaan Randle El,WR,29.063,2008-10-19,NFL,WAS,,CLE,W 14-11,7,7,Sun,3,22,7.33,0,RandAn00
Dantrell Savage,RB,23.247,2008-10-19,NFL,KAN,,TEN,L 10-34,6,7,Sun,1,2,2.00,0,SavaDa20
Darren Sproles,RB-K,25.121,2008-10-19,NFL,SDG,@,BUF,L 14-23,7,7,Sun,2,16,8.00,0,SproDa00
Aqib Talib,CB,22.249,2008-10-19,NFL,TAM,,SEA,W 20-10,7,7,Sun,1,0,0.00,0,TaliAq99
Leon Washington,RB/K,26.051,2008-10-19,NFL,NYJ,@,OAK,L 13-16,6,7,Sun,3,0,0.00,0,WashLe00
Eddie Royal,WR,22.152,2008-10-20,NFL,DEN,@,NWE,L 7-41,7,7,Mon,1,8,8.00,0,RoyaEd00
Wes Welker,WR,27.172,2008-10-20,NFL,NWE,,DEN,W 41-7,6,7,Mon,3,63,21.00,0,WelkWe00
Arnaz Battle,WR,28.247,2008-10-26,NFL,SFO,,SEA,L 13-34,8,8,Sun,1,15,15.00,0,BattAr00
Steve Breaston,WR,25.067,2008-10-26,NFL,ARI,@,CAR,L 23-27,7,8,Sun,2,0,0.00,0,BreaSt00
Antonio Chatman,WR,29.257,2008-10-26,NFL,CIN,@,HOU,L 6-35,8,8,Sun,1,15,15.00,0,ChatAn00
