Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id 
Ron Dayne,RB,29.207,2007-10-07,NFL,HOU,,MIA,W 22-19,5,5,Sun,16,40,2.50,1,DaynRo00
Trent Dilfer,QB,35.208,2007-10-07,NFL,SFO,,BAL,L 7-9,5,5,Sun,1,4,4.00,0,DilfTr00
Reuben Droughns,RB,29.047,2007-10-07,NFL,NYG,,NYJ,W 35-24,5,5,Sun,2,15,7.50,0,DrouRe00
Warrick Dunn,RB,32.275,2007-10-07,NFL,ATL,@,TEN,L 13-20,5,5,Sun,10,27,2.70,0,DunnWa00
Kyle Eckel,FB,25.281,2007-10-07,NFL,NWE,,CLE,W 34-17,5,5,Sun,6,16,2.67,0,EckeKy00
Kevin Faulk,RB,31.124,2007-10-07,NFL,NWE,,CLE,W 34-17,5,5,Sun,3,6,2.00,0,FaulKe00
Yamon Figurs,WR/R,24.270,2007-10-07,NFL,BAL,@,SFO,W 9-7,5,5,Sun,1,-1,-1.00,0,FiguYa00
DeShaun Foster,RB,27.270,2007-10-07,NFL,CAR,@,NOR,W 16-13,5,5,Sun,19,59,3.11,0,FostDe00
Gus Frerotte,QB,36.068,2007-10-07,NFL,STL,,ARI,L 31-34,5,5,Sun,1,1,1.00,0,FrerGu00
Samkon Gado,RB,24.328,2007-10-07,NFL,HOU,,MIA,W 22-19,5,5,Sun,8,19,2.38,0,GadoSa00
Jeff Garcia,QB,37.225,2007-10-07,NFL,TAM,@,IND,L 14-33,5,5,Sun,1,7,7.00,0,GarcJe00
David Garrard,QB,29.235,2007-10-07,NFL,JAX,@,KAN,W 17-7,4,5,Sun,4,9,2.25,0,GarrDa00
Bryan Gilmore,WR,29.078,2007-10-07,NFL,SFO,,BAL,L 7-9,5,5,Sun,1,-8,-8.00,0,GilmBr00
Frank Gore,RB,24.146,2007-10-07,NFL,SFO,,BAL,L 7-9,5,5,Sun,16,52,3.25,0,GoreFr00
Earnest Graham,RB,27.265,2007-10-07,NFL,TAM,@,IND,L 14-33,5,5,Sun,6,11,1.83,0,GrahEa00
Trent Green,QB,37.090,2007-10-07,NFL,MIA,@,HOU,L 19-22,5,5,Sun,2,23,11.50,0,GreeTr00
Brian Griese,QB,32.203,2007-10-07,NFL,CHI,@,GNB,W 27-20,5,5,Sun,1,-1,-1.00,0,GrieBr00
Dante Hall,WR,29.036,2007-10-07,NFL,STL,,ARI,L 31-34,5,5,Sun,1,8,8.00,0,HallDa00
Travis Henry,RB,28.343,2007-10-07,NFL,DEN,,SDG,L 3-41,5,5,Sun,16,65,4.06,0,HenrTr00
Craig Hentrich,P/K,36.142,2007-10-07,NFL,TEN,,ATL,W 20-13,4,5,Sun,1,-8,-8.00,0,hentrcra01
Devin Hester,KR/W,24.337,2007-10-07,NFL,CHI,@,GNB,W 27-20,5,5,Sun,1,5,5.00,0,HestDe99
Maurice Hicks,RB,29.077,2007-10-07,NFL,SFO,,BAL,L 7-9,5,5,Sun,1,1,1.00,0,HickMa00
Brandon Jacobs,RB,25.093,2007-10-07,NFL,NYG,,NYJ,W 35-24,5,5,Sun,20,100,5.00,1,JacoBr00
Edgerrin James,RB,29.067,2007-10-07,NFL,ARI,@,STL,W 34-31,5,5,Sun,26,88,3.38,0,JameEd00
Larry Johnson,RB,27.322,2007-10-07,NFL,KAN,,JAX,L 7-17,5,5,Sun,9,12,1.33,0,JohnLa00
Greg Jones,FB/R,26.151,2007-10-07,NFL,JAX,@,KAN,W 17-7,4,5,Sun,6,14,2.33,0,JoneGr01
Kevin Jones,RB,25.047,2007-10-07,NFL,DET,@,WAS,L 3-34,5,5,Sun,11,48,4.36,0,JoneKe02
Thomas Jones,RB,29.049,2007-10-07,NFL,NYJ,@,NYG,L 24-35,5,5,Sun,13,36,2.77,0,JoneTh00
Maurice Jones-Drew,RB,22.198,2007-10-07,NFL,JAX,@,KAN,W 17-7,4,5,Sun,9,82,9.11,1,DrewMa00
Mike Karney,FB,26.093,2007-10-07,NFL,NOR,,CAR,L 13-16,4,5,Sun,1,2,2.00,1,KarnMi00
Kenton Keith,RB,27.085,2007-10-07,NFL,IND,,TAM,W 33-14,5,5,Sun,28,121,4.32,2,KeitKe00
Jon Kitna,QB,35.016,2007-10-07,NFL,DET,@,WAS,L 3-34,5,5,Sun,3,3,1.00,0,KitnJo00
Dan Kreider,FB,30.210,2007-10-07,NFL,PIT,,SEA,W 21-0,5,5,Sun,1,2,2.00,0,KreiDa00
Luke Lawton,RB,27.042,2007-10-07,NFL,IND,,TAM,W 33-14,5,5,Sun,1,0,0.00,0,LawtLu00
Byron Leftwich,QB,27.266,2007-10-07,NFL,ATL,@,TEN,L 13-20,5,5,Sun,3,1,0.33,0,LeftBy00
Brian Leonard,RB,23.246,2007-10-07,NFL,STL,,ARI,L 31-34,5,5,Sun,18,102,5.67,0,LeonBr00
Jamal Lewis,RB,28.039,2007-10-07,NFL,CLE,@,NWE,L 17-34,5,5,Sun,1,11,11.00,0,LewiJa00
Eli Manning,QB,26.277,2007-10-07,NFL,NYG,,NYJ,W 35-24,5,5,Sun,4,17,4.25,0,MannEl00
Peyton Manning,QB,31.197,2007-10-07,NFL,IND,,TAM,W 33-14,5,5,Sun,2,-2,-1.00,0,MannPe00
Le'Ron McClain,FB,22.284,2007-10-07,NFL,BAL,@,SFO,W 9-7,5,5,Sun,1,2,2.00,0,McClLe00
Willis McGahee,HB,25.351,2007-10-07,NFL,BAL,@,SFO,W 9-7,5,5,Sun,22,88,4.00,0,McGaWi00
Steve McNair,QB,34.235,2007-10-07,NFL,BAL,@,SFO,W 9-7,5,5,Sun,4,10,2.50,0,McNaSt00
Travis Minor,RB,28.099,2007-10-07,NFL,STL,,ARI,L 31-34,5,5,Sun,3,12,4.00,0,MinoTr00
Vernand Morency,RB,27.245,2007-10-07,NFL,GNB,,CHI,L 20-27,5,5,Sun,9,43,4.78,0,MoreVe00
Sammy Morris,RB,30.198,2007-10-07,NFL,NWE,,CLE,W 34-17,5,5,Sun,21,102,4.86,0,MorrSa00
Ovie Mughelli,FB,27.119,2007-10-07,NFL,ATL,@,TEN,L 13-20,5,5,Sun,1,1,1.00,0,MughOv00
Lorenzo Neal,FB,36.284,2007-10-07,NFL,SDG,@,DEN,W 41-3,5,5,Sun,1,3,3.00,0,NealLo00
Jerious Norwood,RB,24.070,2007-10-07,NFL,ATL,@,TEN,L 13-20,5,5,Sun,6,23,3.83,0,NorwJe00
Willie Parker,RB,26.330,2007-10-07,NFL,PIT,,SEA,W 21-0,5,5,Sun,28,102,3.64,0,ParkWi00
Chad Pennington,QB,31.103,2007-10-07,NFL,NYJ,@,NYG,L 24-35,5,5,Sun,2,6,3.00,0,PennCh01
Adrian Peterson,RB,28.098,2007-10-07,NFL,CHI,@,GNB,W 27-20,5,5,Sun,3,12,4.00,0,PeteAd00
Artose Pinner,RB,29.275,2007-10-07,NFL,ATL,@,TEN,L 13-20,5,5,Sun,1,49,49.00,0,PinnAr00
Michael Pittman,RB,32.054,2007-10-07,NFL,TAM,@,IND,L 14-33,5,5,Sun,5,-1,-0.20,0,PittMi00
Clinton Portis,RB,26.036,2007-10-07,NFL,WAS,,DET,W 34-3,4,5,Sun,18,72,4.00,0,PortCl00
Philip Rivers,QB,25.303,2007-10-07,NFL,SDG,@,DEN,W 41-3,5,5,Sun,2,-3,-1.50,1,RivePh00
Ben Roethlisberger,QB,25.219,2007-10-07,NFL,PIT,,SEA,W 21-0,5,5,Sun,1,1,1.00,0,RoetBe00
Matt Schaub,QB,26.104,2007-10-07,NFL,HOU,,MIA,W 22-19,5,5,Sun,3,6,2.00,0,SchaMa00
Mike Sellers,FB,32.078,2007-10-07,NFL,WAS,,DET,W 34-3,4,5,Sun,5,24,4.80,1,SellMi00
Marcel Shipp,RB,29.060,2007-10-07,NFL,ARI,@,STL,W 34-31,5,5,Sun,1,10,10.00,0,ShipMa00
Brad Smith,WR,23.299,2007-10-07,NFL,NYJ,@,NYG,L 24-35,5,5,Sun,1,0,0.00,0,SmitBr01
Musa Smith,RB,25.129,2007-10-07,NFL,BAL,@,SFO,W 9-7,5,5,Sun,5,2,0.40,0,SmitMu00
Darren Sproles,RB/K,24.109,2007-10-07,NFL,SDG,@,DEN,W 41-3,5,5,Sun,1,2,2.00,0,SproDa00
Donte' Stallworth,WR,26.331,2007-10-07,NFL,NWE,,CLE,W 34-17,5,5,Sun,1,12,12.00,0,StalDo00
Aaron Stecker,RB,31.328,2007-10-07,NFL,NOR,,CAR,L 13-16,4,5,Sun,4,12,3.00,0,StecAa00
Fred Taylor,RB,31.253,2007-10-07,NFL,JAX,@,KAN,W 17-7,4,5,Sun,16,51,3.19,0,TaylFr00
Pierre Thomas,RB,22.293,2007-10-07,NFL,NOR,,CAR,L 13-16,4,5,Sun,1,3,3.00,0,ThomPi00
LaDainian Tomlinson*,RB,28.106,2007-10-07,NFL,SDG,@,DEN,W 41-3,5,5,Sun,21,67,3.19,0,TomlLa00
Michael Turner,RB,25.236,2007-10-07,NFL,SDG,@,DEN,W 41-3,5,5,Sun,10,147,14.70,1,TurnMi00
Lawrence Vickers,FB,24.152,2007-10-07,NFL,CLE,@,NWE,L 17-34,5,5,Sun,1,4,4.00,0,VickLa00
Billy Volek,QB,31.162,2007-10-07,NFL,SDG,@,DEN,W 41-3,5,5,Sun,2,-2,-1.00,0,VoleBi00
Seneca Wallace,QB,27.062,2007-10-07,NFL,SEA,@,PIT,L 0-21,5,5,Sun,1,11,11.00,0,WallSe00
Kevin Walter,WR,26.064,2007-10-07,NFL,HOU,,MIA,W 22-19,5,5,Sun,1,9,9.00,0,WaltKe00
Derrick Ward,RB,27.038,2007-10-07,NFL,NYG,,NYJ,W 35-24,5,5,Sun,13,56,4.31,1,WardDe01
Kurt Warner*,QB,36.107,2007-10-07,NFL,ARI,@,STL,W 34-31,5,5,Sun,3,0,0.00,1,WarnKu00
Leon Washington,RB,25.039,2007-10-07,NFL,NYJ,@,NYG,L 24-35,5,5,Sun,9,13,1.44,0,WashLe00
Ben Watson,TE,26.293,2007-10-07,NFL,NWE,,CLE,W 34-17,5,5,Sun,1,11,11.00,0,WatsBe00
Reggie Wayne,WR,28.324,2007-10-07,NFL,IND,,TAM,W 33-14,5,5,Sun,1,4,4.00,0,WaynRe00
Steve Weatherford,P,24.294,2007-10-07,NFL,NOR,,CAR,L 13-16,4,5,Sun,1,5,5.00,0,WeatSt20
Leonard Weaver,FB,25.014,2007-10-07,NFL,SEA,@,PIT,L 0-21,5,5,Sun,1,2,2.00,0,WeavLe00
LenDale White,RB,22.291,2007-10-07,NFL,TEN,,ATL,W 20-13,4,5,Sun,12,32,2.67,0,WhitLe01
Roddy White,WR,25.339,2007-10-07,NFL,ATL,@,TEN,L 13-20,5,5,Sun,1,-2,-2.00,0,WhitRo00
DeAngelo Williams,RB,24.165,2007-10-07,NFL,CAR,@,NOR,W 16-13,5,5,Sun,7,23,3.29,0,WillDe02
Garrett Wolfe,RB,23.051,2007-10-07,NFL,CHI,@,GNB,W 27-20,5,5,Sun,1,2,2.00,0,WolfGa00
Jason Wright,RB,25.087,2007-10-07,NFL,CLE,@,NWE,L 17-34,5,5,Sun,15,59,3.93,0,WrigJa01
DeShawn Wynn,RB,23.363,2007-10-07,NFL,GNB,,CHI,L 20-27,5,5,Sun,13,78,6.00,1,WynnDe00
Selvin Young,RB,24.006,2007-10-07,NFL,DEN,,SDG,L 3-41,5,5,Sun,1,0,0.00,0,YounSe00
Vince Young,QB,24.142,2007-10-07,NFL,TEN,,ATL,W 20-13,4,5,Sun,8,27,3.38,0,YounVi00
Marion Barber,RB,24.120,2007-10-08,NFL,DAL,@,BUF,W 25-24,5,5,Mon,8,28,3.50,0,BarbMa01
Trent Edwards,QB,23.343,2007-10-08,NFL,BUF,,DAL,L 24-25,5,5,Mon,1,6,6.00,0,EdwaTr01
Julius Jones,RB,26.055,2007-10-08,NFL,DAL,@,BUF,W 25-24,5,5,Mon,12,41,3.42,0,JoneJu01
Marshawn Lynch,RB,21.169,2007-10-08,NFL,BUF,,DAL,L 24-25,5,5,Mon,20,66,3.30,0,LyncMa00
Brian Moorman,P,31.245,2007-10-08,NFL,BUF,,DAL,L 24-25,5,5,Mon,1,10,10.00,0,MoorBr24
Roscoe Parrish,WR,25.084,2007-10-08,NFL,BUF,,DAL,L 24-25,5,5,Mon,1,-3,-3.00,0,ParrRo00
Tony Romo,QB,27.170,2007-10-08,NFL,DAL,@,BUF,W 25-24,5,5,Mon,2,7,3.50,0,RomoTo00
Dwayne Wright,RB,24.128,2007-10-08,NFL,BUF,,DAL,L 24-25,5,5,Mon,1,2,2.00,0,WrigDw01
Shaun Alexander,RB,30.045,2007-10-14,NFL,SEA,,NOR,L 17-28,6,6,Sun,14,35,2.50,0,AlexSh00
Derek Anderson,QB,24.121,2007-10-14,NFL,CLE,,MIA,W 41-31,6,6,Sun,5,13,2.60,1,AndeDe00
Mike Anderson,RB,34.023,2007-10-14,NFL,BAL,,STL,W 22-3,6,6,Sun,1,2,2.00,0,AndeMi00
Marion Barber,RB,24.126,2007-10-14,NFL,DAL,,NWE,L 27-48,6,6,Sun,9,49,5.44,0,BarbMa01
Michael Bennett,RB,29.062,2007-10-14,NFL,KAN,,CIN,W 27-20,6,6,Sun,2,3,1.50,0,BennMi00
Cedric Benson,RB,24.290,2007-10-14,NFL,CHI,,MIN,L 31-34,6,6,Sun,18,67,3.72,0,BensCe00
Ladell Betts,RB,28.048,2007-10-14,NFL,WAS,@,GNB,L 14-17,5,6,Sun,3,10,3.33,0,BettLa00
Kyle Boller,QB,26.119,2007-10-14,NFL,BAL,,STL,W 22-3,6,6,Sun,2,6,3.00,0,BollKy00
Tom Brady,QB,30.072,2007-10-14,NFL,NWE,@,DAL,W 48-27,6,6,Sun,3,5,1.67,0,BradTo00
Steve Breaston,WR,24.055,2007-10-14,NFL,ARI,,CAR,L 10-25,6,6,Sun,1,10,10.00,0,BreaSt00
Drew Brees,QB,28.272,2007-10-14,NFL,NOR,@,SEA,W 28-17,5,6,Sun,4,0,0.00,0,BreeDr00
Chris Brown,RB,26.180,2007-10-14,NFL,TEN,@,TAM,L 10-13,5,6,Sun,5,26,5.20,0,BrowCh03
Ronnie Brown,RB,25.306,2007-10-14,NFL,MIA,@,CLE,L 31-41,6,6,Sun,19,101,5.32,0,BrowRo05
Correll Buckhalter,RB,29.008,2007-10-14,NFL,PHI,@,NYJ,W 16-9,5,6,Sun,4,23,5.75,0,BuckCo00
Reggie Bush,RB,22.226,2007-10-14,NFL,NOR,@,SEA,W 28-17,5,6,Sun,19,97,5.11,0,BushRe00
Jason Campbell,QB,25.287,2007-10-14,NFL,WAS,@,GNB,L 14-17,5,6,Sun,2,6,3.00,1,CampJa00
Jerricho Cotchery,WR,25.120,2007-10-14,NFL,NYJ,,PHI,L 9-16,6,6,Sun,1,14,14.00,0,CotcJe00
Josh Cribbs,WR,24.127,2007-10-14,NFL,CLE,,MIA,W 41-31,6,6,Sun,1,4,4.00,0,CribJo01
Daunte Culpepper,QB,30.259,2007-10-14,NFL,OAK,@,SDG,L 14-28,5,6,Sun,3,-5,-1.67,0,CulpDa00
Craig Davis,WR,22.012,2007-10-14,NFL,SDG,,OAK,W 28-14,6,6,Sun,1,-1,-1.00,0,DaviCr00
Kyle Eckel,FB,25.288,2007-10-14,NFL,NWE,@,DAL,W 48-27,6,6,Sun,4,9,2.25,1,EckeKy00
Justin Fargas,RB,27.262,2007-10-14,NFL,OAK,@,SDG,L 14-28,5,6,Sun,2,10,5.00,0,FargJu00
Kevin Faulk,RB,31.131,2007-10-14,NFL,NWE,@,DAL,W 48-27,6,6,Sun,12,47,3.92,0,FaulKe00
Brett Favre*,QB,38.004,2007-10-14,NFL,GNB,,WAS,W 17-14,6,6,Sun,3,8,2.67,0,FavrBr00
DeShaun Foster,RB,27.277,2007-10-14,NFL,CAR,@,ARI,W 25-10,6,6,Sun,17,43,2.53,0,FostDe00
Gus Frerotte,QB,36.075,2007-10-14,NFL,STL,@,BAL,L 3-22,6,6,Sun,1,2,2.00,0,FrerGu00
Samkon Gado,RB,24.335,2007-10-14,NFL,HOU,@,JAX,L 17-37,6,6,Sun,4,15,3.75,0,GadoSa00
Jeff Garcia,QB,37.232,2007-10-14,NFL,TAM,,TEN,W 13-10,6,6,Sun,2,1,0.50,0,GarcJe00
David Garrard,QB,29.242,2007-10-14,NFL,JAX,,HOU,W 37-17,5,6,Sun,5,26,5.20,0,GarrDa00
Earnest Graham,RB,27.272,2007-10-14,NFL,TAM,,TEN,W 13-10,6,6,Sun,13,29,2.23,0,GrahEa00
Quinn Gray,QB,28.146,2007-10-14,NFL,JAX,,HOU,W 37-17,5,6,Sun,1,-1,-1.00,0,GrayQu00
Ahman Green,RB,30.240,2007-10-14,NFL,HOU,@,JAX,L 17-37,6,6,Sun,16,44,2.75,0,GreeAh00
Brian Griese,QB,32.210,2007-10-14,NFL,CHI,,MIN,L 31-34,6,6,Sun,1,1,1.00,0,GrieBr00
Marques Hagans,WR,24.289,2007-10-14,NFL,STL,@,BAL,L 3-22,6,6,Sun,2,-4,-2.00,0,HagaMa00
Jerome Harrison,RB,24.230,2007-10-14,NFL,CLE,,MIA,W 41-31,6,6,Sun,8,57,7.13,0,HarrJe00
Matt Hasselbeck,QB,32.019,2007-10-14,NFL,SEA,,NOR,L 17-28,6,6,Sun,2,13,6.50,0,HassMa00
Alex Haynes,RB,25.243,2007-10-14,NFL,CAR,@,ARI,W 25-10,6,6,Sun,1,2,2.00,0,HaynAl00
Devin Hester,KR/W,24.344,2007-10-14,NFL,CHI,,MIN,L 31-34,6,6,Sun,1,-3,-3.00,0,HestDe99
Damon Huard,QB,34.097,2007-10-14,NFL,KAN,,CIN,W 27-20,6,6,Sun,1,-1,-1.00,0,HuarDa00
Tony Hunt,RB,21.324,2007-10-14,NFL,PHI,@,NYJ,W 16-9,5,6,Sun,2,5,2.50,0,HuntTo01
Edgerrin James,RB,29.074,2007-10-14,NFL,ARI,,CAR,L 10-25,6,6,Sun,21,78,3.71,1,JameEd00
Larry Johnson,RB,27.329,2007-10-14,NFL,KAN,,CIN,W 27-20,6,6,Sun,31,119,3.84,1,JohnLa00
Rudi Johnson,HB,28.013,2007-10-14,NFL,CIN,@,KAN,L 20-27,5,6,Sun,4,8,2.00,0,JohnRu00
Greg Jones,FB,26.158,2007-10-14,NFL,JAX,,HOU,W 37-17,5,6,Sun,2,4,2.00,0,JoneGr01
Julius Jones,RB,26.061,2007-10-14,NFL,DAL,,NWE,L 27-48,6,6,Sun,6,51,8.50,0,JoneJu01
Thomas Jones,RB,29.056,2007-10-14,NFL,NYJ,,PHI,L 9-16,6,6,Sun,24,130,5.42,0,JoneTh00
Maurice Jones-Drew,RB,22.205,2007-10-14,NFL,JAX,,HOU,W 37-17,5,6,Sun,12,125,10.42,2,DrewMa00
LaMont Jordan,RB,28.337,2007-10-14,NFL,OAK,@,SDG,L 14-28,5,6,Sun,18,42,2.33,0,JordLa00
Mike Karney,FB,26.100,2007-10-14,NFL,NOR,@,SEA,W 28-17,5,6,Sun,1,0,0.00,0,KarnMi00
Shane Lechler,P,31.068,2007-10-14,NFL,OAK,@,SDG,L 14-28,5,6,Sun,1,-4,-4.00,0,LechSh20
Cleo Lemon,QB,28.059,2007-10-14,NFL,MIA,@,CLE,L 31-41,6,6,Sun,4,9,2.25,2,LemoCl00
Brian Leonard,RB,23.253,2007-10-14,NFL,STL,@,BAL,L 3-22,6,6,Sun,12,18,1.50,0,LeonBr00
Le'Ron McClain,FB,22.291,2007-10-14,NFL,BAL,,STL,W 22-3,6,6,Sun,1,3,3.00,0,McClLe00
Willis McGahee,HB,25.358,2007-10-14,NFL,BAL,,STL,W 22-3,6,6,Sun,25,61,2.44,1,McGaWi00
Jason McKie,FB,27.145,2007-10-14,NFL,CHI,,MIN,L 31-34,6,6,Sun,1,6,6.00,0,McKiJa00
Donovan McNabb,QB,30.323,2007-10-14,NFL,PHI,@,NYJ,W 16-9,5,6,Sun,2,3,1.50,0,McNaDo00
Travis Minor,RB,28.106,2007-10-14,NFL,STL,@,BAL,L 3-22,6,6,Sun,7,40,5.71,0,MinoTr00
Lance Moore,WR,24.044,2007-10-14,NFL,NOR,@,SEA,W 28-17,5,6,Sun,1,7,7.00,1,MoorLa00
Vernand Morency,RB,27.252,2007-10-14,NFL,GNB,,WAS,W 17-14,6,6,Sun,4,11,2.75,0,MoreVe00
Maurice Morris,RB,27.317,2007-10-14,NFL,SEA,,NOR,L 17-28,6,6,Sun,1,4,4.00,0,MorrMa00
Sammy Morris,RB,30.205,2007-10-14,NFL,NWE,@,DAL,W 48-27,6,6,Sun,10,14,1.40,0,MorrSa00
Santana Moss,WR,28.135,2007-10-14,NFL,WAS,@,GNB,L 14-17,5,6,Sun,1,0,0.00,0,MossSa00
Carson Palmer,QB,27.291,2007-10-14,NFL,CIN,@,KAN,L 20-27,5,6,Sun,1,2,2.00,0,PalmCa00
Chad Pennington,QB,31.110,2007-10-14,NFL,NYJ,,PHI,L 9-16,6,6,Sun,4,2,0.50,0,PennCh01
Adrian Peterson,RB,28.105,2007-10-14,NFL,CHI,,MIN,L 31-34,6,6,Sun,2,11,5.50,0,PeteAd00
Adrian Peterson,RB,22.207,2007-10-14,NFL,MIN,@,CHI,W 34-31,5,6,Sun,20,224,11.20,3,PeteAd01
Antonio Pittman,RB,21.299,2007-10-14,NFL,STL,@,BAL,L 3-22,6,6,Sun,5,11,2.20,0,PittAn00
Ryan Plackemeier,P,23.223,2007-10-14,NFL,SEA,,NOR,L 17-28,6,6,Sun,1,0,0.00,0,PlacRy20
Clinton Portis,RB,26.043,2007-10-14,NFL,WAS,@,GNB,L 14-17,5,6,Sun,20,64,3.20,0,PortCl00
Tim Rattay,QB,30.213,2007-10-14,NFL,ARI,,CAR,L 10-25,6,6,Sun,2,5,2.50,0,RattTi00
Tony Richardson,FB,35.301,2007-10-14,NFL,MIN,@,CHI,W 34-31,5,6,Sun,1,4,4.00,0,RichTo00
Philip Rivers,QB,25.310,2007-10-14,NFL,SDG,,OAK,W 28-14,6,6,Sun,2,1,0.50,0,RivePh00
Tony Romo,QB,27.176,2007-10-14,NFL,DAL,,NWE,L 27-48,6,6,Sun,1,-1,-1.00,0,RomoTo00
Sage Rosenfels,QB,29.222,2007-10-14,NFL,HOU,@,JAX,L 17-37,6,6,Sun,1,1,1.00,0,RoseSa00
Matt Schaub,QB,26.111,2007-10-14,NFL,HOU,@,JAX,L 17-37,6,6,Sun,2,6,3.00,0,SchaMa00
Mike Sellers,FB,32.085,2007-10-14,NFL,WAS,@,GNB,L 14-17,5,6,Sun,3,14,4.67,0,SellMi00
Brad Smith,QB,23.306,2007-10-14,NFL,NYJ,,PHI,L 9-16,6,6,Sun,1,4,4.00,0,SmitBr01
Musa Smith,RB,25.136,2007-10-14,NFL,BAL,,STL,W 22-3,6,6,Sun,2,5,2.50,0,SmitMu00
Steve Smith,WR,28.155,2007-10-14,NFL,CAR,@,ARI,W 25-10,6,6,Sun,2,15,7.50,0,SmitSt01
Terrelle Smith,FB,29.216,2007-10-14,NFL,ARI,,CAR,L 10-25,6,6,Sun,1,3,3.00,0,SmitTe00
Aaron Stecker,RB,31.335,2007-10-14,NFL,NOR,@,SEA,W 28-17,5,6,Sun,8,17,2.13,0,StecAa00
Chester Taylor,RB,28.022,2007-10-14,NFL,MIN,@,CHI,W 34-31,5,6,Sun,22,83,3.77,0,TaylCh01
Fred Taylor,RB,31.260,2007-10-14,NFL,JAX,,HOU,W 37-17,5,6,Sun,6,90,15.00,0,TaylFr00
LaDainian Tomlinson*,RB,28.113,2007-10-14,NFL,SDG,,OAK,W 28-14,6,6,Sun,24,198,8.25,4,TomlLa00
Michael Turner,RB,25.243,2007-10-14,NFL,SDG,,OAK,W 28-14,6,6,Sun,5,8,1.60,0,TurnMi00
Lawrence Vickers,FB,24.159,2007-10-14,NFL,CLE,,MIA,W 41-31,6,6,Sun,1,7,7.00,0,VickLa00
Kevin Walter,WR,26.071,2007-10-14,NFL,HOU,@,JAX,L 17-37,6,6,Sun,1,-5,-5.00,0,WaltKe00
Leon Washington,RB-K,25.046,2007-10-14,NFL,NYJ,,PHI,L 9-16,6,6,Sun,2,8,4.00,0,WashLe00
Kenny Watson,RB,29.215,2007-10-14,NFL,CIN,@,KAN,L 20-27,5,6,Sun,13,68,5.23,0,WatsKe00
Leonard Weaver,FB,25.021,2007-10-14,NFL,SEA,,NOR,L 17-28,6,6,Sun,3,40,13.33,0,WeavLe00
Brian Westbrook,RB,28.042,2007-10-14,NFL,PHI,@,NYJ,W 16-9,5,6,Sun,20,120,6.00,0,WestBr00
LenDale White,RB,22.298,2007-10-14,NFL,TEN,@,TAM,L 10-13,5,6,Sun,25,64,2.56,1,WhitLe01
DeAngelo Williams,RB,24.172,2007-10-14,NFL,CAR,@,ARI,W 25-10,6,6,Sun,10,121,12.10,1,WillDe02
Garrett Wolfe,RB,23.058,2007-10-14,NFL,CHI,,MIN,L 31-34,6,6,Sun,1,1,1.00,0,WolfGa00
Jason Wright,RB,25.094,2007-10-14,NFL,CLE,,MIA,W 41-31,6,6,Sun,20,59,2.95,1,WrigJa01
DeShawn Wynn,RB,24.005,2007-10-14,NFL,GNB,,WAS,W 17-14,6,6,Sun,13,37,2.85,1,WynnDe00
Vince Young,QB,24.149,2007-10-14,NFL,TEN,@,TAM,L 10-13,5,6,Sun,3,6,2.00,0,YounVi00
Reuben Droughns,RB,29.055,2007-10-15,NFL,NYG,@,ATL,W 31-10,6,6,Mon,14,90,6.43,1,DrouRe00
Warrick Dunn,RB,32.283,2007-10-15,NFL,ATL,,NYG,L 10-31,6,6,Mon,8,15,1.88,0,DunnWa00
Joey Harrington,QB,28.359,2007-10-15,NFL,ATL,,NYG,L 10-31,6,6,Mon,1,1,1.00,0,HarrJo00
Brandon Jacobs,RB,25.101,2007-10-15,NFL,NYG,@,ATL,W 31-10,6,6,Mon,13,86,6.62,0,JacoBr00
Jerious Norwood,RB,24.078,2007-10-15,NFL,ATL,,NYG,L 10-31,6,6,Mon,6,87,14.50,1,NorwJe00
Derrick Ward,RB,27.046,2007-10-15,NFL,NYG,@,ATL,W 31-10,6,6,Mon,8,12,1.50,1,WardDe01
Shaun Alexander,RB,30.052,2007-10-21,NFL,SEA,,STL,W 33-6,7,7,Sun,19,47,2.47,0,AlexSh00
Mike Anderson,RB,34.030,2007-10-21,NFL,BAL,@,BUF,L 14-19,7,7,Sun,3,0,0.00,0,AndeMi00
J.J. Arrington,RB,24.271,2007-10-21,NFL,ARI,@,WAS,L 19-21,7,7,Sun,1,2,2.00,0,ArriJ.00
Marion Barber,RB,24.133,2007-10-21,NFL,DAL,,MIN,W 24-14,7,7,Sun,19,96,5.05,1,BarbMa01
Michael Bennett,RB,29.069,2007-10-21,NFL,TAM,@,DET,L 16-23,7,7,Sun,3,22,7.33,0,BennMi00
Cedric Benson,RB,24.297,2007-10-21,NFL,CHI,@,PHI,W 19-16,7,7,Sun,17,46,2.71,0,BensCe00
Ladell Betts,RB,28.055,2007-10-21,NFL,WAS,,ARI,W 21-19,6,7,Sun,3,12,4.00,0,BettLa00
Kyle Boller,QB,26.126,2007-10-21,NFL,BAL,@,BUF,L 14-19,7,7,Sun,1,7,7.00,0,BollKy00
Drew Brees,QB,28.279,2007-10-21,NFL,NOR,,ATL,W 22-16,6,7,Sun,2,8,4.00,0,BreeDr00
Reggie Brown,WR,26.281,2007-10-21,NFL,PHI,,CHI,L 16-19,6,7,Sun,1,12,12.00,0,BrowRe01
