Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Jeremy Kerley,WR,24.304,2013-09-08,NFL,NYJ,,TAM,W 18-17,1,1,Sun,1,9,9.00,0,KerlJe00
Trumaine McBride,CB,27.349,2013-09-08,NFL,NYG,@,DAL,L 31-36,1,1,Sun,1,0,0.00,0,McBrTr99
Dexter McCluster,WR,24.014,2013-09-08,NFL,KAN,@,JAX,W 28-2,1,1,Sun,7,80,11.43,0,McClDe00
Eric Page,WR,21.350,2013-09-08,NFL,TAM,@,NYJ,L 17-18,1,1,Sun,3,35,11.67,0,PageEr00
Patrick Peterson,LCB,23.059,2013-09-08,NFL,ARI,@,STL,L 24-27,1,1,Sun,1,1,1.00,0,PetePa00
Rueben Randle,WR,22.124,2013-09-08,NFL,NYG,@,DAL,L 31-36,1,1,Sun,4,20,5.00,0,RandRu00
Darius Reynaud,RB,28.253,2013-09-08,NFL,TEN,@,PIT,W 16-9,1,1,Sun,5,58,11.60,0,ReynDa00
Jeremy Ross,WR,25.176,2013-09-08,NFL,GNB,@,SFO,L 28-34,1,1,Sun,1,9,9.00,0,RossJe01
Marcus Sherels,CB,25.343,2013-09-08,NFL,MIN,@,DET,L 24-34,1,1,Sun,1,6,6.00,0,SherMa20
Darren Sproles,RB,30.080,2013-09-08,NFL,NOR,,ATL,W 23-17,1,1,Sun,4,7,1.75,0,SproDa00
Micheal Spurlock,WR,30.220,2013-09-08,NFL,DET,,MIN,W 34-24,1,1,Sun,5,37,7.40,0,SpurMi00
Golden Tate,WR,25.037,2013-09-08,NFL,SEA,@,CAR,W 12-7,1,1,Sun,4,48,12.00,0,TateGo00
Marcus Thigpen,RB,27.116,2013-09-08,NFL,MIA,@,CLE,W 23-10,1,1,Sun,3,7,2.33,0,ThigMa00
Josh Thomas,LCB,24.128,2013-09-08,NFL,CAR,,SEA,L 7-12,1,1,Sun,1,0,0.00,0,ThomJo01
Kyle Williams,WR,25.051,2013-09-08,NFL,SFO,,GNB,W 34-28,1,1,Sun,2,8,4.00,0,WillKy01
Keshawn Martin,WR,23.178,2013-09-09,NFL,HOU,@,SDG,W 31-28,1,1,Mon,3,21,7.00,0,MartKe01
Santana Moss,WR,34.100,2013-09-09,NFL,WAS,,PHI,L 27-33,1,1,Mon,1,9,9.00,0,MossSa00
Eddie Royal,WR-K,27.111,2013-09-09,NFL,SDG,,HOU,L 28-31,1,1,Mon,1,5,5.00,0,RoyaEd00
Chris Thompson,RB,22.324,2013-09-09,NFL,WAS,,PHI,L 27-33,1,1,Mon,1,5,5.00,0,ThomCh03
Julian Edelman,WR,27.113,2013-09-12,NFL,NWE,,NYJ,W 13-10,2,2,Thu,6,72,12.00,0,EdelJu00
Kyle Wilson,CB,26.105,2013-09-12,NFL,NYJ,@,NWE,L 10-13,2,2,Thu,2,7,3.50,0,WilsKy99
Phillip Adams,CB,25.057,2013-09-15,NFL,OAK,,JAX,W 19-9,2,2,Sun,3,33,11.00,0,AdamPh00
Tavon Austin,WR,23.184,2013-09-15,NFL,STL,@,ATL,L 24-31,2,2,Sun,4,6,1.50,0,AustTa00
Travis Benjamin,WR,23.260,2013-09-15,NFL,CLE,@,BAL,L 6-14,2,2,Sun,4,19,4.75,0,BenjTr00
Will Blackmon,LCB,28.323,2013-09-15,NFL,JAX,@,OAK,L 9-19,2,2,Sun,1,5,5.00,0,BlacWi20
Darius Butler,CB,27.181,2013-09-15,NFL,IND,,MIA,L 20-24,2,2,Sun,1,9,9.00,0,ButlDa99
Tandon Doss,WR,23.358,2013-09-15,NFL,BAL,,CLE,W 14-6,2,2,Sun,3,43,14.33,0,DossTa00
Harry Douglas,WR,28.364,2013-09-15,NFL,ATL,,STL,W 31-24,2,2,Sun,2,4,2.00,0,DougHa00
Ted Ginn,WR,28.156,2013-09-15,NFL,CAR,@,BUF,L 23-24,2,2,Sun,2,20,10.00,0,GinnTe00
Dwayne Harris,WR,25.364,2013-09-15,NFL,DAL,@,KAN,L 16-17,2,2,Sun,1,22,22.00,0,HarrDw00
T.Y. Hilton,WR,23.305,2013-09-15,NFL,IND,,MIA,L 20-24,2,2,Sun,1,7,7.00,0,HiltT.00
Trindon Holliday,WR,27.141,2013-09-15,NFL,DEN,@,NYG,W 41-23,2,2,Sun,4,121,30.25,1,HollTr00
Keshawn Martin,WR,23.184,2013-09-15,NFL,HOU,,TEN,W 30-24,2,2,Sun,5,9,1.80,0,MartKe01
Dexter McCluster,WR,24.021,2013-09-15,NFL,KAN,,DAL,W 17-16,2,2,Sun,3,41,13.67,0,McClDe00
Leodis McKelvin,LCB,28.014,2013-09-15,NFL,BUF,,CAR,W 24-23,2,2,Sun,1,19,19.00,0,McKeLe99
Eric Page,WR,21.357,2013-09-15,NFL,TAM,,NOR,L 14-16,2,2,Sun,2,0,0.00,0,PageEr00
Patrick Peterson,LCB,23.066,2013-09-15,NFL,ARI,,DET,W 25-21,2,2,Sun,3,10,3.33,0,PetePa00
Rueben Randle,WR,22.131,2013-09-15,NFL,NYG,,DEN,L 23-41,2,2,Sun,2,13,6.50,0,RandRu00
Darius Reynaud,RB,28.260,2013-09-15,NFL,TEN,@,HOU,L 24-30,2,2,Sun,4,18,4.50,0,ReynDa00
Jeremy Ross,WR,25.183,2013-09-15,NFL,GNB,,WAS,W 38-20,2,2,Sun,1,11,11.00,0,RossJe01
Eddie Royal,WR,27.117,2013-09-15,NFL,SDG,@,PHI,W 33-30,2,2,Sun,2,5,2.50,0,RoyaEd00
Darren Sproles,RB,30.087,2013-09-15,NFL,NOR,@,TAM,W 16-14,2,2,Sun,1,-2,-2.00,0,SproDa00
Micheal Spurlock,WR,30.227,2013-09-15,NFL,DET,@,ARI,L 21-25,2,2,Sun,3,2,0.67,0,SpurMi00
Golden Tate,WR,25.044,2013-09-15,NFL,SEA,,SFO,W 29-3,2,2,Sun,2,31,15.50,0,TateGo00
Chris Thompson,RB,22.330,2013-09-15,NFL,WAS,@,GNB,L 20-38,2,2,Sun,2,9,4.50,0,ThomCh03
Kyle Williams,WR,25.058,2013-09-15,NFL,SFO,@,SEA,L 3-29,2,2,Sun,1,0,0.00,0,WillKy01
Usama Young,S,28.130,2013-09-15,NFL,OAK,,JAX,W 19-9,2,2,Sun,1,0,0.00,0,YounUs99
Antonio Brown,WR,25.068,2013-09-16,NFL,PIT,@,CIN,L 10-20,2,2,Mon,2,37,18.50,0,BrowAn04
Adam Jones,DB,29.351,2013-09-16,NFL,CIN,,PIT,W 20-10,2,2,Mon,1,6,6.00,0,JonePa20
Brandon Tate,WR,25.346,2013-09-16,NFL,CIN,,PIT,W 20-10,2,2,Mon,4,21,5.25,0,TateBr00
Damaris Johnson,WR,23.301,2013-09-19,NFL,PHI,,KAN,L 16-26,3,3,Thu,3,14,4.67,0,JohnDa04
Dexter McCluster,WR,24.025,2013-09-19,NFL,KAN,@,PHI,W 26-16,3,3,Thu,2,12,6.00,0,McClDe00
Tavon Austin,HB,23.191,2013-09-22,NFL,STL,@,DAL,L 7-31,3,3,Sun,2,16,8.00,0,AustTa00
Cole Beasley,WR,24.149,2013-09-22,NFL,DAL,,STL,W 31-7,3,3,Sun,2,15,7.50,0,BeasCo00
Travis Benjamin,WR,23.267,2013-09-22,NFL,CLE,@,MIN,W 31-27,3,3,Sun,3,20,6.67,0,BenjTr00
Will Blackmon,LCB,28.330,2013-09-22,NFL,JAX,@,SEA,L 17-45,3,3,Sun,2,-3,-1.50,0,BlacWi20
Richie Brockel,TE/F,27.060,2013-09-22,NFL,CAR,,NYG,W 38-0,3,3,Sun,1,0,0.00,0,BrocRi00
Antonio Brown,WR,25.074,2013-09-22,NFL,PIT,,CHI,L 23-40,3,3,Sun,2,4,2.00,0,BrowAn04
Tandon Doss,WR,24.000,2013-09-22,NFL,BAL,,HOU,W 30-9,3,3,Sun,2,93,46.50,1,DossTa00
Harry Douglas,WR,29.006,2013-09-22,NFL,ATL,@,MIA,L 23-27,3,3,Sun,3,4,1.33,0,DougHa00
Julian Edelman,WR,27.123,2013-09-22,NFL,NWE,,TAM,W 23-3,3,3,Sun,2,29,14.50,0,EdelJu00
Ted Ginn,WR,28.163,2013-09-22,NFL,CAR,,NYG,W 38-0,3,3,Sun,1,12,12.00,0,GinnTe00
Dwayne Harris,WR,26.006,2013-09-22,NFL,DAL,,STL,W 31-7,3,3,Sun,2,1,0.50,0,HarrDw00
T.Y. Hilton,WR,23.312,2013-09-22,NFL,IND,@,SFO,W 27-7,3,3,Sun,2,16,8.00,0,HiltT.00
Jeremy Kerley,WR,24.318,2013-09-22,NFL,NYJ,,BUF,W 27-20,3,3,Sun,3,18,6.00,0,KerlJe00
Jim Leonhard,DB,30.330,2013-09-22,NFL,BUF,@,NYJ,L 20-27,3,3,Sun,2,4,2.00,0,LeonJi23
Keshawn Martin,WR,23.191,2013-09-22,NFL,HOU,@,BAL,L 9-30,3,3,Sun,2,18,9.00,0,MartKe01
Eric Page,WR,21.364,2013-09-22,NFL,TAM,@,NWE,L 3-23,3,3,Sun,1,12,12.00,0,PageEr00
Patrick Peterson,LCB,23.073,2013-09-22,NFL,ARI,@,NOR,L 7-31,3,3,Sun,2,15,7.50,0,PetePa00
Rueben Randle,WR,22.138,2013-09-22,NFL,NYG,@,CAR,L 0-38,3,3,Sun,1,0,0.00,0,RandRu00
Darius Reynaud,RB,28.267,2013-09-22,NFL,TEN,,SDG,W 20-17,3,3,Sun,2,6,3.00,0,ReynDa00
Eddie Royal,WR-K,27.124,2013-09-22,NFL,SDG,@,TEN,L 17-20,3,3,Sun,1,7,7.00,0,RoyaEd00
Marcus Sherels,CB,25.357,2013-09-22,NFL,MIN,,CLE,L 27-31,3,3,Sun,2,2,1.00,0,SherMa20
Darren Sproles,RB,30.094,2013-09-22,NFL,NOR,,ARI,W 31-7,3,3,Sun,3,53,17.67,0,SproDa00
Micheal Spurlock,WR,30.234,2013-09-22,NFL,DET,@,WAS,W 27-20,3,3,Sun,2,9,4.50,0,SpurMi00
Golden Tate,WR,25.051,2013-09-22,NFL,SEA,,JAX,W 45-17,3,3,Sun,4,33,8.25,0,TateGo00
Chris Thompson,RB,22.337,2013-09-22,NFL,WAS,,DET,L 20-27,3,3,Sun,2,11,5.50,0,ThomCh03
Kyle Williams,WR,25.065,2013-09-22,NFL,SFO,,IND,L 7-27,3,3,Sun,1,14,14.00,0,WillKy01
Trindon Holliday,WR,27.149,2013-09-23,NFL,DEN,,OAK,W 37-21,3,3,Mon,3,34,11.33,0,HollTr00
Tavon Austin,WR,23.195,2013-09-26,NFL,STL,,SFO,L 11-35,4,4,Thu,6,19,3.17,0,AustTa00
Kyle Williams,WR,25.069,2013-09-26,NFL,SFO,@,STL,W 35-11,4,4,Thu,1,0,0.00,0,WillKy01
Phillip Adams,CB,25.071,2013-09-29,NFL,OAK,,WAS,L 14-24,4,4,Sun,1,9,9.00,0,AdamPh00
Travis Benjamin,WR,23.274,2013-09-29,NFL,CLE,,CIN,W 17-6,4,4,Sun,1,7,7.00,0,BenjTr00
Antonio Brown,WR,25.081,2013-09-29,NFL,PIT,@,MIN,L 27-34,4,4,Sun,1,3,3.00,0,BrowAn04
Tandon Doss,WR,24.007,2013-09-29,NFL,BAL,@,BUF,L 20-23,4,4,Sun,4,31,7.75,0,DossTa00
Harry Douglas,WR,29.013,2013-09-29,NFL,ATL,,NWE,L 23-30,4,4,Sun,1,6,6.00,0,DougHa00
Jacoby Ford,WR,26.064,2013-09-29,NFL,OAK,,WAS,L 14-24,4,4,Sun,2,15,7.50,0,FordJa01
Dwayne Harris,WR,26.013,2013-09-29,NFL,DAL,@,SDG,L 21-30,4,4,Sun,1,38,38.00,0,HarrDw00
Devin Hester,KR/P,30.329,2013-09-29,NFL,CHI,@,DET,L 32-40,4,4,Sun,2,17,8.50,0,HestDe99
T.Y. Hilton,WR,23.319,2013-09-29,NFL,IND,@,JAX,W 37-3,4,4,Sun,5,19,3.80,0,HiltT.00
Trindon Holliday,WR,27.155,2013-09-29,NFL,DEN,,PHI,W 52-20,4,4,Sun,2,0,0.00,0,HollTr00
Damaris Johnson,WR,23.311,2013-09-29,NFL,PHI,@,DEN,L 20-52,4,4,Sun,1,21,21.00,0,JohnDa04
Jeremy Kerley,WR,24.325,2013-09-29,NFL,NYJ,@,TEN,L 13-38,4,4,Sun,2,7,3.50,0,KerlJe00
Jim Leonhard,SS,30.337,2013-09-29,NFL,BUF,,BAL,W 23-20,4,4,Sun,4,34,8.50,0,LeonJi23
Keshawn Martin,WR,23.198,2013-09-29,NFL,HOU,,SEA,L 20-23,4,4,Sun,1,1,1.00,0,MartKe01
Dexter McCluster,WR,24.035,2013-09-29,NFL,KAN,,NYG,W 31-7,4,4,Sun,4,113,28.25,1,McClDe00
Eric Page,WR,22.006,2013-09-29,NFL,TAM,,ARI,L 10-13,4,4,Sun,2,22,11.00,0,PageEr00
Patrick Peterson,LCB,23.080,2013-09-29,NFL,ARI,@,TAM,W 13-10,4,4,Sun,1,5,5.00,0,PetePa00
Rueben Randle,WR,22.145,2013-09-29,NFL,NYG,@,KAN,L 7-31,4,4,Sun,4,35,8.75,0,RandRu00
Darius Reynaud,RB,28.274,2013-09-29,NFL,TEN,,NYJ,W 38-13,4,4,Sun,2,36,18.00,0,ReynDa00
Eddie Royal,WR-K,27.131,2013-09-29,NFL,SDG,,DAL,W 30-21,4,4,Sun,1,12,12.00,0,RoyaEd00
Ace Sanders,WR,21.322,2013-09-29,NFL,JAX,,IND,L 3-37,4,4,Sun,1,10,10.00,0,SandAc00
Marcus Sherels,RCB,25.364,2013-09-29,NFL,MIN,,PIT,W 34-27,4,4,Sun,1,0,0.00,0,SherMa20
Micheal Spurlock,WR,30.241,2013-09-29,NFL,DET,,CHI,W 40-32,4,4,Sun,1,57,57.00,0,SpurMi00
Brandon Tate,WR,25.359,2013-09-29,NFL,CIN,@,CLE,L 6-17,4,4,Sun,2,15,7.50,0,TateBr00
Golden Tate,WR,25.058,2013-09-29,NFL,SEA,@,HOU,W 23-20,4,4,Sun,4,60,15.00,0,TateGo00
Chris Thompson,RB,22.344,2013-09-29,NFL,WAS,@,OAK,W 24-14,4,4,Sun,2,11,5.50,0,ThomCh03
Darren Sproles,RB,30.102,2013-09-30,NFL,NOR,,MIA,W 38-17,4,4,Mon,3,44,14.67,0,SproDa00
Marcus Thigpen,RB,27.138,2013-09-30,NFL,MIA,@,NOR,L 17-38,4,4,Mon,1,5,5.00,0,ThigMa00
Travis Benjamin,WR,23.278,2013-10-03,NFL,CLE,,BUF,W 37-24,5,5,Thu,7,179,25.57,1,BenjTr00
Jim Leonhard,SS,30.341,2013-10-03,NFL,BUF,@,CLE,L 24-37,5,5,Thu,1,25,25.00,0,LeonJi23
Leodis McKelvin,CB,28.032,2013-10-03,NFL,BUF,@,CLE,L 24-37,5,5,Thu,1,9,9.00,0,McKeLe99
Keenan Allen,WR,21.162,2013-10-06,NFL,SDG,@,OAK,L 17-27,5,5,Sun,1,21,21.00,0,AlleKe00
Tavon Austin,WR,23.205,2013-10-06,NFL,STL,,JAX,W 34-20,5,5,Sun,4,15,3.75,0,AustTa00
Randall Cobb,WR,23.045,2013-10-06,NFL,GNB,,DET,W 22-9,4,5,Sun,2,7,3.50,0,CobbRa00
Tandon Doss,WR,24.014,2013-10-06,NFL,BAL,@,MIA,W 26-23,5,5,Sun,4,50,12.50,0,DossTa00
Julian Edelman,WR,27.137,2013-10-06,NFL,NWE,@,CIN,L 6-13,5,5,Sun,4,43,10.75,0,EdelJu00
Ted Ginn,WR,28.177,2013-10-06,NFL,CAR,@,ARI,L 6-22,4,5,Sun,1,6,6.00,0,GinnTe00
Devin Hester,KR/P,30.336,2013-10-06,NFL,CHI,,NOR,L 18-26,5,5,Sun,1,17,17.00,0,HestDe99
Trindon Holliday,WR,27.162,2013-10-06,NFL,DEN,@,DAL,W 51-48,5,5,Sun,1,9,9.00,0,HollTr00
Micah Hyde,CB,22.279,2013-10-06,NFL,GNB,,DET,W 22-9,4,5,Sun,2,7,3.50,0,HydeMi00
Damaris Johnson,WR,23.318,2013-10-06,NFL,PHI,@,NYG,W 36-21,5,5,Sun,3,24,8.00,0,JohnDa04
Adam Jones,RCB,30.006,2013-10-06,NFL,CIN,,NWE,W 13-6,5,5,Sun,2,10,5.00,0,JonePa20
Shiloh Keo,FS,25.293,2013-10-06,NFL,HOU,@,SFO,L 3-34,5,5,Sun,1,9,9.00,0,KeoxSh00
Keshawn Martin,WR,23.205,2013-10-06,NFL,HOU,@,SFO,L 3-34,5,5,Sun,2,11,5.50,0,MartKe01
Dexter McCluster,WR,24.042,2013-10-06,NFL,KAN,@,TEN,W 26-17,5,5,Sun,5,39,7.80,0,McClDe00
Patrick Peterson,LCB,23.087,2013-10-06,NFL,ARI,,CAR,W 22-6,5,5,Sun,2,20,10.00,0,PetePa00
Rueben Randle,WR,22.152,2013-10-06,NFL,NYG,,PHI,L 21-36,5,5,Sun,1,8,8.00,0,RandRu00
Darius Reynaud,RB,28.281,2013-10-06,NFL,TEN,,KAN,L 17-26,5,5,Sun,3,18,6.00,0,ReynDa00
Eddie Royal,WR-K,27.138,2013-10-06,NFL,SDG,@,OAK,L 17-27,5,5,Sun,1,0,0.00,0,RoyaEd00
Ace Sanders,WR,21.329,2013-10-06,NFL,JAX,@,STL,L 20-34,5,5,Sun,4,5,1.25,0,SandAc00
Darren Sproles,RB,30.108,2013-10-06,NFL,NOR,@,CHI,W 26-18,5,5,Sun,1,2,2.00,0,SproDa00
Brandon Tate,WR,26.001,2013-10-06,NFL,CIN,,NWE,W 13-6,5,5,Sun,1,7,7.00,0,TateBr00
Golden Tate,WR,25.065,2013-10-06,NFL,SEA,@,IND,L 28-34,5,5,Sun,1,14,14.00,0,TateGo00
Marcus Thigpen,RB,27.144,2013-10-06,NFL,MIA,,BAL,L 23-26,5,5,Sun,1,11,11.00,0,ThigMa00
Damian Williams,WR,25.133,2013-10-06,NFL,TEN,,KAN,L 17-26,5,5,Sun,1,0,0.00,0,WillDa04
Kyle Williams,WR,25.079,2013-10-06,NFL,SFO,,HOU,W 34-3,5,5,Sun,2,28,14.00,0,WillKy01
Harry Douglas,WR,29.021,2013-10-07,NFL,ATL,,NYJ,L 28-30,5,5,Mon,2,22,11.00,0,DougHa00
Jeremy Kerley,WR,24.333,2013-10-07,NFL,NYJ,@,ATL,W 30-28,5,5,Mon,2,29,14.50,0,KerlJe00
Devin Hester,KR/P,30.340,2013-10-10,NFL,CHI,,NYG,W 27-21,6,6,Thu,1,0,0.00,0,HestDe99
Phillip Adams,CB,25.085,2013-10-13,NFL,OAK,@,KAN,L 7-24,6,6,Sun,3,12,4.00,0,AdamPh00
Travis Benjamin,WR,23.288,2013-10-13,NFL,CLE,,DET,L 17-31,6,6,Sun,3,-10,-3.33,0,BenjTr00
Antonio Brown,WR,25.095,2013-10-13,NFL,PIT,@,NYJ,W 19-6,5,6,Sun,2,11,5.50,0,BrowAn04
Tandon Doss,WR,24.021,2013-10-13,NFL,BAL,,GNB,L 17-19,6,6,Sun,1,38,38.00,0,DossTa00
Julian Edelman,WR,27.144,2013-10-13,NFL,NWE,,NOR,W 30-27,6,6,Sun,3,9,3.00,0,EdelJu00
Ted Ginn,WR,28.184,2013-10-13,NFL,CAR,@,MIN,W 35-10,5,6,Sun,3,22,7.33,0,GinnTe00
Dwayne Harris,WR,26.027,2013-10-13,NFL,DAL,,WAS,W 31-16,6,6,Sun,2,109,54.50,1,HarrDw00
Trindon Holliday,WR,27.169,2013-10-13,NFL,DEN,,JAX,W 35-19,6,6,Sun,1,1,1.00,0,HollTr00
Micah Hyde,CB,22.286,2013-10-13,NFL,GNB,@,BAL,W 19-17,5,6,Sun,5,68,13.60,0,HydeMi00
Damaris Johnson,WR,23.325,2013-10-13,NFL,PHI,@,TAM,W 31-20,6,6,Sun,2,15,7.50,0,JohnDa04
Adam Jones,CB,30.013,2013-10-13,NFL,CIN,@,BUF,W 27-24,6,6,Sun,2,5,2.50,0,JonePa20
Jacoby Jones,WR,29.094,2013-10-13,NFL,BAL,,GNB,L 17-19,6,6,Sun,1,0,0.00,0,JoneJa03
Shiloh Keo,FS,25.300,2013-10-13,NFL,HOU,,STL,L 13-38,6,6,Sun,2,6,3.00,0,KeoxSh00
Jeremy Kerley,WR,24.339,2013-10-13,NFL,NYJ,,PIT,L 6-19,6,6,Sun,4,45,11.25,0,KerlJe00
John Kuhn,FB,31.034,2013-10-13,NFL,GNB,@,BAL,W 19-17,5,6,Sun,1,0,0.00,0,KuhnJo00
Dexter McCluster,WR,24.049,2013-10-13,NFL,KAN,,OAK,W 24-7,6,6,Sun,6,32,5.33,0,McClDe00
Leodis McKelvin,LCB,28.042,2013-10-13,NFL,BUF,,CIN,L 24-27,6,6,Sun,2,10,5.00,0,McKeLe99
Josh Morgan,WR,28.115,2013-10-13,NFL,WAS,@,DAL,L 16-31,5,6,Sun,4,17,4.25,0,MorgJo00
Jerome Murphy,CB,26.273,2013-10-13,NFL,WAS,@,DAL,L 16-31,5,6,Sun,1,0,0.00,0,MurpJe99
Eric Page,WR,22.020,2013-10-13,NFL,TAM,,PHI,L 20-31,5,6,Sun,2,45,22.50,0,PageEr00
Patrick Peterson,LCB,23.094,2013-10-13,NFL,ARI,@,SFO,L 20-32,6,6,Sun,3,18,6.00,0,PetePa00
Ace Sanders,WR/P,21.336,2013-10-13,NFL,JAX,@,DEN,L 19-35,6,6,Sun,2,2,1.00,0,SandAc00
Darren Sproles,RB,30.115,2013-10-13,NFL,NOR,@,NWE,L 27-30,6,6,Sun,3,20,6.67,0,SproDa00
Micheal Spurlock,WR,30.255,2013-10-13,NFL,DET,@,CLE,W 31-17,6,6,Sun,5,22,4.40,0,SpurMi00
Brandon Tate,WR,26.008,2013-10-13,NFL,CIN,@,BUF,W 27-24,6,6,Sun,1,29,29.00,0,TateBr00
Golden Tate,WR,25.072,2013-10-13,NFL,SEA,,TEN,W 20-13,6,6,Sun,2,15,7.50,0,TateGo00
Kyle Williams,WR,25.086,2013-10-13,NFL,SFO,,ARI,W 32-20,6,6,Sun,1,7,7.00,0,WillKy01
T.Y. Hilton,WR,23.334,2013-10-14,NFL,IND,@,SDG,L 9-19,6,6,Mon,2,10,5.00,0,HiltT.00
Richard Sherman,LCB,25.201,2013-10-17,NFL,SEA,@,ARI,W 34-22,7,7,Thu,1,-6,-6.00,0,SherRi00
Golden Tate,WR,25.076,2013-10-17,NFL,SEA,@,ARI,W 34-22,7,7,Thu,2,27,13.50,0,TateGo00
Robert Alford,CB,24.353,2013-10-20,NFL,ATL,,TAM,W 31-23,6,7,Sun,1,0,0.00,0,AlfoRo00
Keenan Allen,WR,21.176,2013-10-20,NFL,SDG,@,JAX,W 24-6,7,7,Sun,1,11,11.00,0,AlleKe00
Tavon Austin,WR,23.219,2013-10-20,NFL,STL,@,CAR,L 15-30,7,7,Sun,3,26,8.67,0,AustTa00
Davone Bess,WR,28.037,2013-10-20,NFL,CLE,@,GNB,L 13-31,7,7,Sun,1,0,0.00,0,BessDa00
Will Blackmon,LCB,28.358,2013-10-20,NFL,JAX,,SDG,L 6-24,7,7,Sun,1,0,0.00,0,BlacWi20
Antonio Brown,WR,25.102,2013-10-20,NFL,PIT,,BAL,W 19-16,6,7,Sun,1,18,18.00,0,BrowAn04
Josh Cribbs,WR,30.133,2013-10-20,NFL,NYJ,,NWE,W 30-27,7,7,Sun,3,44,14.67,0,CribJo01
Tandon Doss,WR,24.028,2013-10-20,NFL,BAL,@,PIT,L 16-19,7,7,Sun,1,12,12.00,0,DossTa00
Julian Edelman,WR,27.151,2013-10-20,NFL,NWE,@,NYJ,L 27-30,7,7,Sun,3,58,19.33,0,EdelJu00
Ted Ginn,WR,28.191,2013-10-20,NFL,CAR,,STL,W 30-15,6,7,Sun,1,-1,-1.00,0,GinnTe00
Dwayne Harris,WR,26.034,2013-10-20,NFL,DAL,@,PHI,W 17-3,7,7,Sun,5,23,4.60,0,HarrDw00
Devin Hester,KR/P,30.350,2013-10-20,NFL,CHI,@,WAS,L 41-45,7,7,Sun,3,85,28.33,1,HestDe99
T.Y. Hilton,WR,23.340,2013-10-20,NFL,IND,,DEN,W 39-33,7,7,Sun,3,35,11.67,0,HiltT.00
Trindon Holliday,WR,27.176,2013-10-20,NFL,DEN,@,IND,L 33-39,7,7,Sun,4,16,4.00,0,HollTr00
Micah Hyde,CB,22.293,2013-10-20,NFL,GNB,,CLE,W 31-13,6,7,Sun,1,18,18.00,0,HydeMi00
Damaris Johnson,WR,23.332,2013-10-20,NFL,PHI,,DAL,L 3-17,7,7,Sun,1,5,5.00,0,JohnDa04
Adam Jones,CB,30.020,2013-10-20,NFL,CIN,@,DET,W 27-24,7,7,Sun,1,8,8.00,0,JonePa20
Keshawn Martin,WR,23.219,2013-10-20,NFL,HOU,@,KAN,L 16-17,7,7,Sun,1,6,6.00,0,MartKe01
Dexter McCluster,WR,24.056,2013-10-20,NFL,KAN,,HOU,W 17-16,7,7,Sun,4,32,8.00,0,McClDe00
Leodis McKelvin,LCB,28.049,2013-10-20,NFL,BUF,@,MIA,W 23-21,7,7,Sun,2,14,7.00,0,McKeLe99
Eric Page,WR,22.027,2013-10-20,NFL,TAM,@,ATL,L 23-31,6,7,Sun,3,27,9.00,0,PageEr00
Darius Reynaud,RB,28.295,2013-10-20,NFL,TEN,,SFO,L 17-31,7,7,Sun,2,-1,-0.50,0,ReynDa00
