Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Jerraud Powers,RCB,23.062,2010-09-19,NFL,IND,,NYG,W 38-14,2,2,Sun,3,24,8.00,0,PoweJe99
Antwaan Randle El,WR,31.033,2010-09-19,NFL,PIT,@,TEN,W 19-11,2,2,Sun,3,12,4.00,0,RandAn00
Darius Reynaud,WR,25.264,2010-09-19,NFL,NYG,@,IND,L 14-38,2,2,Sun,1,3,3.00,0,ReynDa00
Eddie Royal,WR,24.121,2010-09-19,NFL,DEN,,SEA,W 31-14,2,2,Sun,1,-1,-1.00,0,RoyaEd00
Micheal Spurlock,WR,27.231,2010-09-19,NFL,TAM,@,CAR,W 20-7,2,2,Sun,2,21,10.50,0,SpurMi00
Golden Tate,WR,22.048,2010-09-19,NFL,SEA,@,DEN,L 14-31,2,2,Sun,2,82,41.00,0,TateGo00
Walter Thurmond,CB,23.038,2010-09-19,NFL,SEA,@,DEN,L 14-31,2,2,Sun,1,0,0.00,0,ThurWa99
Eric Weems,WR,25.077,2010-09-19,NFL,ATL,,ARI,W 41-7,2,2,Sun,1,17,17.00,0,WeemEr00
Jamar Williams,LB,26.097,2010-09-19,NFL,CAR,,TAM,L 7-20,2,2,Sun,1,0,0.00,0,WillJa21
Tramon Williams,RCB,27.187,2010-09-19,NFL,GNB,,BUF,W 34-7,2,2,Sun,3,22,7.33,0,WillTr99
Tom Zbikowski,FS,25.120,2010-09-19,NFL,BAL,@,CIN,L 10-15,2,2,Sun,5,31,6.20,0,ZbikTo99
Phillip Adams,CB,22.062,2010-09-20,NFL,SFO,,NOR,L 22-25,2,2,Mon,4,29,7.25,0,AdamPh00
Reggie Bush,RB,25.202,2010-09-20,NFL,NOR,@,SFO,W 25-22,2,2,Mon,3,43,14.33,0,BushRe00
Danny Amendola,WR,24.328,2010-09-26,NFL,STL,,WAS,W 30-16,3,3,Sun,2,21,10.50,0,AmenDa00
Javier Arenas,CB,22.333,2010-09-26,NFL,KAN,,SFO,W 31-10,3,3,Sun,3,23,7.67,0,ArenJa99
Davone Bess,WR,25.013,2010-09-26,NFL,MIA,,NYJ,L 23-31,3,3,Sun,1,18,18.00,0,BessDa00
Dez Bryant,WR,21.326,2010-09-26,NFL,DAL,@,HOU,W 27-13,3,3,Sun,1,12,12.00,0,BryaDe01
Phillip Buchanon,CB,30.007,2010-09-26,NFL,WAS,@,STL,L 16-30,3,3,Sun,2,1,0.50,0,BuchPh20
Jorrick Calvin,CB,23.071,2010-09-26,NFL,PHI,@,JAX,W 28-3,3,3,Sun,3,31,10.33,0,CalvJo99
Greg Camarillo,WR,28.161,2010-09-26,NFL,MIN,,DET,W 24-10,3,3,Sun,5,29,5.80,0,CamaGr00
Chris Carr,CB,27.149,2010-09-26,NFL,BAL,,CLE,W 24-17,3,3,Sun,1,-1,-1.00,0,CarrCh22
Quan Cosby,WR,27.277,2010-09-26,NFL,CIN,@,CAR,W 20-7,3,3,Sun,5,42,8.40,0,CosbQu00
Perrish Cox,RCB,23.259,2010-09-26,NFL,DEN,,IND,L 13-27,3,3,Sun,1,0,0.00,0,CoxxPe99
Patrick Crayton,WR,31.172,2010-09-26,NFL,SDG,@,SEA,L 20-27,3,3,Sun,2,23,11.50,0,CrayPa00
Josh Cribbs,WR,27.109,2010-09-26,NFL,CLE,@,BAL,L 17-24,3,3,Sun,1,0,0.00,0,CribJo01
Thomas DeCoud,S,25.191,2010-09-26,NFL,ATL,@,NOR,W 27-24,3,3,Sun,1,0,0.00,0,DeCoTh99
Drayton Florence,CB,29.281,2010-09-26,NFL,BUF,@,NWE,L 30-38,3,3,Sun,1,6,6.00,0,FlorDr20
Johnnie Lee Higgins,WR,27.018,2010-09-26,NFL,OAK,@,ARI,L 23-24,3,3,Sun,3,8,2.67,0,HiggJo00
Jacoby Jones,WR,26.077,2010-09-26,NFL,HOU,,DAL,L 13-27,3,3,Sun,2,12,6.00,0,JoneJa03
Stefan Logan,WR,29.116,2010-09-26,NFL,DET,@,MIN,L 10-24,3,3,Sun,1,0,0.00,0,LogaSt00
Dexter McCluster,RB,21.032,2010-09-26,NFL,KAN,,SFO,W 31-10,3,3,Sun,3,42,14.00,0,McClDe00
Lance Moore,WR,27.026,2010-09-26,NFL,NOR,,ATL,L 24-27,3,3,Sun,1,72,72.00,0,MoorLa00
Roscoe Parrish,WR,28.072,2010-09-26,NFL,BUF,@,NWE,L 30-38,3,3,Sun,1,3,3.00,0,ParrRo00
Jerraud Powers,RCB,23.069,2010-09-26,NFL,IND,@,DEN,W 27-13,3,3,Sun,1,4,4.00,0,PoweJe99
Antwaan Randle El,WR,31.040,2010-09-26,NFL,PIT,@,TAM,W 38-13,3,3,Sun,1,8,8.00,0,RandAn00
Darius Reynaud,WR,25.271,2010-09-26,NFL,NYG,,TEN,L 10-29,3,3,Sun,2,11,5.50,0,ReynDa00
Andre Roberts,WR,22.260,2010-09-26,NFL,ARI,,OAK,W 24-23,3,3,Sun,2,6,3.00,0,RobeAn00
Dominique Rodgers-Cromartie,LCB,24.172,2010-09-26,NFL,ARI,,OAK,W 24-23,3,3,Sun,1,0,0.00,0,RodgDo99
Eddie Royal,WR,24.128,2010-09-26,NFL,DEN,,IND,L 13-27,3,3,Sun,4,57,14.25,0,RoyaEd00
Bryan Scott,S,29.166,2010-09-26,NFL,BUF,@,NWE,L 30-38,3,3,Sun,1,0,0.00,0,ScotBr20
Golden Tate,WR,22.055,2010-09-26,NFL,SEA,,SDG,W 27-20,3,3,Sun,3,44,14.67,0,TateGo00
Mike Thomas,WR,23.114,2010-09-26,NFL,JAX,,PHI,L 3-28,3,3,Sun,5,62,12.40,0,ThomMi01
Matt Ware,S,27.298,2010-09-26,NFL,ARI,,OAK,W 24-23,3,3,Sun,1,0,0.00,0,WareMa20
Kyle Williams,WR,22.069,2010-09-26,NFL,SFO,@,KAN,L 10-31,3,3,Sun,1,0,0.00,0,WillKy01
Kyle Wilson,CB,23.119,2010-09-26,NFL,NYJ,@,MIA,W 31-23,3,3,Sun,1,8,8.00,0,WilsKy99
Tom Zbikowski,FS,25.127,2010-09-26,NFL,BAL,,CLE,W 24-17,3,3,Sun,2,25,12.50,0,ZbikTo99
Devin Hester,WR,27.327,2010-09-27,NFL,CHI,,GNB,W 20-17,3,3,Mon,3,93,31.00,1,HestDe99
Tramon Williams,RCB,27.195,2010-09-27,NFL,GNB,@,CHI,L 17-20,3,3,Mon,1,10,10.00,0,WillTr99
Danny Amendola,WR,24.335,2010-10-03,NFL,STL,,SEA,W 20-3,4,4,Sun,4,19,4.75,0,AmenDa00
Brandon Banks,WR,22.286,2010-10-03,NFL,WAS,@,PHI,W 17-12,4,4,Sun,3,75,25.00,0,BankBr00
Quan Cosby,WR,27.284,2010-10-03,NFL,CIN,@,CLE,L 20-23,4,4,Sun,2,6,3.00,0,CosbQu00
Devin Hester,WR,27.333,2010-10-03,NFL,CHI,@,NYG,L 3-17,4,4,Sun,2,6,3.00,0,HestDe99
Johnnie Lee Higgins,WR,27.025,2010-10-03,NFL,OAK,,HOU,L 24-31,4,4,Sun,3,4,1.33,0,HiggJo00
DeSean Jackson,WR,23.306,2010-10-03,NFL,PHI,,WAS,L 12-17,4,4,Sun,2,20,10.00,0,JackDe00
Adam Jones,CB,27.003,2010-10-03,NFL,CIN,@,CLE,L 20-23,4,4,Sun,1,-4,-4.00,0,JonePa20
Jacoby Jones,WR,26.084,2010-10-03,NFL,HOU,@,OAK,W 31-24,4,4,Sun,2,18,9.00,0,JoneJa03
Jim Leonhard,S,27.341,2010-10-03,NFL,NYJ,@,BUF,W 38-14,4,4,Sun,4,46,11.50,0,LeonJi23
Stefan Logan,WR,29.123,2010-10-03,NFL,DET,@,GNB,L 26-28,4,4,Sun,1,15,15.00,0,LogaSt00
Marc Mariani,WR,23.154,2010-10-03,NFL,TEN,,DEN,L 20-26,4,4,Sun,1,9,9.00,0,MariMa00
Lance Moore,WR,27.033,2010-10-03,NFL,NOR,,CAR,W 16-14,4,4,Sun,3,12,4.00,0,MoorLa00
Captain Munnerlyn,CB,22.176,2010-10-03,NFL,CAR,@,NOR,L 14-16,4,4,Sun,2,19,9.50,0,MunnCa99
Roscoe Parrish,WR,28.079,2010-10-03,NFL,BUF,,NYJ,L 14-38,4,4,Sun,4,50,12.50,0,ParrRo00
Tracy Porter,RCB,24.053,2010-10-03,NFL,NOR,,CAR,W 16-14,4,4,Sun,1,4,4.00,0,PortTr99
Jerraud Powers,RCB,23.076,2010-10-03,NFL,IND,@,JAX,L 28-31,4,4,Sun,2,14,7.00,0,PoweJe99
Antwaan Randle El,WR,31.047,2010-10-03,NFL,PIT,,BAL,L 14-17,4,4,Sun,2,4,2.00,0,RandAn00
Darius Reynaud,WR,25.278,2010-10-03,NFL,NYG,,CHI,W 17-3,4,4,Sun,5,14,2.80,0,ReynDa00
Andre Roberts,WR,22.267,2010-10-03,NFL,ARI,@,SDG,L 10-41,4,4,Sun,1,19,19.00,0,RobeAn00
Eddie Royal,WR,24.135,2010-10-03,NFL,DEN,@,TEN,W 26-20,4,4,Sun,4,36,9.00,0,RoyaEd00
Darren Sproles,RB/K,27.105,2010-10-03,NFL,SDG,,ARI,W 41-10,4,4,Sun,3,19,6.33,0,SproDa00
Golden Tate,WR,22.062,2010-10-03,NFL,SEA,@,STL,L 3-20,4,4,Sun,3,18,6.00,0,TateGo00
Eric Weems,WR,25.091,2010-10-03,NFL,ATL,,SFO,W 16-14,4,4,Sun,2,32,16.00,0,WeemEr00
Tramon Williams,RCB,27.201,2010-10-03,NFL,GNB,,DET,W 28-26,4,4,Sun,1,11,11.00,0,WillTr99
Kyle Wilson,CB,23.126,2010-10-03,NFL,NYJ,@,BUF,W 38-14,4,4,Sun,3,37,12.33,0,WilsKy99
Tom Zbikowski,FS,25.134,2010-10-03,NFL,BAL,@,PIT,W 17-14,4,4,Sun,3,19,6.33,0,ZbikTo99
Davone Bess,WR,25.021,2010-10-04,NFL,MIA,,NWE,L 14-41,4,4,Mon,2,23,11.50,0,BessDa00
Wes Welker,WR,29.156,2010-10-04,NFL,NWE,@,MIA,W 41-14,4,4,Mon,1,0,0.00,0,WelkWe00
Danny Amendola,WR,24.342,2010-10-10,NFL,STL,@,DET,L 6-44,5,5,Sun,2,37,18.50,0,AmenDa00
David Anderson,WR,27.074,2010-10-10,NFL,HOU,,NYG,L 10-34,5,5,Sun,4,26,6.50,0,AndeDa01
Brandon Banks,WR,22.293,2010-10-10,NFL,WAS,,GNB,W 16-13,5,5,Sun,3,47,15.67,0,BankBr00
Dez Bryant,WR,21.340,2010-10-10,NFL,DAL,,TEN,L 27-34,4,5,Sun,3,1,0.33,0,BryaDe01
Chris Carr,LCB,27.163,2010-10-10,NFL,BAL,,DEN,W 31-17,5,5,Sun,1,10,10.00,0,CarrCh22
Josh Cribbs,WR,27.123,2010-10-10,NFL,CLE,,ATL,L 10-20,5,5,Sun,1,3,3.00,0,CribJo01
Ted Ginn,WR,25.181,2010-10-10,NFL,SFO,,PHI,L 24-27,5,5,Sun,2,9,4.50,0,GinnTe00
Devin Hester,WR,27.340,2010-10-10,NFL,CHI,@,CAR,W 23-6,5,5,Sun,3,68,22.67,0,HestDe99
DeSean Jackson,WR,23.313,2010-10-10,NFL,PHI,@,SFO,W 27-24,5,5,Sun,2,23,11.50,0,JackDe00
Adam Jones,CB,27.010,2010-10-10,NFL,CIN,,TAM,L 21-24,5,5,Sun,2,27,13.50,0,JonePa20
Stefan Logan,WR,29.130,2010-10-10,NFL,DET,,STL,W 44-6,5,5,Sun,2,24,12.00,0,LogaSt00
Nick Miller,WR,23.195,2010-10-10,NFL,OAK,,SDG,W 35-27,5,5,Sun,1,46,46.00,0,MillNi00
Kenny Moore,WR,25.233,2010-10-10,NFL,IND,,KAN,W 19-9,5,5,Sun,3,4,1.33,0,MoorKe00
Captain Munnerlyn,CB,22.183,2010-10-10,NFL,CAR,,CHI,L 6-23,5,5,Sun,3,9,3.00,0,MunnCa99
Darius Reynaud,WR,25.285,2010-10-10,NFL,NYG,@,HOU,W 34-10,5,5,Sun,5,22,4.40,0,ReynDa00
Andre Roberts,WR,22.274,2010-10-10,NFL,ARI,,NOR,W 30-20,5,5,Sun,2,4,2.00,0,RobeAn00
Darren Sproles,RB/K,27.112,2010-10-10,NFL,SDG,@,OAK,L 27-35,5,5,Sun,2,20,10.00,0,SproDa00
Micheal Spurlock,WR,27.252,2010-10-10,NFL,TAM,@,CIN,W 24-21,4,5,Sun,2,17,8.50,0,SpurMi00
Mike Thomas,WR,23.128,2010-10-10,NFL,JAX,@,BUF,W 36-26,5,5,Sun,3,19,6.33,0,ThomMi01
Eric Weems,WR,25.098,2010-10-10,NFL,ATL,@,CLE,W 20-10,5,5,Sun,1,8,8.00,0,WeemEr00
Tramon Williams,RCB,27.208,2010-10-10,NFL,GNB,@,WAS,L 13-16,5,5,Sun,5,75,15.00,0,WillTr99
Tom Zbikowski,FS,25.141,2010-10-10,NFL,BAL,,DEN,W 31-17,5,5,Sun,2,21,10.50,0,ZbikTo99
Greg Camarillo,WR,28.176,2010-10-11,NFL,MIN,@,NYJ,L 20-29,4,5,Mon,1,22,22.00,0,CamaGr00
Jim Leonhard,S,27.349,2010-10-11,NFL,NYJ,,MIN,W 29-20,5,5,Mon,1,7,7.00,0,LeonJi23
Kyle Wilson,CB,23.134,2010-10-11,NFL,NYJ,,MIN,W 29-20,5,5,Mon,2,7,3.50,0,WilsKy99
Danny Amendola,WR,24.349,2010-10-17,NFL,STL,,SDG,W 20-17,6,6,Sun,4,72,18.00,0,AmenDa00
Javier Arenas,CB,22.354,2010-10-17,NFL,KAN,@,HOU,L 31-35,5,6,Sun,2,24,12.00,0,ArenJa99
Brandon Banks,WR,22.300,2010-10-17,NFL,WAS,,IND,L 24-27,6,6,Sun,2,33,16.50,0,BankBr00
Davone Bess,WR,25.034,2010-10-17,NFL,MIA,@,GNB,W 23-20,5,6,Sun,2,23,11.50,0,BessDa00
Dez Bryant,WR,21.347,2010-10-17,NFL,DAL,@,MIN,L 21-24,5,6,Sun,2,3,1.50,0,BryaDe01
Jorrick Calvin,CB,23.092,2010-10-17,NFL,PHI,,ATL,W 31-17,6,6,Sun,2,46,23.00,0,CalvJo99
Greg Camarillo,WR,28.182,2010-10-17,NFL,MIN,,DAL,W 24-21,5,6,Sun,4,24,6.00,0,CamaGr00
Chris Carr,LCB,27.170,2010-10-17,NFL,BAL,@,NWE,L 20-23,6,6,Sun,1,-1,-1.00,0,CarrCh22
Julian Edelman,WR,24.148,2010-10-17,NFL,NWE,,BAL,W 23-20,5,6,Sun,2,16,8.00,0,EdelJu00
Ted Ginn,WR,25.188,2010-10-17,NFL,SFO,,OAK,W 17-9,6,6,Sun,4,37,9.25,0,GinnTe00
Devin Hester,WR,27.347,2010-10-17,NFL,CHI,,SEA,L 20-23,6,6,Sun,2,93,46.50,1,HestDe99
DeSean Jackson,WR,23.320,2010-10-17,NFL,PHI,,ATL,W 31-17,6,6,Sun,1,4,4.00,0,JackDe00
Jacoby Jones,WR,26.098,2010-10-17,NFL,HOU,,KAN,W 35-31,6,6,Sun,1,0,0.00,0,JoneJa03
Jim Leonhard,S,27.355,2010-10-17,NFL,NYJ,@,DEN,W 24-20,6,6,Sun,2,17,8.50,0,LeonJi23
Stefan Logan,WR,29.137,2010-10-17,NFL,DET,@,NYG,L 20-28,6,6,Sun,2,29,14.50,0,LogaSt00
Dexter McCluster,RB,21.053,2010-10-17,NFL,KAN,@,HOU,L 31-35,5,6,Sun,1,4,4.00,0,McClDe00
Nick Miller,WR,23.202,2010-10-17,NFL,OAK,@,SFO,L 9-17,6,6,Sun,4,25,6.25,0,MillNi00
Kenny Moore,WR,25.240,2010-10-17,NFL,IND,@,WAS,W 27-24,6,6,Sun,3,32,10.67,0,MoorKe00
Lance Moore,WR,27.047,2010-10-17,NFL,NOR,@,TAM,W 31-6,6,6,Sun,1,-3,-3.00,0,MoorLa00
Jerraud Powers,RCB,23.090,2010-10-17,NFL,IND,@,WAS,W 27-24,6,6,Sun,1,8,8.00,0,PoweJe99
Antwaan Randle El,WR,31.061,2010-10-17,NFL,PIT,,CLE,W 28-10,5,6,Sun,1,0,0.00,0,RandAn00
Darius Reynaud,WR,25.292,2010-10-17,NFL,NYG,,DET,W 28-20,6,6,Sun,2,36,18.00,0,ReynDa00
Eddie Royal,WR,24.149,2010-10-17,NFL,DEN,,NYJ,L 20-24,6,6,Sun,1,32,32.00,0,RoyaEd00
Darren Sproles,RB/K,27.119,2010-10-17,NFL,SDG,@,STL,L 17-20,6,6,Sun,2,13,6.50,0,SproDa00
Chansi Stuckey,WR,27.013,2010-10-17,NFL,CLE,@,PIT,L 10-28,6,6,Sun,1,0,0.00,0,StucCh20
Golden Tate,WR,22.076,2010-10-17,NFL,SEA,@,CHI,W 23-20,5,6,Sun,4,-2,-0.50,0,TateGo00
Eric Weems,WR,25.105,2010-10-17,NFL,ATL,@,PHI,L 17-31,6,6,Sun,1,18,18.00,0,WeemEr00
Wes Welker,WR,29.169,2010-10-17,NFL,NWE,,BAL,W 23-20,5,6,Sun,3,27,9.00,0,WelkWe00
Tramon Williams,RCB,27.215,2010-10-17,NFL,GNB,,MIA,L 20-23,6,6,Sun,3,7,2.33,0,WillTr99
Kyle Wilson,CB,23.140,2010-10-17,NFL,NYJ,@,DEN,W 24-20,6,6,Sun,1,6,6.00,0,WilsKy99
Marc Mariani,WR,23.169,2010-10-18,NFL,TEN,@,JAX,W 30-3,6,6,Mon,1,9,9.00,0,MariMa00
Mike Thomas,WR,23.136,2010-10-18,NFL,JAX,,TEN,L 3-30,6,6,Mon,2,-2,-1.00,0,ThomMi01
Danny Amendola,WR,24.356,2010-10-24,NFL,STL,@,TAM,L 17-18,7,7,Sun,2,18,9.00,0,AmenDa00
Brandon Banks,WR,22.307,2010-10-24,NFL,WAS,@,CHI,W 17-14,7,7,Sun,4,21,5.25,0,BankBr00
Davone Bess,WR,25.041,2010-10-24,NFL,MIA,,PIT,L 22-23,6,7,Sun,2,27,13.50,0,BessDa00
Jorrick Calvin,CB,23.099,2010-10-24,NFL,PHI,@,TEN,L 19-37,7,7,Sun,2,16,8.00,0,CalvJo99
Greg Camarillo,WR,28.189,2010-10-24,NFL,MIN,@,GNB,L 24-28,6,7,Sun,1,13,13.00,0,CamaGr00
Josh Cribbs,WR,27.137,2010-10-24,NFL,CLE,@,NOR,W 30-17,7,7,Sun,3,40,13.33,0,CribJo01
Julian Edelman,WR,24.155,2010-10-24,NFL,NWE,@,SDG,W 23-20,6,7,Sun,2,37,18.50,0,EdelJu00
Ted Ginn,WR,25.195,2010-10-24,NFL,SFO,@,CAR,L 20-23,7,7,Sun,3,24,8.00,0,GinnTe00
Devin Hester,WR,27.354,2010-10-24,NFL,CHI,,WAS,L 14-17,7,7,Sun,1,12,12.00,0,HestDe99
Adam Jones,LCB,27.024,2010-10-24,NFL,CIN,@,ATL,L 32-39,6,7,Sun,2,10,5.00,0,JonePa20
Marc Mariani,WR,23.175,2010-10-24,NFL,TEN,,PHI,W 37-19,7,7,Sun,4,43,10.75,0,MariMa00
Nick Miller,WR,23.209,2010-10-24,NFL,OAK,@,DEN,W 59-14,7,7,Sun,6,47,7.83,0,MillNi00
Lance Moore,WR,27.054,2010-10-24,NFL,NOR,,CLE,L 17-30,7,7,Sun,2,-1,-0.50,0,MoorLa00
Captain Munnerlyn,CB,22.197,2010-10-24,NFL,CAR,,SFO,W 23-20,6,7,Sun,1,6,6.00,0,MunnCa99
Antwaan Randle El,WR,31.068,2010-10-24,NFL,PIT,@,MIA,W 23-22,6,7,Sun,2,2,1.00,0,RandAn00
Andre Roberts,WR,22.288,2010-10-24,NFL,ARI,@,SEA,L 10-22,6,7,Sun,4,37,9.25,0,RobeAn00
Steve Smith,WR,31.165,2010-10-24,NFL,CAR,,SFO,W 23-20,6,7,Sun,5,38,7.60,0,SmitSt01
Darren Sproles,RB/K,27.126,2010-10-24,NFL,SDG,,NWE,L 20-23,7,7,Sun,1,12,12.00,0,SproDa00
Micheal Spurlock,WR,27.266,2010-10-24,NFL,TAM,,STL,W 18-17,6,7,Sun,2,11,5.50,0,SpurMi00
Mike Thomas,WR,23.142,2010-10-24,NFL,JAX,@,KAN,L 20-42,7,7,Sun,1,49,49.00,0,ThomMi01
Syd'Quan Thompson,CB,23.259,2010-10-24,NFL,DEN,,OAK,L 14-59,7,7,Sun,1,10,10.00,0,ThomSy99
