Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,unique_id
Tim Carter,WR,25.355,2005-09-11,NFL,NYG,,ARI,W 42-19,1,1,Sun,1,1,7,7.00,0,100.0%,7.00,CartTi00
Chris Chambers,WR,27.030,2005-09-11,NFL,MIA,,DEN,W 34-10,1,1,Sun,13,5,40,8.00,0,38.5%,3.08,ChamCh00
Antonio Chatman,WR,26.211,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,4,1,11,11.00,0,25.0%,2.75,ChatAn00
Wayne Chrebet,WR,32.028,2005-09-11,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,7,3,33,11.00,0,42.9%,4.71,ChreWa00
Desmond Clark,TE,28.144,2005-09-11,NFL,CHI,@,WAS,L 7-9,1,1,Sun,4,3,26,8.67,0,75.0%,6.50,ClarDe00
Mark Clayton,WR,23.071,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,9,5,44,8.80,0,55.6%,4.89,ClayMa01
Michael Clayton,WR,22.333,2005-09-11,NFL,TAM,@,MIN,W 24-13,1,1,Sun,7,4,57,14.25,0,57.1%,8.14,ClayMi00
Keary Colbert,WR,23.113,2005-09-11,NFL,CAR,,NOR,L 20-23,1,1,Sun,3,2,11,5.50,0,66.7%,3.67,ColbKe00
Laveranues Coles,WR,27.256,2005-09-11,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,10,6,66,11.00,0,60.0%,6.60,ColeLa00
Ernie Conwell,TE,33.025,2005-09-11,NFL,NOR,@,CAR,W 23-20,1,1,Sun,6,6,71,11.83,0,100.0%,11.83,ConwEr00
Jameel Cook,FB,26.215,2005-09-11,NFL,TAM,@,MIN,W 24-13,1,1,Sun,2,2,7,3.50,0,100.0%,3.50,CookJa00
Chris Cooley,HB,23.062,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,6,3,34,11.33,0,50.0%,5.67,CoolCh00
Patrick Crayton,WR,26.157,2005-09-11,NFL,DAL,@,SDG,W 28-24,1,1,Sun,6,6,89,14.83,1,100.0%,14.83,CrayPa00
Ronnie Cruz,FB,24.092,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,1,1,15,15.00,0,100.0%,15.00,CruzRo00
Kevin Curtis,WR,27.056,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,14,7,63,9.00,0,50.0%,4.50,CurtKe00
Darnell Dinkins,TE,28.234,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,3,3,30,10.00,0,100.0%,10.00,DinkDa00
Donald Driver,WR,30.221,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,7,4,48,12.00,0,57.1%,6.86,DrivDo00
Reuben Droughns,RB,27.021,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,3,3,22,7.33,0,100.0%,7.33,DrouRe00
Braylon Edwards,WR,22.202,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,5,2,16,8.00,0,40.0%,3.20,EdwaBr00
Marc Edwards,FB,30.298,2005-09-11,NFL,CHI,@,WAS,L 7-9,1,1,Sun,2,1,1,1.00,0,50.0%,0.50,EdwaMa00
Bobby Engram,WR,32.247,2005-09-11,NFL,SEA,@,JAX,L 14-26,1,1,Sun,9,8,79,9.88,0,88.9%,8.78,EngrBo00
Heath Evans,FB,26.255,2005-09-11,NFL,MIA,,DEN,W 34-10,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,EvanHe00
Lee Evans,WR,24.184,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,5,3,68,22.67,0,60.0%,13.60,EvanLe00
Jeff Faine,C,24.158,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,1,1,-1,-1.00,0,100.0%,-1.00,FainJe20
Marshall Faulk*,RB,32.197,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,3,1,4,4.00,0,33.3%,1.33,FaulMa00
Robert Ferguson,WR,25.268,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,3,1,4,4.00,0,33.3%,1.33,FergRo00
Tony Fisher,RB,25.334,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,7,4,24,6.00,0,57.1%,3.43,FishTo00
Larry Fitzgerald,WR,22.011,2005-09-11,NFL,ARI,@,NYG,L 19-42,1,1,Sun,15,13,155,11.92,1,86.7%,10.33,FitzLa00
DeShaun Foster,RB,25.244,2005-09-11,NFL,CAR,,NOR,L 20-23,1,1,Sun,3,3,15,5.00,0,100.0%,5.00,FostDe00
Bubba Franks,TE,27.248,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,6,4,27,6.75,0,66.7%,4.50,FranBu00
Justin Gage,WR,24.229,2005-09-11,NFL,CHI,@,WAS,L 7-9,1,1,Sun,2,1,10,10.00,0,50.0%,5.00,GageJu00
Joey Galloway,WR,33.295,2005-09-11,NFL,TAM,@,MIN,W 24-13,1,1,Sun,7,5,97,19.40,0,71.4%,13.86,GallJo00
Terry Glenn,TE,31.050,2005-09-11,NFL,DAL,@,SDG,W 28-24,1,1,Sun,5,3,42,14.00,0,60.0%,8.40,GlenTe00
Nick Goings,RB,27.228,2005-09-11,NFL,CAR,,NOR,L 20-23,1,1,Sun,2,2,15,7.50,0,100.0%,7.50,GoinNi00
Tony Gonzalez*,TE,29.196,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,7,4,51,12.75,0,57.1%,7.29,GonzTo00
Frank Gore,RB,22.120,2005-09-11,NFL,SFO,,STL,W 28-25,1,1,Sun,2,2,21,10.50,0,100.0%,10.50,GoreFr00
Ahman Green,HB,28.207,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,7,5,34,6.80,0,71.4%,4.86,GreeAh00
Dante Hall,WR,27.010,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,3,1,8,8.00,0,33.3%,2.67,HallDa00
Marvin Harrison*,WR,33.017,2005-09-11,NFL,IND,@,BAL,W 24-7,1,1,Sun,11,6,69,11.50,1,54.5%,6.27,HarrMa00
Todd Heap,TE,25.179,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,7,4,38,9.50,0,57.1%,5.43,HeapTo00
Steve Heiden,TE,28.355,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,5,3,32,10.67,0,60.0%,6.40,HeidSt00
William Henderson,FB,34.204,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,3,3,20,6.67,0,100.0%,6.67,HendWi00
Ike Hilliard,WR,29.159,2005-09-11,NFL,TAM,@,MIN,W 24-13,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,HillIk00
Zachary Hilton,TE,25.071,2005-09-11,NFL,NOR,@,CAR,W 23-20,1,1,Sun,1,1,3,3.00,0,100.0%,3.00,HiltZa00
Priest Holmes,RB,31.339,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,3,1,5,5.00,0,33.3%,1.67,HolmPr00
Torry Holt,WR,29.098,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,16,10,125,12.50,0,62.5%,7.81,HoltTo00
Brad Hoover,FB,28.304,2005-09-11,NFL,CAR,,NOR,L 20-23,1,1,Sun,2,2,11,5.50,0,100.0%,5.50,HoovBr00
Chris Horn,WR,28.060,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,1,1,11,11.00,0,100.0%,11.00,HornCh00
Joe Horn,WR,33.238,2005-09-11,NFL,NOR,@,CAR,W 23-20,1,1,Sun,8,5,66,13.20,0,62.5%,8.25,HornJo00
T.J. Houshmandzadeh,WR,27.350,2005-09-11,NFL,CIN,@,CLE,W 27-13,1,1,Sun,7,5,75,15.00,0,71.4%,10.71,HousTJ00
Randy Hymes,WR,26.035,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,HymeRa00
Darrell Jackson,WR,26.279,2005-09-11,NFL,SEA,@,JAX,L 14-26,1,1,Sun,9,6,65,10.83,1,66.7%,7.22,JackDa00
Frisman Jackson,WR,26.091,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,9,8,128,16.00,1,88.9%,14.22,JackFr01
Steven Jackson,RB,22.051,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,4,3,13,4.33,0,75.0%,3.25,JackSt00
Edgerrin James,RB,27.041,2005-09-11,NFL,IND,@,BAL,W 24-7,1,1,Sun,3,3,26,8.67,0,100.0%,8.67,JameEd00
Andre Johnson,WR,24.062,2005-09-11,NFL,HOU,@,BUF,L 7-22,1,1,Sun,7,3,18,6.00,0,42.9%,2.57,JohnAn02
Bryant Johnson,WR,24.188,2005-09-11,NFL,ARI,@,NYG,L 19-42,1,1,Sun,11,2,27,13.50,0,18.2%,2.45,JohnBr02
Chad Johnson,WR,27.245,2005-09-11,NFL,CIN,@,CLE,W 27-13,1,1,Sun,10,9,91,10.11,0,90.0%,9.10,JohnCh01
Jeremi Johnson,FB,25.007,2005-09-11,NFL,CIN,@,CLE,W 27-13,1,1,Sun,1,1,18,18.00,1,100.0%,18.00,JohnJe00
Kevin Johnson,WR,29.058,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,3,2,38,19.00,0,66.7%,12.67,JohnKe01
Keyshawn Johnson,WR,33.051,2005-09-11,NFL,DAL,@,SDG,W 28-24,1,1,Sun,6,5,65,13.00,2,83.3%,10.83,JohnKe00
Kyle Johnson,FB,26.270,2005-09-11,NFL,DEN,@,MIA,L 10-34,1,1,Sun,3,2,21,10.50,1,66.7%,7.00,JohnKy00
Larry Johnson,RB,25.296,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,3,1,11,11.00,0,33.3%,3.67,JohnLa00
Rudi Johnson,HB,25.345,2005-09-11,NFL,CIN,@,CLE,W 27-13,1,1,Sun,2,2,12,6.00,0,100.0%,6.00,JohnRu00
Doug Jolley,TE,26.252,2005-09-11,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,3,2,18,9.00,0,66.7%,6.00,JollDo00
Brandon Jones,WR,23.175,2005-09-11,NFL,TEN,@,PIT,L 7-34,1,1,Sun,2,2,30,15.00,0,100.0%,15.00,JoneBr02
Greg Jones,FB,24.125,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,1,1,10,10.00,0,100.0%,10.00,JoneGr01
Julius Jones,RB,24.028,2005-09-11,NFL,DAL,@,SDG,W 28-24,1,1,Sun,6,3,18,6.00,0,50.0%,3.00,JoneJu01
Kevin Jones,HB,23.021,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,2,2,9,4.50,0,100.0%,4.50,JoneKe02
Matt Jones,WR,22.142,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,5,2,22,11.00,0,40.0%,4.40,JoneMa00
Thomas Jones,RB,27.023,2005-09-11,NFL,CHI,@,WAS,L 7-9,1,1,Sun,3,2,14,7.00,0,66.7%,4.67,JoneTh00
Joe Jurevicius,WR,30.262,2005-09-11,NFL,SEA,@,JAX,L 14-26,1,1,Sun,4,3,64,21.33,1,75.0%,16.00,JureJo00
Eddie Kennison,WR,32.234,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,5,4,76,19.00,0,80.0%,15.20,KennEd00
Erron Kinney,TE,28.045,2005-09-11,NFL,TEN,@,PIT,L 7-34,1,1,Sun,6,5,58,11.60,0,83.3%,9.67,KinnEr00
Jim Kleinsasser,TE,28.223,2005-09-11,NFL,MIN,,TAM,L 13-24,1,1,Sun,4,4,42,10.50,0,100.0%,10.50,KleiJi00
Charles Lee,WR,27.296,2005-09-11,NFL,ARI,@,NYG,L 19-42,1,1,Sun,3,1,6,6.00,0,33.3%,2.00,LeexCh00
Ashley Lelie,WR,25.207,2005-09-11,NFL,DEN,@,MIA,L 10-34,1,1,Sun,12,2,17,8.50,0,16.7%,1.42,LeliAs00
Jamal Lewis,RB,26.013,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,1,1,4,4.00,0,100.0%,4.00,LewiJa00
Brandon Lloyd,WR,24.068,2005-09-11,NFL,SFO,,STL,W 28-25,1,1,Sun,5,3,65,21.67,1,60.0%,13.00,LloyBr00
Dane Looker,WR,29.159,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,1,1,5,5.00,0,100.0%,5.00,LookDa00
Kris Mangum,TE,32.027,2005-09-11,NFL,CAR,,NOR,L 20-23,1,1,Sun,4,2,22,11.00,0,50.0%,5.50,MangKr00
Brandon Manumaleuna,FB,25.250,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,1,1,6,6.00,1,100.0%,6.00,ManuBr00
Curtis Martin*,RB,32.133,2005-09-11,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,3,3,20,6.67,0,100.0%,6.67,MartCu00
David Martin,TE,26.182,2005-09-11,NFL,GNB,@,DET,L 3-17,1,1,Sun,2,1,6,6.00,0,50.0%,3.00,MartDa00
Derrick Mason,WR,31.237,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,12,8,99,12.38,0,66.7%,8.25,MasoDe00
Deuce McAllister,RB,26.258,2005-09-11,NFL,NOR,@,CAR,W 23-20,1,1,Sun,2,2,5,2.50,0,100.0%,2.50,McAlDe00
Keenan McCardell,WR,35.248,2005-09-11,NFL,SDG,,DAL,L 24-28,1,1,Sun,14,9,123,13.67,2,64.3%,8.79,McCaKe00
Justin McCareins,WR,26.284,2005-09-11,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,8,3,39,13.00,0,37.5%,4.88,McCaJu00
Shaun McDonald,WR,24.090,2005-09-11,NFL,STL,@,SFO,L 25-28,1,1,Sun,10,7,73,10.43,0,70.0%,7.30,McDoSh00
Willis McGahee,HB,23.325,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,3,3,15,5.00,0,100.0%,5.00,McGaWi00
Randy McMichael,TE,26.075,2005-09-11,NFL,MIA,,DEN,W 34-10,1,1,Sun,7,6,55,9.17,1,85.7%,7.86,McMiRa01
Heath Miller,TE,22.324,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,1,1,3,3.00,1,100.0%,3.00,MillHe00
Travis Minor,RB,26.073,2005-09-11,NFL,MIA,,DEN,W 34-10,1,1,Sun,1,1,0,0.00,0,100.0%,0.00,MinoTr00
Clarence Moore,WR,22.352,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,8,2,36,18.00,0,25.0%,4.50,MoorCl00
Johnnie Morton,WR,33.339,2005-09-11,NFL,SFO,,STL,W 28-25,1,1,Sun,1,1,30,30.00,0,100.0%,30.00,MortJo00
Santana Moss,WR,26.102,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,9,4,96,24.00,0,44.4%,10.67,MossSa00
Eric Moulds,WR,32.056,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,7,4,40,10.00,0,57.1%,5.71,MoulEr00
Muhsin Muhammad,WR,32.129,2005-09-11,NFL,CHI,@,WAS,L 7-9,1,1,Sun,12,6,59,9.83,0,50.0%,4.92,MuhaMu00
Matt Murphy,TE,25.200,2005-09-11,NFL,HOU,@,BUF,L 7-22,1,1,Sun,2,1,14,14.00,0,50.0%,7.00,MurpMa00
Lorenzo Neal,FB,34.258,2005-09-11,NFL,SDG,,DAL,L 24-28,1,1,Sun,1,1,6,6.00,0,100.0%,6.00,NealLo00
Dennis Northcutt,WR,27.263,2005-09-11,NFL,CLE,,CIN,L 13-27,1,1,Sun,9,4,16,4.00,0,44.4%,1.78,NortDe00
Eric Parker,WR,26.150,2005-09-11,NFL,SDG,,DAL,L 24-28,1,1,Sun,10,5,75,15.00,0,50.0%,7.50,ParkEr00
Samie Parker,WR,24.170,2005-09-11,NFL,KAN,,NYJ,W 27-7,1,1,Sun,3,2,23,11.50,0,66.7%,7.67,ParkSa00
Willie Parker,HB,24.304,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,1,1,48,48.00,0,100.0%,48.00,ParkWi00
David Patten,WR,31.023,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,4,3,19,6.33,0,75.0%,4.75,PattDa00
Justin Peelle,TE,26.180,2005-09-11,NFL,SDG,,DAL,L 24-28,1,1,Sun,5,2,-4,-2.00,0,40.0%,-0.80,PeelJu00
Chris Perry,HB,23.258,2005-09-11,NFL,CIN,@,CLE,W 27-13,1,1,Sun,6,5,37,7.40,0,83.3%,6.17,PerrCh00
Jason Peters,OL,23.232,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,1,1,1,1.00,1,100.0%,1.00,PeteJa21
Marcus Pollard,TE,33.215,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,7,5,58,11.60,1,71.4%,8.29,PollMa00
Jeb Putzier,TE,26.234,2005-09-11,NFL,DEN,@,MIA,L 10-34,1,1,Sun,12,7,67,9.57,0,58.3%,5.58,PutzJe00
Antwaan Randle El,SE,26.025,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,3,2,89,44.50,1,66.7%,29.67,RandAn00
Josh Reed,WR,25.133,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,4,1,6,6.00,0,25.0%,1.50,ReedJo01
Marcus Robinson,WR,30.196,2005-09-11,NFL,MIN,,TAM,L 13-24,1,1,Sun,4,3,22,7.33,0,75.0%,5.50,RobiMa00
Charles Rogers,WR,24.111,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,3,1,31,31.00,0,33.3%,10.33,RogeCh01
Robert Royal,TE,26.119,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,2,1,11,11.00,0,50.0%,5.50,RoyaRo00
Bo Scaife,TE,24.248,2005-09-11,NFL,TEN,@,PIT,L 7-34,1,1,Sun,2,2,22,11.00,0,100.0%,11.00,ScaiBo00
Daimon Shelton,FB,32.361,2005-09-11,NFL,BUF,,HOU,W 22-7,1,1,Sun,1,1,11,11.00,0,100.0%,11.00,ShelDa00
Marcel Shipp,RB,27.034,2005-09-11,NFL,ARI,@,NYG,L 19-42,1,1,Sun,2,2,5,2.50,0,100.0%,2.50,ShipMa00
Jeremy Shockey,TE,25.024,2005-09-11,NFL,NYG,,ARI,W 42-19,1,1,Sun,2,2,29,14.50,1,100.0%,14.50,ShocJe00
Alex Smith,TE,23.112,2005-09-11,NFL,TAM,@,MIN,W 24-13,1,1,Sun,5,4,34,8.50,2,80.0%,6.80,SmitAl02
Jimmy Smith,WR,36.214,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,13,7,130,18.57,2,53.8%,10.00,SmitJi00
Paul Smith,FB,27.223,2005-09-11,NFL,DET,,GNB,W 17-3,1,1,Sun,2,1,8,8.00,0,50.0%,4.00,SmitPa00
Rod Smith,WR,35.119,2005-09-11,NFL,DEN,@,MIA,L 10-34,1,1,Sun,10,7,90,12.86,0,70.0%,9.00,SmitRo01
Steve Smith,WR,26.122,2005-09-11,NFL,CAR,,NOR,L 20-23,1,1,Sun,13,8,138,17.25,1,61.5%,10.62,SmitSt01
Jerald Sowell,FB,31.233,2005-09-11,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,3,3,52,17.33,0,100.0%,17.33,SoweJe00
Donte' Stallworth,WR,24.305,2005-09-11,NFL,NOR,@,CAR,W 23-20,1,1,Sun,5,4,47,11.75,0,80.0%,9.40,StalDo00
Jerramy Stevens,TE,25.302,2005-09-11,NFL,SEA,@,JAX,L 14-26,1,1,Sun,7,3,41,13.67,0,42.9%,5.86,StevJe00
Brandon Stokley,WR,29.080,2005-09-11,NFL,IND,@,BAL,W 24-7,1,1,Sun,10,7,83,11.86,0,70.0%,8.30,StokBr00
Mack Strong,FB,34.000,2005-09-11,NFL,SEA,@,JAX,L 14-26,1,1,Sun,3,1,-3,-3.00,0,33.3%,-1.00,StroMa00
Chester Taylor,RB,25.354,2005-09-11,NFL,BAL,,IND,L 7-24,1,1,Sun,4,2,22,11.00,0,50.0%,5.50,TaylCh01
Fred Taylor,RB,29.227,2005-09-11,NFL,JAX,,SEA,W 26-14,1,1,Sun,2,2,14,7.00,0,100.0%,7.00,TaylFr00
Travis Taylor,WR,27.165,2005-09-11,NFL,MIN,,TAM,L 13-24,1,1,Sun,4,3,38,12.67,0,75.0%,9.50,TaylTr01
James Thrash,WR,30.136,2005-09-11,NFL,WAS,,CHI,W 9-7,1,1,Sun,3,3,15,5.00,0,100.0%,5.00,ThraJa00
Ben Troupe,TE,23.010,2005-09-11,NFL,TEN,@,PIT,L 7-34,1,1,Sun,5,4,28,7.00,1,80.0%,5.60,TrouBe00
Jerame Tuman,TE,29.171,2005-09-11,NFL,PIT,,TEN,W 34-7,1,1,Sun,1,1,27,27.00,0,100.0%,27.00,TumaJe00
Ben Utecht,TE,24.073,2005-09-11,NFL,IND,@,BAL,W 24-7,1,1,Sun,4,1,26,26.00,1,25.0%,6.50,UtecBe00
