Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fantasy Pts,PPR,DK Pts,FD Pts,Pass_cmp,Pass_att,Pass_yds,Pass_td,Pass_int,Run_att,Run_yds,Run_td,Rec,Rec_yds,Rec_td,Fmb,FGM,FGA,XPM,XPA,unique_id
Marty Booker,WR,27.038,2003-09-07,NFL,CHI,@,SFO,L 7-49,1,1,Sun,4.90,10.9,10.9,7.9,0,0,0,0,0,1,1,0,6,48,0,0,,,,,BookMa00
David Boston,WR,25.019,2003-09-07,NFL,SDG,@,KAN,L 14-27,1,1,Sun,2.00,4.0,4.0,3.0,0,0,0,0,0,0,0,0,2,20,0,0,,,,,BostDa00
Corey Bradford,WR,27.273,2003-09-07,NFL,HOU,@,MIA,W 21-20,1,1,Sun,14.50,16.5,16.5,15.5,0,0,0,0,0,0,0,0,2,85,1,0,,,,,BradCo00
Kyle Brady,TE,31.236,2003-09-07,NFL,JAX,@,CAR,L 23-24,1,1,Sun,1.10,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,,BradKy00
Drew Brees,QB,24.235,2003-09-07,NFL,SDG,@,KAN,L 14-27,1,1,Sun,13.58,13.6,15.6,15.6,18,33,202,2,2,3,15,0,0,0,0,0,,,,,BreeDr00
Aaron Brooks,QB,27.167,2003-09-07,NFL,NOR,@,SEA,L 10-27,1,1,Sun,8.46,8.5,11.5,9.5,29,47,274,1,1,3,-5,0,0,0,0,0,,,,,BrooAa00
Josh Brown,K,24.131,2003-09-07,NFL,SEA,,NOR,W 27-10,1,1,Sun,9.00,9.0,,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,brownjos01
Kris Brown,PK,26.258,2003-09-07,NFL,HOU,@,MIA,W 21-20,1,1,Sun,17.00,17.0,,17.0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,,,brownkri01
Tim Brown*,WR,37.047,2003-09-07,NFL,OAK,@,TEN,L 20-25,1,1,Sun,12.40,17.4,17.4,14.9,0,0,0,0,0,0,0,0,5,64,1,0,,,,,BrowTi00
Troy Brown,WR,32.067,2003-09-07,NFL,NWE,@,BUF,L 0-31,1,1,Sun,1.00,2.0,2.0,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,,BrowTr00
Isaac Bruce,WR,30.301,2003-09-07,NFL,STL,@,NYG,L 13-23,1,1,Sun,12.00,20.0,23.0,16.0,0,0,0,0,0,0,0,0,8,120,0,0,,,,,BrucIs00
Mark Brunell,QB,32.355,2003-09-07,NFL,JAX,@,CAR,L 23-24,1,1,Sun,16.68,16.7,17.7,16.7,23,27,272,2,0,3,-2,0,0,0,0,0,,,,,BrunMa00
Antonio Bryant,WR,22.182,2003-09-07,NFL,DAL,,ATL,L 13-27,1,1,Sun,7.10,9.1,9.1,8.1,0,0,0,0,0,0,0,0,2,71,0,0,,,,,BryaAn00
Matt Bryant,K,28.101,2003-09-07,NFL,NYG,,STL,W 23-13,1,1,Sun,11.00,11.0,,13.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,bryanmat01
Shawn Bryson,HB,26.291,2003-09-07,NFL,DET,,ARI,W 42-24,1,1,Sun,4.90,7.9,7.9,6.4,0,0,0,0,0,5,8,0,3,41,0,0,,,,,BrysSh00
Plaxico Burress,WR,26.026,2003-09-07,NFL,PIT,,BAL,W 34-15,1,1,Sun,11.60,17.6,20.6,14.6,0,0,0,0,0,0,0,0,6,116,0,0,,,,,BurrPl00
Reche Caldwell,WR,24.163,2003-09-07,NFL,SDG,@,KAN,L 14-27,1,1,Sun,4.30,6.3,6.3,5.3,0,0,0,0,0,1,14,0,2,29,0,0,,,,,CaldRe00
Tyrone Calico,WR,22.302,2003-09-07,NFL,TEN,,OAK,W 25-20,1,1,Sun,7.10,8.1,8.1,7.6,0,0,0,0,0,0,0,0,1,11,1,0,,,,,CaliTy00
Kelly Campbell,WR,23.046,2003-09-07,NFL,MIN,@,GNB,W 30-25,1,1,Sun,2.30,3.3,3.3,2.8,0,0,0,0,0,1,15,0,1,8,0,0,,,,,CampKe00
Mark Campbell,TE,27.275,2003-09-07,NFL,BUF,,NWE,W 31-0,1,1,Sun,2.40,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,,,,,CampMa00
John Carney,K,39.140,2003-09-07,NFL,NOR,@,SEA,L 10-27,1,1,Sun,4.00,4.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,carnejoh01
David Carr,QB,24.048,2003-09-07,NFL,HOU,@,MIA,W 21-20,1,1,Sun,14.84,14.8,14.8,14.8,17,31,266,1,0,1,2,0,0,0,0,0,,,,,CarrDa00
Dwayne Carswell,TE,31.232,2003-09-07,NFL,DEN,@,CIN,W 30-10,1,1,Sun,1.00,2.0,2.0,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,,CarsDw00
Quincy Carter,QB,25.329,2003-09-07,NFL,DAL,,ATL,L 13-27,1,1,Sun,11.82,11.8,13.8,12.8,15,32,268,1,1,4,11,0,0,0,0,0,,,,,CartQu00
Aveion Cason,RB,24.057,2003-09-07,NFL,DAL,,ATL,L 13-27,1,1,Sun,16.60,18.6,18.6,17.6,0,0,0,0,0,2,77,1,2,29,0,0,,,,,CasoAv00
Larry Centers,RB,35.098,2003-09-07,NFL,NWE,@,BUF,L 0-31,1,1,Sun,5.40,9.4,9.4,7.4,0,0,0,0,0,5,36,0,4,18,0,0,,,,,CentLa00
Chris Chambers,WR,25.026,2003-09-07,NFL,MIA,,HOU,L 20-21,1,1,Sun,25.00,32.0,35.0,28.5,0,0,0,0,0,1,12,0,7,118,2,0,,,,,ChamCh00
Jeff Chandler,K,24.081,2003-09-07,NFL,SFO,,CHI,W 49-7,1,1,Sun,19.00,19.0,,19.0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,chandjef01
Doug Chapman,RB,26.016,2003-09-07,NFL,MIN,@,GNB,W 30-25,1,1,Sun,1.70,2.7,2.7,2.2,0,0,0,0,0,4,9,0,1,8,0,0,,,,,ChapDo00
Dallas Clark,TE,24.087,2003-09-07,NFL,IND,@,CLE,W 9-6,1,1,Sun,1.80,2.8,2.8,2.3,0,0,0,0,0,0,0,0,1,18,0,0,,,,,ClarDa00
Desmond Clark,TE,26.140,2003-09-07,NFL,CHI,@,SFO,L 7-49,1,1,Sun,6.90,8.9,8.9,7.9,0,0,0,0,0,0,0,0,2,9,1,0,,,,,ClarDe00
Cam Cleeland,TE,28.023,2003-09-07,NFL,STL,@,NYG,L 13-23,1,1,Sun,1.40,3.4,3.4,2.4,0,0,0,0,0,0,0,0,2,14,0,0,,,,,CleeCa00
Avon Cobourne,RB,24.185,2003-09-07,NFL,DET,,ARI,W 42-24,1,1,Sun,1.10,2.1,2.1,1.6,0,0,0,0,0,3,4,0,1,7,0,0,,,,,CoboAv00
Kerry Collins,QB,30.251,2003-09-07,NFL,NYG,,STL,W 23-13,1,1,Sun,6.28,6.3,7.3,6.3,14,26,202,0,0,2,2,0,0,0,0,0,,,,,CollKe00
Ernie Conwell,TE,31.021,2003-09-07,NFL,NOR,@,SEA,L 10-27,1,1,Sun,3.80,7.8,7.8,5.8,0,0,0,0,0,0,0,0,4,38,0,0,,,,,ConwEr00
Alge Crumpler,TE,25.258,2003-09-07,NFL,ATL,@,DAL,W 27-13,1,1,Sun,15.40,20.4,20.4,17.9,0,0,0,0,0,0,0,0,5,94,1,0,,,,,CrumAl00
Daunte Culpepper,QB,26.222,2003-09-07,NFL,MIN,@,GNB,W 30-25,1,1,Sun,20.80,20.8,22.8,20.8,15,30,195,3,0,9,50,0,0,0,0,0,,,,,CulpDa00
Billy Cundiff,K,23.161,2003-09-07,NFL,DAL,,ATL,L 13-27,1,1,Sun,1.00,1.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,cundibil01
Rohan Davey,QB,25.146,2003-09-07,NFL,NWE,@,BUF,L 0-31,1,1,Sun,1.24,1.2,1.2,1.2,3,7,31,0,0,0,0,0,0,0,0,0,,,,,DaveRo01
Andre' Davis,,24.087,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,1.80,2.8,2.8,2.3,0,0,0,0,0,0,0,0,1,18,0,0,,,,,DaviAn01
Stephen Davis,RB,29.190,2003-09-07,NFL,CAR,,JAX,W 24-23,1,1,Sun,12.20,13.2,16.2,12.7,0,0,0,0,0,22,111,0,1,11,0,0,,,,,DaviSt00
Phil Dawson,K,28.227,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,6.00,6.0,,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,dawsophi01
Jake Delhomme,QB,28.240,2003-09-07,NFL,CAR,,JAX,W 24-23,1,1,Sun,12.98,13.0,15.0,15.0,12,20,122,3,2,2,1,0,0,0,0,0,,,,,DelhJa00
Corey Dillon,HB,28.318,2003-09-07,NFL,CIN,,DEN,L 10-30,1,1,Sun,4.10,6.1,6.1,5.1,0,0,0,0,0,14,34,0,2,7,0,0,,,,,DillCo00
Donald Driver,WR,28.217,2003-09-07,NFL,GNB,,MIN,L 25-30,1,1,Sun,2.80,4.8,4.8,3.8,0,0,0,0,0,1,1,0,2,27,0,0,,,,,DrivDo00
T.J. Duckett,RB,22.202,2003-09-07,NFL,ATL,@,DAL,W 27-13,1,1,Sun,2.10,2.1,2.1,2.1,0,0,0,0,0,5,21,0,0,0,0,0,,,,,DuckT.00
Warrick Dunn,RB,28.245,2003-09-07,NFL,ATL,@,DAL,W 27-13,1,1,Sun,12.10,14.1,14.1,13.1,0,0,0,0,0,13,41,0,2,20,1,0,,,,,DunnWa00
Tim Dwight,WR,28.056,2003-09-07,NFL,SDG,@,KAN,L 14-27,1,1,Sun,2.30,4.3,4.3,3.3,0,0,0,0,0,0,0,0,2,23,0,0,,,,,DwigTi00
Marc Edwards,FB,28.294,2003-09-07,NFL,JAX,@,CAR,L 23-24,1,1,Sun,6.90,8.9,8.9,7.9,0,0,0,0,0,1,2,1,2,7,0,0,,,,,EdwaMa00
Jason Elam,K,33.183,2003-09-07,NFL,DEN,@,CIN,W 30-10,1,1,Sun,14.00,14.0,,14.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,elamxjas01
Aaron Elling,K,25.099,2003-09-07,NFL,MIN,@,GNB,W 30-25,1,1,Sun,12.00,12.0,,13.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,ellinaar01
Justin Fargas,RB,23.225,2003-09-07,NFL,OAK,@,TEN,L 20-25,1,1,Sun,1.20,2.2,2.2,1.7,0,0,0,0,0,2,6,0,1,6,0,0,,,,,FargJu00
Kevin Faulk,RB,27.094,2003-09-07,NFL,NWE,@,BUF,L 0-31,1,1,Sun,8.70,12.7,12.7,10.7,0,0,0,0,0,10,62,0,4,25,0,0,,,,,FaulKe00
Marshall Faulk*,RB,30.193,2003-09-07,NFL,STL,@,NYG,L 13-23,1,1,Sun,5.50,12.5,12.5,9.0,0,0,0,0,0,9,28,0,7,27,0,0,,,,,FaulMa00
Brett Favre*,QB,33.332,2003-09-07,NFL,GNB,,MIN,L 25-30,1,1,Sun,7.92,7.9,11.9,11.9,25,41,248,1,4,0,0,0,0,0,0,0,,,,,FavrBr00
Jay Feely,K,27.107,2003-09-07,NFL,ATL,@,DAL,W 27-13,1,1,Sun,9.00,9.0,,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,feelyjay01
Robert Ferguson,WR,23.264,2003-09-07,NFL,GNB,,MIN,L 25-30,1,1,Sun,5.30,11.3,11.3,8.3,0,0,0,0,0,0,0,0,6,53,0,0,,,,,FergRo00
Jay Fiedler,QB,31.252,2003-09-07,NFL,MIA,,HOU,L 20-21,1,1,Sun,17.28,17.3,19.3,19.3,17,32,227,3,2,3,2,0,0,0,0,0,,,,,FiedJa00
Brian Finneran,WR,27.219,2003-09-07,NFL,ATL,@,DAL,W 27-13,1,1,Sun,4.50,6.5,6.5,5.5,0,0,0,0,0,0,0,0,2,45,0,0,,,,,FinnBr00
DeShaun Foster,RB,23.240,2003-09-07,NFL,CAR,,JAX,W 24-23,1,1,Sun,2.20,5.2,5.2,3.7,0,0,0,0,0,1,6,0,3,16,0,0,,,,,FostDe00
Bubba Franks,TE,25.244,2003-09-07,NFL,GNB,,MIN,L 25-30,1,1,Sun,1.80,4.8,4.8,3.3,0,0,0,0,0,0,0,0,3,18,0,0,,,,,FranBu00
Jabar Gaffney,WR,22.280,2003-09-07,NFL,HOU,@,MIA,W 21-20,1,1,Sun,7.00,10.0,10.0,8.5,0,1,0,0,0,0,0,0,3,70,0,0,,,,,GaffJa00
Joey Galloway,WR,31.291,2003-09-07,NFL,DAL,,ATL,L 13-27,1,1,Sun,19.90,26.9,29.9,23.4,0,0,0,0,0,0,0,0,7,139,1,0,,,,,GallJo00
Rich Gannon,QB,37.261,2003-09-07,NFL,OAK,@,TEN,L 20-25,1,1,Sun,19.16,19.2,19.2,19.2,24,38,264,2,0,1,6,0,0,0,0,0,,,,,GannRi00
Jeff Garcia,QB,33.195,2003-09-07,NFL,SFO,,CHI,W 49-7,1,1,Sun,24.76,24.8,25.8,25.8,19,35,229,2,1,7,36,1,0,0,0,0,,,,,GarcJe00
Charlie Garner,RB,31.206,2003-09-07,NFL,OAK,@,TEN,L 20-25,1,1,Sun,19.40,27.4,30.4,23.4,0,0,0,0,0,7,22,0,8,112,1,0,,,,,GarnCh00
Olandis Gary,RB,28.112,2003-09-07,NFL,DET,,ARI,W 42-24,1,1,Sun,4.40,4.4,4.4,4.4,0,0,0,0,0,12,44,0,0,0,0,0,,,,,GaryOl00
Eddie George,RB,29.348,2003-09-07,NFL,TEN,,OAK,W 25-20,1,1,Sun,6.50,9.5,9.5,8.0,0,0,0,0,0,20,42,0,3,23,0,0,,,,,GeorEd00
Bryan Gilmore,WR,25.048,2003-09-07,NFL,ARI,@,DET,L 24-42,1,1,Sun,1.20,3.2,3.2,2.2,0,0,0,0,0,0,0,0,2,12,0,0,,,,,GilmBr00
Tony Gonzalez*,TE,27.192,2003-09-07,NFL,KAN,,SDG,W 27-14,1,1,Sun,1.80,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,,GonzTo00
Shayne Graham,K,25.272,2003-09-07,NFL,CIN,,DEN,L 10-30,1,1,Sun,4.00,4.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,grahasha01
Bill Gramatica,K,25.059,2003-09-07,NFL,ARI,@,DET,L 24-42,1,1,Sun,6.00,6.0,,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,gramabil01
Ahman Green,RB,26.203,2003-09-07,NFL,GNB,,MIN,L 25-30,1,1,Sun,21.50,28.5,29.5,25.0,0,0,0,0,0,15,53,2,7,62,0,0,,,,,GreeAh00
Trent Green,QB,33.060,2003-09-07,NFL,KAN,,SDG,W 27-14,1,1,Sun,12.28,12.3,14.3,13.3,21,32,282,1,1,4,10,0,0,0,0,0,,,,,GreeTr00
William Green,RB,23.264,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,10.50,13.5,13.5,12.0,0,0,0,0,0,21,86,0,3,19,0,0,,,,,GreeWi01
Justin Griffith,FB,23.048,2003-09-07,NFL,ATL,@,DAL,W 27-13,1,1,Sun,4.70,6.7,6.7,5.7,0,0,0,0,0,5,36,0,2,11,0,0,,,,,GrifJu00
Dante Hall,WR,25.006,2003-09-07,NFL,KAN,,SDG,W 27-14,1,1,Sun,5.80,8.8,8.8,7.3,0,0,0,0,0,2,18,0,3,40,0,0,,,,,HallDa00
Troy Hambrick,RB,26.305,2003-09-07,NFL,DAL,,ATL,L 13-27,1,1,Sun,6.90,9.9,9.9,8.4,0,0,0,0,0,14,53,0,3,16,0,0,,,,,HambTr00
Joey Harrington,QB,24.321,2003-09-07,NFL,DET,,ARI,W 42-24,1,1,Sun,23.70,23.7,23.7,23.7,17,30,195,4,0,1,-1,0,0,0,0,0,,,,,HarrJo00
Arlen Harris,RB,23.138,2003-09-07,NFL,STL,@,NYG,L 13-23,1,1,Sun,1.60,2.6,2.6,2.1,0,0,0,0,0,1,5,0,1,11,0,0,,,,,HarrAr00
Marvin Harrison*,WR,31.013,2003-09-07,NFL,IND,@,CLE,W 9-6,1,1,Sun,4.40,13.4,13.4,8.9,0,0,0,0,0,0,0,0,9,44,0,0,,,,,HarrMa00
Matt Hasselbeck,QB,27.347,2003-09-07,NFL,SEA,,NOR,W 27-10,1,1,Sun,14.58,14.6,14.6,14.6,12,23,137,2,0,4,11,0,0,0,0,0,,,,,HassMa00
Matthew Hatchette,WR,29.129,2003-09-07,NFL,JAX,@,CAR,L 23-24,1,1,Sun,12.00,16.0,16.0,14.0,0,0,0,0,0,0,0,0,4,60,1,0,,,,,HatcMa00
Todd Heap,TE,23.175,2003-09-07,NFL,BAL,@,PIT,L 15-34,1,1,Sun,5.50,11.5,11.5,8.5,0,0,0,0,0,0,0,0,6,55,0,0,,,,,HeapTo00
Garrison Hearst,RB,32.246,2003-09-07,NFL,SFO,,CHI,W 49-7,1,1,Sun,21.70,24.7,24.7,23.2,0,0,0,0,0,11,56,1,3,41,1,0,,,,,HearGa00
Steve Heiden,TE,26.351,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,2.20,4.2,4.2,3.2,0,0,0,0,0,0,0,0,2,22,0,0,,,,,HeidSt00
Travis Henry,HB,24.313,2003-09-07,NFL,BUF,,NWE,W 31-0,1,1,Sun,24.60,27.6,27.6,26.1,0,0,0,0,0,27,89,2,3,37,0,0,,,,,HenrTr00
Craig Hentrich,P/K,32.112,2003-09-07,NFL,TEN,,OAK,W 25-20,1,1,Sun,10.00,10.0,,11.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,hentrcra01
Ike Hilliard,WR,27.155,2003-09-07,NFL,NYG,,STL,W 23-13,1,1,Sun,1.20,5.2,6.2,3.2,0,0,0,0,0,0,0,0,4,32,0,0,,,,,HillIk00
James Hodgins,FB,26.130,2003-09-07,NFL,ARI,@,DET,L 24-42,1,1,Sun,1.00,3.0,3.0,2.0,0,0,0,0,0,0,0,0,2,10,0,0,,,,,HodgJa00
Kelly Holcomb,QB,30.060,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,3.28,3.3,5.3,5.3,20,29,182,0,2,0,0,0,0,0,0,0,,,,,HolcKe00
Robert Holcombe,RB,27.270,2003-09-07,NFL,TEN,,OAK,W 25-20,1,1,Sun,2.00,3.0,3.0,2.5,0,0,0,0,0,6,15,0,1,5,0,0,,,,,HolcRo00
Priest Holmes,RB,29.335,2003-09-07,NFL,KAN,,SDG,W 27-14,1,1,Sun,30.30,37.3,37.3,33.8,0,0,0,0,0,18,85,2,7,98,0,0,,,,,HolmPr00
Torry Holt,WR,27.094,2003-09-07,NFL,STL,@,NYG,L 13-23,1,1,Sun,17.10,24.1,27.1,20.6,0,0,0,0,0,0,0,0,7,111,1,0,,,,,HoltTo00
Joe Horn,WR,31.234,2003-09-07,NFL,NOR,@,SEA,L 10-27,1,1,Sun,14.30,21.3,21.3,17.8,0,0,0,0,0,0,0,0,7,83,1,0,,,,,HornJo00
Darrell Jackson,WR,24.275,2003-09-07,NFL,SEA,,NOR,W 27-10,1,1,Sun,5.30,8.3,8.3,6.8,0,0,0,0,0,0,0,0,3,53,0,0,,,,,JackDa00
Edgerrin James,RB,25.037,2003-09-07,NFL,IND,@,CLE,W 9-6,1,1,Sun,9.60,14.6,14.6,12.1,0,0,0,0,0,15,67,0,5,29,0,0,,,,,JameEd00
Sebastian Janikowski,K,25.189,2003-09-07,NFL,OAK,@,TEN,L 20-25,1,1,Sun,8.00,8.0,,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,janikseb01
Andre Johnson,WR,22.058,2003-09-07,NFL,HOU,@,MIA,W 21-20,1,1,Sun,7.60,13.6,13.6,10.6,0,0,0,0,0,0,0,0,6,76,0,0,,,,,JohnAn02
Bethel Johnson,WR,24.208,2003-09-07,NFL,NWE,@,BUF,L 0-31,1,1,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,,JohnBe00
Chad Johnson,WR,25.241,2003-09-07,NFL,CIN,,DEN,L 10-30,1,1,Sun,15.50,21.5,21.5,18.5,0,0,0,0,0,0,0,0,6,95,1,0,,,,,JohnCh01
Doug Johnson,QB,25.315,2003-09-07,NFL,ATL,@,DAL,W 27-13,1,1,Sun,20.92,20.9,21.9,21.9,16,27,228,2,1,5,-2,1,0,0,0,0,,,,,JohnDo00
Kevin Johnson,WR,27.054,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,2.60,5.6,5.6,4.1,0,0,0,0,0,0,0,0,3,26,0,0,,,,,JohnKe01
