Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
Dan Bailey,K,24.223,2012-09-05,NFL,DAL,@,NYG,W 24-17,1,1,Wed,3,3,100.0,1,1,100.0,,,0,6,BailDa00
Lawrence Tynes,K,34.125,2012-09-05,NFL,NYG,,DAL,L 17-24,1,1,Wed,2,2,100.0,1,1,100.0,,,0,5,tyneslaw01
David Akers,K,37.275,2012-09-09,NFL,SFO,@,GNB,W 30-22,1,1,Sun,3,3,100.0,3,3,100.0,,,0,12,akersdav01
Connor Barth,K,26.151,2012-09-09,NFL,TAM,,CAR,W 16-10,1,1,Sun,1,1,100.0,3,3,100.0,,,0,10,barthco01
Rob Bironas,K,34.224,2012-09-09,NFL,TEN,,NWE,L 13-34,1,1,Sun,1,1,100.0,2,2,100.0,,,0,7,bironrob01
Matt Bryant,K,37.103,2012-09-09,NFL,ATL,@,KAN,W 40-24,1,1,Sun,4,4,100.0,4,4,100.0,,,0,16,bryanmat01
Dan Carpenter,K,26.289,2012-09-09,NFL,MIA,@,HOU,L 10-30,1,1,Sun,1,1,100.0,1,1,100.0,,,0,4,CarpDa44
Mason Crosby,K,28.006,2012-09-09,NFL,GNB,,SFO,L 22-30,1,1,Sun,2,2,100.0,,,,,,0,2,CrosMa20
Billy Cundiff,K,32.163,2012-09-09,NFL,WAS,@,NOR,W 40-32,1,1,Sun,4,4,100.0,4,4,100.0,,,0,16,cundibil01
Phil Dawson,K,37.230,2012-09-09,NFL,CLE,,PHI,L 16-17,1,1,Sun,1,1,100.0,3,3,100.0,,,0,10,dawsophi01
Jay Feely,K,36.109,2012-09-09,NFL,ARI,,SEA,W 20-16,1,1,Sun,2,2,100.0,2,2,100.0,,,0,8,feelyjay01
Nick Folk,K,27.309,2012-09-09,NFL,NYJ,,BUF,W 48-28,1,1,Sun,6,6,100.0,2,2,100.0,,,0,12,FolkNi20
Stephen Gostkowski,K,28.225,2012-09-09,NFL,NWE,@,TEN,W 34-13,1,1,Sun,4,4,100.0,2,2,100.0,,,0,10,GostSt20
Robbie Gould,K,29.278,2012-09-09,NFL,CHI,,IND,W 41-21,1,1,Sun,5,5,100.0,2,2,100.0,,,0,11,gouldrob01
Shayne Graham,K,34.275,2012-09-09,NFL,HOU,,MIA,W 30-10,1,1,Sun,3,3,100.0,3,4,75.0,,,0,12,grahasha01
Jason Hanson,K,42.084,2012-09-09,NFL,DET,,STL,W 27-23,1,1,Sun,3,3,100.0,2,2,100.0,,,0,9,hansojas01
Garrett Hartley,K,26.116,2012-09-09,NFL,NOR,,WAS,L 32-40,1,1,Sun,3,3,100.0,1,1,100.0,,,0,6,HartGa00
Stephen Hauschka,K,27.072,2012-09-09,NFL,SEA,@,ARI,L 16-20,1,1,Sun,1,1,100.0,3,4,75.0,,,0,10,HausSt00
Alex Henery,K,25.022,2012-09-09,NFL,PHI,@,CLE,W 17-16,1,1,Sun,2,2,100.0,1,2,50.0,,,0,5,HeneAl00
Rian Lindell,K,35.233,2012-09-09,NFL,BUF,@,NYJ,L 28-48,1,1,Sun,4,4,100.0,,,,,,0,4,linderia01
Justin Medlock,K,28.322,2012-09-09,NFL,CAR,@,TAM,L 10-16,1,1,Sun,1,1,100.0,1,1,100.0,,,0,4,MedlJu20
Matt Prater,K,28.030,2012-09-09,NFL,DEN,,PIT,W 31-19,1,1,Sun,2,2,100.0,1,1,100.0,,,0,5,PratMa20
Josh Scobee,K,30.078,2012-09-09,NFL,JAX,@,MIN,L 23-26,1,1,Sun,,1,0.0,3,3,100.0,,,0,9,scobejos01
