Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,unique_id
Rich Gannon,QB,36.290,2002-10-06,NFL,OAK,@,BUF,W 49-31,4,5,Sun,23,38,60.53,357,3,0,118.0,1,4,9.39,10.97,GannRi00
Jeff Garcia,QB,32.224,2002-10-06,NFL,SFO,,STL,W 37-13,4,5,Sun,18,26,69.23,214,1,0,106.9,1,7,8.23,9.00,GarcJe00
Trent Green,QB,32.089,2002-10-06,NFL,KAN,@,NYJ,W 29-25,5,5,Sun,23,33,69.70,296,2,1,105.1,1,7,8.97,8.82,GreeTr00
Brian Griese,QB,27.202,2002-10-06,NFL,DEN,,SDG,W 26-9,5,5,Sun,26,35,74.29,316,2,1,108.8,2,16,9.03,8.89,GrieBr00
Kelly Holcomb,QB,29.089,2002-10-06,NFL,CLE,,BAL,L 21-26,5,5,Sun,13,23,56.52,180,2,2,74.5,0,0,7.83,5.65,HolcKe00
Brad Johnson,QB,34.023,2002-10-06,NFL,TAM,@,ATL,W 20-6,5,5,Sun,17,31,54.84,261,1,1,80.2,2,8,8.42,7.61,JohnBr00
Doug Johnson,QB,24.344,2002-10-06,NFL,ATL,,TAM,L 6-20,4,5,Sun,13,25,52.00,150,0,3,30.8,1,0,6.00,0.60,JohnDo00
Jon Kitna,QB,30.015,2002-10-06,NFL,CIN,@,IND,L 21-28,5,5,Sun,31,43,72.09,244,1,3,64.5,1,7,5.67,3.00,KitnJo00
Kevin Lockett,WR,28.028,2002-10-06,NFL,WAS,@,TEN,W 31-14,4,5,Sun,1,1,100.00,14,1,0,158.3,0,0,14.00,34.00,LockKe00
Tommy Maddox,QB,31.034,2002-10-06,NFL,PIT,@,NOR,L 29-32,4,5,Sun,22,38,57.89,268,3,1,95.1,4,24,7.05,7.45,MaddTo00
Peyton Manning,QB,26.196,2002-10-06,NFL,IND,,CIN,W 28-21,4,5,Sun,21,34,61.76,224,2,1,88.4,0,0,6.59,6.44,MannPe00
Jamie Martin,QB,32.240,2002-10-06,NFL,STL,@,SFO,L 13-37,5,5,Sun,23,40,57.50,232,1,2,61.7,1,7,5.80,4.05,MartJa00
Donovan McNabb,QB,25.315,2002-10-06,NFL,PHI,@,JAX,L 25-28,5,5,Sun,28,48,58.33,230,2,0,84.5,5,23,4.79,5.63,McNaDo00
Steve McNair,QB,29.234,2002-10-06,NFL,TEN,,WAS,L 14-31,5,5,Sun,24,39,61.54,245,1,3,56.0,4,15,6.28,3.33,McNaSt00
Chris Mohr,P,36.148,2002-10-06,NFL,ATL,,TAM,L 6-20,4,5,Sun,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,MohrCh20
Rodney Peete,QB,36.204,2002-10-06,NFL,CAR,,ARI,L 13-16,5,5,Sun,20,34,58.82,196,1,2,60.4,2,10,5.76,3.71,PeetRo00
Chad Pennington,QB,26.102,2002-10-06,NFL,NYJ,,KAN,L 25-29,5,5,Sun,22,29,75.86,237,2,1,108.0,3,25,8.17,8.00,PennCh01
Jake Plummer,QB,27.291,2002-10-06,NFL,ARI,@,CAR,W 16-13,5,5,Sun,18,40,45.00,221,1,1,60.5,1,0,5.53,4.90,PlumJa00
Patrick Ramsey,QB,23.234,2002-10-06,NFL,WAS,@,TEN,W 31-14,4,5,Sun,20,34,58.82,268,2,0,103.6,1,7,7.88,9.06,RamsPa00
Tim Rattay,QB,25.205,2002-10-06,NFL,SFO,,STL,W 37-13,4,5,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,RattTi00
Chris Redman,QB,25.091,2002-10-06,NFL,BAL,@,CLE,W 26-21,4,5,Sun,19,30,63.33,208,2,0,106.0,0,0,6.93,8.27,RedmCh00
Michael Vick,QB,22.102,2002-10-06,NFL,ATL,,TAM,L 6-20,4,5,Sun,4,12,33.33,37,0,0,42.7,3,14,3.08,3.08,VickMi00
Danny Wuerffel,QB,28.132,2002-10-06,NFL,WAS,@,TEN,W 31-14,4,5,Sun,1,3,33.33,11,0,0,45.1,0,0,3.67,3.67,WuerDa00
Brett Favre*,QB,32.362,2002-10-07,NFL,GNB,@,CHI,W 34-21,5,5,Mon,22,33,66.67,359,3,0,133.3,3,26,10.88,12.70,FavrBr00
Jim Miller,QB,31.240,2002-10-07,NFL,CHI,,GNB,L 21-34,5,5,Mon,27,49,55.10,353,3,3,72.9,3,18,7.20,5.67,MillJi00
Brian Urlacher*,MLB,24.135,2002-10-07,NFL,CHI,,GNB,L 21-34,5,5,Mon,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,UrlaBr00
James Allen,RB,27.199,2002-10-13,NFL,HOU,,BUF,L 24-31,5,6,Sun,1,1,100.00,5,1,0,127.1,0,0,5.00,25.00,AlleJa00
Drew Bledsoe,QB,30.241,2002-10-13,NFL,BUF,@,HOU,W 31-24,6,6,Sun,19,33,57.58,254,2,0,102.3,3,24,7.70,8.91,BledDr00
Tom Brady,QB,25.071,2002-10-13,NFL,NWE,,GNB,L 10-28,6,6,Sun,24,44,54.55,183,1,3,44.0,2,17,4.16,1.55,BradTo00
Drew Brees,QB,23.271,2002-10-13,NFL,SDG,,KAN,W 35-34,6,6,Sun,28,41,68.29,319,2,2,87.3,1,7,7.78,6.56,BreeDr00
Aaron Brooks,QB,26.203,2002-10-13,NFL,NOR,@,WAS,W 43-27,6,6,Sun,12,23,52.17,205,3,1,104.2,2,13,8.91,9.57,BrooAa00
Mark Brunell,QB,32.026,2002-10-13,NFL,JAX,@,TEN,L 14-23,5,6,Sun,3,6,50.00,31,0,0,65.3,0,0,5.17,5.17,BrunMa00
Marc Bulger,QB,25.191,2002-10-13,NFL,STL,,OAK,W 28-13,6,6,Sun,14,21,66.67,186,3,0,134.1,3,22,8.86,11.71,BulgMa00
David Carr,QB,23.084,2002-10-13,NFL,HOU,,BUF,L 24-31,5,6,Sun,12,23,52.17,218,1,0,99.5,5,26,9.48,10.35,CarrDa00
Quincy Carter,QB,25.000,2002-10-13,NFL,DAL,,CAR,W 14-13,6,6,Sun,15,32,46.88,225,2,1,78.3,6,51,7.03,6.88,CartQu00
Kerry Collins,QB,29.287,2002-10-13,NFL,NYG,,ATL,L 10-17,6,6,Sun,20,31,64.52,204,1,1,80.6,3,14,6.58,5.77,CollKe00
Tim Couch,QB,25.074,2002-10-13,NFL,CLE,@,TAM,L 3-17,6,6,Sun,20,40,50.00,151,0,1,49.1,2,17,3.78,2.65,CoucTi00
Daunte Culpepper,QB,25.258,2002-10-13,NFL,MIN,,DET,W 31-24,5,6,Sun,27,36,75.00,295,2,1,105.7,1,4,8.19,8.06,CulpDa00
Brett Favre*,QB,33.003,2002-10-13,NFL,GNB,@,NWE,W 28-10,6,6,Sun,17,27,62.96,147,3,0,114.3,1,4,5.44,7.67,FavrBr00
Jay Fiedler,QB,30.288,2002-10-13,NFL,MIA,@,DEN,W 24-22,6,6,Sun,19,29,65.52,210,0,1,72.5,1,9,7.24,5.69,FiedJa00
Rich Gannon,QB,36.297,2002-10-13,NFL,OAK,@,STL,L 13-28,5,6,Sun,30,45,66.67,332,1,2,77.3,4,30,7.38,5.82,GannRi00
David Garrard,QB,24.241,2002-10-13,NFL,JAX,@,TEN,L 14-23,5,6,Sun,4,7,57.14,53,0,2,41.7,3,16,7.57,-5.29,GarrDa00
Trent Green,QB,32.096,2002-10-13,NFL,KAN,@,SDG,L 34-35,6,6,Sun,17,29,58.62,236,3,2,90.6,1,5,8.14,7.10,GreeTr00
Brian Griese,QB,27.209,2002-10-13,NFL,DEN,,MIA,L 22-24,6,6,Sun,27,46,58.70,335,1,2,70.5,3,36,7.28,5.76,GrieBr00
Joey Harrington,QB,23.357,2002-10-13,NFL,DET,@,MIN,L 24-31,5,6,Sun,25,41,60.98,309,2,1,90.4,1,8,7.54,7.41,HarrJo00
Brad Johnson,QB,34.030,2002-10-13,NFL,TAM,,CLE,W 17-3,6,6,Sun,15,32,46.88,194,0,1,53.4,0,0,6.06,4.66,JohnBr00
Doug Johnson,QB,24.351,2002-10-13,NFL,ATL,@,NYG,W 17-10,5,6,Sun,19,25,76.00,257,1,0,121.6,2,11,10.28,11.08,JohnDo00
Jon Kitna,QB,30.022,2002-10-13,NFL,CIN,,PIT,L 7-34,6,6,Sun,23,35,65.71,222,0,3,47.6,5,32,6.34,2.49,KitnJo00
Tommy Maddox,QB,31.041,2002-10-13,NFL,PIT,@,CIN,W 34-7,5,6,Sun,16,25,64.00,216,1,2,71.4,2,19,8.64,5.84,MaddTo00
Peyton Manning,QB,26.203,2002-10-13,NFL,IND,,BAL,W 22-20,5,6,Sun,30,40,75.00,284,1,1,92.1,5,27,7.10,6.48,MannPe00
Steve McNair,QB,29.241,2002-10-13,NFL,TEN,,JAX,W 23-14,6,6,Sun,26,36,72.22,226,1,0,97.7,1,8,6.28,6.83,McNaSt00
Rodney Peete,QB,36.211,2002-10-13,NFL,CAR,@,DAL,L 13-14,6,6,Sun,9,15,60.00,84,1,0,97.6,0,0,5.60,6.93,PeetRo00
Patrick Ramsey,QB,23.241,2002-10-13,NFL,WAS,,NOR,L 27-43,5,6,Sun,21,43,48.84,320,1,4,42.8,7,56,7.44,3.72,RamsPa00
Chris Redman,QB,25.098,2002-10-13,NFL,BAL,@,IND,L 20-22,5,6,Sun,15,28,53.57,163,0,1,56.1,3,24,5.82,4.21,RedmCh00
Chris Weinke,QB,30.074,2002-10-13,NFL,CAR,@,DAL,L 13-14,6,6,Sun,7,12,58.33,114,0,0,90.3,0,0,9.50,9.50,WeinCh00
Trent Dilfer,QB,30.215,2002-10-14,NFL,SEA,,SFO,L 21-28,5,6,Mon,21,31,67.74,212,1,2,70.9,1,1,6.84,4.58,DilfTr00
Jeff Garcia,QB,32.232,2002-10-14,NFL,SFO,@,SEA,W 28-21,5,6,Mon,16,29,55.17,202,2,0,100.1,2,12,6.97,8.34,GarcJe00
Drew Bledsoe,QB,30.248,2002-10-20,NFL,BUF,@,MIA,W 23-10,7,7,Sun,15,31,48.39,182,1,0,77.6,5,20,5.87,6.52,BledDr00
Drew Brees,QB,23.278,2002-10-20,NFL,SDG,@,OAK,W 27-21,7,7,Sun,16,25,64.00,170,2,0,110.4,2,9,6.80,8.40,BreeDr00
Aaron Brooks,QB,26.210,2002-10-20,NFL,NOR,,SFO,W 35-27,7,7,Sun,23,35,65.71,254,3,0,115.7,3,11,7.26,8.97,BrooAa00
Mark Brunell,QB,32.033,2002-10-20,NFL,JAX,@,BAL,L 10-17,6,7,Sun,24,46,52.17,231,0,3,39.3,2,7,5.02,2.09,BrunMa00
Marc Bulger,QB,25.198,2002-10-20,NFL,STL,,SEA,W 37-20,7,7,Sun,22,40,55.00,265,1,1,73.4,1,5,6.63,6.00,BulgMa00
David Carr,QB,23.091,2002-10-20,NFL,HOU,@,CLE,L 17-34,6,7,Sun,22,36,61.11,267,1,0,93.2,8,41,7.42,7.97,CarrDa00
Quincy Carter,QB,25.007,2002-10-20,NFL,DAL,@,ARI,L 6-9,7,7,Sun,13,22,59.09,202,1,4,65.2,2,8,9.18,1.91,CartQu00
Chris Chandler,QB,37.008,2002-10-20,NFL,CHI,@,DET,L 20-23,6,7,Sun,16,25,64.00,163,1,1,79.2,3,28,6.52,5.52,ChanCh00
Tim Couch,QB,25.081,2002-10-20,NFL,CLE,,HOU,W 34-17,7,7,Sun,21,31,67.74,148,1,0,89.2,1,7,4.77,5.42,CoucTi00
Daunte Culpepper,QB,25.265,2002-10-20,NFL,MIN,@,NYJ,L 7-20,6,7,Sun,26,39,66.67,288,0,3,56.4,0,0,7.38,3.92,CulpDa00
Trent Dilfer,QB,30.221,2002-10-20,NFL,SEA,@,STL,L 20-37,6,7,Sun,8,25,32.00,232,1,2,47.4,3,15,9.28,6.48,DilfTr00
Randy Fasani,QB,24.032,2002-10-20,NFL,CAR,@,ATL,L 0-30,7,7,Sun,6,18,33.33,100,0,1,29.9,1,7,5.56,3.06,FasaRa00
Brett Favre*,QB,33.010,2002-10-20,NFL,GNB,,WAS,W 30-9,7,7,Sun,11,14,78.57,89,0,0,93.2,1,12,6.36,6.36,FavrBr00
Jabar Gaffney,WR,21.323,2002-10-20,NFL,HOU,@,CLE,L 17-34,6,7,Sun,1,1,100.00,39,1,0,158.3,0,0,39.00,59.00,GaffJa00
Rich Gannon,QB,36.304,2002-10-20,NFL,OAK,,SDG,L 21-27,6,7,Sun,35,45,77.78,361,3,1,113.1,3,8,8.02,8.36,GannRi00
Jeff Garcia,QB,32.238,2002-10-20,NFL,SFO,@,NOR,L 27-35,6,7,Sun,23,39,58.97,275,1,1,78.5,0,0,7.05,6.41,GarcJe00
Trent Green,QB,32.103,2002-10-20,NFL,KAN,,DEN,L 34-37,7,7,Sun,20,33,60.61,172,0,0,74.3,4,29,5.21,5.21,GreeTr00
Brian Griese,QB,27.216,2002-10-20,NFL,DEN,@,KAN,W 37-34,7,7,Sun,30,50,60.00,376,2,0,96.7,1,10,7.52,8.32,GrieBr00
Joey Harrington,QB,23.364,2002-10-20,NFL,DET,,CHI,W 23-20,6,7,Sun,16,29,55.17,199,0,0,76.7,2,29,6.86,6.86,HarrJo00
Matt Hasselbeck,QB,27.025,2002-10-20,NFL,SEA,@,STL,L 20-37,6,7,Sun,2,5,40.00,23,0,0,54.6,0,0,4.60,4.60,HassMa00
Brad Johnson,QB,34.037,2002-10-20,NFL,TAM,@,PHI,L 10-20,7,7,Sun,19,31,61.29,124,0,1,56.4,5,27,4.00,2.55,JohnBr00
Doug Johnson,QB,24.358,2002-10-20,NFL,ATL,,CAR,W 30-0,6,7,Sun,4,5,80.00,36,0,0,96.7,0,0,7.20,7.20,JohnDo00
Rob Johnson,QB,29.216,2002-10-20,NFL,TAM,@,PHI,L 10-20,7,7,Sun,4,7,57.14,31,0,0,68.2,1,2,4.43,4.43,JohnRo00
Ray Lucas,QB,30.075,2002-10-20,NFL,MIA,,BUF,L 10-23,7,7,Sun,13,33,39.39,165,1,4,26.3,1,10,5.00,0.15,LucaRa00
Donovan McNabb,QB,25.329,2002-10-20,NFL,PHI,,TAM,W 20-10,6,7,Sun,12,25,48.00,127,1,1,59.9,2,17,5.08,4.08,McNaDo00
Doug Pederson,QB,34.262,2002-10-20,NFL,GNB,,WAS,W 30-9,7,7,Sun,9,15,60.00,78,0,0,73.7,0,0,5.20,5.20,PedeDo00
Chad Pennington,QB,26.116,2002-10-20,NFL,NYJ,,MIN,W 20-7,6,7,Sun,24,29,82.76,324,1,0,124.7,2,8,11.17,11.86,PennCh01
Jake Plummer,QB,27.305,2002-10-20,NFL,ARI,,DAL,W 9-6,6,7,Sun,23,46,50.00,232,0,0,64.8,1,4,5.04,5.04,PlumJa00
Patrick Ramsey,QB,23.248,2002-10-20,NFL,WAS,@,GNB,L 9-30,6,7,Sun,10,24,41.67,135,0,0,60.2,6,43,5.63,5.63,RamsPa00
Chris Redman,QB,25.105,2002-10-20,NFL,BAL,,JAX,W 17-10,6,7,Sun,14,28,50.00,152,2,0,90.2,2,9,5.43,6.86,RedmCh00
Michael Vick,QB,22.116,2002-10-20,NFL,ATL,,CAR,W 30-0,6,7,Sun,16,22,72.73,178,0,0,96.4,1,8,8.09,8.09,VickMi00
Chris Weinke,QB,30.081,2002-10-20,NFL,CAR,@,ATL,L 0-30,7,7,Sun,3,8,37.50,26,0,0,46.9,3,15,3.25,3.25,WeinCh00
Tommy Maddox,QB,31.049,2002-10-21,NFL,PIT,,IND,W 28-10,6,7,Mon,15,23,65.22,188,2,1,101.4,1,6,8.17,7.96,MaddTo00
Peyton Manning,QB,26.211,2002-10-21,NFL,IND,@,PIT,L 10-28,6,7,Mon,32,48,66.67,304,1,3,64.9,2,9,6.33,3.94,MannPe00
Jeff Blake,QB,31.327,2002-10-27,NFL,BAL,,PIT,L 18-31,7,8,Sun,29,50,58.00,298,1,3,56.9,1,5,5.96,3.66,BlakJe00
Drew Bledsoe,QB,30.255,2002-10-27,NFL,BUF,,DET,W 24-17,8,8,Sun,21,36,58.33,302,1,0,94.9,4,33,8.39,8.94,BledDr00
Tom Brady,QB,25.085,2002-10-27,NFL,NWE,,DEN,L 16-24,7,8,Sun,15,29,51.72,130,1,0,75.4,5,20,4.48,5.17,BradTo00
Aaron Brooks,QB,26.217,2002-10-27,NFL,NOR,,ATL,L 35-37,8,8,Sun,16,35,45.71,192,2,2,58.3,0,0,5.49,4.06,BrooAa00
Mark Brunell,QB,32.040,2002-10-27,NFL,JAX,,HOU,L 19-21,7,8,Sun,16,34,47.06,202,1,0,75.9,5,38,5.94,6.53,BrunMa00
Henry Burris,QB,27.145,2002-10-27,NFL,CHI,@,MIN,L 7-25,7,8,Sun,1,6,16.67,28,0,1,6.9,1,1,4.67,-2.83,BurrHe00
David Carr,QB,23.098,2002-10-27,NFL,HOU,@,JAX,W 21-19,7,8,Sun,11,18,61.11,184,1,0,114.1,4,23,10.22,11.33,CarrDa00
Chris Chandler,QB,37.015,2002-10-27,NFL,CHI,@,MIN,L 7-25,7,8,Sun,15,25,60.00,176,1,1,78.1,5,29,7.04,6.04,ChanCh00
Wayne Chrebet,WR,29.074,2002-10-27,NFL,NYJ,,CLE,L 21-24,7,8,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,ChreWa00
Tim Couch,QB,25.088,2002-10-27,NFL,CLE,@,NYJ,W 24-21,8,8,Sun,32,48,66.67,294,2,0,97.0,2,15,6.13,6.96,CoucTi00
Daunte Culpepper,QB,25.272,2002-10-27,NFL,MIN,,CHI,W 25-7,7,8,Sun,22,29,75.86,216,1,0,107.8,0,0,7.45,8.14,CulpDa00
Trent Dilfer,QB,30.228,2002-10-27,NFL,SEA,@,DAL,W 17-14,7,8,Sun,7,12,58.33,46,0,1,31.9,0,0,3.83,0.08,DilfTr00
Randy Fasani,QB,24.039,2002-10-27,NFL,CAR,,TAM,L 9-12,8,8,Sun,5,18,27.78,46,0,3,0.0,3,26,2.56,-4.94,FasaRa00
Rich Gannon,QB,36.311,2002-10-27,NFL,OAK,@,KAN,L 10-20,7,8,Sun,35,55,63.64,334,1,1,78.9,0,0,6.07,5.62,GannRi00
Jeff Garcia,QB,32.245,2002-10-27,NFL,SFO,,ARI,W 38-28,7,8,Sun,18,28,64.29,252,4,0,132.7,1,0,9.00,11.86,GarcJe00
Rod Gardner,WR,25.001,2002-10-27,NFL,WAS,,IND,W 26-21,7,8,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,GardRo00
Trent Green,QB,32.110,2002-10-27,NFL,KAN,,OAK,W 20-10,8,8,Sun,18,30,60.00,208,1,2,64.3,3,18,6.93,4.60,GreeTr00
Brian Griese,QB,27.223,2002-10-27,NFL,DEN,@,NWE,W 24-16,8,8,Sun,18,23,78.26,229,1,1,104.5,2,14,9.96,8.87,GrieBr00
Joey Harrington,QB,24.006,2002-10-27,NFL,DET,@,BUF,L 17-24,7,8,Sun,20,42,47.62,199,1,1,59.5,0,0,4.74,4.14,HarrJo00
Matt Hasselbeck,QB,27.032,2002-10-27,NFL,SEA,@,DAL,W 17-14,7,8,Sun,12,19,63.16,131,0,1,61.5,1,7,6.89,4.53,HassMa00
Todd Heap,TE,22.225,2002-10-27,NFL,BAL,,PIT,L 18-31,7,8,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,HeapTo00
Chad Hutchinson,QB,25.248,2002-10-27,NFL,DAL,,SEA,L 14-17,8,8,Sun,12,24,50.00,145,1,0,82.8,2,13,6.04,6.88,HutcCh00
Doug Johnson,QB,25.000,2002-10-27,NFL,ATL,@,NOR,W 37-35,7,8,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,JohnDo00
Rob Johnson,QB,29.223,2002-10-27,NFL,TAM,@,CAR,W 12-9,8,8,Sun,22,33,66.67,179,0,1,67.6,6,31,5.42,4.06,JohnRo00
Shaun King,QB,25.151,2002-10-27,NFL,TAM,@,CAR,W 12-9,8,8,Sun,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,KingSh00
Jon Kitna,QB,30.036,2002-10-27,NFL,CIN,,TEN,L 24-30,7,8,Sun,17,23,73.91,193,2,0,127.6,0,0,8.39,10.13,KitnJo00
Tommy Maddox,QB,31.055,2002-10-27,NFL,PIT,@,BAL,W 31-18,7,8,Sun,18,24,75.00,172,2,1,104.9,0,0,7.17,6.96,MaddTo00
Peyton Manning,QB,26.217,2002-10-27,NFL,IND,@,WAS,L 21-26,7,8,Sun,21,32,65.63,214,2,2,79.4,3,19,6.69,5.13,MannPe00
Shane Matthews,QB,32.148,2002-10-27,NFL,WAS,,IND,W 26-21,7,8,Sun,17,35,48.57,210,2,0,86.6,1,5,6.00,7.14,MattSh00
Steve McNair,QB,29.255,2002-10-27,NFL,TEN,@,CIN,W 30-24,7,8,Sun,16,27,59.26,215,3,0,121.7,1,7,7.96,10.19,McNaSt00
Randy Moss*,WR,25.256,2002-10-27,NFL,MIN,,CHI,W 25-7,7,8,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,MossRa00
Chad Pennington,QB,26.123,2002-10-27,NFL,NYJ,,CLE,L 21-24,7,8,Sun,19,26,73.08,183,2,1,101.9,1,8,7.04,6.85,PennCh01
Jake Plummer,QB,27.312,2002-10-27,NFL,ARI,@,SFO,L 28-38,7,8,Sun,24,36,66.67,286,0,3,56.0,3,17,7.94,4.19,PlumJa00
Kordell Stewart,QB,30.011,2002-10-27,NFL,PIT,@,BAL,W 31-18,7,8,Sun,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,StewKo00
Michael Vick,QB,22.123,2002-10-27,NFL,ATL,@,NOR,W 37-35,7,8,Sun,16,24,66.67,195,0,0,91.5,3,9,8.13,8.13,VickMi00
Kerry Collins,QB,29.302,2002-10-28,NFL,NYG,@,PHI,L 3-17,7,8,Mon,20,34,58.82,251,0,0,81.9,1,6,7.38,7.38,CollKe00
Donovan McNabb,QB,25.337,2002-10-28,NFL,PHI,,NYG,W 17-3,7,8,Mon,14,30,46.67,137,0,0,60.0,1,10,4.57,4.57,McNaDo00
Jeff Blake,QB,31.334,2002-11-03,NFL,BAL,@,ATL,L 17-20,8,9,Sun,14,27,51.85,229,1,1,77.5,6,42,8.48,7.56,BlakJe00
Drew Bledsoe,QB,30.262,2002-11-03,NFL,BUF,,NWE,L 7-38,9,9,Sun,28,45,62.22,302,1,1,80.0,4,36,6.71,6.16,BledDr00
Marty Booker,WR,26.095,2002-11-03,NFL,CHI,,PHI,L 13-19,8,9,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,BookMa00
Tom Brady,QB,25.092,2002-11-03,NFL,NWE,@,BUF,W 38-7,8,9,Sun,22,26,84.62,265,3,0,147.6,1,2,10.19,12.50,BradTo00
Drew Brees,QB,23.292,2002-11-03,NFL,SDG,,NYJ,L 13-44,8,9,Sun,22,35,62.86,192,1,2,63.0,2,22,5.49,3.49,BreeDr00
Mark Brunell,QB,32.047,2002-11-03,NFL,JAX,@,NYG,L 17-24,8,9,Sun,23,38,60.53,230,2,0,95.3,2,27,6.05,7.11,BrunMa00
Marc Bulger,QB,25.212,2002-11-03,NFL,STL,@,ARI,W 27-14,8,9,Sun,20,29,68.97,245,2,2,89.0,2,22,8.45,6.72,BulgMa00
David Carr,QB,23.105,2002-11-03,NFL,HOU,,CIN,L 3-38,8,9,Sun,18,32,56.25,199,0,2,48.8,2,13,6.22,3.41,CarrDa00
Kerry Collins,QB,29.308,2002-11-03,NFL,NYG,,JAX,W 24-17,8,9,Sun,20,28,71.43,228,1,0,107.4,3,11,8.14,8.86,CollKe00
Tim Couch,QB,25.095,2002-11-03,NFL,CLE,,PIT,L 20-23,9,9,Sun,15,24,62.50,181,2,2,78.6,4,24,7.54,5.46,CoucTi00
Daunte Culpepper,QB,25.279,2002-11-03,NFL,MIN,@,TAM,L 24-38,8,9,Sun,18,29,62.07,225,0,2,57.4,3,11,7.76,4.66,CulpDa00
Rich Gannon,QB,36.318,2002-11-03,NFL,OAK,,SFO,L 20-23,8,9,Sun,18,28,64.29,164,1,0,92.0,1,6,5.86,6.57,GannRi00
Jeff Garcia,QB,32.252,2002-11-03,NFL,SFO,@,OAK,W 23-20,8,9,Sun,25,36,69.44,282,2,0,111.1,0,0,7.83,8.94,GarcJe00
Joey Harrington,QB,24.013,2002-11-03,NFL,DET,,DAL,W 9-7,8,9,Sun,14,33,42.42,104,0,2,25.3,1,8,3.15,0.42,HarrJo00
Matt Hasselbeck,QB,27.039,2002-11-03,NFL,SEA,,WAS,L 3-14,8,9,Sun,28,44,63.64,264,0,0,80.1,4,24,6.00,6.00,HassMa00
Chad Hutchinson,QB,25.255,2002-11-03,NFL,DAL,@,DET,L 7-9,9,9,Sun,22,39,56.41,208,0,0,71.3,5,58,5.33,5.33,HutcCh00
Brad Johnson,QB,34.051,2002-11-03,NFL,TAM,,MIN,W 38-24,9,9,Sun,24,31,77.42,313,5,0,148.3,0,0,10.10,13.32,JohnBr00
Jon Kitna,QB,30.043,2002-11-03,NFL,CIN,@,HOU,W 38-3,8,9,Sun,22,27,81.48,263,4,0,146.8,0,0,9.74,12.70,KitnJo00
Tommy Maddox,QB,31.062,2002-11-03,NFL,PIT,@,CLE,W 23-20,8,9,Sun,23,42,54.76,239,2,1,77.4,2,10,5.69,5.57,MaddTo00
Peyton Manning,QB,26.224,2002-11-03,NFL,IND,,TEN,L 15-23,8,9,Sun,37,50,74.00,327,2,1,96.0,3,29,6.54,6.44,MannPe00
Shane Matthews,QB,32.155,2002-11-03,NFL,WAS,@,SEA,W 14-3,8,9,Sun,10,27,37.04,114,2,1,59.8,1,1,4.22,4.04,MattSh00
Donovan McNabb,QB,25.343,2002-11-03,NFL,PHI,@,CHI,W 19-13,8,9,Sun,18,33,54.55,209,0,1,61.3,3,17,6.33,4.97,McNaDo00
Steve McNair,QB,29.262,2002-11-03,NFL,TEN,@,IND,W 23-15,8,9,Sun,14,19,73.68,82,1,0,99.0,1,5,4.32,5.37,McNaSt00
Jim Miller,QB,31.267,2002-11-03,NFL,CHI,,PHI,L 13-19,8,9,Sun,19,36,52.78,205,0,0,69.8,3,19,5.69,5.69,MillJi00
Chad Pennington,QB,26.130,2002-11-03,NFL,NYJ,@,SDG,W 44-13,8,9,Sun,28,37,75.68,253,1,0,102.6,2,5,6.84,7.38,PennCh01
Jake Plummer,QB,27.319,2002-11-03,NFL,ARI,,STL,L 14-27,8,9,Sun,19,30,63.33,193,1,1,78.9,3,22,6.43,5.60,PlumJa00
Antwaan Randle El,WR,23.078,2002-11-03,NFL,PIT,@,CLE,W 23-20,8,9,Sun,2,2,100.00,26,0,0,118.7,0,0,13.00,13.00,RandAn00
Michael Vick,QB,22.130,2002-11-03,NFL,ATL,,BAL,W 20-17,8,9,Sun,12,24,50.00,136,0,1,50.0,3,21,5.67,3.79,VickMi00
Dave Zastudil,P,24.008,2002-11-03,NFL,BAL,@,ATL,L 17-20,8,9,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,ZastDa20
Brett Favre*,QB,33.025,2002-11-04,NFL,GNB,,MIA,W 24-10,8,9,Mon,16,25,64.00,187,1,1,83.2,2,14,7.48,6.48,FavrBr00
Ray Lucas,QB,30.090,2002-11-04,NFL,MIA,@,GNB,L 10-24,8,9,Mon,22,39,56.41,198,0,2,48.9,5,35,5.08,2.77,LucaRa00
Doug Pederson,QB,34.277,2002-11-04,NFL,GNB,,MIA,W 24-10,8,9,Mon,1,2,50.00,1,0,0,56.2,1,8,0.50,0.50,PedeDo00
Sage Rosenfels,QB,24.243,2002-11-04,NFL,MIA,@,GNB,L 10-24,8,9,Mon,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,RoseSa00
