Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Cortland Finnegan,RCB,25.220,2009-09-10,NFL,TEN,@,PIT,L 10-13,1,1,Thu,1,80,0,1,FinnCo20
Vincent Fuller,S,27.038,2009-09-10,NFL,TEN,@,PIT,L 10-13,1,1,Thu,1,0,0,1,FullVi20
William Gay,RCB,24.252,2009-09-10,NFL,PIT,,TEN,W 13-10,1,1,Thu,0,0,0,1,GayxWi99
Michael Griffin,FS,24.249,2009-09-10,NFL,TEN,@,PIT,L 10-13,1,1,Thu,0,0,0,1,GrifMi99
Jason Jones,DT,23.110,2009-09-10,NFL,TEN,@,PIT,L 10-13,1,1,Thu,0,0,0,1,JoneJa99
Troy Polamalu,SS,28.144,2009-09-10,NFL,PIT,,TEN,W 13-10,1,1,Thu,1,16,0,2,PolaTr99
Ike Taylor,LCB,29.128,2009-09-10,NFL,PIT,,TEN,W 13-10,1,1,Thu,0,0,0,1,TaylIk20
LaMarr Woodley,LOLB,24.311,2009-09-10,NFL,PIT,,TEN,W 13-10,1,1,Thu,0,0,0,2,WoodLa99
Al Afalava,SS,22.236,2009-09-13,NFL,CHI,@,GNB,L 15-21,1,1,Sun,0,0,0,1,AfalAl99
Will Allen,LCB,31.039,2009-09-13,NFL,MIA,@,ATL,L 7-19,1,1,Sun,0,0,0,1,AlleWi20
Jamaal Anderson,RDE,23.219,2009-09-13,NFL,ATL,,MIA,W 19-7,1,1,Sun,0,0,0,1,AndeJa98
O.J. Atogwe,FS,28.082,2009-09-13,NFL,STL,@,SEA,L 0-28,1,1,Sun,1,12,0,2,AtogO.20
Jordan Babineaux,FS,27.013,2009-09-13,NFL,SEA,,STL,W 28-0,1,1,Sun,0,0,0,1,BabiJo21
Champ Bailey*,LCB,31.083,2009-09-13,NFL,DEN,@,CIN,W 12-7,1,1,Sun,0,0,0,1,BailCh00
Ronde Barber,RCB,34.159,2009-09-13,NFL,TAM,,DAL,L 21-34,1,1,Sun,0,0,0,1,BarbRo00
Ron Bartell,LCB,27.203,2009-09-13,NFL,STL,@,SEA,L 0-28,1,1,Sun,0,0,0,1,BartRo20
Jon Beason,MLB,24.242,2009-09-13,NFL,CAR,,PHI,L 10-38,1,1,Sun,1,10,0,1,BeasJo99
Yeremiah Bell,SS,31.194,2009-09-13,NFL,MIA,@,ATL,L 7-19,1,1,Sun,0,0,0,1,BellYe20
Dre' Bly,CB,32.114,2009-09-13,NFL,SFO,@,ARI,W 20-16,1,1,Sun,0,0,0,3,BlyxDr00
Sheldon Brown,RCB,30.178,2009-09-13,NFL,PHI,@,CAR,W 38-10,1,1,Sun,2,56,0,2,BrowSh20
Tarell Brown,CB,24.250,2009-09-13,NFL,SFO,@,ARI,W 20-16,1,1,Sun,0,0,0,1,BrowTa99
John Busing,FS,26.012,2009-09-13,NFL,HOU,,NYJ,L 7-24,1,1,Sun,1,14,0,1,BusiJo20
James Butler,SS,27.006,2009-09-13,NFL,STL,@,SEA,L 0-28,1,1,Sun,1,0,0,1,ButlJa20
Calais Campbell,DE,23.012,2009-09-13,NFL,ARI,,SFO,L 16-20,1,1,Sun,0,0,0,1,CampCa99
Brandon Carr,RCB,23.117,2009-09-13,NFL,KAN,@,BAL,L 24-38,1,1,Sun,0,0,0,1,CarrBr99
Andre Carter,DE,30.124,2009-09-13,NFL,WAS,@,NYG,L 17-23,1,1,Sun,0,0,0,1,CartAn20
Nate Clements,LCB,29.275,2009-09-13,NFL,SFO,@,ARI,W 20-16,1,1,Sun,1,8,0,2,ClemNa99
Nick Collins,FS,26.028,2009-09-13,NFL,GNB,,CHI,W 21-15,1,1,Sun,1,31,0,2,CollNi20
Sean Considine,SS,26.270,2009-09-13,NFL,JAX,@,IND,L 12-14,1,1,Sun,0,0,0,1,ConsSe20
Derek Cox,CB,22.356,2009-09-13,NFL,JAX,@,IND,L 12-14,1,1,Sun,1,0,0,1,CoxxDe99
Chris Crocker,FS,29.188,2009-09-13,NFL,CIN,,DEN,L 7-12,1,1,Sun,0,0,0,1,CrocCh20
Tyrone Culver,S,26.069,2009-09-13,NFL,MIA,@,ATL,L 7-19,1,1,Sun,0,0,0,1,CulvTy20
