Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fantasy Pts,PPR,DK Pts,FD Pts,Pass_cmp,Pass_att,Pass_yds,Pass_td,Pass_int,Run_att,Run_yds,Run_td,Rec,Rec_yds,Rec_td,Fmb,FGM,FGA,XPM,XPA,unique_id 
Torry Holt,WR,28.106,2004-09-19,NFL,STL,@,ATL,L 17-34,2,2,Sun,18.10,27.1,30.1,22.6,0,0,0,0,0,0,0,0,9,121,1,0,,,,,HoltTo00
Brad Hoover,FB,27.313,2004-09-19,NFL,CAR,@,KAN,W 28-17,2,2,Sun,3.60,7.6,7.6,5.6,0,0,0,0,0,1,-1,0,4,37,0,0,,,,,HoovBr00
Joe Horn,WR,32.247,2004-09-19,NFL,NOR,,SFO,W 30-27,2,2,Sun,15.40,23.4,23.4,19.4,0,0,0,0,0,0,0,0,8,94,1,0,,,,,HornJo00
T.J. Houshmandzadeh,WR,26.359,2004-09-19,NFL,CIN,,MIA,W 16-13,2,2,Sun,2.40,3.4,3.4,2.9,0,0,0,0,0,1,11,0,1,13,0,0,,,,,HousTJ00
Randy Hymes,WR,25.043,2004-09-19,NFL,BAL,,PIT,W 30-13,2,2,Sun,2.40,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,,,,,HymeRa00
Darrell Jackson,WR,25.288,2004-09-19,NFL,SEA,@,TAM,W 10-6,2,2,Sun,5.00,10.0,10.0,7.5,0,0,0,0,0,0,0,0,5,50,0,0,,,,,JackDa00
James Jackson,RB,28.046,2004-09-19,NFL,CLE,@,DAL,L 12-19,2,2,Sun,5.10,6.1,6.1,5.6,0,0,0,0,0,3,50,0,1,1,0,0,,,,,JackJa00
Nate Jackson,WR,25.107,2004-09-19,NFL,DEN,@,JAX,L 6-7,2,2,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,,JackNa00
Steven Jackson,RB,21.059,2004-09-19,NFL,STL,@,ATL,L 17-34,2,2,Sun,1.00,1.0,1.0,1.0,0,0,0,0,0,3,10,0,0,0,0,0,,,,,JackSt00
Terry Jackson,FB,28.253,2004-09-19,NFL,SFO,@,NOR,L 27-30,2,2,Sun,2.80,2.8,2.8,2.8,0,0,0,0,0,5,28,0,0,0,0,0,,,,,JackTe00
Edgerrin James,RB,26.049,2004-09-19,NFL,IND,@,TEN,W 31-17,2,2,Sun,24.70,26.7,29.7,25.7,0,0,0,0,0,21,124,2,2,3,0,0,,,,,JameEd00
Sebastian Janikowski,K,26.201,2004-09-19,NFL,OAK,,BUF,W 13-10,2,2,Sun,7.00,7.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,janikseb01
Andre Johnson,WR,23.070,2004-09-19,NFL,HOU,@,DET,L 16-28,2,2,Sun,14.70,17.7,17.7,16.2,0,0,0,0,0,1,1,0,3,86,1,0,,,,,JohnAn02
Bryan Johnson,FB,26.245,2004-09-19,NFL,CHI,@,GNB,W 21-10,2,2,Sun,8.50,10.5,10.5,9.5,0,0,0,0,0,0,0,0,2,25,1,0,,,,,JohnBr01
Bryant Johnson,Z-WR,23.196,2004-09-19,NFL,ARI,,NWE,L 12-23,2,2,Sun,3.90,6.9,6.9,5.4,0,0,0,0,0,0,0,0,3,39,0,0,,,,,JohnBr02
Chad Johnson,WR,26.254,2004-09-19,NFL,CIN,,MIA,W 16-13,2,2,Sun,4.50,7.5,7.5,6.0,0,0,0,0,0,0,0,0,3,45,0,0,,,,,JohnCh01
Eric Johnson,TE,28.142,2004-09-19,NFL,SFO,@,NOR,L 27-30,2,2,Sun,4.00,9.0,10.0,6.5,0,0,0,0,0,0,0,0,5,60,0,0,,,,,JohnEr00
Kevin Johnson,WR,28.066,2004-09-19,NFL,BAL,,PIT,W 30-13,2,2,Sun,3.20,5.2,5.2,4.2,0,0,0,0,0,0,0,0,2,32,0,0,,,,,JohnKe01
Keyshawn Johnson,WR,32.059,2004-09-19,NFL,DAL,,CLE,W 19-12,2,2,Sun,5.70,7.7,7.7,6.7,0,0,0,0,0,0,0,0,2,57,0,0,,,,,JohnKe00
Rudi Johnson,HB,24.354,2004-09-19,NFL,CIN,,MIA,W 16-13,2,2,Sun,7.10,8.1,8.1,7.6,0,0,0,0,0,22,67,0,1,4,0,0,,,,,JohnRu00
Doug Jolley,TE,25.261,2004-09-19,NFL,OAK,,BUF,W 13-10,2,2,Sun,3.10,7.1,7.1,5.1,0,0,0,0,0,0,0,0,4,31,0,0,,,,,JollDo00
Freddie Jones,TE,30.003,2004-09-19,NFL,ARI,,NWE,L 12-23,2,2,Sun,4.30,8.3,8.3,6.3,0,0,0,0,0,0,0,0,4,43,0,0,,,,,JoneFr00
Julius Jones,RB,23.036,2004-09-19,NFL,DAL,,CLE,W 19-12,2,2,Sun,1.00,3.0,4.0,2.0,0,0,0,0,0,5,16,0,2,14,0,0,,,,,JoneJu01
Kevin Jones,HB,22.029,2004-09-19,NFL,DET,,HOU,W 28-16,2,2,Sun,7.00,8.0,8.0,7.5,0,0,0,0,0,12,57,0,1,13,0,0,,,,,JoneKe02
Terry Jones,TE,24.291,2004-09-19,NFL,BAL,,PIT,W 30-13,2,2,Sun,1.10,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,,JoneTe00
Thomas Jones,RB,26.031,2004-09-19,NFL,CHI,@,GNB,W 21-10,2,2,Sun,21.90,22.9,25.9,22.4,0,0,0,0,0,23,152,1,1,7,0,0,,,,,JoneTh00
Eddie Kennison,WR,31.243,2004-09-19,NFL,KAN,,CAR,L 17-28,2,2,Sun,2.00,3.0,3.0,2.5,0,0,0,0,0,0,0,0,1,20,0,0,,,,,KennEd00
Erron Kinney,TE,27.053,2004-09-19,NFL,TEN,,IND,L 17-31,2,2,Sun,4.50,10.5,10.5,7.5,0,0,0,0,0,0,0,0,6,45,0,0,,,,,KinnEr00
Charles Lee,WR,26.305,2004-09-19,NFL,TAM,,SEA,L 6-10,2,2,Sun,3.50,4.5,4.5,4.0,0,0,0,0,0,0,0,0,1,35,0,0,,,,,LeexCh00
ReShard Lee,RB,23.343,2004-09-19,NFL,DAL,,CLE,W 19-12,2,2,Sun,1.50,1.5,1.5,1.5,0,0,0,0,0,4,15,0,0,0,0,0,,,,,LeexRe00
Byron Leftwich,QB,24.249,2004-09-19,NFL,JAX,,DEN,W 7-6,2,2,Sun,9.60,9.6,9.6,9.6,8,16,120,1,0,2,8,0,0,0,0,0,,,,,LeftBy00
Ashley Lelie,WR,24.216,2004-09-19,NFL,DEN,@,JAX,L 6-7,2,2,Sun,5.30,8.3,8.3,6.8,0,0,0,0,0,0,0,0,3,53,0,0,,,,,LeliAs00
Jamal Lewis,RB,25.021,2004-09-19,NFL,BAL,,PIT,W 30-13,2,2,Sun,18.20,18.2,18.2,18.2,0,0,0,0,0,24,62,2,0,0,0,0,,,,,LewiJa00
Rian Lindell,K,27.243,2004-09-19,NFL,BUF,@,OAK,L 10-13,2,2,Sun,4.00,4.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,linderia01
Ryan Longwell,K,30.034,2004-09-19,NFL,GNB,,CHI,L 10-21,2,2,Sun,4.00,4.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,longwrya01
Dane Looker,WR,28.167,2004-09-19,NFL,STL,@,ATL,L 17-34,2,2,Sun,4.10,6.1,6.1,5.1,0,0,0,0,0,0,0,0,2,41,0,0,,,,,LookDa00
Dustin Lyman,TE,28.045,2004-09-19,NFL,CHI,@,GNB,W 21-10,2,2,Sun,1.50,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,,,,,LymaDu00
Kris Mangum,TE,31.035,2004-09-19,NFL,CAR,@,KAN,W 28-17,2,2,Sun,6.30,7.3,7.3,6.8,0,0,0,0,0,0,0,0,1,3,1,0,,,,,MangKr00
Peyton Manning,QB,28.179,2004-09-19,NFL,IND,@,TEN,W 31-17,2,2,Sun,18.66,18.7,18.7,18.7,24,33,254,2,0,2,5,0,0,0,0,0,,,,,MannPe00
Olindo Mare,K,31.105,2004-09-19,NFL,MIA,@,CIN,L 13-16,2,2,Sun,7.00,7.0,,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,marexoli01
Curtis Martin*,RB,31.141,2004-09-19,NFL,NYJ,@,SDG,W 34-28,2,2,Sun,26.40,32.4,35.4,29.4,0,0,0,0,0,32,119,2,6,25,0,0,,,,,MartCu00
Derrick Mason,WR,30.246,2004-09-19,NFL,TEN,,IND,L 17-31,2,2,Sun,10.10,18.1,21.1,14.1,0,0,0,0,0,1,-3,0,8,104,0,0,,,,,MasoDe00
Josh McCown,QB,25.077,2004-09-19,NFL,ARI,,NWE,L 12-23,2,2,Sun,4.30,4.3,6.3,6.3,13,29,160,0,2,3,19,0,0,0,0,0,,,,,McCoJo01
Randy McMichael,TE,25.083,2004-09-19,NFL,MIA,@,CIN,L 13-16,2,2,Sun,9.30,15.3,15.3,12.3,0,0,0,0,0,0,0,0,6,93,0,0,,,,,McMiRa01
Steve McNair,QB,31.218,2004-09-19,NFL,TEN,,IND,L 17-31,2,2,Sun,13.12,13.1,15.1,14.1,25,39,273,0,1,2,2,1,0,0,0,0,,,,,McNaSt00
Quincy Morgan,WR,26.362,2004-09-19,NFL,CLE,@,DAL,L 12-19,2,2,Sun,1.10,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,,MorgQu00
Johnnie Morton,WR,32.348,2004-09-19,NFL,KAN,,CAR,L 17-28,2,2,Sun,7.60,12.6,12.6,10.1,0,0,0,0,0,0,0,0,5,76,0,0,,,,,MortJo00
Santana Moss,FL,25.110,2004-09-19,NFL,NYJ,@,SDG,W 34-28,2,2,Sun,9.70,13.7,13.7,11.7,0,0,0,0,0,0,0,0,4,97,0,0,,,,,MossSa00
Eric Moulds,WR,31.064,2004-09-19,NFL,BUF,@,OAK,L 10-13,2,2,Sun,10.40,12.4,12.4,11.4,0,0,0,0,0,1,3,0,2,41,1,0,,,,,MoulEr00
Muhsin Muhammad,WR,31.137,2004-09-19,NFL,CAR,@,KAN,W 28-17,2,2,Sun,2.60,4.6,4.6,3.6,0,0,0,0,0,0,0,0,2,26,0,0,,,,,MuhaMu00
Kassim Osgood,WR,24.122,2004-09-19,NFL,SDG,,NYJ,L 28-34,2,2,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,,OsgoKa00
Carson Palmer,QB,24.267,2004-09-19,NFL,CIN,,MIA,W 16-13,2,2,Sun,3.88,3.9,4.9,4.9,21,38,147,0,1,0,0,0,0,0,0,0,,,,,PalmCa00
Eric Parker,WR,25.158,2004-09-19,NFL,SDG,,NYJ,L 28-34,2,2,Sun,1.90,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,,,,,ParkEr00
Patrick Pass,FB,26.263,2004-09-19,NFL,NWE,@,ARI,W 23-12,2,2,Sun,3.40,5.4,5.4,4.4,0,0,0,0,0,4,7,0,2,27,0,0,,,,,PassPa00
Jerome Pathon,WR,28.278,2004-09-19,NFL,NOR,,SFO,W 30-27,2,2,Sun,11.30,13.3,13.3,12.3,0,0,0,0,0,0,0,0,2,53,1,0,,,,,PathJe00
David Patten,WR,30.031,2004-09-19,NFL,NWE,@,ARI,W 23-12,2,2,Sun,3.90,5.9,5.9,4.9,0,0,0,0,0,0,0,0,2,39,0,0,,,,,PattDa00
Chad Pennington,QB,28.085,2004-09-19,NFL,NYJ,@,SDG,W 34-28,2,2,Sun,18.42,18.4,18.4,18.4,22,29,258,2,0,2,1,0,0,0,0,0,,,,,PennCh01
Todd Peterson,K,34.228,2004-09-19,NFL,SFO,@,NOR,L 27-30,2,2,Sun,9.00,9.0,,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,petertod01
Artose Pinner,RB,26.258,2004-09-19,NFL,DET,,HOU,W 28-16,2,2,Sun,2.60,3.6,3.6,3.1,0,0,0,0,0,6,19,0,1,7,0,0,,,,,PinnAr00
Jake Plummer,QB,29.275,2004-09-19,NFL,DEN,@,JAX,L 6-7,2,2,Sun,12.40,12.4,12.4,12.4,23,39,250,0,0,6,24,0,0,0,0,0,,,,,PlumJa00
Marcus Pollard,TE,32.224,2004-09-19,NFL,IND,@,TEN,W 31-17,2,2,Sun,6.70,9.7,9.7,8.2,0,0,0,0,0,0,0,0,3,7,1,0,,,,,PollMa00
Jerry Porter,WR,26.067,2004-09-19,NFL,OAK,,BUF,W 13-10,2,2,Sun,4.10,7.1,7.1,5.6,0,0,0,0,0,1,-4,0,3,45,0,0,,,,,PortJe00
Clinton Portis,RB,23.018,2004-09-19,NFL,WAS,@,NYG,L 14-20,2,2,Sun,11.80,13.8,15.8,12.8,0,0,0,0,0,20,69,0,2,29,1,0,,,,,PortCl00
Peerless Price,WR,27.328,2004-09-19,NFL,ATL,,STL,W 34-17,2,2,Sun,2.70,4.7,4.7,3.7,0,0,0,0,0,1,9,0,2,18,0,0,,,,,PricPe00
Ricky Proehl,WR,36.196,2004-09-19,NFL,CAR,@,KAN,W 28-17,2,2,Sun,4.80,8.8,8.8,6.8,0,0,0,0,0,0,0,0,4,48,0,0,,,,,ProeRi00
Jeb Putzier,TE,25.243,2004-09-19,NFL,DEN,@,JAX,L 6-7,2,2,Sun,1.20,3.2,3.2,2.2,0,0,0,0,0,0,0,0,2,12,0,0,,,,,PutzJe00
Neil Rackers,K,28.034,2004-09-19,NFL,ARI,,NWE,L 12-23,2,2,Sun,10.00,10.0,,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,,,rackenei01
Patrick Ramsey,QB,25.218,2004-09-19,NFL,WAS,@,NYG,L 14-20,2,2,Sun,5.38,5.4,8.4,8.4,9,18,142,1,3,2,17,0,0,0,0,0,,,,,RamsPa00
Antwaan Randle El,WR,25.033,2004-09-19,NFL,PIT,@,BAL,L 13-30,2,2,Sun,9.00,12.0,12.0,10.5,0,0,0,0,0,1,1,0,3,29,1,0,,,,,RandAn00
Walter Rasby,TE,32.012,2004-09-19,NFL,WAS,@,NYG,L 14-20,2,2,Sun,1.10,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,,RasbWa00
J.R. Redmond,RB,26.357,2004-09-19,NFL,OAK,,BUF,W 13-10,2,2,Sun,2.30,4.3,4.3,3.3,0,0,0,0,0,2,8,0,2,15,0,0,,,,,RedmJ.00
Jeff Reed,K,25.163,2004-09-19,NFL,PIT,@,BAL,L 13-30,2,2,Sun,1.00,1.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,reedxjef01
Josh Reed,WR,24.141,2004-09-19,NFL,BUF,@,OAK,L 10-13,2,2,Sun,2.90,4.9,4.9,3.9,0,0,0,0,0,0,0,0,2,29,0,0,,,,,ReedJo01
Jay Riemersma,TE,31.125,2004-09-19,NFL,PIT,@,BAL,L 13-30,2,2,Sun,1.00,2.0,2.0,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,,RiemJa00
Jamal Robertson,RB,27.253,2004-09-19,NFL,SFO,@,NOR,L 27-30,2,2,Sun,8.80,9.8,10.8,9.3,0,0,0,0,0,9,38,1,1,10,0,0,,,,,RobeJa00
Jeff Robinson,TE,34.212,2004-09-19,NFL,DAL,,CLE,W 19-12,2,2,Sun,6.10,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,1,1,0,,,,,RobiJe00
Koren Robinson,WR,24.184,2004-09-19,NFL,SEA,@,TAM,W 10-6,2,2,Sun,12.60,16.6,16.6,14.6,0,0,0,0,0,0,0,0,4,66,1,0,,,,,RobiKo00
Ben Roethlisberger,QB,22.201,2004-09-19,NFL,PIT,@,BAL,L 13-30,2,2,Sun,11.04,11.0,13.0,13.0,12,20,176,2,2,0,0,0,0,0,0,0,,,,,RoetBe00
Cory Schlesinger,FB,32.088,2004-09-19,NFL,DET,,HOU,W 28-16,2,2,Sun,7.30,9.3,9.3,8.3,0,0,0,0,0,0,0,0,2,13,1,0,,,,,SchlCo00
Matt Schobel,TE,25.320,2004-09-19,NFL,CIN,,MIA,W 16-13,2,2,Sun,1.20,5.2,5.2,3.2,0,0,0,0,0,0,0,0,4,12,0,0,,,,,SchoMa00
Josh Scobey,RB,24.283,2004-09-19,NFL,ARI,,NWE,L 12-23,2,2,Sun,4.20,5.2,5.2,4.7,0,0,0,0,0,0,0,0,1,42,0,0,,,,,ScobJo00
Mike Seidman,TE,23.221,2004-09-19,NFL,CAR,@,KAN,W 28-17,2,2,Sun,6.10,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,1,1,0,,,,,SeidMi00
Mike Sellers,FB,29.060,2004-09-19,NFL,WAS,@,NYG,L 14-20,2,2,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,,SellMi00
Bobby Shaw,WR,29.149,2004-09-19,NFL,BUF,@,OAK,L 10-13,2,2,Sun,2.20,4.2,4.2,3.2,0,0,0,0,0,0,0,0,2,22,0,0,,,,,ShawBo00
Daimon Shelton,FB,32.004,2004-09-19,NFL,BUF,@,OAK,L 10-13,2,2,Sun,1.10,3.1,3.1,2.1,0,0,0,0,0,0,0,0,2,11,0,0,,,,,ShelDa00
Jeremy Shockey,TE,24.032,2004-09-19,NFL,NYG,,WAS,W 20-14,2,2,Sun,3.60,8.6,8.6,6.1,0,0,0,0,0,0,0,0,5,36,0,0,,,,,ShocJe00
Chris Simms,QB,24.021,2004-09-19,NFL,TAM,,SEA,L 6-10,2,2,Sun,4.30,4.3,6.3,5.3,21,32,175,0,1,4,13,0,0,0,0,0,,,,,SimmCh00
Emmitt Smith*,RB,35.127,2004-09-19,NFL,ARI,,NWE,L 12-23,2,2,Sun,9.10,9.1,9.1,9.1,0,0,0,0,0,13,31,1,0,0,0,0,,,,,SmitEm00
Jimmy Smith,WR,35.223,2004-09-19,NFL,JAX,,DEN,W 7-6,2,2,Sun,6.90,9.9,9.9,8.4,0,0,0,0,0,0,0,0,3,69,0,0,,,,,SmitJi00
Rod Smith,WR,34.127,2004-09-19,NFL,DEN,@,JAX,L 6-7,2,2,Sun,8.30,14.3,14.3,11.3,0,0,0,0,0,0,0,0,6,83,0,0,,,,,SmitRo01
Jerald Sowell,FB,30.242,2004-09-19,NFL,NYJ,@,SDG,W 34-28,2,2,Sun,11.60,16.6,16.6,14.1,0,0,0,0,0,0,0,0,5,56,1,0,,,,,SoweJe00
Duce Staley,HB,29.205,2004-09-19,NFL,PIT,@,BAL,L 13-30,2,2,Sun,6.60,7.6,7.6,7.1,0,0,0,0,0,16,57,0,1,9,0,0,,,,,StalDu00
Donte' Stallworth,WR,23.314,2004-09-19,NFL,NOR,,SFO,W 30-27,2,2,Sun,17.30,26.3,29.3,21.8,0,0,0,0,0,0,0,0,9,113,1,0,,,,,StalDo00
Aaron Stecker,RB,28.311,2004-09-19,NFL,NOR,,SFO,W 30-27,2,2,Sun,6.00,12.0,12.0,9.0,0,0,0,0,0,15,41,0,6,19,0,0,,,,,StecAa00
Jerramy Stevens,TE,24.311,2004-09-19,NFL,SEA,@,TAM,W 10-6,2,2,Sun,1.60,2.6,2.6,2.1,0,0,0,0,0,0,0,0,1,16,0,0,,,,,StevJe00
Tony Stewart,TE,25.041,2004-09-19,NFL,CIN,,MIA,W 16-13,2,2,Sun,1.70,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,,StewTo00
Brandon Stokley,WR,28.088,2004-09-19,NFL,IND,@,TEN,W 31-17,2,2,Sun,2.70,4.7,4.7,3.7,0,0,0,0,0,0,0,0,2,27,0,0,,,,,StokBr00
Matt Stover,K,36.236,2004-09-19,NFL,BAL,,PIT,W 30-13,2,2,Sun,12.00,12.0,,12.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,stovemat01
Tai Streets,WR,27.152,2004-09-19,NFL,DET,,HOU,W 28-16,2,2,Sun,3.20,7.2,7.2,5.2,0,0,0,0,0,0,0,0,4,32,0,0,,,,,StreTa00
Mack Strong,FB,33.008,2004-09-19,NFL,SEA,@,TAM,W 10-6,2,2,Sun,1.10,1.1,1.1,1.1,0,0,0,0,0,2,11,0,0,0,0,0,,,,,StroMa00
Chester Taylor,RB,24.363,2004-09-19,NFL,BAL,,PIT,W 30-13,2,2,Sun,7.60,7.6,7.6,7.6,0,0,0,0,0,9,76,0,0,0,0,0,,,,,TaylCh01
Fred Taylor,RB,28.236,2004-09-19,NFL,JAX,,DEN,W 7-6,2,2,Sun,5.40,5.4,5.4,5.4,0,0,0,0,0,16,54,0,0,0,0,0,,,,,TaylFr00
Vinny Testaverde,QB,40.311,2004-09-19,NFL,DAL,,CLE,W 19-12,2,2,Sun,10.88,10.9,16.9,13.9,23,35,322,1,3,0,0,0,0,0,0,0,,,,,TestVi00
Anthony Thomas,RB,26.317,2004-09-19,NFL,CHI,@,GNB,W 21-10,2,2,Sun,1.50,1.5,1.5,1.5,0,0,0,0,0,5,15,0,0,0,0,0,,,,,ThomAn01
Kevin Thomas,CB,26.053,2004-09-19,NFL,BUF,@,OAK,L 10-13,2,2,Sun,2.40,3.4,3.4,2.9,0,0,0,0,0,0,0,0,1,24,0,0,,,,,ThomKe22
LaDainian Tomlinson*,RB,25.088,2004-09-19,NFL,SDG,,NYJ,L 28-34,2,2,Sun,22.30,25.3,25.3,23.8,0,0,0,0,0,19,87,1,3,76,0,0,,,,,TomlLa00
Amani Toomer,WR,30.011,2004-09-19,NFL,NYG,,WAS,W 20-14,2,2,Sun,5.40,11.4,11.4,8.4,0,0,0,0,0,0,0,0,6,54,0,0,,,,,ToomAm00
Ben Troupe,TE,22.018,2004-09-19,NFL,TEN,,IND,L 17-31,2,2,Sun,1.20,3.2,3.2,2.2,0,0,0,0,0,0,0,0,2,12,0,0,,,,,TrouBe00
Lawrence Tynes,K,26.139,2004-09-19,NFL,KAN,,CAR,L 17-28,2,2,Sun,5.00,5.0,,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,tyneslaw01
Mike Vanderjagt,K,34.179,2004-09-19,NFL,IND,@,TEN,W 31-17,2,2,Sun,7.00,7.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,vandemik01
Michael Vick,QB,24.085,2004-09-19,NFL,ATL,,STL,W 34-17,2,2,Sun,22.06,22.1,25.1,22.1,14,19,179,1,0,12,109,0,0,0,0,0,,,,,VickMi00
Adam Vinatieri,K,31.266,2004-09-19,NFL,NWE,@,ARI,W 23-12,2,2,Sun,11.00,11.0,,11.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,vinatada01
Bobby Wade,WR,23.207,2004-09-19,NFL,CHI,@,GNB,W 21-10,2,2,Sun,6.50,9.5,9.5,8.0,0,0,0,0,0,2,23,0,3,42,0,0,,,,,WadeBo00
Javon Walker,WR,25.341,2004-09-19,NFL,GNB,,CHI,L 10-21,2,2,Sun,10.20,17.2,20.2,13.7,0,0,0,0,0,0,0,0,7,102,0,0,,,,,WalkJa00
Hines Ward,FL,28.195,2004-09-19,NFL,PIT,@,BAL,L 13-30,2,2,Sun,21.10,27.1,30.1,24.1,0,0,0,0,0,0,0,0,6,151,1,0,,,,,WardHi00
Kurt Warner*,QB,33.089,2004-09-19,NFL,NYG,,WAS,W 20-14,2,2,Sun,13.28,13.3,13.3,13.3,22,33,232,1,0,0,0,0,0,0,0,0,,,,,WarnKu00
Peter Warrick,WR,27.092,2004-09-19,NFL,CIN,,MIA,W 16-13,2,2,Sun,5.70,11.7,11.7,8.7,0,0,0,0,0,1,6,0,6,51,0,0,,,,,WarrPe00
Kenny Watson,HB,26.190,2004-09-19,NFL,CIN,,MIA,W 16-13,2,2,Sun,1.50,4.5,4.5,3.0,0,0,0,0,0,4,9,0,3,6,0,0,,,,,WatsKe00
Darius Watts,WR,22.275,2004-09-19,NFL,DEN,@,JAX,L 6-7,2,2,Sun,1.10,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,,WattDa00
Reggie Wayne,WR,25.307,2004-09-19,NFL,IND,@,TEN,W 31-17,2,2,Sun,17.90,24.9,27.9,21.4,0,0,0,0,0,0,0,0,7,119,1,0,,,,,WaynRe00
Tyrone Wheatley,RB,32.244,2004-09-19,NFL,OAK,,BUF,W 13-10,2,2,Sun,2.10,3.1,3.1,2.6,0,0,0,0,0,10,21,0,1,0,0,0,,,,,WheaTy00
Dez White,WR,25.027,2004-09-19,NFL,ATL,,STL,W 34-17,2,2,Sun,5.00,8.0,8.0,6.5,0,0,0,0,0,1,26,0,3,24,0,0,,,,,WhitDe00
Ernest Wilford,WR,25.249,2004-09-19,NFL,JAX,,DEN,W 7-6,2,2,Sun,7.20,8.2,8.2,7.7,0,0,0,0,0,0,0,0,1,12,1,0,,,,,WilfEr00
Jeff Wilkins,K,32.153,2004-09-19,NFL,STL,@,ATL,L 17-34,2,2,Sun,5.00,5.0,,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,wilkijef01
Domanick Williams,RB,23.354,2004-09-19,NFL,HOU,@,DET,L 16-28,2,2,Sun,15.30,26.3,27.3,20.8,0,0,0,0,0,25,78,0,11,95,0,0,,,,,DaviDo01
Reggie Williams,WR,21.125,2004-09-19,NFL,JAX,,DEN,W 7-6,2,2,Sun,1.90,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,,,,,WillRe00
Roy Williams,WR,22.274,2004-09-19,NFL,DET,,HOU,W 28-16,2,2,Sun,19.30,23.3,23.3,21.3,0,0,0,0,0,0,0,0,4,73,2,0,,,,,WillRo04
Kellen Winslow,TE,21.060,2004-09-19,NFL,CLE,@,DAL,L 12-19,2,2,Sun,1.10,2.1,2.1,1.6,0,0,0,0,0,0,0,0,1,11,0,0,,,,,WinsKe01
Jason Witten,TE,22.136,2004-09-19,NFL,DAL,,CLE,W 19-12,2,2,Sun,8.20,14.2,14.2,11.2,0,0,0,0,0,0,0,0,6,82,0,0,,,,,WittJa00
Amos Zereoue,RB,27.347,2004-09-19,NFL,OAK,,BUF,W 13-10,2,2,Sun,4.90,7.9,7.9,6.4,0,0,0,0,0,9,24,0,3,25,0,0,,,,,ZereAm00
David Akers,K,29.286,2004-09-20,NFL,PHI,,MIN,W 27-16,2,2,Mon,9.00,9.0,,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,akersdav01
Morten Andersen*,K,44.032,2004-09-20,NFL,MIN,@,PHI,L 16-27,2,2,Mon,10.00,10.0,,11.0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,andermor01
Nate Burleson,WR,23.032,2004-09-20,NFL,MIN,@,PHI,L 16-27,2,2,Mon,7.60,12.6,12.6,10.1,0,0,0,0,0,1,9,0,5,67,0,0,,,,,BurlNa00
Kelly Campbell,WR,24.059,2004-09-20,NFL,MIN,@,PHI,L 16-27,2,2,Mon,3.00,5.0,5.0,4.0,0,0,0,0,0,0,0,0,2,30,0,0,,,,,CampKe00
Daunte Culpepper,QB,27.236,2004-09-20,NFL,MIN,@,PHI,L 16-27,2,2,Mon,17.82,17.8,22.8,18.8,37,47,343,1,1,8,41,0,0,0,0,0,,,,,CulpDa00
Chad Lewis,TE,32.351,2004-09-20,NFL,PHI,,MIN,W 27-16,2,2,Mon,2.40,4.4,4.4,3.4,0,0,0,0,0,0,0,0,2,24,0,0,,,,,LewiCh00
Greg Lewis,WR,24.221,2004-09-20,NFL,PHI,,MIN,W 27-16,2,2,Mon,1.10,3.1,3.1,2.1,0,0,0,0,0,0,0,0,2,11,0,0,,,,,LewiGr01
