Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Elvis Dumervil,RDE,23.233,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,1,27,0,1,DumeEl20
Demarcus Faggins,RCB,28.088,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,,,,2,FaggDe20
James Farrior,LILB,32.246,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,0,0,0,2,FarrJa99
Cortland Finnegan,RCB,23.219,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,,,,3,FinnCo20
Travis Fisher,SLB,27.362,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,1,12,0,2,FishTr20
Drayton Florence,CB,26.264,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,,,,1,FlorDr20
William Gay,CB,22.251,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,,,,1,GayxWi99
Deon Grant,SS,28.179,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,,,,1,GranDe21
DeAngelo Hall,LCB,23.294,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,1,19,0,1,HallDe99
Ken Hamlin,FS,26.232,2007-09-09,NFL,DAL,,NYG,W 45-35,1,1,Sun,,,,1,HamlKe20
Al Harris,RCB,32.276,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,,,,1,HarrAl21
Antoine Harris,CB,25.154,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,,,,1,HarrAn98
Napoleon Harris,MLB,28.196,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,,,,1,HarrNa20
Albert Haynesworth,RDT,26.084,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,,,,1,HaynAl20
Renaldo Hill,S,28.301,2007-09-09,NFL,MIA,@,WAS,L 13-16,1,1,Sun,1,24,0,1,HillRe20
Chris Hope,SS,26.345,2007-09-09,NFL,TEN,@,JAX,W 13-10,1,1,Sun,,,,1,HopeCh21
Von Hutchins,FS,26.207,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,,,,1,HutcVo20
Tanard Jackson,FS,22.050,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,,,,1,JackTa99
Travis Johnson,LDT,25.136,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,1,0,0,1,JohnTr20
Johnny Jolly,RDT,24.200,2007-09-09,NFL,GNB,,PHI,W 16-13,1,1,Sun,,,,3,JollJo20
Sean Jones,SS,25.191,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,,,,1,JoneSe20
Ma'ake Kemoeatu,LDT,28.242,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,,,,1,KemoMa20
Jim Leonhard,S,24.317,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,1,36,0,1,LeonJi23
Rashean Mathis,LCB,27.013,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,1,23,0,1,MathRa99
Bobby McCray,DE,25.312,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,,,,1,McCrBo20
Marlon McCree,FS,30.176,2007-09-09,NFL,SDG,,CHI,W 14-3,1,1,Sun,1,2,0,2,McCrMa20
Terrence McGee,RCB,26.330,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,0,0,0,3,McGeTe99
R.W. McQuarters,LCB,30.262,2007-09-09,NFL,NYG,@,DAL,L 35-45,1,1,Sun,0,0,0,1,McQuR.20
Quintin Mikell,S,26.358,2007-09-09,NFL,PHI,@,GNB,L 13-16,1,1,Sun,,,,1,MikeQu20
Dan Morgan,MLB,28.264,2007-09-09,NFL,CAR,@,STL,W 27-13,1,1,Sun,,,,1,MorgDa99
Kirk Morrison,MLB,25.202,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,1,0,0,2,MorrKi20
Jarrad Page,FS,22.325,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,1,0,0,2,PageJa20
Antwan Peek,LOLB,27.315,2007-09-09,NFL,CLE,,PIT,L 7-34,1,1,Sun,0,0,0,1,PeekAn20
Troy Polamalu,SS,26.143,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,,,,2,PolaTr99
Bernard Pollard,SS,22.260,2007-09-09,NFL,KAN,@,HOU,L 3-20,1,1,Sun,,,,1,PollBe20
Jacques Reeves,LCB,24.336,2007-09-09,NFL,DAL,,NYG,W 45-35,1,1,Sun,1,18,0,2,ReevJa20
Kerry Rhodes,S,25.038,2007-09-09,NFL,NYJ,,NWE,L 14-38,1,1,Sun,,,,1,RhodKe20
Simeon Rice,DE,33.197,2007-09-09,NFL,DEN,@,BUF,W 15-14,1,1,Sun,,,,1,RiceSi00
Dunta Robinson,LCB,25.151,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,1,-4,0,1,RobiDu20
Stanford Routt,CB,24.048,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,1,31,0,1,RoutSt20
Lewis Sanders,RCB,29.079,2007-09-09,NFL,ATL,@,MIN,L 3-24,1,1,Sun,,,,1,SandLe20
Aaron Schobel,RDE,30.008,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,,,,2,SchoAa99
Jason Simmons,SS,31.163,2007-09-09,NFL,HOU,,KAN,W 20-3,1,1,Sun,,,,1,SimmJa20
Dwight Smith,FS,29.027,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,,,,1,SmitDw20
Keith Smith,CB,27.173,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,,,,1,SmitKe20
Fred Smoot,LCB,27.050,2007-09-09,NFL,WAS,,MIA,W 16-13,1,1,Sun,,,,1,SmooFr20
Takeo Spikes,WLB,30.266,2007-09-09,NFL,PHI,@,GNB,L 13-16,1,1,Sun,,,,1,SpikTa00
Greg Spires,LDE,33.028,2007-09-09,NFL,TAM,@,SEA,L 6-20,1,1,Sun,0,0,0,1,SpirGr20
Marcus Stroud,DT,29.076,2007-09-09,NFL,JAX,,TEN,L 10-13,1,1,Sun,0,0,0,1,StroMa01
Darryl Tapp,RDE,22.361,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,0,0,0,1,TappDa20
Ike Taylor,LCB,27.127,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,1,2,0,1,TaylIk20
Craig Terrill,DT,27.074,2007-09-09,NFL,SEA,,TAM,W 20-6,1,1,Sun,,,,1,TerrCr20
Adalius Thomas,ILB,30.022,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,,,,2,ThomAd00
Deshea Townsend,RCB,32.001,2007-09-09,NFL,PIT,@,CLE,W 34-7,1,1,Sun,1,21,0,1,TownDe20
Larry Tripplett,LDT,28.234,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,,,,1,TripLa20
Fabian Washington,CB,24.092,2007-09-09,NFL,OAK,,DET,L 21-36,1,1,Sun,,,,1,WashFa20
Jason Webster,LCB,30.001,2007-09-09,NFL,BUF,,DEN,L 14-15,1,1,Sun,,,,1,WebsJa20
Dewayne White,LDE,27.325,2007-09-09,NFL,DET,@,OAK,W 36-21,1,1,Sun,1,28,0,1,WhitDe20
Kevin Williams,UT,27.024,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,1,54,1,2,WillKe98
Eugene Wilson,FS,27.023,2007-09-09,NFL,NWE,@,NYJ,W 38-14,1,1,Sun,,,,1,WilsEu20
Gibril Wilson,FS,25.301,2007-09-09,NFL,NYG,@,DAL,L 35-45,1,1,Sun,1,10,0,1,WilsGi20
Antoine Winfield,LCB,30.077,2007-09-09,NFL,MIN,,ATL,W 24-3,1,1,Sun,1,14,1,1,WinfAn20
Will Witherspoon,MLB,27.021,2007-09-09,NFL,STL,,CAR,L 13-27,1,1,Sun,,,,1,WithWi20
Nate Clements,LCB,27.272,2007-09-10,NFL,SFO,,ARI,W 20-17,1,1,Mon,,,,1,ClemNa99
Robert Geathers,LDE,24.030,2007-09-10,NFL,CIN,,BAL,W 27-20,1,1,Mon,1,30,0,2,GeatRo21
Eric Green,RCB,25.178,2007-09-10,NFL,ARI,@,SFO,L 17-20,1,1,Mon,,,,2,GreeEr20
Leon Hall,RCB,22.275,2007-09-10,NFL,CIN,,BAL,W 27-20,1,1,Mon,,,,2,HallLe98
Walt Harris,RCB,33.031,2007-09-10,NFL,SFO,,ARI,W 20-17,1,1,Mon,1,23,0,3,HarrWa21
Marcus Hudson,CB,24.299,2007-09-10,NFL,SFO,,ARI,W 20-17,1,1,Mon,,,,1,HudsMa20
Dexter Jackson,SS,30.044,2007-09-10,NFL,CIN,,BAL,W 27-20,1,1,Mon,,,,1,JackDe20
Landon Johnson,WLB,26.181,2007-09-10,NFL,CIN,,BAL,W 27-20,1,1,Mon,,,,1,JohnLa20
Lemar Marshall,SLB,30.267,2007-09-10,NFL,CIN,,BAL,W 27-20,1,1,Mon,,,,1,MarsLe20
Caleb Miller,LB,27.007,2007-09-10,NFL,CIN,,BAL,W 27-20,1,1,Mon,,,,2,MillCa20
Michael Myers,DT,31.233,2007-09-10,NFL,CIN,,BAL,W 27-20,1,1,Mon,1,0,0,1,MyerMi20
Deltha O'Neal,LCB,30.223,2007-09-10,NFL,CIN,,BAL,W 27-20,1,1,Mon,,,,2,ONeaDe00
Calvin Pace,MLB,26.317,2007-09-10,NFL,ARI,@,SFO,L 17-20,1,1,Mon,,,,1,PaceCa20
Ed Reed*,FS,28.364,2007-09-10,NFL,BAL,@,CIN,L 20-27,1,1,Mon,0,0,0,1,ReedEd00
Mark Roman,FS,30.168,2007-09-10,NFL,SFO,,ARI,W 20-17,1,1,Mon,,,,2,RomaMa20
Bart Scott,RLB,27.023,2007-09-10,NFL,BAL,@,CIN,L 20-27,1,1,Mon,,,,1,ScotBa20
Shawntae Spencer,CB,25.200,2007-09-10,NFL,SFO,,ARI,W 20-17,1,1,Mon,1,0,0,1,SpenSh20
John Abraham,RDE,29.133,2007-09-16,NFL,ATL,@,JAX,L 7-13,2,2,Sun,0,0,0,1,AbraJo00
Gaines Adams,DE,24.100,2007-09-16,NFL,TAM,,NOR,W 31-14,2,2,Sun,,,,1,AdamGa99
Mike Adams,DB,26.176,2007-09-16,NFL,CLE,,CIN,W 51-45,2,2,Sun,,,,1,AdamMi21
Gerald Alexander,FS,23.080,2007-09-16,NFL,DET,,MIN,W 20-17,2,2,Sun,1,34,0,2,AlexGe99
Will Allen,CB,29.042,2007-09-16,NFL,MIA,,DAL,L 20-37,2,2,Sun,,,,2,AlleWi20
Nnamdi Asomugha,LCB,26.072,2007-09-16,NFL,OAK,@,DEN,L 20-23,2,2,Sun,,,,3,AsomNn20
Champ Bailey*,LCB,29.086,2007-09-16,NFL,DEN,,OAK,W 23-20,2,2,Sun,1,0,0,1,BailCh00
Ronde Barber,LCB,32.162,2007-09-16,NFL,TAM,,NOR,W 31-14,2,2,Sun,,,,2,BarbRo00
Nick Barnett,MIKE,26.112,2007-09-16,NFL,GNB,@,NYG,W 35-13,2,2,Sun,,,,1,BarnNi20
David Barrett,RCB,29.268,2007-09-16,NFL,NYJ,@,BAL,L 13-20,2,2,Sun,,,,2,BarrDa22
Ron Bartell,RCB,25.206,2007-09-16,NFL,STL,,SFO,L 16-17,2,2,Sun,0,0,0,1,BartRo20
Eric Barton,ILB,29.352,2007-09-16,NFL,NYJ,@,BAL,L 13-20,2,2,Sun,,,,1,BartEr20
Idrees Bashir,S,28.283,2007-09-16,NFL,DET,,MIN,W 20-17,2,2,Sun,1,0,0,1,BashId20
Antoine Bethea,FS,23.051,2007-09-16,NFL,IND,@,TEN,W 22-20,2,2,Sun,,,,1,BethAn20
Dre' Bly,RCB,30.117,2007-09-16,NFL,DEN,,OAK,W 23-20,2,2,Sun,1,0,0,1,BlyxDr00
Leigh Bodden,RCB,25.357,2007-09-16,NFL,CLE,,CIN,W 51-45,2,2,Sun,1,0,0,1,BoddLe20
Michael Boley,BLB,25.023,2007-09-16,NFL,ATL,@,JAX,L 7-13,2,2,Sun,,,,1,BoleMi20
Lance Briggs,WLB,26.308,2007-09-16,NFL,CHI,,KAN,W 20-10,2,2,Sun,0,0,0,1,BrigLa99
Keith Brooking,MLB,31.321,2007-09-16,NFL,ATL,@,JAX,L 7-13,2,2,Sun,,,,1,BrooKe00
C.C. Brown,SS,24.232,2007-09-16,NFL,HOU,@,CAR,W 34-21,2,2,Sun,,,,1,BrowC.20
Fernando Bryant,LCB,30.174,2007-09-16,NFL,DET,,MIN,W 20-17,2,2,Sun,,,,1,BryaFe20
Phillip Buchanon,RCB,26.362,2007-09-16,NFL,TAM,,NOR,W 31-14,2,2,Sun,,,,2,BuchPh20
Ryan Clark,FS,27.339,2007-09-16,NFL,PIT,,BUF,W 26-3,2,2,Sun,,,,1,ClarRy20
Shaun Cody,DT,24.237,2007-09-16,NFL,DET,,MIN,W 20-17,2,2,Sun,1,-2,0,1,CodySh20
Rosevelt Colvin,OLB,30.011,2007-09-16,NFL,NWE,,SDG,W 38-14,2,2,Sun,1,4,0,1,ColvRo20
Sammy Davis,DB,27.161,2007-09-16,NFL,TAM,,NOR,W 31-14,2,2,Sun,,,,1,DaviSa21
Thomas Davis,SLB,24.178,2007-09-16,NFL,CAR,,HOU,L 21-34,2,2,Sun,,,,1,DaviTh20
Darnell Dockett,DT,26.112,2007-09-16,NFL,ARI,,SEA,W 23-20,2,2,Sun,,,,1,DockDa20
Donnie Edwards,ROLB,34.163,2007-09-16,NFL,KAN,@,CHI,L 10-20,2,2,Sun,1,18,0,1,EdwaDo20
Ray Edwards,RDE,22.258,2007-09-16,NFL,MIN,@,DET,L 17-20,2,2,Sun,0,0,0,1,EdwaRa21
James Farrior,LILB,32.253,2007-09-16,NFL,PIT,,BUF,W 26-3,2,2,Sun,,,,1,FarrJa99
Cortland Finnegan,RCB,23.226,2007-09-16,NFL,TEN,,IND,L 20-22,2,2,Sun,1,14,0,1,FinnCo20
Randall Gay,LCB,25.134,2007-09-16,NFL,NWE,,SDG,W 38-14,2,2,Sun,,,,1,GayxRa20
Eric Green,RCB,25.184,2007-09-16,NFL,ARI,,SEA,W 23-20,2,2,Sun,,,,1,GreeEr20
Jabari Greer,CB,25.217,2007-09-16,NFL,BUF,@,PIT,L 3-26,2,2,Sun,,,,2,GreeJa22
Tyjuan Hagler,WLB,25.287,2007-09-16,NFL,IND,@,TEN,W 22-20,2,2,Sun,,,,1,HaglTy20
DeAngelo Hall,LCB,23.301,2007-09-16,NFL,ATL,@,JAX,L 7-13,2,2,Sun,,,,1,HallDe99
Ken Hamlin,FS,26.239,2007-09-16,NFL,DAL,@,MIA,W 37-20,2,2,Sun,1,35,0,1,HamlKe20
Nick Harper,LCB,33.006,2007-09-16,NFL,TEN,,IND,L 20-22,2,2,Sun,,,,1,HarpNi20
Napoleon Harris,LB,28.203,2007-09-16,NFL,KAN,@,CHI,L 10-20,2,2,Sun,1,4,0,1,HarrNa20
Walt Harris,CB,33.037,2007-09-16,NFL,SFO,@,STL,W 17-16,2,2,Sun,,,,2,HarrWa21
Clinton Hart,SS,30.058,2007-09-16,NFL,SDG,@,NWE,L 14-38,2,2,Sun,1,20,0,1,HartCl20
Jovan Haye,DT,25.087,2007-09-16,NFL,TAM,,NOR,W 31-14,2,2,Sun,0,0,0,1,HayeJo20
Albert Haynesworth,RDT,26.091,2007-09-16,NFL,TEN,,IND,L 20-22,2,2,Sun,0,0,0,1,HaynAl20
Anthony Henry,RCB,30.317,2007-09-16,NFL,DAL,@,MIA,W 37-20,2,2,Sun,2,21,0,3,HenrAn20
Ellis Hobbs,RCB,24.123,2007-09-16,NFL,NWE,,SDG,W 38-14,2,2,Sun,0,0,0,1,HobbEl20
Thomas Howard,OLB,24.064,2007-09-16,NFL,OAK,@,DEN,L 20-23,2,2,Sun,1,44,1,2,HowaTh20
Von Hutchins,FS,26.214,2007-09-16,NFL,HOU,@,CAR,W 34-21,2,2,Sun,,,,1,HutcVo20
Dexter Jackson,SS,30.050,2007-09-16,NFL,CIN,@,CLE,L 45-51,2,2,Sun,1,7,0,1,JackDe20
Cullen Jenkins,RDE,26.239,2007-09-16,NFL,GNB,@,NYG,W 35-13,2,2,Sun,,,,1,JenkCu20
Kelly Jennings,RCB,24.290,2007-09-16,NFL,SEA,@,ARI,L 20-23,2,2,Sun,,,,1,JennKe20
Derrick Johnson,LOLB,24.298,2007-09-16,NFL,KAN,@,CHI,L 10-20,2,2,Sun,0,0,0,2,JohnDe25
Sean Jones,SS,25.198,2007-09-16,NFL,CLE,,CIN,W 51-45,2,2,Sun,1,11,0,1,JoneSe20
Cato June,LB,27.302,2007-09-16,NFL,TAM,,NOR,W 31-14,2,2,Sun,1,0,0,1,JuneCa99
Dawan Landry,SS,24.260,2007-09-16,NFL,BAL,,NYJ,W 20-13,2,2,Sun,0,0,0,1,LandDa21
Manny Lawson,OLB,23.065,2007-09-16,NFL,SFO,@,STL,W 17-16,2,2,Sun,,,,1,LawsMa20
Jim Leonhard,FS,24.324,2007-09-16,NFL,BUF,@,PIT,L 3-26,2,2,Sun,1,24,0,1,LeonJi23
Ray Lewis*,MLB,32.124,2007-09-16,NFL,BAL,,NYJ,W 20-13,2,2,Sun,1,0,0,1,LewiRa00
Calvin Lowry,FS,24.215,2007-09-16,NFL,TEN,,IND,L 20-22,2,2,Sun,,,,1,LowrCa20
Ken Lucas,RCB,28.236,2007-09-16,NFL,CAR,,HOU,L 21-34,2,2,Sun,,,,1,LucaKe20
John Lynch,FS,35.356,2007-09-16,NFL,DEN,,OAK,W 23-20,2,2,Sun,,,,1,LyncJo00
Danieal Manning,FS,25.038,2007-09-16,NFL,CHI,,KAN,W 20-10,2,2,Sun,1,33,0,1,MannDa21
Chris McAlister,LCB,30.094,2007-09-16,NFL,BAL,,NYJ,W 20-13,2,2,Sun,,,,3,McAlCh00
Marcus McCauley,CB,24.013,2007-09-16,NFL,MIN,@,DET,L 17-20,2,2,Sun,,,,2,McCaMa99
Shawne Merriman,OLB,23.114,2007-09-16,NFL,SDG,@,NWE,L 14-38,2,2,Sun,0,0,0,1,MerrSh99
Caleb Miller,LB,27.013,2007-09-16,NFL,CIN,@,CLE,L 45-51,2,2,Sun,,,,1,MillCa20
Kirk Morrison,MLB,25.209,2007-09-16,NFL,OAK,@,DEN,L 20-23,2,2,Sun,1,13,0,2,MorrKi20
Deltha O'Neal,LCB,30.229,2007-09-16,NFL,CIN,@,CLE,L 45-51,2,2,Sun,,,,1,ONeaDe00
Adewale Ogunleye,LDE,30.038,2007-09-16,NFL,CHI,,KAN,W 20-10,2,2,Sun,,,,1,OgunAd00
Amobi Okoye,RDT,20.098,2007-09-16,NFL,HOU,@,CAR,W 34-21,2,2,Sun,0,0,0,1,OkoyAm99
Mike Peterson,MLB,31.091,2007-09-16,NFL,JAX,,ATL,W 13-7,2,2,Sun,0,0,0,1,PeteMi20
Jermaine Phillips,SS,28.173,2007-09-16,NFL,TAM,,NOR,W 31-14,2,2,Sun,,,,1,PhilJe20
Antonio Pierce,MLB,28.325,2007-09-16,NFL,NYG,,GNB,L 13-35,2,2,Sun,,,,1,PierAn20
Joey Porter,LB,30.178,2007-09-16,NFL,MIA,,DAL,L 20-37,2,2,Sun,,,,1,PortJo00
Jay Ratliff,NT,26.018,2007-09-16,NFL,DAL,@,MIA,W 37-20,2,2,Sun,,,,1,RatlJa20
Ed Reed*,FS,29.005,2007-09-16,NFL,BAL,,NYJ,W 20-13,2,2,Sun,1,0,0,1,ReedEd00
Jacques Reeves,LCB,24.343,2007-09-16,NFL,DAL,@,MIA,W 37-20,2,2,Sun,,,,1,ReevJa20
Darrelle Revis,LCB,22.064,2007-09-16,NFL,NYJ,@,BAL,L 13-20,2,2,Sun,,,,2,ReviDa99
Jay Richardson,DE,23.232,2007-09-16,NFL,OAK,@,DEN,L 20-23,2,2,Sun,,,,1,RichJa99
Fred Robbins,DT,30.175,2007-09-16,NFL,NYG,,GNB,L 13-35,2,2,Sun,,,,1,RobbFr20
Dunta Robinson,LCB,25.158,2007-09-16,NFL,HOU,@,CAR,W 34-21,2,2,Sun,1,10,0,1,RobiDu20
Aaron Ross,CB,25.001,2007-09-16,NFL,NYG,,GNB,L 13-35,2,2,Sun,,,,1,RossAa99
Brian Russell,FS,29.223,2007-09-16,NFL,SEA,@,ARI,L 20-23,2,2,Sun,,,,1,RussBr20
DeMeco Ryans,MLB,23.050,2007-09-16,NFL,HOU,@,CAR,W 34-21,2,2,Sun,,,,1,RyanDe20
Asante Samuel,CB,26.253,2007-09-16,NFL,NWE,,SDG,W 38-14,2,2,Sun,,,,1,SamuAs20
Gerome Sapp,S,26.220,2007-09-16,NFL,BAL,,NYJ,W 20-13,2,2,Sun,0,0,0,1,SappGe20
Darren Sharper,SS,31.317,2007-09-16,NFL,MIN,@,DET,L 17-20,2,2,Sun,2,0,0,2,SharDa00
Dwight Smith,FS,29.034,2007-09-16,NFL,MIN,@,DET,L 17-20,2,2,Sun,1,0,0,2,SmitDw20
Eric Smith,S,24.183,2007-09-16,NFL,NYJ,@,BAL,L 13-20,2,2,Sun,,,,1,SmitEr22
Keith Smith,CB,27.180,2007-09-16,NFL,DET,,MIN,W 20-17,2,2,Sun,1,0,0,1,SmitKe20
Will Smith,RDE,26.074,2007-09-16,NFL,NOR,@,TAM,L 14-31,2,2,Sun,,,,1,SmitWi99
Shawntae Spencer,CB,25.206,2007-09-16,NFL,SFO,@,STL,W 17-16,2,2,Sun,,,,1,SpenSh20
Michael Strahan*,LDE,35.299,2007-09-16,NFL,NYG,,GNB,L 13-35,2,2,Sun,,,,1,StraMi02
Terrell Suggs,ROLB,24.340,2007-09-16,NFL,BAL,,NYJ,W 20-13,2,2,Sun,,,,2,SuggTe99
Patrick Surtain,RCB,31.089,2007-09-16,NFL,KAN,@,CHI,L 10-20,2,2,Sun,,,,1,SurtPa00
Darryl Tapp,RDE,23.003,2007-09-16,NFL,SEA,@,ARI,L 20-23,2,2,Sun,,,,1,TappDa20
Lofa Tatupu,MLB,24.305,2007-09-16,NFL,SEA,@,ARI,L 20-23,2,2,Sun,1,16,0,1,TatuLo99
Adalius Thomas,ILB,30.029,2007-09-16,NFL,NWE,,SDG,W 38-14,2,2,Sun,1,65,1,1,ThomAd00
Josh Thomas,DE,26.082,2007-09-16,NFL,IND,@,TEN,W 22-20,2,2,Sun,,,,1,ThomJo25
Marcus Thomas,DT,21.358,2007-09-16,NFL,DEN,,OAK,W 23-20,2,2,Sun,1,-2,0,1,ThomMa99
Zach Thomas,LB,34.015,2007-09-16,NFL,MIA,,DAL,L 20-37,2,2,Sun,,,,2,ThomZa01
Charles Tillman,LCB,26.205,2007-09-16,NFL,CHI,,KAN,W 20-10,2,2,Sun,,,,2,TillCh20
Travares Tillman,S,29.343,2007-09-16,NFL,MIA,,DAL,L 20-37,2,2,Sun,,,,2,TillTr20
Marcus Trufant,LCB,26.265,2007-09-16,NFL,SEA,@,ARI,L 20-23,2,2,Sun,,,,1,TrufMa20
Lenny Walls,LCB,27.355,2007-09-16,NFL,STL,,SFO,L 16-17,2,2,Sun,,,,1,WallLe20
Corey Williams,DT,27.030,2007-09-16,NFL,GNB,@,NYG,W 35-13,2,2,Sun,1,9,0,1,WillCo21
Kevin Williams,UT,27.031,2007-09-16,NFL,MIN,@,DET,L 17-20,2,2,Sun,,,,1,WillKe98
Madieu Williams,FS,25.333,2007-09-16,NFL,CIN,@,CLE,L 45-51,2,2,Sun,,,,1,WillMa20
Mario Williams,RDE,22.228,2007-09-16,NFL,HOU,@,CAR,W 34-21,2,2,Sun,,,,1,WillMa22
Pat Williams,NT,34.327,2007-09-16,NFL,MIN,@,DET,L 17-20,2,2,Sun,0,0,0,1,WillPa20
Roy Williams,SS,27.033,2007-09-16,NFL,DAL,@,MIA,W 37-20,2,2,Sun,1,10,0,1,WillRo03
Patrick Willis,MLB,22.234,2007-09-16,NFL,SFO,@,STL,W 17-16,2,2,Sun,,,,1,WillPa98
Gibril Wilson,FS,25.308,2007-09-16,NFL,NYG,,GNB,L 13-35,2,2,Sun,1,0,0,1,WilsGi20
Antoine Winfield,LCB,30.084,2007-09-16,NFL,MIN,@,DET,L 17-20,2,2,Sun,,,,1,WinfAn20
Charles Woodson,LCB,30.344,2007-09-16,NFL,GNB,@,NYG,W 35-13,2,2,Sun,0,0,0,1,WoodCh00
Eric Wright,LCB,22.054,2007-09-16,NFL,CLE,,CIN,W 51-45,2,2,Sun,,,,2,WrigEr99
