Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Adam Archuleta,SS,24.292,2002-09-15,NFL,STL,,NYG,L 21-26,2,2,Sun,1,2,0,1,ArchAd20
Jerry Azumah,RCB,25.014,2002-09-15,NFL,CHI,@,ATL,W 14-13,2,2,Sun,,,,1,AzumJe00
Ronde Barber,RCB,27.161,2002-09-15,NFL,TAM,@,BAL,W 25-0,2,2,Sun,,,,6,BarbRo00
David Barrett,RCB,24.267,2002-09-15,NFL,ARI,@,SEA,W 24-13,2,2,Sun,,,,1,BarrDa22
William Bartee,RCB,25.082,2002-09-15,NFL,KAN,,JAX,L 16-23,2,2,Sun,,,,1,BartWi20
Aaron Beasley,RCB,29.070,2002-09-15,NFL,NYJ,,NWE,L 7-44,2,2,Sun,,,,2,BeasAa20
Rogers Beckett,FS,25.227,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,,,,1,BeckRo20
Dre' Bly,RCB,25.116,2002-09-15,NFL,STL,,NYG,L 21-26,2,2,Sun,,,,1,BlyxDr00
Juran Bolden,RCB,28.080,2002-09-15,NFL,ATL,,CHI,L 13-14,2,2,Sun,,,,2,BoldJu20
Alfonso Boone,DT,26.247,2002-09-15,NFL,CHI,@,ATL,W 14-13,2,2,Sun,,,,1,BoonAl20
James Boyd,S,24.333,2002-09-15,NFL,JAX,@,KAN,W 23-16,2,2,Sun,,,,1,BoydJa20
Brant Boyer,LB,31.080,2002-09-15,NFL,CLE,,CIN,W 20-7,2,2,Sun,1,1,0,1,BoyeBr20
Tony Brackens,RDE,27.263,2002-09-15,NFL,JAX,@,KAN,W 23-16,2,2,Sun,,,,1,BracTo00
Derrick Brooks*,WLB,29.150,2002-09-15,NFL,TAM,@,BAL,W 25-0,2,2,Sun,1,97,1,2,BrooDe00
Mike Brown,FS,24.214,2002-09-15,NFL,CHI,@,ATL,W 14-13,2,2,Sun,,,,1,BrowMi99
Terrell Buckley,CB,31.100,2002-09-15,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,,,,3,BuckTe20
Jeff Burris,LCB,30.100,2002-09-15,NFL,CIN,@,CLE,L 7-20,2,2,Sun,,,,1,BurrJe20
Glenn Cadrez,LB,32.256,2002-09-15,NFL,KAN,,JAX,L 16-23,2,2,Sun,,,,1,CadrGl20
Tyrone Carter,RCB,26.168,2002-09-15,NFL,MIN,,BUF,L 39-45,2,2,Sun,,,,1,CartTy20
Nate Clements,RCB,22.277,2002-09-15,NFL,BUF,@,MIN,W 45-39,2,2,Sun,,,,2,ClemNa99
Charlie Clemons,MLB,30.073,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,,,,1,ClemCh22
Dexter Coakley,WLB,29.330,2002-09-15,NFL,DAL,,TEN,W 21-13,2,2,Sun,1,52,1,3,CoakDe00
Jason Craft,RCB,26.214,2002-09-15,NFL,JAX,@,KAN,W 23-16,2,2,Sun,,,,1,CrafJa20
Keyuo Craver,CB,22.024,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,,,,1,CravKe20
Ray Crockett,CB,35.253,2002-09-15,NFL,KAN,,JAX,L 16-23,2,2,Sun,,,,1,CrocRa20
Donovin Darius,SS,27.034,2002-09-15,NFL,JAX,@,KAN,W 23-16,2,2,Sun,,,,1,DariDo20
James Darling,LB,27.260,2002-09-15,NFL,NYJ,,NWE,L 7-44,2,2,Sun,1,0,0,1,DarlJa20
Eric Davis,LCB,34.232,2002-09-15,NFL,DET,@,CAR,L 7-31,2,2,Sun,,,,1,DaviEr00
Antuan Edwards,SS,25.112,2002-09-15,NFL,GNB,@,NOR,L 20-35,2,2,Sun,,,,1,EdwaAn21
Mario Edwards,RCB,26.288,2002-09-15,NFL,DAL,,TEN,W 21-13,2,2,Sun,,,,1,EdwaMa20
Mark Fields,SLB,29.310,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,1,7,0,1,FielMa99
Jamar Fletcher,DB,23.018,2002-09-15,NFL,MIA,@,IND,W 21-13,2,2,Sun,1,0,0,2,FletJa20
Jay Foreman,BLB,26.209,2002-09-15,NFL,HOU,@,SDG,L 3-24,2,2,Sun,,,,1,ForeJa20
Vernon Fox,SS,22.341,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,1,25,0,1,FoxxVe20
Rob Fredrickson,RLB,31.125,2002-09-15,NFL,ARI,@,SEA,W 24-13,2,2,Sun,0,0,0,1,FredRo20
Arturo Freeman,SS,25.323,2002-09-15,NFL,MIA,@,IND,W 21-13,2,2,Sun,,,,1,FreeAr20
Derrick Gibson,SS,23.177,2002-09-15,NFL,OAK,@,PIT,W 30-17,2,2,Sun,,,,1,GibsDe21
Aaron Glenn,LCB,30.061,2002-09-15,NFL,HOU,@,SDG,L 3-24,2,2,Sun,1,34,0,1,GlenAa00
Charles Grant,DE,24.012,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,,,,1,GranCh21
Deon Grant,FS,23.185,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,,,,3,GranDe21
Victor Green,S,32.281,2002-09-15,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,1,90,1,1,GreeVi20
Robert Griffith,SS,31.289,2002-09-15,NFL,CLE,,CIN,W 20-7,2,2,Sun,1,0,0,1,GrifRo00
Norman Hand,DT,30.011,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,,,,1,HandNo20
Walt Harris,LCB,28.036,2002-09-15,NFL,IND,,MIA,L 13-21,2,2,Sun,,,,1,HarrWa21
Duane Hawthorne,LCB,26.020,2002-09-15,NFL,DAL,,TEN,W 21-13,2,2,Sun,,,,2,HawtDu20
Anthony Henry,DB,25.316,2002-09-15,NFL,CLE,,CIN,W 20-7,2,2,Sun,,,,2,HenrAn20
Kenny Holmes,RDE,28.326,2002-09-15,NFL,NYG,@,STL,W 26-21,2,2,Sun,0,0,0,1,HolmKe20
Reggie Howard,RCB,25.121,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,,,,1,HowaRe21
Ken Irvin,RCB,30.066,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,,,,2,IrviKe20
Tory James,CB,29.120,2002-09-15,NFL,OAK,@,PIT,W 30-17,2,2,Sun,,,,1,JameTo99
Kris Jenkins,RDT,23.043,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,0,0,0,1,JenkKr00
Isaiah Kacyvenski,MLB,24.347,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,1,27,0,1,KacyIs20
Brian Kelly,LCB,26.244,2002-09-15,NFL,TAM,@,BAL,W 25-0,2,2,Sun,,,,1,KellBr21
Kenoy Kennedy,SS,24.304,2002-09-15,NFL,DEN,@,SFO,W 24-14,2,2,Sun,,,,1,KennKe21
Lamar King,LDE,27.036,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,,,,1,KingLa20
Sammy Knight,SS,27.005,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,,,,2,KnigSa00
Kenard Lang,LDE,27.227,2002-09-15,NFL,CLE,,CIN,W 20-7,2,2,Sun,1,71,0,1,LangKe20
Kwamie Lassiter,FS,32.286,2002-09-15,NFL,ARI,@,SEA,W 24-13,2,2,Sun,,,,2,LassKw20
Mike Logan,DB,28.000,2002-09-15,NFL,PIT,,OAK,L 17-30,2,2,Sun,,,,1,LogaMi20
Justin Lucas,S,26.062,2002-09-15,NFL,ARI,@,SEA,W 24-13,2,2,Sun,,,,1,LucaJu20
John Lynch,SS,30.355,2002-09-15,NFL,TAM,@,BAL,W 25-0,2,2,Sun,,,,1,LyncJo00
David Macklin,RCB,24.063,2002-09-15,NFL,IND,,MIA,L 13-21,2,2,Sun,1,30,0,1,MackDa20
Sam Madison,RCB,28.145,2002-09-15,NFL,MIA,@,IND,W 21-13,2,2,Sun,,,,1,MadiSa00
Brock Marion,FS,32.096,2002-09-15,NFL,MIA,@,IND,W 21-13,2,2,Sun,,,,2,MariBr00
Chris McAlister,RCB,25.093,2002-09-15,NFL,BAL,,TAM,L 0-25,2,2,Sun,0,0,0,2,McAlCh00
Marlon McCree,FS,25.182,2002-09-15,NFL,JAX,@,KAN,W 23-16,2,2,Sun,2,30,0,3,McCrMa20
Willie McGinest,DE,30.278,2002-09-15,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,0,0,0,3,McGiWi00
Mike McKenzie,LCB,26.142,2002-09-15,NFL,GNB,@,NOR,L 20-35,2,2,Sun,1,0,0,2,McKeMi20
Ryan McNeil,RCB,31.346,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,,,,2,McNeRy20
Lawyer Milloy,SS,28.305,2002-09-15,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,,,,1,MillLa00
Mike Minter,SS,28.243,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,1,40,1,2,MintMi21
Brandon Mitchell,RDT,27.088,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,,,,2,MitcBr20
Dan Morgan,MLB,23.270,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,,,,1,MorgDa99
Deltha O'Neal,LCB,25.228,2002-09-15,NFL,DEN,@,SFO,W 24-14,2,2,Sun,1,0,0,1,ONeaDe00
Adewale Ogunleye,LDE,25.037,2002-09-15,NFL,MIA,@,IND,W 21-13,2,2,Sun,,,,1,OgunAd00
Tony Parrish,SS,26.296,2002-09-15,NFL,SFO,,DEN,L 14-24,2,2,Sun,,,,1,ParrTo20
Julius Peppers,LDE,22.240,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,0,0,0,1,PeppJu99
Ahmed Plummer,LCB,26.173,2002-09-15,NFL,SFO,,DEN,L 14-24,2,2,Sun,,,,1,PlumAh20
Robert Porcher,LDE,33.047,2002-09-15,NFL,DET,@,CAR,L 7-31,2,2,Sun,,,,1,PorcRo00
Joey Porter,ROLB,25.177,2002-09-15,NFL,PIT,,OAK,L 17-30,2,2,Sun,2,114,0,2,PortJo00
Simeon Rice,RDE,28.203,2002-09-15,NFL,TAM,@,BAL,W 25-0,2,2,Sun,,,,1,RiceSi00
Marcus Robertson,FS,32.348,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,,,,1,RobeMa21
Derrick Rodgers,LB,30.336,2002-09-15,NFL,MIA,@,IND,W 21-13,2,2,Sun,1,21,0,1,RodgDe20
Shaun Rogers,RDT,23.187,2002-09-15,NFL,DET,@,CAR,L 7-31,2,2,Sun,,,,1,RogeSh99
Samari Rolle,RCB,26.036,2002-09-15,NFL,TEN,@,DAL,L 13-21,2,2,Sun,,,,1,RollSa00
Derek Ross,CB,22.253,2002-09-15,NFL,DAL,,TEN,W 21-13,2,2,Sun,,,,1,RossDe20
Chad Scott,LCB,28.009,2002-09-15,NFL,PIT,,OAK,L 17-30,2,2,Sun,,,,3,ScotCh20
Junior Seau*,WLB,33.239,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,1,25,0,2,SeauJu00
Jason Sehorn,CB,31.153,2002-09-15,NFL,NYG,@,STL,W 26-21,2,2,Sun,1,31,1,1,SehoJa20
Darren Sharper,FS,26.316,2002-09-15,NFL,GNB,@,NOR,L 20-35,2,2,Sun,1,44,0,1,SharDa00
Terrance Shaw,CB,28.308,2002-09-15,NFL,OAK,@,PIT,W 30-17,2,2,Sun,,,,1,ShawTe20
Alshermond Singleton,SLB,27.039,2002-09-15,NFL,TAM,@,BAL,W 25-0,2,2,Sun,,,,1,SingAl20
Darrin Smith,OLB,32.153,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,1,17,0,1,SmitDa22
Justin Smith,RDE,22.350,2002-09-15,NFL,CIN,@,CLE,L 7-20,2,2,Sun,,,,1,SmitJu20
Shawn Springs,LCB,27.188,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,,,,1,SpriSh00
Duane Starks,LCB,28.115,2002-09-15,NFL,ARI,@,SEA,W 24-13,2,2,Sun,,,,3,StarDu20
Patrick Surtain,LCB,26.088,2002-09-15,NFL,MIA,@,IND,W 21-13,2,2,Sun,1,0,0,1,SurtPa00
Deshea Townsend,CB,27.007,2002-09-15,NFL,PIT,,OAK,L 17-30,2,2,Sun,,,,1,TownDe20
Eric Warfield,LCB,26.196,2002-09-15,NFL,KAN,,JAX,L 16-23,2,2,Sun,,,,1,WarfEr20
Dewayne Washington,RCB,29.262,2002-09-15,NFL,PIT,,OAK,L 17-30,2,2,Sun,,,,3,WashDe20
Fred Weary,CB,28.156,2002-09-15,NFL,ATL,,CHI,L 13-14,2,2,Sun,1,14,0,1,WearFr20
Marcellus Wiley,LDE,27.289,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,0,0,0,1,WileMa00
Chad Williams,S,23.236,2002-09-15,NFL,BAL,,TAM,L 0-25,2,2,Sun,,,,1,WillCh20
Kailee Wong,LOLB,26.115,2002-09-15,NFL,HOU,@,SDG,L 3-24,2,2,Sun,,,,1,WongKa20
Charles Woodson,CB,25.343,2002-09-15,NFL,OAK,@,PIT,W 30-17,2,2,Sun,1,3,0,2,WoodCh00
Kenny Wright,CB,25.001,2002-09-15,NFL,HOU,@,SDG,L 3-24,2,2,Sun,,,,1,WrigKe20
