Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Melvin Ingram,OLB,27.145,2016-09-18,NFL,SDG,,JAX,W 38-14,2,2,Sun,0,1,0,0,0,IngrMe00
Charles Johnson,LDE,30.070,2016-09-18,NFL,CAR,,SFO,W 46-27,2,2,Sun,0,1,0,0,0,JohnCh98
Eric Kendricks,MLB,24.202,2016-09-18,NFL,MIN,,GNB,W 17-14,2,2,Sun,0,1,0,0,0,KendEr00
Kendrick Lewis,FS,28.094,2016-09-18,NFL,BAL,@,CLE,W 25-20,2,2,Sun,0,1,0,0,0,LewiKe00
Michael Mauti,LB,26.243,2016-09-18,NFL,NOR,@,NYG,L 13-16,2,2,Sun,0,1,0,0,0,MautMi00
Byron Maxwell,CB,28.208,2016-09-18,NFL,MIA,@,NWE,L 24-31,2,2,Sun,0,1,0,0,0,MaxwBy00
Bobby McCain,CB,23.031,2016-09-18,NFL,MIA,@,NWE,L 24-31,2,2,Sun,0,1,0,0,0,McCaBo01
Von Miller,SLB,27.176,2016-09-18,NFL,DEN,,IND,W 34-20,2,2,Sun,0,1,0,0,0,MillVo00
Trent Murphy,LB,25.271,2016-09-18,NFL,WAS,,DAL,L 23-27,2,2,Sun,0,1,0,0,0,MurpTr00
Yannick Ngakoue,LDE,21.171,2016-09-18,NFL,JAX,@,SDG,L 14-38,2,2,Sun,0,1,0,0,0,NgakYa00
Josh Norman,CB,28.278,2016-09-18,NFL,WAS,,DAL,L 23-27,2,2,Sun,0,1,0,0,0,NormJo01
Alec Ogletree,MLB,24.359,2016-09-18,NFL,LAR,,SEA,W 9-3,2,2,Sun,0,1,1,0,0,OgleAl00
Robert Quinn,RDE,26.123,2016-09-18,NFL,LAR,,SEA,W 9-3,2,2,Sun,0,1,0,0,0,QuinRo00
Brian Robison,LDE,33.144,2016-09-18,NFL,MIN,,GNB,W 17-14,2,2,Sun,0,1,0,0,0,RobiBr98
Eli Rogers,WR,23.270,2016-09-18,NFL,PIT,,CIN,W 24-16,2,2,Sun,0,1,0,0,0,RogeEl00
Logan Ryan,RCB,25.222,2016-09-18,NFL,NWE,,MIA,W 31-24,2,2,Sun,0,1,0,0,0,RyanLo00
John Simon,LB,25.340,2016-09-18,NFL,HOU,,KAN,W 19-12,2,2,Sun,0,1,0,0,0,SimoJo01
Michael Thomas,S,26.185,2016-09-18,NFL,MIA,@,NWE,L 24-31,2,2,Sun,0,1,0,0,0,ThomMi02
Kenny Vaccaro,SS,25.216,2016-09-18,NFL,NOR,@,NYG,L 13-16,2,2,Sun,0,1,0,0,0,VaccKe00
Bennie Logan,DT,26.266,2016-09-19,NFL,PHI,@,CHI,W 29-14,2,2,Mon,0,1,0,0,0,LogaBe00
Destiny Vaeao,DT,22.248,2016-09-19,NFL,PHI,@,CHI,W 29-14,2,2,Mon,0,1,0,0,0,VaeaDe01
Brandon Bolden,RB,26.240,2016-09-22,NFL,NWE,,HOU,W 27-0,3,3,Thu,0,1,0,0,0,BoldBr00
Nate Ebner,DB,27.283,2016-09-22,NFL,NWE,,HOU,W 27-0,3,3,Thu,0,1,0,0,0,EbneNa00
Jonathan Grimes,RB,26.276,2016-09-22,NFL,HOU,@,NWE,L 0-27,3,3,Thu,0,1,0,0,0,GrimJo01
Lorenzo Alexander,OLB,33.117,2016-09-25,NFL,BUF,,ARI,W 33-18,3,3,Sun,0,1,0,0,0,AlexLo99
Zaire Anderson,ILB,24.038,2016-09-25,NFL,DEN,@,CIN,W 29-17,3,3,Sun,0,1,0,0,0,AndeZa01
Chris Baker,RDE,28.353,2016-09-25,NFL,WAS,@,NYG,W 29-27,3,3,Sun,0,1,0,0,0,BakeCh99
Nat Berhe,FS,25.081,2016-09-25,NFL,NYG,,WAS,L 27-29,3,3,Sun,0,1,0,0,0,BerhNa00
Will Blackmon,S,31.334,2016-09-25,NFL,WAS,@,NYG,W 29-27,3,3,Sun,0,1,0,0,0,BlacWi20
NaVorro Bowman,ILB,28.181,2016-09-25,NFL,SFO,@,SEA,L 18-37,3,3,Sun,0,1,0,0,0,BowmNa99
Jatavis Brown,ILB,22.220,2016-09-25,NFL,SDG,@,IND,L 22-26,3,3,Sun,0,1,0,0,0,BrowJa05
Fletcher Cox,DT,25.287,2016-09-25,NFL,PHI,,PIT,W 34-3,3,3,Sun,0,1,0,0,0,CoxxFl00
Lavonte David,WLB,26.246,2016-09-25,NFL,TAM,,LAR,L 32-37,3,3,Sun,0,1,0,0,0,DaviLa00
Kyle Emanuel,OLB,25.040,2016-09-25,NFL,SDG,@,IND,L 22-26,3,3,Sun,0,1,0,0,0,EmanKy00
Phillip Gaines,RCB,25.174,2016-09-25,NFL,KAN,,NYJ,W 24-3,3,3,Sun,0,1,0,0,0,GainPh00
Clayton Geathers,FS,24.116,2016-09-25,NFL,IND,,SDG,W 26-22,3,3,Sun,0,1,0,0,0,GeatCl00
Marcus Gilchrist,FS,27.292,2016-09-25,NFL,NYJ,@,KAN,L 3-24,3,3,Sun,0,1,0,0,0,GilcMa00
Jacoby Glenn,CB,23.052,2016-09-25,NFL,CHI,@,DAL,L 17-31,3,3,Sun,0,1,0,0,0,GlenJa01
Xavien Howard,CB,23.083,2016-09-25,NFL,MIA,,CLE,W 30-24,3,3,Sun,0,1,0,0,0,HowaXa00
Bruce Irvin,SLB,28.329,2016-09-25,NFL,OAK,@,TEN,W 17-10,3,3,Sun,0,1,0,0,0,IrviBr00
Tony Jefferson,SS,24.242,2016-09-25,NFL,ARI,@,BUF,L 18-33,3,3,Sun,0,1,0,0,0,JeffTo00
Adam Jones,RCB,32.361,2016-09-25,NFL,CIN,,DEN,L 17-29,3,3,Sun,1,1,0,0,0,JonePa20
Byron Jones,S,23.365,2016-09-25,NFL,DAL,,CHI,W 31-17,3,3,Sun,0,1,0,0,0,JoneBy00
Corey Lemonier,LB,24.311,2016-09-25,NFL,CLE,@,MIA,L 24-30,3,3,Sun,0,1,1,0,0,LemoCo00
Tyrann Mathieu,FS,24.135,2016-09-25,NFL,ARI,@,BUF,L 18-33,3,3,Sun,0,1,0,0,0,MathTy00
Trent Murphy,LB,25.278,2016-09-25,NFL,WAS,@,NYG,W 29-27,3,3,Sun,0,1,0,0,0,MurpTr00
Yannick Ngakoue,LDE,21.178,2016-09-25,NFL,JAX,,BAL,L 17-19,3,3,Sun,0,1,0,0,0,NgakYa00
Jason Pierre-Paul,LDE,27.268,2016-09-25,NFL,NYG,,WAS,L 27-29,3,3,Sun,0,1,0,0,0,PierJa99
Robert Quinn,DE,26.130,2016-09-25,NFL,LAR,@,TAM,W 37-32,3,3,Sun,0,1,0,0,0,QuinRo00
DeShawn Shead,CB,27.089,2016-09-25,NFL,SEA,,SFO,W 37-18,3,3,Sun,0,1,0,0,0,SheaDe00
Anthony Sherman,FB,27.289,2016-09-25,NFL,KAN,,NYJ,W 24-3,3,3,Sun,0,1,0,0,0,SherAn00
Cameron Wake,DE,34.239,2016-09-25,NFL,MIA,,CLE,W 30-24,3,3,Sun,0,1,0,0,0,WakeCa00
Erik Walden,SLB,31.035,2016-09-25,NFL,IND,,SDG,W 26-22,3,3,Sun,0,2,0,0,0,WaldEr99
J.J. Wilcox,S,25.224,2016-09-25,NFL,DAL,,CHI,W 31-17,3,3,Sun,0,1,0,0,0,WilcJ.00
Frank Zombo,ROLB,29.204,2016-09-25,NFL,KAN,,NYJ,W 24-3,3,3,Sun,0,1,0,0,0,ZombFr00
Andre Branch,DE,27.077,2016-09-29,NFL,MIA,@,CIN,L 7-22,4,4,Thu,0,1,0,0,0,BranAn00
Carlos Dunlap,LDE,27.214,2016-09-29,NFL,CIN,,MIA,W 22-7,4,4,Thu,0,1,0,0,0,DunlCa99
Mike Adams,SS,35.192,2016-10-02,NFL,IND,@,JAX,L 27-30,4,4,Sun,0,1,0,0,0,AdamMi21
Cliff Avril,DE,30.177,2016-10-02,NFL,SEA,@,NYJ,W 27-17,4,4,Sun,0,1,0,0,0,AvriCl99
Vonn Bell,S,21.295,2016-10-02,NFL,NOR,@,SDG,W 35-34,4,4,Sun,0,1,0,0,0,BellVo00
Zach Brown,WILL,26.345,2016-10-02,NFL,BUF,@,NWE,W 16-0,4,4,Sun,0,2,0,0,0,BrowZa00
T.J. Carrie,DB,26.066,2016-10-02,NFL,OAK,@,BAL,W 28-27,4,4,Sun,0,1,0,0,0,CarrTr00
William Compton,MLB,27.013,2016-10-02,NFL,WAS,,CLE,W 31-20,4,4,Sun,0,1,1,0,0,CompWi00
Aaron Donald,LDT,25.132,2016-10-02,NFL,LAR,@,ARI,W 17-13,4,4,Sun,0,1,0,0,0,DonaAa00
Dominique Easley,DT,24.157,2016-10-02,NFL,LAR,@,ARI,W 17-13,4,4,Sun,0,1,0,0,0,EaslDo00
Lawrence Guy,DE,26.199,2016-10-02,NFL,BAL,,OAK,L 27-28,4,4,Sun,0,1,0,0,0,GuyxLa00
Evander Hood,LDE,29.229,2016-10-02,NFL,WAS,,CLE,W 31-20,4,4,Sun,0,1,0,0,0,HoodEv99
Bruce Irvin,SLB,28.336,2016-10-02,NFL,OAK,@,BAL,W 28-27,4,4,Sun,0,1,0,0,0,IrviBr00
Cory James,MLB,23.133,2016-10-02,NFL,OAK,@,BAL,W 28-27,4,4,Sun,0,1,0,0,0,JameCo00
Cam Johnson,OLB,26.131,2016-10-02,NFL,CLE,@,WAS,L 20-31,4,4,Sun,0,1,0,0,0,JohnCa01
Chandler Jones,SAM,26.218,2016-10-02,NFL,ARI,,LAR,L 13-17,4,4,Sun,0,1,1,0,0,JoneCh03
Cameron Jordan,DE,27.084,2016-10-02,NFL,NOR,@,SDG,W 35-34,4,4,Sun,0,1,0,0,0,JordCa00
Benardrick McKinney,WILL,23.318,2016-10-02,NFL,HOU,,TEN,W 27-20,4,4,Sun,0,1,0,0,0,McKiBe00
Yannick Ngakoue,LDE,21.185,2016-10-02,NFL,JAX,,IND,W 30-27,4,4,Sun,0,1,0,0,0,NgakYa00
Stephon Tuitt,RDE,23.132,2016-10-02,NFL,PIT,,KAN,W 43-14,4,4,Sun,0,2,0,0,0,TuitSt00
T.J. Ward,SS,29.295,2016-10-02,NFL,DEN,@,TAM,W 27-7,4,4,Sun,0,1,0,0,0,WardT.99
Nick Bellore,ILB,27.147,2016-10-06,NFL,SFO,,ARI,L 21-33,5,5,Thu,0,1,0,0,0,BellNi01
Kareem Martin,LB,24.230,2016-10-06,NFL,ARI,@,SFO,W 33-21,5,5,Thu,0,1,0,0,0,MartKa00
Ifeanyi Momah,TE,26.349,2016-10-06,NFL,ARI,@,SFO,W 33-21,5,5,Thu,0,1,1,0,0,MomaIf00
Eric Reid,FS,24.301,2016-10-06,NFL,SFO,,ARI,L 21-33,5,5,Thu,0,1,0,0,0,ReidEr00
Adrian Amos,S,23.163,2016-10-09,NFL,CHI,@,IND,L 23-29,5,5,Sun,0,1,0,0,0,AmosAd00
Vic Beasley,LB,24.093,2016-10-09,NFL,ATL,@,DEN,W 23-16,5,5,Sun,0,2,0,0,0,BeasVi00
Darius Butler,CB,30.205,2016-10-09,NFL,IND,,CHI,W 29-23,5,5,Sun,0,1,0,0,0,ButlDa99
Anthony Chickillo,LB,23.304,2016-10-09,NFL,PIT,,NYJ,W 31-13,5,5,Sun,0,1,0,0,0,ChicAn00
Jamie Collins,LB,26.355,2016-10-09,NFL,NWE,@,CLE,W 33-13,5,5,Sun,0,1,0,0,0,CollJa00
Quandre Diggs,CB,23.261,2016-10-09,NFL,DET,,PHI,W 24-23,5,5,Sun,0,1,0,0,0,DiggQu00
Carlos Dunlap,DE,27.224,2016-10-09,NFL,CIN,@,DAL,L 14-28,5,5,Sun,0,1,0,0,0,DunlCa99
Kyler Fackrell,LB,24.319,2016-10-09,NFL,GNB,,NYG,W 23-16,4,5,Sun,0,1,0,0,0,FackKy00
Jerry Hughes,OLB,28.057,2016-10-09,NFL,BUF,@,LAR,W 30-19,5,5,Sun,0,1,0,0,0,HughJe99
Byron Maxwell,CB,28.229,2016-10-09,NFL,MIA,,TEN,L 17-30,5,5,Sun,0,1,0,0,0,MaxwBy00
Lerentee McCray,LB,26.044,2016-10-09,NFL,BUF,@,LAR,W 30-19,5,5,Sun,0,1,0,0,0,McCrLe01
Stacy McGee,DE,26.266,2016-10-09,NFL,OAK,,SDG,W 34-31,5,5,Sun,0,2,0,0,0,McGeSt01
Rashaan Melvin,CB,27.007,2016-10-09,NFL,IND,,CHI,W 29-23,5,5,Sun,0,1,0,0,0,MelvRa00
Rontez Miles,S,27.319,2016-10-09,NFL,NYJ,@,PIT,L 13-31,5,5,Sun,0,1,0,0,0,MileRo00
Keanu Neal,S,21.075,2016-10-09,NFL,ATL,@,DEN,W 23-16,5,5,Sun,0,1,0,0,0,NealKe01
Zach Orr,ILB,24.122,2016-10-09,NFL,BAL,,WAS,L 10-16,5,5,Sun,0,1,1,0,0,OrrxZa00
Perry Riley,WLB,28.159,2016-10-09,NFL,OAK,,SDG,W 34-31,5,5,Sun,0,1,0,0,0,RilePe00
Patrick Robinson,LCB,29.032,2016-10-09,NFL,IND,,CHI,W 29-23,5,5,Sun,0,1,0,0,0,RobiPa99
Brian Robison,LDT,33.165,2016-10-09,NFL,MIN,,HOU,W 31-13,5,5,Sun,0,1,0,0,0,RobiBr98
Darius Slay,CB,25.282,2016-10-09,NFL,DET,,PHI,W 24-23,5,5,Sun,0,1,0,0,0,SlayDa00
T.J. Ward,SS,29.302,2016-10-09,NFL,DEN,,ATL,L 16-23,5,5,Sun,0,1,1,0,0,WardT.99
Leonard Williams,DL,22.111,2016-10-09,NFL,NYJ,@,PIT,L 13-31,5,5,Sun,0,1,0,0,0,WillLe02
Mario Addison,DE,29.034,2016-10-10,NFL,CAR,,TAM,L 14-17,5,5,Mon,0,1,0,0,0,AddiMa00
DaVonte Lambert,DE,22.109,2016-10-10,NFL,TAM,@,CAR,W 17-14,5,5,Mon,0,1,0,0,0,LambDa01
Jatavis Brown,ILB,22.238,2016-10-13,NFL,SDG,,DEN,W 21-13,6,6,Thu,0,1,0,0,0,BrowJa05
Korey Toomer,ILB,27.309,2016-10-13,NFL,SDG,,DEN,W 21-13,6,6,Thu,0,1,1,2,0,ToomKo00
Lorenzo Alexander,OLB,33.138,2016-10-16,NFL,BUF,,SFO,W 45-16,6,6,Sun,0,1,0,0,0,AlexLo99
Arik Armstead,LDT,22.336,2016-10-16,NFL,SFO,@,BUF,L 16-45,6,6,Sun,0,1,0,0,0,ArmsAr01
Cliff Avril,RDE,30.191,2016-10-16,NFL,SEA,,ATL,W 26-24,5,6,Sun,0,1,0,0,0,AvriCl99
Tramaine Brock,LCB,28.057,2016-10-16,NFL,SFO,@,BUF,L 16-45,6,6,Sun,0,1,0,0,0,BrocTr00
Anthony Brown,CB,22.306,2016-10-16,NFL,DAL,@,GNB,W 30-16,6,6,Sun,0,1,0,0,0,BrowAn02
Barry Church,SS,28.248,2016-10-16,NFL,DAL,@,GNB,W 30-16,6,6,Sun,0,1,0,0,0,ChurBa99
Dee Ford,LOLB,25.211,2016-10-16,NFL,KAN,@,OAK,W 26-10,5,6,Sun,0,1,0,0,0,FordDe00
David Irving,DE,23.059,2016-10-16,NFL,DAL,@,GNB,W 30-16,6,6,Sun,0,3,1,0,0,IrviDa00
Robert Mathis,SAM,35.233,2016-10-16,NFL,IND,@,HOU,L 23-26,6,6,Sun,0,1,0,0,0,MathRo20
Keanu Neal,S,21.082,2016-10-16,NFL,ATL,@,SEA,L 24-26,6,6,Sun,0,1,0,0,0,NealKe01
Julius Peppers,LOLB,36.272,2016-10-16,NFL,GNB,,DAL,L 16-30,5,6,Sun,0,1,0,0,0,PeppJu99
Mike Purcell,NT,25.179,2016-10-16,NFL,SFO,@,BUF,L 16-45,6,6,Sun,0,1,0,0,0,PurcMi00
Brooks Reed,DE,29.231,2016-10-16,NFL,ATL,@,SEA,L 24-26,6,6,Sun,0,1,0,0,0,ReedBr00
Nickell Robey-Coleman,DB,24.273,2016-10-16,NFL,BUF,,SFO,W 45-16,6,6,Sun,0,1,0,0,0,RobeNi00
Nathan Stupar,MLB,28.216,2016-10-16,NFL,NOR,,CAR,W 41-38,5,6,Sun,0,1,0,0,0,StupNa01
Devin Taylor,DE,26.336,2016-10-16,NFL,DET,,LAR,W 31-28,6,6,Sun,0,1,0,0,0,TaylDe00
Desmond Trufant,CB,26.036,2016-10-16,NFL,ATL,@,SEA,L 24-26,6,6,Sun,0,1,0,0,0,TrufDe00
Eric Weddle,SS,31.286,2016-10-16,NFL,BAL,@,NYG,L 23-27,6,6,Sun,0,1,0,0,0,WeddEr99
Willie Young,LB,31.027,2016-10-16,NFL,CHI,,JAX,L 16-17,6,6,Sun,0,1,0,0,0,YounWi99
Alex Okafor,LB,25.252,2016-10-17,NFL,ARI,,NYJ,W 28-3,6,6,Mon,0,1,0,0,0,OkafAl00
Marcus Williams,CB,25.207,2016-10-17,NFL,NYJ,@,ARI,L 3-28,6,6,Mon,0,1,0,0,0,WillMa03
Josh Bellamy,WR,27.155,2016-10-20,NFL,CHI,@,GNB,L 10-26,7,7,Thu,0,1,0,0,0,BellJo02
Leonard Floyd,OLB,24.042,2016-10-20,NFL,CHI,@,GNB,L 10-26,7,7,Thu,0,1,1,0,1,FloyLe00
Jude Adjei-Barimah,CB,24.094,2016-10-23,NFL,TAM,@,SFO,W 34-17,6,7,Sun,0,1,0,0,0,AdjeJu00
Eli Apple,CB,21.075,2016-10-23,NFL,NYG,@,LAR,W 17-10,7,7,Sun,0,1,0,0,0,ApplEl00
Connor Barwin,DE,30.008,2016-10-23,NFL,PHI,,MIN,W 21-10,6,7,Sun,0,1,0,0,0,BarwCo99
Vic Beasley,LB,24.107,2016-10-23,NFL,ATL,,SDG,L 30-33,7,7,Sun,0,1,0,0,0,BeasVi00
Alan Branch,DT,31.299,2016-10-23,NFL,NWE,@,PIT,W 27-16,7,7,Sun,0,1,0,0,0,BranAl99
Armonty Bryant,DE,26.156,2016-10-23,NFL,DET,,WAS,W 20-17,7,7,Sun,0,1,0,0,0,BryaAr00
Frank Clark,DE,23.131,2016-10-23,NFL,SEA,@,ARI,T 6-6,6,7,Sun,0,1,0,0,0,ClarFr01
Brandon Copeland,DE,25.113,2016-10-23,NFL,DET,,WAS,W 20-17,7,7,Sun,0,1,0,0,0,CopeBr00
Kamalei Correa,LB,22.179,2016-10-23,NFL,BAL,@,NYJ,L 16-24,7,7,Sun,0,1,0,0,0,CorrKa00
Lavonte David,WLB,26.274,2016-10-23,NFL,TAM,@,SFO,W 34-17,6,7,Sun,0,1,0,0,0,DaviLa00
Kellen Davis,TE,31.012,2016-10-23,NFL,NYJ,,BAL,W 24-16,7,7,Sun,0,1,0,0,0,DaviKe01
Markus Golden,LB,25.224,2016-10-23,NFL,ARI,,SEA,T 6-6,7,7,Sun,0,1,0,0,0,GoldMa00
Brandon Graham,DE,28.203,2016-10-23,NFL,PHI,,MIN,W 21-10,6,7,Sun,0,1,0,0,0,GrahBr99
Bruce Irvin,SLB,28.357,2016-10-23,NFL,OAK,@,JAX,W 33-16,7,7,Sun,0,1,0,0,0,IrviBr00
Steven Johnson,LB,28.209,2016-10-23,NFL,PIT,,NWE,L 16-27,7,7,Sun,0,1,0,0,0,JohnSt02
Chandler Jones,SAM,26.239,2016-10-23,NFL,ARI,,SEA,T 6-6,7,7,Sun,0,1,0,0,0,JoneCh03
Jarvis Jones,ROLB,27.010,2016-10-23,NFL,PIT,,NWE,L 16-27,7,7,Sun,0,1,1,0,0,JoneJa05
Lamarcus Joyner,CB,25.331,2016-10-23,NFL,LAR,,NYG,L 10-17,7,7,Sun,0,1,0,0,0,JoynLa00
Roger Lewis,WR,22.331,2016-10-23,NFL,NYG,@,LAR,W 17-10,7,7,Sun,0,1,0,0,0,LewiRo03
Gerald McCoy,DT,28.241,2016-10-23,NFL,TAM,@,SFO,W 34-17,6,7,Sun,0,1,1,0,0,McCoGe99
T.Y. McGill,DT,23.335,2016-10-23,NFL,IND,@,TEN,W 34-26,7,7,Sun,0,1,0,0,0,McGiT.00
Rodney McLeod,S,26.122,2016-10-23,NFL,PHI,,MIN,W 21-10,6,7,Sun,0,1,0,0,0,McLeRo00
Steven Means,DE,26.037,2016-10-23,NFL,PHI,,MIN,W 21-10,6,7,Sun,0,1,0,0,0,MeanSt00
Trent Murphy,LB,25.306,2016-10-23,NFL,WAS,@,DET,L 17-20,7,7,Sun,0,1,0,0,0,MurpTr00
Ron Parker,FS,29.067,2016-10-23,NFL,KAN,,NOR,W 27-21,6,7,Sun,0,2,0,0,0,ParkRo01
Xavier Rhodes,RCB,26.126,2016-10-23,NFL,MIN,@,PHI,L 10-21,6,7,Sun,0,1,0,0,0,RhodXa00
Khyri Thornton,DT,26.337,2016-10-23,NFL,DET,,WAS,W 20-17,7,7,Sun,0,1,0,0,0,ThorKh00
Olivier Vernon,RDE,26.016,2016-10-23,NFL,NYG,@,LAR,W 17-10,7,7,Sun,0,1,0,0,0,VernOl00
Chris Harris,RCB,27.128,2016-10-24,NFL,DEN,,HOU,W 27-9,7,7,Mon,0,1,1,6,0,HarrCh01
T.J. Ward,SS,29.317,2016-10-24,NFL,DEN,,HOU,W 27-9,7,7,Mon,0,1,0,0,0,WardT.99
Cliff Avril,RDE,30.205,2016-10-30,NFL,SEA,@,NOR,L 20-25,7,8,Sun,0,1,0,0,0,AvriCl99
Chris Baker,RDE,29.022,2016-10-30,NFL,WAS,@,CIN,T 27-27,8,8,Sun,0,1,0,0,0,BakeCh99
Joey Bosa,DE,21.111,2016-10-30,NFL,SDG,@,DEN,L 19-27,8,8,Sun,0,1,0,0,0,BosaJo00
Terrence Brooks,S,24.242,2016-10-30,NFL,PHI,@,DAL,L 23-29,7,8,Sun,0,1,0,0,0,BrooTe00
Mason Foster,MLB,27.243,2016-10-30,NFL,WAS,@,CIN,T 27-27,8,8,Sun,0,1,0,0,0,FostMa00
Tony Jefferson,SS,24.277,2016-10-30,NFL,ARI,@,CAR,L 20-30,8,8,Sun,0,1,1,0,0,JeffTo00
Charles Johnson,LDE,30.112,2016-10-30,NFL,CAR,,ARI,W 30-20,7,8,Sun,0,1,0,0,0,JohnCh98
Star Lotulelei,LDT,26.315,2016-10-30,NFL,CAR,,ARI,W 30-20,7,8,Sun,0,1,0,0,0,LotuSt00
Khalil Mack,DE,25.251,2016-10-30,NFL,OAK,@,TAM,W 30-24,8,8,Sun,0,1,0,0,0,MackKh00
Terrell McClain,DT,28.102,2016-10-30,NFL,DAL,,PHI,W 29-23,7,8,Sun,0,1,0,0,0,McClTe00
Sean McGrath,TE,28.332,2016-10-30,NFL,SDG,@,DEN,L 19-27,8,8,Sun,0,1,0,0,0,McGrSe00
Keanu Neal,S,21.096,2016-10-30,NFL,ATL,,GNB,W 33-32,8,8,Sun,0,1,0,0,0,NealKe01
Walt Powell,WR,24.342,2016-10-30,NFL,BUF,,NWE,L 25-41,8,8,Sun,0,1,0,0,0,PoweWa00
Malcolm Smith,WLB,27.117,2016-10-30,NFL,OAK,@,TAM,W 30-24,8,8,Sun,0,1,0,0,0,SmitMa02
Daniel Sorensen,S,26.239,2016-10-30,NFL,KAN,@,IND,W 30-14,7,8,Sun,0,1,0,0,0,SoreDa01
Noah Spence,DE,22.296,2016-10-30,NFL,TAM,,OAK,L 24-30,7,8,Sun,0,1,0,0,0,SpenNo00
