Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id 
Randy Jordan,RB,31.130,2001-10-14,NFL,OAK,@,IND,W 23-18,5,5,Sun,2,8,4.00,0,JordRa00
Jon Kitna,QB,29.023,2001-10-14,NFL,CIN,,CLE,W 24-14,5,5,Sun,4,18,4.50,0,KitnJo00
Jim Kleinsasser,FB,24.256,2001-10-14,NFL,MIN,,DET,W 31-26,5,5,Sun,1,2,2.00,0,KleiJi00
Dorsey Levens,RB,31.146,2001-10-14,NFL,GNB,,BAL,W 31-23,5,5,Sun,2,7,3.50,0,LeveDo00
Ray Lucas,QB,29.069,2001-10-14,NFL,MIA,@,NYJ,L 17-21,5,5,Sun,1,2,2.00,0,LucaRa00
Peyton Manning,QB,25.204,2001-10-14,NFL,IND,,OAK,L 18-23,4,5,Sun,1,2,2.00,0,MannPe00
Curtis Martin*,RB,28.166,2001-10-14,NFL,NYJ,,MIA,W 21-17,5,5,Sun,22,120,5.45,1,MartCu00
Deuce McAllister,RB,22.291,2001-10-14,NFL,NOR,@,CAR,W 27-25,4,5,Sun,1,2,2.00,0,McAlDe00
Fred McCrary,FB,29.025,2001-10-14,NFL,SDG,@,NWE,L 26-29,5,5,Sun,1,2,2.00,0,McCrFr00
James McKnight,WR,29.119,2001-10-14,NFL,MIA,@,NYJ,L 17-21,5,5,Sun,1,3,3.00,0,McKnJa00
Steve McNair,QB,28.242,2001-10-14,NFL,TEN,,TAM,W 31-28,4,5,Sun,9,54,6.00,1,McNaSt00
Glyn Milburn,KR/W,30.237,2001-10-14,NFL,CHI,,ARI,W 20-13,4,5,Sun,1,1,1.00,0,MilbGl00
Jim Miller,QB,30.247,2001-10-14,NFL,CHI,,ARI,W 20-13,4,5,Sun,2,3,1.50,0,MillJi00
Travis Minor,RB,22.106,2001-10-14,NFL,MIA,@,NYJ,L 17-21,5,5,Sun,1,29,29.00,1,MinoTr00
Larry Parker,WR,25.092,2001-10-14,NFL,KAN,,PIT,L 17-20,5,5,Sun,1,-2,-2.00,0,ParkLa00
Patrick Pass,FB,23.287,2001-10-14,NFL,NWE,,SDG,W 29-26,5,5,Sun,1,7,7.00,0,PassPa00
Michael Pittman,RB,26.061,2001-10-14,NFL,ARI,@,CHI,L 13-20,4,5,Sun,16,50,3.13,0,PittMi00
Jake Plummer,QB,26.299,2001-10-14,NFL,ARI,@,CHI,L 13-20,4,5,Sun,2,7,3.50,0,PlumJa00
Travis Prentice,RB,24.310,2001-10-14,NFL,MIN,,DET,W 31-26,5,5,Sun,2,2,1.00,1,PrenTr00
Cory Schlesinger,FB,29.113,2001-10-14,NFL,DET,@,MIN,L 26-31,4,5,Sun,1,3,3.00,0,SchlCo00
Antowain Smith,RB,29.214,2001-10-14,NFL,NWE,,SDG,W 29-26,5,5,Sun,15,36,2.40,1,SmitAn00
Lamar Smith,HB,30.319,2001-10-14,NFL,MIA,@,NYJ,L 17-21,5,5,Sun,24,54,2.25,0,SmitLa00
Maurice Smith,RB,25.037,2001-10-14,NFL,ATL,,SFO,L 31-37,5,5,Sun,20,50,2.50,1,SmitMa00
Jerald Sowell,FB,27.266,2001-10-14,NFL,NYJ,,MIA,W 21-17,5,5,Sun,1,4,4.00,0,SoweJe00
James Stewart,HB,29.291,2001-10-14,NFL,DET,@,MIN,L 26-31,4,5,Sun,16,108,6.75,0,StewJa00
Kordell Stewart,QB,28.363,2001-10-14,NFL,PIT,@,KAN,W 20-17,4,5,Sun,7,47,6.71,0,StewKo00
Mack Strong,FB,30.033,2001-10-14,NFL,SEA,,DEN,W 34-21,5,5,Sun,1,7,7.00,0,StroMa00
Vinny Testaverde,QB,37.335,2001-10-14,NFL,NYJ,,MIA,W 21-17,5,5,Sun,1,-1,-1.00,0,TestVi00
Anthony Thomas,RB,23.341,2001-10-14,NFL,CHI,,ARI,W 20-13,4,5,Sun,11,58,5.27,0,ThomAn01
LaDainian Tomlinson*,RB,22.113,2001-10-14,NFL,SDG,@,NWE,L 26-29,5,5,Sun,24,74,3.08,1,TomlLa00
Kurt Warner*,QB,30.114,2001-10-14,NFL,STL,,NYG,W 15-14,5,5,Sun,3,6,2.00,0,WarnKu00
Lamont Warren,RB,28.283,2001-10-14,NFL,DET,@,MIN,L 26-31,4,5,Sun,2,18,9.00,0,WarrLa00
Damon Washington,RB,24.236,2001-10-14,NFL,NYG,@,STL,L 14-15,5,5,Sun,2,-2,-1.00,0,WashDa00
Chris Weinke,QB,29.075,2001-10-14,NFL,CAR,,NOR,L 25-27,5,5,Sun,3,2,0.67,0,WeinCh00
Tyrone Wheatley,RB,29.268,2001-10-14,NFL,OAK,@,IND,W 23-18,5,5,Sun,6,24,4.00,1,WheaTy00
Jamel White,RB,24.245,2001-10-14,NFL,CLE,@,CIN,L 14-24,5,5,Sun,3,19,6.33,0,WhitJa00
Moe Williams,RB,27.080,2001-10-14,NFL,BAL,@,GNB,L 23-31,5,5,Sun,1,1,1.00,0,WillMo00
Ricky Williams,RB,24.146,2001-10-14,NFL,NOR,@,CAR,W 27-25,4,5,Sun,31,147,4.74,1,WillRi00
Amos Zereoue,RB,25.006,2001-10-14,NFL,PIT,@,KAN,W 20-17,4,5,Sun,8,42,5.25,0,ZereAm00
Tony Banks,QB,28.193,2001-10-15,NFL,WAS,@,DAL,L 7-9,5,5,Mon,3,4,1.33,0,BankTo00
Darrin Chiaverini,WR,24.003,2001-10-15,NFL,DAL,,WAS,W 9-7,5,5,Mon,1,3,3.00,0,ChiaDa00
Stephen Davis,RB,27.228,2001-10-15,NFL,WAS,@,DAL,L 7-9,5,5,Mon,23,99,4.30,0,DaviSt00
Troy Hambrick,RB,24.343,2001-10-15,NFL,DAL,,WAS,W 9-7,5,5,Mon,9,68,7.56,0,HambTr00
Rocket Ismail,WR,31.331,2001-10-15,NFL,DAL,,WAS,W 9-7,5,5,Mon,1,-1,-1.00,0,IsmaRa00
Emmitt Smith*,RB,32.153,2001-10-15,NFL,DAL,,WAS,W 9-7,5,5,Mon,25,107,4.28,0,SmitEm00
Robert Thomas,FB,26.318,2001-10-15,NFL,DAL,,WAS,W 9-7,5,5,Mon,1,2,2.00,0,ThomRo02
Anthony Wright,QB,25.243,2001-10-15,NFL,DAL,,WAS,W 9-7,5,5,Mon,8,32,4.00,0,WrigAn00
Mark Brunell,QB,31.031,2001-10-18,NFL,JAX,,BUF,L 10-13,5,6,Thu,4,27,6.75,0,BrunMa00
Larry Centers,FB,33.139,2001-10-18,NFL,BUF,@,JAX,W 13-10,5,6,Thu,3,13,4.33,0,CentLa00
Chris Hanson,P,24.358,2001-10-18,NFL,JAX,,BUF,L 10-13,5,6,Thu,1,0,0.00,0,HansCh20
Travis Henry,HB,22.354,2001-10-18,NFL,BUF,@,JAX,W 13-10,5,6,Thu,27,63,2.33,0,HenrTr00
Rob Johnson,QB,28.214,2001-10-18,NFL,BUF,@,JAX,W 13-10,5,6,Thu,5,22,4.40,0,JohnRo00
Elvis Joseph,RB,23.049,2001-10-18,NFL,JAX,,BUF,L 10-13,5,6,Thu,1,4,4.00,0,JoseEl00
Stacey Mack,RB,26.114,2001-10-18,NFL,JAX,,BUF,L 10-13,5,6,Thu,15,84,5.60,0,MackSt00
James Allen,RB,26.207,2001-10-21,NFL,CHI,@,CIN,W 24-0,5,6,Sun,7,17,2.43,0,AlleJa00
Terry Allen,RB,33.242,2001-10-21,NFL,BAL,@,CLE,L 14-24,6,6,Sun,3,12,4.00,0,AlleTe00
Mike Alstott,FB,27.304,2001-10-21,NFL,TAM,,PIT,L 10-17,5,6,Sun,3,15,5.00,0,AlstMi00
Mike Anderson,RB,28.030,2001-10-21,NFL,DEN,@,SDG,L 10-27,6,6,Sun,11,50,4.55,0,AndeMi00
Richie Anderson,FB,30.038,2001-10-21,NFL,NYJ,,STL,L 14-34,6,6,Sun,2,13,6.50,0,AndeRi00
Obafemi Ayanbadejo,FB,26.230,2001-10-21,NFL,BAL,@,CLE,L 14-24,6,6,Sun,9,48,5.33,0,AyanOb00
Tony Banks,QB,28.199,2001-10-21,NFL,WAS,,CAR,W 17-14,6,6,Sun,2,-1,-0.50,0,BankTo00
Charlie Batch,QB,26.320,2001-10-21,NFL,DET,,TEN,L 24-27,5,6,Sun,2,3,1.50,0,BatcCh00
Brandon Bennett,RB,28.260,2001-10-21,NFL,CIN,,CHI,L 0-24,6,6,Sun,2,0,0.00,0,BennBr00
Jerome Bettis*,RB,29.247,2001-10-21,NFL,PIT,@,TAM,W 17-10,5,6,Sun,17,143,8.41,1,BettJe00
Tim Biakabutuka,RB,27.270,2001-10-21,NFL,CAR,@,WAS,L 14-17,6,6,Sun,20,121,6.05,1,BiakTi00
Tom Brady,QB,24.079,2001-10-21,NFL,NWE,@,IND,W 38-17,6,6,Sun,2,-2,-1.00,0,BradTo00
Jason Brookins,RB,25.289,2001-10-21,NFL,BAL,@,CLE,L 14-24,6,6,Sun,13,46,3.54,0,BrooJa01
Aaron Brooks,QB,25.211,2001-10-21,NFL,NOR,,ATL,L 13-20,5,6,Sun,3,12,4.00,0,BrooAa00
Troy Brown,WR,30.111,2001-10-21,NFL,NWE,@,IND,W 38-17,6,6,Sun,1,9,9.00,0,BrowTr00
Isaac Bruce,WR,28.345,2001-10-21,NFL,STL,@,NYJ,W 34-14,6,6,Sun,1,3,3.00,0,BrucIs00
Trung Canidate,RB,24.232,2001-10-21,NFL,STL,@,NYJ,W 34-14,6,6,Sun,23,195,8.48,2,CaniTr00
Chris Chandler,QB,36.009,2001-10-21,NFL,ATL,@,NOR,W 20-13,6,6,Sun,3,9,3.00,0,ChanCh00
Doug Chapman,RB,24.060,2001-10-21,NFL,MIN,,GNB,W 35-13,6,6,Sun,22,90,4.09,0,ChapDo00
Bob Christian,FB,32.341,2001-10-21,NFL,ATL,@,NOR,W 20-13,6,6,Sun,3,28,9.33,0,ChriBo00
Laveranues Coles,WR,23.296,2001-10-21,NFL,NYJ,,STL,L 14-34,6,6,Sun,1,8,8.00,0,ColeLa00
Curtis Conway,WR,30.281,2001-10-21,NFL,SDG,,DEN,W 27-10,6,6,Sun,1,28,28.00,0,ConwCu00
Tim Couch,QB,24.082,2001-10-21,NFL,CLE,,BAL,W 24-14,6,6,Sun,4,10,2.50,0,CoucTi00
Daunte Culpepper,QB,24.266,2001-10-21,NFL,MIN,,GNB,W 35-13,6,6,Sun,8,75,9.38,1,CulpDa00
Randall Cunningham,QB,38.208,2001-10-21,NFL,BAL,@,CLE,L 14-24,6,6,Sun,1,5,5.00,0,CunnRa00
Stephen Davis,RB,27.234,2001-10-21,NFL,WAS,,CAR,W 17-14,6,6,Sun,26,99,3.81,0,DaviSt00
Corey Dillon,HB,26.362,2001-10-21,NFL,CIN,,CHI,L 0-24,6,6,Sun,16,30,1.88,0,DillCo00
Warrick Dunn,RB,26.289,2001-10-21,NFL,TAM,,PIT,L 10-17,5,6,Sun,13,31,2.38,0,DunnWa00
Marc Edwards,WR,26.338,2001-10-21,NFL,NWE,@,IND,W 38-17,6,6,Sun,3,14,4.67,0,EdwaMa00
Troy Edwards,WR,24.197,2001-10-21,NFL,PIT,@,TAM,W 17-10,5,6,Sun,1,12,12.00,0,EdwaTr00
Kevin Faulk,RB,25.138,2001-10-21,NFL,NWE,@,IND,W 38-17,6,6,Sun,1,2,2.00,0,FaulKe00
Brett Favre*,QB,32.011,2001-10-21,NFL,GNB,@,MIN,L 13-35,6,6,Sun,1,0,0.00,0,FavrBr00
Terrell Fletcher,RB,28.037,2001-10-21,NFL,SDG,,DEN,W 27-10,6,6,Sun,2,11,5.50,0,FletTe00
Doug Flutie,QB,38.363,2001-10-21,NFL,SDG,,DEN,W 27-10,6,6,Sun,4,10,2.50,0,FlutDo00
Olandis Gary,RB,26.156,2001-10-21,NFL,DEN,@,SDG,L 10-27,6,6,Sun,5,21,4.20,0,GaryOl00
Eddie George,RB,28.027,2001-10-21,NFL,TEN,@,DET,W 27-24,5,6,Sun,26,51,1.96,0,GeorEd00
Ahman Green,RB,24.247,2001-10-21,NFL,GNB,@,MIN,L 13-35,6,6,Sun,11,73,6.64,0,GreeAh00
Trent Green,QB,31.104,2001-10-21,NFL,KAN,@,ARI,L 16-24,6,6,Sun,3,23,7.67,0,GreeTr00
Brian Griese,QB,26.217,2001-10-21,NFL,DEN,@,SDG,L 10-27,6,6,Sun,4,7,1.75,0,GrieBr00
Az-Zahir Hakim,WR,24.140,2001-10-21,NFL,STL,@,NYJ,W 34-14,6,6,Sun,2,9,4.50,0,HakiAz00
William Henderson,FB,30.244,2001-10-21,NFL,GNB,@,MIN,L 13-35,6,6,Sun,1,0,0.00,0,HendWi00
Skip Hicks,RB,27.008,2001-10-21,NFL,TEN,@,DET,W 27-24,5,6,Sun,1,2,2.00,0,HickSk00
Robert Holcombe,RB,25.314,2001-10-21,NFL,STL,@,NYJ,W 34-14,6,6,Sun,5,30,6.00,0,HolcRo00
Priest Holmes,RB,28.014,2001-10-21,NFL,KAN,@,ARI,L 16-24,6,6,Sun,15,85,5.67,0,HolmPr00
Brad Hoover,FB,24.344,2001-10-21,NFL,CAR,@,WAS,L 14-17,6,6,Sun,3,12,4.00,0,HoovBr00
Desmond Howard,WR,31.159,2001-10-21,NFL,DET,,TEN,L 24-27,5,6,Sun,1,3,3.00,0,HowaDe00
James Jackson,RB,25.078,2001-10-21,NFL,CLE,,BAL,W 24-14,6,6,Sun,24,77,3.21,1,JackJa00
Edgerrin James,RB,23.081,2001-10-21,NFL,IND,,NWE,L 17-38,5,6,Sun,30,143,4.77,0,JameEd00
MarTay Jenkins,WR,26.235,2001-10-21,NFL,ARI,,KAN,W 24-16,5,6,Sun,1,-6,-6.00,0,JenkMa00
John Jett,P,32.344,2001-10-21,NFL,DET,,TEN,L 24-27,5,6,Sun,1,0,0.00,0,JettJo21
Brad Johnson,QB,33.038,2001-10-21,NFL,TAM,,PIT,L 10-17,5,6,Sun,3,18,6.00,0,JohnBr00
Thomas Jones,RB,23.063,2001-10-21,NFL,ARI,,KAN,W 24-16,5,6,Sun,7,26,3.71,1,JoneTh00
LaMont Jordan,RB-K,22.344,2001-10-21,NFL,NYJ,,STL,L 14-34,6,6,Sun,4,34,8.50,0,JordLa00
Curtis Keaton,HB-K,25.003,2001-10-21,NFL,CIN,,CHI,L 0-24,6,6,Sun,1,3,3.00,0,KeatCu00
Jim Kleinsasser,FB,24.263,2001-10-21,NFL,MIN,,GNB,W 35-13,6,6,Sun,5,20,4.00,1,KleiJi00
Dan Kreider,FB,24.224,2001-10-21,NFL,PIT,@,TAM,W 17-10,5,6,Sun,1,12,12.00,0,KreiDa00
Dorsey Levens,RB,31.153,2001-10-21,NFL,GNB,@,MIN,L 13-35,6,6,Sun,2,1,0.50,0,LeveDo00
Peyton Manning,QB,25.211,2001-10-21,NFL,IND,,NWE,L 17-38,5,6,Sun,2,1,0.50,0,MannPe00
Curtis Martin*,RB,28.173,2001-10-21,NFL,NYJ,,STL,L 14-34,6,6,Sun,14,63,4.50,0,MartCu00
Jamie Martin,QB,31.255,2001-10-21,NFL,STL,@,NYJ,W 34-14,6,6,Sun,3,-3,-1.00,0,MartJa00
Steve McNair,QB,28.249,2001-10-21,NFL,TEN,@,DET,W 27-24,5,6,Sun,5,48,9.60,0,McNaSt00
Jim Miller,QB,30.254,2001-10-21,NFL,CHI,@,CIN,W 24-0,5,6,Sun,3,-2,-0.67,0,MillJi00
Harold Morrow,FB,28.239,2001-10-21,NFL,MIN,,GNB,W 35-13,6,6,Sun,1,15,15.00,0,MorrHa00
Larry Parker,WR,25.099,2001-10-21,NFL,KAN,@,ARI,L 16-24,6,6,Sun,1,7,7.00,0,ParkLa00
David Patten,WR,27.063,2001-10-21,NFL,NWE,@,IND,W 38-17,6,6,Sun,1,29,29.00,1,PattDa00
Chad Pennington,QB,25.117,2001-10-21,NFL,NYJ,,STL,L 14-34,6,6,Sun,1,11,11.00,0,PennCh01
Michael Pittman,RB,26.068,2001-10-21,NFL,ARI,,KAN,W 24-16,5,6,Sun,26,95,3.65,1,PittMi00
Jake Plummer,QB,26.306,2001-10-21,NFL,ARI,,KAN,W 24-16,5,6,Sun,3,20,6.67,0,PlumJa00
J.R. Redmond,RB,24.023,2001-10-21,NFL,NWE,@,IND,W 38-17,6,6,Sun,1,0,0.00,0,RedmJ.00
Dominic Rhodes,RB,22.277,2001-10-21,NFL,IND,,NWE,L 17-38,5,6,Sun,2,35,17.50,0,RhodDo00
Tony Richardson,FB,29.308,2001-10-21,NFL,KAN,@,ARI,L 16-24,6,6,Sun,1,4,4.00,0,RichTo00
Antowain Smith,RB,29.221,2001-10-21,NFL,NWE,@,IND,W 38-17,6,6,Sun,21,71,3.38,0,SmitAn00
Maurice Smith,RB,25.044,2001-10-21,NFL,ATL,@,NOR,W 20-13,6,6,Sun,22,83,3.77,0,SmitMa00
Rod Smith,WR,31.159,2001-10-21,NFL,DEN,@,SDG,L 10-27,6,6,Sun,1,3,3.00,0,SmitRo01
Steve Smith,WR,22.162,2001-10-21,NFL,CAR,@,WAS,L 14-17,6,6,Sun,1,-8,-8.00,0,SmitSt01
James Stewart,HB,29.298,2001-10-21,NFL,DET,,TEN,L 24-27,5,6,Sun,9,17,1.89,0,StewJa00
Kordell Stewart,QB,29.005,2001-10-21,NFL,PIT,@,TAM,W 17-10,5,6,Sun,7,32,4.57,0,StewKo00
Vinny Testaverde,QB,37.342,2001-10-21,NFL,NYJ,,STL,L 14-34,6,6,Sun,2,3,1.50,0,TestVi00
Anthony Thomas,RB,23.348,2001-10-21,NFL,CHI,@,CIN,W 24-0,5,6,Sun,22,188,8.55,1,ThomAn01
Rodney Thomas,RB,28.205,2001-10-21,NFL,ATL,@,NOR,W 20-13,6,6,Sun,2,4,2.00,0,ThomRo00
LaDainian Tomlinson*,RB,22.120,2001-10-21,NFL,SDG,,DEN,W 27-10,6,6,Sun,25,58,2.32,0,TomlLa00
Hines Ward,WR,25.227,2001-10-21,NFL,PIT,@,TAM,W 17-10,5,6,Sun,1,9,9.00,0,WardHi00
Lamont Warren,RB,28.290,2001-10-21,NFL,DET,,TEN,L 24-27,5,6,Sun,6,18,3.00,0,WarrLa00
Peter Warrick,WR,24.124,2001-10-21,NFL,CIN,,CHI,L 0-24,6,6,Sun,2,2,1.00,0,WarrPe00
Chris Weinke,QB,29.082,2001-10-21,NFL,CAR,@,WAS,L 14-17,6,6,Sun,1,-1,-1.00,0,WeinCh00
Jamel White,RB,24.252,2001-10-21,NFL,CLE,,BAL,W 24-14,6,6,Sun,1,1,1.00,0,WhitJa00
Moe Williams,RB,27.087,2001-10-21,NFL,BAL,@,CLE,L 14-24,6,6,Sun,1,2,2.00,0,WillMo00
Ricky Williams,RB,24.153,2001-10-21,NFL,NOR,,ATL,L 13-20,5,6,Sun,21,51,2.43,0,WillRi00
Frank Wycheck,TE,30.007,2001-10-21,NFL,TEN,@,DET,W 27-24,5,6,Sun,1,1,1.00,0,WychFr00
Amos Zereoue,RB,25.013,2001-10-21,NFL,PIT,@,TAM,W 17-10,5,6,Sun,8,12,1.50,0,ZereAm00
Tiki Barber,RB,26.198,2001-10-22,NFL,NYG,,PHI,L 9-10,6,6,Mon,13,55,4.23,0,BarbTi00
Correll Buckhalter,RB,23.016,2001-10-22,NFL,PHI,@,NYG,W 10-9,5,6,Mon,11,34,3.09,0,BuckCo00
Kerry Collins,QB,28.296,2001-10-22,NFL,NYG,,PHI,L 9-10,6,6,Mon,2,9,4.50,0,CollKe00
Ron Dayne,RB,23.222,2001-10-22,NFL,NYG,,PHI,L 9-10,6,6,Mon,16,32,2.00,0,DaynRo00
Donovan McNabb,QB,24.331,2001-10-22,NFL,PHI,@,NYG,W 10-9,5,6,Mon,6,35,5.83,0,McNaDo00
Duce Staley,RB,26.237,2001-10-22,NFL,PHI,@,NYG,W 10-9,5,6,Mon,3,22,7.33,0,StalDu00
Trent Green,QB,31.108,2001-10-25,NFL,KAN,,IND,L 28-35,7,7,Thu,3,19,6.33,0,GreeTr00
Priest Holmes,RB,28.018,2001-10-25,NFL,KAN,,IND,L 28-35,7,7,Thu,15,55,3.67,0,HolmPr00
Edgerrin James,RB,23.085,2001-10-25,NFL,IND,@,KAN,W 35-28,6,7,Thu,27,102,3.78,0,JameEd00
Peyton Manning,QB,25.215,2001-10-25,NFL,IND,@,KAN,W 35-28,6,7,Thu,2,5,2.50,0,MannPe00
Larry Parker,Z,25.103,2001-10-25,NFL,KAN,,IND,L 28-35,7,7,Thu,1,1,1.00,0,ParkLa00
Dominic Rhodes,RB,22.281,2001-10-25,NFL,IND,@,KAN,W 35-28,6,7,Thu,4,87,21.75,1,RhodDo00
Tony Richardson,FB,29.312,2001-10-25,NFL,KAN,,IND,L 28-35,7,7,Thu,4,26,6.50,0,RichTo00
Shaun Alexander,RB,24.059,2001-10-28,NFL,SEA,,MIA,L 20-24,6,7,Sun,23,87,3.78,0,AlexSh00
James Allen,RB,26.214,2001-10-28,NFL,CHI,,SFO,W 37-31,6,7,Sun,1,15,15.00,0,AlleJa00
Mike Alstott,RB,27.311,2001-10-28,NFL,TAM,,MIN,W 41-14,6,7,Sun,28,129,4.61,3,AlstMi00
Mike Anderson,RB,28.037,2001-10-28,NFL,DEN,,NWE,W 31-20,7,7,Sun,14,40,2.86,1,AndeMi00
Richie Anderson,FB,30.045,2001-10-28,NFL,NYJ,@,CAR,W 13-12,7,7,Sun,2,12,6.00,0,AndeRi00
Reidel Anthony,WR,25.008,2001-10-28,NFL,TAM,,MIN,W 41-14,6,7,Sun,1,16,16.00,0,AnthRe00
Obafemi Ayanbadejo,FB,26.237,2001-10-28,NFL,BAL,,JAX,W 18-17,7,7,Sun,6,24,4.00,0,AyanOb00
Jason Baker,P,23.164,2001-10-28,NFL,SFO,@,CHI,L 31-37,6,7,Sun,1,0,0.00,0,BakeJa20
Tony Banks,QB,28.206,2001-10-28,NFL,WAS,,NYG,W 35-21,7,7,Sun,4,10,2.50,0,BankTo00
Tiki Barber,RB,26.204,2001-10-28,NFL,NYG,@,WAS,L 21-35,7,7,Sun,7,14,2.00,0,BarbTi00
Kevan Barlow,RB,22.294,2001-10-28,NFL,SFO,@,CHI,L 31-37,6,7,Sun,7,13,1.86,0,BarlKe00
Charlie Batch,QB,26.327,2001-10-28,NFL,DET,,CIN,L 27-31,6,7,Sun,1,12,12.00,0,BatcCh00
Fred Beasley,FB,27.040,2001-10-28,NFL,SFO,@,CHI,L 31-37,6,7,Sun,1,2,2.00,0,BeasFr00
Brandon Bennett,HB,28.267,2001-10-28,NFL,CIN,@,DET,W 31-27,7,7,Sun,4,8,2.00,0,BennBr00
David Boston,WR,23.070,2001-10-28,NFL,ARI,@,DAL,L 3-17,6,7,Sun,1,12,12.00,0,BostDa00
Todd Bouman,QB,29.088,2001-10-28,NFL,MIN,@,TAM,L 14-41,7,7,Sun,1,-1,-1.00,0,BoumTo00
Tom Brady,QB,24.086,2001-10-28,NFL,NWE,@,DEN,L 20-31,7,7,Sun,2,-1,-0.50,0,BradTo00
Jason Brookins,RB,25.296,2001-10-28,NFL,BAL,,JAX,W 18-17,7,7,Sun,19,82,4.32,1,BrooJa01
Aaron Brooks,QB,25.218,2001-10-28,NFL,NOR,@,STL,W 34-31,6,7,Sun,7,1,0.14,0,BrooAa00
Troy Brown,WR,30.118,2001-10-28,NFL,NWE,@,DEN,L 20-31,7,7,Sun,1,31,31.00,0,BrowTr00
Mark Brunell,QB,31.041,2001-10-28,NFL,JAX,@,BAL,L 17-18,6,7,Sun,4,55,13.75,0,BrunMa00
Correll Buckhalter,RB,23.022,2001-10-28,NFL,PHI,,OAK,L 10-20,6,7,Sun,7,29,4.14,0,BuckCo00
Trung Canidate,RB,24.239,2001-10-28,NFL,STL,,NOR,L 31-34,7,7,Sun,12,19,1.58,1,CaniTr00
Ki-Jana Carter,RB,28.046,2001-10-28,NFL,WAS,,NYG,W 35-21,7,7,Sun,2,40,20.00,0,CartKi00
Larry Centers,FB,33.149,2001-10-28,NFL,BUF,@,SDG,L 24-27,6,7,Sun,3,10,3.33,0,CentLa00
Chris Chambers,WR,23.077,2001-10-28,NFL,MIA,@,SEA,W 24-20,6,7,Sun,1,-11,-11.00,0,ChamCh00
Doug Chapman,RB,24.067,2001-10-28,NFL,MIN,@,TAM,L 14-41,7,7,Sun,5,8,1.60,0,ChapDo00
Laveranues Coles,WR,23.303,2001-10-28,NFL,NYJ,@,CAR,W 13-12,7,7,Sun,1,11,11.00,0,ColeLa00
Kerry Collins,QB,28.302,2001-10-28,NFL,NYG,@,WAS,L 21-35,7,7,Sun,4,9,2.25,0,CollKe00
Ernie Conwell,TE,29.072,2001-10-28,NFL,STL,,NOR,L 31-34,7,7,Sun,1,2,2.00,1,ConwEr00
Jameel Cook,FB,22.262,2001-10-28,NFL,TAM,,MIN,W 41-14,6,7,Sun,2,2,1.00,0,CookJa00
Zack Crockett,RB,28.330,2001-10-28,NFL,OAK,@,PHI,W 20-10,6,7,Sun,17,47,2.76,1,CrocZa00
Daunte Culpepper,QB,24.273,2001-10-28,NFL,MIN,@,TAM,L 14-41,7,7,Sun,9,49,5.44,0,CulpDa00
Randall Cunningham,QB,38.215,2001-10-28,NFL,BAL,,JAX,W 18-17,7,7,Sun,5,-3,-0.60,0,CunnRa00
Stephen Davis,RB,27.241,2001-10-28,NFL,WAS,,NYG,W 35-21,7,7,Sun,29,107,3.69,0,DaviSt00
Ron Dayne,RB,23.228,2001-10-28,NFL,NYG,@,WAS,L 21-35,7,7,Sun,8,19,2.38,0,DaynRo00
Corey Dillon,HB,27.004,2001-10-28,NFL,CIN,@,DET,W 31-27,7,7,Sun,27,184,6.81,2,DillCo00
Reuben Droughns,RB,23.068,2001-10-28,NFL,DET,,CIN,L 27-31,6,7,Sun,1,1,1.00,0,DrouRe00
Marc Edwards,WR,26.345,2001-10-28,NFL,NWE,@,DEN,L 20-31,7,7,Sun,2,6,3.00,0,EdwaMa00
Kevin Faulk,RB,25.145,2001-10-28,NFL,NWE,@,DEN,L 20-31,7,7,Sun,5,12,2.40,0,FaulKe00
Jay Fiedler,QB,29.303,2001-10-28,NFL,MIA,@,SEA,W 24-20,6,7,Sun,8,41,5.13,0,FiedJa00
Terrell Fletcher,RB,28.044,2001-10-28,NFL,SDG,,BUF,W 27-24,7,7,Sun,2,7,3.50,0,FletTe00
Doug Flutie,QB,39.005,2001-10-28,NFL,SDG,,BUF,W 27-24,7,7,Sun,2,12,6.00,1,FlutDo00
Rich Gannon,QB,35.312,2001-10-28,NFL,OAK,@,PHI,W 20-10,6,7,Sun,3,16,5.33,0,GannRi00
Jeff Garcia,QB,31.246,2001-10-28,NFL,SFO,@,CHI,L 31-37,6,7,Sun,7,22,3.14,0,GarcJe00
Charlie Garner,RB,29.257,2001-10-28,NFL,OAK,@,PHI,W 20-10,6,7,Sun,21,77,3.67,1,GarnCh00
Olandis Gary,RB,26.163,2001-10-28,NFL,DEN,,NWE,W 31-20,7,7,Sun,10,37,3.70,0,GaryOl00
Jay Graham,RB,26.106,2001-10-28,NFL,SEA,,MIA,L 20-24,6,7,Sun,1,-2,-2.00,0,GrahJa00
Brian Griese,QB,26.224,2001-10-28,NFL,DEN,,NWE,W 31-20,7,7,Sun,4,-1,-0.25,0,GrieBr00
Az-Zahir Hakim,WR,24.147,2001-10-28,NFL,STL,,NOR,L 31-34,7,7,Sun,2,20,10.00,0,HakiAz00
Troy Hambrick,FB,24.356,2001-10-28,NFL,DAL,,ARI,W 17-3,6,7,Sun,4,18,4.50,0,HambTr00
Matt Hasselbeck,QB,26.033,2001-10-28,NFL,SEA,,MIA,L 20-24,6,7,Sun,4,9,2.25,0,HassMa00
