Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Darren Sproles,RB,33.083,2016-09-11,NFL,PHI,,CLE,W 29-10,1,1,Sun,4,59,14.75,0,SproDa00
Brandon Tate,WR,28.342,2016-09-11,NFL,BUF,@,BAL,L 7-13,1,1,Sun,1,21,21.00,0,TateBr00
Eric Weems,WR,31.069,2016-09-11,NFL,ATL,,TAM,L 24-31,1,1,Sun,2,22,11.00,0,WeemEr00
Lucky Whitehead,WR,24.101,2016-09-11,NFL,DAL,,NYG,L 19-20,1,1,Sun,2,16,8.00,0,WhitLu00
Tavon Austin,WR,26.181,2016-09-12,NFL,LAR,@,SFO,L 0-28,1,1,Mon,4,38,9.50,0,AustTa00
Jamison Crowder,WR,23.087,2016-09-12,NFL,WAS,,PIT,L 16-38,1,1,Mon,1,17,17.00,0,CrowJa00
Jeremy Kerley,WR,27.309,2016-09-12,NFL,SFO,,LAR,W 28-0,1,1,Mon,2,11,5.50,0,KerlJe00
Brandon Tate,WR,28.346,2016-09-15,NFL,BUF,,NYJ,L 31-37,2,2,Thu,1,8,8.00,0,TateBr00
Danny Amendola,WR,30.321,2016-09-18,NFL,NWE,,MIA,W 31-24,2,2,Sun,3,33,11.00,0,AmenDa00
Tavon Austin,WR,26.187,2016-09-18,NFL,LAR,,SEA,W 9-3,2,2,Sun,3,15,5.00,0,AustTa00
Travis Benjamin,WR,26.264,2016-09-18,NFL,SDG,,JAX,W 38-14,2,2,Sun,2,21,10.50,0,BenjTr00
Antonio Brown,WR,28.070,2016-09-18,NFL,PIT,,CIN,W 24-16,2,2,Sun,2,18,9.00,0,BrowAn04
John Brown,WR,26.168,2016-09-18,NFL,ARI,,TAM,W 40-7,2,2,Sun,1,7,7.00,0,BrowJo02
Jamison Crowder,WR,23.093,2016-09-18,NFL,WAS,,DAL,L 23-27,2,2,Sun,2,30,15.00,0,CrowJa00
Alex Erickson,WR,23.317,2016-09-18,NFL,CIN,@,PIT,L 16-24,2,2,Sun,1,0,0.00,0,EricAl01
Tyler Ervin,RB,22.347,2016-09-18,NFL,HOU,,KAN,W 19-12,2,2,Sun,4,12,3.00,0,ErviTy00
Ted Ginn,WR,31.159,2016-09-18,NFL,CAR,,SFO,W 46-27,2,2,Sun,3,28,9.33,0,GinnTe00
Rashad Greene,WR,23.361,2016-09-18,NFL,JAX,@,SDG,L 14-38,2,2,Sun,2,9,4.50,0,GreeRa00
Joe Haden,CB,27.157,2016-09-18,NFL,CLE,,BAL,L 20-25,2,2,Sun,1,13,13.00,0,HadeJo99
Dwayne Harris,WR,29.002,2016-09-18,NFL,NYG,,NOR,W 16-13,2,2,Sun,1,9,9.00,0,HarrDw00
Devin Hester,WR,33.319,2016-09-18,NFL,BAL,@,CLE,W 25-20,2,2,Sun,2,22,11.00,0,HestDe99
Tyreek Hill,WR,22.201,2016-09-18,NFL,KAN,@,HOU,L 12-19,2,2,Sun,4,63,15.75,0,HillTy00
Adam Humphries,WR,23.086,2016-09-18,NFL,TAM,@,ARI,L 7-40,2,2,Sun,5,43,8.60,0,HumpAd00
Adam Jones,RCB,32.354,2016-09-18,NFL,CIN,@,PIT,L 16-24,2,2,Sun,2,19,9.50,0,JonePa20
Tommylee Lewis,WR,23.330,2016-09-18,NFL,NOR,@,NYG,L 13-16,2,2,Sun,2,27,13.50,0,LewiTo00
Marc Mariani,WR,29.139,2016-09-18,NFL,TEN,@,DET,W 16-15,2,2,Sun,2,9,4.50,0,MariMa00
Jordan Norwood,WR,29.355,2016-09-18,NFL,DEN,,IND,W 34-20,2,2,Sun,2,26,13.00,0,NorwJo00
Damarious Randall,LCB,24.020,2016-09-18,NFL,GNB,@,MIN,L 14-17,2,2,Sun,1,2,2.00,0,RandDa00
Jalen Richard,RB,22.339,2016-09-18,NFL,OAK,,ATL,L 28-35,2,2,Sun,1,0,0.00,0,RichJa01
Andre Roberts,WR,28.253,2016-09-18,NFL,DET,,TEN,L 15-16,2,2,Sun,2,23,11.50,0,RobeAn00
Eli Rogers,WR,23.270,2016-09-18,NFL,PIT,,CIN,W 24-16,2,2,Sun,3,27,9.00,0,RogeEl00
Eric Weems,WR,31.076,2016-09-18,NFL,ATL,@,OAK,W 35-28,2,2,Sun,2,73,36.50,0,WeemEr00
Lucky Whitehead,WR,24.108,2016-09-18,NFL,DAL,@,WAS,W 27-23,2,2,Sun,1,7,7.00,0,WhitLu00
Tramon Williams,DB,33.186,2016-09-18,NFL,CLE,,BAL,L 20-25,2,2,Sun,1,0,0.00,0,WillTr99
Eddie Royal,WR,30.121,2016-09-19,NFL,CHI,,PHI,L 14-29,2,2,Mon,1,65,65.00,1,RoyaEd00
Danny Amendola,WR,30.325,2016-09-22,NFL,NWE,,HOU,W 27-0,3,3,Thu,1,10,10.00,0,AmenDa00
Cyrus Jones,DB,22.298,2016-09-22,NFL,NWE,,HOU,W 27-0,3,3,Thu,2,23,11.50,0,JoneCy00
Tavon Austin,WR,26.194,2016-09-25,NFL,LAR,@,TAM,W 37-32,3,3,Sun,2,12,6.00,0,AustTa00
Travis Benjamin,WR,26.271,2016-09-25,NFL,SDG,@,IND,L 22-26,3,3,Sun,1,0,0.00,0,BenjTr00
Quan Bray,WR,23.150,2016-09-25,NFL,IND,,SDG,W 26-22,3,3,Sun,1,0,0.00,0,BrayQu00
John Brown,WR,26.175,2016-09-25,NFL,ARI,@,BUF,L 18-33,3,3,Sun,1,12,12.00,0,BrowJo02
Jamison Crowder,WR,23.100,2016-09-25,NFL,WAS,@,NYG,W 29-27,3,3,Sun,2,58,29.00,0,CrowJa00
Trevor Davis,WR,23.083,2016-09-25,NFL,GNB,,DET,W 34-27,3,3,Sun,1,1,1.00,0,DaviTr03
Quinton Dunbar,CB,24.065,2016-09-25,NFL,WAS,@,NYG,W 29-27,3,3,Sun,1,0,0.00,0,DunbQu00
Alex Erickson,WR,23.324,2016-09-25,NFL,CIN,,DEN,L 17-29,3,3,Sun,1,4,4.00,0,EricAl01
Ted Ginn,WR,31.166,2016-09-25,NFL,CAR,,MIN,L 10-22,3,3,Sun,2,0,0.00,0,GinnTe00
Rashad Greene,WR,24.002,2016-09-25,NFL,JAX,,BAL,L 17-19,3,3,Sun,5,51,10.20,0,GreeRa00
Dwayne Harris,WR,29.009,2016-09-25,NFL,NYG,,WAS,L 27-29,3,3,Sun,1,14,14.00,0,HarrDw00
Devin Hester,WR,33.326,2016-09-25,NFL,BAL,@,JAX,W 19-17,3,3,Sun,1,0,0.00,0,HestDe99
Tyreek Hill,WR,22.208,2016-09-25,NFL,KAN,,NYJ,W 24-3,3,3,Sun,2,29,14.50,0,HillTy00
Adam Humphries,WR,23.093,2016-09-25,NFL,TAM,,LAR,L 32-37,3,3,Sun,2,26,13.00,0,HumpAd00
Adam Jones,RCB,32.361,2016-09-25,NFL,CIN,,DEN,L 17-29,3,3,Sun,1,0,0.00,0,JonePa20
Jeremy Kerley,WR,27.322,2016-09-25,NFL,SFO,@,SEA,L 18-37,3,3,Sun,1,20,20.00,0,KerlJe00
Jarvis Landry,WR,23.302,2016-09-25,NFL,MIA,,CLE,W 30-24,3,3,Sun,1,13,13.00,0,LandJa00
Tyler Lockett,WR,23.363,2016-09-25,NFL,SEA,,SFO,W 37-18,3,3,Sun,3,70,23.33,0,LockTy00
Marc Mariani,WR,29.146,2016-09-25,NFL,TEN,,OAK,L 10-17,3,3,Sun,1,10,10.00,0,MariMa00
Jalin Marshall,WR,21.066,2016-09-25,NFL,NYJ,@,KAN,L 3-24,3,3,Sun,1,12,12.00,0,MarsJa01
Jordan Norwood,WR,29.362,2016-09-25,NFL,DEN,@,CIN,W 29-17,3,3,Sun,1,11,11.00,0,NorwJo00
Jordan Poyer,FS,25.153,2016-09-25,NFL,CLE,@,MIA,L 24-30,3,3,Sun,1,0,0.00,0,PoyeJo00
Jalen Richard,RB,22.346,2016-09-25,NFL,OAK,@,TEN,W 17-10,3,3,Sun,3,38,12.67,0,RichJa01
Andre Roberts,WR,28.260,2016-09-25,NFL,DET,@,GNB,L 27-34,3,3,Sun,2,16,8.00,0,RobeAn00
Eli Rogers,WR,23.277,2016-09-25,NFL,PIT,@,PHI,L 3-34,3,3,Sun,1,3,3.00,0,RogeEl00
Eddie Royal,WR,30.127,2016-09-25,NFL,CHI,@,DAL,L 17-31,3,3,Sun,2,17,8.50,0,RoyaEd00
Marcus Sherels,CB,28.361,2016-09-25,NFL,MIN,@,CAR,W 22-10,3,3,Sun,2,58,29.00,1,SherMa20
Darren Sproles,RB,33.097,2016-09-25,NFL,PHI,,PIT,W 34-3,3,3,Sun,2,16,8.00,0,SproDa00
Brandon Tate,WR,28.356,2016-09-25,NFL,BUF,,ARI,W 33-18,3,3,Sun,2,39,19.50,0,TateBr00
Lucky Whitehead,WR,24.115,2016-09-25,NFL,DAL,,CHI,W 31-17,3,3,Sun,1,3,3.00,0,WhitLu00
De'Vante Harris,DB,23.115,2016-09-26,NFL,NOR,,ATL,L 32-45,3,3,Mon,1,0,0.00,0,HarrDe04
Alex Erickson,WR,23.328,2016-09-29,NFL,CIN,,MIA,W 22-7,4,4,Thu,3,23,7.67,0,EricAl01
Jakeem Grant,WR,23.365,2016-09-29,NFL,MIA,@,CIN,L 7-22,4,4,Thu,3,13,4.33,0,GranJa00
Danny Amendola,WR,30.335,2016-10-02,NFL,NWE,,BUF,L 0-16,4,4,Sun,3,4,1.33,0,AmenDa00
Tavon Austin,WR,26.201,2016-10-02,NFL,LAR,@,ARI,W 17-13,4,4,Sun,1,47,47.00,0,AustTa00
Travis Benjamin,WR,26.278,2016-10-02,NFL,SDG,,NOR,L 34-35,4,4,Sun,3,30,10.00,0,BenjTr00
Quan Bray,WR,23.157,2016-10-02,NFL,IND,@,JAX,L 27-30,4,4,Sun,2,18,9.00,0,BrayQu00
Antonio Brown,WR,28.084,2016-10-02,NFL,PIT,,KAN,W 43-14,4,4,Sun,1,4,4.00,0,BrowAn04
John Brown,WR,26.182,2016-10-02,NFL,ARI,,LAR,L 13-17,4,4,Sun,3,23,7.67,0,BrowJo02
T.J. Carrie,DB,26.066,2016-10-02,NFL,OAK,@,BAL,W 28-27,4,4,Sun,1,18,18.00,0,CarrTr00
Tyler Ervin,RB,22.361,2016-10-02,NFL,HOU,,TEN,W 27-20,4,4,Sun,2,17,8.50,0,ErviTy00
Will Fuller,WR,22.169,2016-10-02,NFL,HOU,,TEN,W 27-20,4,4,Sun,1,67,67.00,1,FullWi01
Ted Ginn,WR,31.173,2016-10-02,NFL,CAR,@,ATL,L 33-48,4,4,Sun,2,16,8.00,0,GinnTe00
Rashad Greene,WR,24.009,2016-10-02,NFL,JAX,,IND,W 30-27,4,4,Sun,2,12,6.00,0,GreeRa00
Devin Hester,WR,33.333,2016-10-02,NFL,BAL,,OAK,L 27-28,4,4,Sun,3,42,14.00,0,HestDe99
Tyreek Hill,WR,22.215,2016-10-02,NFL,KAN,@,PIT,L 14-43,4,4,Sun,2,20,10.00,0,HillTy00
Adam Humphries,WR,23.100,2016-10-02,NFL,TAM,,DEN,L 7-27,4,4,Sun,3,37,12.33,0,HumpAd00
Duke Johnson,RB,23.009,2016-10-02,NFL,CLE,@,WAS,L 20-31,4,4,Sun,1,18,18.00,0,JohnDu00
Cyrus Jones,DB,22.308,2016-10-02,NFL,NWE,,BUF,L 0-16,4,4,Sun,1,0,0.00,0,JoneCy00
Jeremy Kerley,WR,27.329,2016-10-02,NFL,SFO,,DAL,L 17-24,4,4,Sun,1,26,26.00,0,KerlJe00
Tommylee Lewis,WR,23.344,2016-10-02,NFL,NOR,@,SDG,W 35-34,4,4,Sun,2,12,6.00,0,LewiTo00
Tyler Lockett,WR,24.004,2016-10-02,NFL,SEA,@,NYJ,W 27-17,4,4,Sun,2,8,4.00,0,LockTy00
Marc Mariani,WR,29.153,2016-10-02,NFL,TEN,@,HOU,L 20-27,4,4,Sun,3,27,9.00,0,MariMa00
Jordan Norwood,WR,30.003,2016-10-02,NFL,DEN,@,TAM,W 27-7,4,4,Sun,2,12,6.00,0,NorwJo00
Jordan Poyer,FS,25.160,2016-10-02,NFL,CLE,@,WAS,L 20-31,4,4,Sun,1,2,2.00,0,PoyeJo00
Jalen Richard,RB,22.353,2016-10-02,NFL,OAK,@,BAL,W 28-27,4,4,Sun,3,72,24.00,0,RichJa01
Andre Roberts,WR,28.267,2016-10-02,NFL,DET,@,CHI,L 14-17,4,4,Sun,2,100,50.00,1,RobeAn00
Eddie Royal,WR,30.134,2016-10-02,NFL,CHI,,DET,W 17-14,4,4,Sun,3,17,5.67,0,RoyaEd00
Brandon Tate,WR,28.363,2016-10-02,NFL,BUF,@,NWE,W 16-0,4,4,Sun,3,18,6.00,0,TateBr00
Eric Weems,WR,31.090,2016-10-02,NFL,ATL,,CAR,W 48-33,4,4,Sun,3,25,8.33,0,WeemEr00
Lucky Whitehead,WR,24.122,2016-10-02,NFL,DAL,@,SFO,W 24-17,4,4,Sun,2,25,12.50,0,WhitLu00
Dwayne Harris,WR,29.017,2016-10-03,NFL,NYG,@,MIN,L 10-24,4,4,Mon,1,0,0.00,0,HarrDw00
Marcus Sherels,CB,29.003,2016-10-03,NFL,MIN,,NYG,W 24-10,4,4,Mon,2,13,6.50,0,SherMa20
John Brown,TE,26.186,2016-10-06,NFL,ARI,@,SFO,W 33-21,5,5,Thu,4,25,6.25,0,BrowJo02
Jeremy Kerley,WR,27.333,2016-10-06,NFL,SFO,,ARI,L 21-33,5,5,Thu,3,0,0.00,0,KerlJe00
Tavon Austin,WR,26.208,2016-10-09,NFL,LAR,,BUF,L 19-30,5,5,Sun,2,2,1.00,0,AustTa00
Quan Bray,QB,23.164,2016-10-09,NFL,IND,,CHI,W 29-23,5,5,Sun,1,20,20.00,0,BrayQu00
Antonio Brown,WR,28.091,2016-10-09,NFL,PIT,,NYJ,W 31-13,5,5,Sun,2,51,25.50,0,BrowAn04
Jamison Crowder,WR,23.114,2016-10-09,NFL,WAS,@,BAL,W 16-10,5,5,Sun,2,89,44.50,1,CrowJa00
Trevor Davis,WR,23.097,2016-10-09,NFL,GNB,,NYG,W 23-16,4,5,Sun,1,3,3.00,0,DaviTr03
Julian Edelman,WR,30.140,2016-10-09,NFL,NWE,@,CLE,W 33-13,5,5,Sun,2,12,6.00,0,EdelJu00
Tyler Ervin,RB,23.002,2016-10-09,NFL,HOU,@,MIN,L 13-31,5,5,Sun,2,33,16.50,0,ErviTy00
Will Fuller,WR,22.176,2016-10-09,NFL,HOU,@,MIN,L 13-31,5,5,Sun,1,14,14.00,0,FullWi01
Jakeem Grant,WR,24.009,2016-10-09,NFL,MIA,,TEN,L 17-30,5,5,Sun,1,74,74.00,1,GranJa00
Joe Haden,CB,27.178,2016-10-09,NFL,CLE,,NWE,L 13-33,5,5,Sun,1,5,5.00,0,HadeJo99
Dwayne Harris,WR,29.023,2016-10-09,NFL,NYG,@,GNB,L 16-23,5,5,Sun,1,6,6.00,0,HarrDw00
Devin Hester,WR,33.340,2016-10-09,NFL,BAL,,WAS,L 10-16,5,5,Sun,1,0,0.00,0,HestDe99
Duke Johnson,RB,23.016,2016-10-09,NFL,CLE,,NWE,L 13-33,5,5,Sun,2,20,10.00,0,JohnDu00
Adam Jones,RCB,33.009,2016-10-09,NFL,CIN,@,DAL,L 14-28,5,5,Sun,1,0,0.00,0,JonePa20
Jarvis Landry,WR,23.316,2016-10-09,NFL,MIA,,TEN,L 17-30,5,5,Sun,1,12,12.00,0,LandJa00
Marc Mariani,WR,29.160,2016-10-09,NFL,TEN,@,MIA,W 30-17,5,5,Sun,4,20,5.00,0,MariMa00
Dexter McCluster,RB,27.045,2016-10-09,NFL,SDG,@,OAK,L 31-34,5,5,Sun,2,15,7.50,0,McClDe00
Jordan Norwood,WR,30.010,2016-10-09,NFL,DEN,,ATL,L 16-23,5,5,Sun,1,17,17.00,0,NorwJo00
Marcus Sherels,CB,29.009,2016-10-09,NFL,MIN,,HOU,W 31-13,5,5,Sun,4,100,25.00,1,SherMa20
Darren Sproles,RB,33.111,2016-10-09,NFL,PHI,@,DET,L 23-24,4,5,Sun,1,6,6.00,0,SproDa00
Brandon Tate,WR,29.004,2016-10-09,NFL,BUF,@,LAR,W 30-19,5,5,Sun,2,-2,-1.00,0,TateBr00
Eric Weems,WR,31.097,2016-10-09,NFL,ATL,@,DEN,W 23-16,5,5,Sun,1,7,7.00,0,WeemEr00
Lucky Whitehead,WR,24.129,2016-10-09,NFL,DAL,,CIN,W 28-14,5,5,Sun,2,10,5.00,0,WhitLu00
Ted Ginn,WR,31.181,2016-10-10,NFL,CAR,,TAM,L 14-17,5,5,Mon,2,6,3.00,0,GinnTe00
Adam Humphries,WR,23.108,2016-10-10,NFL,TAM,@,CAR,W 17-14,5,5,Mon,1,12,12.00,0,HumpAd00
Travis Benjamin,WR,26.289,2016-10-13,NFL,SDG,,DEN,W 21-13,6,6,Thu,1,0,0.00,0,BenjTr00
Dexter McCluster,RB,27.049,2016-10-13,NFL,SDG,,DEN,W 21-13,6,6,Thu,3,28,9.33,0,McClDe00
Jordan Norwood,WR,30.014,2016-10-13,NFL,DEN,@,SDG,L 13-21,6,6,Thu,2,16,8.00,0,NorwJo00
Aqib Talib,LCB,30.243,2016-10-13,NFL,DEN,@,SDG,L 13-21,6,6,Thu,1,1,1.00,0,TaliAq99
Tavon Austin,WR,26.215,2016-10-16,NFL,LAR,@,DET,L 28-31,6,6,Sun,1,2,2.00,0,AustTa00
Quan Bray,WR,23.171,2016-10-16,NFL,IND,@,HOU,L 23-26,6,6,Sun,1,7,7.00,0,BrayQu00
T.J. Carrie,DB,26.080,2016-10-16,NFL,OAK,,KAN,L 10-26,6,6,Sun,2,13,6.50,0,CarrTr00
Jamison Crowder,WR,23.121,2016-10-16,NFL,WAS,,PHI,W 27-20,6,6,Sun,3,13,4.33,0,CrowJa00
Trevor Davis,WR,23.104,2016-10-16,NFL,GNB,,DAL,L 16-30,5,6,Sun,1,25,25.00,0,DaviTr03
Julian Edelman,WR,30.147,2016-10-16,NFL,NWE,,CIN,W 35-17,6,6,Sun,3,49,16.33,0,EdelJu00
Alex Erickson,WR,23.345,2016-10-16,NFL,CIN,@,NWE,L 17-35,6,6,Sun,2,12,6.00,0,EricAl01
Tyler Ervin,RB,23.009,2016-10-16,NFL,HOU,,IND,W 26-23,6,6,Sun,2,23,11.50,0,ErviTy00
Ted Ginn,WR,31.187,2016-10-16,NFL,CAR,@,NOR,L 38-41,6,6,Sun,4,32,8.00,0,GinnTe00
Jakeem Grant,WR,24.016,2016-10-16,NFL,MIA,,PIT,W 30-15,6,6,Sun,1,15,15.00,0,GranJa00
Dwayne Harris,WR,29.030,2016-10-16,NFL,NYG,,BAL,W 27-23,6,6,Sun,3,11,3.67,0,HarrDw00
Tyreek Hill,WR,22.229,2016-10-16,NFL,KAN,@,OAK,W 26-10,5,6,Sun,1,50,50.00,0,HillTy00
Duke Johnson,RB,23.023,2016-10-16,NFL,CLE,@,TEN,L 26-28,6,6,Sun,2,6,3.00,0,JohnDu00
Jeremy Kerley,WR,27.343,2016-10-16,NFL,SFO,@,BUF,L 16-45,6,6,Sun,1,12,12.00,0,KerlJe00
Jarvis Landry,WR,23.323,2016-10-16,NFL,MIA,,PIT,W 30-15,6,6,Sun,1,11,11.00,0,LandJa00
Marqise Lee,WR,24.326,2016-10-16,NFL,JAX,@,CHI,W 17-16,5,6,Sun,1,3,3.00,0,LeexMa00
Tommylee Lewis,WR,23.358,2016-10-16,NFL,NOR,,CAR,W 41-38,5,6,Sun,2,63,31.50,0,LewiTo00
Tyler Lockett,WR,24.018,2016-10-16,NFL,SEA,,ATL,W 26-24,5,6,Sun,3,21,7.00,0,LockTy00
Marc Mariani,WR,29.167,2016-10-16,NFL,TEN,,CLE,W 28-26,6,6,Sun,5,30,6.00,0,MariMa00
Andre Roberts,WR,28.281,2016-10-16,NFL,DET,,LAR,W 31-28,6,6,Sun,1,4,4.00,0,RobeAn00
Chester Rogers,WR,22.278,2016-10-16,NFL,IND,@,HOU,L 23-26,6,6,Sun,1,6,6.00,0,RogeCh02
Eddie Royal,WR,30.148,2016-10-16,NFL,CHI,,JAX,L 16-17,6,6,Sun,3,14,4.67,0,RoyaEd00
Darren Sproles,RB,33.118,2016-10-16,NFL,PHI,@,WAS,L 20-27,5,6,Sun,3,31,10.33,0,SproDa00
Brandon Tate,WR,29.011,2016-10-16,NFL,BUF,,SFO,W 45-16,6,6,Sun,2,16,8.00,0,TateBr00
Lardarius Webb,FS,31.004,2016-10-16,NFL,BAL,@,NYG,L 23-27,6,6,Sun,1,3,3.00,0,WebbLa99
Eric Weems,WR,31.104,2016-10-16,NFL,ATL,@,SEA,L 24-26,6,6,Sun,1,11,11.00,0,WeemEr00
John Brown,WR,26.197,2016-10-17,NFL,ARI,,NYJ,W 28-3,6,6,Mon,2,3,1.50,0,BrowJo02
Patrick Peterson,LCB,26.098,2016-10-17,NFL,ARI,,NYJ,W 28-3,6,6,Mon,1,1,1.00,0,PetePa00
Trevor Davis,WR,23.108,2016-10-20,NFL,GNB,,CHI,W 26-10,6,7,Thu,1,6,6.00,0,DaviTr03
Danny Amendola,WR,30.356,2016-10-23,NFL,NWE,@,PIT,W 27-16,7,7,Sun,1,6,6.00,0,AmenDa00
Tavon Austin,WR,26.222,2016-10-23,NFL,LAR,,NYG,L 10-17,7,7,Sun,3,0,0.00,0,AustTa00
Odell Beckham,WR,23.353,2016-10-23,NFL,NYG,@,LAR,W 17-10,7,7,Sun,1,0,0.00,0,BeckOd00
Will Blackmon,FS,31.362,2016-10-23,NFL,WAS,@,DET,L 17-20,7,7,Sun,1,16,16.00,0,BlacWi20
Aaron Burbridge,WR,22.305,2016-10-23,NFL,SFO,,TAM,L 17-34,7,7,Sun,1,0,0.00,0,BurbAa00
Julian Edelman,WR,30.154,2016-10-23,NFL,NWE,@,PIT,W 27-16,7,7,Sun,2,22,11.00,0,EdelJu00
Alex Erickson,WR,23.352,2016-10-23,NFL,CIN,,CLE,W 31-17,7,7,Sun,2,3,1.50,0,EricAl01
Brittan Golden,WR,28.095,2016-10-23,NFL,ARI,,SEA,T 6-6,7,7,Sun,5,20,4.00,0,GoldBr00
Jakeem Grant,WR,24.023,2016-10-23,NFL,MIA,,BUF,W 28-25,7,7,Sun,3,11,3.67,0,GranJa00
Rashad Greene,WR,24.030,2016-10-23,NFL,JAX,,OAK,L 16-33,6,7,Sun,5,20,4.00,0,GreeRa00
Dwayne Harris,WR,29.037,2016-10-23,NFL,NYG,@,LAR,W 17-10,7,7,Sun,3,13,4.33,0,HarrDw00
Devin Hester,WR,33.354,2016-10-23,NFL,BAL,@,NYJ,L 16-24,7,7,Sun,3,9,3.00,0,HestDe99
Tyreek Hill,WR,22.236,2016-10-23,NFL,KAN,,NOR,W 27-21,6,7,Sun,1,0,0.00,0,HillTy00
Adam Humphries,WR,23.121,2016-10-23,NFL,TAM,@,SFO,W 34-17,6,7,Sun,2,15,7.50,0,HumpAd00
Duke Johnson,RB,23.030,2016-10-23,NFL,CLE,@,CIN,L 17-31,7,7,Sun,1,3,3.00,0,JohnDu00
Jarvis Landry,WR,23.330,2016-10-23,NFL,MIA,,BUF,W 28-25,7,7,Sun,2,17,8.50,0,LandJa00
Tommylee Lewis,WR,23.365,2016-10-23,NFL,NOR,@,KAN,L 21-27,6,7,Sun,2,10,5.00,0,LewiTo00
Tyler Lockett,WR,24.025,2016-10-23,NFL,SEA,@,ARI,T 6-6,6,7,Sun,1,0,0.00,0,LockTy00
Marc Mariani,WR,29.174,2016-10-23,NFL,TEN,,IND,L 26-34,7,7,Sun,1,7,7.00,0,MariMa00
Jalin Marshall,WR,21.094,2016-10-23,NFL,NYJ,,BAL,W 24-16,7,7,Sun,3,18,6.00,0,MarsJa01
Patrick Peterson,LCB,26.104,2016-10-23,NFL,ARI,,SEA,T 6-6,7,7,Sun,1,13,13.00,0,PetePa00
Jalen Richard,RB,23.008,2016-10-23,NFL,OAK,@,JAX,W 33-16,7,7,Sun,5,41,8.20,0,RichJa01
