Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Robert Alford,CB,29.309,2018-09-06,NFL,ATL,@,PHI,L 12-18,1,1,Thu,0,0,0,2,AlfoRo00
Ricardo Allen,S,26.262,2018-09-06,NFL,ATL,@,PHI,L 12-18,1,1,Thu,0,0,0,1,AlleRi00
Ronald Darby,CB,24.247,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0,0,0,3,DarbRo00
Rasul Douglas,CB,23.008,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,1,0,0,1,DougRa00
Nathan Gerry,OLB,23.195,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0,0,0,1,GerrNa00
Jordan Hicks,MLB,26.071,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0,0,0,1,HickJo00
Deion Jones,LB,23.306,2018-09-06,NFL,ATL,@,PHI,L 12-18,1,1,Thu,1,20,0,2,JoneDe01
Damontae Kazee,S,25.093,2018-09-06,NFL,ATL,@,PHI,L 12-18,1,1,Thu,0,0,0,1,KazeDa00
Rodney McLeod,S,28.075,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0,0,0,2,McLeRo00
Jalen Mills,CB,24.153,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0,0,0,2,MillJa02
Brian Poole,CB,25.321,2018-09-06,NFL,ATL,@,PHI,L 12-18,1,1,Thu,0,0,0,1,PoolBr01
Duke Riley,LB,24.028,2018-09-06,NFL,ATL,@,PHI,L 12-18,1,1,Thu,0,0,0,1,RileDu00
Lorenzo Alexander,SLB,35.101,2018-09-09,NFL,BUF,@,BAL,L 3-47,1,1,Sun,0,0,0,1,AlexLo99
Kiko Alonso,LB,28.026,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,1,1,0,1,AlonKi00
Eli Apple,LCB,23.031,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0,0,0,2,ApplEl00
Anthony Averett,CB,23.283,2018-09-09,NFL,BAL,,BUF,W 47-3,1,1,Sun,0,0,0,1,AverAn00
Anthony Barr,SLB,26.175,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0,0,0,1,BarrAn00
Connor Barwin,WILL,31.329,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0,0,0,1,BarwCo99
Angelo Blackson,DE,25.299,2018-09-09,NFL,HOU,@,NWE,L 20-27,1,1,Sun,0,0,0,1,BlacAn00
Tre Boston,S,26.076,2018-09-09,NFL,ARI,,WAS,L 6-24,1,1,Sun,0,0,0,1,BostTr00
Anthony Brown,DB,24.268,2018-09-09,NFL,DAL,@,CAR,L 8-16,1,1,Sun,0,0,0,1,BrowAn02
