Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Marcus Sherels,CB,27.349,2015-09-14,NFL,MIN,@,SFO,L 3-20,1,1,Mon,2,9,4.50,0,SherMa20
Darren Sproles,RB,32.086,2015-09-14,NFL,PHI,@,ATL,L 24-26,1,1,Mon,3,25,8.33,0,SproDa00
Eric Weems,WR,30.072,2015-09-14,NFL,ATL,,PHI,W 26-24,1,1,Mon,2,18,9.00,0,WeemEr00
De'Anthony Thomas,WR,22.255,2015-09-17,NFL,KAN,,DEN,L 24-31,2,2,Thu,4,15,3.75,0,ThomDe05
Keenan Allen,WR,23.146,2015-09-20,NFL,SDG,@,CIN,L 19-24,2,2,Sun,1,0,0.00,0,AlleKe00
Danny Amendola,WR,29.322,2015-09-20,NFL,NWE,@,BUF,W 40-32,2,2,Sun,3,39,13.00,0,AmenDa00
Cole Beasley,WR,26.147,2015-09-20,NFL,DAL,@,PHI,W 20-10,2,2,Sun,2,1,0.50,0,BeasCo00
Travis Benjamin,WR,25.265,2015-09-20,NFL,CLE,,TEN,W 28-14,2,2,Sun,6,154,25.67,1,BenjTr00
Antonio Brown,WR,27.072,2015-09-20,NFL,PIT,,SFO,W 43-18,2,2,Sun,1,16,16.00,0,BrowAn04
T.J. Carrie,CB,25.054,2015-09-20,NFL,OAK,,BAL,W 37-33,2,2,Sun,2,5,2.50,0,CarrTr00
Jamison Crowder,WR,22.095,2015-09-20,NFL,WAS,,STL,W 24-10,2,2,Sun,5,12,2.40,0,CrowJa00
Julian Edelman,WR,29.121,2015-09-20,NFL,NWE,@,BUF,W 40-32,2,2,Sun,1,2,2.00,0,EdelJu00
Ted Ginn,WR,30.161,2015-09-20,NFL,CAR,,HOU,W 24-17,2,2,Sun,4,44,11.00,0,GinnTe00
Rashad Greene,WR,22.362,2015-09-20,NFL,JAX,,MIA,W 23-20,2,2,Sun,2,30,15.00,0,GreeRa00
Dwayne Harris,WR,28.004,2015-09-20,NFL,NYG,,ATL,L 20-24,2,2,Sun,4,66,16.50,0,HarrDw00
Jarryd Hayne,RB,27.217,2015-09-20,NFL,SFO,@,PIT,L 18-43,2,2,Sun,1,7,7.00,0,HaynJa00
Adam Jones,RCB,31.355,2015-09-20,NFL,CIN,,SDG,W 24-19,2,2,Sun,1,0,0.00,0,JonePa20
Jarvis Landry,WR,22.296,2015-09-20,NFL,MIA,@,JAX,L 20-23,2,2,Sun,3,25,8.33,0,LandJa00
Tyler Lockett,WR,22.357,2015-09-20,NFL,SEA,@,GNB,L 17-27,2,2,Sun,2,22,11.00,0,LockTy00
Marc Mariani,WR,28.141,2015-09-20,NFL,CHI,,ARI,L 23-48,2,2,Sun,1,20,20.00,0,MariMa00
Nick Marshall,CB,23.082,2015-09-20,NFL,JAX,,MIA,W 23-20,2,2,Sun,1,2,2.00,0,MarsNi00
Dexter McCluster,RB,26.026,2015-09-20,NFL,TEN,@,CLE,L 14-28,2,2,Sun,4,41,10.25,0,McClDe00
Keith Mumphery,WR,23.107,2015-09-20,NFL,HOU,@,CAR,L 17-24,2,2,Sun,6,58,9.67,0,MumpKe00
Marcus Murphy,RB,24.194,2015-09-20,NFL,NOR,,TAM,L 19-26,2,2,Sun,1,0,0.00,0,MurpMa03
JJ Nelson,WR,23.149,2015-09-20,NFL,ARI,@,CHI,W 48-23,2,2,Sun,1,0,0.00,0,NelsJJ00
Patrick Peterson,LCB,25.071,2015-09-20,NFL,ARI,@,CHI,W 48-23,2,2,Sun,1,6,6.00,0,PetePa00
Bobby Rainey,RB,27.339,2015-09-20,NFL,TAM,@,NOR,W 26-19,2,2,Sun,3,34,11.33,0,RainBo00
Marcus Sherels,CB,27.355,2015-09-20,NFL,MIN,,DET,W 26-16,2,2,Sun,3,39,13.00,0,SherMa20
Darren Sproles,RB,32.092,2015-09-20,NFL,PHI,,DAL,L 10-20,2,2,Sun,2,20,10.00,0,SproDa00
Brandon Tate,WR,27.350,2015-09-20,NFL,CIN,,SDG,W 24-19,2,2,Sun,2,29,14.50,0,TateBr00
Golden Tate,WR,27.049,2015-09-20,NFL,DET,@,MIN,L 16-26,2,2,Sun,1,2,2.00,0,TateGo00
Marcus Thigpen,WR,29.128,2015-09-20,NFL,BUF,,NWE,L 32-40,2,2,Sun,1,14,14.00,0,ThigMa00
Eric Weems,WR,30.078,2015-09-20,NFL,ATL,@,NYG,W 24-20,2,2,Sun,1,10,10.00,0,WeemEr00
DeAndrew White,WR,23.339,2015-09-20,NFL,SFO,@,PIT,L 18-43,2,2,Sun,1,4,4.00,0,WhitDe01
Jamison Crowder,WR,22.099,2015-09-24,NFL,WAS,@,NYG,L 21-32,3,3,Thu,1,10,10.00,0,CrowJa00
Dwayne Harris,WR,28.008,2015-09-24,NFL,NYG,,WAS,W 32-21,3,3,Thu,1,0,0.00,0,HarrDw00
Keenan Allen,WR,23.153,2015-09-27,NFL,SDG,@,MIN,L 14-31,3,3,Sun,1,0,0.00,0,AlleKe00
Danny Amendola,WR,29.329,2015-09-27,NFL,NWE,,JAX,W 51-17,3,3,Sun,2,18,9.00,0,AmenDa00
Tavon Austin,WR,25.196,2015-09-27,NFL,STL,,PIT,L 6-12,3,3,Sun,3,32,10.67,0,AustTa00
Cole Beasley,WR,26.154,2015-09-27,NFL,DAL,,ATL,L 28-39,3,3,Sun,2,20,10.00,0,BeasCo00
Travis Benjamin,WR,25.272,2015-09-27,NFL,CLE,,OAK,L 20-27,3,3,Sun,3,9,3.00,0,BenjTr00
Michael Campanaro,WR,24.245,2015-09-27,NFL,BAL,,CIN,L 24-28,3,3,Sun,2,35,17.50,0,CampMi02
T.J. Carrie,S,25.061,2015-09-27,NFL,OAK,@,CLE,W 27-20,3,3,Sun,1,6,6.00,0,CarrTr00
Amari Cooper,WR,21.102,2015-09-27,NFL,OAK,@,CLE,W 27-20,3,3,Sun,2,0,0.00,0,CoopAm00
Lance Dunbar,RB,25.245,2015-09-27,NFL,DAL,,ATL,L 28-39,3,3,Sun,1,4,4.00,0,DunbLa00
Julian Edelman,WR,29.128,2015-09-27,NFL,NWE,,JAX,W 51-17,3,3,Sun,1,8,8.00,0,EdelJu00
Brittan Golden,WR,27.069,2015-09-27,NFL,ARI,,SFO,W 47-7,3,3,Sun,1,10,10.00,0,GoldBr00
Jarryd Hayne,RB,27.224,2015-09-27,NFL,SFO,@,ARI,L 7-47,3,3,Sun,1,37,37.00,0,HaynJa00
Adam Jones,RCB,31.362,2015-09-27,NFL,CIN,@,BAL,W 28-24,3,3,Sun,1,0,0.00,0,JonePa20
T.J. Jones,WR,23.070,2015-09-27,NFL,DET,,DEN,L 12-24,3,3,Sun,1,28,28.00,0,JoneT.00
Jeremy Kerley,WR,26.323,2015-09-27,NFL,NYJ,,PHI,L 17-24,3,3,Sun,7,69,9.86,0,KerlJe00
Jarvis Landry,WR,22.303,2015-09-27,NFL,MIA,,BUF,L 14-41,3,3,Sun,1,19,19.00,0,LandJa00
Tyler Lockett,FB,22.364,2015-09-27,NFL,SEA,,CHI,W 26-0,3,3,Sun,3,9,3.00,0,LockTy00
Dexter McCluster,RB,26.033,2015-09-27,NFL,TEN,,IND,L 33-35,3,3,Sun,3,-1,-0.33,0,McClDe00
Marcus Murphy,RB,24.201,2015-09-27,NFL,NOR,@,CAR,L 22-27,3,3,Sun,2,82,41.00,1,MurpMa03
Patrick Peterson,CB,25.078,2015-09-27,NFL,ARI,,SFO,W 47-7,3,3,Sun,2,4,2.00,0,PetePa00
Bobby Rainey,RB,27.346,2015-09-27,NFL,TAM,@,HOU,L 9-19,3,3,Sun,5,48,9.60,0,RainBo00
Emmanuel Sanders,WR,28.194,2015-09-27,NFL,DEN,@,DET,W 24-12,3,3,Sun,2,13,6.50,0,SandEm00
Marcus Sherels,CB,27.362,2015-09-27,NFL,MIN,,SDG,W 31-14,3,3,Sun,3,38,12.67,0,SherMa20
Richard Sherman,LCB,27.181,2015-09-27,NFL,SEA,,CHI,W 26-0,3,3,Sun,1,64,64.00,0,SherRi00
Cecil Shorts,WR,27.279,2015-09-27,NFL,HOU,,TAM,W 19-9,3,3,Sun,2,8,4.00,0,ShorCe00
Darren Sproles,RB,32.099,2015-09-27,NFL,PHI,@,NYJ,W 24-17,3,3,Sun,3,89,29.67,1,SproDa00
Brandon Tate,WR,27.357,2015-09-27,NFL,CIN,@,BAL,W 28-24,3,3,Sun,3,25,8.33,0,TateBr00
Marcus Thigpen,WR,29.135,2015-09-27,NFL,BUF,@,MIA,W 41-14,3,3,Sun,2,7,3.50,0,ThigMa00
Chandler Worthy,WR,22.012,2015-09-27,NFL,HOU,,TAM,W 19-9,3,3,Sun,3,9,3.00,0,WortCh00
Micah Hyde,SS,24.271,2015-09-28,NFL,GNB,,KAN,W 38-28,3,3,Mon,4,30,7.50,0,HydeMi00
De'Anthony Thomas,WR,22.266,2015-09-28,NFL,KAN,@,GNB,L 28-38,3,3,Mon,5,18,3.60,0,ThomDe05
Antonio Brown,WR,27.083,2015-10-01,NFL,PIT,,BAL,L 20-23,4,4,Thu,3,51,17.00,0,BrowAn04
Michael Campanaro,WR,24.249,2015-10-01,NFL,BAL,@,PIT,W 23-20,4,4,Thu,1,14,14.00,0,CampMi02
Keenan Allen,WR,23.160,2015-10-04,NFL,SDG,,CLE,W 30-27,4,4,Sun,1,5,5.00,0,AlleKe00
Travis Benjamin,WR,25.279,2015-10-04,NFL,CLE,@,SDG,L 27-30,4,4,Sun,2,41,20.50,0,BenjTr00
T.J. Carrie,S,25.068,2015-10-04,NFL,OAK,@,CHI,L 20-22,4,4,Sun,2,22,11.00,0,CarrTr00
Amari Cooper,WR,21.109,2015-10-04,NFL,OAK,@,CHI,L 20-22,4,4,Sun,1,7,7.00,0,CoopAm00
Jamison Crowder,WR,22.109,2015-10-04,NFL,WAS,,PHI,W 23-20,4,4,Sun,2,2,1.00,0,CrowJa00
Ted Ginn,WR,30.175,2015-10-04,NFL,CAR,@,TAM,W 37-23,4,4,Sun,2,5,2.50,0,GinnTe00
Dwayne Harris,WR,28.018,2015-10-04,NFL,NYG,@,BUF,W 24-10,4,4,Sun,3,18,6.00,0,HarrDw00
Jarryd Hayne,RB,27.231,2015-10-04,NFL,SFO,,GNB,L 3-17,4,4,Sun,3,12,4.00,0,HaynJa00
Micah Hyde,SS,24.277,2015-10-04,NFL,GNB,@,SFO,W 17-3,4,4,Sun,3,14,4.67,0,HydeMi00
Jeremy Kerley,WR,26.330,2015-10-04,NFL,NYJ,@,MIA,W 27-14,4,4,Sun,4,32,8.00,0,KerlJe00
Jarvis Landry,WR,22.310,2015-10-04,NFL,MIA,,NYJ,L 14-27,4,4,Sun,3,67,22.33,0,LandJa00
Marc Mariani,KR,28.155,2015-10-04,NFL,CHI,,OAK,W 22-20,4,4,Sun,2,17,8.50,0,MariMa00
Nick Marshall,CB,23.096,2015-10-04,NFL,JAX,@,IND,L 13-16,4,4,Sun,1,0,0.00,0,MarsNi00
Marcus Murphy,RB,24.208,2015-10-04,NFL,NOR,,DAL,W 26-20,4,4,Sun,3,34,11.33,0,MurpMa03
Patrick Peterson,LCB,25.085,2015-10-04,NFL,ARI,,STL,L 22-24,4,4,Sun,5,32,6.40,0,PetePa00
Bobby Rainey,RB,27.353,2015-10-04,NFL,TAM,,CAR,L 23-37,4,4,Sun,2,15,7.50,0,RainBo00
Emmanuel Sanders,WR,28.201,2015-10-04,NFL,DEN,,MIN,W 23-20,4,4,Sun,1,2,2.00,0,SandEm00
Marcus Sherels,CB,28.004,2015-10-04,NFL,MIN,@,DEN,L 20-23,4,4,Sun,1,7,7.00,0,SherMa20
Cecil Shorts,WR,27.286,2015-10-04,NFL,HOU,@,ATL,L 21-48,4,4,Sun,4,40,10.00,0,ShorCe00
Darren Sproles,WR,32.106,2015-10-04,NFL,PHI,@,WAS,L 20-23,4,4,Sun,1,45,45.00,0,SproDa00
Brandon Tate,WR,27.364,2015-10-04,NFL,CIN,,KAN,W 36-21,4,4,Sun,1,7,7.00,0,TateBr00
Marcus Thigpen,WR,29.142,2015-10-04,NFL,BUF,,NYG,L 10-24,4,4,Sun,5,20,4.00,0,ThigMa00
Bryan Walters,WR,27.334,2015-10-04,NFL,JAX,@,IND,L 13-16,4,4,Sun,3,17,5.67,0,WaltBr00
Eric Weems,WR,30.092,2015-10-04,NFL,ATL,,HOU,W 48-21,4,4,Sun,2,29,14.50,0,WeemEr00
Griff Whalen,WR,25.217,2015-10-04,NFL,IND,,JAX,W 16-13,4,4,Sun,2,16,8.00,0,WhalGr00
T.J. Jones,WR,23.078,2015-10-05,NFL,DET,@,SEA,L 10-13,4,4,Mon,3,29,9.67,0,JoneT.00
Tyler Lockett,WR,23.007,2015-10-05,NFL,SEA,,DET,W 13-10,4,4,Mon,5,42,8.40,0,LockTy00
Keith Mumphery,WR,23.125,2015-10-08,NFL,HOU,,IND,L 20-27,5,5,Thu,2,11,5.50,0,MumpKe00
Griff Whalen,WR,25.221,2015-10-08,NFL,IND,@,HOU,W 27-20,5,5,Thu,2,16,8.00,0,WhalGr00
Danny Amendola,WR,29.343,2015-10-11,NFL,NWE,@,DAL,W 30-6,4,5,Sun,4,52,13.00,0,AmenDa00
Tavon Austin,WR,25.210,2015-10-11,NFL,STL,@,GNB,L 10-24,5,5,Sun,2,4,2.00,0,AustTa00
Cole Beasley,WR,26.168,2015-10-11,NFL,DAL,,NWE,L 6-30,5,5,Sun,1,8,8.00,0,BeasCo00
Travis Benjamin,WR,25.286,2015-10-11,NFL,CLE,@,BAL,W 33-30,5,5,Sun,2,2,1.00,0,BenjTr00
Amari Cooper,WR,21.116,2015-10-11,NFL,OAK,,DEN,L 10-16,5,5,Sun,1,18,18.00,0,CoopAm00
Jamison Crowder,WR,22.116,2015-10-11,NFL,WAS,@,ATL,L 19-25,5,5,Sun,1,10,10.00,0,CrowJa00
Brittan Golden,WR,27.083,2015-10-11,NFL,ARI,@,DET,W 42-17,5,5,Sun,1,6,6.00,0,GoldBr00
Dwayne Harris,WR,28.025,2015-10-11,NFL,NYG,,SFO,W 30-27,5,5,Sun,3,31,10.33,0,HarrDw00
Jarryd Hayne,RB,27.238,2015-10-11,NFL,SFO,@,NYG,L 27-30,5,5,Sun,1,16,16.00,0,HaynJa00
Micah Hyde,SS,24.284,2015-10-11,NFL,GNB,,STL,W 24-10,5,5,Sun,2,9,4.50,0,HydeMi00
Adam Jones,RCB,32.011,2015-10-11,NFL,CIN,,SEA,W 27-24,5,5,Sun,3,66,22.00,0,JonePa20
T.J. Jones,WR,23.084,2015-10-11,NFL,DET,,ARI,L 17-42,5,5,Sun,2,2,1.00,0,JoneT.00
Tyler Lockett,WR,23.013,2015-10-11,NFL,SEA,@,CIN,L 24-27,5,5,Sun,2,8,4.00,0,LockTy00
Marc Mariani,WR,28.162,2015-10-11,NFL,CHI,@,KAN,W 18-17,5,5,Sun,3,20,6.67,0,MariMa00
Nick Marshall,CB,23.103,2015-10-11,NFL,JAX,@,TAM,L 31-38,5,5,Sun,1,8,8.00,0,MarsNi00
Dexter McCluster,RB,26.047,2015-10-11,NFL,TEN,,BUF,L 13-14,4,5,Sun,5,66,13.20,0,McClDe00
Denarius Moore,WR,26.306,2015-10-11,NFL,BUF,@,TEN,W 14-13,5,5,Sun,3,40,13.33,0,MoorDe02
Marcus Murphy,RB,24.215,2015-10-11,NFL,NOR,@,PHI,L 17-39,5,5,Sun,1,1,1.00,0,MurpMa03
Patrick Peterson,LCB,25.092,2015-10-11,NFL,ARI,@,DET,W 42-17,5,5,Sun,1,10,10.00,0,PetePa00
Bobby Rainey,RB,27.360,2015-10-11,NFL,TAM,,JAX,W 38-31,5,5,Sun,3,85,28.33,0,RainBo00
Jeremy Ross,WR,27.209,2015-10-11,NFL,BAL,,CLE,L 30-33,5,5,Sun,2,21,10.50,0,RossJe01
Emmanuel Sanders,WR,28.208,2015-10-11,NFL,DEN,@,OAK,W 16-10,5,5,Sun,1,4,4.00,0,SandEm00
Brandon Tate,WR,28.006,2015-10-11,NFL,CIN,,SEA,W 27-24,5,5,Sun,2,27,13.50,0,TateBr00
De'Anthony Thomas,WR,22.279,2015-10-11,NFL,KAN,,CHI,L 17-18,5,5,Sun,3,17,5.67,0,ThomDe05
Bryan Walters,WR,27.341,2015-10-11,NFL,JAX,@,TAM,L 31-38,5,5,Sun,1,0,0.00,0,WaltBr00
Lardarius Webb,LCB,29.364,2015-10-11,NFL,BAL,,CLE,L 30-33,5,5,Sun,1,9,9.00,0,WebbLa99
Eric Weems,WR,30.099,2015-10-11,NFL,ATL,,WAS,W 25-19,5,5,Sun,2,14,7.00,0,WeemEr00
Lucky Whitehead,WR,23.131,2015-10-11,NFL,DAL,,NWE,L 6-30,5,5,Sun,1,-2,-2.00,0,WhitLu00
Antonio Brown,WR,27.094,2015-10-12,NFL,PIT,@,SDG,W 24-20,5,5,Mon,5,27,5.40,0,BrowAn04
Jacoby Jones,WR,31.093,2015-10-12,NFL,SDG,,PIT,L 20-24,5,5,Mon,2,5,2.50,0,JoneJa03
Marcus Murphy,RB,24.219,2015-10-15,NFL,NOR,,ATL,W 31-21,6,6,Thu,2,12,6.00,0,MurpMa03
Eric Weems,WR,30.103,2015-10-15,NFL,ATL,@,NOR,L 21-31,6,6,Thu,2,21,10.50,0,WeemEr00
Travis Benjamin,WR,25.293,2015-10-18,NFL,CLE,,DEN,L 23-26,6,6,Sun,3,34,11.33,0,BenjTr00
Antonio Brown,WR,27.100,2015-10-18,NFL,PIT,,ARI,W 25-13,6,6,Sun,1,8,8.00,0,BrowAn04
Julian Edelman,WR,29.149,2015-10-18,NFL,NWE,@,IND,W 34-27,5,6,Sun,2,8,4.00,0,EdelJu00
Corey Fuller,WR,25.117,2015-10-18,NFL,DET,,CHI,W 37-34,6,6,Sun,1,0,0.00,0,FullCo00
Ted Ginn,WR,30.189,2015-10-18,NFL,CAR,@,SEA,W 27-23,5,6,Sun,2,18,9.00,0,GinnTe00
Jarryd Hayne,RB,27.245,2015-10-18,NFL,SFO,,BAL,W 25-20,6,6,Sun,1,4,4.00,0,HaynJa00
Micah Hyde,SS,24.291,2015-10-18,NFL,GNB,,SDG,W 27-20,6,6,Sun,2,18,9.00,0,HydeMi00
Adam Jones,RCB,32.018,2015-10-18,NFL,CIN,@,BUF,W 34-21,6,6,Sun,3,32,10.67,0,JonePa20
Jacoby Jones,WR,31.099,2015-10-18,NFL,SDG,@,GNB,L 20-27,6,6,Sun,2,-7,-3.50,0,JoneJa03
T.J. Jones,WR,23.091,2015-10-18,NFL,DET,,CHI,W 37-34,6,6,Sun,1,0,0.00,0,JoneT.00
Jeremy Kerley,WR,26.344,2015-10-18,NFL,NYJ,,WAS,W 34-20,5,6,Sun,3,34,11.33,0,KerlJe00
Jarvis Landry,WR,22.324,2015-10-18,NFL,MIA,@,TEN,W 38-10,5,6,Sun,1,6,6.00,0,LandJa00
Tyler Lockett,WR,23.020,2015-10-18,NFL,SEA,,CAR,L 23-27,6,6,Sun,4,28,7.00,0,LockTy00
Marc Mariani,WR,28.169,2015-10-18,NFL,CHI,@,DET,L 34-37,6,6,Sun,4,27,6.75,0,MariMa00
Dexter McCluster,RB,26.054,2015-10-18,NFL,TEN,,MIA,L 10-38,5,6,Sun,1,14,14.00,0,McClDe00
Keith Mumphery,WR,23.135,2015-10-18,NFL,HOU,@,JAX,W 31-20,6,6,Sun,2,25,12.50,0,MumpKe00
Jordan Norwood,WR,29.019,2015-10-18,NFL,DEN,@,CLE,W 26-23,6,6,Sun,1,0,0.00,0,NorwJo00
Patrick Peterson,LCB,25.099,2015-10-18,NFL,ARI,@,PIT,L 13-25,6,6,Sun,2,23,11.50,0,PetePa00
Jeremy Ross,WR,27.216,2015-10-18,NFL,BAL,@,SFO,L 20-25,6,6,Sun,1,9,9.00,0,RossJe01
Emmanuel Sanders,WR,28.215,2015-10-18,NFL,DEN,@,CLE,W 26-23,6,6,Sun,2,19,9.50,0,SandEm00
Marcus Sherels,CB,28.018,2015-10-18,NFL,MIN,,KAN,W 16-10,5,6,Sun,2,14,7.00,0,SherMa20
Brandon Tate,WR,28.013,2015-10-18,NFL,CIN,@,BUF,W 34-21,6,6,Sun,1,5,5.00,0,TateBr00
Golden Tate,WR,27.077,2015-10-18,NFL,DET,,CHI,W 37-34,6,6,Sun,1,0,0.00,0,TateGo00
De'Anthony Thomas,WR,22.286,2015-10-18,NFL,KAN,@,MIN,L 10-16,6,6,Sun,2,24,12.00,0,ThomDe05
Bryan Walters,WR,27.348,2015-10-18,NFL,JAX,,HOU,L 20-31,6,6,Sun,1,7,7.00,0,WaltBr00
Griff Whalen,WR,25.231,2015-10-18,NFL,IND,,NWE,L 27-34,6,6,Sun,3,15,5.00,0,WhalGr00
Dwayne Harris,WR,28.033,2015-10-19,NFL,NYG,@,PHI,L 7-27,6,6,Mon,3,1,0.33,0,HarrDw00
Darren Sproles,WR,32.121,2015-10-19,NFL,PHI,,NYG,W 27-7,6,6,Mon,4,25,6.25,0,SproDa00
Reggie Bush,RB,30.234,2015-10-22,NFL,SFO,,SEA,L 3-20,7,7,Thu,1,9,9.00,0,BushRe00
Tyler Lockett,WR,23.024,2015-10-22,NFL,SEA,@,SFO,W 20-3,7,7,Thu,5,11,2.20,0,LockTy00
Danny Amendola,WR,29.357,2015-10-25,NFL,NWE,,NYJ,W 30-23,6,7,Sun,1,11,11.00,0,AmenDa00
Tavon Austin,WR,25.224,2015-10-25,NFL,STL,,CLE,W 24-6,6,7,Sun,2,15,7.50,0,AustTa00
Cole Beasley,WR,26.182,2015-10-25,NFL,DAL,@,NYG,L 20-27,6,7,Sun,2,7,3.50,0,BeasCo00
Travis Benjamin,WR,25.300,2015-10-25,NFL,CLE,@,STL,L 6-24,7,7,Sun,2,4,2.00,0,BenjTr00
Antonio Brown,WR,27.107,2015-10-25,NFL,PIT,@,KAN,L 13-23,7,7,Sun,1,2,2.00,0,BrowAn04
T.J. Carrie,S,25.089,2015-10-25,NFL,OAK,@,SDG,W 37-29,6,7,Sun,5,50,10.00,0,CarrTr00
Jamison Crowder,FB,22.130,2015-10-25,NFL,WAS,,TAM,W 31-30,7,7,Sun,1,4,4.00,0,CrowJa00
Julian Edelman,WR,29.156,2015-10-25,NFL,NWE,,NYJ,W 30-23,6,7,Sun,2,27,13.50,0,EdelJu00
Ted Ginn,WR,30.196,2015-10-25,NFL,CAR,,PHI,W 27-16,6,7,Sun,1,5,5.00,0,GinnTe00
Jeremy Kerley,WR,26.351,2015-10-25,NFL,NYJ,@,NWE,L 23-30,6,7,Sun,1,6,6.00,0,KerlJe00
Jarvis Landry,WR,22.331,2015-10-25,NFL,MIA,,HOU,W 44-26,6,7,Sun,5,10,2.00,0,LandJa00
Rishard Matthews,WR,26.013,2015-10-25,NFL,MIA,,HOU,W 44-26,6,7,Sun,1,9,9.00,0,MattRi00
Denarius Moore,WR,26.320,2015-10-25,NFL,BUF,@,JAX,L 31-34,7,7,Sun,2,37,18.50,0,MoorDe02
Keith Mumphery,WR,23.142,2015-10-25,NFL,HOU,@,MIA,L 26-44,7,7,Sun,2,21,10.50,0,MumpKe00
Marcus Murphy,RB,24.229,2015-10-25,NFL,NOR,@,IND,W 27-21,7,7,Sun,8,44,5.50,0,MurpMa03
Bobby Rainey,RB,28.009,2015-10-25,NFL,TAM,@,WAS,L 30-31,6,7,Sun,3,18,6.00,0,RainBo00
Marcus Sherels,CB,28.025,2015-10-25,NFL,MIN,@,DET,W 28-19,6,7,Sun,4,23,5.75,0,SherMa20
Darren Sproles,RB,32.127,2015-10-25,NFL,PHI,@,CAR,L 16-27,7,7,Sun,1,2,2.00,0,SproDa00
Golden Tate,WR,27.084,2015-10-25,NFL,DET,,MIN,L 19-28,7,7,Sun,1,9,9.00,0,TateGo00
