Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Duron Harmon,RCB,24.229,2015-09-10,NFL,NWE,,PIT,W 28-21,1,1,Thu,1,0,0,1,HarmDu00
Lawrence Timmons,RILB,29.119,2015-09-10,NFL,PIT,@,NWE,L 21-28,1,1,Thu,0,0,0,1,TimmLa99
Kwon Alexander,MLB,21.041,2015-09-13,NFL,TAM,,TEN,L 14-42,1,1,Sun,0,0,0,1,AlexKw00
David Amerson,CB,23.279,2015-09-13,NFL,WAS,,MIA,L 10-17,1,1,Sun,0,0,0,1,AmerDa00
Stephone Anthony,MLB,23.047,2015-09-13,NFL,NOR,@,ARI,L 19-31,1,1,Sun,0,0,0,1,AnthSt00
Cliff Avril,RDE,29.158,2015-09-13,NFL,SEA,@,STL,L 31-34,1,1,Sun,0,0,0,1,AvriCl99
Bene Benwikere,CB,24.010,2015-09-13,NFL,CAR,@,JAX,W 20-9,1,1,Sun,0,0,0,2,BenwBe00
Eric Berry,S,26.258,2015-09-13,NFL,KAN,@,HOU,W 27-20,1,1,Sun,0,0,0,1,BerrEr99
Delvin Breaux,LCB,25.323,2015-09-13,NFL,NOR,@,ARI,L 19-31,1,1,Sun,0,0,0,1,BreaDe00
Preston Brown,MLB,22.321,2015-09-13,NFL,BUF,,IND,W 27-14,1,1,Sun,0,0,0,1,BrowPr00
Brandon Browner,RCB,31.042,2015-09-13,NFL,NOR,@,ARI,L 19-31,1,1,Sun,0,0,0,2,BrowBr00
David Bruton,SS,28.052,2015-09-13,NFL,DEN,,BAL,W 19-13,1,1,Sun,0,0,0,2,BrutDa99
Mario Butler,CB,26.328,2015-09-13,NFL,BUF,,IND,W 27-14,1,1,Sun,0,0,0,2,ButlMa00
Chris Canty,DE,32.307,2015-09-13,NFL,BAL,@,DEN,L 13-19,1,1,Sun,0,0,0,1,CantCh21
Brandon Carr,LCB,29.117,2015-09-13,NFL,DAL,,NYG,W 27-26,1,1,Sun,0,0,0,1,CarrBr99
T.J. Carrie,CB,25.047,2015-09-13,NFL,OAK,,CIN,L 13-33,1,1,Sun,0,0,0,1,CarrTr00
Chris Clemons,LDE,33.317,2015-09-13,NFL,JAX,,CAR,L 9-20,1,1,Sun,0,0,0,1,ClemCh23
Jared Crick,LDE,26.023,2015-09-13,NFL,HOU,,KAN,L 20-27,1,1,Sun,0,0,0,1,CricJa00
Ronald Darby,LCB,21.254,2015-09-13,NFL,BUF,,IND,W 27-14,1,1,Sun,1,27,0,2,DarbRo00
Carl Davis,DT,23.195,2015-09-13,NFL,BAL,@,DEN,L 13-19,1,1,Sun,0,0,0,1,DaviCa01
Thomas Davis,WLB,32.175,2015-09-13,NFL,CAR,@,JAX,W 20-9,1,1,Sun,1,1,0,1,DaviTh20
Vontae Davis,RCB,27.109,2015-09-13,NFL,IND,@,BUF,L 14-27,1,1,Sun,0,0,0,1,DaviVo99
Darqueze Dennard,CB,23.338,2015-09-13,NFL,CIN,@,OAK,W 33-13,1,1,Sun,0,0,0,1,DennDa00
Kyle Emanuel,OLB,24.028,2015-09-13,NFL,SDG,,DET,W 33-28,1,1,Sun,1,0,0,1,EmanKy00
Jamell Fleming,CB,26.131,2015-09-13,NFL,KAN,@,HOU,W 27-20,1,1,Sun,0,0,0,1,FlemJa00
Clayton Geathers,S,23.104,2015-09-13,NFL,IND,@,BUF,L 14-27,1,1,Sun,0,0,0,1,GeatCl00
Stephon Gilmore,RCB,24.359,2015-09-13,NFL,BUF,,IND,W 27-14,1,1,Sun,0,0,0,4,GilmSt00
Tashaun Gipson,FS,25.037,2015-09-13,NFL,CLE,@,NYJ,L 10-31,1,1,Sun,1,0,0,1,GipsTa00
Brent Grimes,CB,32.056,2015-09-13,NFL,MIA,@,WAS,W 17-10,1,1,Sun,1,2,0,1,GrimBr20
DeAngelo Hall,CB,31.298,2015-09-13,NFL,WAS,,MIA,L 10-17,1,1,Sun,0,0,0,1,HallDe99
Jason Hatcher,RDE,33.062,2015-09-13,NFL,WAS,,MIA,L 10-17,1,1,Sun,0,0,0,1,HatcJa20
Casey Hayward,CB,26.004,2015-09-13,NFL,GNB,@,CHI,W 31-23,1,1,Sun,0,0,0,1,HaywCa00
Jayron Hosley,CB,24.360,2015-09-13,NFL,NYG,@,DAL,L 26-27,1,1,Sun,0,0,0,1,HoslJa00
Davon House,LCB,26.065,2015-09-13,NFL,JAX,,CAR,L 9-20,1,1,Sun,0,0,0,1,HousDa00
Melvin Ingram,OLB,26.140,2015-09-13,NFL,SDG,,DET,W 33-28,1,1,Sun,0,0,0,1,IngrMe00
Janoris Jenkins,RCB,26.319,2015-09-13,NFL,STL,,SEA,W 34-31,1,1,Sun,0,0,0,1,JenkJa03
Jarvis Jenkins,DE,27.142,2015-09-13,NFL,CHI,,GNB,L 23-31,1,1,Sun,0,0,0,1,JenkJa01
Derrick Johnson,RILB,32.295,2015-09-13,NFL,KAN,@,HOU,W 27-20,1,1,Sun,0,0,0,1,JohnDe25
