Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Ashley Ambrose,RCB,29.352,2000-09-03,NFL,ATL,,SFO,W 36-28,1,1,Sun,0,1,0,0,0,AmbrAs00
Jerry Azumah,CB,23.002,2000-09-03,NFL,CHI,@,MIN,L 27-30,1,1,Sun,0,1,0,0,0,AzumJe00
Stephen Boyd,MLB,28.012,2000-09-03,NFL,DET,@,NOR,W 14-10,1,1,Sun,,1,0,,,BoydSt00
Keith Brooking,WLB,24.309,2000-09-03,NFL,ATL,,SFO,W 36-28,1,1,Sun,,1,0,,,BrooKe00
Derrick Brooks*,WLB,27.138,2000-09-03,NFL,TAM,@,NWE,W 21-16,1,1,Sun,,1,0,,,BrooDe00
Rob Burnett,LDE,33.007,2000-09-03,NFL,BAL,@,PIT,W 16-0,1,1,Sun,0,1,0,0,0,BurnRo00
Marty Carter,SS,30.261,2000-09-03,NFL,ATL,,SFO,W 36-28,1,1,Sun,,1,0,,,CartMa20
Bryan Cox,LILB,32.199,2000-09-03,NFL,NYJ,@,GNB,W 20-16,1,1,Sun,,1,0,,,CoxxBr00
Jared DeVries,DE,24.084,2000-09-03,NFL,DET,@,NOR,W 14-10,1,1,Sun,,1,1,,,DeVrJa20
Shaun Ellis,DE,23.071,2000-09-03,NFL,NYJ,@,GNB,W 20-16,1,1,Sun,0,1,1,0,0,ElliSh00
Corey Harris,S,30.314,2000-09-03,NFL,BAL,@,PIT,W 16-0,1,1,Sun,,1,0,,,HarrCo20
Darius Holland,DT,26.298,2000-09-03,NFL,CLE,,JAX,L 7-27,1,1,Sun,,1,0,,,HollDa20
Darren Howard,LDE,23.289,2000-09-03,NFL,NOR,,DET,L 10-14,1,1,Sun,,1,0,,,HowaDa21
Lance Johnstone,DE,27.084,2000-09-03,NFL,OAK,,SDG,W 9-6,1,1,Sun,0,1,0,0,0,JohnLa23
Scott Kowalkowski,LB,32.011,2000-09-03,NFL,DET,@,NOR,W 14-10,1,1,Sun,,1,0,,,KowaSc20
Rick Lyle,LDE,29.190,2000-09-03,NFL,NYJ,@,GNB,W 20-16,1,1,Sun,,1,0,,,LyleRi20
Ed McDaniel,WLB,31.193,2000-09-03,NFL,MIN,,CHI,W 30-27,1,1,Sun,0,1,0,0,0,McDaEd00
Marvcus Patton,MLB,33.125,2000-09-03,NFL,KAN,,IND,L 14-27,1,1,Sun,,1,0,,,PattMa21
Pierson Prioleau,FS,23.028,2000-09-03,NFL,SFO,@,ATL,L 28-36,1,1,Sun,,1,0,,,PrioPi20
Lance Schulters,SS,25.099,2000-09-03,NFL,SFO,@,ATL,L 28-36,1,1,Sun,,1,0,,,SchuLa00
Chris Slade,SLB,29.217,2000-09-03,NFL,NWE,,TAM,L 16-21,1,1,Sun,,1,0,,,SladCh00
T.J. Slaughter,MLB,23.196,2000-09-03,NFL,JAX,@,CLE,W 27-7,1,1,Sun,,1,0,,,SlauT.20
Bruce Smith*,RDE,37.077,2000-09-03,NFL,WAS,,CAR,W 20-17,1,1,Sun,0,1,0,0,0,SmitBr00
Reggie Tongue,SS,27.145,2000-09-03,NFL,SEA,@,MIA,L 0-23,1,1,Sun,,1,0,,,TongRe20
Brian Walker,SS,28.095,2000-09-03,NFL,MIA,,SEA,W 23-0,1,1,Sun,,1,0,,,WalkBr21
Marquis Walker,CB,28.059,2000-09-03,NFL,DET,@,NOR,W 14-10,1,1,Sun,,1,1,,,WalkMa21
Larry Whigham,FS,28.072,2000-09-03,NFL,NWE,,TAM,L 16-21,1,1,Sun,,1,0,,,WhigLa00
Aeneas Williams*,LCB,32.218,2000-09-03,NFL,ARI,@,NYG,L 16-21,1,1,Sun,,1,1,,,WillAe00
Pat Williams,DT,27.315,2000-09-03,NFL,BUF,,TEN,W 16-13,1,1,Sun,0,1,0,0,0,WillPa20
Donnie Abraham,LCB,26.338,2000-09-10,NFL,TAM,,CHI,W 41-0,2,2,Sun,0,1,0,0,0,AbraDo00
Allen Aldridge,SLB,28.103,2000-09-10,NFL,DET,,WAS,W 15-10,2,2,Sun,0,1,0,0,0,AldrAl21
Trace Armstrong,DE,34.341,2000-09-10,NFL,MIA,@,MIN,L 7-13,2,2,Sun,0,1,0,0,0,ArmsTr00
Ronde Barber,RCB,25.156,2000-09-10,NFL,TAM,,CHI,W 41-0,2,2,Sun,0,1,1,0,1,BarbRo00
David Barrett,CB,22.263,2000-09-10,NFL,ARI,,DAL,W 32-31,2,2,Sun,,1,1,,,BarrDa22
Zack Bronson,SS,26.226,2000-09-10,NFL,SFO,,CAR,L 22-38,2,2,Sun,,1,0,,,BronZa20
Rob Burnett,LDE,33.014,2000-09-10,NFL,BAL,,JAX,W 39-36,2,2,Sun,0,1,0,0,0,BurnRo00
Todd Collins,RLB,30.106,2000-09-10,NFL,STL,@,SEA,W 37-34,2,2,Sun,0,1,0,0,0,CollTo20
Eric Davis,LCB,32.228,2000-09-10,NFL,CAR,@,SFO,W 38-22,2,2,Sun,0,1,0,0,0,DaviEr00
Hugh Douglas,RDE,29.018,2000-09-10,NFL,PHI,,NYG,L 18-33,2,2,Sun,0,1,0,0,0,DougHu00
Jay Foreman,LB,24.205,2000-09-10,NFL,BUF,,GNB,W 27-18,2,2,Sun,,1,0,,,ForeJa20
Johnnie Harris,S,28.020,2000-09-10,NFL,OAK,@,IND,W 38-31,2,2,Sun,,1,0,,,HarrJo25
Harald Hasselbach,RDE,32.354,2000-09-10,NFL,DEN,,ATL,W 42-14,2,2,Sun,0,1,0,0,0,HassHa20
Duane Hawthorne,CB,24.015,2000-09-10,NFL,DAL,@,ARI,L 31-32,2,2,Sun,,1,0,,,HawtDu20
Chad Hennings,RDT,34.326,2000-09-10,NFL,DAL,@,ARI,L 31-32,2,2,Sun,,1,0,,,HennCh20
Kenny Holmes,RDE,26.322,2000-09-10,NFL,TEN,,KAN,W 17-14,2,2,Sun,0,1,0,0,0,HolmKe20
Billy Jenkins,SS,26.064,2000-09-10,NFL,DEN,,ATL,W 42-14,2,2,Sun,,1,0,,,JenkBi20
Kareem Larrimore,LCB,24.142,2000-09-10,NFL,DAL,@,ARI,L 31-32,2,2,Sun,,2,0,,,LarrKa20
Kwamie Lassiter,FS,30.282,2000-09-10,NFL,ARI,,DAL,W 32-31,2,2,Sun,,1,0,,,LassKw20
Sam Madison,RCB,26.140,2000-09-10,NFL,MIA,@,MIN,L 7-13,2,2,Sun,,1,0,,,MadiSa00
Tyrone Poole,RCB,28.220,2000-09-10,NFL,IND,,OAK,L 31-38,2,2,Sun,,1,0,,,PoolTy20
Daryl Porter,CB,26.238,2000-09-10,NFL,BUF,,GNB,W 27-18,2,2,Sun,,1,0,,,PortDa20
Travis Prentice,RB,23.277,2000-09-10,NFL,CLE,@,CIN,W 24-7,2,2,Sun,0,1,0,0,0,PrenTr00
Trevor Pryce,RDT,25.038,2000-09-10,NFL,DEN,,ATL,W 42-14,2,2,Sun,0,1,0,0,0,PrycTr00
Wali Rainer,MLB,23.144,2000-09-10,NFL,CLE,@,CIN,W 24-7,2,2,Sun,,1,0,,,RainWa20
Tarek Saleh,FB,25.308,2000-09-10,NFL,CLE,@,CIN,W 24-7,2,2,Sun,,1,0,,,SaleTa20
Jamie Sharper,RLB,25.292,2000-09-10,NFL,BAL,,JAX,W 39-36,2,2,Sun,,2,1,,,SharJa20
Brian Simmons,MLB,25.081,2000-09-10,NFL,CIN,,CLE,L 7-24,1,2,Sun,0,1,0,0,0,SimmBr20
Detron Smith,FB,26.198,2000-09-10,NFL,DEN,,ATL,W 42-14,2,2,Sun,,1,0,,,SmitDe00
Fred Weary,RCB,26.151,2000-09-10,NFL,NOR,@,SDG,W 28-27,2,2,Sun,0,1,0,0,0,WearFr20
Marcellus Wiley,RDE,25.285,2000-09-10,NFL,BUF,,GNB,W 27-18,2,2,Sun,0,1,0,0,0,WileMa00
Jamal Williams,DT,24.135,2000-09-10,NFL,SDG,,NOR,L 27-28,2,2,Sun,,1,0,,,WillJa99
Renaldo Wynn,LDE,26.007,2000-09-10,NFL,JAX,@,BAL,L 36-39,2,2,Sun,0,1,0,0,0,WynnRe20
Tedy Bruschi,WLB,27.094,2000-09-11,NFL,NWE,@,NYJ,L 19-20,2,2,Mon,,1,0,,,BrusTe99
Tony George,SS,25.032,2000-09-11,NFL,NWE,@,NYJ,L 19-20,2,2,Mon,,1,0,,,GeorTo20
