Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Sack,Tackle Solo,Tackle Assist,Tackle Tot,Tackle for Loss,QBHits,unique_id
Johnson Bademosi,DB,27.046,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,1,0,1,0,0,BadeJo00
Allen Bailey,RDE,28.166,2017-09-07,NFL,KAN,@,NWE,W 42-27,1,1,Thu,1.0,5,1,6,1,1,BailAl00
Eric Berry,S,28.252,2017-09-07,NFL,KAN,@,NWE,W 42-27,1,1,Thu,0.0,4,3,7,1,0,BerrEr99
Alan Branch,DT,32.252,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,2,0,2,0,0,BranAl99
Malcom Brown,DT,23.217,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,4,2,6,0,0,BrowMa01
Adam Butler,DL,23.148,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,1,0,1,0,0,ButlAd00
Malcolm Butler,LCB,27.189,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,4,0,4,0,0,ButlMa01
Joe Cardona,LS,25.144,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,0,1,1,0,0,CardJo00
Patrick Chung,S,30.019,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,3,0,3,0,0,ChunPa99
Ukeme Eligwe,LB,23.133,2017-09-07,NFL,KAN,@,NWE,W 42-27,1,1,Thu,0.0,1,0,1,0,0,EligUk00
Trey Flowers,DE,24.022,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,2.0,4,1,5,2,2,FlowTr00
Dee Ford,ROLB,26.172,2017-09-07,NFL,KAN,@,NWE,W 42-27,1,1,Thu,0.0,4,0,4,0,1,FordDe00
Phillip Gaines,CB,26.156,2017-09-07,NFL,KAN,@,NWE,W 42-27,1,1,Thu,0.0,4,0,4,0,0,GainPh00
Stephon Gilmore,RCB,26.353,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,3,1,4,0,0,GilmSt00
Lawrence Guy,DL,27.174,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,3,1,4,0,0,GuyxLa00
David Harris,LB,33.229,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,0,1,1,0,0,HarrDa99
Demetrius Harris,TE,26.040,2017-09-07,NFL,KAN,@,NWE,W 42-27,1,1,Thu,0.0,0,1,1,0,0,HarrDe03
Dont'a Hightower,DE,27.179,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,1,1,2,0,0,HighDo01
Justin Houston,LOLB,28.238,2017-09-07,NFL,KAN,@,NWE,W 42-27,1,1,Thu,2.0,4,1,5,2,4,HousJu00
Derrick Johnson,LILB,34.289,2017-09-07,NFL,KAN,@,NWE,W 42-27,1,1,Thu,0.0,4,4,8,2,0,JohnDe25
Jonathan Jones,DB,23.352,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,1,0,1,0,0,JoneJo03
Brandon King,DB,24.091,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,0,1,1,0,0,KingBr02
Bennie Logan,NT,27.253,2017-09-07,NFL,KAN,@,NWE,W 42-27,1,1,Thu,0.0,2,3,5,0,0,LogaBe00
Cassius Marsh,DE,25.062,2017-09-07,NFL,NWE,,KAN,L 27-42,1,1,Thu,0.0,2,1,3,0,0,MarsCa00
