Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Andre Dyson,LCB,24.105,2003-09-07,NFL,TEN,,OAK,W 25-20,1,1,Sun,,,,1,DysoAn20
Donnie Edwards,ROLB,30.154,2003-09-07,NFL,SDG,@,KAN,L 14-27,1,1,Sun,,,,1,EdwaDo20
Mario Edwards,RCB,27.280,2003-09-07,NFL,DAL,,ATL,L 13-27,1,1,Sun,,,,1,EdwaMa20
James Farrior,LILB,28.244,2003-09-07,NFL,PIT,,BAL,W 34-15,1,1,Sun,,,,1,FarrJa99
Travis Fisher,RCB,23.360,2003-09-07,NFL,STL,@,NYG,L 13-23,1,1,Sun,,,,1,FishTr20
London Fletcher,MLB,28.111,2003-09-07,NFL,BUF,,NWE,W 31-0,1,1,Sun,,,,1,FletLo20
Arturo Freeman,S,26.315,2003-09-07,NFL,MIA,,HOU,L 20-21,1,1,Sun,,,,1,FreeAr20
Derrick Gibson,SS,24.169,2003-09-07,NFL,OAK,@,TEN,L 20-25,1,1,Sun,1,11,0,1,GibsDe21
Aaron Glenn,LCB,31.053,2003-09-07,NFL,HOU,@,MIA,W 21-20,1,1,Sun,,,,1,GlenAa00
Ian Gold,WLB,25.015,2003-09-07,NFL,DEN,@,CIN,W 30-10,1,1,Sun,1,12,1,1,GoldIa00
Jeff Gooch,LB,28.311,2003-09-07,NFL,DET,,ARI,W 42-24,1,1,Sun,,,,1,GoocJe20
Charles Grant,DE,25.004,2003-09-07,NFL,NOR,@,SEA,L 10-27,1,1,Sun,0,0,0,1,GranCh21
Michael Green,SS,26.275,2003-09-07,NFL,CHI,@,SFO,L 7-49,1,1,Sun,,,,1,GreeMi20
Cornelius Griffin,LDT,26.278,2003-09-07,NFL,NYG,,STL,W 23-13,1,1,Sun,0,0,0,1,GrifCo20
Clark Haggans,ROLB,26.240,2003-09-07,NFL,PIT,,BAL,W 34-15,1,1,Sun,0,0,0,1,HaggCl20
Keith Hamilton,RDT,32.105,2003-09-07,NFL,NYG,,STL,W 23-13,1,1,Sun,,,,1,HamiKe20
Ken Hamlin,FS,22.230,2003-09-07,NFL,SEA,,NOR,W 27-10,1,1,Sun,,,,2,HamlKe20
Norman Hand,LDT,31.003,2003-09-07,NFL,SEA,,NOR,W 27-10,1,1,Sun,,,,1,HandNo20
Nick Harper,RCB,28.362,2003-09-07,NFL,IND,@,CLE,W 9-6,1,1,Sun,2,43,0,4,HarpNi20
Al Harris,RCB,28.274,2003-09-07,NFL,GNB,,MIN,L 25-30,1,1,Sun,,,,1,HarrAl21
Corey Harris,SS,33.317,2003-09-07,NFL,DET,,ARI,W 42-24,1,1,Sun,,,,1,HarrCo20
Johnnie Harris,S,31.017,2003-09-07,NFL,NYG,,STL,W 23-13,1,1,Sun,,,,2,HarrJo25
Shaunard Harts,S,25.034,2003-09-07,NFL,KAN,,SDG,W 27-14,1,1,Sun,1,0,0,1,HartSh20
Reggie Hayward,DE,24.177,2003-09-07,NFL,DEN,@,CIN,W 30-10,1,1,Sun,0,0,0,1,HaywRe20
John Henderson,RDT,24.241,2003-09-07,NFL,JAX,@,CAR,L 23-24,1,1,Sun,0,0,0,1,HendJo99
Anthony Henry,LCB,26.308,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,,,,1,HenrAn20
Kelly Herndon,CB,26.308,2003-09-07,NFL,DEN,@,CIN,W 30-10,1,1,Sun,1,3,0,2,HernKe20
Sedrick Hodge,SLB,24.359,2003-09-07,NFL,NOR,@,SEA,L 10-27,1,1,Sun,,,,1,HodgSe20
Warrick Holdman,WLB,27.289,2003-09-07,NFL,CHI,@,SFO,L 7-49,1,1,Sun,,,,1,HoldWa20
Darius Holland,RDT,29.301,2003-09-07,NFL,DEN,@,CIN,W 30-10,1,1,Sun,,,,2,HollDa20
Vonnie Holliday,RDE,27.270,2003-09-07,NFL,KAN,,SDG,W 27-14,1,1,Sun,0,0,0,1,HollVo20
Cletidus Hunt,DT,27.248,2003-09-07,NFL,GNB,,MIN,L 25-30,1,1,Sun,,,,1,HuntCl20
Ken Irvin,CB,31.058,2003-09-07,NFL,MIN,@,GNB,W 30-25,1,1,Sun,,,,1,IrviKe20
Tory James,RCB,30.112,2003-09-07,NFL,CIN,,DEN,L 10-30,1,1,Sun,1,24,0,2,JameTo99
Quentin Jammer,LCB,24.080,2003-09-07,NFL,SDG,@,KAN,L 14-27,1,1,Sun,1,6,0,1,JammQu20
Ty Law*,CB,29.209,2003-09-07,NFL,NWE,@,BUF,L 0-31,1,1,Sun,,,,1,LawxTy00
D.D. Lewis,LB,24.242,2003-09-07,NFL,SEA,,NOR,W 27-10,1,1,Sun,,,,1,LewiD.21
Damione Lewis,LDT,25.190,2003-09-07,NFL,STL,@,NYG,L 13-23,1,1,Sun,,,,1,LewiDa20
Ray Lewis*,RILB,28.115,2003-09-07,NFL,BAL,@,PIT,L 15-34,1,1,Sun,,,,1,LewiRa00
Mike Logan,SS,28.357,2003-09-07,NFL,PIT,,BAL,W 34-15,1,1,Sun,,,,2,LogaMi20
Ken Lucas,RCB,24.227,2003-09-07,NFL,SEA,,NOR,W 27-10,1,1,Sun,,,,1,LucaKe20
Sam Madison,RCB,29.137,2003-09-07,NFL,MIA,,HOU,L 20-21,1,1,Sun,,,,1,MadiSa00
Rashean Mathis,FS,23.011,2003-09-07,NFL,JAX,@,CAR,L 23-24,1,1,Sun,1,0,0,1,MathRa99
Kevin McCadam,S,24.185,2003-09-07,NFL,ATL,@,DAL,W 27-13,1,1,Sun,0,0,0,1,McCaKe20
Dexter McCleon,RCB,29.333,2003-09-07,NFL,KAN,,SDG,W 27-14,1,1,Sun,,,,1,McClDe21
Daylon McCutcheon,RCB,26.272,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,,,,1,McCuDa22
R.W. McQuarters,LCB,26.260,2003-09-07,NFL,CHI,@,SFO,L 7-49,1,1,Sun,,,,1,McQuR.20
Lawyer Milloy,SS,29.297,2003-09-07,NFL,BUF,,NWE,W 31-0,1,1,Sun,0,0,0,1,MillLa00
Keith Mitchell,SLB,29.045,2003-09-07,NFL,JAX,@,CAR,L 23-24,1,1,Sun,,,,1,MitcKe00
Zeke Moreno,MLB,24.332,2003-09-07,NFL,SDG,@,KAN,L 14-27,1,1,Sun,,,,1,MoreZe20
Chike Okeafor,RDE,27.164,2003-09-07,NFL,SEA,,NOR,W 27-10,1,1,Sun,1,18,0,2,OkeaCh20
Julian Peterson,LOLB,25.041,2003-09-07,NFL,SFO,,CHI,W 49-7,1,1,Sun,,,,1,PeteJu00
Mike Peterson,MLB,27.082,2003-09-07,NFL,JAX,@,CAR,L 23-24,1,1,Sun,,,,1,PeteMi20
Ahmed Plummer,RCB,27.165,2003-09-07,NFL,SFO,,CHI,W 49-7,1,1,Sun,2,81,1,2,PlumAh20
Tyrone Poole,CB,31.216,2003-09-07,NFL,NWE,@,BUF,L 0-31,1,1,Sun,,,,1,PoolTy20
Carl Powell,LDE,29.246,2003-09-07,NFL,CIN,,DEN,L 10-30,1,1,Sun,,,,1,PoweCa20
Coby Rhinehart,CB,26.212,2003-09-07,NFL,ARI,@,DET,L 24-42,1,1,Sun,,,,2,RhinCo20
Karon Riley,LB,25.015,2003-09-07,NFL,ATL,@,DAL,W 27-13,1,1,Sun,,,,1,RileKa20
Samari Rolle,RCB,27.028,2003-09-07,NFL,TEN,,OAK,W 25-20,1,1,Sun,,,,1,RollSa00
Mark Roman,FS,26.165,2003-09-07,NFL,CIN,,DEN,L 10-30,1,1,Sun,1,1,0,2,RomaMa20
Orpheus Roye,RDT,30.229,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,,,,1,RoyeOr20
Brian Russell,FS,25.214,2003-09-07,NFL,MIN,@,GNB,W 30-25,1,1,Sun,1,5,0,1,RussBr20
Asante Samuel,CB,22.244,2003-09-07,NFL,NWE,@,BUF,L 0-31,1,1,Sun,,,,1,SamuAs20
Aaron Schobel,RDE,26.006,2003-09-07,NFL,BUF,,NWE,W 31-0,1,1,Sun,,,,1,SchoAa99
Chad Scott,LCB,29.001,2003-09-07,NFL,PIT,,BAL,W 34-15,1,1,Sun,,,,1,ScotCh20
Lynn Scott,S,26.076,2003-09-07,NFL,DAL,,ATL,L 13-27,1,1,Sun,,,,1,ScotLy20
Terrance Shaw,CB,29.300,2003-09-07,NFL,OAK,@,TEN,L 20-25,1,1,Sun,,,,2,ShawTe20
Brian Simmons,WLB,28.078,2003-09-07,NFL,CIN,,DEN,L 10-30,1,1,Sun,1,13,0,1,SimmBr20
Aaron Smith,RDE,27.141,2003-09-07,NFL,PIT,,BAL,W 34-15,1,1,Sun,,,,1,SmitAa99
Derek Smith,LILB,28.232,2003-09-07,NFL,SFO,,CHI,W 49-7,1,1,Sun,0,0,0,1,SmitDe21
Takeo Spikes,WLB,26.264,2003-09-07,NFL,BUF,,NWE,W 31-0,1,1,Sun,2,1,0,3,SpikTa00
Matt Stevens,FS,30.085,2003-09-07,NFL,HOU,@,MIA,W 21-20,1,1,Sun,,,,1,StevMa22
Omar Stoutmire,FS,29.060,2003-09-07,NFL,NYG,,STL,W 23-13,1,1,Sun,1,34,0,2,StouOm20
Patrick Surtain,LCB,27.080,2003-09-07,NFL,MIA,,HOU,L 20-21,1,1,Sun,,,,1,SurtPa00
Barron Tanner,DT,29.358,2003-09-07,NFL,ARI,@,DET,L 24-42,1,1,Sun,,,,1,TannBa20
Ben Taylor,WLB,25.007,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,1,0,0,1,TaylBe20
Ike Taylor,CB,23.125,2003-09-07,NFL,PIT,,BAL,W 34-15,1,1,Sun,0,0,0,1,TaylIk20
Adalius Thomas,LB,26.020,2003-09-07,NFL,BAL,@,PIT,L 15-34,1,1,Sun,0,0,0,1,ThomAd00
Kevin Thomas,CB,25.041,2003-09-07,NFL,BUF,,NWE,W 31-0,1,1,Sun,,,,1,ThomKe22
Kiwaukee Thomas,CB,26.080,2003-09-07,NFL,JAX,@,CAR,L 23-24,1,1,Sun,,,,1,ThomKi20
Raynoch Thompson,LLB,25.290,2003-09-07,NFL,ARI,@,DET,L 24-42,1,1,Sun,,,,1,ThomRa23
Pisa Tinoisamoa,SLB,22.054,2003-09-07,NFL,STL,@,NYG,L 13-23,1,1,Sun,,,,2,TinoPi20
Reggie Tongue,SS,30.149,2003-09-07,NFL,SEA,,NOR,W 27-10,1,1,Sun,0,0,0,1,TongRe20
Deshea Townsend,CB,27.364,2003-09-07,NFL,PIT,,BAL,W 34-15,1,1,Sun,,,,1,TownDe20
Keith Traylor,LDT,34.004,2003-09-07,NFL,CHI,@,SFO,L 7-49,1,1,Sun,,,,1,TrayKe20
Marcus Trufant,LCB,22.256,2003-09-07,NFL,SEA,,NOR,W 27-10,1,1,Sun,,,,2,TrufMa20
Brian Urlacher*,MLB,25.105,2003-09-07,NFL,CHI,@,SFO,L 7-49,1,1,Sun,,,,1,UrlaBr00
Mike Vrabel,OLB,28.024,2003-09-07,NFL,NWE,@,BUF,L 0-31,1,1,Sun,,,,1,VrabMi20
Brian Walker,FS,31.099,2003-09-07,NFL,DET,,ARI,W 42-24,1,1,Sun,,,,1,WalkBr21
Lenny Walls,LCB,23.346,2003-09-07,NFL,DEN,@,CIN,W 30-10,1,1,Sun,,,,2,WallLe20
Eric Warfield,LCB,27.188,2003-09-07,NFL,KAN,,SDG,W 27-14,1,1,Sun,,,,1,WarfEr20
Dewayne Washington,RCB,30.254,2003-09-07,NFL,PIT,,BAL,W 34-15,1,1,Sun,,,,1,WashDe20
Marcus Washington,LLB,25.325,2003-09-07,NFL,IND,@,CLE,W 9-6,1,1,Sun,,,,1,WashMa99
Anthony Weaver,LDE,23.010,2003-09-07,NFL,BAL,@,PIT,L 15-34,1,1,Sun,,,,1,WeavAn20
Greg Wesley,SS,25.172,2003-09-07,NFL,KAN,,SDG,W 27-14,1,1,Sun,1,16,0,1,WeslGr20
Brian Williams,RCB,24.067,2003-09-07,NFL,MIN,@,GNB,W 30-25,1,1,Sun,1,77,0,1,WillBr22
Jay Williams,DE,31.329,2003-09-07,NFL,MIA,,HOU,L 20-21,1,1,Sun,,,,1,WillJa26
Jimmy Williams,CB,24.181,2003-09-07,NFL,SFO,,CHI,W 49-7,1,1,Sun,1,6,0,1,WillJi22
Pat Williams,RDT,30.318,2003-09-07,NFL,BUF,,NWE,W 31-0,1,1,Sun,,,,1,WillPa20
Tyrone Williams,RCB,30.099,2003-09-07,NFL,ATL,@,DAL,W 27-13,1,1,Sun,,,,2,WillTy20
Al Wilson,MLB,26.078,2003-09-07,NFL,DEN,@,CIN,W 30-10,1,1,Sun,,,,1,WilsAl00
Eugene Wilson,CB,23.021,2003-09-07,NFL,NWE,@,BUF,L 0-31,1,1,Sun,1,2,0,2,WilsEu20
Jamie Winborn,LB,24.116,2003-09-07,NFL,SFO,,CHI,W 49-7,1,1,Sun,0,0,0,1,WinbJa20
Jerome Woods,FS,30.174,2003-09-07,NFL,KAN,,SDG,W 27-14,1,1,Sun,,,,1,WoodJe00
Charles Woodson,CB,26.335,2003-09-07,NFL,OAK,@,TEN,L 20-25,1,1,Sun,,,,1,WoodCh00
Darren Woodson,SS,34.135,2003-09-07,NFL,DAL,,ATL,L 13-27,1,1,Sun,1,-2,0,2,WoodDa01
Mark Word,DL,27.288,2003-09-07,NFL,CLE,,IND,L 6-9,1,1,Sun,,,,1,WordMa20
Kenny Wright,CB,25.358,2003-09-07,NFL,HOU,@,MIA,W 21-20,1,1,Sun,0,0,0,1,WrigKe20
Jimmy Wyrick,CB,26.250,2003-09-07,NFL,DET,,ARI,W 42-24,1,1,Sun,,,,1,WyriJi20
Brian Young,DT,26.061,2003-09-07,NFL,STL,@,NYG,L 13-23,1,1,Sun,,,,1,YounBr20
Ronde Barber,RCB,28.154,2003-09-08,NFL,TAM,@,PHI,W 17-0,1,1,Mon,0,0,0,1,BarbRo00
Derrick Brooks*,WLB,30.143,2003-09-08,NFL,TAM,@,PHI,W 17-0,1,1,Mon,,,,1,BrooDe00
Brian Kelly,LCB,27.237,2003-09-08,NFL,TAM,@,PHI,W 17-0,1,1,Mon,,,,3,KellBr21
John Lynch,SS,31.348,2003-09-08,NFL,TAM,@,PHI,W 17-0,1,1,Mon,0,0,0,3,LyncJo00
Anthony McFarland,NT,25.264,2003-09-08,NFL,TAM,@,PHI,W 17-0,1,1,Mon,1,0,0,2,McFaAn20
Simeon Rice,RDE,29.196,2003-09-08,NFL,TAM,@,PHI,W 17-0,1,1,Mon,0,0,0,1,RiceSi00
Lito Sheppard,CB,22.153,2003-09-08,NFL,PHI,,TAM,L 0-17,1,1,Mon,0,0,0,1,ShepLi99
Greg Spires,LDE,29.027,2003-09-08,NFL,TAM,@,PHI,W 17-0,1,1,Mon,,,,2,SpirGr20
Bobby Taylor,RCB,29.254,2003-09-08,NFL,PHI,,TAM,L 0-17,1,1,Mon,,,,1,TaylBo00
Troy Vincent,LCB,32.092,2003-09-08,NFL,PHI,,TAM,L 0-17,1,1,Mon,1,28,0,2,VincTr00
Darwin Walker,RDT,26.085,2003-09-08,NFL,PHI,,TAM,L 0-17,1,1,Mon,,,,1,WalkDa21
Brian Allen,WLB,25.166,2003-09-14,NFL,CAR,@,TAM,W 12-9,2,2,Sun,,,,1,AlleBr21
Ashley Ambrose,RCB,32.362,2003-09-14,NFL,NOR,,HOU,W 31-10,2,2,Sun,,,,2,AmbrAs00
Adam Archuleta,SS,25.291,2003-09-14,NFL,STL,,SFO,W 27-24,2,2,Sun,,,,2,ArchAd20
LaVar Arrington,SLB,25.086,2003-09-14,NFL,WAS,@,ATL,W 33-31,2,2,Sun,,,,2,ArriLa00
Shawn Barber,ROLB,28.243,2003-09-14,NFL,KAN,,PIT,W 41-20,2,2,Sun,1,28,0,1,BarbSh20
Nick Barnett,MLB,22.110,2003-09-14,NFL,GNB,,DET,W 31-6,2,2,Sun,1,14,0,1,BarnNi20
Eric Barton,OLB,25.350,2003-09-14,NFL,OAK,,CIN,W 23-20,2,2,Sun,,,,1,BartEr20
Gary Baxter,FS,24.294,2003-09-14,NFL,BAL,,CLE,W 33-13,2,2,Sun,,,,2,BaxtGa20
Rogers Beckett,SS,26.226,2003-09-14,NFL,CIN,@,OAK,L 20-23,2,2,Sun,,,,1,BeckRo20
Bertrand Berry,RDE,28.030,2003-09-14,NFL,DEN,@,SDG,W 37-13,2,2,Sun,,,,1,BerrBe99
Dre' Bly,RCB,26.115,2003-09-14,NFL,DET,@,GNB,L 6-31,2,2,Sun,1,4,0,2,BlyxDr00
Peter Boulware,ROLB,28.270,2003-09-14,NFL,BAL,,CLE,W 33-13,2,2,Sun,,,,1,BoulPe00
Matt Bowen,FS,26.306,2003-09-14,NFL,WAS,@,ATL,W 33-31,2,2,Sun,1,0,0,1,BoweMa20
Sam Brandon,FS,24.071,2003-09-14,NFL,DEN,@,SDG,W 37-13,2,2,Sun,,,,2,BranSa20
Chad Brown,OLB,33.064,2003-09-14,NFL,SEA,@,ARI,W 38-0,2,2,Sun,1,-1,0,1,BrowCh04
Fakhir Brown,CB,25.358,2003-09-14,NFL,NOR,,HOU,W 31-10,2,2,Sun,,,,1,BrowFa20
Mike Brown,FS,25.213,2003-09-14,NFL,CHI,@,MIN,L 13-24,2,2,Sun,,,,1,BrowMi99
Sheldon Brown,CB,24.179,2003-09-14,NFL,PHI,,NWE,L 10-31,2,2,Sun,,,,2,BrowSh20
Tedy Bruschi,ILB,30.097,2003-09-14,NFL,NWE,@,PHI,W 31-10,2,2,Sun,1,18,1,4,BrusTe99
Fernando Bryant,LCB,26.172,2003-09-14,NFL,JAX,,BUF,L 17-38,2,2,Sun,,,,1,BryaFe20
Ray Buchanan,LCB,31.350,2003-09-14,NFL,ATL,,WAS,L 31-33,2,2,Sun,,,,3,BuchRa00
Phillip Buchanon,CB,22.360,2003-09-14,NFL,OAK,,CIN,W 23-20,2,2,Sun,1,83,1,1,BuchPh20
Jerametrius Butler,LCB,24.290,2003-09-14,NFL,STL,,SFO,W 27-24,2,2,Sun,,,,1,ButlJe20
Leonardo Carson,DT,26.215,2003-09-14,NFL,SDG,,DEN,L 13-37,2,2,Sun,0,0,0,1,CarsLe20
Andre Carter,RDE,24.125,2003-09-14,NFL,SFO,@,STL,L 24-27,2,2,Sun,,,,1,CartAn20
Dale Carter,LCB,33.290,2003-09-14,NFL,NOR,,HOU,W 31-10,2,2,Sun,0,0,0,1,CartDa00
Chris Claiborne,WLB,25.050,2003-09-14,NFL,MIN,,CHI,W 24-13,2,2,Sun,0,0,0,1,ClaiCh20
Jerry DeLoach,RDE,26.059,2003-09-14,NFL,HOU,@,NOR,L 10-31,2,2,Sun,,,,1,DeLoJe20
Will Demps,DB,23.311,2003-09-14,NFL,BAL,,CLE,W 33-13,2,2,Sun,,,,1,DempWi20
Na'il Diggs,WLB,25.068,2003-09-14,NFL,GNB,,DET,W 31-6,2,2,Sun,,,,3,DiggNa20
Marques Douglas,RDE,26.193,2003-09-14,NFL,BAL,,CLE,W 33-13,2,2,Sun,0,0,0,1,DougMa20
Andre Dyson,LCB,24.112,2003-09-14,NFL,TEN,@,IND,L 7-33,2,2,Sun,,,,1,DysoAn20
James Farrior,LILB,28.251,2003-09-14,NFL,PIT,@,KAN,L 20-41,2,2,Sun,1,9,0,1,FarrJa99
Travis Fisher,RCB,24.002,2003-09-14,NFL,STL,,SFO,W 27-24,2,2,Sun,1,65,0,2,FishTr20
Scott Fujita,LOLB,24.139,2003-09-14,NFL,KAN,,PIT,W 41-20,2,2,Sun,,,,1,FujiSc20
Aaron Glenn,LCB,31.060,2003-09-14,NFL,HOU,@,NOR,L 10-31,2,2,Sun,,,,1,GlenAa00
Ian Gold,WLB,25.022,2003-09-14,NFL,DEN,@,SDG,W 37-13,2,2,Sun,1,2,0,2,GoldIa00
Andre' Goodman,LCB,25.034,2003-09-14,NFL,DET,@,GNB,L 6-31,2,2,Sun,,,,1,GoodAn20
Deon Grant,FS,24.184,2003-09-14,NFL,CAR,@,TAM,W 12-9,2,2,Sun,,,,2,GranDe21
Ken Hamlin,FS,22.237,2003-09-14,NFL,SEA,@,ARI,W 38-0,2,2,Sun,1,2,0,1,HamlKe20
Nick Harper,RCB,29.004,2003-09-14,NFL,IND,,TEN,W 33-7,2,2,Sun,1,75,1,1,HarpNi20
Al Harris,RCB,28.281,2003-09-14,NFL,GNB,,DET,W 31-6,2,2,Sun,1,56,1,1,HarrAl21
Walt Harris,LCB,29.035,2003-09-14,NFL,IND,,TEN,W 33-7,2,2,Sun,,,,2,HarrWa21
Rodney Harrison,SS,30.273,2003-09-14,NFL,NWE,@,PHI,W 31-10,2,2,Sun,,,,4,HarrRo01
Clinton Hart,FS,26.056,2003-09-14,NFL,PHI,,NWE,L 10-31,2,2,Sun,,,,1,HartCl20
Anthony Henry,LCB,26.315,2003-09-14,NFL,CLE,@,BAL,L 13-33,2,2,Sun,,,,1,HenrAn20
Kelly Herndon,CB,26.315,2003-09-14,NFL,DEN,@,SDG,W 37-13,2,2,Sun,,,,1,HernKe20
Renaldo Hill,LCB,24.306,2003-09-14,NFL,ARI,,SEA,L 0-38,2,2,Sun,,,,1,HillRe20
Sedrick Hodge,SLB,25.001,2003-09-14,NFL,NOR,,HOU,W 31-10,2,2,Sun,,,,1,HodgSe20
Reggie Howard,RCB,26.120,2003-09-14,NFL,CAR,@,TAM,W 12-9,2,2,Sun,,,,1,HowaRe21
Larry Izzo,LB,28.353,2003-09-14,NFL,NWE,@,PHI,W 31-10,2,2,Sun,,,,1,IzzoLa00
Tyoka Jackson,DT,31.296,2003-09-14,NFL,STL,,SFO,W 27-24,2,2,Sun,,,,1,JackTy20
Tory James,RCB,30.119,2003-09-14,NFL,CIN,@,OAK,L 20-23,2,2,Sun,,,,2,JameTo99
Quentin Jammer,LCB,24.087,2003-09-14,NFL,SDG,,DEN,L 13-37,2,2,Sun,,,,1,JammQu20
Kris Jenkins,RDT,24.042,2003-09-14,NFL,CAR,@,TAM,W 12-9,2,2,Sun,,,,1,JenkKr00
Dennis Johnson,DE,23.284,2003-09-14,NFL,ARI,,SEA,L 0-38,2,2,Sun,,,,1,JohnDe22
Ellis Johnson,DT,29.319,2003-09-14,NFL,ATL,,WAS,L 31-33,2,2,Sun,0,0,0,1,JohnEl20
Tebucky Jones,FS,28.343,2003-09-14,NFL,NOR,,HOU,W 31-10,2,2,Sun,,,,1,JoneTe20
Kevin Kaesviharn,SS,27.016,2003-09-14,NFL,CIN,@,OAK,L 20-23,2,2,Sun,,,,1,KaesKe20
Brian Kelly,LCB,27.243,2003-09-14,NFL,TAM,,CAR,L 9-12,2,2,Sun,1,0,0,2,KellBr21
Sammy Knight,SS,28.004,2003-09-14,NFL,MIA,@,NYJ,W 21-10,2,2,Sun,,,,2,KnigSa00
Ty Law*,LCB,29.216,2003-09-14,NFL,NWE,@,PHI,W 31-10,2,2,Sun,,,,1,LawxTy00
Ray Lewis*,RILB,28.122,2003-09-14,NFL,BAL,,CLE,W 33-13,2,2,Sun,,,,2,LewiRa00
