Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Jessie Armstead,OLB,28.321,1999-09-12,NFL,NYG,@,TAM,W 17-13,1,1,Sun,0,1,0,0,0,ArmsJe00
Greg Biekert,MLB,30.182,1999-09-12,NFL,OAK,@,GNB,L 24-28,1,1,Sun,0,1,0,0,0,BiekGr20
Tony Brackens,RDE,24.260,1999-09-12,NFL,JAX,,SFO,W 41-3,1,1,Sun,0,1,0,0,0,BracTo00
Corey Bradford,WR,23.278,1999-09-12,NFL,GNB,,OAK,W 28-24,1,1,Sun,0,1,0,0,0,BradCo00
Lamar Campbell,CB,23.014,1999-09-12,NFL,DET,@,SEA,W 28-20,1,1,Sun,,1,0,,,CampLa20
Mark Carrier,FS,31.137,1999-09-12,NFL,DET,@,SEA,W 28-20,1,1,Sun,,1,1,,,CarrMa01
Kevin Carter,LDE,25.356,1999-09-12,NFL,STL,,BAL,W 27-10,1,1,Sun,0,1,0,0,0,CartKe00
Greg Ellis,DE,24.029,1999-09-12,NFL,DAL,@,WAS,W 41-35,1,1,Sun,0,1,0,0,0,ElliGr20
Jason Fisk,RDT,27.008,1999-09-12,NFL,TEN,,CIN,W 36-35,1,1,Sun,,1,0,,,FiskJa20
Henry Ford,RDE,27.317,1999-09-12,NFL,TEN,,CIN,W 36-35,1,1,Sun,,1,0,,,FordHe21
Ron George,LB,29.176,1999-09-12,NFL,KAN,@,CHI,L 17-20,1,1,Sun,,1,0,,,GeorRo20
Robert Griffith,S,28.286,1999-09-12,NFL,MIN,@,ATL,W 17-14,1,1,Sun,,1,0,,,GrifRo00
Phil Hansen,LDE,31.115,1999-09-12,NFL,BUF,@,IND,L 14-31,1,1,Sun,,1,0,,,HansPh20
Tim Hauck,SS,32.266,1999-09-12,NFL,PHI,,ARI,L 24-25,1,1,Sun,,1,0,,,HaucTi20
Artrell Hawkins,RCB,22.292,1999-09-12,NFL,CIN,@,TEN,L 35-36,1,1,Sun,,2,0,,,HawkAr20
Rodney Heath,CB,24.318,1999-09-12,NFL,CIN,@,TEN,L 35-36,1,1,Sun,0,1,0,0,0,HeatRo20
Steve Israel,RCB,30.180,1999-09-12,NFL,NWE,@,NYJ,W 30-28,1,1,Sun,0,1,0,0,0,IsraSt20
DeRon Jenkins,LCB,25.302,1999-09-12,NFL,BAL,@,STL,L 10-27,1,1,Sun,0,1,0,0,0,JenkDe20
Kenard Lang,DE,24.224,1999-09-12,NFL,WAS,,DAL,L 35-41,1,1,Sun,,1,0,,,LangKe20
James Logan,LB,26.280,1999-09-12,NFL,SEA,,DET,L 20-28,1,1,Sun,,1,0,,,LogaJa20
Willie McGinest,RDE,27.275,1999-09-12,NFL,NWE,@,NYJ,W 30-28,1,1,Sun,0,1,1,0,1,McGiWi00
Roman Phifer,LB,31.191,1999-09-12,NFL,NYJ,,NWE,L 28-30,1,1,Sun,0,1,0,0,0,PhifRo20
Joey Porter,LB,22.174,1999-09-12,NFL,PIT,@,CLE,W 43-0,1,1,Sun,0,1,0,0,0,PortJo00
Simeon Rice,RDE,25.200,1999-09-12,NFL,ARI,@,PHI,W 25-24,1,1,Sun,0,3,0,0,0,RiceSi00
Austin Robbins,DT,28.195,1999-09-12,NFL,NOR,,CAR,W 19-10,1,1,Sun,0,1,1,0,0,RobbAu20
Dwayne Rudd,LB,23.221,1999-09-12,NFL,MIN,@,ATL,W 17-14,1,1,Sun,0,1,0,0,0,RuddDw20
Harold Shaw,FB,25.009,1999-09-12,NFL,NWE,@,NYJ,W 30-28,1,1,Sun,0,1,0,0,0,ShawHa00
Takeo Spikes,RILB,22.269,1999-09-12,NFL,CIN,@,TEN,L 35-36,1,1,Sun,0,1,1,0,0,SpikTa00
George Teague,SS,28.206,1999-09-12,NFL,DAL,@,WAS,W 41-35,1,1,Sun,,1,1,,,TeagGe20
Orlando Thomas,S,26.326,1999-09-12,NFL,MIN,@,ATL,W 17-14,1,1,Sun,,1,1,,,ThomOr20
Steve Tovar,MLB,29.140,1999-09-12,NFL,CAR,@,NOR,L 10-19,1,1,Sun,,1,0,,,TovaSt20
Fred Weary,CB,25.153,1999-09-12,NFL,NOR,,CAR,W 19-10,1,1,Sun,,1,1,,,WearFr20
Bryant Westbrook,LCB,24.267,1999-09-12,NFL,DET,@,SEA,W 28-20,1,1,Sun,,1,0,,,WestBr20
Mark Wheeler,DT,29.164,1999-09-12,NFL,PHI,,ARI,L 24-25,1,1,Sun,,1,0,,,WheeMa20
Alvis Whitted,WR,25.008,1999-09-12,NFL,JAX,,SFO,W 41-3,1,1,Sun,0,1,0,0,0,WhitAl00
Shaun Williams,S,22.337,1999-09-12,NFL,NYG,@,TAM,W 17-13,1,1,Sun,,1,0,,,WillSh20
Rich Owens,DE,27.114,1999-09-13,NFL,MIA,@,DEN,W 38-21,1,1,Mon,0,1,0,0,0,OwenRi20
Chidi Ahanotu,LDE,28.343,1999-09-19,NFL,TAM,@,PHI,W 19-5,2,2,Sun,0,1,0,0,0,AhanCh20
Jessie Armstead,OLB,28.328,1999-09-19,NFL,NYG,,WAS,L 21-50,2,2,Sun,,1,0,,,ArmsJe00
Jason Belser,FS,29.114,1999-09-19,NFL,IND,@,NWE,L 28-31,2,2,Sun,,1,0,,,BelsJa20
Blaine Bishop,SS,29.057,1999-09-19,NFL,TEN,,CLE,W 26-9,2,2,Sun,,1,0,,,BishBl00
Tedy Bruschi,WLB,26.102,1999-09-19,NFL,NWE,,IND,W 31-28,2,2,Sun,,1,0,,,BrusTe99
Mark Carrier,FS,31.144,1999-09-19,NFL,DET,,GNB,W 23-15,2,2,Sun,,1,0,,,CarrMa01
Marco Coleman,DE,29.275,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,,1,0,,,ColeMa00
Lional Dalton,DT,24.210,1999-09-19,NFL,BAL,,PIT,L 20-23,2,2,Sun,,1,0,,,DaltLi20
Donnie Edwards,ROLB,26.166,1999-09-19,NFL,KAN,,DEN,W 26-10,2,2,Sun,,1,0,,,EdwaDo20
Carlos Emmons,ROLB,26.016,1999-09-19,NFL,PIT,@,BAL,W 23-20,2,2,Sun,0,1,0,0,0,EmmoCa20
Rob Fredrickson,LLB,28.129,1999-09-19,NFL,ARI,@,MIA,L 16-19,2,2,Sun,0,1,0,0,0,FredRo20
Michael Hamilton,LB,25.290,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,,1,0,,,HamiMi20
Bernardo Harris,MLB,27.339,1999-09-19,NFL,GNB,@,DET,L 15-23,2,2,Sun,,2,0,,,HarrBe20
Rodney Harrison,SS,26.278,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,,1,0,,,HarrRo01
Raylee Johnson,RDE,29.110,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,0,1,0,0,0,JohnRa22
Ty Law*,LCB,25.221,1999-09-19,NFL,NWE,,IND,W 31-28,2,2,Sun,,1,1,,,LawxTy00
Mo Lewis,LOLB,29.333,1999-09-19,NFL,NYJ,@,BUF,L 3-17,2,2,Sun,,1,0,,,LewiMo00
Joel Makovicka,FB,23.348,1999-09-19,NFL,ARI,@,MIA,L 16-19,2,2,Sun,0,1,0,0,0,MakoJo00
Barry Minter,WLB,29.234,1999-09-19,NFL,CHI,,SEA,L 13-14,2,2,Sun,,1,1,,,MintBa20
Hardy Nickerson,MLB,34.018,1999-09-19,NFL,TAM,@,PHI,W 19-5,2,2,Sun,,1,0,,,NickHa00
Roman Phifer,LB,31.198,1999-09-19,NFL,NYJ,@,BUF,L 3-17,2,2,Sun,,1,0,,,PhifRo20
Darryl Pounds,CB,27.060,1999-09-19,NFL,WAS,@,NYG,W 50-21,2,2,Sun,0,1,0,0,0,PounDa20
Bill Romanowski,SLB,33.170,1999-09-19,NFL,DEN,@,KAN,L 10-26,2,2,Sun,,1,0,,,RomaBi00
Dwayne Rudd,WLB,23.228,1999-09-19,NFL,MIN,,OAK,L 17-22,2,2,Sun,,1,0,,,RuddDw20
Junior Seau*,ILB,30.243,1999-09-19,NFL,SDG,@,CIN,W 34-7,1,2,Sun,0,1,1,0,0,SeauJu00
Derrick Thomas*,LOLB,32.261,1999-09-19,NFL,KAN,,DEN,W 26-10,2,2,Sun,0,1,1,0,0,ThomDe01
John Thornton,DT,22.352,1999-09-19,NFL,TEN,,CLE,W 26-9,2,2,Sun,0,1,0,0,0,ThorJo21
Tony Williams,NT,24.072,1999-09-19,NFL,MIN,,OAK,L 17-22,2,2,Sun,0,1,0,0,0,WillTo23
Charles Woodson,CB,22.347,1999-09-19,NFL,OAK,@,MIN,W 22-17,2,2,Sun,,1,0,,,WoodCh00
Chad Hennings,DT,33.335,1999-09-20,NFL,DAL,,ATL,W 24-7,2,2,Mon,0,1,0,0,0,HennCh20
Champ Bailey*,CB,21.096,1999-09-26,NFL,WAS,@,NYJ,W 27-20,3,3,Sun,,1,0,,,BailCh00
Aaron Beasley,RCB,26.081,1999-09-26,NFL,JAX,,TEN,L 19-20,3,3,Sun,0,1,0,0,0,BeasAa20
Peter Boulware,LLB,24.282,1999-09-26,NFL,BAL,,CLE,W 17-10,3,3,Sun,0,1,0,0,0,BoulPe00
Tony Bryant,DE,23.023,1999-09-26,NFL,OAK,,CHI,W 24-17,3,3,Sun,0,1,0,0,0,BryaTo20
Keith Burns,LB,27.133,1999-09-26,NFL,CHI,@,OAK,L 17-24,3,3,Sun,,1,0,,,BurnKe21
Travis Davis,SS,26.259,1999-09-26,NFL,PIT,,SEA,L 10-29,3,3,Sun,,1,0,,,DaviTr20
Brian Dawkins*,S,25.348,1999-09-26,NFL,PHI,@,BUF,L 0-26,3,3,Sun,0,1,0,0,0,DawkBr00
Curtis Enis,RB,23.103,1999-09-26,NFL,CHI,@,OAK,L 17-24,3,3,Sun,0,1,0,0,0,EnisCu00
Sean Harris,MLB,27.213,1999-09-26,NFL,CHI,@,OAK,L 17-24,3,3,Sun,,1,1,,,HarrSe20
Lance Johnstone,DE,26.107,1999-09-26,NFL,OAK,,CHI,W 24-17,3,3,Sun,0,2,0,0,0,JohnLa23
Cortez Kennedy*,RDT,31.034,1999-09-26,NFL,SEA,@,PIT,W 29-10,3,3,Sun,0,1,0,0,0,KennCo00
Kenard Lang,DE,24.238,1999-09-26,NFL,WAS,@,NYJ,W 27-20,3,3,Sun,0,1,0,0,0,LangKe20
John Lynch,SS,28.001,1999-09-26,NFL,TAM,,DEN,W 13-10,3,3,Sun,0,1,0,0,0,LyncJo00
Sean Moran,DT,26.113,1999-09-26,NFL,BUF,,PHI,W 26-0,3,3,Sun,,1,0,,,MoraSe20
Gabe Northern,LB,25.110,1999-09-26,NFL,BUF,,PHI,W 26-0,3,3,Sun,0,1,0,0,0,NortGa20
Adrian Ross,ROLB,24.219,1999-09-26,NFL,CIN,@,CAR,L 3-27,3,3,Sun,0,1,0,0,0,RossAd20
Orpheus Roye,RDE,26.248,1999-09-26,NFL,PIT,,SEA,L 10-29,3,3,Sun,0,1,0,0,0,RoyeOr20
Clyde Simmons,DE,35.053,1999-09-26,NFL,CHI,@,OAK,L 17-24,3,3,Sun,0,1,0,0,0,SimmCl00
Bruce Smith*,DE,36.100,1999-09-26,NFL,BUF,,PHI,W 26-0,3,3,Sun,0,1,0,0,0,SmitBr00
Takeo Spikes,RILB,22.283,1999-09-26,NFL,CIN,@,CAR,L 3-27,3,3,Sun,,1,0,,,SpikTa00
Van Tuinei,DE,28.222,1999-09-26,NFL,CHI,@,OAK,L 17-24,3,3,Sun,,1,1,,,TuinVa20
Nate Wayne,LB,24.257,1999-09-26,NFL,DEN,@,TAM,L 10-13,3,3,Sun,,1,0,,,WaynNa20
Rob Fredrickson,LLB,28.137,1999-09-27,NFL,ARI,,SFO,L 10-24,3,3,Mon,,1,0,,,FredRo20
Darnell Walker,LCB,29.253,1999-09-27,NFL,SFO,@,ARI,W 24-10,3,3,Mon,0,1,0,0,0,WalkDa20
Lee Woodall,LOLB,29.331,1999-09-27,NFL,SFO,@,ARI,W 24-10,3,3,Mon,,1,0,,,WoodLe00
Michael Bates,RB,29.288,1999-10-03,NFL,CAR,@,WAS,L 36-38,4,4,Sun,0,1,0,0,0,BateMi00
Aaron Beasley,RCB,26.088,1999-10-03,NFL,JAX,@,PIT,W 17-3,4,4,Sun,0,1,0,0,0,BeasAa20
Peter Boulware,LB,24.289,1999-10-03,NFL,BAL,@,ATL,W 19-13,4,4,Sun,0,1,0,0,0,BoulPe00
Tony Brackens,LDE,24.281,1999-10-03,NFL,JAX,@,PIT,W 17-3,4,4,Sun,0,3,1,0,0,BracTo00
Rob Burnett,DE,32.037,1999-10-03,NFL,BAL,@,ATL,W 19-13,4,4,Sun,,1,0,,,BurnRo00
Brian Dawkins*,S,25.355,1999-10-03,NFL,PHI,@,NYG,L 15-16,4,4,Sun,,2,0,,,DawkBr00
