Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
Rob Bironas,K,33.232,2011-09-18,NFL,TEN,,BAL,W 26-13,2,2,Sun,2,2,100.0,4,5,80.0,,,0,14,bironrob01
Matt Bryant,K,36.112,2011-09-18,NFL,ATL,,PHI,W 35-31,2,2,Sun,5,5,100.0,,,,,,0,5,bryanmat01
Dan Carpenter,K,25.297,2011-09-18,NFL,MIA,,HOU,L 13-23,2,2,Sun,1,1,100.0,2,4,50.0,,,0,7,CarpDa44
Mason Crosby,K,27.015,2011-09-18,NFL,GNB,@,CAR,W 30-23,2,2,Sun,3,3,100.0,3,3,100.0,,,0,12,CrosMa20
Billy Cundiff,K,31.172,2011-09-18,NFL,BAL,@,TEN,L 13-26,2,2,Sun,1,1,100.0,2,2,100.0,,,0,7,cundibil01
Phil Dawson,K,36.238,2011-09-18,NFL,CLE,@,IND,W 27-19,2,2,Sun,3,3,100.0,2,2,100.0,,,0,9,dawsophi01
Jay Feely,K,35.118,2011-09-18,NFL,ARI,@,WAS,L 21-22,2,2,Sun,3,3,100.0,,,,,,0,3,feelyjay01
Nick Folk,K,26.317,2011-09-18,NFL,NYJ,,JAX,W 32-3,2,2,Sun,3,3,100.0,3,3,100.0,,,0,12,FolkNi20
Graham Gano,K,24.162,2011-09-18,NFL,WAS,,ARI,W 22-21,2,2,Sun,1,1,100.0,3,4,75.0,,,0,10,GanoGr44
Stephen Gostkowski,K,27.233,2011-09-18,NFL,NWE,,SDG,W 35-21,2,2,Sun,3,3,100.0,2,2,100.0,,,0,9,GostSt20
Robbie Gould,K,28.286,2011-09-18,NFL,CHI,@,NOR,L 13-30,2,2,Sun,1,1,100.0,2,2,100.0,,,0,7,gouldrob01
Jason Hanson,K,41.093,2011-09-18,NFL,DET,,KAN,W 48-3,2,2,Sun,6,6,100.0,2,2,100.0,,,0,12,hansojas01
Alex Henery,K/P,24.031,2011-09-18,NFL,PHI,@,ATL,L 31-35,2,2,Sun,4,4,100.0,1,2,50.0,,,0,7,HeneAl00
Sebastian Janikowski,K,33.200,2011-09-18,NFL,OAK,@,BUF,L 35-38,2,2,Sun,5,5,100.0,,,,,,0,5,janikseb01
John Kasay,K,41.326,2011-09-18,NFL,NOR,,CHI,W 30-13,2,2,Sun,3,3,100.0,3,3,100.0,,,0,12,kasayjoh01
Rian Lindell,K,34.241,2011-09-18,NFL,BUF,,OAK,W 38-35,2,2,Sun,5,5,100.0,1,2,50.0,,,0,8,linderia01
Ryan Longwell,K,37.033,2011-09-18,NFL,MIN,,TAM,L 20-24,2,2,Sun,2,2,100.0,2,2,100.0,,,0,8,longwrya01
Olindo Mare,K,38.104,2011-09-18,NFL,CAR,,GNB,L 23-30,2,2,Sun,2,2,100.0,3,3,100.0,,,0,11,marexoli01
Nick Novak,K,30.028,2011-09-18,NFL,SDG,@,NWE,L 21-35,2,2,Sun,3,3,100.0,,,,,,0,3,novaknic01
Mike Nugent,K,29.200,2011-09-18,NFL,CIN,@,DEN,L 22-24,2,2,Sun,1,1,100.0,3,3,100.0,,,0,10,nugenmik01
Matt Prater,K,27.039,2011-09-18,NFL,DEN,,CIN,W 24-22,2,2,Sun,3,3,100.0,1,1,100.0,,,0,6,PratMa20
Neil Rackers,K,35.033,2011-09-18,NFL,HOU,@,MIA,W 23-13,2,2,Sun,2,2,100.0,3,3,100.0,,,0,11,rackenei01
Shaun Suisham,K,29.263,2011-09-18,NFL,PIT,,SEA,W 24-0,2,2,Sun,3,3,100.0,1,2,50.0,,,0,6,suishsha01
Adam Vinatieri,K,38.264,2011-09-18,NFL,IND,,CLE,L 19-27,2,2,Sun,1,1,100.0,4,4,100.0,,,0,13,vinatada01
Josh Brown,K,32.143,2011-09-19,NFL,STL,@,NYG,L 16-28,2,2,Mon,1,1,100.0,3,3,100.0,,,0,10,brownjos01
Lawrence Tynes,PK,33.139,2011-09-19,NFL,NYG,,STL,W 28-16,2,2,Mon,4,4,100.0,,,,,,0,4,tyneslaw01
David Akers,K,36.290,2011-09-25,NFL,SFO,@,CIN,W 13-8,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,akersdav01
Connor Barth,K,25.167,2011-09-25,NFL,TAM,,ATL,W 16-13,3,3,Sun,1,1,100.0,3,3,100.0,,,0,10,barthco01
Rob Bironas,K,33.239,2011-09-25,NFL,TEN,,DEN,W 17-14,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,bironrob01
Josh Brown,K,32.149,2011-09-25,NFL,STL,,BAL,L 7-37,3,3,Sun,1,1,100.0,,,,,,0,1,brownjos01
Matt Bryant,K,36.119,2011-09-25,NFL,ATL,@,TAM,L 13-16,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,bryanmat01
Dan Carpenter,K,25.304,2011-09-25,NFL,MIA,@,CLE,L 16-17,3,3,Sun,1,1,100.0,3,4,75.0,,,0,10,CarpDa44
Mason Crosby,K,27.022,2011-09-25,NFL,GNB,@,CHI,W 27-17,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,CrosMa20
Billy Cundiff,K,31.179,2011-09-25,NFL,BAL,@,STL,W 37-7,3,3,Sun,4,4,100.0,3,5,60.0,,,0,13,cundibil01
Phil Dawson,K,36.245,2011-09-25,NFL,CLE,,MIA,W 17-16,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,dawsophi01
Jay Feely,K,35.125,2011-09-25,NFL,ARI,@,SEA,L 10-13,3,3,Sun,1,1,100.0,1,3,33.3,,,0,4,feelyjay01
Nick Folk,K,26.324,2011-09-25,NFL,NYJ,@,OAK,L 24-34,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,FolkNi20
Stephen Gostkowski,K,27.240,2011-09-25,NFL,NWE,@,BUF,L 31-34,3,3,Sun,4,4,100.0,1,1,100.0,,,0,7,GostSt20
Robbie Gould,K,28.293,2011-09-25,NFL,CHI,,GNB,L 17-27,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,gouldrob01
Jason Hanson,K,41.100,2011-09-25,NFL,DET,@,MIN,W 26-23,3,3,Sun,2,2,100.0,4,4,100.0,,,0,14,hansojas01
Stephen Hauschka,K,26.088,2011-09-25,NFL,SEA,,ARI,W 13-10,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,HausSt00
Alex Henery,K/P,24.038,2011-09-25,NFL,PHI,,NYG,L 16-29,3,3,Sun,1,1,100.0,3,3,100.0,,,0,10,HeneAl00
Sebastian Janikowski,K,33.207,2011-09-25,NFL,OAK,,NYJ,W 34-24,3,3,Sun,4,4,100.0,2,3,66.7,,,0,10,janikseb01
John Kasay,K,41.333,2011-09-25,NFL,NOR,,HOU,W 40-33,3,3,Sun,3,3,100.0,1,1,100.0,,,0,6,kasayjoh01
Rian Lindell,K,34.248,2011-09-25,NFL,BUF,,NWE,W 34-31,3,3,Sun,4,4,100.0,2,2,100.0,,,0,10,linderia01
Ryan Longwell,K,37.040,2011-09-25,NFL,MIN,,DET,L 23-26,3,3,Sun,2,2,100.0,3,3,100.0,,,0,11,longwrya01
Nick Novak,K,30.035,2011-09-25,NFL,SDG,,KAN,W 20-17,3,3,Sun,2,2,100.0,2,2,100.0,,,0,8,novaknic01
Matt Prater,K,27.046,2011-09-25,NFL,DEN,@,TEN,L 14-17,3,3,Sun,2,2,100.0,,,,,,0,2,PratMa20
Neil Rackers,K,35.040,2011-09-25,NFL,HOU,@,NOR,L 33-40,3,3,Sun,3,3,100.0,4,4,100.0,,,0,15,rackenei01
Josh Scobee,K,29.094,2011-09-25,NFL,JAX,@,CAR,L 10-16,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,scobejos01
Ryan Succop,K,25.006,2011-09-25,NFL,KAN,@,SDG,L 17-20,3,3,Sun,2,2,100.0,1,2,50.0,,,0,5,SuccRy44
Shaun Suisham,K,29.270,2011-09-25,NFL,PIT,@,IND,W 23-20,3,3,Sun,2,2,100.0,3,4,75.0,,,0,11,suishsha01
Lawrence Tynes,PK,33.145,2011-09-25,NFL,NYG,@,PHI,W 29-16,3,3,Sun,3,3,100.0,,,,,,0,3,tyneslaw01
Adam Vinatieri,K,38.271,2011-09-25,NFL,IND,,PIT,L 20-23,3,3,Sun,2,2,100.0,2,2,100.0,,,0,8,vinatada01
Graham Gano,K,24.170,2011-09-26,NFL,WAS,@,DAL,L 16-18,3,3,Mon,1,1,100.0,3,4,75.0,,,0,10,GanoGr44
David Akers,K,36.297,2011-10-02,NFL,SFO,@,PHI,W 24-23,4,4,Sun,3,3,100.0,1,3,33.3,,,0,6,akersdav01
Dan Bailey,K,23.249,2011-10-02,NFL,DAL,,DET,L 30-34,4,4,Sun,3,3,100.0,3,3,100.0,,,0,12,BailDa00
Rob Bironas,K,33.246,2011-10-02,NFL,TEN,@,CLE,W 31-13,4,4,Sun,4,4,100.0,1,1,100.0,,,0,7,bironrob01
Josh Brown,K,32.156,2011-10-02,NFL,STL,,WAS,L 10-17,4,4,Sun,1,1,100.0,1,1,100.0,,,0,4,brownjos01
Matt Bryant,K,36.126,2011-10-02,NFL,ATL,@,SEA,W 30-28,4,4,Sun,3,3,100.0,3,3,100.0,,,0,12,bryanmat01
Dan Carpenter,K,25.311,2011-10-02,NFL,MIA,@,SDG,L 16-26,4,4,Sun,1,1,100.0,3,3,100.0,,,0,10,CarpDa44
Mason Crosby,K,27.029,2011-10-02,NFL,GNB,,DEN,W 49-23,4,4,Sun,7,7,100.0,,,,,,0,7,CrosMa20
Billy Cundiff,K,31.186,2011-10-02,NFL,BAL,,NYJ,W 34-17,4,4,Sun,4,4,100.0,2,2,100.0,,,0,10,cundibil01
Phil Dawson,K,36.252,2011-10-02,NFL,CLE,,TEN,L 13-31,4,4,Sun,1,1,100.0,2,2,100.0,,,0,7,dawsophi01
Jay Feely,K,35.132,2011-10-02,NFL,ARI,,NYG,L 27-31,4,4,Sun,3,3,100.0,2,2,100.0,,,0,9,feelyjay01
Nick Folk,K,26.331,2011-10-02,NFL,NYJ,@,BAL,L 17-34,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,FolkNi20
Graham Gano,K,24.176,2011-10-02,NFL,WAS,@,STL,W 17-10,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,GanoGr44
Stephen Gostkowski,K,27.247,2011-10-02,NFL,NWE,@,OAK,W 31-19,4,4,Sun,4,4,100.0,1,1,100.0,,,0,7,GostSt20
Robbie Gould,K,28.300,2011-10-02,NFL,CHI,,CAR,W 34-29,4,4,Sun,4,4,100.0,2,2,100.0,,,0,10,gouldrob01
Jason Hanson,K,41.107,2011-10-02,NFL,DET,@,DAL,W 34-30,4,4,Sun,4,4,100.0,2,2,100.0,,,0,10,hansojas01
Stephen Hauschka,K,26.095,2011-10-02,NFL,SEA,,ATL,L 28-30,4,4,Sun,4,4,100.0,,1,0.0,,,0,4,HausSt00
Alex Henery,K/P,24.045,2011-10-02,NFL,PHI,,SFO,L 23-24,4,4,Sun,2,2,100.0,3,5,60.0,,,0,11,HeneAl00
Sebastian Janikowski,K,33.214,2011-10-02,NFL,OAK,,NWE,L 19-31,4,4,Sun,1,1,100.0,2,2,100.0,,,0,7,janikseb01
John Kasay,K,41.340,2011-10-02,NFL,NOR,@,JAX,W 23-10,4,4,Sun,2,2,100.0,3,5,60.0,,,0,11,kasayjoh01
Rian Lindell,K,34.255,2011-10-02,NFL,BUF,@,CIN,L 20-23,4,4,Sun,2,2,100.0,2,2,100.0,,,0,8,linderia01
Ryan Longwell,K,37.047,2011-10-02,NFL,MIN,@,KAN,L 17-22,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,longwrya01
Olindo Mare,K,38.118,2011-10-02,NFL,CAR,@,CHI,L 29-34,4,4,Sun,2,2,100.0,3,5,60.0,,,0,11,marexoli01
Nick Novak,K,30.042,2011-10-02,NFL,SDG,,MIA,W 26-16,4,4,Sun,2,2,100.0,4,4,100.0,,,0,14,novaknic01
Mike Nugent,K,29.214,2011-10-02,NFL,CIN,,BUF,W 23-20,4,4,Sun,2,2,100.0,3,3,100.0,,,0,11,nugenmik01
Matt Prater,K,27.053,2011-10-02,NFL,DEN,@,GNB,L 23-49,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,PratMa20
Neil Rackers,K,35.047,2011-10-02,NFL,HOU,,PIT,W 17-10,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,rackenei01
Josh Scobee,PK,29.101,2011-10-02,NFL,JAX,,NOR,L 10-23,4,4,Sun,1,1,100.0,1,1,100.0,,,0,4,scobejos01
Ryan Succop,K,25.013,2011-10-02,NFL,KAN,,MIN,W 22-17,4,4,Sun,1,1,100.0,5,5,100.0,,,0,16,SuccRy44
Shaun Suisham,K,29.277,2011-10-02,NFL,PIT,@,HOU,L 10-17,4,4,Sun,1,1,100.0,1,2,50.0,,,0,4,suishsha01
Lawrence Tynes,PK,33.152,2011-10-02,NFL,NYG,@,ARI,W 31-27,4,4,Sun,4,4,100.0,1,1,100.0,,,0,7,tyneslaw01
Connor Barth,K,25.175,2011-10-03,NFL,TAM,,IND,W 24-17,4,4,Mon,3,3,100.0,1,2,50.0,,,0,6,barthco01
Adam Vinatieri,K,38.279,2011-10-03,NFL,IND,@,TAM,L 17-24,4,4,Mon,2,2,100.0,1,2,50.0,,,0,5,vinatada01
David Akers,K,36.304,2011-10-09,NFL,SFO,,TAM,W 48-3,5,5,Sun,6,6,100.0,2,2,100.0,,,0,12,akersdav01
Rob Bironas,K,33.253,2011-10-09,NFL,TEN,@,PIT,L 17-38,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,bironrob01
Matt Bryant,K,36.133,2011-10-09,NFL,ATL,,GNB,L 14-25,5,5,Sun,2,2,100.0,,,,,,0,2,bryanmat01
Mason Crosby,K,27.036,2011-10-09,NFL,GNB,@,ATL,W 25-14,5,5,Sun,1,1,100.0,4,4,100.0,,,0,13,CrosMa20
Jay Feely,K,35.139,2011-10-09,NFL,ARI,@,MIN,L 10-34,5,5,Sun,1,1,100.0,1,1,100.0,,,0,4,feelyjay01
Nick Folk,K,26.338,2011-10-09,NFL,NYJ,@,NWE,L 21-30,5,5,Sun,3,3,100.0,,,,,,0,3,FolkNi20
Stephen Gostkowski,K,27.254,2011-10-09,NFL,NWE,,NYJ,W 30-21,5,5,Sun,3,3,100.0,3,3,100.0,,,0,12,GostSt20
Stephen Hauschka,K,26.102,2011-10-09,NFL,SEA,@,NYG,W 36-25,5,5,Sun,4,4,100.0,2,2,100.0,,,0,10,HausSt00
Alex Henery,K/P,24.052,2011-10-09,NFL,PHI,@,BUF,L 24-31,5,5,Sun,3,3,100.0,1,1,100.0,,,0,6,HeneAl00
Sebastian Janikowski,K,33.221,2011-10-09,NFL,OAK,@,HOU,W 25-20,5,5,Sun,1,1,100.0,4,4,100.0,,,0,13,janikseb01
John Kasay,K,41.347,2011-10-09,NFL,NOR,@,CAR,W 30-27,5,5,Sun,3,3,100.0,3,3,100.0,,,0,12,kasayjoh01
Rian Lindell,K,34.262,2011-10-09,NFL,BUF,,PHI,W 31-24,5,5,Sun,4,4,100.0,1,1,100.0,,,0,7,linderia01
Ryan Longwell,K,37.054,2011-10-09,NFL,MIN,,ARI,W 34-10,5,5,Sun,4,4,100.0,2,3,66.7,,,0,10,longwrya01
Olindo Mare,K,38.125,2011-10-09,NFL,CAR,,NOR,L 27-30,5,5,Sun,3,4,75.0,,,,,,0,3,marexoli01
Nick Novak,K,30.049,2011-10-09,NFL,SDG,@,DEN,W 29-24,5,5,Sun,2,2,100.0,5,5,100.0,,,0,17,novaknic01
Mike Nugent,K,29.221,2011-10-09,NFL,CIN,@,JAX,W 30-20,5,5,Sun,3,4,75.0,1,1,100.0,,,0,6,nugenmik01
Matt Prater,K,27.060,2011-10-09,NFL,DEN,,SDG,L 24-29,5,5,Sun,1,1,100.0,1,1,100.0,,,0,4,PratMa20
Neil Rackers,K,35.054,2011-10-09,NFL,HOU,,OAK,L 20-25,5,5,Sun,2,2,100.0,2,3,66.7,,,0,8,rackenei01
Josh Scobee,PK,29.108,2011-10-09,NFL,JAX,,CIN,L 20-30,5,5,Sun,2,2,100.0,2,2,100.0,,,0,8,scobejos01
Ryan Succop,K,25.020,2011-10-09,NFL,KAN,@,IND,W 28-24,5,5,Sun,4,4,100.0,,,,,,0,4,SuccRy44
Shaun Suisham,K,29.284,2011-10-09,NFL,PIT,,TEN,W 38-17,5,5,Sun,5,5,100.0,1,1,100.0,,,0,8,suishsha01
Lawrence Tynes,PK,33.159,2011-10-09,NFL,NYG,,SEA,L 25-36,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,tyneslaw01
Adam Vinatieri,K,38.285,2011-10-09,NFL,IND,,KAN,L 24-28,5,5,Sun,3,3,100.0,1,1,100.0,,,0,6,vinatada01
Robbie Gould,K,28.308,2011-10-10,NFL,CHI,@,DET,L 13-24,5,5,Mon,1,1,100.0,2,2,100.0,,,0,7,gouldrob01
Jason Hanson,K,41.115,2011-10-10,NFL,DET,,CHI,W 24-13,5,5,Mon,3,3,100.0,1,1,100.0,,,0,6,hansojas01
David Akers,K,36.311,2011-10-16,NFL,SFO,@,DET,W 25-19,6,6,Sun,2,2,100.0,3,3,100.0,,,0,11,akersdav01
Dan Bailey,K,23.263,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,1,1,100.0,3,3,100.0,,,0,10,BailDa00
Connor Barth,K,25.188,2011-10-16,NFL,TAM,,NOR,W 26-20,6,6,Sun,2,2,100.0,4,5,80.0,,,0,14,barthco01
Matt Bryant,K,36.140,2011-10-16,NFL,ATL,,CAR,W 31-17,6,6,Sun,4,4,100.0,1,1,100.0,,,0,7,bryanmat01
Mason Crosby,K,27.043,2011-10-16,NFL,GNB,,STL,W 24-3,6,6,Sun,3,3,100.0,1,1,100.0,,,0,6,CrosMa20
Billy Cundiff,K,31.200,2011-10-16,NFL,BAL,,HOU,W 29-14,5,6,Sun,2,2,100.0,5,5,100.0,,,0,17,cundibil01
Phil Dawson,K,36.266,2011-10-16,NFL,CLE,@,OAK,L 17-24,5,6,Sun,2,2,100.0,1,1,100.0,,,0,5,dawsophi01
Graham Gano,K,24.190,2011-10-16,NFL,WAS,,PHI,L 13-20,5,6,Sun,1,1,100.0,2,2,100.0,,,0,7,GanoGr44
Stephen Gostkowski,K,27.261,2011-10-16,NFL,NWE,,DAL,W 20-16,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,GostSt20
Robbie Gould,K,28.314,2011-10-16,NFL,CHI,,MIN,W 39-10,6,6,Sun,4,4,100.0,3,3,100.0,,,0,13,gouldrob01
Jason Hanson,K,41.121,2011-10-16,NFL,DET,,SFO,L 19-25,6,6,Sun,1,1,100.0,2,3,66.7,,,0,7,hansojas01
Alex Henery,K/P,24.059,2011-10-16,NFL,PHI,@,WAS,W 20-13,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,HeneAl00
Sebastian Janikowski,K,33.228,2011-10-16,NFL,OAK,,CLE,W 24-17,6,6,Sun,3,3,100.0,1,1,100.0,,,0,6,janikseb01
John Kasay,K,41.354,2011-10-16,NFL,NOR,@,TAM,L 20-26,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,kasayjoh01
Rian Lindell,K,34.269,2011-10-16,NFL,BUF,@,NYG,L 24-27,6,6,Sun,3,3,100.0,1,1,100.0,,,0,6,linderia01
Ryan Longwell,K,37.061,2011-10-16,NFL,MIN,@,CHI,L 10-39,6,6,Sun,1,1,100.0,1,2,50.0,,,0,4,longwrya01
Olindo Mare,K,38.132,2011-10-16,NFL,CAR,@,ATL,L 17-31,6,6,Sun,2,2,100.0,1,1,100.0,,,0,5,marexoli01
Mike Nugent,K,29.228,2011-10-16,NFL,CIN,,IND,W 27-17,6,6,Sun,3,3,100.0,2,3,66.7,,,0,9,nugenmik01
Neil Rackers,K,35.061,2011-10-16,NFL,HOU,@,BAL,L 14-29,6,6,Sun,2,2,100.0,,,,,,0,2,rackenei01
Josh Scobee,PK,29.115,2011-10-16,NFL,JAX,@,PIT,L 13-17,6,6,Sun,1,1,100.0,2,2,100.0,,,0,7,scobejos01
Shaun Suisham,K,29.291,2011-10-16,NFL,PIT,,JAX,W 17-13,6,6,Sun,2,2,100.0,1,2,50.0,,,0,5,suishsha01
Lawrence Tynes,PK,33.166,2011-10-16,NFL,NYG,,BUF,W 27-24,6,6,Sun,3,3,100.0,2,3,66.7,,,0,9,tyneslaw01
Adam Vinatieri,K,38.292,2011-10-16,NFL,IND,@,CIN,L 17-27,6,6,Sun,2,2,100.0,1,2,50.0,,,0,5,vinatada01
Nick Folk,K,26.346,2011-10-17,NFL,NYJ,,MIA,W 24-6,6,6,Mon,3,3,100.0,1,1,100.0,,,0,6,FolkNi20
Dan Bailey,K,23.270,2011-10-23,NFL,DAL,,STL,W 34-7,6,7,Sun,4,4,100.0,2,2,100.0,,,0,10,BailDa00
Connor Barth,K,25.195,2011-10-23,NFL,TAM,,CHI,L 18-24,7,7,Sun,1,1,100.0,1,1,100.0,,,0,4,barthco01
Rob Bironas,K,33.267,2011-10-23,NFL,TEN,,HOU,L 7-41,6,7,Sun,1,1,100.0,,,,,,0,1,bironrob01
Josh Brown,K,32.177,2011-10-23,NFL,STL,@,DAL,L 7-34,6,7,Sun,1,1,100.0,,,,,,0,1,brownjos01
Matt Bryant,K,36.147,2011-10-23,NFL,ATL,@,DET,W 23-16,7,7,Sun,2,2,100.0,3,3,100.0,,,0,11,bryanmat01
Mason Crosby,K,27.050,2011-10-23,NFL,GNB,@,MIN,W 33-27,7,7,Sun,3,3,100.0,4,4,100.0,,,0,15,CrosMa20
Jay Feely,K,35.153,2011-10-23,NFL,ARI,,PIT,L 20-32,6,7,Sun,2,2,100.0,,,,,,0,2,feelyjay01
Nick Folk,K,26.352,2011-10-23,NFL,NYJ,,SDG,W 27-21,7,7,Sun,3,3,100.0,2,2,100.0,,,0,9,FolkNi20
Graham Gano,K,24.197,2011-10-23,NFL,WAS,@,CAR,L 20-33,6,7,Sun,2,2,100.0,2,2,100.0,,,0,8,GanoGr44
Robbie Gould,K,28.321,2011-10-23,NFL,CHI,@,TAM,W 24-18,7,7,Sun,3,3,100.0,1,2,50.0,,,0,6,gouldrob01
Jason Hanson,K,41.128,2011-10-23,NFL,DET,,ATL,L 16-23,7,7,Sun,1,1,100.0,3,3,100.0,,,0,10,hansojas01
