Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Mike Adams,SS,32.165,2013-09-05,NFL,DEN,,BAL,W 49-27,1,1,Thu,0,0,0,1,AdamMi21
Tony Carter,LCB,27.104,2013-09-05,NFL,DEN,,BAL,W 49-27,1,1,Thu,0,0,0,3,CartTo99
Chris Harris,CB,24.079,2013-09-05,NFL,DEN,,BAL,W 49-27,1,1,Thu,1,0,0,1,HarrCh01
James Ihedigbo,SS,29.276,2013-09-05,NFL,BAL,@,DEN,L 27-49,1,1,Thu,0,0,0,1,IhedJa00
Duke Ihenacho,SS,24.081,2013-09-05,NFL,DEN,,BAL,W 49-27,1,1,Thu,0,0,0,1,IhenDu00
Rahim Moore,FS,23.206,2013-09-05,NFL,DEN,,BAL,W 49-27,1,1,Thu,0,0,0,1,MoorRa00
Daryl Smith,MIKE,31.175,2013-09-05,NFL,BAL,@,DEN,L 27-49,1,1,Thu,0,0,0,2,SmitDa24
Jimmy Smith,RCB,25.041,2013-09-05,NFL,BAL,@,DEN,L 27-49,1,1,Thu,0,0,0,1,SmitJi03
Danny Trevathan,WLB,23.165,2013-09-05,NFL,DEN,,BAL,W 49-27,1,1,Thu,1,29,0,2,TrevDa00
Lardarius Webb,LCB,27.328,2013-09-05,NFL,BAL,@,DEN,L 27-49,1,1,Thu,0,0,0,1,WebbLa99
Kayvon Webster,CB,22.216,2013-09-05,NFL,DEN,,BAL,W 49-27,1,1,Thu,0,0,0,1,WebsKa00
Wesley Woodyard,MLB,27.046,2013-09-05,NFL,DEN,,BAL,W 49-27,1,1,Thu,0,0,0,1,WoodWe20
Husain Abdullah,S,28.043,2013-09-08,NFL,KAN,@,JAX,W 28-2,1,1,Sun,0,0,0,1,AbduHu99
Lorenzo Alexander,WILL,30.100,2013-09-08,NFL,ARI,@,STL,L 24-27,1,1,Sun,0,0,0,1,AlexLo99
Robert Alford,CB,24.311,2013-09-08,NFL,ATL,@,NOR,L 17-23,1,1,Sun,1,0,0,2,AlfoRo00
Jared Allen,RDE,31.158,2013-09-08,NFL,MIN,@,DET,L 24-34,1,1,Sun,0,0,0,2,AlleJa22
Will Allen,SS,31.083,2013-09-08,NFL,DAL,,NYG,W 36-31,1,1,Sun,1,13,0,2,AlleWi21
Prince Amukamara,RCB,24.094,2013-09-08,NFL,NYG,@,DAL,L 31-36,1,1,Sun,0,0,0,1,AmukPr00
James Anderson,SLB,29.347,2013-09-08,NFL,CHI,,CIN,W 24-21,1,1,Sun,0,0,0,2,AndeJa21
Kyle Arrington,DB,27.027,2013-09-08,NFL,NWE,@,BUF,W 23-21,1,1,Sun,0,0,0,1,ArriKy00
Nnamdi Asomugha,NB,32.064,2013-09-08,NFL,SFO,,GNB,W 34-28,1,1,Sun,0,0,0,1,AsomNn20
Alan Ball,RCB,28.163,2013-09-08,NFL,JAX,,KAN,L 2-28,1,1,Sun,0,0,0,1,BallAl99
Chris Banjo,S,23.194,2013-09-08,NFL,GNB,@,SFO,L 28-34,1,1,Sun,0,0,0,1,BanjCh00
Bill Bentley,CB,24.115,2013-09-08,NFL,DET,,MIN,W 34-24,1,1,Sun,0,0,0,1,BentBi00
Antoine Bethea,SS,29.043,2013-09-08,NFL,IND,,OAK,W 21-17,1,1,Sun,1,2,0,1,BethAn20
Will Blackmon,CB,28.316,2013-09-08,NFL,JAX,,KAN,L 2-28,1,1,Sun,0,0,0,1,BlacWi20
NaVorro Bowman,ILB,25.164,2013-09-08,NFL,SFO,,GNB,W 34-28,1,1,Sun,0,0,0,1,BowmNa99
Nigel Bradham,OLB,24.004,2013-09-08,NFL,BUF,,NWE,L 21-23,1,1,Sun,0,0,0,1,BradNi00
Lance Briggs,WLB,32.300,2013-09-08,NFL,CHI,,CIN,W 24-21,1,1,Sun,0,0,0,1,BrigLa99
Jasper Brinkley,ILB,28.058,2013-09-08,NFL,ARI,@,STL,L 24-27,1,1,Sun,0,0,0,1,BrinJa99
Ahmad Brooks,OLB,29.178,2013-09-08,NFL,SFO,,GNB,W 34-28,1,1,Sun,0,0,0,1,BrooAh21
Zach Brown,WLB,23.320,2013-09-08,NFL,TEN,@,PIT,W 16-9,1,1,Sun,0,0,0,1,BrowZa00
Vontaze Burfict,WLB,22.349,2013-09-08,NFL,CIN,@,CHI,L 21-24,1,1,Sun,1,12,0,1,BurfVo00
Kevin Burnett,SLB,30.258,2013-09-08,NFL,OAK,@,IND,L 17-21,1,1,Sun,0,0,0,1,BurnKe20
Brandon Carr,LCB,27.112,2013-09-08,NFL,DAL,,NYG,W 36-31,1,1,Sun,1,49,1,1,CarrBr99
Nolan Carroll,CB,26.235,2013-09-08,NFL,MIA,@,CLE,W 23-10,1,1,Sun,1,0,0,1,CarrNo00
Chris Clemons,S,27.358,2013-09-08,NFL,MIA,@,CLE,W 23-10,1,1,Sun,0,0,0,1,ClemCh97
Chris Cook,RCB,26.205,2013-09-08,NFL,MIN,@,DET,L 24-34,1,1,Sun,0,0,0,1,CookCh99
Karlos Dansby,ILB,31.309,2013-09-08,NFL,ARI,@,STL,L 24-27,1,1,Sun,0,0,0,1,DansKa20
Marcell Dareus,DT,23.179,2013-09-08,NFL,BUF,,NWE,L 21-23,1,1,Sun,0,0,0,1,DareMa00
Lavonte David,WLB,23.228,2013-09-08,NFL,TAM,@,NYJ,L 17-18,1,1,Sun,1,7,0,2,DaviLa00
Quintin Demps,S,28.071,2013-09-08,NFL,KAN,@,JAX,W 28-2,1,1,Sun,0,0,0,2,DempQu99
Alfonzo Dennard,RCB,23.364,2013-09-08,NFL,NWE,@,BUF,W 23-21,1,1,Sun,0,0,0,1,DennAl00
Carlos Dunlap,LDE,24.192,2013-09-08,NFL,CIN,@,CHI,L 21-24,1,1,Sun,0,0,0,1,DunlCa99
Fred Evans,NT,29.306,2013-09-08,NFL,MIN,@,DET,L 24-34,1,1,Sun,0,0,0,1,EvanFr21
Brandon Flowers,LCB,27.202,2013-09-08,NFL,KAN,@,JAX,W 28-2,1,1,Sun,1,32,0,2,FlowBr99
Sharrif Floyd,DT,21.103,2013-09-08,NFL,MIN,@,DET,L 24-34,1,1,Sun,0,0,0,1,FloySh00
William Gay,CB,28.250,2013-09-08,NFL,PIT,,TEN,L 9-16,1,1,Sun,0,0,0,2,GayxWi99
Tashaun Gipson,FS,23.032,2013-09-08,NFL,CLE,,MIA,L 10-23,1,1,Sun,1,29,0,1,GipsTa00
Steve Gregory,S,30.243,2013-09-08,NFL,NWE,@,BUF,W 23-21,1,1,Sun,0,0,0,1,GregSt20
Brent Grimes,CB,30.051,2013-09-08,NFL,MIA,@,CLE,W 23-10,1,1,Sun,0,0,0,1,GrimBr20
Joe Haden,LCB,24.147,2013-09-08,NFL,CLE,,MIA,L 10-23,1,1,Sun,0,0,0,1,HadeJo99
