Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Michael Boley,LB,30.012,2012-09-05,NFL,NYG,,DAL,L 17-24,1,1,Wed,1,51,0,1,BoleMi20
Brandon Carr,LCB,26.109,2012-09-05,NFL,DAL,@,NYG,W 24-17,1,1,Wed,0,0,0,1,CarrBr99
Michael Coe,RCB,28.263,2012-09-05,NFL,NYG,,DAL,L 17-24,1,1,Wed,0,0,0,1,CoexMi99
Corey Webster,LCB,30.187,2012-09-05,NFL,NYG,,DAL,L 17-24,1,1,Wed,0,0,0,1,WebsCo20
John Abraham,RDE,34.126,2012-09-09,NFL,ATL,@,KAN,W 40-24,1,1,Sun,0,0,0,1,AbraJo00
Michael Adams,CB,27.084,2012-09-09,NFL,ARI,,SEA,W 20-16,1,1,Sun,0,0,0,2,AdamMi98
Mike Adams,SS,31.169,2012-09-09,NFL,DEN,,PIT,W 31-19,1,1,Sun,0,0,0,2,AdamMi21
Frank Alexander,DE,22.267,2012-09-09,NFL,CAR,@,TAM,L 10-16,1,1,Sun,0,0,0,2,AlexFr00
Russell Allen,OLB,26.127,2012-09-09,NFL,JAX,@,MIN,L 23-26,1,1,Sun,0,0,0,1,AlleRu00
Kyle Arrington,RCB,26.028,2012-09-09,NFL,NWE,@,TEN,W 34-13,1,1,Sun,0,0,0,1,ArriKy00
Nnamdi Asomugha,RCB,31.065,2012-09-09,NFL,PHI,@,CLE,W 17-16,1,1,Sun,0,0,0,3,AsomNn20
Jonathan Babineaux,DT,30.333,2012-09-09,NFL,ATL,@,KAN,W 40-24,1,1,Sun,0,0,0,1,BabiJo20
Champ Bailey*,LCB,34.079,2012-09-09,NFL,DEN,,PIT,W 31-19,1,1,Sun,0,0,0,1,BailCh00
Ronde Barber,CB,37.155,2012-09-09,NFL,TAM,,CAR,W 16-10,1,1,Sun,1,24,0,2,BarbRo00
Mark Barron,SS,22.318,2012-09-09,NFL,TAM,,CAR,W 16-10,1,1,Sun,0,0,0,2,BarrMa00
Yeremiah Bell,S,34.190,2012-09-09,NFL,NYJ,,BUF,W 48-28,1,1,Sun,0,0,0,1,BellYe20
Eric Berry,SS,23.255,2012-09-09,NFL,KAN,,ATL,L 24-40,1,1,Sun,0,0,0,1,BerrEr99
Antoine Bethea,FS,28.044,2012-09-09,NFL,IND,@,CHI,L 21-41,1,1,Sun,0,0,0,2,BethAn20
Ahmad Black,FS,22.272,2012-09-09,NFL,TAM,,CAR,W 16-10,1,1,Sun,1,0,0,1,BlacAh00
Stephen Bowen,RDE,28.165,2012-09-09,NFL,WAS,@,NOR,W 40-32,1,1,Sun,0,0,0,2,BoweSt20
NaVorro Bowman,ILB,24.165,2012-09-09,NFL,SFO,@,GNB,W 30-22,1,1,Sun,1,11,0,2,BowmNa99
Brandon Boykin,CB,22.058,2012-09-09,NFL,PHI,@,CLE,W 17-16,1,1,Sun,0,0,0,1,BoykBr00
Tarell Brown,RCB,27.247,2012-09-09,NFL,SFO,@,GNB,W 30-22,1,1,Sun,0,0,0,1,BrowTa99
Red Bryant,LDE,28.144,2012-09-09,NFL,SEA,@,ARI,L 16-20,1,1,Sun,0,0,0,2,BryaRe99
Kevin Burnett,LOLB,29.260,2012-09-09,NFL,MIA,@,HOU,L 10-30,1,1,Sun,0,0,0,1,BurnKe20
Calais Campbell,DE,26.008,2012-09-09,NFL,ARI,,SEA,W 20-16,1,1,Sun,0,0,0,1,CampCa99
Kam Chancellor,SS,24.159,2012-09-09,NFL,SEA,@,ARI,L 16-20,1,1,Sun,0,0,0,1,ChanKa99
Kurt Coleman,FS,24.070,2012-09-09,NFL,PHI,@,CLE,W 17-16,1,1,Sun,2,13,0,2,ColeKu99
Chris Conte,FS,23.199,2012-09-09,NFL,CHI,,IND,W 41-21,1,1,Sun,1,35,0,2,ContCh00
Chris Cook,RCB,25.207,2012-09-09,NFL,MIN,,JAX,W 26-23,1,1,Sun,0,0,0,2,CookCh99
Antonio Cromartie,CB,28.147,2012-09-09,NFL,NYJ,,BUF,W 48-28,1,1,Sun,1,40,1,1,CromAn20
Chris Culliver,CB,24.023,2012-09-09,NFL,SFO,@,GNB,W 30-22,1,1,Sun,0,0,0,1,CullCh00
Brian Cushing,ILB,25.229,2012-09-09,NFL,HOU,,MIA,W 30-10,1,1,Sun,1,1,0,1,CushBr99
Reed Doughty,S,29.310,2012-09-09,NFL,WAS,@,NOR,W 40-32,1,1,Sun,1,1,0,1,DougRe20
Jo-Lonn Dunbar,WLB,27.180,2012-09-09,NFL,STL,@,DET,L 23-27,1,1,Sun,1,42,0,1,DunbJo20
Cortland Finnegan,LCB,28.220,2012-09-09,NFL,STL,@,DET,L 23-27,1,1,Sun,1,31,1,1,FinnCo20
Bradley Fletcher,CB,26.076,2012-09-09,NFL,STL,@,DET,L 23-27,1,1,Sun,0,0,0,2,FletBr99
London Fletcher,MLB,37.113,2012-09-09,NFL,WAS,@,NOR,W 40-32,1,1,Sun,0,0,0,1,FletLo20
Drayton Florence,CB,31.265,2012-09-09,NFL,DET,,STL,W 27-23,1,1,Sun,0,0,0,1,FlorDr20
Larry Foote,LILB,32.089,2012-09-09,NFL,PIT,@,DEN,L 19-31,1,1,Sun,0,0,0,1,FootLa20
L.J. Fort,SLB,22.250,2012-09-09,NFL,CLE,,PHI,L 16-17,1,1,Sun,1,10,0,2,FortL.00
Jerrell Freeman,WILL,26.131,2012-09-09,NFL,IND,@,CHI,L 21-41,1,1,Sun,1,4,1,1,FreeJe00
Chris Gamble,LCB,29.182,2012-09-09,NFL,CAR,@,TAM,L 10-16,1,1,Sun,0,0,0,1,GambCh20
William Gay,RCB,27.252,2012-09-09,NFL,ARI,,SEA,W 20-16,1,1,Sun,0,0,0,1,GayxWi99
DeJon Gomes,SS,22.297,2012-09-09,NFL,WAS,@,NOR,W 40-32,1,1,Sun,1,49,0,1,GomeDe00
Chad Greenway,SLB,29.241,2012-09-09,NFL,MIN,,JAX,W 26-23,1,1,Sun,0,0,0,2,GreeCh99
Cedric Griffin,CB,29.303,2012-09-09,NFL,WAS,@,NOR,W 40-32,1,1,Sun,0,0,0,2,GrifCe20
Joe Haden,LCB,23.148,2012-09-09,NFL,CLE,,PHI,L 16-17,1,1,Sun,1,50,0,2,HadeJo99
