Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fmb,Fumble Forced,FR,FR Yds,FR TD,unique_id
Tamba Hali,ROLB,29.330,2013-09-29,NFL,KAN,,NYG,W 31-7,4,4,Sun,0,1,0,0,0,HaliTa20
James Ihedigbo,SS,29.300,2013-09-29,NFL,BAL,@,BUF,L 20-23,4,4,Sun,0,1,0,0,0,IhedJa00
Leonard Johnson,RCB,23.183,2013-09-29,NFL,TAM,,ARI,L 10-13,4,4,Sun,0,1,0,0,0,JohnLe03
Ryan Kerrigan,LOLB,25.044,2013-09-29,NFL,WAS,@,OAK,W 24-14,4,4,Sun,0,1,0,0,0,KerrRy00
Karl Klug,DE/D,25.182,2013-09-29,NFL,TEN,,NYJ,W 38-13,4,4,Sun,0,1,1,0,1,KlugKa00
Corey Liuget,RDE,23.195,2013-09-29,NFL,SDG,,DAL,W 30-21,4,4,Sun,0,1,0,0,0,LiugCo00
Devin McCourty,S,26.047,2013-09-29,NFL,NWE,@,ATL,W 30-23,4,4,Sun,0,1,0,0,0,McCoDe99
Chris Owens,DB,26.302,2013-09-29,NFL,CLE,,CIN,W 17-6,4,4,Sun,0,1,1,0,0,OwenCh99
Julius Peppers,RDE,33.254,2013-09-29,NFL,CHI,@,DET,L 32-40,4,4,Sun,0,1,0,0,0,PeppJu99
Darrelle Revis,LCB,28.077,2013-09-29,NFL,TAM,,ARI,L 10-13,4,4,Sun,0,1,0,0,0,ReviDa99
Nick Roach,MLB,28.105,2013-09-29,NFL,OAK,,WAS,L 14-24,4,4,Sun,0,1,0,0,0,RoacNi99
Malcolm Smith,OLB,24.086,2013-09-29,NFL,SEA,@,HOU,W 23-20,4,4,Sun,0,1,0,0,0,SmitMa02
Ndamukong Suh,DT,26.266,2013-09-29,NFL,DET,,CHI,W 40-32,4,4,Sun,0,1,0,0,0,SuhxNd99
Earl Thomas,FS,24.145,2013-09-29,NFL,SEA,@,HOU,W 23-20,4,4,Sun,0,1,0,0,0,ThomEa99
Charles Tillman,RCB,32.218,2013-09-29,NFL,CHI,@,DET,L 32-40,4,4,Sun,0,1,0,0,0,TillCh20
Justin Tuggle,ILB,23.258,2013-09-29,NFL,HOU,,SEA,L 20-23,4,4,Sun,0,1,0,0,0,TuggJu00
Tahir Whitehead,LB,23.180,2013-09-29,NFL,DET,,CHI,W 40-32,4,4,Sun,0,1,0,0,0,WhitTa00
LaMarr Woodley,LOLB,28.330,2013-09-29,NFL,PIT,@,MIN,L 27-34,4,4,Sun,0,1,0,0,0,WoodLa99
Corey Wootton,LDE,26.099,2013-09-29,NFL,CHI,@,DET,L 32-40,4,4,Sun,0,1,1,1,0,WootCo99
Curtis Lofton,ILB,27.120,2013-09-30,NFL,NOR,,MIA,W 38-17,4,4,Mon,0,1,0,0,0,LoftCu99
Jimmy Wilson,S,27.062,2013-09-30,NFL,MIA,@,NOR,L 17-38,4,4,Mon,0,1,0,0,0,WilsJi00
Jerry Hughes,DE,25.051,2013-10-03,NFL,BUF,@,CLE,L 24-37,5,5,Thu,0,1,0,0,0,HughJe99
Manny Lawson,SLB,29.082,2013-10-03,NFL,BUF,@,CLE,L 24-37,5,5,Thu,0,1,0,0,0,LawsMa20
Ezekiel Ansah,DE,24.130,2013-10-06,NFL,DET,@,GNB,L 9-22,5,5,Sun,0,1,0,0,0,AnsaEz00
Michael Brockers,RDT,22.289,2013-10-06,NFL,STL,,JAX,W 34-20,5,5,Sun,0,1,0,0,0,BrocMi00
Kevin Burnett,WLB,30.286,2013-10-06,NFL,OAK,,SDG,W 27-17,5,5,Sun,0,1,0,0,0,BurnKe20
Calais Campbell,DE,27.035,2013-10-06,NFL,ARI,,CAR,W 22-6,5,5,Sun,0,1,0,0,0,CampCa99
Barry Church,FS,25.237,2013-10-06,NFL,DAL,,DEN,L 48-51,5,5,Sun,0,1,0,0,0,ChurBa99
Chris Clemons,RDE,31.340,2013-10-06,NFL,SEA,@,IND,L 28-34,5,5,Sun,0,1,0,0,0,ClemCh23
Carlos Dunlap,LDE,24.220,2013-10-06,NFL,CIN,,NWE,W 13-6,5,5,Sun,0,1,0,0,0,DunlCa99
Wallace Gilberry,RDE,28.305,2013-10-06,NFL,CIN,,NWE,W 13-6,5,5,Sun,0,1,0,0,0,GilbWa00
Michael Griffin,FS,28.275,2013-10-06,NFL,TEN,,KAN,L 17-26,5,5,Sun,0,1,0,0,0,GrifMi99
Tamba Hali,ROLB,29.337,2013-10-06,NFL,KAN,@,TEN,W 26-17,5,5,Sun,0,1,0,0,0,HaliTa20
George Iloka,SS,23.189,2013-10-06,NFL,CIN,,NWE,W 13-6,5,5,Sun,0,1,0,0,0,IlokGe00
Malcolm Jenkins,S,25.290,2013-10-06,NFL,NOR,@,CHI,W 26-18,5,5,Sun,0,1,0,0,0,JenkMa99
Chris Long,LDE,28.192,2013-10-06,NFL,STL,,JAX,W 34-20,5,5,Sun,0,1,0,0,0,LongCh99
Sen'Derrick Marks,DT,26.225,2013-10-06,NFL,JAX,@,STL,L 20-34,5,5,Sun,0,1,0,0,0,MarkSe99
Robert Mathis,RUSH,32.222,2013-10-06,NFL,IND,,SEA,W 34-28,5,5,Sun,0,1,0,0,0,MathRo20
Devin McCourty,S,26.054,2013-10-06,NFL,NWE,@,CIN,L 6-13,5,5,Sun,0,1,0,0,0,McCoDe99
Johnny Patrick,CB,25.050,2013-10-06,NFL,SDG,@,OAK,L 17-27,5,5,Sun,0,1,0,0,0,PatrJo00
Nick Perry,LB,23.177,2013-10-06,NFL,GNB,,DET,W 22-9,4,5,Sun,0,1,0,0,0,PerrNi00
David Reed,WR,26.198,2013-10-06,NFL,IND,,SEA,W 34-28,5,5,Sun,0,1,0,0,0,ReedDa00
Ernie Sims,SLB,28.287,2013-10-06,NFL,DAL,,DEN,L 48-51,5,5,Sun,0,1,0,0,0,SimsEr20
Paul Soliai,DT,29.280,2013-10-06,NFL,MIA,,BAL,L 23-26,5,5,Sun,0,1,0,0,0,SoliPa99
Darian Stewart,SS,25.063,2013-10-06,NFL,STL,,JAX,W 34-20,5,5,Sun,0,1,1,19,0,StewDa00
Charles Tillman,RCB,32.225,2013-10-06,NFL,CHI,,NOR,L 18-26,5,5,Sun,0,1,0,0,0,TillCh20
Kayvon Webster,CB,22.247,2013-10-06,NFL,DEN,@,DAL,W 51-48,5,5,Sun,0,1,0,0,0,WebsKa00
Donte Whitner,SS,28.074,2013-10-06,NFL,SFO,,HOU,W 34-3,5,5,Sun,1,1,1,-5,0,WhitDo20
Josh Bush,S,24.215,2013-10-07,NFL,NYJ,@,ATL,W 30-28,5,5,Mon,0,1,0,0,0,BushJo00
Muhammad Wilkerson,END,23.350,2013-10-07,NFL,NYJ,@,ATL,W 30-28,5,5,Mon,0,1,0,0,0,WilkMu00
Trumaine McBride,CB,28.016,2013-10-10,NFL,NYG,@,CHI,L 21-27,6,6,Thu,0,1,0,0,0,McBrTr99
Will Blackmon,LCB,28.351,2013-10-13,NFL,JAX,@,DEN,L 19-35,6,6,Sun,0,1,0,0,0,BlacWi20
Karlos Dansby,ILB,31.344,2013-10-13,NFL,ARI,@,SFO,L 20-32,6,6,Sun,0,1,0,0,0,DansKa20
Elvis Dumervil,SAM,29.267,2013-10-13,NFL,BAL,,GNB,L 17-19,6,6,Sun,0,2,0,0,0,DumeEl20
Carlos Dunlap,LDE,24.227,2013-10-13,NFL,CIN,@,BUF,W 27-24,6,6,Sun,0,1,0,0,0,DunlCa99
Moise Fokou,MLB,28.046,2013-10-13,NFL,TEN,@,SEA,L 13-20,6,6,Sun,0,2,0,0,0,FokoMo99
Michael Griffin,FS,28.282,2013-10-13,NFL,TEN,@,SEA,L 13-20,6,6,Sun,0,1,1,0,0,GrifMi99
Jason Hatcher,DT,31.092,2013-10-13,NFL,DAL,,WAS,W 31-16,6,6,Sun,0,1,0,0,0,HatcJa20
D.J. Hayden,CB,23.108,2013-10-13,NFL,OAK,@,KAN,L 7-24,6,6,Sun,0,1,0,0,0,HaydDJ00
Micah Hyde,CB,22.286,2013-10-13,NFL,GNB,@,BAL,W 19-17,5,6,Sun,0,1,0,0,0,HydeMi00
Duke Ihenacho,SS,24.119,2013-10-13,NFL,DEN,,JAX,W 35-19,6,6,Sun,0,1,0,0,0,IhenDu00
Corey Lemonier,LB,21.328,2013-10-13,NFL,SFO,,ARI,W 32-20,6,6,Sun,0,1,0,0,0,LemoCo00
Jason McCourty,CB,26.061,2013-10-13,NFL,TEN,@,SEA,L 13-20,6,6,Sun,0,1,1,77,1,McCoJa99
Rodney McLeod,FS,23.112,2013-10-13,NFL,STL,@,HOU,W 38-13,6,6,Sun,0,1,0,0,0,McLeRo00
Captain Munnerlyn,RCB,25.186,2013-10-13,NFL,CAR,@,MIN,W 35-10,5,6,Sun,0,1,0,0,0,MunnCa99
Alec Ogletree,LLB,22.018,2013-10-13,NFL,STL,@,HOU,W 38-13,6,6,Sun,0,1,0,0,0,OgleAl00
Nick Perry,ROLB,23.184,2013-10-13,NFL,GNB,@,BAL,W 19-17,5,6,Sun,0,1,0,0,0,PerrNi00
Robert Quinn,RDE,23.148,2013-10-13,NFL,STL,@,HOU,W 38-13,6,6,Sun,0,1,0,0,0,QuinRo00
Darrelle Revis,LCB,28.091,2013-10-13,NFL,TAM,,PHI,L 20-31,5,6,Sun,0,1,1,0,0,ReviDa99
Sheldon Richardson,DL,22.318,2013-10-13,NFL,NYJ,,PIT,L 6-19,6,6,Sun,0,1,0,0,0,RichSh00
Brandian Ross,SS,24.015,2013-10-13,NFL,OAK,@,KAN,L 7-24,6,6,Sun,0,1,0,0,0,RossBr00
Devin Taylor,DE,23.332,2013-10-13,NFL,DET,@,CLE,W 31-17,6,6,Sun,0,1,0,0,0,TaylDe00
Kyle Wilber,DE,24.170,2013-10-13,NFL,DAL,,WAS,W 31-16,6,6,Sun,0,1,1,1,0,WilbKy00
Patrick Willis,ILB,28.261,2013-10-13,NFL,SFO,,ARI,W 32-20,6,6,Sun,0,1,0,0,0,WillPa98
Charles Woodson,FS,37.006,2013-10-13,NFL,OAK,@,KAN,L 7-24,6,6,Sun,0,1,1,0,0,WoodCh00
Jason Worilds,LB,25.224,2013-10-13,NFL,PIT,@,NYJ,W 19-6,5,6,Sun,0,1,0,0,0,WoriJa99
John Abraham,WILL,35.164,2013-10-17,NFL,ARI,,SEA,L 22-34,7,7,Thu,0,2,0,0,0,AbraJo00
Cliff Avril,ILBV,27.192,2013-10-17,NFL,SEA,@,ARI,W 34-22,7,7,Thu,0,1,0,0,0,AvriCl99
Kam Chancellor,SS,25.197,2013-10-17,NFL,SEA,@,ARI,W 34-22,7,7,Thu,0,1,0,0,0,ChanKa99
Matt Shaughnessy,DE/L,27.024,2013-10-17,NFL,ARI,,SEA,L 22-34,7,7,Thu,0,1,1,0,0,ShauMa99
Quinton Coples,OLB,23.120,2013-10-20,NFL,NYJ,,NWE,W 30-27,7,7,Sun,0,1,0,0,0,CoplQu00
Dylan Gandy,G,31.226,2013-10-20,NFL,DET,,CIN,L 24-27,7,7,Sun,0,1,0,0,0,GandDy20
Quentin Groves,LB,29.107,2013-10-20,NFL,CLE,@,GNB,L 13-31,7,7,Sun,0,1,0,0,0,GrovQu99
Tamba Hali,ROLB,29.351,2013-10-20,NFL,KAN,,HOU,W 17-16,7,7,Sun,0,2,0,0,0,HaliTa20
Greg Hardy,RDE,25.084,2013-10-20,NFL,CAR,,STL,W 30-15,6,7,Sun,0,1,0,0,0,HardGr99
Stanley Havili,FB,25.340,2013-10-20,NFL,IND,,DEN,W 39-33,7,7,Sun,0,1,0,0,0,HaviSt00
Duke Ihenacho,SS,24.126,2013-10-20,NFL,DEN,@,IND,L 33-39,7,7,Sun,0,1,1,0,0,IhenDu00
Chandler Jones,RDE,23.235,2013-10-20,NFL,NWE,@,NYJ,L 27-30,7,7,Sun,0,1,0,0,0,JoneCh03
Brian Leonard,RB,29.259,2013-10-20,NFL,TAM,@,ATL,L 23-31,6,7,Sun,0,1,0,0,0,LeonBr00
Robert Mathis,RUSH,32.236,2013-10-20,NFL,IND,,DEN,W 39-33,7,7,Sun,0,1,0,0,0,MathRo20
Mike Mitchell,FS,26.132,2013-10-20,NFL,CAR,,STL,W 30-15,6,7,Sun,0,2,0,0,0,MitcMi99
William Moore,S,28.155,2013-10-20,NFL,ATL,,TAM,W 31-23,6,7,Sun,0,1,0,0,0,MoorWi99
Calvin Pace,OLB,32.357,2013-10-20,NFL,NYJ,,NWE,W 30-27,7,7,Sun,0,1,0,0,0,PaceCa20
Daryl Smith,MIKE,31.220,2013-10-20,NFL,BAL,@,PIT,L 16-19,7,7,Sun,0,1,0,0,0,SmitDa24
Randy Starks,DT,29.310,2013-10-20,NFL,MIA,,BUF,L 21-23,6,7,Sun,0,1,0,0,0,StarRa20
Desmond Trufant,CB,23.040,2013-10-20,NFL,ATL,,TAM,W 31-23,6,7,Sun,0,1,0,0,0,TrufDe00
Erik Walden,SLB,28.060,2013-10-20,NFL,IND,,DEN,W 39-33,7,7,Sun,0,1,0,0,0,WaldEr99
J.J. Watt,DE,24.212,2013-10-20,NFL,HOU,@,KAN,L 16-17,7,7,Sun,0,1,0,0,0,WattJ.00
Eric Weems,WR/K,28.108,2013-10-20,NFL,CHI,@,WAS,L 41-45,7,7,Sun,0,1,0,0,0,WeemEr00
Mario Williams,RDE,28.262,2013-10-20,NFL,BUF,@,MIA,W 23-21,7,7,Sun,0,1,0,0,0,WillMa22
Larry Dean,LB,25.075,2013-10-21,NFL,MIN,@,NYG,L 7-23,6,7,Mon,0,1,0,0,0,DeanLa00
Damontre Moore,DE,21.040,2013-10-21,NFL,NYG,,MIN,W 23-7,7,7,Mon,0,1,0,0,0,MoorDa01
Jamarca Sanford,SS,28.055,2013-10-21,NFL,MIN,@,NYG,L 7-23,6,7,Mon,0,1,0,0,0,SanfJa99
Prince Amukamara,RCB,24.143,2013-10-27,NFL,NYG,@,PHI,W 15-7,8,8,Sun,0,1,0,0,0,AmukPr00
Jason Babin,DE,33.156,2013-10-27,NFL,JAX,,SFO,L 10-42,8,8,Sun,0,1,0,0,0,BabiJa20
Jonathan Babineaux,DT,32.015,2013-10-27,NFL,ATL,@,ARI,L 13-27,7,8,Sun,0,1,0,0,0,BabiJo20
Barry Church,FS,25.258,2013-10-27,NFL,DAL,@,DET,L 30-31,8,8,Sun,0,1,0,0,0,ChurBa99
Junior Galette,OLB,25.214,2013-10-27,NFL,NOR,,BUF,W 35-17,7,8,Sun,0,1,1,3,0,GaleJu00
Robert Golden,S,23.044,2013-10-27,NFL,PIT,@,OAK,L 18-21,7,8,Sun,0,1,0,0,0,GoldRo00
David Hawthorne,ILB,28.166,2013-10-27,NFL,NOR,,BUF,W 35-17,7,8,Sun,0,1,0,0,0,HawtDa20
Jeff Heath,SS,22.166,2013-10-27,NFL,DAL,@,DET,L 30-31,8,8,Sun,0,1,0,0,0,HeatJe00
Cameron Jordan,RDE,24.109,2013-10-27,NFL,NOR,,BUF,W 35-17,7,8,Sun,0,1,1,0,0,JordCa00
Ryan Kerrigan,LOLB,25.072,2013-10-27,NFL,WAS,@,DEN,L 21-45,7,8,Sun,0,1,0,0,0,KerrRy00
John Lotulelei,LB,21.327,2013-10-27,NFL,JAX,,SFO,L 10-42,8,8,Sun,0,1,0,0,0,LotuJo00
Von Miller,SLB,24.215,2013-10-27,NFL,DEN,,WAS,W 45-21,8,8,Sun,0,1,0,0,0,MillVo00
