Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Kick Ret,Kick Ret Yds,Kick Ret YPA,Kick Ret TD,unique_id
Cordarrelle Patterson,WR,27.176,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,1,19,19.00,0,PattCo00
Jabrill Peppers,S,22.340,2018-09-09,NFL,CLE,,PIT,T 21-21,1,1,Sun,1,24,24.00,0,PeppJa00
Ryan Switzer,WR,23.309,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,3,69,23.00,0,SwitRy00
De'Anthony Thomas,WR,25.247,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,2,33,16.50,0,ThomDe05
Chris Thompson,RB,27.324,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,1,0,0.00,0,ThomCh03
Marquez Valdes-Scantling,WR,23.334,2018-09-09,NFL,GNB,,CHI,W 24-23,1,1,Sun,1,21,21.00,0,ValdMa00
Shaun Wilson,RB,22.281,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,1,29,29.00,0,WilsSh01
Pharoh Cooper,WR,23.187,2018-09-10,NFL,LAR,@,OAK,W 33-13,1,1,Mon,3,75,25.00,0,CoopPh00
Andre Roberts,WR,30.244,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,2,45,22.50,0,RobeAn00
Giovani Bernard,HB,26.295,2018-09-13,NFL,CIN,,BAL,W 34-23,2,2,Thu,1,11,11.00,0,BernGi00
Alex Erickson,WR,25.311,2018-09-13,NFL,CIN,,BAL,W 34-23,2,2,Thu,2,45,22.50,0,EricAl01
Janarion Grant,WR,24.297,2018-09-13,NFL,BAL,@,CIN,L 23-34,2,2,Thu,1,32,32.00,0,GranJa01
Jamal Agnew,CB,23.166,2018-09-16,NFL,DET,@,SFO,L 27-30,2,2,Sun,5,144,28.80,0,AgneJa00
Keenan Allen,WR,26.142,2018-09-16,NFL,LAC,@,BUF,W 31-20,2,2,Sun,1,25,25.00,0,AlleKe00
DJ Chark,WR,21.358,2018-09-16,NFL,JAX,,NWE,W 31-20,2,2,Sun,1,4,4.00,0,CharDJ00
Corey Grant,RB,26.271,2018-09-16,NFL,JAX,,NWE,W 31-20,2,2,Sun,1,6,6.00,0,GranCo00
Jakeem Grant,WR,25.351,2018-09-16,NFL,MIA,@,NYJ,W 20-12,2,2,Sun,1,34,34.00,0,GranJa00
Holton Hill,CB,21.172,2018-09-16,NFL,MIN,@,GNB,T 29-29,2,2,Sun,1,28,28.00,0,HillHo00
Taysom Hill,QB,28.024,2018-09-16,NFL,NOR,,CLE,W 21-18,2,2,Sun,1,47,47.00,0,HillTa00
Mike Hughes,CB,21.217,2018-09-16,NFL,MIN,@,GNB,T 29-29,2,2,Sun,1,46,46.00,0,HughMi00
Adam Humphries,WR,25.084,2018-09-16,NFL,TAM,,PHI,W 27-21,2,2,Sun,1,13,13.00,0,HumpAd00
Cody Latimer,WR,25.341,2018-09-16,NFL,NYG,@,DAL,L 13-20,2,2,Sun,2,56,28.00,0,LatiCo00
T.J. Logan,RB,24.013,2018-09-16,NFL,ARI,@,LAR,L 0-34,2,2,Sun,3,49,16.33,0,LogaT.00
Sony Michel,RB,23.211,2018-09-16,NFL,NWE,@,JAX,L 20-31,2,2,Sun,1,22,22.00,0,MichSo00
Jaydon Mickens,WR,24.148,2018-09-16,NFL,JAX,,NWE,W 31-20,2,2,Sun,1,26,26.00,0,MickJa01
D.J. Moore,WR,21.155,2018-09-16,NFL,CAR,@,ATL,L 24-31,2,2,Sun,1,26,26.00,0,MoorD.00
Marcus Murphy,RB,27.190,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,2,48,24.00,0,MurpMa03
Jojo Natson,WR,24.227,2018-09-16,NFL,LAR,,ARI,W 34-0,2,2,Sun,1,22,22.00,0,NatsJo00
Zach Pascal,WR,23.272,2018-09-16,NFL,IND,@,WAS,W 21-9,2,2,Sun,1,19,19.00,0,PascZa00
Lucas Patrick,G,25.048,2018-09-16,NFL,GNB,,MIN,T 29-29,2,2,Sun,1,8,8.00,0,PatrLu00
Cordarrelle Patterson,WR,27.183,2018-09-16,NFL,NWE,@,JAX,L 20-31,2,2,Sun,1,25,25.00,0,PattCo00
Jabrill Peppers,S,22.347,2018-09-16,NFL,CLE,@,NOR,L 18-21,2,2,Sun,3,82,27.33,0,PeppJa00
D.J. Reed,DB,21.309,2018-09-16,NFL,SFO,,DET,W 30-27,2,2,Sun,4,159,39.75,0,ReedD.00
Calvin Ridley,WR,23.270,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,2,50,25.00,0,RidlCa00
Greg Stroman,CB,22.192,2018-09-16,NFL,WAS,,IND,L 9-21,2,2,Sun,1,16,16.00,0,StroGr00
Ryan Switzer,WR,23.316,2018-09-16,NFL,PIT,,KAN,L 37-42,2,2,Sun,4,67,16.75,0,SwitRy00
Trent Taylor,WR,24.139,2018-09-16,NFL,SFO,,DET,W 30-27,2,2,Sun,1,15,15.00,0,TaylTr02
Anthony Miller,WR,23.343,2018-09-17,NFL,CHI,,SEA,W 24-17,2,2,Mon,1,14,14.00,0,MillAn02
T.J. Carrie,DB,28.054,2018-09-20,NFL,CLE,,NYJ,W 21-17,3,3,Thu,1,19,19.00,0,CarrTr00
Andre Roberts,WR,30.254,2018-09-20,NFL,NYJ,@,CLE,L 17-21,3,3,Thu,1,22,22.00,0,RobeAn00
Devontae Booker,RB,26.119,2018-09-23,NFL,DEN,@,BAL,L 14-27,3,3,Sun,1,23,23.00,0,BookDe00
Stacy Coley,WR,24.133,2018-09-23,NFL,NYG,@,HOU,W 27-22,3,3,Sun,2,27,13.50,0,ColeSt00
Blake Countess,DB,25.046,2018-09-23,NFL,LAR,,LAC,W 35-23,3,3,Sun,2,51,25.50,0,CounBl00
Tyler Ervin,RB,24.351,2018-09-23,NFL,HOU,,NYG,L 22-27,3,3,Sun,2,41,20.50,0,ErviTy00
Jakeem Grant,WR,25.358,2018-09-23,NFL,MIA,,OAK,W 28-20,3,3,Sun,4,105,26.25,0,GranJa00
Marvin Hall,WR,25.166,2018-09-23,NFL,ATL,,NOR,L 37-43,3,3,Sun,3,74,24.67,0,HallMa02
Dwayne Harris,WR,31.007,2018-09-23,NFL,OAK,@,MIA,L 20-28,3,3,Sun,2,39,19.50,0,HarrDw00
Taysom Hill,QB,28.031,2018-09-23,NFL,NOR,@,ATL,W 43-37,3,3,Sun,3,64,21.33,0,HillTa00
Mike Hughes,CB,21.224,2018-09-23,NFL,MIN,,BUF,L 6-27,3,3,Sun,3,61,20.33,0,HughMi00
Danny Johnson,CB,22.310,2018-09-23,NFL,WAS,,GNB,W 31-17,3,3,Sun,1,15,15.00,0,JohnDa09
JJ Jones,WR,25.291,2018-09-23,NFL,LAC,@,LAR,L 23-35,3,3,Sun,1,33,33.00,0,JoneJJ00
Cody Latimer,WR,25.348,2018-09-23,NFL,NYG,@,HOU,W 27-22,3,3,Sun,1,18,18.00,0,LatiCo00
Phillip Lindsay,RB,24.061,2018-09-23,NFL,DEN,@,BAL,L 14-27,3,3,Sun,1,18,18.00,0,LindPh00
Tyler Lockett,WR,25.360,2018-09-23,NFL,SEA,,DAL,W 24-13,3,3,Sun,3,66,22.00,0,LockTy00
Sony Michel,RB,23.218,2018-09-23,NFL,NWE,@,DET,L 10-26,3,3,Sun,1,18,18.00,0,MichSo00
Jaydon Mickens,WR,24.155,2018-09-23,NFL,JAX,,TEN,L 6-9,3,3,Sun,1,25,25.00,0,MickJa01
Ty Montgomery,RB,25.244,2018-09-23,NFL,GNB,@,WAS,L 17-31,3,3,Sun,1,25,25.00,0,MontTy01
Jojo Natson,WR,24.234,2018-09-23,NFL,LAR,,LAC,W 35-23,3,3,Sun,1,24,24.00,0,NatsJo00
Zach Pascal,WR,23.279,2018-09-23,NFL,IND,@,PHI,L 16-20,3,3,Sun,2,35,17.50,0,PascZa00
Cordarrelle Patterson,WR,27.190,2018-09-23,NFL,NWE,@,DET,L 10-26,3,3,Sun,4,113,28.25,0,PattCo00
D.J. Reed,DB,21.316,2018-09-23,NFL,SFO,@,KAN,L 27-38,3,3,Sun,1,23,23.00,0,ReedD.00
Aldrick Robinson,WR,29.364,2018-09-23,NFL,MIN,,BUF,L 6-27,3,3,Sun,1,21,21.00,0,RobiAl00
Wendell Smallwood,RB,24.237,2018-09-23,NFL,PHI,,IND,W 20-16,3,3,Sun,2,33,16.50,0,SmalWe00
Greg Stroman,CB,22.199,2018-09-23,NFL,WAS,,GNB,W 31-17,3,3,Sun,1,18,18.00,0,StroGr00
De'Anthony Thomas,WR,25.261,2018-09-23,NFL,KAN,,SFO,W 38-27,3,3,Sun,1,25,25.00,0,ThomDe05
Deonte Thompson,WR,29.221,2018-09-23,NFL,DAL,@,SEA,L 13-24,3,3,Sun,3,81,27.00,0,ThomDe04
Tim White,WR,24.070,2018-09-23,NFL,BAL,,DEN,W 27-14,3,3,Sun,3,78,26.00,0,WhitTi00
Ryan Switzer,WR,23.324,2018-09-24,NFL,PIT,@,TAM,W 30-27,3,3,Mon,1,21,21.00,0,SwitRy00
Shaun Wilson,RB,22.296,2018-09-24,NFL,TAM,,PIT,L 27-30,3,3,Mon,5,68,13.60,0,WilsSh01
Blake Countess,DB,25.050,2018-09-27,NFL,LAR,,MIN,W 38-31,4,4,Thu,2,53,26.50,0,CounBl00
Robert Woods,WR,26.170,2018-09-27,NFL,LAR,,MIN,W 38-31,4,4,Thu,1,0,0.00,0,WoodRo02
Jamal Agnew,CB,23.180,2018-09-30,NFL,DET,@,DAL,L 24-26,4,4,Sun,1,23,23.00,0,AgneJa00
Alfred Blue,RB,27.156,2018-09-30,NFL,HOU,@,IND,W 37-34,4,4,Sun,1,13,13.00,0,BlueAl00
Antonio Callaway,WR,21.264,2018-09-30,NFL,CLE,@,OAK,L 42-45,4,4,Sun,1,24,24.00,0,CallAn00
Benny Cunningham,RB,28.085,2018-09-30,NFL,CHI,,TAM,W 48-10,4,4,Sun,1,28,28.00,0,CunnBe01
Jawill Davis,WR,23.177,2018-09-30,NFL,NYG,,NOR,L 18-33,4,4,Sun,3,60,20.00,0,DaviJa07
Alex Erickson,WR,25.328,2018-09-30,NFL,CIN,@,ATL,W 37-36,4,4,Sun,2,82,41.00,0,EricAl01
Tyler Ervin,RB,24.358,2018-09-30,NFL,HOU,@,IND,W 37-34,4,4,Sun,3,56,18.67,0,ErviTy00
Ted Ginn,WR,33.171,2018-09-30,NFL,NOR,@,NYG,W 33-18,4,4,Sun,1,1,1.00,0,GinnTe00
Jakeem Grant,WR,26.000,2018-09-30,NFL,MIA,@,NWE,L 7-38,4,4,Sun,1,25,25.00,0,GranJa00
Marvin Hall,WR,25.173,2018-09-30,NFL,ATL,,CIN,L 36-37,4,4,Sun,3,95,31.67,0,HallMa02
Justin Hardy,WR,26.286,2018-09-30,NFL,ATL,,CIN,L 36-37,4,4,Sun,1,0,0.00,0,HardJu00
Taysom Hill,QB,28.038,2018-09-30,NFL,NOR,@,NYG,W 33-18,4,4,Sun,1,16,16.00,0,HillTa00
Taiwan Jones,RB,30.066,2018-09-30,NFL,BUF,@,GNB,L 0-22,4,4,Sun,2,37,18.50,0,JoneTa00
Roosevelt Nix,FB,26.184,2018-09-30,NFL,PIT,,BAL,L 14-26,4,4,Sun,1,12,12.00,0,NixxRo01
Zach Pascal,WR,23.286,2018-09-30,NFL,IND,,HOU,L 34-37,4,4,Sun,2,32,16.00,0,PascZa00
Rashaad Penny,RB,22.240,2018-09-30,NFL,SEA,@,ARI,W 20-17,4,4,Sun,3,65,21.67,0,PennRa00
Jabrill Peppers,S,22.361,2018-09-30,NFL,CLE,@,OAK,L 42-45,4,4,Sun,4,64,16.00,0,PeppJa00
Senorise Perry,RB,27.011,2018-09-30,NFL,MIA,@,NWE,L 7-38,4,4,Sun,1,16,16.00,0,PerrSe00
D.J. Reed,FS,21.323,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,4,91,22.75,0,ReedD.00
Andre Roberts,WR,30.264,2018-09-30,NFL,NYJ,@,JAX,L 12-31,4,4,Sun,3,40,13.33,0,RobeAn00
Jacquizz Rodgers,RB,28.236,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,1,21,21.00,0,RodgJa00
Ryan Switzer,WR,23.330,2018-09-30,NFL,PIT,,BAL,L 14-26,4,4,Sun,3,68,22.67,0,SwitRy00
Deonte Thompson,WR,29.228,2018-09-30,NFL,DAL,,DET,W 26-24,4,4,Sun,1,17,17.00,0,ThomDe04
Dede Westbrook,WR,24.313,2018-09-30,NFL,JAX,,NYJ,W 31-12,4,4,Sun,2,21,10.50,0,WestDe00
Tim White,WR,24.077,2018-09-30,NFL,BAL,@,PIT,W 26-14,4,4,Sun,3,57,19.00,0,WhitTi00
Brandon Williams,CB,26.021,2018-09-30,NFL,ARI,,SEA,L 17-20,4,4,Sun,2,55,27.50,0,WillBr07
Andy Janovich,FB,25.131,2018-10-01,NFL,DEN,,KAN,L 23-27,4,4,Mon,1,8,8.00,0,JanoAn00
Phillip Lindsay,RB,24.069,2018-10-01,NFL,DEN,,KAN,L 23-27,4,4,Mon,1,32,32.00,0,LindPh00
Sony Michel,RB,23.229,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,1,26,26.00,0,MichSo00
Zach Pascal,WR,23.290,2018-10-04,NFL,IND,@,NWE,L 24-38,5,5,Thu,1,15,15.00,0,PascZa00
Ameer Abdullah,RB,25.116,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,1,30,30.00,0,AbduAm00
Odell Beckham,WR,25.336,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,1,26,26.00,0,BeckOd00
DeAndre Carter,WR,25.180,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,4,86,21.50,0,CartDe02
Blake Countess,DB,25.060,2018-10-07,NFL,LAR,@,SEA,W 33-31,5,5,Sun,4,98,24.50,0,CounBl00
Jawill Davis,WR,23.184,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,2,53,26.50,0,DaviJa07
Jakeem Grant,WR,26.007,2018-10-07,NFL,MIA,@,CIN,L 17-27,5,5,Sun,3,89,29.67,0,GranJa00
Marvin Hall,WR,25.180,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,2,44,22.00,0,HallMa02
Demetrius Harris,TE,27.070,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,1,11,11.00,0,HarrDe03
Dwayne Harris,WR,31.021,2018-10-07,NFL,OAK,@,LAC,L 10-26,5,5,Sun,2,44,22.00,0,HarrDw00
Richie James,WR,23.032,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,1,32,32.00,0,JameRi00
Darius Jennings,WR,26.101,2018-10-07,NFL,TEN,@,BUF,L 12-13,5,5,Sun,1,33,33.00,0,JennDa00
Taiwan Jones,RB,30.073,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,1,27,27.00,0,JoneTa00
Desmond King,CB,23.297,2018-10-07,NFL,LAC,,OAK,W 26-10,5,5,Sun,2,51,25.50,0,KingDe01
Phillip Lindsay,RB,24.075,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,1,27,27.00,0,LindPh00
Tyler Lockett,WR,26.009,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,3,77,25.67,0,LockTy00
Matt Longacre,WILL,27.016,2018-10-07,NFL,LAR,@,SEA,W 33-31,5,5,Sun,2,30,15.00,0,LongMa00
Jaydon Mickens,WR,24.169,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,1,22,22.00,0,MickJa01
Ty Montgomery,RB,25.258,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,2,29,14.50,0,MontTy01
David Moore,WR,23.265,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,1,18,18.00,0,MoorDa03
Niles Paul,TE,29.059,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,1,8,8.00,0,PaulNi00
D.J. Reed,DB,21.330,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,1,29,29.00,0,ReedD.00
Andre Roberts,WR,30.271,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,2,30,15.00,0,RobeAn00
Ryan Switzer,WR,23.337,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,1,23,23.00,0,SwitRy00
Taysom Hill,QB,28.046,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,2,43,21.50,0,HillTa00
Danny Johnson,CB,22.325,2018-10-08,NFL,WAS,@,NOR,L 19-43,4,5,Mon,2,45,22.50,0,JohnDa09
DeAndre Carter,WR,25.184,2018-10-11,NFL,PHI,@,NYG,W 34-13,6,6,Thu,2,34,17.00,0,CartDe02
Jawill Davis,WR,23.188,2018-10-11,NFL,NYG,,PHI,L 13-34,6,6,Thu,2,58,29.00,0,DaviJa07
Antony Auclair,TE,25.139,2018-10-14,NFL,TAM,@,ATL,L 29-34,5,6,Sun,1,9,9.00,0,AuclAn00
Kapri Bibbs,RB,25.277,2018-10-14,NFL,WAS,,CAR,W 23-17,5,6,Sun,1,18,18.00,0,BibbKa00
Antonio Callaway,WR,21.278,2018-10-14,NFL,CLE,,LAC,L 14-38,6,6,Sun,1,18,18.00,0,CallAn00
Blake Countess,DB,25.067,2018-10-14,NFL,LAR,@,DEN,W 23-20,6,6,Sun,1,31,31.00,0,CounBl00
Benny Cunningham,RB,28.099,2018-10-14,NFL,CHI,@,MIA,L 28-31,5,6,Sun,1,16,16.00,0,CunnBe01
Alex Erickson,WR,25.342,2018-10-14,NFL,CIN,,PIT,L 21-28,6,6,Sun,3,122,40.67,0,EricAl01
Marvin Hall,WR,25.187,2018-10-14,NFL,ATL,,TAM,W 34-29,6,6,Sun,1,19,19.00,0,HallMa02
Dontrell Hilliard,RB,23.230,2018-10-14,NFL,CLE,,LAC,L 14-38,6,6,Sun,1,31,31.00,0,HillDo00
Derwin James,S,22.072,2018-10-14,NFL,LAC,@,CLE,W 38-14,6,6,Sun,1,20,20.00,0,JameDe00
Darius Jennings,WR,26.108,2018-10-14,NFL,TEN,,BAL,L 0-21,6,6,Sun,1,20,20.00,0,JennDa00
Marcus Johnson,WR,24.070,2018-10-14,NFL,IND,@,NYJ,L 34-42,6,6,Sun,1,23,23.00,0,JohnMa07
Taiwan Jones,RB,30.080,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,2,25,12.50,0,JoneTa00
Desmond King,DB,23.304,2018-10-14,NFL,LAC,@,CLE,W 38-14,6,6,Sun,1,27,27.00,0,KingDe01
Phillip Lindsay,RB,24.082,2018-10-14,NFL,DEN,,LAR,L 20-23,6,6,Sun,2,48,24.00,0,LindPh00
Ray-Ray McCloud,WR,21.364,2018-10-14,NFL,BUF,@,HOU,L 13-20,6,6,Sun,1,18,18.00,0,McClRa00
Jaydon Mickens,WR,24.176,2018-10-14,NFL,JAX,@,DAL,L 7-40,6,6,Sun,1,31,31.00,0,MickJa01
Chris Moore,WR,25.120,2018-10-14,NFL,BAL,@,TEN,W 21-0,6,6,Sun,1,20,20.00,0,MoorCh00
Zach Pascal,WR,23.300,2018-10-14,NFL,IND,@,NYJ,L 34-42,6,6,Sun,1,27,27.00,0,PascZa00
Cordarrelle Patterson,WR,27.211,2018-10-14,NFL,NWE,,KAN,W 43-40,6,6,Sun,1,30,30.00,0,PattCo00
Rashaad Penny,RB,22.254,2018-10-14,NFL,SEA,@,OAK,W 27-3,6,6,Sun,2,23,11.50,0,PennRa00
Jabrill Peppers,S,23.010,2018-10-14,NFL,CLE,,LAC,L 14-38,6,6,Sun,3,71,23.67,0,PeppJa00
Andre Roberts,WR,30.278,2018-10-14,NFL,NYJ,,IND,W 42-34,6,6,Sun,3,69,23.00,0,RobeAn00
Jacquizz Rodgers,RB,28.250,2018-10-14,NFL,TAM,@,ATL,L 29-34,5,6,Sun,2,31,15.50,0,RodgJa00
Curtis Samuel,WR,22.064,2018-10-14,NFL,CAR,@,WAS,L 17-23,5,6,Sun,2,37,18.50,0,SamuCu00
Marcus Sherels,CB,31.014,2018-10-14,NFL,MIN,,ARI,W 27-17,6,6,Sun,1,17,17.00,0,SherMa20
Tremon Smith,DB,22.086,2018-10-14,NFL,KAN,@,NWE,L 40-43,6,6,Sun,4,180,45.00,0,SmitTr04
Jeremy Sprinkle,WR,24.065,2018-10-14,NFL,WAS,,CAR,W 23-17,5,6,Sun,1,6,6.00,0,SpriJe00
Ryan Switzer,WR,23.344,2018-10-14,NFL,PIT,@,CIN,W 28-21,6,6,Sun,2,48,24.00,0,SwitRy00
Spencer Ware,RB,26.325,2018-10-14,NFL,KAN,@,NWE,L 40-43,6,6,Sun,1,10,10.00,0,WareSp00
Brandon Williams,CB,26.035,2018-10-14,NFL,ARI,@,MIN,L 17-27,6,6,Sun,3,60,20.00,0,WillBr07
Richie James,WR,23.040,2018-10-15,NFL,SFO,@,GNB,L 30-33,6,6,Mon,4,108,27.00,0,JameRi00
Ty Montgomery,RB,25.266,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,2,41,20.50,0,MontTy01
D.J. Reed,DB,21.338,2018-10-15,NFL,SFO,@,GNB,L 30-33,6,6,Mon,1,30,30.00,0,ReedD.00
Phillip Lindsay,RB,24.086,2018-10-18,NFL,DEN,@,ARI,W 45-10,7,7,Thu,2,38,19.00,0,LindPh00
Brandon Williams,CB,26.039,2018-10-18,NFL,ARI,,DEN,L 10-45,7,7,Thu,5,77,15.40,0,WillBr07
DeAndre Carter,WR,25.194,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,3,73,24.33,0,CartDe02
DJ Chark,WR,22.028,2018-10-21,NFL,JAX,,HOU,L 7-20,7,7,Sun,1,5,5.00,0,CharDJ00
Blake Countess,DB,25.074,2018-10-21,NFL,LAR,@,SFO,W 39-10,7,7,Sun,1,24,24.00,0,CounBl00
Benny Cunningham,RB,28.106,2018-10-21,NFL,CHI,,NWE,L 31-38,6,7,Sun,4,92,23.00,0,CunnBe01
Alex Erickson,WR,25.349,2018-10-21,NFL,CIN,@,KAN,L 10-45,7,7,Sun,3,65,21.67,0,EricAl01
Jakeem Grant,WR,26.021,2018-10-21,NFL,MIA,,DET,L 21-32,7,7,Sun,3,74,24.67,0,GranJa00
Holton Hill,CB,21.207,2018-10-21,NFL,MIN,@,NYJ,W 37-17,7,7,Sun,2,57,28.50,0,HillHo00
Dontrell Hilliard,RB,23.237,2018-10-21,NFL,CLE,@,TAM,L 23-26,7,7,Sun,1,30,30.00,0,HillDo00
Richie James,WR,23.046,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,1,21,21.00,0,JameRi00
Darius Jennings,WR,26.115,2018-10-21,NFL,TEN,@,LAC,L 19-20,7,7,Sun,5,156,31.20,0,JennDa00
Desmond King,CB,23.311,2018-10-21,NFL,LAC,,TEN,W 20-19,7,7,Sun,2,47,23.50,0,KingDe01
Zach Line,FB,28.148,2018-10-21,NFL,NOR,@,BAL,W 24-23,6,7,Sun,1,16,16.00,0,LineZa01
Chris Moore,WR,25.127,2018-10-21,NFL,BAL,,NOR,L 23-24,7,7,Sun,3,50,16.67,0,MoorCh00
D.J. Moore,WR,21.190,2018-10-21,NFL,CAR,@,PHI,W 21-17,6,7,Sun,1,18,18.00,0,MoorD.00
Marcus Murphy,RB,27.225,2018-10-21,NFL,BUF,@,IND,L 5-37,7,7,Sun,3,48,16.00,0,MurpMa03
Jojo Natson,WR,24.262,2018-10-21,NFL,LAR,@,SFO,W 39-10,7,7,Sun,1,23,23.00,0,NatsJo00
Cordarrelle Patterson,WR,27.218,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,4,179,44.75,1,PattCo00
Jabrill Peppers,S,23.017,2018-10-21,NFL,CLE,@,TAM,L 23-26,7,7,Sun,1,12,12.00,0,PeppJa00
Andre Roberts,WR,30.285,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,6,193,32.17,0,RobeAn00
Curtis Samuel,WR,22.071,2018-10-21,NFL,CAR,@,PHI,W 21-17,6,7,Sun,2,51,25.50,0,SamuCu00
Tremon Smith,DB,22.093,2018-10-21,NFL,KAN,,CIN,W 45-10,7,7,Sun,1,23,23.00,0,SmitTr04
Deonte Thompson,WR,29.249,2018-10-21,NFL,DAL,@,WAS,L 17-20,7,7,Sun,1,26,26.00,0,ThomDe04
Marvin Hall,WR,25.195,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,1,22,22.00,0,HallMa02
Quadree Henderson,WR,22.040,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,4,82,20.50,0,HendQu00
Senorise Perry,RB,27.036,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,3,80,26.67,0,PerrSe00
