Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,unique_id
Drew Bledsoe,QB,31.233,2003-10-05,NFL,BUF,,CIN,W 22-16,5,5,Sun,19,35,54.29,211,1,0,82.0,4,34,6.03,6.60,BledDr00
Tom Brady,QB,26.063,2003-10-05,NFL,NWE,,TEN,W 38-30,5,5,Sun,17,31,54.84,219,1,0,88.0,3,26,7.06,7.71,BradTo00
Drew Brees,QB,24.263,2003-10-05,NFL,SDG,@,JAX,L 21-27,5,5,Sun,24,41,58.54,296,3,0,105.3,4,19,7.22,8.68,BreeDr00
Aaron Brooks,QB,27.195,2003-10-05,NFL,NOR,@,CAR,L 13-19,5,5,Sun,16,31,51.61,189,1,1,67.8,0,0,6.10,5.29,BrooAa00
Quincy Carter,QB,25.357,2003-10-05,NFL,DAL,,ARI,W 24-7,4,5,Sun,20,31,64.52,277,2,1,101.1,1,9,8.94,8.77,CartQu00
Kerry Collins,QB,30.279,2003-10-05,NFL,NYG,,MIA,L 10-23,4,5,Sun,31,43,72.09,276,0,3,59.8,1,3,6.42,3.28,CollKe00
Tim Couch,QB,26.066,2003-10-05,NFL,CLE,@,PIT,W 33-13,5,5,Sun,20,25,80.00,208,2,1,111.3,,8,8.32,8.12,CoucTi00
Woodrow Dantzler,S,24.001,2003-10-05,NFL,ATL,,MIN,L 26-39,5,5,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,DantWo00
Jake Delhomme,QB,28.268,2003-10-05,NFL,CAR,,NOR,W 19-13,4,5,Sun,15,23,65.22,124,0,0,78.9,0,0,5.39,5.39,DelhJa00
Brett Favre*,QB,33.360,2003-10-05,NFL,GNB,,SEA,W 35-13,5,5,Sun,19,25,76.00,185,2,0,122.9,1,8,7.40,9.00,FavrBr00
Jay Fiedler,QB,31.280,2003-10-05,NFL,MIA,@,NYG,W 23-10,4,5,Sun,14,26,53.85,167,0,0,73.7,2,16,6.42,6.42,FiedJa00
Gus Frerotte,QB,32.066,2003-10-05,NFL,MIN,@,ATL,W 39-26,5,5,Sun,14,24,58.33,239,2,1,102.6,2,6,9.96,9.75,FrerGu00
Rich Gannon,QB,37.289,2003-10-05,NFL,OAK,@,CHI,L 21-24,5,5,Sun,17,35,48.57,187,0,2,41.0,1,5,5.34,2.77,GannRi00
Jeff Garcia,QB,33.223,2003-10-05,NFL,SFO,,DET,W 24-17,5,5,Sun,15,27,55.56,192,2,1,87.3,2,9,7.11,6.93,GarcJe00
Trent Green,QB,33.088,2003-10-05,NFL,KAN,,DEN,W 24-23,5,5,Sun,15,28,53.57,129,2,1,74.9,0,0,4.61,4.43,GreeTr00
Az-Zahir Hakim,WR,26.124,2003-10-05,NFL,DET,@,SFO,L 17-24,5,5,Sun,1,1,100.00,21,0,0,118.7,,,21.00,21.00,HakiAz00
Joey Harrington,QB,24.349,2003-10-05,NFL,DET,@,SFO,L 17-24,5,5,Sun,19,35,54.29,200,1,2,56.8,,,5.71,3.71,HarrJo00
Matt Hasselbeck,QB,28.010,2003-10-05,NFL,SEA,@,GNB,L 13-35,4,5,Sun,23,39,58.97,225,0,1,64.6,2,10,5.77,4.62,HassMa00
Priest Holmes,RB,29.363,2003-10-05,NFL,KAN,,DEN,W 24-23,5,5,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,HolmPr00
Doug Johnson,QB,25.343,2003-10-05,NFL,ATL,,MIN,L 26-39,5,5,Sun,28,40,70.00,352,2,2,92.9,2,16,8.80,7.55,JohnDo00
Jon Kitna,QB,31.014,2003-10-05,NFL,CIN,@,BUF,L 16-22,5,5,Sun,26,44,59.09,225,0,1,63.2,1,13,5.11,4.09,KitnJo00
Byron Leftwich,QB,23.264,2003-10-05,NFL,JAX,,SDG,W 27-21,5,5,Sun,19,28,67.86,336,2,0,132.4,3,23,12.00,13.43,LeftBy00
Tommy Maddox,QB,32.033,2003-10-05,NFL,PIT,,CLE,L 13-33,5,5,Sun,11,24,45.83,136,0,2,29.2,3,12,5.67,1.92,MaddTo00
Donovan McNabb,QB,26.314,2003-10-05,NFL,PHI,,WAS,W 27-25,4,5,Sun,16,30,53.33,157,1,2,51.7,3,17,5.23,2.90,McNaDo00
Steve McNair,QB,30.233,2003-10-05,NFL,TEN,@,NWE,L 30-38,5,5,Sun,23,45,51.11,360,0,1,68.8,2,19,8.00,7.00,McNaSt00
Jake Plummer,QB,28.290,2003-10-05,NFL,DEN,@,KAN,L 23-24,5,5,Sun,20,38,52.63,220,1,0,78.8,0,0,5.79,6.32,PlumJa00
Patrick Ramsey,QB,24.233,2003-10-05,NFL,WAS,@,PHI,L 25-27,5,5,Sun,25,50,50.00,271,1,2,56.3,2,13,5.42,4.02,RamsPa00
Rod Smith,WR,33.143,2003-10-05,NFL,DEN,@,KAN,L 23-24,5,5,Sun,1,1,100.00,72,0,0,118.7,,,72.00,72.00,SmitRo01
Kordell Stewart,QB,30.354,2003-10-05,NFL,CHI,,OAK,W 24-21,4,5,Sun,13,24,54.17,160,1,2,54.2,2,16,6.67,3.75,StewKo00
Brad Johnson,QB,35.023,2003-10-06,NFL,TAM,,IND,L 35-38,4,5,Mon,26,39,66.67,318,3,1,106.6,0,0,8.15,8.54,JohnBr00
Peyton Manning,QB,27.196,2003-10-06,NFL,IND,@,TAM,W 38-35,5,5,Mon,34,47,72.34,386,2,1,101.9,1,5,8.21,8.11,MannPe00
Steve Beuerlein,QB,38.219,2003-10-12,NFL,DEN,,PIT,W 17-14,6,6,Sun,17,28,60.71,172,2,2,72.3,2,7,6.14,4.36,BeueSt00
Jeff Blake,QB,32.312,2003-10-12,NFL,ARI,,BAL,L 18-26,6,6,Sun,22,36,61.11,247,2,3,65.4,2,17,6.86,4.22,BlakJe00
Drew Bledsoe,QB,31.240,2003-10-12,NFL,BUF,@,NYJ,L 3-30,6,6,Sun,24,40,60.00,202,0,1,62.7,7,62,5.05,3.93,BledDr00
Kyle Boller,QB,22.117,2003-10-12,NFL,BAL,@,ARI,W 26-18,5,6,Sun,9,18,50.00,75,0,0,61.1,1,3,4.17,4.17,BollKy00
Tom Brady,QB,26.070,2003-10-12,NFL,NWE,,NYG,W 17-6,6,6,Sun,8,21,38.10,112,0,0,56.1,2,21,5.33,5.33,BradTo00
Aaron Brooks,QB,27.202,2003-10-12,NFL,NOR,,CHI,W 20-13,6,6,Sun,14,29,48.28,153,2,0,87.3,0,0,5.28,6.66,BrooAa00
David Carr,QB,24.083,2003-10-12,NFL,HOU,@,TEN,L 17-38,5,6,Sun,25,42,59.52,371,2,3,74.6,1,4,8.83,6.57,CarrDa00
Quincy Carter,QB,25.364,2003-10-12,NFL,DAL,,PHI,W 23-21,5,6,Sun,14,25,56.00,146,0,1,56.4,1,10,5.84,4.04,CartQu00
Aveion Cason,RB,24.092,2003-10-12,NFL,DAL,,PHI,W 23-21,5,6,Sun,1,1,100.00,37,0,0,118.7,0,0,37.00,37.00,CasoAv00
Kerry Collins,QB,30.286,2003-10-12,NFL,NYG,@,NWE,L 6-17,5,6,Sun,35,59,59.32,314,0,4,45.4,2,8,5.32,2.27,CollKe00
Tim Couch,QB,26.073,2003-10-12,NFL,CLE,,OAK,W 13-7,6,6,Sun,16,26,61.54,127,0,0,73.7,,14,4.88,4.88,CoucTi00
Jake Delhomme,QB,28.275,2003-10-12,NFL,CAR,@,IND,W 23-20,5,6,Sun,12,20,60.00,181,1,1,85.6,3,29,9.05,7.80,DelhJa00
Brett Favre*,QB,34.002,2003-10-12,NFL,GNB,,KAN,L 34-40,6,6,Sun,25,36,69.44,272,2,1,98.4,3,15,7.56,7.42,FavrBr00
Jay Fiedler,QB,31.287,2003-10-12,NFL,MIA,@,JAX,W 24-10,5,6,Sun,14,27,51.85,147,0,1,52.5,1,4,5.44,3.78,FiedJa00
Rich Gannon,QB,37.296,2003-10-12,NFL,OAK,@,CLE,L 7-13,6,6,Sun,21,33,63.64,165,1,0,86.0,1,1,5.00,5.61,GannRi00
Jeff Garcia,QB,33.230,2003-10-12,NFL,SFO,@,SEA,L 19-20,6,6,Sun,16,27,59.26,168,0,0,77.4,4,18,6.22,6.22,GarcJe00
Trent Green,QB,33.095,2003-10-12,NFL,KAN,@,GNB,W 40-34,6,6,Sun,27,45,60.00,400,3,0,111.3,0,0,8.89,10.22,GreeTr00
Matt Hasselbeck,QB,28.017,2003-10-12,NFL,SEA,,SFO,W 20-19,5,6,Sun,17,27,62.96,207,1,1,83.4,4,21,7.67,6.74,HassMa00
Brad Johnson,QB,35.029,2003-10-12,NFL,TAM,@,WAS,W 35-13,5,6,Sun,22,30,73.33,268,4,0,140.0,0,0,8.93,11.60,JohnBr00
Rob Johnson,QB,30.208,2003-10-12,NFL,WAS,,TAM,L 13-35,6,6,Sun,4,4,100.00,35,0,0,103.1,2,9,8.75,8.75,JohnRo00
Byron Leftwich,QB,23.271,2003-10-12,NFL,JAX,,MIA,L 10-24,6,6,Sun,24,42,57.14,256,0,3,45.3,4,12,6.10,2.88,LeftBy00
Tommy Maddox,QB,32.040,2003-10-12,NFL,PIT,@,DEN,L 14-17,6,6,Sun,19,30,63.33,182,0,0,80.1,7,56,6.07,6.07,MaddTo00
Peyton Manning,QB,27.202,2003-10-12,NFL,IND,,CAR,L 20-23,6,6,Sun,23,34,67.65,293,1,1,91.9,0,0,8.62,7.88,MannPe00
Donovan McNabb,QB,26.321,2003-10-12,NFL,PHI,@,DAL,L 21-23,5,6,Sun,11,26,42.31,126,1,0,70.4,2,11,4.85,5.62,McNaDo00
Steve McNair,QB,30.240,2003-10-12,NFL,TEN,,HOU,W 38-17,6,6,Sun,18,27,66.67,421,3,0,146.8,1,0,15.59,17.81,McNaSt00
Patrick Ramsey,QB,24.240,2003-10-12,NFL,WAS,,TAM,L 13-35,6,6,Sun,21,32,65.63,211,1,2,68.6,4,30,6.59,4.41,RamsPa00
Antwaan Randle El,WR,24.056,2003-10-12,NFL,PIT,@,DEN,L 14-17,6,6,Sun,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,RandAn00
Kordell Stewart,QB,30.361,2003-10-12,NFL,CHI,@,NOR,L 13-20,5,6,Sun,10,21,47.62,152,1,0,87.8,3,21,7.24,8.19,StewKo00
Vinny Testaverde,QB,39.333,2003-10-12,NFL,NYJ,,BUF,W 30-3,5,6,Sun,11,17,64.71,130,3,0,127.5,2,15,7.65,11.18,TestVi00
Alex Van Pelt,QB,33.164,2003-10-12,NFL,BUF,@,NYJ,L 3-30,6,6,Sun,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,VanPAl00
Isaac Bruce,WR,30.337,2003-10-13,NFL,STL,,ATL,W 36-0,5,6,Mon,1,1,100.00,25,0,0,118.7,0,0,25.00,25.00,BrucIs00
Marc Bulger,QB,26.191,2003-10-13,NFL,STL,,ATL,W 36-0,5,6,Mon,23,34,67.65,352,2,2,96.7,0,0,10.35,8.88,BulgMa00
Doug Johnson,QB,25.351,2003-10-13,NFL,ATL,@,STL,L 0-36,6,6,Mon,10,23,43.48,134,0,1,44.5,2,14,5.83,3.87,JohnDo00
Kurt Kittner,QB,23.263,2003-10-13,NFL,ATL,@,STL,L 0-36,6,6,Mon,2,5,40.00,21,0,1,13.3,0,0,4.20,-4.80,KittKu00
Darren Bennett,P,38.283,2003-10-19,NFL,SDG,@,CLE,W 26-20,6,7,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,BennDa20
Steve Beuerlein,QB,38.226,2003-10-19,NFL,DEN,@,MIN,L 20-28,7,7,Sun,9,19,47.37,119,0,3,28.1,5,40,6.26,-0.84,BeueSt00
Drew Bledsoe,QB,31.247,2003-10-19,NFL,BUF,,WAS,W 24-7,7,7,Sun,19,26,73.08,244,1,1,98.9,1,8,9.38,8.42,BledDr00
Kyle Boller,QB,22.124,2003-10-19,NFL,BAL,@,CIN,L 26-34,6,7,Sun,15,27,55.56,302,2,1,104.2,3,21,11.19,11.00,BollKy00
Todd Bouman,QB,31.079,2003-10-19,NFL,NOR,@,ATL,W 45-17,7,7,Sun,0,1,0.00,0,0,0,39.6,1,1,0.00,0.00,BoumTo00
Tom Brady,QB,26.077,2003-10-19,NFL,NWE,@,MIA,W 19-13,7,7,Sun,24,34,70.59,283,2,0,115.2,1,10,8.32,9.50,BradTo00
Drew Brees,QB,24.277,2003-10-19,NFL,SDG,@,CLE,W 26-20,6,7,Sun,9,18,50.00,74,0,1,37.7,1,13,4.11,1.61,BreeDr00
Aaron Brooks,QB,27.209,2003-10-19,NFL,NOR,@,ATL,W 45-17,7,7,Sun,23,30,76.67,352,3,0,148.2,2,9,11.73,13.73,BrooAa00
Marc Bulger,QB,26.197,2003-10-19,NFL,STL,,GNB,W 34-24,6,7,Sun,22,34,64.71,247,3,2,91.2,2,8,7.26,6.38,BulgMa00
David Carr,QB,24.090,2003-10-19,NFL,HOU,,NYJ,L 14-19,6,7,Sun,15,23,65.22,170,0,0,87.2,2,14,7.39,7.39,CarrDa00
Quincy Carter,QB,26.006,2003-10-19,NFL,DAL,@,DET,W 38-7,6,7,Sun,18,25,72.00,190,3,0,133.3,1,1,7.60,10.00,CartQu00
Chris Chandler,QB,38.007,2003-10-19,NFL,CHI,@,SEA,L 17-24,6,7,Sun,19,34,55.88,149,0,2,42.4,3,25,4.38,1.74,ChanCh00
Kerry Collins,QB,30.293,2003-10-19,NFL,NYG,,PHI,L 10-14,6,7,Sun,22,36,61.11,174,1,0,82.4,3,15,4.83,5.39,CollKe00
Tim Couch,QB,26.080,2003-10-19,NFL,CLE,,SDG,L 20-26,7,7,Sun,13,24,54.17,102,0,2,30.2,,16,4.25,0.50,CoucTi00
Daunte Culpepper,QB,26.264,2003-10-19,NFL,MIN,,DEN,W 28-20,6,7,Sun,19,26,73.08,277,2,0,133.0,2,9,10.65,12.19,CulpDa00
Jake Delhomme,QB,28.282,2003-10-19,NFL,CAR,,TEN,L 17-37,6,7,Sun,31,49,63.27,362,2,0,99.2,4,23,7.39,8.20,DelhJa00
Brett Favre*,QB,34.009,2003-10-19,NFL,GNB,@,STL,L 24-34,7,7,Sun,23,32,71.88,268,2,1,104.7,1,12,8.38,8.22,FavrBr00
Jay Fiedler,QB,31.294,2003-10-19,NFL,MIA,,NWE,L 13-19,6,7,Sun,20,35,57.14,230,1,2,62.8,1,1,6.57,4.57,FiedJa00
Jeff Garcia,QB,33.237,2003-10-19,NFL,SFO,,TAM,W 24-7,7,7,Sun,15,29,51.72,253,2,1,90.2,1,7,8.72,8.55,GarcJe00
Joey Harrington,QB,24.363,2003-10-19,NFL,DET,,DAL,L 7-38,6,7,Sun,5,13,38.46,30,0,2,7.1,,7,2.31,-4.62,HarrJo00
Matt Hasselbeck,QB,28.024,2003-10-19,NFL,SEA,,CHI,W 24-17,6,7,Sun,19,27,70.37,215,1,1,90.8,2,4,7.96,7.04,HassMa00
Craig Hentrich,P/K,32.154,2003-10-19,NFL,TEN,@,CAR,W 37-17,7,7,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,hentrcra01
Kelly Holcomb,QB,30.102,2003-10-19,NFL,CLE,,SDG,L 20-26,7,7,Sun,11,19,57.89,90,2,0,105.2,0,0,4.74,6.84,HolcKe00
Chad Hutchinson,QB,26.240,2003-10-19,NFL,DAL,@,DET,W 38-7,6,7,Sun,1,2,50.00,8,0,0,60.4,0,0,4.00,4.00,HutcCh00
Brad Johnson,QB,35.036,2003-10-19,NFL,TAM,@,SFO,L 7-24,6,7,Sun,21,34,61.76,241,1,3,56.1,2,7,7.09,3.71,JohnBr00
Kevin Johnson,WR,27.096,2003-10-19,NFL,CLE,,SDG,L 20-26,7,7,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,JohnKe01
Rob Johnson,QB,30.215,2003-10-19,NFL,WAS,@,BUF,L 7-24,7,7,Sun,1,3,33.33,4,0,0,42.4,1,6,1.33,1.33,JohnRo00
Danny Kanell,QB,29.332,2003-10-19,NFL,DEN,@,MIN,L 20-28,7,7,Sun,12,18,66.67,104,1,0,100.2,,,5.78,6.89,KaneDa00
Shaun King,QB,26.143,2003-10-19,NFL,TAM,@,SFO,L 7-24,6,7,Sun,4,7,57.14,24,0,0,64.0,0,0,3.43,3.43,KingSh00
Jon Kitna,QB,31.028,2003-10-19,NFL,CIN,,BAL,W 34-26,6,7,Sun,16,27,59.26,274,3,0,130.8,4,30,10.15,12.37,KitnJo00
Kurt Kittner,QB,23.269,2003-10-19,NFL,ATL,,NOR,L 17-45,7,7,Sun,9,29,31.03,115,1,1,41.6,1,7,3.97,3.10,KittKu00
Mike McMahon,QB,24.253,2003-10-19,NFL,DET,,DAL,L 7-38,6,7,Sun,5,20,25.00,51,0,1,18.7,0,0,2.55,0.30,McMaMi00
Donovan McNabb,QB,26.328,2003-10-19,NFL,PHI,@,NYG,W 14-10,6,7,Sun,9,23,39.13,64,0,1,29.1,3,17,2.78,0.83,McNaDo00
Steve McNair,QB,30.247,2003-10-19,NFL,TEN,@,CAR,W 37-17,7,7,Sun,12,22,54.55,190,1,0,98.7,3,26,8.64,9.55,McNaSt00
Patrick Ramsey,QB,24.247,2003-10-19,NFL,WAS,@,BUF,L 7-24,7,7,Sun,8,25,32.00,112,1,0,60.7,1,0,4.48,5.28,RamsPa00
Vinny Testaverde,QB,39.340,2003-10-19,NFL,NYJ,@,HOU,W 19-14,6,7,Sun,15,29,51.72,182,1,0,82.8,2,22,6.28,6.97,TestVi00
Billy Volek,QB,27.174,2003-10-19,NFL,TEN,@,CAR,W 37-17,7,7,Sun,1,2,50.00,50,1,0,135.4,0,0,25.00,35.00,VoleBi00
Rich Gannon,QB,37.304,2003-10-20,NFL,OAK,,KAN,L 10-17,7,7,Mon,10,19,52.63,58,0,1,36.7,3,18,3.05,0.68,GannRi00
Trent Green,QB,33.103,2003-10-20,NFL,KAN,@,OAK,W 17-10,7,7,Mon,11,22,50.00,206,0,1,63.8,2,12,9.36,7.32,GreeTr00
Marques Tuiasosopo,QB,24.212,2003-10-20,NFL,OAK,,KAN,L 10-17,7,7,Mon,16,28,57.14,224,0,1,68.2,1,7,8.00,6.39,TuiaMa00
Tony Banks,QB,30.204,2003-10-26,NFL,HOU,@,IND,L 21-30,7,8,Sun,12,17,70.59,88,0,1,58.0,1,10,5.18,2.53,BankTo00
Jeff Blake,QB,32.326,2003-10-26,NFL,ARI,,SFO,W 16-13,7,8,Sun,14,24,58.33,97,0,0,67.5,1,4,4.04,4.04,BlakJe00
Drew Bledsoe,QB,31.254,2003-10-26,NFL,BUF,@,KAN,L 5-38,8,8,Sun,23,34,67.65,153,0,3,40.4,3,32,4.50,0.53,BledDr00
Anquan Boldin,WR,23.023,2003-10-26,NFL,ARI,,SFO,W 16-13,7,8,Sun,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,BoldAn00
Kyle Boller,QB,22.131,2003-10-26,NFL,BAL,,DEN,W 26-6,7,8,Sun,15,27,55.56,137,1,0,81.9,2,11,5.07,5.81,BollKy00
Tom Brady,QB,26.084,2003-10-26,NFL,NWE,,CLE,W 9-3,8,8,Sun,20,33,60.61,259,0,0,85.3,1,6,7.85,7.85,BradTo00
Aaron Brooks,QB,27.216,2003-10-26,NFL,NOR,,CAR,L 20-23,8,8,Sun,20,33,60.61,187,2,1,83.8,3,11,5.67,5.52,BrooAa00
Marc Bulger,QB,26.204,2003-10-26,NFL,STL,@,PIT,W 33-21,7,8,Sun,22,37,59.46,375,1,0,102.9,2,16,10.14,10.68,BulgMa00
David Carr,QB,24.097,2003-10-26,NFL,HOU,@,IND,L 21-30,7,8,Sun,8,9,88.89,62,1,0,132.4,1,1,6.89,9.11,CarrDa00
Quincy Carter,QB,26.013,2003-10-26,NFL,DAL,@,TAM,L 0-16,7,8,Sun,15,25,60.00,140,0,2,42.1,4,22,5.60,2.00,CartQu00
Chris Chandler,QB,38.014,2003-10-26,NFL,CHI,,DET,W 24-16,7,8,Sun,20,31,64.52,207,1,0,94.4,2,14,6.68,7.32,ChanCh00
Kerry Collins,QB,30.300,2003-10-26,NFL,NYG,@,MIN,W 29-17,7,8,Sun,23,39,58.97,375,2,1,97.7,1,8,9.62,9.49,CollKe00
Todd Collins,QB,31.355,2003-10-26,NFL,KAN,,BUF,W 38-5,8,8,Sun,1,2,50.00,2,0,0,56.2,0,0,1.00,1.00,CollTo00
Tim Couch,QB,26.087,2003-10-26,NFL,CLE,@,NWE,L 3-9,8,8,Sun,7,11,63.64,40,0,0,70.3,,13,3.64,3.64,CoucTi00
Daunte Culpepper,QB,26.271,2003-10-26,NFL,MIN,,NYG,L 17-29,7,8,Sun,18,31,58.06,241,2,2,77.5,4,19,7.77,6.16,CulpDa00
Jake Delhomme,QB,28.289,2003-10-26,NFL,CAR,@,NOR,W 23-20,7,8,Sun,12,27,44.44,148,0,0,62.0,1,3,5.48,5.48,DelhJa00
Jeff Garcia,QB,33.244,2003-10-26,NFL,SFO,@,ARI,L 13-16,8,8,Sun,13,24,54.17,153,0,0,73.8,2,6,6.38,6.38,GarcJe00
David Garrard,QB,25.254,2003-10-26,NFL,JAX,,TEN,L 17-30,7,8,Sun,9,12,75.00,86,1,0,122.2,0,0,7.17,8.83,GarrDa00
Trent Green,QB,33.109,2003-10-26,NFL,KAN,,BUF,W 38-5,8,8,Sun,20,35,57.14,273,2,0,101.2,0,0,7.80,8.94,GreeTr00
Joey Harrington,QB,25.005,2003-10-26,NFL,DET,@,CHI,L 16-24,7,8,Sun,23,40,57.50,180,1,2,56.2,,,4.50,2.75,HarrJo00
Matt Hasselbeck,QB,28.031,2003-10-26,NFL,SEA,@,CIN,L 24-27,7,8,Sun,26,43,60.47,344,3,3,80.0,2,6,8.00,6.26,HassMa00
Kelly Holcomb,QB,30.109,2003-10-26,NFL,CLE,@,NWE,L 3-9,8,8,Sun,15,25,60.00,115,0,1,54.6,3,23,4.60,2.80,HolcKe00
Joe Horn,WR,31.283,2003-10-26,NFL,NOR,,CAR,L 20-23,8,8,Sun,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,HornJo00
Brad Johnson,QB,35.043,2003-10-26,NFL,TAM,,DAL,W 16-0,7,8,Sun,13,26,50.00,151,1,0,80.8,2,18,5.81,6.58,JohnBr00
Danny Kanell,QB,29.339,2003-10-26,NFL,DEN,@,BAL,L 6-26,8,8,Sun,16,31,51.61,114,0,2,33.5,,24,3.68,0.77,KaneDa00
Jon Kitna,QB,31.035,2003-10-26,NFL,CIN,,SEA,W 27-24,7,8,Sun,18,30,60.00,226,2,0,105.7,2,8,7.53,8.87,KitnJo00
Byron Leftwich,QB,23.285,2003-10-26,NFL,JAX,,TEN,L 17-30,7,8,Sun,15,27,55.56,158,1,2,54.2,2,5,5.85,3.26,LeftBy00
Tommy Maddox,QB,32.054,2003-10-26,NFL,PIT,,STL,L 21-33,7,8,Sun,12,28,42.86,159,2,3,45.7,2,8,5.68,2.29,MaddTo00
Peyton Manning,QB,27.216,2003-10-26,NFL,IND,,HOU,W 30-21,7,8,Sun,22,30,73.33,269,3,0,133.9,0,0,8.97,10.97,MannPe00
Donovan McNabb,QB,26.335,2003-10-26,NFL,PHI,,NYJ,W 24-17,7,8,Sun,17,23,73.91,141,1,1,85.6,5,29,6.13,5.04,McNaDo00
Steve McNair,QB,30.254,2003-10-26,NFL,TEN,@,JAX,W 30-17,8,8,Sun,21,27,77.78,187,1,1,92.4,0,0,6.93,6.00,McNaSt00
Chad Pennington,QB,27.122,2003-10-26,NFL,NYJ,@,PHI,L 17-24,7,8,Sun,14,24,58.33,154,0,1,60.1,2,14,6.42,4.54,PennCh01
Tim Rattay,QB,26.225,2003-10-26,NFL,SFO,@,ARI,L 13-16,8,8,Sun,2,4,50.00,2,0,0,56.2,0,0,0.50,0.50,RattTi00
Vinny Testaverde,QB,39.347,2003-10-26,NFL,NYJ,@,PHI,L 17-24,7,8,Sun,7,11,63.64,112,1,0,127.8,0,0,10.18,12.00,TestVi00
Alex Van Pelt,QB,33.178,2003-10-26,NFL,BUF,@,KAN,L 5-38,8,8,Sun,2,4,50.00,12,0,2,16.7,0,0,3.00,-19.50,VanPAl00
Drew Brees,QB,24.285,2003-10-27,NFL,SDG,,MIA,L 10-26,7,8,Mon,19,30,63.33,190,0,3,41.7,6,44,6.33,1.83,BreeDr00
Brian Griese,QB,28.223,2003-10-27,NFL,MIA,@,SDG,W 26-10,7,8,Mon,20,29,68.97,192,3,0,121.6,1,9,6.62,8.69,GrieBr00
Tony Banks,QB,30.211,2003-11-02,NFL,HOU,,CAR,W 14-10,8,9,Sun,13,19,68.42,154,1,0,110.4,2,5,8.11,9.16,BankTo00
Mitch Berger,P,31.131,2003-11-02,NFL,NOR,@,TAM,W 17-14,9,9,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,BergMi20
Jeff Blake,QB,32.333,2003-11-02,NFL,ARI,,CIN,W 17-14,8,9,Sun,18,28,64.29,166,2,0,104.2,2,23,5.93,7.36,BlakJe00
Kyle Boller,QB,22.138,2003-11-02,NFL,BAL,,JAX,W 24-17,8,9,Sun,10,23,43.48,156,1,1,63.0,0,0,6.78,5.70,BollKy00
Drew Brees,QB,24.291,2003-11-02,NFL,SDG,@,CHI,L 7-20,8,9,Sun,7,15,46.67,49,0,1,26.8,0,0,3.27,0.27,BreeDr00
Aaron Brooks,QB,27.223,2003-11-02,NFL,NOR,@,TAM,W 17-14,9,9,Sun,13,29,44.83,142,1,1,57.0,1,9,4.90,4.03,BrooAa00
Marc Bulger,QB,26.211,2003-11-02,NFL,STL,@,SFO,L 10-30,8,9,Sun,26,42,61.90,378,1,2,79.3,5,47,9.00,7.33,BulgMa00
Quincy Carter,QB,26.020,2003-11-02,NFL,DAL,,WAS,W 21-14,8,9,Sun,17,33,51.52,196,1,2,54.6,1,4,5.94,3.82,CartQu00
Chris Chandler,QB,38.021,2003-11-02,NFL,CHI,,SDG,W 20-7,8,9,Sun,21,30,70.00,224,0,1,77.6,2,8,7.47,5.97,ChanCh00
Kerry Collins,QB,30.307,2003-11-02,NFL,NYG,@,NYJ,W 31-28,8,9,Sun,24,40,60.00,303,2,0,100.3,1,5,7.58,8.58,CollKe00
Daunte Culpepper,QB,26.278,2003-11-02,NFL,MIN,,GNB,L 27-30,8,9,Sun,21,34,61.76,202,2,0,97.9,2,4,5.94,7.12,CulpDa00
Jake Delhomme,QB,28.296,2003-11-02,NFL,CAR,@,HOU,L 10-14,8,9,Sun,13,23,56.52,193,1,1,80.5,0,0,8.39,7.30,DelhJa00
Brett Favre*,QB,34.023,2003-11-02,NFL,GNB,@,MIN,W 30-27,8,9,Sun,18,28,64.29,194,3,1,105.4,1,4,6.93,7.46,FavrBr00
Doug Flutie,QB,41.010,2003-11-02,NFL,SDG,@,CHI,L 7-20,8,9,Sun,8,11,72.73,70,0,0,89.2,0,0,6.36,6.36,FlutDo00
Brian Griese,QB,28.229,2003-11-02,NFL,MIA,,IND,L 17-23,8,9,Sun,18,29,62.07,231,1,0,98.5,5,39,7.97,8.66,GrieBr00
Joey Harrington,QB,25.012,2003-11-02,NFL,DET,,OAK,W 23-13,8,9,Sun,13,21,61.90,117,1,1,72.9,,,5.57,4.38,HarrJo00
Matt Hasselbeck,QB,28.038,2003-11-02,NFL,SEA,,PIT,W 23-16,8,9,Sun,18,31,58.06,215,1,0,90.1,5,24,6.94,7.58,HassMa00
Tim Hasselbeck,QB,25.210,2003-11-02,NFL,WAS,@,DAL,L 14-21,8,9,Sun,2,3,66.67,20,0,0,85.4,0,0,6.67,6.67,HassTi00
