Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Sam Adams,LDT,27.082,2000-09-03,NFL,BAL,@,PIT,W 16-0,1,1,Sun,,,,1,AdamSa00
Elijah Alexander,OLB,30.032,2000-09-03,NFL,OAK,,SDG,W 9-6,1,1,Sun,,,,1,AlexEl20
Eric Allen,CB,34.286,2000-09-03,NFL,OAK,,SDG,W 9-6,1,1,Sun,,,,4,AlleEr00
Ashley Ambrose,RCB,29.352,2000-09-03,NFL,ATL,,SFO,W 36-28,1,1,Sun,1,36,1,1,AmbrAs00
Jerry Azumah,CB,23.002,2000-09-03,NFL,CHI,@,MIN,L 27-30,1,1,Sun,1,2,0,1,AzumJe00
Champ Bailey*,LCB,22.073,2000-09-03,NFL,WAS,,CAR,W 20-17,1,1,Sun,,,,1,BailCh00
Stephen Boyd,MLB,28.012,2000-09-03,NFL,DET,@,NOR,W 14-10,1,1,Sun,,,,1,BoydSt00
Derrick Brooks*,WLB,27.138,2000-09-03,NFL,TAM,@,NWE,W 21-16,1,1,Sun,,,,1,BrooDe00
Fernando Bryant,LCB,23.161,2000-09-03,NFL,JAX,@,CLE,W 27-7,1,1,Sun,,,,1,BryaFe20
Ray Buchanan,LCB,28.340,2000-09-03,NFL,ATL,,SFO,W 36-28,1,1,Sun,,,,2,BuchRa00
Rob Burnett,LDE,33.007,2000-09-03,NFL,BAL,@,PIT,W 16-0,1,1,Sun,0,0,0,1,BurnRo00
Jeff Burris,DB,28.088,2000-09-03,NFL,IND,@,KAN,W 27-14,1,1,Sun,1,27,1,2,BurrJe20
Shane Burton,RDE,26.229,2000-09-03,NFL,NYJ,@,GNB,W 20-16,1,1,Sun,,,,1,BurtSh20
Lamar Campbell,CB,24.005,2000-09-03,NFL,DET,@,NOR,W 14-10,1,1,Sun,,,,1,CampLa20
Keion Carpenter,FS,22.308,2000-09-03,NFL,BUF,,TEN,W 16-13,1,1,Sun,1,8,0,1,CarpKe20
Mark Carrier,FS,32.128,2000-09-03,NFL,WAS,,CAR,W 20-17,1,1,Sun,,,,1,CarrMa01
Chris Claiborne,WLB,22.039,2000-09-03,NFL,DET,@,NOR,W 14-10,1,1,Sun,,,,1,ClaiCh20
Eric Davis,LCB,32.221,2000-09-03,NFL,CAR,@,WAS,L 17-20,1,1,Sun,,,,2,DaviEr00
Brian Dawkins*,FS,26.326,2000-09-03,NFL,PHI,@,DAL,W 41-14,1,1,Sun,,,,1,DawkBr00
Pat Dennis,CB,22.065,2000-09-03,NFL,KAN,,IND,L 14-27,1,1,Sun,,,,1,DennPa20
Gerald Dixon,OLB,31.075,2000-09-03,NFL,SDG,@,OAK,L 6-9,1,1,Sun,0,0,0,1,DixoGe20
Anthony Dorsett,FS,26.355,2000-09-03,NFL,OAK,,SDG,W 9-6,1,1,Sun,,,,1,DorsAn20
