Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Fantasy Pts,PPR,DK Pts,FD Pts,Pass_cmp,Pass_att,Pass_yds,Pass_td,Pass_int,Run_att,Run_yds,Run_td,Rec,Rec_yds,Rec_td,Fmb,FGM,FGA,XPM,XPA,unique_id
Tony Banks,QB,28.157,2001-09-09,NFL,WAS,@,SDG,L 3-30,1,1,Sun,2.12,2.1,2.1,2.1,7,14,53,0,0,1,0,0,0,0,0,0,,,,,BankTo00
Kevan Barlow,RB,22.245,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,1.30,3.3,3.3,2.3,0,0,0,0,0,5,9,0,2,4,0,0,,,,,BarlKe00
Charlie Batch,QB,26.278,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,5.94,5.9,8.9,7.9,20,39,276,0,2,2,9,0,0,0,0,0,,,,,BatcCh00
Anthony Becht,TE,24.032,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,5.80,9.8,9.8,7.8,0,0,0,0,0,0,0,0,4,58,0,0,,,,,BechAn00
Brandon Bennett,RB,28.218,2001-09-09,NFL,CIN,,NWE,W 23-17,1,1,Sun,4.30,4.3,4.3,4.3,0,0,0,0,0,6,43,0,0,0,0,0,,,,,BennBr00
Michael Bennett,RB,23.027,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,5.50,7.5,7.5,6.5,0,0,0,0,0,11,37,0,2,18,0,0,,,,,BennMi00
Jerome Bettis*,RB,29.205,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,3.00,4.0,4.0,3.5,0,0,0,0,0,12,28,0,1,2,0,0,,,,,BettJe00
Tim Biakabutuka,RB,27.228,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,1.90,3.9,3.9,2.9,0,0,0,0,0,5,7,0,2,12,0,0,,,,,BiakTi00
Drew Bledsoe,QB,29.207,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,18.64,18.6,18.6,18.6,22,38,241,2,0,3,10,0,0,0,0,0,,,,,BledDr00
Marty Booker,WR,25.040,2001-09-09,NFL,CHI,@,BAL,L 6-17,1,1,Sun,4.90,13.9,13.9,9.4,0,0,0,0,0,0,0,0,9,49,0,0,,,,,BookMa00
Corey Bradford,WR,25.275,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,2.00,4.0,4.0,3.0,0,0,0,0,0,0,0,0,2,20,0,0,,,,,BradCo00
Kyle Brady,TE,29.238,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,3.90,6.9,6.9,5.4,0,0,0,0,0,0,0,0,3,39,0,0,,,,,BradKy00
Aaron Brooks,QB,25.169,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,21.36,21.4,21.4,21.4,18,29,209,3,0,5,10,0,0,0,0,0,,,,,BrooAa00
Kris Brown,PK,24.260,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,3.00,3.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,brownkri01
Na Brown,WR,24.199,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,3.60,5.6,5.6,4.6,0,0,0,0,0,0,0,0,2,36,0,0,,,,,BrowNa00
Tim Brown*,WR,35.049,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,19.70,27.7,30.7,23.7,0,0,0,0,0,1,4,0,8,133,1,0,,,,,BrowTi00
Troy Brown,WR,30.069,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,16.60,23.6,26.6,20.1,0,0,0,0,0,0,0,0,7,106,1,0,,,,,BrowTr00
Isaac Bruce,WR,28.303,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,8.90,12.9,12.9,10.9,0,0,0,0,0,0,0,0,4,89,0,0,,,,,BrucIs00
Mark Brunell,QB,30.357,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,20.62,20.6,20.6,20.6,15,26,198,3,0,3,7,0,0,0,0,0,,,,,BrunMa00
Plaxico Burress,WR,24.028,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,2.40,4.4,4.4,3.4,0,0,0,0,0,0,0,0,2,24,0,0,,,,,BurrPl00
Isaac Byrd,WR,26.297,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,3.10,4.1,4.1,3.6,0,0,0,0,0,0,0,0,1,31,0,0,,,,,ByrdIs00
John Carney,K,37.142,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,6.00,6.0,,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,carnejoh01
Cris Carter*,WR,35.288,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,10.40,15.4,15.4,12.9,0,0,0,0,0,0,0,0,5,44,1,0,,,,,CartCr00
Larry Centers,FB,33.100,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,4.80,8.8,8.8,6.8,0,0,0,0,0,1,11,0,4,37,0,0,,,,,CentLa00
Byron Chamberlain,TE,29.327,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,8.30,15.3,15.3,11.8,0,0,0,0,0,0,0,0,7,83,0,0,,,,,ChamBy00
Chris Chambers,WR,23.028,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,5.20,7.2,7.2,6.2,0,0,0,0,0,0,0,0,2,52,0,0,,,,,ChamCh00
Chris Chandler,QB,35.332,2001-09-09,NFL,ATL,@,SFO,L 13-16,1,1,Sun,6.44,6.4,6.4,6.4,11,18,121,0,0,3,16,0,0,0,0,0,,,,,ChanCh00
Doug Chapman,RB,24.018,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,1.20,2.2,2.2,1.7,0,0,0,0,0,3,15,0,1,-3,0,0,,,,,ChapDo00
Wayne Chrebet,WR,28.026,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,2.00,3.0,3.0,2.5,0,0,0,0,0,0,0,0,1,20,0,0,,,,,ChreWa00
Bob Christian,FB,32.299,2001-09-09,NFL,ATL,@,SFO,L 13-16,1,1,Sun,2.00,4.0,4.0,3.0,0,0,0,0,0,0,0,0,2,20,0,0,,,,,ChriBo00
Cam Cleeland,TE,26.025,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,7.40,9.4,9.4,8.4,0,0,0,0,0,0,0,0,2,14,1,0,,,,,CleeCa00
Laveranues Coles,WR,23.254,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,11.40,12.4,12.4,11.9,0,0,0,0,0,1,16,0,1,38,1,0,,,,,ColeLa00
Albert Connell,WR,27.119,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,14.90,17.9,17.9,16.4,0,0,0,0,0,0,0,0,3,89,1,0,,,,,ConnAl00
Brett Conway,K,26.185,2001-09-09,NFL,WAS,@,SDG,L 3-30,1,1,Sun,3.00,3.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,conwabre01
Curtis Conway,WR,30.239,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,3.20,6.2,7.2,4.7,0,0,0,0,0,1,16,0,3,36,0,0,,,,,ConwCu00
Ernie Conwell,TE,29.023,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,11.30,16.3,16.3,13.8,0,0,0,0,0,1,4,0,5,49,1,0,,,,,ConwEr00
Jose Cortez,K,26.105,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,10.00,10.0,,10.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,cortejos01
Tim Couch,QB,24.040,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,5.14,5.1,6.1,6.1,17,33,176,0,1,1,1,0,0,0,0,0,,,,,CoucTi00
Zack Crockett,RB,28.281,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,1.00,3.0,3.0,2.0,0,0,0,0,0,0,0,0,2,10,0,0,,,,,CrocZa00
Daunte Culpepper,QB,24.224,2001-09-09,NFL,MIN,,CAR,L 13-24,1,1,Sun,19.14,19.1,22.1,22.1,22,38,236,1,3,12,57,1,0,0,0,0,,,,,CulpDa00
Stephen Davis,RB,27.192,2001-09-09,NFL,WAS,@,SDG,L 3-30,1,1,Sun,4.60,8.6,9.6,6.6,0,0,0,0,0,14,35,0,4,31,0,0,,,,,DaviSt00
JaJuan Dawson,WR,23.308,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,4.60,9.6,9.6,7.1,0,0,0,0,0,0,0,0,5,46,0,0,,,,,DawsJa00
Phil Dawson,K,26.229,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,6.00,6.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,,,dawsophi01
Ken Dilger,TE,30.219,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,2.80,4.8,4.8,3.8,0,0,0,0,0,0,0,0,2,28,0,0,,,,,DilgKe00
Corey Dillon,HB,26.320,2001-09-09,NFL,CIN,,NWE,W 23-17,1,1,Sun,19.60,23.6,26.6,21.6,0,0,0,0,0,24,104,1,4,32,0,0,,,,,DillCo00
Warrick Dunn,RB,26.247,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,5.70,9.7,10.7,7.7,0,0,0,0,0,22,56,0,4,21,0,0,,,,,DunnWa00
Tim Dwight,WR/K,26.058,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,9.10,11.1,11.1,10.1,0,0,0,0,0,0,0,0,2,31,0,0,,,,,DwigTi00
Kevin Dyson,WR,26.078,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,5.10,9.1,9.1,7.1,0,0,0,0,0,0,0,0,4,51,0,0,,,,,DysoKe00
Paul Edinger,K,23.235,2001-09-09,NFL,CHI,@,BAL,L 6-17,1,1,Sun,6.00,6.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,,,edingpau01
Marc Edwards,FB,26.296,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,1.30,1.3,1.3,1.3,0,0,0,0,0,4,13,0,0,0,0,0,,,,,EdwaMa00
Troy Edwards,WR,24.155,2001-09-09,NFL,PIT,@,JAX,L 3-21,1,1,Sun,1.70,2.7,2.7,2.2,0,0,0,0,0,0,0,0,1,17,0,0,,,,,EdwaTr00
Bert Emanuel,WR,30.318,2001-09-09,NFL,NWE,@,CIN,L 17-23,1,1,Sun,2.50,6.5,6.5,4.5,0,0,0,0,0,0,0,0,4,25,0,0,,,,,EmanBe00
Bobby Engram,WR,28.245,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,1.80,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,,EngrBo00
Marshall Faulk*,RB,28.195,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,18.00,26.0,26.0,22.0,0,0,0,0,0,20,72,1,8,48,0,0,,,,,FaulMa00
Brett Favre*,QB,31.334,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,18.20,18.2,18.2,18.2,22,28,260,2,0,4,-2,0,0,0,0,0,,,,,FavrBr00
Jay Feely,K,25.109,2001-09-09,NFL,ATL,@,SFO,L 13-16,1,1,Sun,7.00,7.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,feelyjay01
Jay Fiedler,QB,29.254,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,19.50,19.5,19.5,19.5,12,20,225,2,0,7,25,0,0,0,0,0,,,,,FiedJa00
Terrell Fletcher,RB,27.360,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,1.70,2.7,2.7,2.2,0,0,0,0,0,4,5,0,1,12,0,0,,,,,FletTe00
Doug Flutie,QB,38.321,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,1.16,1.2,3.2,3.2,10,18,129,0,2,4,0,0,0,0,0,0,,,,,FlutDo00
Bubba Franks,TE,23.246,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,10.50,14.5,14.5,12.5,0,0,0,0,0,0,0,0,4,45,1,0,,,,,FranBu00
Antonio Freeman,WR,29.105,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,1.20,3.2,3.2,2.2,0,0,0,0,0,0,0,0,2,12,0,0,,,,,FreeAn00
Oronde Gadsden,WR,30.020,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,13.40,17.4,17.4,15.4,0,0,0,0,0,0,0,0,4,74,1,0,,,,,GadsOr00
Joey Galloway,WR,29.293,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,1.80,7.8,7.8,4.8,0,0,0,0,0,0,0,0,6,18,0,0,,,,,GallJo00
Rich Gannon,QB,35.263,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,16.54,16.5,22.5,17.5,31,46,341,2,1,1,9,0,0,0,0,0,,,,,GannRi00
Jeff Garcia,QB,31.197,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,19.20,19.2,23.2,20.2,26,40,335,1,1,5,38,0,0,0,0,0,,,,,GarcJe00
Rod Gardner,WR,23.318,2001-09-09,NFL,WAS,@,SDG,L 3-30,1,1,Sun,3.70,8.7,8.7,6.2,0,0,0,0,0,0,0,0,5,37,0,0,,,,,GardRo00
Charlie Garner,RB,29.208,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,5.80,9.8,9.8,7.8,0,0,0,0,0,12,38,0,4,20,0,0,,,,,GarnCh00
Sam Gash,FB,32.186,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,7.10,9.1,9.1,8.1,0,0,0,0,0,0,0,0,2,11,1,0,,,,,GashSa00
Eddie George,RB,27.350,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,6.70,8.7,8.7,7.7,0,0,0,0,0,18,49,0,2,18,0,0,,,,,GeorEd00
Nick Goings,FB,23.226,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,8.60,8.6,8.6,8.6,0,0,0,0,0,25,86,0,0,0,0,0,,,,,GoinNi00
Tony Gonzalez*,TE,25.194,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,8.10,13.1,13.1,10.6,0,0,0,0,0,0,0,0,5,81,0,0,,,,,GonzTo00
Martin Gramatica,K,25.286,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,4.00,4.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,gramamar01
Elvis Grbac,QB,31.027,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,15.38,15.4,15.4,15.4,24,30,262,1,0,6,9,0,0,0,0,0,,,,,GrbaEl00
Ahman Green,RB,24.205,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,27.70,30.7,34.7,29.2,0,0,0,0,0,17,157,2,3,20,0,0,,,,,GreeAh00
Jacquez Green,WR,25.237,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,7.50,15.5,15.5,11.5,0,0,0,0,0,0,0,0,8,75,0,0,,,,,GreeJa00
Trent Green,QB,31.062,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,8.08,9.1,12.1,9.6,16,37,222,1,1,4,11,0,1,1,0,0,,,,,GreeTr00
Az-Zahir Hakim,WR,24.098,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,1.00,2.0,2.0,1.5,0,0,0,0,0,1,5,0,1,5,0,0,,,,,HakiAz00
John Hall,K,27.176,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,6.00,6.0,,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,hallxjoh01
Troy Hambrick,RB,24.307,2001-09-09,NFL,DAL,,TAM,L 6-10,1,1,Sun,1.00,1.0,1.0,1.0,0,0,0,0,0,1,10,0,0,0,0,0,,,,,HambTr00
Jason Hanson,K,31.084,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,6.00,6.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,hansojas01
Marvin Harrison*,WR,29.015,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,3.50,7.5,7.5,5.5,0,0,0,0,0,0,0,0,4,35,0,0,,,,,HarrMa00
Matt Hasselbeck,QB,25.349,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,3.22,3.2,5.2,5.2,20,34,178,0,2,6,1,0,0,0,0,0,,,,,HassMa00
Donald Hayes,WR,26.058,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,1.30,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,,HayeDo00
Todd Heap,TE,21.177,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,5.70,10.7,10.7,8.2,0,0,0,0,0,0,0,0,5,57,0,0,,,,,HeapTo00
Garrison Hearst,RB,30.248,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,7.20,11.2,11.2,9.2,0,0,0,0,0,14,48,0,4,24,0,0,,,,,HearGa00
William Henderson,FB,30.202,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,4.90,7.9,7.9,6.4,0,0,0,0,0,0,0,0,3,49,0,0,,,,,HendWi00
Travis Henry,HB,22.315,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,6.20,7.2,7.2,6.7,0,0,0,0,0,22,58,0,1,4,0,0,,,,,HenrTr00
Mike Hollis,PK,29.110,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,3.00,3.0,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,3,hollimik01
Priest Holmes,RB,27.337,2001-09-09,NFL,KAN,,OAK,L 24-27,1,1,Sun,2.20,3.2,3.2,2.7,0,0,0,0,0,7,21,0,1,1,0,0,,,,,HolmPr00
Torry Holt,WR,25.096,2001-09-09,NFL,STL,@,PHI,W 20-17,1,1,Sun,8.50,15.5,15.5,12.0,0,0,0,0,0,0,0,0,7,85,0,0,,,,,HoltTo00
Joe Horn,WR,29.236,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,4.50,10.5,10.5,7.5,0,1,0,0,0,0,0,0,6,45,0,0,,,,,HornJo00
Desmond Howard,WR,31.117,2001-09-09,NFL,DET,@,GNB,L 6-28,1,1,Sun,2.20,5.2,5.2,3.7,0,0,0,0,0,0,0,0,3,22,0,0,,,,,HowaDe00
Qadry Ismail,WR,30.305,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,8.80,14.8,14.8,11.8,0,0,0,0,0,0,0,0,6,88,0,0,,,,,IsmaQa00
Darrell Jackson,WR,22.277,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,1.70,6.7,6.7,4.2,0,0,0,0,0,0,0,0,5,17,0,0,,,,,JackDa00
James Jackson,RB,25.036,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,3.70,3.7,3.7,3.7,0,0,0,0,0,14,37,0,0,0,0,0,,,,,JackJa00
Willie Jackson,WR,30.024,2001-09-09,NFL,NOR,@,BUF,W 24-6,1,1,Sun,1.20,3.2,3.2,2.2,0,0,0,0,0,0,0,0,2,12,0,0,,,,,JackWi00
Edgerrin James,RB,23.039,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,26.80,28.8,31.8,27.8,0,0,0,0,0,28,135,2,2,13,0,0,,,,,JameEd00
Sebastian Janikowski,K,23.191,2001-09-09,NFL,OAK,@,KAN,W 27-24,1,1,Sun,13.00,13.0,,15.0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,janikseb01
Brad Johnson,QB,32.361,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,12.00,12.0,13.0,13.0,25,34,195,0,1,4,2,1,0,0,0,0,,,,,JohnBr00
Eric Johnson,TE,25.132,2001-09-09,NFL,SFO,,ATL,W 16-13,1,1,Sun,3.40,7.4,7.4,5.4,0,0,0,0,0,0,0,0,4,34,0,0,,,,,JohnEr00
Kevin Johnson,WR,25.056,2001-09-09,NFL,CLE,,SEA,L 6-9,1,1,Sun,5.10,9.1,9.1,7.1,0,0,0,0,0,0,0,0,4,51,0,0,,,,,JohnKe01
Keyshawn Johnson,WR,29.049,2001-09-09,NFL,TAM,@,DAL,W 10-6,1,1,Sun,7.10,14.1,14.1,10.6,0,0,0,0,0,0,0,0,7,71,0,0,,,,,JohnKe00
Patrick Johnson,WR,25.030,2001-09-09,NFL,BAL,,CHI,W 17-6,1,1,Sun,2.50,3.5,3.5,3.0,0,0,0,0,0,0,0,0,1,25,0,0,,,,,JohnPa00
Rob Johnson,QB,28.175,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,2.70,2.7,5.7,5.7,16,27,160,0,3,3,23,0,0,0,0,0,,,,,JohnRo00
Damon Jones,TE,26.356,2001-09-09,NFL,JAX,,PIT,W 21-3,1,1,Sun,8.30,10.3,10.3,9.3,0,0,0,0,0,0,0,0,2,23,1,0,,,,,JoneDa00
Freddie Jones,TE,26.358,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,1.60,2.6,2.6,2.1,0,0,0,0,0,0,0,0,1,16,0,0,,,,,JoneFr00
LaMont Jordan,RB,22.302,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,1.70,1.7,1.7,1.7,0,0,0,0,0,3,17,0,0,0,0,0,,,,,JordLa00
John Kasay,PK,31.317,2001-09-09,NFL,CAR,@,MIN,W 24-13,1,1,Sun,6.00,6.0,,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,kasayjoh01
Erron Kinney,TE,24.043,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,9.50,12.5,12.5,11.0,0,0,0,0,0,0,0,0,3,35,1,0,,,,,KinnEr00
Jon Kitna,QB,28.353,2001-09-09,NFL,CIN,,NWE,W 23-17,1,1,Sun,9.86,9.9,10.9,9.9,18,27,204,1,0,2,-3,0,0,0,0,0,,,,,KitnJo00
Dorsey Levens,RB,31.111,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,2.50,5.5,5.5,4.0,0,0,0,0,0,7,18,0,3,7,0,0,,,,,LeveDo00
Chad Lewis,TE,29.339,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,4.50,9.5,9.5,7.0,0,0,0,0,0,0,0,0,5,45,0,0,,,,,LewiCh00
Rian Lindell,K,24.232,2001-09-09,NFL,SEA,@,CLE,W 9-6,1,1,Sun,11.00,11.0,,12.0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,,,linderia01
Ryan Longwell,K,27.024,2001-09-09,NFL,GNB,,DET,W 28-6,1,1,Sun,4.00,4.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,4,longwrya01
Peyton Manning,QB,25.169,2001-09-09,NFL,IND,@,NYJ,W 45-24,1,1,Sun,15.14,15.1,17.1,17.1,22,32,231,2,2,2,19,0,0,0,0,0,,,,,MannPe00
Olindo Mare,K,28.095,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,7.00,7.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,marexoli01
Cecil Martin,FB,26.063,2001-09-09,NFL,PHI,,STL,L 17-20,1,1,Sun,16.00,22.0,22.0,19.0,0,0,0,0,0,0,0,0,6,40,2,0,,,,,MartCe00
Curtis Martin*,RB,28.131,2001-09-09,NFL,NYJ,,IND,L 24-45,1,1,Sun,16.90,22.9,22.9,19.9,0,0,0,0,0,20,79,1,6,30,0,0,,,,,MartCu00
Tony Martin,WR,36.004,2001-09-09,NFL,ATL,@,SFO,L 13-16,1,1,Sun,6.60,10.6,10.6,8.6,0,0,0,0,0,0,0,0,4,66,0,0,,,,,MartTo00
Derrick Mason,WR,27.235,2001-09-09,NFL,TEN,,MIA,L 23-31,1,1,Sun,12.20,14.2,14.2,13.2,0,0,0,0,0,0,0,0,2,62,1,0,,,,,MasoDe00
Terance Mathis,WR,34.094,2001-09-09,NFL,ATL,@,SFO,L 13-16,1,1,Sun,2.60,5.6,5.6,4.1,0,0,0,0,0,0,0,0,3,26,0,0,,,,,MathTe00
Shane Matthews,QB,31.100,2001-09-09,NFL,CHI,@,BAL,L 6-17,1,1,Sun,1.72,1.7,3.7,3.7,24,39,138,0,2,2,2,0,0,0,0,0,,,,,MattSh00
Fred McCrary,FB,28.355,2001-09-09,NFL,SDG,,WAS,W 30-3,1,1,Sun,2.20,4.2,4.2,3.2,0,0,0,0,0,0,0,0,2,22,0,0,,,,,McCrFr00
Jeremy McDaniel,WR,25.130,2001-09-09,NFL,BUF,,NOR,L 6-24,1,1,Sun,3.60,7.6,7.6,5.6,0,0,0,0,0,0,0,0,4,36,0,0,,,,,McDaJe00
Tony McGee,TE,30.141,2001-09-09,NFL,CIN,,NWE,W 23-17,1,1,Sun,8.50,9.5,9.5,9.0,0,0,0,0,0,0,0,0,1,25,1,0,,,,,McGeTo00
James McKnight,WR,29.084,2001-09-09,NFL,MIA,@,TEN,W 31-23,1,1,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,,McKnJa00
