Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Denard Walker,RCB,28.045,2001-09-23,NFL,DEN,@,ARI,W 38-17,2,2,Sun,1,21,0,1,WalkDe20
Eric Warfield,RCB,25.204,2001-09-23,NFL,KAN,,NYG,L 3-13,2,2,Sun,1,0,0,2,WarfEr20
Jason Webster,RCB,24.015,2001-09-23,NFL,SFO,,STL,L 26-30,2,2,Sun,,,,2,WebsJa20
Aeneas Williams*,LCB,33.237,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,,,,1,WillAe00
Shaun Williams,FS,24.348,2001-09-23,NFL,NYG,@,KAN,W 13-3,2,2,Sun,1,0,0,2,WillSh20
Tony Williams,RDT,26.076,2001-09-23,NFL,CIN,,BAL,W 21-10,2,2,Sun,,,,1,WillTo23
Antoine Winfield,LCB,24.091,2001-09-23,NFL,BUF,@,IND,L 26-42,2,2,Sun,1,0,0,1,WinfAn20
Charles Woodson,LCB,24.351,2001-09-23,NFL,OAK,@,MIA,L 15-18,2,2,Sun,,,,1,WoodCh00
Peppi Zellner,RDE,26.193,2001-09-23,NFL,DAL,,SDG,L 21-32,2,2,Sun,,,,1,ZellPe20
Jeff Zgonina,RDT,31.122,2001-09-23,NFL,STL,@,SFO,W 30-26,2,2,Sun,,,,1,ZgonJe20
Champ Bailey*,LCB,23.094,2001-09-24,NFL,WAS,@,GNB,L 0-37,2,2,Mon,,,,1,BailCh00
Na'il Diggs,SLB,23.078,2001-09-24,NFL,GNB,,WAS,W 37-0,2,2,Mon,,,,1,DiggNa20
Antuan Edwards,CB/S,24.121,2001-09-24,NFL,GNB,,WAS,W 37-0,2,2,Mon,,,,1,EdwaAn21
Mike Flanagan,C,27.318,2001-09-24,NFL,GNB,,WAS,W 37-0,2,2,Mon,,,,1,FlanMi00
Fred Smoot,RCB,21.065,2001-09-24,NFL,WAS,@,GNB,L 0-37,2,2,Mon,1,0,0,1,SmooFr20
Nate Wayne,WLB,26.255,2001-09-24,NFL,GNB,,WAS,W 37-0,2,2,Mon,1,18,0,1,WaynNa20
Donnie Abraham,LCB,27.357,2001-09-30,NFL,TAM,@,MIN,L 16-20,2,3,Sun,,,,2,AbraDo00
Champ Bailey*,LCB,23.100,2001-09-30,NFL,WAS,,KAN,L 13-45,3,3,Sun,,,,2,BailCh00
Ronde Barber,RCB,26.176,2001-09-30,NFL,TAM,@,MIN,L 16-20,2,3,Sun,1,12,0,2,BarbRo00
William Bartee,CB,24.097,2001-09-30,NFL,KAN,@,WAS,W 45-13,3,3,Sun,,,,1,BartWi20
Ainsley Battles,SS,22.328,2001-09-30,NFL,JAX,,CLE,L 14-23,3,3,Sun,1,0,0,1,BattAi20
Kendrell Bell,RILB,23.090,2001-09-30,NFL,PIT,@,BUF,W 20-3,2,3,Sun,,,,1,BellKe20
Greg Biekert,MLB,32.200,2001-09-30,NFL,OAK,,SEA,W 38-14,3,3,Sun,,,,1,BiekGr20
Dre' Bly,CB,24.131,2001-09-30,NFL,STL,,MIA,W 42-10,3,3,Sun,1,0,0,1,BlyxDr00
Keith Brooking,MLB,25.335,2001-09-30,NFL,ATL,@,ARI,W 34-14,3,3,Sun,1,9,0,1,BrooKe00
Derrick Brooks*,WLB,28.165,2001-09-30,NFL,TAM,@,MIN,L 16-20,2,3,Sun,1,2,0,1,BrooDe00
Ray Buchanan,LCB,30.001,2001-09-30,NFL,ATL,@,ARI,W 34-14,3,3,Sun,1,33,0,1,BuchRa00
Rob Burnett,LDE,34.034,2001-09-30,NFL,BAL,@,DEN,W 20-13,3,3,Sun,,,,1,BurnRo00
Mike Caldwell,WILL,30.030,2001-09-30,NFL,PHI,,DAL,W 40-18,3,3,Sun,,,,1,CaldMi20
Corey Chavous,RCB,25.258,2001-09-30,NFL,ARI,,ATL,L 14-34,2,3,Sun,,,,1,ChavCo00
Tay Cody,LCB,23.359,2001-09-30,NFL,SDG,,CIN,W 28-14,3,3,Sun,,,,1,CodyTa20
Roderick Coleman,DT,25.045,2001-09-30,NFL,OAK,,SEA,W 38-14,3,3,Sun,0,0,0,1,ColeRo99
Chris Cooper,DT,24.215,2001-09-30,NFL,OAK,,SEA,W 38-14,3,3,Sun,1,0,0,1,CoopCh20
Terry Cousin,CB,26.203,2001-09-30,NFL,MIA,@,STL,L 10-42,3,3,Sun,,,,1,CousTe20
Jason Craft,CB,25.229,2001-09-30,NFL,JAX,,CLE,L 14-23,3,3,Sun,,,,1,CrafJa20
Brian Dawkins*,FS,27.352,2001-09-30,NFL,PHI,,DAL,W 40-18,3,3,Sun,0,0,0,3,DawkBr00
Chad Eaton,LDT,29.177,2001-09-30,NFL,SEA,@,OAK,L 14-38,3,3,Sun,,,,1,EatoCh20
Greg Ellis,LDE,26.047,2001-09-30,NFL,DAL,@,PHI,L 18-40,3,3,Sun,,,,2,ElliGr20
Demetric Evans,DE,22.027,2001-09-30,NFL,DAL,@,PHI,L 18-40,3,3,Sun,,,,1,EvanDe20
Doug Evans,RCB,31.140,2001-09-30,NFL,CAR,,GNB,L 7-28,3,3,Sun,1,3,0,3,EvanDo21
Jim Flanigan,DT,30.034,2001-09-30,NFL,GNB,@,CAR,W 28-7,3,3,Sun,,,,1,FlanJi21
London Fletcher,MLB,26.134,2001-09-30,NFL,STL,,MIA,W 42-10,3,3,Sun,1,0,0,1,FletLo20
Corey Fuller,LCB,30.152,2001-09-30,NFL,CLE,@,JAX,W 23-14,3,3,Sun,,,,1,FullCo20
Sam Garnes,SS,27.080,2001-09-30,NFL,NYG,,NOR,W 21-13,3,3,Sun,,,,2,GarnSa20
Winfield Garnett,DT,25.068,2001-09-30,NFL,MIN,,TAM,W 20-16,3,3,Sun,0,0,0,1,GarnWi20
Deon Grant,FS,22.200,2001-09-30,NFL,CAR,,GNB,L 7-28,3,3,Sun,1,8,0,2,GranDe21
Cory Hall,SS,24.299,2001-09-30,NFL,CIN,@,SDG,L 14-28,3,3,Sun,,,,1,HallCo21
Keith Hamilton,RDT,30.128,2001-09-30,NFL,NYG,,NOR,W 21-13,3,3,Sun,0,0,0,1,HamiKe20
Nick Harper,DB,27.020,2001-09-30,NFL,IND,@,NWE,L 13-44,3,3,Sun,,,,1,HarpNi20
Al Harris,CB,26.297,2001-09-30,NFL,PHI,,DAL,W 40-18,3,3,Sun,1,14,0,3,HarrAl21
Corey Harris,SS,31.340,2001-09-30,NFL,BAL,@,DEN,W 20-13,3,3,Sun,1,1,0,1,HarrCo20
Kim Herring,FS,26.020,2001-09-30,NFL,STL,,MIA,W 42-10,3,3,Sun,,,,1,HerrKi20
Jimmy Hitchcock,CB,30.325,2001-09-30,NFL,CAR,,GNB,L 7-28,3,3,Sun,,,,1,HitcJi20
Vonnie Holliday,LDE,25.293,2001-09-30,NFL,GNB,@,CAR,W 28-7,3,3,Sun,,,,1,HollVo20
Kenny Holmes,RDE,27.341,2001-09-30,NFL,NYG,,NOR,W 21-13,3,3,Sun,,,,1,HolmKe20
Darren Howard,LDE,24.315,2001-09-30,NFL,NOR,@,NYG,L 13-21,2,3,Sun,,,,1,HowaDa21
Eric Kelly,CB,24.258,2001-09-30,NFL,MIN,,TAM,W 20-16,3,3,Sun,1,2,0,1,KellEr20
Kwamie Lassiter,FS,31.301,2001-09-30,NFL,ARI,,ATL,L 14-34,2,3,Sun,,,,1,LassKw20
Ty Law*,LCB,27.232,2001-09-30,NFL,NWE,,IND,W 44-13,3,3,Sun,1,23,1,1,LawxTy00
Sam Madison,RCB,27.160,2001-09-30,NFL,MIA,@,STL,L 10-42,3,3,Sun,,,,1,MadiSa00
Kevin Mathis,LCB,27.154,2001-09-30,NFL,NOR,@,NYG,L 13-21,2,3,Sun,,,,1,MathKe20
Tod McBride,CB,25.247,2001-09-30,NFL,GNB,@,CAR,W 28-7,3,3,Sun,,,,2,McBrTo20
Marlon McCree,FS,24.197,2001-09-30,NFL,JAX,,CLE,L 14-23,3,3,Sun,,,,1,McCrMa20
Daylon McCutcheon,RCB,24.295,2001-09-30,NFL,CLE,@,JAX,W 23-14,3,3,Sun,1,32,1,3,McCuDa22
Ed McDaniel,WLB,32.219,2001-09-30,NFL,MIN,,TAM,W 20-16,3,3,Sun,,,,1,McDaEd00
Chester McGlockton,LDT,32.014,2001-09-30,NFL,DEN,,BAL,L 13-20,3,3,Sun,1,17,0,1,McGlCh00
Keith McKenzie,RDE,27.348,2001-09-30,NFL,CLE,@,JAX,W 23-14,3,3,Sun,,,,1,McKeKe20
Ryan McNeil,RCB,30.361,2001-09-30,NFL,SDG,,CIN,W 28-14,3,3,Sun,2,8,0,2,McNeRy20
Jamir Miller,SLB,27.315,2001-09-30,NFL,CLE,@,JAX,W 23-14,3,3,Sun,0,0,0,1,MillJa01
Mike Minter,SS,27.258,2001-09-30,NFL,CAR,,GNB,L 7-28,3,3,Sun,,,,2,MintMi21
Keith Mitchell,LLB,27.068,2001-09-30,NFL,NOR,@,NYG,L 13-21,2,3,Sun,,,,1,MitcKe00
Leonard Myers,CB,22.286,2001-09-30,NFL,NWE,,IND,W 44-13,3,3,Sun,,,,1,MyerLe20
Hannibal Navies,SLB,24.073,2001-09-30,NFL,CAR,,GNB,L 7-28,3,3,Sun,,,,1,NaviHa20
Marvcus Patton,MLB,34.152,2001-09-30,NFL,KAN,@,WAS,W 45-13,3,3,Sun,,,,1,PattMa21
Jason Perry,FS,25.060,2001-09-30,NFL,SDG,,CIN,W 28-14,3,3,Sun,,,,1,PerrJa21
Roman Phifer,RDE,33.209,2001-09-30,NFL,NWE,,IND,W 44-13,3,3,Sun,1,14,0,1,PhifRo20
Marquez Pope,SS,30.336,2001-09-30,NFL,OAK,,SEA,W 38-14,3,3,Sun,,,,1,PopeMa20
Trevor Pryce,RDT,26.058,2001-09-30,NFL,DEN,,BAL,L 13-20,3,3,Sun,,,,1,PrycTr00
Ike Reese,LB,27.349,2001-09-30,NFL,PHI,,DAL,W 40-18,3,3,Sun,,,,1,ReesIk99
Mark Roman,CB,24.188,2001-09-30,NFL,CIN,@,SDG,L 14-28,3,3,Sun,,,,1,RomaMa20
Bill Romanowski,SLB,35.181,2001-09-30,NFL,DEN,,BAL,L 13-20,3,3,Sun,,,,1,RomaBi00
Orpheus Roye,LDE,28.252,2001-09-30,NFL,CLE,@,JAX,W 23-14,3,3,Sun,1,0,0,1,RoyeOr20
Chad Scott,LCB,27.024,2001-09-30,NFL,PIT,@,BUF,W 20-3,2,3,Sun,1,62,0,1,ScotCh20
Junior Seau*,WLB,32.254,2001-09-30,NFL,SDG,,CIN,W 28-14,3,3,Sun,1,2,0,1,SeauJu00
Jason Sehorn,RCB,30.168,2001-09-30,NFL,NYG,,NOR,W 21-13,3,3,Sun,,,,1,SehoJa20
Jamie Sharper,RLB,26.311,2001-09-30,NFL,BAL,@,DEN,W 20-13,3,3,Sun,,,,1,SharJa20
Tony Siragusa,RDT,34.139,2001-09-30,NFL,BAL,@,DEN,W 20-13,3,3,Sun,0,0,0,1,SiraTo20
Mark Smith,DT,27.033,2001-09-30,NFL,CLE,@,JAX,W 23-14,3,3,Sun,,,,1,SmitMa20
Otis Smith,RCB,35.343,2001-09-30,NFL,NWE,,IND,W 44-13,3,3,Sun,1,78,1,1,SmitOt20
Thomas Smith,DB,30.299,2001-09-30,NFL,IND,@,NWE,L 13-44,3,3,Sun,,,,1,SmitTh21
Duane Starks,LCB,27.130,2001-09-30,NFL,BAL,@,DEN,W 20-13,3,3,Sun,1,0,0,1,StarDu20
Bobby Taylor,RCB,27.276,2001-09-30,NFL,PHI,,DAL,W 40-18,3,3,Sun,,,,4,TaylBo00
George Teague,FS,30.224,2001-09-30,NFL,DAL,@,PHI,L 18-40,3,3,Sun,,,,2,TeagGe20
Orlando Thomas,FS,28.344,2001-09-30,NFL,MIN,,TAM,W 20-16,3,3,Sun,,,,3,ThomOr20
Reggie Tongue,SS,28.172,2001-09-30,NFL,SEA,@,OAK,L 14-38,3,3,Sun,,,,1,TongRe20
Darrick Vaughn,CB,22.363,2001-09-30,NFL,ATL,@,ARI,W 34-14,3,3,Sun,1,0,0,1,VaugDa20
Brian Walker,SS,29.122,2001-09-30,NFL,MIA,@,STL,L 10-42,3,3,Sun,,,,1,WalkBr21
Eric Warfield,RCB,25.211,2001-09-30,NFL,KAN,@,WAS,W 45-13,3,3,Sun,,,,1,WarfEr20
Nate Webster,LB,23.305,2001-09-30,NFL,TAM,@,MIN,L 16-20,2,3,Sun,,,,1,WebsNa20
Greg Wesley,SS,23.195,2001-09-30,NFL,KAN,@,WAS,W 45-13,3,3,Sun,1,30,0,1,WeslGr20
Shaun Williams,FS,24.355,2001-09-30,NFL,NYG,,NOR,W 21-13,3,3,Sun,1,5,0,1,WillSh20
Tyrone Williams,RCB,28.122,2001-09-30,NFL,GNB,@,CAR,W 28-7,3,3,Sun,1,28,0,1,WillTy20
Antoine Winfield,LCB,24.098,2001-09-30,NFL,BUF,,PIT,L 3-20,3,3,Sun,,,,1,WinfAn20
Grant Wistrom,RDE,25.089,2001-09-30,NFL,STL,,MIA,W 42-10,3,3,Sun,0,0,0,1,WistGr20
Charles Woodson,LCB,24.358,2001-09-30,NFL,OAK,,SEA,W 38-14,3,3,Sun,0,0,0,1,WoodCh00
Darren Woodson,SS,32.158,2001-09-30,NFL,DAL,@,PHI,L 18-40,3,3,Sun,,,,1,WoodDa01
Rod Woodson*,FS,36.204,2001-09-30,NFL,BAL,@,DEN,W 20-13,3,3,Sun,,,,2,WoodRo01
Ahmed Plummer,LCB,25.189,2001-10-01,NFL,SFO,@,NYJ,W 19-17,3,3,Mon,,,,3,PlumAh20
Donnie Abraham,LCB,27.364,2001-10-07,NFL,TAM,,GNB,W 14-10,3,4,Sun,1,13,0,1,AbraDo00
Will Allen,LCB,23.063,2001-10-07,NFL,NYG,,WAS,W 23-9,4,4,Sun,,,,2,AlleWi20
Jessie Armstead,ROLB,30.346,2001-10-07,NFL,NYG,,WAS,W 23-9,4,4,Sun,,,,1,ArmsJe00
LaVar Arrington,SLB,23.109,2001-10-07,NFL,WAS,@,NYG,L 9-23,4,4,Sun,,,,1,ArriLa00
Rodney Bailey,DE,22.000,2001-10-07,NFL,PIT,,CIN,W 16-7,3,4,Sun,,,,1,BailRo21
Ronde Barber,RCB,26.183,2001-10-07,NFL,TAM,,GNB,W 14-10,3,4,Sun,,,,1,BarbRo00
Micheal Barrow,MLB,31.171,2001-10-07,NFL,NYG,,WAS,W 23-9,4,4,Sun,,,,1,BarrMi20
Aaron Beasley,RCB,28.092,2001-10-07,NFL,JAX,@,SEA,L 15-24,4,4,Sun,1,0,0,1,BeasAa20
Jay Bellamy,FS,29.091,2001-10-07,NFL,NOR,,MIN,W 28-15,3,4,Sun,1,0,0,1,BellJa22
Mike Brown,FS,23.236,2001-10-07,NFL,CHI,@,ATL,W 31-3,3,4,Sun,1,32,0,2,BrowMi99
Tedy Bruschi,LB,28.120,2001-10-07,NFL,NWE,@,MIA,L 10-30,4,4,Sun,,,,1,BrusTe99
Ray Buchanan,LCB,30.008,2001-10-07,NFL,ATL,,CHI,L 3-31,4,4,Sun,1,0,0,1,BuchRa00
Terrell Buckley,CB,30.122,2001-10-07,NFL,NWE,@,MIA,L 10-30,4,4,Sun,,,,1,BuckTe20
Keith Bulluck,LB,24.186,2001-10-07,NFL,TEN,@,BAL,L 7-26,3,4,Sun,,,,1,BullKe00
Shane Burton,LDT,27.262,2001-10-07,NFL,NYJ,@,BUF,W 42-36,4,4,Sun,,,,2,BurtSh20
Andre Carter,RDE,22.148,2001-10-07,NFL,SFO,,CAR,W 24-14,4,4,Sun,,,,2,CartAn20
Chris Carter,FS,27.010,2001-10-07,NFL,CIN,@,PIT,L 7-16,4,4,Sun,,,,1,CartCh20
Tyrone Carter,DB,25.190,2001-10-07,NFL,MIN,@,NOR,L 15-28,4,4,Sun,,,,2,CartTy20
Nate Clements,CB,21.299,2001-10-07,NFL,BUF,,NYJ,L 36-42,4,4,Sun,0,0,0,1,ClemNa99
Marcus Coleman,RCB,27.136,2001-10-07,NFL,NYJ,@,BUF,W 42-36,4,4,Sun,,,,1,ColeMa20
Henri Crockett,SLB,26.344,2001-10-07,NFL,ATL,,CHI,L 3-31,4,4,Sun,1,7,0,1,CrocHe20
Brian Dawkins*,FS,27.359,2001-10-07,NFL,PHI,,ARI,L 20-21,4,4,Sun,,,,2,DawkBr00
Hugh Douglas,RDE,30.045,2001-10-07,NFL,PHI,,ARI,L 20-21,4,4,Sun,,,,1,DougHu00
John Engelberger,LDE,24.354,2001-10-07,NFL,SFO,,CAR,W 24-14,4,4,Sun,,,,2,EngeJo20
Doug Evans,RCB,31.147,2001-10-07,NFL,CAR,@,SFO,L 14-24,4,4,Sun,1,39,1,3,EvanDo21
James Farrior,RLB,26.274,2001-10-07,NFL,NYJ,@,BUF,W 42-36,4,4,Sun,,,,1,FarrJa99
Greg Favors,LLB,27.007,2001-10-07,NFL,TEN,@,BAL,L 7-26,3,4,Sun,,,,1,FavoGr20
Rob Fredrickson,RLB,30.147,2001-10-07,NFL,ARI,@,PHI,W 21-20,3,4,Sun,0,0,0,1,FredRo20
Corey Fuller,LCB,30.159,2001-10-07,NFL,CLE,,SDG,W 20-16,4,4,Sun,,,,2,FullCo20
Daryl Gardener,RDT,28.224,2001-10-07,NFL,MIA,,NWE,W 30-10,4,4,Sun,0,0,0,1,GardDa20
Aaron Glenn,LCB,29.083,2001-10-07,NFL,NYJ,@,BUF,W 42-36,4,4,Sun,1,0,0,2,GlenAa00
Randall Godfrey,MLB,28.184,2001-10-07,NFL,TEN,@,BAL,L 7-26,3,4,Sun,,,,1,GodfRa20
Ian Gold,LB,23.045,2001-10-07,NFL,DEN,,KAN,W 20-6,4,4,Sun,,,,1,GoldIa00
Darrell Green*,CB,41.234,2001-10-07,NFL,WAS,@,NYG,L 9-23,4,4,Sun,,,,2,GreeDa00
Al Harris,CB,26.304,2001-10-07,NFL,PHI,,ARI,L 20-21,4,4,Sun,,,,2,HarrAl21
Rodney Heath,LCB,26.343,2001-10-07,NFL,CIN,@,PIT,L 7-16,4,4,Sun,,,,2,HeatRo20
Raion Hill,SS,25.035,2001-10-07,NFL,BUF,,NYJ,L 36-42,4,4,Sun,,,,2,HillRa20
Vonnie Holliday,LDE,25.300,2001-10-07,NFL,GNB,@,TAM,L 10-14,4,4,Sun,,,,2,HollVo20
Earl Holmes,LILB,28.162,2001-10-07,NFL,PIT,,CIN,W 16-7,3,4,Sun,,,,1,HolmEa20
Chris Hovan,UT,23.148,2001-10-07,NFL,MIN,@,NOR,L 15-28,4,4,Sun,,,,1,HovaCh20
Dexter Jackson,FS,24.071,2001-10-07,NFL,TAM,,GNB,W 14-10,3,4,Sun,1,0,0,1,JackDe20
DeRon Jenkins,LCB,27.327,2001-10-07,NFL,TEN,@,BAL,L 7-26,3,4,Sun,,,,2,JenkDe20
Marvin Jones,MLB,29.101,2001-10-07,NFL,NYJ,@,BUF,W 42-36,4,4,Sun,1,9,0,1,JoneMa23
Tebucky Jones,FS,27.001,2001-10-07,NFL,NWE,@,MIA,L 10-30,4,4,Sun,,,,1,JoneTe20
Eric Kelly,LCB,24.265,2001-10-07,NFL,MIN,@,NOR,L 15-28,4,4,Sun,1,-9,0,3,KellEr20
Lamar King,RDE,26.058,2001-10-07,NFL,SEA,,JAX,W 24-15,4,4,Sun,,,,1,KingLa20
Tom Knight,LCB,26.282,2001-10-07,NFL,ARI,@,PHI,W 21-20,3,4,Sun,,,,1,KnigTo20
Kwamie Lassiter,FS,31.308,2001-10-07,NFL,ARI,@,PHI,W 21-20,3,4,Sun,1,25,0,1,LassKw20
Earl Little,SS,28.211,2001-10-07,NFL,CLE,,SDG,W 20-16,4,4,Sun,,,,1,LittEa20
Mike Logan,DB,27.022,2001-10-07,NFL,PIT,,CIN,W 16-7,3,4,Sun,,,,1,LogaMi20
John Lynch,SS,30.012,2001-10-07,NFL,TAM,,GNB,W 14-10,3,4,Sun,,,,2,LyncJo00
Kevin Mathis,LCB,27.161,2001-10-07,NFL,NOR,,MIN,W 28-15,3,4,Sun,,,,1,MathKe20
Reggie McGrew,DT,24.295,2001-10-07,NFL,SFO,,CAR,W 24-14,4,4,Sun,,,,1,McGrRe20
Keith McKenzie,RDE,27.355,2001-10-07,NFL,CLE,,SDG,W 20-16,4,4,Sun,,,,2,McKeKe20
Ryan McNeil,RCB,31.003,2001-10-07,NFL,SDG,@,CLE,L 16-20,4,4,Sun,,,,1,McNeRy20
Ray Mickens,CB,28.276,2001-10-07,NFL,NYJ,@,BUF,W 42-36,4,4,Sun,,,,1,MickRa20
Kory Minor,LB,24.297,2001-10-07,NFL,CAR,@,SFO,L 14-24,4,4,Sun,,,,1,MinoKo20
Mike Minter,SS,27.265,2001-10-07,NFL,CAR,@,SFO,L 14-24,4,4,Sun,,,,1,MintMi21
John Mobley,WLB,27.362,2001-10-07,NFL,DEN,,KAN,W 20-6,4,4,Sun,,,,1,MoblJo20
Keith Newman,SLB,24.261,2001-10-07,NFL,BUF,,NYJ,L 36-42,4,4,Sun,,,,2,NewmKe20
Deltha O'Neal,LCB,24.250,2001-10-07,NFL,DEN,,KAN,W 20-6,4,4,Sun,4,69,0,6,ONeaDe00
Ifeanyi Ohalete,DB,22.138,2001-10-07,NFL,WAS,@,NYG,L 9-23,4,4,Sun,1,12,0,1,OhalIf20
Chike Okeafor,DE,25.194,2001-10-07,NFL,SFO,,CAR,W 24-14,4,4,Sun,,,,1,OkeaCh20
Tony Parrish,SS,25.318,2001-10-07,NFL,CHI,@,ATL,W 31-3,3,4,Sun,1,26,0,1,ParrTo20
Marvcus Patton,MLB,34.159,2001-10-07,NFL,KAN,@,DEN,L 6-20,4,4,Sun,1,0,0,1,PattMa21
Jason Peter,DE,27.024,2001-10-07,NFL,CAR,@,SFO,L 14-24,4,4,Sun,,,,1,PeteJa20
Julian Peterson,LOLB,23.071,2001-10-07,NFL,SFO,,CAR,W 24-14,4,4,Sun,,,,1,PeteJu00
Anthony Pleasant,DT,33.253,2001-10-07,NFL,NWE,@,MIA,L 10-30,4,4,Sun,,,,1,PleaAn20
Ahmed Plummer,LCB,25.195,2001-10-07,NFL,SFO,,CAR,W 24-14,4,4,Sun,1,0,0,3,PlumAh20
Marquez Pope,SS,30.343,2001-10-07,NFL,OAK,,DAL,W 28-21,4,4,Sun,,,,2,PopeMa20
Shelton Quarles,SLB,30.026,2001-10-07,NFL,TAM,,GNB,W 14-10,3,4,Sun,1,98,1,1,QuarSh20
Eddie Robinson,RLB,31.177,2001-10-07,NFL,TEN,@,BAL,L 7-26,3,4,Sun,,,,1,RobiEd22
Tyrone Rogers,DL,27.212,2001-10-07,NFL,CLE,,SDG,W 20-16,4,4,Sun,,,,1,RogeTy20
Dwayne Rudd,WLB,25.246,2001-10-07,NFL,CLE,,SDG,W 20-16,4,4,Sun,,,,1,RuddDw20
Lance Schulters,SS,26.133,2001-10-07,NFL,SFO,,CAR,W 24-14,4,4,Sun,1,0,0,1,SchuLa00
Chad Scott,LCB,27.031,2001-10-07,NFL,PIT,,CIN,W 16-7,3,4,Sun,1,26,0,1,ScotCh20
Jason Sehorn,RCB,30.175,2001-10-07,NFL,NYG,,WAS,W 23-9,4,4,Sun,2,34,1,3,SehoJa20
Sam Shade,SS,28.115,2001-10-07,NFL,WAS,@,NYG,L 9-23,4,4,Sun,1,0,0,1,ShadSa20
Anthony Simmons,OLB,25.109,2001-10-07,NFL,SEA,,JAX,W 24-15,4,4,Sun,,,,3,SimmAn20
Mark Smith,DT,27.040,2001-10-07,NFL,CLE,,SDG,W 20-16,4,4,Sun,,,,1,SmitMa20
Duane Starks,LCB,27.137,2001-10-07,NFL,BAL,,TEN,W 26-7,4,4,Sun,1,9,0,5,StarDu20
Patrick Surtain,LCB,25.110,2001-10-07,NFL,MIA,,NWE,W 30-10,4,4,Sun,,,,1,SurtPa00
Bobby Taylor,RCB,27.283,2001-10-07,NFL,PHI,,ARI,L 20-21,4,4,Sun,,,,1,TaylBo00
George Teague,FS,30.231,2001-10-07,NFL,DAL,@,OAK,L 21-28,4,4,Sun,,,,1,TeagGe20
Adalius Thomas,DE,24.050,2001-10-07,NFL,BAL,,TEN,W 26-7,4,4,Sun,,,,1,ThomAd00
Fred Thomas,RCB,28.026,2001-10-07,NFL,NOR,,MIN,W 28-15,3,4,Sun,,,,2,ThomFr20
Orlando Thomas,FS,28.351,2001-10-07,NFL,MIN,@,NOR,L 15-28,4,4,Sun,,,,1,ThomOr20
John Thornton,DT,25.005,2001-10-07,NFL,TEN,@,BAL,L 7-26,3,4,Sun,,,,1,ThorJo21
Travares Tillman,S,23.364,2001-10-07,NFL,BUF,,NYJ,L 36-42,4,4,Sun,,,,1,TillTr20
Deshea Townsend,CB,26.029,2001-10-07,NFL,PIT,,CIN,W 16-7,3,4,Sun,,,,2,TownDe20
Jeremiah Trotter,MLB,24.260,2001-10-07,NFL,PHI,,ARI,L 20-21,4,4,Sun,1,14,0,1,TrotJe00
Brian Urlacher*,MLB,23.135,2001-10-07,NFL,CHI,@,ATL,W 31-3,3,4,Sun,1,10,0,1,UrlaBr00
Troy Vincent,LCB,30.121,2001-10-07,NFL,PHI,,ARI,L 20-21,4,4,Sun,,,,1,VincTr00
Mike Vrabel,SLB,26.054,2001-10-07,NFL,NWE,@,MIA,L 10-30,4,4,Sun,1,15,0,1,VrabMi20
Fred Wakefield,DE,23.020,2001-10-07,NFL,ARI,@,PHI,W 21-20,3,4,Sun,,,,1,WakeFr00
Denard Walker,RCB,28.059,2001-10-07,NFL,DEN,,KAN,W 20-6,4,4,Sun,,,,1,WalkDe20
Joe Walker,FS,24.202,2001-10-07,NFL,TEN,@,BAL,L 7-26,3,4,Sun,0,0,0,1,WalkJo20
Eric Warfield,RCB,25.218,2001-10-07,NFL,KAN,@,DEN,L 6-20,4,4,Sun,,,,1,WarfEr20
Dewayne Washington,RCB,28.284,2001-10-07,NFL,PIT,,CIN,W 16-7,3,4,Sun,,,,1,WashDe20
Chris Watson,CB,24.099,2001-10-07,NFL,BUF,,NYJ,L 36-42,4,4,Sun,,,,1,WatsCh20
Jason Webster,RCB,24.029,2001-10-07,NFL,SFO,,CAR,W 24-14,4,4,Sun,1,31,0,2,WebsJa20
Greg Wesley,SS,23.202,2001-10-07,NFL,KAN,@,DEN,L 6-20,4,4,Sun,,,,1,WeslGr20
Shaun Williams,FS,24.362,2001-10-07,NFL,NYG,,WAS,W 23-9,4,4,Sun,,,,2,WillSh20
Willie Williams,LCB,30.285,2001-10-07,NFL,SEA,,JAX,W 24-15,4,4,Sun,,,,2,WillWi21
Adrian Wilson,DB,21.360,2001-10-07,NFL,ARI,@,PHI,W 21-20,3,4,Sun,,,,1,WilsAd99
Al Wilson,MLB,24.108,2001-10-07,NFL,DEN,,KAN,W 20-6,4,4,Sun,0,0,0,1,WilsAl00
Charles Woodson,CB,25.000,2001-10-07,NFL,OAK,,DAL,W 28-21,4,4,Sun,,,,1,WoodCh00
Rod Woodson*,FS,36.211,2001-10-07,NFL,BAL,,TEN,W 26-7,4,4,Sun,1,0,0,1,WoodRo01
Bryant Young,LDT,29.253,2001-10-07,NFL,SFO,,CAR,W 24-14,4,4,Sun,,,,1,YounBr00
Chidi Ahanotu,LDE,30.362,2001-10-08,NFL,STL,@,DET,W 35-0,4,4,Mon,,,,1,AhanCh20
Adam Archuleta,SS,23.315,2001-10-08,NFL,STL,@,DET,W 35-0,4,4,Mon,0,0,0,1,ArchAd20
Dre' Bly,CB,24.139,2001-10-08,NFL,STL,@,DET,W 35-0,4,4,Mon,1,93,1,1,BlyxDr00
