Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,Sk,Sk Yds,YPA,AYPA,unique_id
Steve McNair,QB,28.271,2001-11-12,NFL,TEN,,BAL,L 10-16,8,9,Mon,27,48,56.25,256,1,0,78.1,6,28,5.33,5.75,McNaSt00
Kyle Richardson,P,28.255,2001-11-12,NFL,BAL,@,TEN,W 16-10,9,9,Mon,1,1,100.00,-11,0,0,79.2,0,0,-11.00,-11.00,RichKy20
Tony Banks,QB,28.227,2001-11-18,NFL,WAS,@,DEN,W 17-10,9,10,Sun,4,13,30.77,27,0,0,40.2,1,7,2.08,2.08,BankTo00
Charlie Batch,QB,26.348,2001-11-18,NFL,DET,@,ARI,L 38-45,9,10,Sun,36,62,58.06,436,3,3,75.7,1,7,7.03,5.82,BatcCh00
Tom Brady,QB,24.107,2001-11-18,NFL,NWE,,STL,L 17-24,10,10,Sun,19,27,70.37,185,1,2,70.8,2,6,6.85,4.26,BradTo00
Aaron Brooks,QB,25.239,2001-11-18,NFL,NOR,,IND,W 34-20,9,10,Sun,19,22,86.36,249,2,0,144.1,4,28,11.32,13.14,BrooAa00
Chris Chandler,QB,36.037,2001-11-18,NFL,ATL,@,GNB,W 23-20,9,10,Sun,29,50,58.00,352,2,2,76.4,3,17,7.04,6.04,ChanCh00
Tim Couch,QB,24.110,2001-11-18,NFL,CLE,@,BAL,W 27-17,9,10,Sun,19,30,63.33,144,0,3,35.3,1,7,4.80,0.30,CoucTi00
Brett Favre*,QB,32.039,2001-11-18,NFL,GNB,,ATL,L 20-23,9,10,Sun,16,29,55.17,262,2,3,69.1,2,19,9.03,5.76,FavrBr00
Jay Fiedler,QB,29.324,2001-11-18,NFL,MIA,,NYJ,L 0-24,9,10,Sun,24,36,66.67,188,0,3,44.7,3,12,5.22,1.47,FiedJa00
Doug Flutie,QB,39.026,2001-11-18,NFL,SDG,@,OAK,L 24-34,10,10,Sun,12,27,44.44,98,0,1,38.8,0,0,3.63,1.96,FlutDo00
Rich Gannon,QB,35.333,2001-11-18,NFL,OAK,,SDG,W 34-24,9,10,Sun,25,38,65.79,311,4,1,115.1,4,18,8.18,9.11,GannRi00
Jeff Garcia,QB,31.267,2001-11-18,NFL,SFO,@,CAR,W 25-22,9,10,Sun,34,54,62.96,305,3,2,81.2,3,9,5.65,5.09,GarcJe00
Kent Graham,QB,33.017,2001-11-18,NFL,WAS,@,DEN,W 17-10,9,10,Sun,12,18,66.67,123,2,0,123.1,2,16,6.83,9.06,GrahKe00
Elvis Grbac,QB,31.097,2001-11-18,NFL,BAL,,CLE,L 17-27,10,10,Sun,23,44,52.27,261,2,4,47.6,2,19,5.93,2.75,GrbaEl00
Brian Griese,QB,26.245,2001-11-18,NFL,DEN,,WAS,L 10-17,10,10,Sun,11,31,35.48,114,1,0,57.7,3,16,3.68,4.32,GrieBr00
Matt Hasselbeck,QB,26.054,2001-11-18,NFL,SEA,@,BUF,W 23-20,9,10,Sun,16,23,69.57,134,1,0,98.8,0,0,5.83,6.70,HassMa00
Brad Johnson,QB,33.066,2001-11-18,NFL,TAM,,CHI,L 24-27,9,10,Sun,40,56,71.43,399,0,2,76.4,2,9,7.13,5.52,JohnBr00
Jon Kitna,QB,29.058,2001-11-18,NFL,CIN,,TEN,L 7-20,9,10,Sun,23,41,56.10,234,1,2,60.4,1,10,5.71,4.00,KitnJo00
Ryan Leaf,QB,25.187,2001-11-18,NFL,DAL,,PHI,L 3-36,9,10,Sun,11,26,42.31,102,0,2,21.6,3,21,3.92,0.46,LeafRy00
Peyton Manning,QB,25.239,2001-11-18,NFL,IND,@,NOR,L 20-34,9,10,Sun,18,28,64.29,262,1,1,91.7,0,0,9.36,8.46,MannPe00
Donovan McNabb,QB,24.358,2001-11-18,NFL,PHI,@,DAL,W 36-3,9,10,Sun,16,32,50.00,129,1,1,57.9,0,0,4.03,3.25,McNaDo00
Steve McNair,QB,28.277,2001-11-18,NFL,TEN,@,CIN,W 20-7,9,10,Sun,16,25,64.00,172,1,1,80.7,1,8,6.88,5.88,McNaSt00
Jim Miller,QB,30.282,2001-11-18,NFL,CHI,@,TAM,W 27-24,9,10,Sun,14,25,56.00,228,3,1,109.7,3,22,9.12,9.72,MillJi00
Jake Plummer,QB,26.334,2001-11-18,NFL,ARI,,DET,W 45-38,9,10,Sun,21,33,63.64,334,4,1,124.2,2,6,10.12,11.18,PlumJa00
Jonathan Quinn,QB,26.264,2001-11-18,NFL,JAX,@,PIT,L 7-20,9,10,Sun,17,31,54.84,225,0,0,78.0,5,39,7.26,7.26,QuinJo00
Mark Royals,P,36.149,2001-11-18,NFL,TAM,,CHI,L 24-27,9,10,Sun,1,1,100.00,5,0,0,87.5,0,0,5.00,5.00,RoyaMa20
Kordell Stewart,QB,29.033,2001-11-18,NFL,PIT,,JAX,W 20-7,9,10,Sun,21,33,63.64,266,1,0,98.8,2,9,8.06,8.67,StewKo00
Vinny Testaverde,QB,38.005,2001-11-18,NFL,NYJ,@,MIA,W 24-0,10,10,Sun,10,21,47.62,76,1,0,72.7,0,0,3.62,4.57,TestVi00
Alex Van Pelt,QB,31.201,2001-11-18,NFL,BUF,,SEA,L 20-23,9,10,Sun,28,42,66.67,316,2,0,104.9,2,13,7.52,8.48,VanPAl00
Kurt Warner*,QB,30.149,2001-11-18,NFL,STL,@,NWE,W 24-17,9,10,Sun,30,42,71.43,401,3,2,105.4,1,5,9.55,8.83,WarnKu00
Chris Weinke,QB,29.110,2001-11-18,NFL,CAR,,SFO,L 22-25,10,10,Sun,22,41,53.66,177,2,0,81.0,0,0,4.32,5.29,WeinCh00
Kerry Collins,QB,28.324,2001-11-19,NFL,NYG,@,MIN,L 16-28,10,10,Mon,21,37,56.76,321,0,2,63.0,4,24,8.68,6.24,CollKe00
Daunte Culpepper,QB,24.295,2001-11-19,NFL,MIN,,NYG,W 28-16,9,10,Mon,26,38,68.42,277,4,2,102.6,3,14,7.29,7.03,CulpDa00
Charlie Batch,QB,26.352,2001-11-22,NFL,DET,,GNB,L 27-29,10,11,Thu,8,19,42.11,118,0,1,41.1,1,7,6.21,3.84,BatcCh00
Brett Favre*,QB,32.043,2001-11-22,NFL,GNB,@,DET,W 29-27,10,11,Thu,18,26,69.23,252,2,0,125.8,2,17,9.69,11.23,FavrBr00
Joey Galloway,WR,30.002,2001-11-22,NFL,DAL,,DEN,L 24-26,10,11,Thu,1,1,100.00,-1,0,0,79.2,0,0,-1.00,-1.00,GallJo00
Brian Griese,QB,26.249,2001-11-22,NFL,DEN,@,DAL,W 26-24,11,11,Thu,17,29,58.62,171,1,1,72.6,1,11,5.90,5.03,GrieBr00
Ryan Leaf,QB,25.191,2001-11-22,NFL,DAL,,DEN,L 24-26,10,11,Thu,16,32,50.00,193,0,0,68.9,4,28,6.03,6.03,LeafRy00
Mike McMahon,QB,22.287,2001-11-22,NFL,DET,,GNB,L 27-29,10,11,Thu,9,20,45.00,89,1,0,74.8,2,7,4.45,5.45,McMaMi00
Tony Banks,QB,28.234,2001-11-25,NFL,WAS,@,PHI,W 13-3,10,11,Sun,12,18,66.67,96,0,0,79.9,2,11,5.33,5.33,BankTo00
Jerome Bettis*,HB,29.282,2001-11-25,NFL,PIT,@,TEN,W 34-24,10,11,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,BettJe00
Tom Brady,QB,24.114,2001-11-25,NFL,NWE,,NOR,W 34-17,11,11,Sun,19,26,73.08,258,4,0,143.9,4,17,9.92,13.00,BradTo00
Aaron Brooks,QB,25.246,2001-11-25,NFL,NOR,@,NWE,L 17-34,10,11,Sun,16,39,41.03,307,1,2,56.2,1,0,7.87,6.08,BrooAa00
Mark Brunell,QB,31.069,2001-11-25,NFL,JAX,,BAL,L 21-24,10,11,Sun,23,38,60.53,259,1,0,89.7,4,29,6.82,7.34,BrunMa00
Chris Chandler,QB,36.044,2001-11-25,NFL,ATL,@,CAR,W 10-7,10,11,Sun,14,27,51.85,132,0,0,65.7,4,38,4.89,4.89,ChanCh00
Kerry Collins,QB,28.330,2001-11-25,NFL,NYG,,OAK,L 10-28,11,11,Sun,19,38,50.00,184,0,0,63.9,3,24,4.84,4.84,CollKe00
Tim Couch,QB,24.117,2001-11-25,NFL,CLE,,CIN,W 18-0,10,11,Sun,16,27,59.26,189,1,2,62.1,3,18,7.00,4.41,CoucTi00
Daunte Culpepper,QB,24.301,2001-11-25,NFL,MIN,,CHI,L 6-13,10,11,Sun,26,46,56.52,209,0,1,59.1,3,17,4.54,3.57,CulpDa00
Jay Fiedler,QB,29.331,2001-11-25,NFL,MIA,@,BUF,W 34-27,10,11,Sun,18,31,58.06,260,3,0,117.7,0,16,8.39,10.32,FiedJa00
Doug Flutie,QB,39.033,2001-11-25,NFL,SDG,,ARI,L 17-20,11,11,Sun,33,44,75.00,308,2,0,108.9,0,0,7.00,7.91,FlutDo00
Rich Gannon,QB,35.340,2001-11-25,NFL,OAK,@,NYG,W 28-10,10,11,Sun,13,20,65.00,221,3,0,141.9,1,1,11.05,14.05,GannRi00
Jeff Garcia,QB,31.274,2001-11-25,NFL,SFO,@,IND,W 40-21,10,11,Sun,14,22,63.64,179,2,1,100.4,3,10,8.14,7.91,GarcJe00
Elvis Grbac,QB,31.104,2001-11-25,NFL,BAL,@,JAX,W 24-21,11,11,Sun,21,30,70.00,259,1,1,93.6,2,13,8.63,7.80,GrbaEl00
Trent Green,QB,31.139,2001-11-25,NFL,KAN,,SEA,W 19-7,10,11,Sun,16,26,61.54,256,0,0,94.4,3,11,9.85,9.85,GreeTr00
Matt Hasselbeck,QB,26.061,2001-11-25,NFL,SEA,@,KAN,L 7-19,10,11,Sun,16,26,61.54,162,1,0,92.1,3,23,6.23,7.00,HassMa00
Jon Kitna,QB,29.065,2001-11-25,NFL,CIN,@,CLE,L 0-18,10,11,Sun,8,19,42.11,85,0,2,16.2,0,0,4.47,-0.26,KitnJo00
Ray Lucas,QB,29.111,2001-11-25,NFL,MIA,@,BUF,W 34-27,10,11,Sun,1,1,100.00,17,0,0,118.7,0,0,17.00,17.00,LucaRa00
Peyton Manning,QB,25.246,2001-11-25,NFL,IND,,SFO,L 21-40,10,11,Sun,31,51,60.78,370,1,4,56.8,1,6,7.25,4.12,MannPe00
Donovan McNabb,QB,25.000,2001-11-25,NFL,PHI,,WAS,L 3-13,10,11,Sun,15,27,55.56,92,0,0,62.6,0,0,3.41,3.41,McNaDo00
Steve McNair,QB,28.284,2001-11-25,NFL,TEN,,PIT,L 24-34,10,11,Sun,23,37,62.16,334,2,2,87.0,2,10,9.03,7.68,McNaSt00
Jim Miller,QB,30.289,2001-11-25,NFL,CHI,@,MIN,W 13-6,10,11,Sun,10,21,47.62,97,0,0,61.0,1,4,4.62,4.62,MillJi00
Scott Mitchell,QB,33.327,2001-11-25,NFL,CIN,@,CLE,L 0-18,10,11,Sun,4,12,33.33,38,0,3,3.5,2,15,3.17,-8.08,MitcSc00
Jake Plummer,QB,26.341,2001-11-25,NFL,ARI,@,SDG,W 20-17,10,11,Sun,19,31,61.29,241,1,2,69.4,3,14,7.77,5.52,PlumJa00
Akili Smith,QB,26.096,2001-11-25,NFL,CIN,@,CLE,L 0-18,10,11,Sun,1,2,50.00,2,0,0,56.2,1,3,1.00,1.00,SmitAk00
Kordell Stewart,QB,29.040,2001-11-25,NFL,PIT,@,TEN,W 34-24,10,11,Sun,19,31,61.29,254,2,0,108.8,1,7,8.19,9.48,StewKo00
Alex Van Pelt,QB,31.208,2001-11-25,NFL,BUF,,MIA,L 27-34,10,11,Sun,21,34,61.76,309,3,1,108.6,4,14,9.09,9.53,VanPAl00
Chris Weinke,QB,29.117,2001-11-25,NFL,CAR,,ATL,L 7-10,11,11,Sun,17,31,54.84,171,0,2,43.9,4,20,5.52,2.61,WeinCh00
Brad Johnson,QB,33.074,2001-11-26,NFL,TAM,@,STL,W 24-17,10,11,Mon,21,34,61.76,185,0,1,64.0,2,12,5.44,4.12,JohnBr00
Kurt Warner*,QB,30.157,2001-11-26,NFL,STL,,TAM,L 17-24,10,11,Mon,19,39,48.72,291,1,2,61.0,3,22,7.46,5.67,WarnKu00
Trent Green,QB,31.143,2001-11-29,NFL,KAN,,PHI,L 10-23,11,12,Thu,21,35,60.00,213,1,1,75.1,2,5,6.09,5.37,GreeTr00
Donovan McNabb,QB,25.004,2001-11-29,NFL,PHI,@,KAN,W 23-10,11,12,Thu,18,26,69.23,269,2,1,112.5,2,18,10.35,10.15,McNaDo00
Tony Banks,QB,28.241,2001-12-02,NFL,WAS,,DAL,L 14-20,11,12,Sun,17,32,53.13,216,1,1,71.9,3,20,6.75,5.97,BankTo00
Charlie Batch,QB,26.362,2001-12-02,NFL,DET,@,CHI,L 10-13,11,12,Sun,18,28,64.29,214,0,0,87.5,2,16,7.64,7.64,BatcCh00
Todd Bouman,QB,29.123,2001-12-02,NFL,MIN,@,PIT,L 16-21,11,12,Sun,11,15,73.33,200,2,1,127.1,0,0,13.33,13.00,BoumTo00
Tom Brady,QB,24.121,2001-12-02,NFL,NWE,@,NYJ,W 17-16,12,12,Sun,20,28,71.43,213,0,0,93.3,3,22,7.61,7.61,BradTo00
Aaron Brooks,QB,25.253,2001-12-02,NFL,NOR,,CAR,W 27-23,11,12,Sun,26,40,65.00,330,3,1,105.2,3,23,8.25,8.63,BrooAa00
Quincy Carter,QB,24.050,2001-12-02,NFL,DAL,@,WAS,W 20-14,11,12,Sun,7,14,50.00,130,1,1,76.5,2,8,9.29,7.50,CartQu00
Chris Chandler,QB,36.051,2001-12-02,NFL,ATL,,STL,L 6-35,11,12,Sun,14,18,77.78,123,0,1,72.0,1,0,6.83,4.33,ChanCh00
Tim Couch,QB,24.124,2001-12-02,NFL,CLE,,TEN,L 15-31,11,12,Sun,17,26,65.38,110,1,1,71.0,2,7,4.23,3.27,CoucTi00
Daunte Culpepper,QB,24.308,2001-12-02,NFL,MIN,@,PIT,L 16-21,11,12,Sun,12,17,70.59,140,0,1,70.7,0,0,8.24,5.59,CulpDa00
Jay Fiedler,QB,29.338,2001-12-02,NFL,MIA,,DEN,W 21-10,11,12,Sun,18,28,64.29,176,1,0,93.7,0,0,6.29,7.00,FiedJa00
Doug Flutie,QB,39.040,2001-12-02,NFL,SDG,@,SEA,L 10-13,12,12,Sun,19,33,57.58,195,0,2,49.4,1,10,5.91,3.18,FlutDo00
Rich Gannon,QB,35.347,2001-12-02,NFL,OAK,,ARI,L 31-34,11,12,Sun,29,45,64.44,302,3,2,87.5,1,1,6.71,6.04,GannRi00
Jeff Garcia,QB,31.281,2001-12-02,NFL,SFO,,BUF,W 35-0,11,12,Sun,19,27,70.37,189,2,0,114.6,2,10,7.00,8.48,GarcJe00
Elvis Grbac,QB,31.111,2001-12-02,NFL,BAL,,IND,W 39-27,12,12,Sun,23,39,58.97,268,2,1,86.3,0,0,6.87,6.74,GrbaEl00
Brian Griese,QB,26.259,2001-12-02,NFL,DEN,@,MIA,L 10-21,12,12,Sun,18,33,54.55,135,1,1,62.1,1,9,4.09,3.33,GrieBr00
Matt Hasselbeck,QB,26.068,2001-12-02,NFL,SEA,,SDG,W 13-10,11,12,Sun,19,35,54.29,202,0,0,71.4,2,10,5.77,5.77,HassMa00
Kelly Holcomb,QB,28.146,2001-12-02,NFL,CLE,,TEN,L 15-31,11,12,Sun,7,12,58.33,114,1,0,118.1,0,0,9.50,11.17,HolcKe00
Richard Huntley,RB,29.075,2001-12-02,NFL,CAR,@,NOR,L 23-27,12,12,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,HuntRi00
Brad Johnson,QB,33.080,2001-12-02,NFL,TAM,@,CIN,W 16-13,11,12,Sun,26,33,78.79,231,0,0,95.8,6,32,7.00,7.00,JohnBr00
Doug Johnson,QB,24.036,2001-12-02,NFL,ATL,,STL,L 6-35,11,12,Sun,0,1,0.00,0,0,0,39.6,1,9,0.00,0.00,JohnDo00
Jon Kitna,QB,29.072,2001-12-02,NFL,CIN,,TAM,L 13-16,11,12,Sun,19,38,50.00,144,1,1,57.3,3,29,3.79,3.13,KitnJo00
Matt Lytle,QB,26.089,2001-12-02,NFL,CAR,@,NOR,L 23-27,12,12,Sun,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,LytlMa00
Peyton Manning,QB,25.253,2001-12-02,NFL,IND,@,BAL,L 27-39,11,12,Sun,27,48,56.25,310,2,1,81.1,3,47,6.46,6.35,MannPe00
Mike McMahon,QB,22.297,2001-12-02,NFL,DET,@,CHI,L 10-13,11,12,Sun,4,9,44.44,42,0,0,58.6,3,12,4.67,4.67,McMaMi00
Steve McNair,QB,28.291,2001-12-02,NFL,TEN,@,CLE,W 31-15,11,12,Sun,11,17,64.71,244,3,0,147.7,0,0,14.35,17.88,McNaSt00
Jim Miller,QB,30.296,2001-12-02,NFL,CHI,,DET,W 13-10,11,12,Sun,17,34,50.00,124,0,1,46.7,0,0,3.65,2.32,MillJi00
Neil O'Donnell,QB,35.152,2001-12-02,NFL,TEN,@,CLE,W 31-15,11,12,Sun,2,2,100.00,28,0,0,118.7,0,0,14.00,14.00,ODonNe00
Jake Plummer,QB,26.348,2001-12-02,NFL,ARI,@,OAK,W 34-31,11,12,Sun,22,38,57.89,249,1,0,86.4,1,4,6.55,7.08,PlumJa00
Kordell Stewart,QB,29.047,2001-12-02,NFL,PIT,,MIN,W 21-16,11,12,Sun,13,19,68.42,157,0,1,71.6,0,0,8.26,5.89,StewKo00
Vinny Testaverde,QB,38.019,2001-12-02,NFL,NYJ,,NWE,L 16-17,11,12,Sun,18,32,56.25,172,1,2,55.7,3,15,5.38,3.19,TestVi00
Alex Van Pelt,QB,31.215,2001-12-02,NFL,BUF,@,SFO,L 0-35,11,12,Sun,21,38,55.26,168,0,4,27.0,2,6,4.42,-0.32,VanPAl00
Michael Vick,QB,21.159,2001-12-02,NFL,ATL,,STL,L 6-35,11,12,Sun,7,18,38.89,94,0,0,56.2,2,16,5.22,5.22,VickMi00
Kurt Warner*,QB,30.163,2001-12-02,NFL,STL,@,ATL,W 35-6,11,12,Sun,17,23,73.91,342,4,0,155.3,2,9,14.87,18.35,WarnKu00
Chris Weinke,QB,29.124,2001-12-02,NFL,CAR,@,NOR,L 23-27,12,12,Sun,11,19,57.89,161,0,0,85.6,8,60,8.47,8.47,WeinCh00
Mark Brunell,QB,31.077,2001-12-03,NFL,JAX,,GNB,L 21-28,11,12,Mon,26,45,57.78,311,1,2,67.9,5,25,6.91,5.36,BrunMa00
Brett Favre*,QB,32.054,2001-12-03,NFL,GNB,@,JAX,W 28-21,11,12,Mon,24,42,57.14,362,3,0,109.4,1,10,8.62,10.05,FavrBr00
Tony Banks,QB,28.248,2001-12-09,NFL,WAS,@,ARI,W 20-10,12,13,Sun,19,26,73.08,210,1,0,109.5,1,9,8.08,8.85,BankTo00
Todd Bouman,QB,29.130,2001-12-09,NFL,MIN,,TEN,W 42-24,12,13,Sun,21,31,67.74,348,4,1,131.5,0,0,11.23,12.35,BoumTo00
Tom Brady,QB,24.128,2001-12-09,NFL,NWE,,CLE,W 27-16,13,13,Sun,19,28,67.86,218,0,2,61.3,3,9,7.79,4.57,BradTo00
Aaron Brooks,QB,25.260,2001-12-09,NFL,NOR,@,ATL,W 28-10,12,13,Sun,20,30,66.67,279,1,0,107.5,3,26,9.30,9.97,BrooAa00
Mark Brunell,QB,31.083,2001-12-09,NFL,JAX,@,CIN,W 14-10,12,13,Sun,23,32,71.88,242,2,1,101.3,8,49,7.56,7.41,BrunMa00
Quincy Carter,QB,24.057,2001-12-09,NFL,DAL,,NYG,W 20-13,12,13,Sun,17,26,65.38,194,1,0,100.5,2,9,7.46,8.23,CartQu00
Chris Chandler,QB,36.058,2001-12-09,NFL,ATL,,NOR,L 10-28,12,13,Sun,18,32,56.25,233,0,1,66.3,9,53,7.28,5.88,ChanCh00
Kerry Collins,QB,28.344,2001-12-09,NFL,NYG,@,DAL,L 13-20,12,13,Sun,13,26,50.00,122,1,1,60.1,1,2,4.69,3.73,CollKe00
Tim Couch,QB,24.131,2001-12-09,NFL,CLE,@,NWE,L 16-27,12,13,Sun,20,39,51.28,244,0,3,38.8,3,17,6.26,2.79,CoucTi00
Brett Favre*,QB,32.060,2001-12-09,NFL,GNB,,CHI,W 17-7,12,13,Sun,15,27,55.56,207,1,1,77.2,2,22,7.67,6.74,FavrBr00
Doug Flutie,QB,39.047,2001-12-09,NFL,SDG,@,PHI,L 14-24,13,13,Sun,20,44,45.45,307,2,2,65.2,2,10,6.98,5.84,FlutDo00
Gus Frerotte,QB,30.131,2001-12-09,NFL,DEN,,SEA,W 20-7,13,13,Sun,10,20,50.00,77,1,0,76.5,2,14,3.85,4.85,FrerGu00
Rich Gannon,QB,35.354,2001-12-09,NFL,OAK,,KAN,W 28-26,12,13,Sun,18,24,75.00,195,1,1,95.0,2,10,8.13,7.08,GannRi00
Jeff Garcia,QB,31.288,2001-12-09,NFL,SFO,@,STL,L 14-27,12,13,Sun,13,36,36.11,146,0,2,25.9,1,2,4.06,1.56,GarcJe00
Trent Green,QB,31.153,2001-12-09,NFL,KAN,@,OAK,L 26-28,12,13,Sun,15,32,46.88,253,2,1,81.9,3,10,7.91,7.75,GreeTr00
Brian Griese,QB,26.266,2001-12-09,NFL,DEN,,SEA,W 20-7,13,13,Sun,11,17,64.71,81,1,1,71.0,0,0,4.76,3.29,GrieBr00
Matt Hasselbeck,QB,26.075,2001-12-09,NFL,SEA,@,DEN,L 7-20,12,13,Sun,17,37,45.95,243,1,2,54.2,5,36,6.57,4.68,HassMa00
Brad Johnson,QB,33.087,2001-12-09,NFL,TAM,,DET,W 15-12,12,13,Sun,31,54,57.41,305,1,2,64.2,4,30,5.65,4.35,JohnBr00
Jon Kitna,QB,29.079,2001-12-09,NFL,CIN,,JAX,L 10-14,12,13,Sun,16,30,53.33,147,0,1,53.1,1,7,4.90,3.40,KitnJo00
Curtis Martin*,RB,28.222,2001-12-09,NFL,NYJ,@,PIT,L 7-18,12,13,Sun,1,1,100.00,18,1,0,158.3,0,0,18.00,38.00,MartCu00
Deuce McAllister,RB,22.347,2001-12-09,NFL,NOR,@,ATL,W 28-10,12,13,Sun,1,1,100.00,12,1,0,156.2,0,0,12.00,32.00,McAlDe00
Mike McMahon,QB,22.304,2001-12-09,NFL,DET,@,TAM,L 12-15,12,13,Sun,11,25,44.00,165,0,0,66.2,3,14,6.60,6.60,McMaMi00
Donovan McNabb,QB,25.014,2001-12-09,NFL,PHI,,SDG,W 24-14,12,13,Sun,22,44,50.00,221,2,1,70.4,2,11,5.02,4.91,McNaDo00
Steve McNair,QB,28.298,2001-12-09,NFL,TEN,@,MIN,L 24-42,12,13,Sun,25,33,75.76,302,2,0,123.5,4,31,9.15,10.36,McNaSt00
Jim Miller,QB,30.303,2001-12-09,NFL,CHI,@,GNB,L 7-17,12,13,Sun,18,33,54.55,139,0,1,52.5,0,0,4.21,2.85,MillJi00
Freddie Mitchell,WR,23.011,2001-12-09,NFL,PHI,,SDG,W 24-14,12,13,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,MitcFr00
Jake Plummer,QB,26.355,2001-12-09,NFL,ARI,,WAS,L 10-20,12,13,Sun,20,34,58.82,253,1,1,79.7,1,7,7.44,6.71,PlumJa00
Kordell Stewart,QB,29.054,2001-12-09,NFL,PIT,,NYJ,W 18-7,12,13,Sun,20,36,55.56,214,0,0,73.1,1,3,5.94,5.94,StewKo00
Vinny Testaverde,QB,38.026,2001-12-09,NFL,NYJ,@,PIT,L 7-18,12,13,Sun,15,26,57.69,141,0,0,72.8,0,0,5.42,5.42,TestVi00
Alex Van Pelt,QB,31.222,2001-12-09,NFL,BUF,,CAR,W 25-24,12,13,Sun,20,29,68.97,277,1,1,96.5,2,10,9.55,8.69,VanPAl00
Billy Volek,QB,25.225,2001-12-09,NFL,TEN,@,MIN,L 24-42,12,13,Sun,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,VoleBi00
Kurt Warner*,QB,30.170,2001-12-09,NFL,STL,,SFO,W 27-14,12,13,Sun,26,42,61.90,294,2,1,88.8,4,24,7.00,6.88,WarnKu00
Chris Weinke,QB,29.131,2001-12-09,NFL,CAR,@,BUF,L 24-25,13,13,Sun,15,30,50.00,153,1,1,62.2,0,0,5.10,4.27,WeinCh00
Jay Fiedler,QB,29.346,2001-12-10,NFL,MIA,,IND,W 41-6,12,13,Mon,18,26,69.23,191,3,0,128.8,1,8,7.35,9.65,FiedJa00
Peyton Manning,QB,25.261,2001-12-10,NFL,IND,@,MIA,L 6-41,12,13,Mon,19,32,59.38,173,0,3,35.0,1,3,5.41,1.19,MannPe00
Kerry Collins,QB,28.350,2001-12-15,NFL,NYG,,ARI,W 17-13,13,14,Sat,14,32,43.75,147,2,0,78.5,1,8,4.59,5.84,CollKe00
Doug Flutie,QB,39.053,2001-12-15,NFL,SDG,,OAK,L 6-13,14,14,Sat,19,37,51.35,215,0,3,35.3,4,9,5.81,2.16,FlutDo00
Rich Gannon,QB,35.360,2001-12-15,NFL,OAK,@,SDG,W 13-6,13,14,Sat,20,28,71.43,221,1,1,91.5,2,13,7.89,7.00,GannRi00
Jake Plummer,QB,26.361,2001-12-15,NFL,ARI,@,NYG,L 13-17,13,14,Sat,27,45,60.00,207,1,0,78.7,3,10,4.60,5.04,PlumJa00
Tony Banks,QB,28.255,2001-12-16,NFL,WAS,,PHI,L 6-20,13,14,Sun,17,36,47.22,213,0,2,42.9,1,6,5.92,3.42,BankTo00
Todd Bouman,QB,29.137,2001-12-16,NFL,MIN,@,DET,L 24-27,13,14,Sun,18,38,47.37,243,2,2,63.8,2,9,6.39,5.08,BoumTo00
Tom Brady,QB,24.135,2001-12-16,NFL,NWE,@,BUF,W 12-9,14,14,Sun,19,35,54.29,237,0,1,63.6,5,31,6.77,5.49,BradTo00
Mark Brunell,QB,31.090,2001-12-16,NFL,JAX,@,CLE,W 15-10,13,14,Sun,20,35,57.14,202,1,2,59.5,8,48,5.77,3.77,BrunMa00
Quincy Carter,QB,24.064,2001-12-16,NFL,DAL,@,SEA,L 3-29,13,14,Sun,14,33,42.42,135,0,1,41.9,4,19,4.09,2.73,CartQu00
Chris Chandler,QB,36.065,2001-12-16,NFL,ATL,@,IND,L 27-41,13,14,Sun,23,39,58.97,249,2,0,94.9,6,41,6.38,7.41,ChanCh00
Tim Couch,QB,24.138,2001-12-16,NFL,CLE,,JAX,L 10-15,13,14,Sun,21,30,70.00,184,0,1,72.1,3,11,6.13,4.63,CoucTi00
Brett Favre*,QB,32.067,2001-12-16,NFL,GNB,@,TEN,L 20-26,13,14,Sun,20,38,52.63,199,2,1,74.3,0,5,5.24,5.11,FavrBr00
Jeff Feagles,P,35.284,2001-12-16,NFL,SEA,,DAL,W 29-3,13,14,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,FeagJe20
Jay Fiedler,QB,29.352,2001-12-16,NFL,MIA,@,SFO,L 0-21,13,14,Sun,16,28,57.14,149,0,3,32.3,6,42,5.32,0.50,FiedJa00
Gus Frerotte,QB,30.138,2001-12-16,NFL,DEN,@,KAN,L 23-26,14,14,Sun,16,22,72.73,181,1,0,112.1,1,7,8.23,9.14,FrerGu00
Jeff Garcia,QB,31.295,2001-12-16,NFL,SFO,,MIA,W 21-0,13,14,Sun,14,20,70.00,133,1,0,104.8,0,0,6.65,7.65,GarcJe00
Elvis Grbac,QB,31.125,2001-12-16,NFL,BAL,,PIT,L 21-26,13,14,Sun,20,38,52.63,159,2,1,70.0,2,10,4.18,4.05,GrbaEl00
