Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Phillip Buchanon,CB,24.007,2004-09-26,NFL,OAK,,TAM,W 30-20,3,3,Sun,2,4,2.00,0,BuchPh20
Antonio Chatman,WR/K,25.227,2004-09-26,NFL,GNB,@,IND,L 31-45,3,3,Sun,2,14,7.00,0,ChatAn00
Eddie Drummond,WR,24.167,2004-09-26,NFL,DET,,PHI,L 13-30,3,3,Sun,2,9,4.50,0,DrumEd00
Dante Hall,WR,26.025,2004-09-26,NFL,KAN,,HOU,L 21-24,3,3,Sun,1,11,11.00,0,HallDa00
Keenan Howry,WR,23.101,2004-09-26,NFL,MIN,,CHI,W 27-22,3,3,Sun,2,33,16.50,0,HowrKe00
Mark Jones,WR/D,23.328,2004-09-26,NFL,NYG,,CLE,W 27-10,3,3,Sun,3,28,9.33,0,JoneMa01
Jermaine Lewis,WR,29.346,2004-09-26,NFL,JAX,@,TEN,W 15-12,3,3,Sun,2,16,8.00,0,LewiJe00
Michael Lewis,WR,32.317,2004-09-26,NFL,NOR,@,STL,W 28-25,3,3,Sun,5,66,13.20,0,LewiMi00
Reno Mahe,RB,24.115,2004-09-26,NFL,PHI,@,DET,W 30-13,3,3,Sun,4,8,2.00,0,MaheRe00
Derrick Mason,WR,30.253,2004-09-26,NFL,TEN,,JAX,L 12-15,3,3,Sun,4,21,5.25,0,MasoDe00
J.J. Moses,WR,25.014,2004-09-26,NFL,HOU,@,KAN,W 24-21,3,3,Sun,2,31,15.50,0,MoseJ.00
Dennis Northcutt,WR,26.279,2004-09-26,NFL,CLE,@,NYG,L 10-27,3,3,Sun,1,0,0.00,0,NortDe00
Eric Parker,WR,25.165,2004-09-26,NFL,SDG,@,DEN,L 13-23,3,3,Sun,3,36,12.00,0,ParkEr00
Brad Pyatt,WR,24.163,2004-09-26,NFL,IND,,GNB,W 45-31,3,3,Sun,2,10,5.00,0,PyatBr00
Antwaan Randle El,WR,25.040,2004-09-26,NFL,PIT,@,MIA,W 13-3,3,3,Sun,2,1,0.50,0,RandAn00
Keiwan Ratliff,CB,23.160,2004-09-26,NFL,CIN,,BAL,L 9-23,3,3,Sun,1,9,9.00,0,RatlKe20
Allen Rossum,CB,28.340,2004-09-26,NFL,ATL,,ARI,W 6-3,3,3,Sun,2,28,14.00,0,RossAl99
B.J. Sams,RB,23.333,2004-09-26,NFL,BAL,@,CIN,W 23-9,3,3,Sun,4,84,21.00,0,SamsB.00
Wes Welker,WR,23.148,2004-09-26,NFL,MIA,,PIT,L 3-13,3,3,Sun,2,20,10.00,0,WelkWe00
Karl Williams,WR,33.169,2004-09-26,NFL,ARI,@,ATL,L 3-6,3,3,Sun,3,6,2.00,0,WillKa00
Chad Morton,RB/K,27.176,2004-09-27,NFL,WAS,,DAL,L 18-21,3,3,Mon,3,18,6.00,0,MortCh00
Dedric Ward,WR,29.364,2004-09-27,NFL,DAL,@,WAS,W 21-18,3,3,Mon,8,67,8.38,0,WardDe00
Eugene Baker,WR,28.199,2004-10-03,NFL,CAR,,ATL,L 10-27,3,4,Sun,2,1,0.50,0,BakeEu00
Arnaz Battle,WR,24.224,2004-10-03,NFL,SFO,,STL,L 14-24,4,4,Sun,2,23,11.50,0,BattAr00
Phillip Buchanon,RCB,24.014,2004-10-03,NFL,OAK,@,HOU,L 17-30,4,4,Sun,1,7,7.00,0,BuchPh20
Antonio Chatman,WR/K,25.234,2004-10-03,NFL,GNB,,NYG,L 7-14,4,4,Sun,1,1,1.00,0,ChatAn00
Michael Clayton,WR,21.356,2004-10-03,NFL,TAM,,DEN,L 13-16,4,4,Sun,1,2,2.00,0,ClayMi00
Nate Clements,RCB,24.296,2004-10-03,NFL,BUF,,NWE,L 17-31,3,4,Sun,2,22,11.00,0,ClemNa99
Tim Dwight,WR,29.082,2004-10-03,NFL,SDG,,TEN,W 38-17,4,4,Sun,1,6,6.00,0,DwigTi00
T.J. Houshmandzadeh,WR,27.007,2004-10-03,NFL,CIN,@,PIT,L 17-28,4,4,Sun,4,28,7.00,0,HousTJ00
Mark Jones,WR/D,23.335,2004-10-03,NFL,NYG,@,GNB,W 14-7,4,4,Sun,4,16,4.00,0,JoneMa01
Jermaine Lewis,WR,29.353,2004-10-03,NFL,JAX,,IND,L 17-24,4,4,Sun,2,25,12.50,0,LewiJe00
Michael Lewis,WR,32.324,2004-10-03,NFL,NOR,@,ARI,L 10-34,4,4,Sun,1,7,7.00,0,LewiMi00
Triandos Luke,WR,22.284,2004-10-03,NFL,DEN,@,TAM,W 16-13,4,4,Sun,2,19,9.50,0,LukeTr00
Reno Mahe,RB,24.122,2004-10-03,NFL,PHI,@,CHI,W 19-9,4,4,Sun,5,19,3.80,0,MaheRe00
Derrick Mason,WR,30.260,2004-10-03,NFL,TEN,@,SDG,L 17-38,4,4,Sun,2,0,0.00,0,MasoDe00
Shaun McDonald,WR,23.112,2004-10-03,NFL,STL,@,SFO,W 24-14,4,4,Sun,1,3,3.00,0,McDoSh00
R.W. McQuarters,RCB,27.287,2004-10-03,NFL,CHI,,PHI,L 9-19,4,4,Sun,1,0,0.00,0,McQuR.20
J.J. Moses,WR,25.021,2004-10-03,NFL,HOU,,OAK,W 30-17,4,4,Sun,3,41,13.67,0,MoseJ.00
Santana Moss,FL,25.124,2004-10-03,NFL,NYJ,@,MIA,W 17-9,3,4,Sun,3,26,8.67,0,MossSa00
Dennis Northcutt,WR,26.286,2004-10-03,NFL,CLE,,WAS,W 17-13,4,4,Sun,5,74,14.80,0,NortDe00
Eric Parker,WR,25.172,2004-10-03,NFL,SDG,,TEN,W 38-17,4,4,Sun,2,4,2.00,0,ParkEr00
Tyrone Poole,RCB,32.243,2004-10-03,NFL,NWE,@,BUF,W 31-17,3,4,Sun,1,0,0.00,0,PoolTy20
Antwaan Randle El,WR,25.047,2004-10-03,NFL,PIT,,CIN,W 28-17,4,4,Sun,2,6,3.00,0,RandAn00
Allen Rossum,CB,28.347,2004-10-03,NFL,ATL,@,CAR,W 27-10,4,4,Sun,5,59,11.80,0,RossAl99
James Thrash,WR,29.158,2004-10-03,NFL,WAS,@,CLE,L 13-17,4,4,Sun,3,21,7.00,0,ThraJa00
Wes Welker,WR,23.155,2004-10-03,NFL,MIA,,NYJ,L 9-17,4,4,Sun,1,8,8.00,0,WelkWe00
Karl Williams,WR,33.176,2004-10-03,NFL,ARI,,NOR,W 34-10,4,4,Sun,5,26,5.20,0,WillKa00
Charles Woodson,LCB,27.362,2004-10-03,NFL,OAK,@,HOU,L 17-30,4,4,Sun,1,4,4.00,0,WoodCh00
B.J. Sams,RB,23.341,2004-10-04,NFL,BAL,,KAN,L 24-27,4,4,Mon,2,67,33.50,1,SamsB.00
Eugene Baker,WR,28.206,2004-10-10,NFL,CAR,@,DEN,L 17-20,4,5,Sun,3,30,10.00,0,BakeEu00
Arnaz Battle,WR,24.231,2004-10-10,NFL,SFO,,ARI,W 31-28,5,5,Sun,4,88,22.00,1,BattAr00
Tim Brown*,WR,38.080,2004-10-10,NFL,TAM,@,NOR,W 20-17,5,5,Sun,1,5,5.00,0,BrowTi00
Phillip Buchanon,RCB,24.021,2004-10-10,NFL,OAK,@,IND,L 14-35,5,5,Sun,2,13,6.50,0,BuchPh20
Nate Burleson,WR,23.052,2004-10-10,NFL,MIN,@,HOU,W 34-28,4,5,Sun,2,17,8.50,0,BurlNa00
Nate Clements,RCB,24.303,2004-10-10,NFL,BUF,@,NYJ,L 14-16,4,5,Sun,1,6,6.00,0,ClemNa99
Jason David,RCB,22.120,2004-10-10,NFL,IND,,OAK,W 35-14,5,5,Sun,2,21,10.50,0,DaviJa20
Eddie Drummond,WR,24.181,2004-10-10,NFL,DET,@,ATL,W 17-10,4,5,Sun,2,2,1.00,0,DrumEd00
Bobby Engram,WR,31.277,2004-10-10,NFL,SEA,,STL,L 27-33,4,5,Sun,1,6,6.00,0,EngrBo00
Kevin Faulk,RB,28.127,2004-10-10,NFL,NWE,,MIA,W 24-10,4,5,Sun,2,13,6.50,0,FaulKe00
Mark Jones,WR/D,23.342,2004-10-10,NFL,NYG,@,DAL,W 26-10,5,5,Sun,2,4,2.00,0,JoneMa01
Jermaine Lewis,WR,29.360,2004-10-10,NFL,JAX,@,SDG,L 21-34,5,5,Sun,1,1,1.00,0,LewiJe00
Michael Lewis,WR,32.331,2004-10-10,NFL,NOR,,TAM,L 17-20,5,5,Sun,3,25,8.33,0,LewiMi00
Triandos Luke,WR,22.291,2004-10-10,NFL,DEN,,CAR,W 20-17,5,5,Sun,2,10,5.00,0,LukeTr00
Justin McCareins,SE,25.314,2004-10-10,NFL,NYJ,,BUF,W 16-14,4,5,Sun,1,1,1.00,0,McCaJu00
Shaun McDonald,WR,23.119,2004-10-10,NFL,STL,@,SEA,W 33-27,5,5,Sun,2,39,19.50,0,McDoSh00
Chad Morton,RB/K,27.189,2004-10-10,NFL,WAS,,BAL,L 10-17,5,5,Sun,2,17,8.50,0,MortCh00
J.J. Moses,WR,25.028,2004-10-10,NFL,HOU,,MIN,L 28-34,5,5,Sun,4,46,11.50,0,MoseJ.00
Santana Moss,FL,25.131,2004-10-10,NFL,NYJ,,BUF,W 16-14,4,5,Sun,2,39,19.50,0,MossSa00
Terence Newman,LCB,26.036,2004-10-10,NFL,DAL,,NYG,L 10-26,4,5,Sun,1,6,6.00,0,NewmTe20
Dennis Northcutt,WR,26.293,2004-10-10,NFL,CLE,@,PIT,L 23-34,5,5,Sun,2,12,6.00,0,NortDe00
Antwaan Randle El,WR,25.054,2004-10-10,NFL,PIT,,CLE,W 34-23,5,5,Sun,4,12,3.00,0,RandAn00
Allen Rossum,CB,28.354,2004-10-10,NFL,ATL,,DET,L 10-17,5,5,Sun,4,66,16.50,0,RossAl99
B.J. Sams,WR,23.347,2004-10-10,NFL,BAL,@,WAS,W 17-10,5,5,Sun,5,101,20.20,1,SamsB.00
Dedric Ward,WR,30.011,2004-10-10,NFL,DAL,,NYG,L 10-26,4,5,Sun,1,11,11.00,0,WardDe00
Wes Welker,WR,23.162,2004-10-10,NFL,MIA,@,NWE,L 10-24,5,5,Sun,5,41,8.20,0,WelkWe00
Karl Williams,TE,33.183,2004-10-10,NFL,ARI,@,SFO,L 28-31,5,5,Sun,4,36,9.00,0,WillKa00
Antonio Chatman,WR/K,25.242,2004-10-11,NFL,GNB,,TEN,L 27-48,5,5,Mon,2,1,0.50,0,ChatAn00
Derrick Mason,WR,30.268,2004-10-11,NFL,TEN,@,GNB,W 48-27,5,5,Mon,1,7,7.00,0,MasoDe00
Arnaz Battle,WR,24.238,2004-10-17,NFL,SFO,@,NYJ,L 14-22,6,6,Sun,1,6,6.00,0,BattAr00
Jamall Broussard,WR,23.059,2004-10-17,NFL,CAR,@,PHI,L 8-30,5,6,Sun,1,0,0.00,0,BrouJa20
Nate Burleson,WR,23.059,2004-10-17,NFL,MIN,@,NOR,W 38-31,5,6,Sun,2,11,5.50,0,BurlNa00
Antonio Chatman,WR,25.248,2004-10-17,NFL,GNB,@,DET,W 38-10,6,6,Sun,3,32,10.67,0,ChatAn00
Nate Clements,RCB,24.310,2004-10-17,NFL,BUF,,MIA,W 20-13,5,6,Sun,1,7,7.00,0,ClemNa99
Eddie Drummond,WR,24.188,2004-10-17,NFL,DET,,GNB,L 10-38,5,6,Sun,2,48,24.00,0,DrumEd00
Kevin Faulk,RB,28.134,2004-10-17,NFL,NWE,,SEA,W 30-20,5,6,Sun,2,15,7.50,0,FaulKe00
Dante Hall,WR,26.046,2004-10-17,NFL,KAN,@,JAX,L 16-22,5,6,Sun,2,6,3.00,0,HallDa00
Shaunard Harts,S,26.074,2004-10-17,NFL,KAN,@,JAX,L 16-22,5,6,Sun,1,0,0.00,0,HartSh20
T.J. Houshmandzadeh,WR,27.021,2004-10-17,NFL,CIN,@,CLE,L 17-34,5,6,Sun,2,2,1.00,0,HousTJ00
Jermaine Lewis,WR,30.001,2004-10-17,NFL,JAX,,KAN,W 22-16,6,6,Sun,2,27,13.50,0,LewiJe00
Triandos Luke,WR,22.298,2004-10-17,NFL,DEN,@,OAK,W 31-3,6,6,Sun,4,59,14.75,0,LukeTr00
Derrick Mason,WR,30.274,2004-10-17,NFL,TEN,,HOU,L 10-20,6,6,Sun,2,16,8.00,0,MasoDe00
Justin McCareins,SE,25.321,2004-10-17,NFL,NYJ,,SFO,W 22-14,5,6,Sun,4,44,11.00,0,McCaJu00
R.W. McQuarters,RCB,27.301,2004-10-17,NFL,CHI,,WAS,L 10-13,5,6,Sun,7,58,8.29,0,McQuR.20
Maurice Morris,RB,24.321,2004-10-17,NFL,SEA,@,NWE,L 20-30,5,6,Sun,1,0,0.00,0,MorrMa00
Chad Morton,RB/K,27.196,2004-10-17,NFL,WAS,@,CHI,W 13-10,6,6,Sun,2,1,0.50,0,MortCh00
J.J. Moses,WR,25.035,2004-10-17,NFL,HOU,@,TEN,W 20-10,6,6,Sun,4,28,7.00,0,MoseJ.00
Dennis Northcutt,WR,26.300,2004-10-17,NFL,CLE,,CIN,W 34-17,6,6,Sun,4,28,7.00,0,NortDe00
Antwaan Randle El,WR,25.061,2004-10-17,NFL,PIT,@,DAL,W 24-20,6,6,Sun,2,21,10.50,0,RandAn00
Allen Rossum,CB,28.361,2004-10-17,NFL,ATL,,SDG,W 21-20,6,6,Sun,1,17,17.00,0,RossAl99
Dedric Ward,WR,30.018,2004-10-17,NFL,DAL,,PIT,L 20-24,5,6,Sun,2,15,7.50,0,WardDe00
Wes Welker,WR,23.169,2004-10-17,NFL,MIA,@,BUF,L 13-20,6,6,Sun,1,5,5.00,0,WelkWe00
Tim Brown*,WR,38.088,2004-10-18,NFL,TAM,@,STL,L 21-28,6,6,Mon,1,14,14.00,0,BrowTi00
Shaun McDonald,WR,23.127,2004-10-18,NFL,STL,,TAM,W 28-21,6,6,Mon,2,-5,-2.50,0,McDoSh00
Jamall Broussard,WR,23.066,2004-10-24,NFL,CAR,,SDG,L 6-17,6,7,Sun,1,0,0.00,0,BrouJa20
Tim Brown*,WR,38.094,2004-10-24,NFL,TAM,,CHI,W 19-7,7,7,Sun,2,14,7.00,0,BrowTi00
Phillip Buchanon,CB,24.035,2004-10-24,NFL,OAK,,NOR,L 26-31,7,7,Sun,5,26,5.20,0,BuchPh20
Nate Burleson,WR,23.066,2004-10-24,NFL,MIN,,TEN,W 20-3,6,7,Sun,1,2,2.00,0,BurlNa00
Nate Clements,RCB,24.317,2004-10-24,NFL,BUF,@,BAL,L 6-20,6,7,Sun,4,21,5.25,0,ClemNa99
Eddie Drummond,WR,24.195,2004-10-24,NFL,DET,@,NYG,W 28-13,6,7,Sun,1,-2,-2.00,0,DrumEd00
Troy Edwards,WR,27.200,2004-10-24,NFL,JAX,@,IND,W 27-24,7,7,Sun,1,12,12.00,0,EdwaTr00
Kevin Faulk,RB,28.141,2004-10-24,NFL,NWE,,NYJ,W 13-7,6,7,Sun,2,3,1.50,0,FaulKe00
Lance Frazier,CB,23.154,2004-10-24,NFL,DAL,@,GNB,L 20-41,6,7,Sun,1,9,9.00,0,FrazLa20
Dante Hall,WR,26.053,2004-10-24,NFL,KAN,,ATL,W 56-10,6,7,Sun,1,11,11.00,0,HallDa00
Mark Jones,WR/D,23.356,2004-10-24,NFL,NYG,,DET,L 13-28,6,7,Sun,1,9,9.00,0,JoneMa01
Michael Lewis,WR,32.345,2004-10-24,NFL,NOR,@,OAK,W 31-26,7,7,Sun,2,20,10.00,0,LewiMi00
Reno Mahe,RB,24.143,2004-10-24,NFL,PHI,@,CLE,W 34-31,6,7,Sun,1,1,1.00,0,MaheRe00
Derrick Mason,WR,30.281,2004-10-24,NFL,TEN,@,MIN,L 3-20,7,7,Sun,3,12,4.00,0,MasoDe00
Justin McCareins,WR,25.328,2004-10-24,NFL,NYJ,@,NWE,L 7-13,6,7,Sun,1,5,5.00,0,McCaJu00
Shaun McDonald,WR,23.133,2004-10-24,NFL,STL,@,MIA,L 14-31,7,7,Sun,2,-1,-0.50,0,McDoSh00
R.W. McQuarters,LCB,27.308,2004-10-24,NFL,CHI,@,TAM,L 7-19,6,7,Sun,1,3,3.00,0,McQuR.20
Maurice Morris,RB,24.328,2004-10-24,NFL,SEA,@,ARI,L 17-25,6,7,Sun,4,7,1.75,0,MorrMa00
Dennis Northcutt,WR,26.307,2004-10-24,NFL,CLE,,PHI,L 31-34,7,7,Sun,2,34,17.00,0,NortDe00
Eric Parker,WR,25.193,2004-10-24,NFL,SDG,@,CAR,W 17-6,7,7,Sun,3,18,6.00,0,ParkEr00
Allen Rossum,CB,29.002,2004-10-24,NFL,ATL,@,KAN,L 10-56,7,7,Sun,1,75,75.00,1,RossAl99
B.J. Sams,RB,23.361,2004-10-24,NFL,BAL,,BUF,W 20-6,6,7,Sun,1,2,2.00,0,SamsB.00
Deion Sanders*,CB,37.076,2004-10-24,NFL,BAL,,BUF,W 20-6,6,7,Sun,1,4,4.00,0,SandDe00
Wes Welker,WR,23.176,2004-10-24,NFL,MIA,,STL,W 31-14,7,7,Sun,4,31,7.75,0,WelkWe00
Karl Williams,WR,33.197,2004-10-24,NFL,ARI,,SEA,W 25-17,6,7,Sun,2,-2,-1.00,0,WillKa00
Triandos Luke,WR,22.306,2004-10-25,NFL,DEN,@,CIN,L 10-23,7,7,Mon,1,2,2.00,0,LukeTr00
Deltha O'Neal,LCB,27.269,2004-10-25,NFL,CIN,,DEN,W 23-10,6,7,Mon,3,25,8.33,0,ONeaDe00
Arnaz Battle,WR,24.252,2004-10-31,NFL,SFO,@,CHI,L 13-23,7,8,Sun,3,20,6.67,0,BattAr00
Phillip Buchanon,RCB,24.042,2004-10-31,NFL,OAK,@,SDG,L 14-42,8,8,Sun,1,18,18.00,0,BuchPh20
Nate Burleson,WR,23.073,2004-10-31,NFL,MIN,,NYG,L 13-34,7,8,Sun,2,6,3.00,0,BurlNa00
Antonio Chatman,WR/K,25.262,2004-10-31,NFL,GNB,@,WAS,W 28-14,8,8,Sun,3,30,10.00,0,ChatAn00
Nate Clements,RCB,24.324,2004-10-31,NFL,BUF,,ARI,W 38-14,7,8,Sun,5,82,16.40,0,ClemNa99
Patrick Crayton,WR,25.207,2004-10-31,NFL,DAL,,DET,W 31-21,7,8,Sun,1,0,0.00,0,CrayPa00
Jason David,RCB,22.141,2004-10-31,NFL,IND,@,KAN,L 35-45,7,8,Sun,1,7,7.00,0,DaviJa20
Eddie Drummond,WR,24.202,2004-10-31,NFL,DET,@,DAL,L 21-31,7,8,Sun,1,25,25.00,0,DrumEd00
Troy Edwards,WR,27.207,2004-10-31,NFL,JAX,@,HOU,L 6-20,8,8,Sun,2,14,7.00,0,EdwaTr00
