Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Targets,Rec,Rec Yards,Rec Avg,Rec TD,Catch Pct,YPTgt,unique_id 
Sam Hurd,WR,26.169,2011-10-10,NFL,CHI,@,DET,L 13-24,5,5,Mon,5,4,50,12.50,0,80.0%,10.00,HurdSa00
Calvin Johnson,WR,26.011,2011-10-10,NFL,DET,,CHI,W 24-13,5,5,Mon,6,5,130,26.00,1,83.3%,21.67,JohnCa00
Johnny Knox,WR,24.341,2011-10-10,NFL,CHI,@,DET,L 13-24,5,5,Mon,2,2,17,8.50,0,100.0%,8.50,KnoxJo00
Maurice Morris,RB,31.313,2011-10-10,NFL,DET,,CHI,W 24-13,5,5,Mon,1,1,8,8.00,0,100.0%,8.00,MorrMa00
Brandon Pettigrew,TE,26.229,2011-10-10,NFL,DET,,CHI,W 24-13,5,5,Mon,5,4,39,9.75,1,80.0%,7.80,PettBr00
Dane Sanzenbacher,WR,22.362,2011-10-10,NFL,CHI,@,DET,L 13-24,5,5,Mon,10,6,64,10.67,0,60.0%,6.40,SanzDa00
Tony Scheffler,TE,28.237,2011-10-10,NFL,DET,,CHI,W 24-13,5,5,Mon,1,1,12,12.00,0,100.0%,12.00,ScheTo00
Matt Spaeth,TE,27.320,2011-10-10,NFL,CHI,@,DET,L 13-24,5,5,Mon,1,1,8,8.00,0,100.0%,8.00,SpaeMa00
Roy Williams,WR,29.294,2011-10-10,NFL,CHI,@,DET,L 13-24,5,5,Mon,1,1,11,11.00,0,100.0%,11.00,WillRo04
Titus Young,WR,22.050,2011-10-10,NFL,DET,,CHI,W 24-13,5,5,Mon,4,2,14,7.00,0,50.0%,3.50,YounTi00
Danario Alexander,WR,25.070,2011-10-16,NFL,STL,@,GNB,L 3-24,5,6,Sun,10,6,91,15.17,0,60.0%,9.10,AlexDa00
David Ausberry,TE,24.021,2011-10-16,NFL,OAK,,CLE,W 24-17,6,6,Sun,1,1,4,4.00,0,100.0%,4.00,AusbDa00
Miles Austin,WR,27.108,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,10,7,74,10.57,0,70.0%,7.40,AustMi00
Terrence Austin,WR,23.052,2011-10-16,NFL,WAS,,PHI,L 13-20,5,6,Sun,1,1,32,32.00,0,100.0%,32.00,AustTe00
Jason Avant,WR,28.179,2011-10-16,NFL,PHI,@,WAS,W 20-13,6,6,Sun,4,3,28,9.33,0,75.0%,7.00,AvanJa00
Jake Ballard,TE,23.318,2011-10-16,NFL,NYG,,BUF,W 27-24,6,6,Sun,5,5,81,16.20,0,100.0%,16.20,BallJa21
Marion Barber,RB,28.128,2011-10-16,NFL,CHI,,MIN,W 39-10,6,6,Sun,1,1,3,3.00,0,100.0%,3.00,BarbMa01
Arrelious Benn,WR,23.038,2011-10-16,NFL,TAM,,NOR,W 26-20,6,6,Sun,6,3,83,27.67,1,50.0%,13.83,BennAr00
Martellus Bennett,TE,24.220,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,3,2,13,6.50,0,66.7%,4.33,BennMa00
Cedric Benson,HB,28.292,2011-10-16,NFL,CIN,,IND,W 27-17,6,6,Sun,1,1,5,5.00,0,100.0%,5.00,BensCe00
Bernard Berrian,WR,30.293,2011-10-16,NFL,MIN,@,CHI,L 10-39,6,6,Sun,7,5,54,10.80,0,71.4%,7.71,BerrBe00
Jahvid Best,RB,22.259,2011-10-16,NFL,DET,,SFO,L 19-25,6,6,Sun,8,6,73,12.17,0,75.0%,9.13,BestJa00
Anquan Boldin,WR,31.013,2011-10-16,NFL,BAL,,HOU,W 29-14,5,6,Sun,9,8,132,16.50,0,88.9%,14.67,BoldAn00
Kevin Boss,TE,27.278,2011-10-16,NFL,OAK,,CLE,W 24-17,6,6,Sun,1,1,35,35.00,1,100.0%,35.00,BossKe00
Ahmad Bradshaw,RB,25.211,2011-10-16,NFL,NYG,,BUF,W 27-24,6,6,Sun,2,2,26,13.00,0,100.0%,13.00,BradAh00
Deion Branch,WR,32.090,2011-10-16,NFL,NWE,,DAL,W 20-16,6,6,Sun,5,3,69,23.00,0,60.0%,13.80,BranDe00
Dezmon Briscoe,WR,22.046,2011-10-16,NFL,TAM,,NOR,W 26-20,6,6,Sun,2,2,49,24.50,0,100.0%,24.50,BrisDe00
Antonio Brown,WR,23.098,2011-10-16,NFL,PIT,,JAX,W 17-13,6,6,Sun,2,1,16,16.00,0,50.0%,8.00,BrowAn04
Donald Brown,RB,24.188,2011-10-16,NFL,IND,@,CIN,L 17-27,6,6,Sun,2,2,16,8.00,0,100.0%,8.00,BrowDo00
Dez Bryant,WR,22.346,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,8,4,78,19.50,0,50.0%,9.75,BryaDe01
Nate Burleson,WR,30.058,2011-10-16,NFL,DET,,SFO,L 19-25,6,6,Sun,10,4,34,8.50,1,40.0%,3.40,BurlNa00
Michael Bush,RB,27.122,2011-10-16,NFL,OAK,,CLE,W 24-17,6,6,Sun,1,1,9,9.00,0,100.0%,9.00,BushMi00
Andre Caldwell,WR,26.184,2011-10-16,NFL,CIN,,IND,W 27-17,6,6,Sun,4,4,32,8.00,0,100.0%,8.00,CaldAn00
Greg Camarillo,WR,29.181,2011-10-16,NFL,MIN,@,CHI,L 10-39,6,6,Sun,3,1,23,23.00,0,33.3%,7.67,CamaGr00
Brent Celek,TE,26.264,2011-10-16,NFL,PHI,@,WAS,W 20-13,6,6,Sun,9,4,42,10.50,1,44.4%,4.67,CeleBr00
Scott Chandler,TE,26.085,2011-10-16,NFL,BUF,@,NYG,L 24-27,6,6,Sun,1,1,-3,-3.00,0,100.0%,-3.00,ChanSc00
Tashard Choice,RB,26.330,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,5,3,16,5.33,0,60.0%,3.20,ChoiTa00
Dallas Clark,TE,32.126,2011-10-16,NFL,IND,@,CIN,L 17-27,6,6,Sun,7,6,53,8.83,1,85.7%,7.57,ClarDa00
Tyler Clutts,FB,26.341,2011-10-16,NFL,CHI,,MIN,W 39-10,6,6,Sun,1,1,6,6.00,0,100.0%,6.00,ClutTy00
Randall Cobb,WR,21.055,2011-10-16,NFL,GNB,,STL,W 24-3,6,6,Sun,1,1,6,6.00,0,100.0%,6.00,CobbRa00
Austin Collie,WR,25.339,2011-10-16,NFL,IND,@,CIN,L 17-27,6,6,Sun,6,1,8,8.00,0,16.7%,1.33,CollAu00
Jed Collins,FB,25.227,2011-10-16,NFL,NOR,@,TAM,L 20-26,6,6,Sun,2,1,3,3.00,0,50.0%,1.50,CollJe01
Marques Colston,WR,28.133,2011-10-16,NFL,NOR,@,TAM,L 20-26,6,6,Sun,11,7,118,16.86,1,63.6%,10.73,ColsMa00
Chris Cooley,TE,29.097,2011-10-16,NFL,WAS,,PHI,L 13-20,5,6,Sun,1,1,-1,-1.00,0,100.0%,-1.00,CoolCh00
Michael Crabtree,WR,24.032,2011-10-16,NFL,SFO,@,DET,W 25-19,6,6,Sun,15,9,77,8.56,0,60.0%,5.13,CrabMi00
Josh Cribbs,WR,28.129,2011-10-16,NFL,CLE,@,OAK,L 17-24,5,6,Sun,5,2,30,15.00,0,40.0%,6.00,CribJo01
Victor Cruz,WR,24.339,2011-10-16,NFL,NYG,,BUF,W 27-24,6,6,Sun,4,2,12,6.00,0,50.0%,3.00,CruzVi00
Owen Daniels,TE,28.341,2011-10-16,NFL,HOU,@,BAL,L 14-29,6,6,Sun,3,2,13,6.50,0,66.7%,4.33,DaniOw00
Fred Davis,TE,25.274,2011-10-16,NFL,WAS,,PHI,L 13-20,5,6,Sun,11,6,95,15.83,0,54.5%,8.64,DaviFr01
Kellen Davis,TE,26.005,2011-10-16,NFL,CHI,,MIN,W 39-10,6,6,Sun,3,2,27,13.50,0,66.7%,9.00,DaviKe01
Vernon Davis,TE,27.258,2011-10-16,NFL,SFO,@,DET,W 25-19,6,6,Sun,2,2,8,4.00,0,100.0%,4.00,DaviVe00
Ed Dickson,TE,24.083,2011-10-16,NFL,BAL,,HOU,W 29-14,5,6,Sun,3,2,20,10.00,0,66.7%,6.67,DickEd00
Jarett Dillard,WR,25.299,2011-10-16,NFL,JAX,@,PIT,L 13-17,6,6,Sun,3,1,7,7.00,0,33.3%,2.33,DillJa00
Harry Douglas,WR,27.030,2011-10-16,NFL,ATL,,CAR,W 31-17,6,6,Sun,4,2,57,28.50,0,50.0%,14.25,DougHa00
Donald Driver,WR,36.256,2011-10-16,NFL,GNB,,STL,W 24-3,6,6,Sun,5,3,25,8.33,1,60.0%,5.00,DrivDo00
Jermichael Finley,TE,24.204,2011-10-16,NFL,GNB,,STL,W 24-3,6,6,Sun,4,1,20,20.00,0,25.0%,5.00,FinlJe00
Jacoby Ford,WR,24.081,2011-10-16,NFL,OAK,,CLE,W 24-17,6,6,Sun,4,3,43,14.33,0,75.0%,10.75,FordJa01
Matt Forte,RB,25.310,2011-10-16,NFL,CHI,,MIN,W 39-10,6,6,Sun,7,6,36,6.00,0,85.7%,5.14,FortMa00
Arian Foster,RB,25.053,2011-10-16,NFL,HOU,@,BAL,L 14-29,6,6,Sun,11,6,52,8.67,0,54.5%,4.73,FostAr00
Jabar Gaffney,WR,30.319,2011-10-16,NFL,WAS,,PHI,L 13-20,5,6,Sun,10,2,55,27.50,0,20.0%,5.50,GaffJa00
Pierre Garcon,WR,25.069,2011-10-16,NFL,IND,@,CIN,L 17-27,6,6,Sun,11,8,52,6.50,0,72.7%,4.73,GarcPi00
Toby Gerhart,RB,24.202,2011-10-16,NFL,MIN,@,CHI,L 10-39,6,6,Sun,2,2,7,3.50,0,100.0%,3.50,GerhTo00
Brandon Gibson,WR,24.064,2011-10-16,NFL,STL,@,GNB,L 3-24,5,6,Sun,10,4,43,10.75,0,40.0%,4.30,GibsBr00
Ted Ginn,WR,26.187,2011-10-16,NFL,SFO,@,DET,W 25-19,6,6,Sun,5,2,24,12.00,0,40.0%,4.80,GinnTe00
Tony Gonzalez*,TE,35.231,2011-10-16,NFL,ATL,,CAR,W 31-17,6,6,Sun,3,3,29,9.67,0,100.0%,9.67,GonzTo00
Frank Gore,RB,28.155,2011-10-16,NFL,SFO,@,DET,W 25-19,6,6,Sun,5,2,5,2.50,0,40.0%,1.00,GoreFr00
Earnest Graham,RB,31.274,2011-10-16,NFL,TAM,,NOR,W 26-20,6,6,Sun,2,2,22,11.00,0,100.0%,11.00,GrahEa00
Jimmy Graham,TE,24.326,2011-10-16,NFL,NOR,@,TAM,L 20-26,6,6,Sun,11,7,124,17.71,0,63.6%,11.27,GrahJi00
Ryan Grant,RB,28.311,2011-10-16,NFL,GNB,,STL,W 24-3,6,6,Sun,2,2,27,13.50,0,100.0%,13.50,GranRy00
A.J. Green,WR,23.077,2011-10-16,NFL,CIN,,IND,W 27-17,6,6,Sun,7,5,51,10.20,1,71.4%,7.29,GreeA.00
BenJarvus Green-Ellis,RB,26.106,2011-10-16,NFL,NWE,,DAL,W 20-16,6,6,Sun,1,1,11,11.00,0,100.0%,11.00,GreeBe00
Jermaine Gresham,TE,23.122,2011-10-16,NFL,CIN,,IND,W 27-17,6,6,Sun,6,4,23,5.75,0,66.7%,3.83,GresJe00
Rob Gronkowski,TE,22.155,2011-10-16,NFL,NWE,,DAL,W 20-16,6,6,Sun,7,7,74,10.57,0,100.0%,10.57,GronRo00
Montario Hardesty,RB,24.257,2011-10-16,NFL,CLE,@,OAK,L 17-24,5,6,Sun,4,2,18,9.00,0,50.0%,4.50,HardMo00
Percy Harvin,WR,23.141,2011-10-16,NFL,MIN,@,CHI,L 10-39,6,6,Sun,9,7,78,11.14,0,77.8%,8.67,HarvPe00
Andrew Hawkins,WR,25.220,2011-10-16,NFL,CIN,,IND,W 27-17,6,6,Sun,1,1,7,7.00,0,100.0%,7.00,HawkAn00
Will Heller,TE,30.230,2011-10-16,NFL,DET,,SFO,L 19-25,6,6,Sun,1,1,9,9.00,0,100.0%,9.00,HellWi00
Roy Helu,RB,22.313,2011-10-16,NFL,WAS,,PHI,L 13-20,5,6,Sun,4,2,11,5.50,0,50.0%,2.75,HeluRo00
Devery Henderson,WR,29.204,2011-10-16,NFL,NOR,@,TAM,L 20-26,6,6,Sun,2,1,12,12.00,0,50.0%,6.00,HendDe00
Aaron Hernandez,TE,21.344,2011-10-16,NFL,NWE,,DAL,W 20-16,6,6,Sun,14,8,68,8.50,1,57.1%,4.86,HernAa00
Devin Hester,WR,28.346,2011-10-16,NFL,CHI,,MIN,W 39-10,6,6,Sun,7,5,91,18.20,1,71.4%,13.00,HestDe99
Darrius Heyward-Bey,WR,24.232,2011-10-16,NFL,OAK,,CLE,W 24-17,6,6,Sun,9,6,82,13.67,0,66.7%,9.11,HeywDa00
Jason Hill,WR,26.238,2011-10-16,NFL,JAX,@,PIT,L 13-17,6,6,Sun,3,2,29,14.50,1,66.7%,9.67,HillJa00
Mark Ingram,RB,21.299,2011-10-16,NFL,NOR,@,TAM,L 20-26,6,6,Sun,1,1,6,6.00,0,100.0%,6.00,IngrMa01
DeSean Jackson,WR,24.319,2011-10-16,NFL,PHI,@,WAS,W 20-13,6,6,Sun,7,3,46,15.33,0,42.9%,6.57,JackDe00
Fred Jackson,RB,30.238,2011-10-16,NFL,BUF,@,NYG,L 24-27,6,6,Sun,6,5,47,9.40,0,83.3%,7.83,JackFr02
Steven Jackson,HB,28.086,2011-10-16,NFL,STL,@,GNB,L 3-24,5,6,Sun,5,4,29,7.25,0,80.0%,5.80,JackSt00
Michael Jenkins,WR,29.120,2011-10-16,NFL,MIN,@,CHI,L 10-39,6,6,Sun,6,4,45,11.25,0,66.7%,7.50,JenkMi00
Greg Jennings,WR,28.025,2011-10-16,NFL,GNB,,STL,W 24-3,6,6,Sun,10,6,82,13.67,0,60.0%,8.20,JennGr00
Calvin Johnson,WR,26.017,2011-10-16,NFL,DET,,SFO,L 19-25,6,6,Sun,9,7,113,16.14,0,77.8%,12.56,JohnCa00
Steve Johnson,WR,24.322,2011-10-16,NFL,BUF,@,NYG,L 24-27,6,6,Sun,10,5,39,7.80,1,50.0%,3.90,JohnSt00
Felix Jones,RB,24.161,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,4,2,19,9.50,0,50.0%,4.75,JoneFe00
Greg Jones,FB,30.160,2011-10-16,NFL,JAX,@,PIT,L 13-17,6,6,Sun,1,1,0,0.00,0,100.0%,0.00,JoneGr01
Jacoby Jones,WR,27.097,2011-10-16,NFL,HOU,@,BAL,L 14-29,6,6,Sun,7,4,76,19.00,1,57.1%,10.86,JoneJa03
James Jones,WR,27.199,2011-10-16,NFL,GNB,,STL,W 24-3,6,6,Sun,1,1,35,35.00,1,100.0%,35.00,JoneJa04
Maurice Jones-Drew,RB,26.207,2011-10-16,NFL,JAX,@,PIT,L 13-17,6,6,Sun,3,2,8,4.00,0,66.7%,2.67,DrewMa00
Reggie Kelly,TE,34.236,2011-10-16,NFL,ATL,,CAR,W 31-17,6,6,Sun,1,1,7,7.00,0,100.0%,7.00,KellRe00
Lance Kendricks,TE,23.259,2011-10-16,NFL,STL,@,GNB,L 3-24,5,6,Sun,6,4,71,17.75,0,66.7%,11.83,KendLa00
Jim Kleinsasser,TE,34.258,2011-10-16,NFL,MIN,@,CHI,L 10-39,6,6,Sun,1,1,4,4.00,0,100.0%,4.00,KleiJi00
Johnny Knox,WR,24.347,2011-10-16,NFL,CHI,,MIN,W 39-10,6,6,Sun,4,2,41,20.50,0,50.0%,10.25,KnoxJo00
Brandon LaFell,WR,24.346,2011-10-16,NFL,CAR,@,ATL,L 17-31,6,6,Sun,1,1,12,12.00,0,100.0%,12.00,LaFeBr00
Donald Lee,TE,31.046,2011-10-16,NFL,CIN,,IND,W 27-17,6,6,Sun,1,1,2,2.00,0,100.0%,2.00,LeexDo00
Brian Leonard,HB,27.255,2011-10-16,NFL,CIN,,IND,W 27-17,6,6,Sun,2,2,38,19.00,0,100.0%,19.00,LeonBr00
Marcedes Lewis,TE,27.150,2011-10-16,NFL,JAX,@,PIT,L 13-17,6,6,Sun,8,2,29,14.50,0,25.0%,3.63,LewiMa00
Greg Little,WR,22.139,2011-10-16,NFL,CLE,@,OAK,L 17-24,5,6,Sun,12,6,72,12.00,0,50.0%,6.00,LittGr00
Erik Lorig,FB,24.333,2011-10-16,NFL,TAM,,NOR,W 26-20,6,6,Sun,2,2,9,4.50,0,100.0%,4.50,LoriEr99
Jeremy Maclin,WR,23.158,2011-10-16,NFL,PHI,@,WAS,W 20-13,6,6,Sun,7,5,101,20.20,0,71.4%,14.43,MaclJe00
Mario Manningham,WR,25.144,2011-10-16,NFL,NYG,,BUF,W 27-24,6,6,Sun,8,5,56,11.20,0,62.5%,7.00,MannMa01
Derrick Mason,WR,37.272,2011-10-16,NFL,HOU,@,BAL,L 14-29,6,6,Sun,4,3,27,9.00,0,75.0%,6.75,MasoDe00
Mohamed Massaquoi,WR,24.326,2011-10-16,NFL,CLE,@,OAK,L 17-24,5,6,Sun,7,3,30,10.00,1,42.9%,4.29,MassMo00
LeSean McCoy,RB,23.096,2011-10-16,NFL,PHI,@,WAS,W 20-13,6,6,Sun,4,2,13,6.50,0,50.0%,3.25,McCoLe01
Darren McFadden,RB,24.050,2011-10-16,NFL,OAK,,CLE,W 24-17,6,6,Sun,1,1,2,2.00,0,100.0%,2.00,McFaDa00
Robert Meachem,WR,27.018,2011-10-16,NFL,NOR,@,TAM,L 20-26,6,6,Sun,2,1,23,23.00,0,50.0%,11.50,MeacRo00
Heath Miller,TE,28.359,2011-10-16,NFL,PIT,,JAX,W 17-13,6,6,Sun,6,4,27,6.75,0,66.7%,4.50,MillHe00
Denarius Moore,WR,22.311,2011-10-16,NFL,OAK,,CLE,W 24-17,6,6,Sun,4,1,9,9.00,0,25.0%,2.25,MoorDe02
Evan Moore,TE,26.286,2011-10-16,NFL,CLE,@,OAK,L 17-24,5,6,Sun,4,3,16,5.33,0,75.0%,4.00,MoorEv00
Lance Moore,WR,28.046,2011-10-16,NFL,NOR,@,TAM,L 20-26,6,6,Sun,3,2,46,23.00,0,66.7%,15.33,MoorLa00
Maurice Morris,RB,31.319,2011-10-16,NFL,DET,,SFO,L 19-25,6,6,Sun,1,1,8,8.00,0,100.0%,8.00,MorrMa00
Santana Moss,WR,32.137,2011-10-16,NFL,WAS,,PHI,L 13-20,5,6,Sun,6,2,38,19.00,0,33.3%,6.33,MossSa00
Ovie Mughelli,FB,31.128,2011-10-16,NFL,ATL,,CAR,W 31-17,6,6,Sun,2,2,20,10.00,1,100.0%,10.00,MughOv00
DeMarco Murray,RB,23.246,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,2,1,7,7.00,0,50.0%,3.50,MurrDe00
Brandon Myers,TE,26.042,2011-10-16,NFL,OAK,,CLE,W 24-17,6,6,Sun,1,1,3,3.00,0,100.0%,3.00,MyerBr00
Legedu Naanee,WR,28.030,2011-10-16,NFL,CAR,@,ATL,L 17-31,6,6,Sun,2,2,31,15.50,0,100.0%,15.50,NaanLe00
David Nelson,WR,24.343,2011-10-16,NFL,BUF,@,NYG,L 24-27,6,6,Sun,6,4,62,15.50,0,66.7%,10.33,NelsDa01
Jordy Nelson,WR,26.138,2011-10-16,NFL,GNB,,STL,W 24-3,6,6,Sun,3,2,104,52.00,1,66.7%,34.67,NelsJo00
Hakeem Nicks,WR,23.275,2011-10-16,NFL,NYG,,BUF,W 27-24,6,6,Sun,7,4,96,24.00,0,57.1%,13.71,NickHa01
Kevin Ogletree,WR,24.072,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,2,1,12,12.00,0,50.0%,6.00,OgleKe00
Greg Olsen,TE,26.219,2011-10-16,NFL,CAR,@,ATL,L 17-31,6,6,Sun,10,5,42,8.40,0,50.0%,4.20,OlseGr00
Michael Palmer,TE,23.271,2011-10-16,NFL,ATL,,CAR,W 31-17,6,6,Sun,1,1,8,8.00,0,100.0%,8.00,PalmMi00
Preston Parker,WR,24.245,2011-10-16,NFL,TAM,,NOR,W 26-20,6,6,Sun,5,2,32,16.00,1,40.0%,6.40,ParkPr00
Bear Pascoe,FB,25.235,2011-10-16,NFL,NYG,,BUF,W 27-24,6,6,Sun,2,2,17,8.50,0,100.0%,8.50,PascBe00
Adrian Peterson,HB,26.209,2011-10-16,NFL,MIN,@,CHI,L 10-39,6,6,Sun,1,1,0,0.00,0,100.0%,0.00,PeteAd01
Brandon Pettigrew,TE,26.235,2011-10-16,NFL,DET,,SFO,L 19-25,6,6,Sun,14,8,42,5.25,1,57.1%,3.00,PettBr00
John Phillips,FB,24.127,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,1,1,7,7.00,0,100.0%,7.00,PhilJo00
Zack Pianalto,TE,22.142,2011-10-16,NFL,TAM,,NOR,W 26-20,6,6,Sun,1,1,9,9.00,0,100.0%,9.00,PianZa00
Dennis Pitta,TE,26.109,2011-10-16,NFL,BAL,,HOU,W 29-14,5,6,Sun,5,2,9,4.50,0,40.0%,1.80,PittDe00
Isaac Redman,RB,26.340,2011-10-16,NFL,PIT,,JAX,W 17-13,6,6,Sun,1,1,2,2.00,0,100.0%,2.00,RedmIs20
Ray Rice,RB,24.267,2011-10-16,NFL,BAL,,HOU,W 29-14,5,6,Sun,7,5,60,12.00,0,71.4%,8.57,RiceRa00
Laurent Robinson,WR,26.149,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,2,2,43,21.50,0,100.0%,21.50,RobiLa01
Jacquizz Rodgers,RB,21.252,2011-10-16,NFL,ATL,,CAR,W 31-17,6,6,Sun,1,1,6,6.00,0,100.0%,6.00,RodgJa00
Naaman Roosevelt,WR,23.296,2011-10-16,NFL,BUF,@,NYG,L 24-27,6,6,Sun,2,1,60,60.00,1,50.0%,30.00,RoosNa00
Kyle Rudolph,TE,21.341,2011-10-16,NFL,MIN,@,CHI,L 10-39,6,6,Sun,3,2,20,10.00,0,66.7%,6.67,RudoKy00
Greg Salas,WR,23.052,2011-10-16,NFL,STL,@,GNB,L 3-24,5,6,Sun,10,8,77,9.63,0,80.0%,7.70,SalaGr00
Emmanuel Sanders,WR,24.213,2011-10-16,NFL,PIT,,JAX,W 17-13,6,6,Sun,4,1,32,32.00,0,25.0%,8.00,SandEm00
Dane Sanzenbacher,WR,23.003,2011-10-16,NFL,CHI,,MIN,W 39-10,6,6,Sun,3,1,13,13.00,1,33.3%,4.33,SanzDa00
Bernard Scott,HB,27.248,2011-10-16,NFL,CIN,,IND,W 27-17,6,6,Sun,1,1,5,5.00,0,100.0%,5.00,ScotBe00
Da'Rel Scott,RB,23.167,2011-10-16,NFL,NYG,,BUF,W 27-24,6,6,Sun,1,1,4,4.00,0,100.0%,4.00,ScotDa01
Visanthe Shiancoe,TE,31.120,2011-10-16,NFL,MIN,@,CHI,L 10-39,6,6,Sun,7,5,45,9.00,0,71.4%,6.43,ShiaVi00
Jeremy Shockey,TE,31.059,2011-10-16,NFL,CAR,@,ATL,L 17-31,6,6,Sun,7,4,60,15.00,0,57.1%,8.57,ShocJe00
Jerome Simpson,WR,25.254,2011-10-16,NFL,CIN,,IND,W 27-17,6,6,Sun,9,6,101,16.83,0,66.7%,11.22,SimpJe00
Alex Smith,TE,29.147,2011-10-16,NFL,CLE,@,OAK,L 17-24,5,6,Sun,3,2,14,7.00,1,66.7%,4.67,SmitAl02
Steve Smith,WR,26.163,2011-10-16,NFL,PHI,@,WAS,W 20-13,6,6,Sun,1,1,7,7.00,0,100.0%,7.00,SmitSt02
Steve Smith,WR,32.157,2011-10-16,NFL,CAR,@,ATL,L 17-31,6,6,Sun,7,5,66,13.20,0,71.4%,9.43,SmitSt01
Torrey Smith,WR,22.263,2011-10-16,NFL,BAL,,HOU,W 29-14,5,6,Sun,5,3,84,28.00,0,60.0%,16.80,SmitTo02
Jason Snelling,RB,27.291,2011-10-16,NFL,ATL,,CAR,W 31-17,6,6,Sun,1,1,7,7.00,0,100.0%,7.00,SnelJa00
C.J. Spiller,WR,24.072,2011-10-16,NFL,BUF,@,NYG,L 24-27,6,6,Sun,5,5,39,7.80,0,100.0%,7.80,SpilC.00
Darren Sproles,RB,28.118,2011-10-16,NFL,NOR,@,TAM,L 20-26,6,6,Sun,11,8,46,5.75,0,72.7%,4.18,SproDa00
Donte' Stallworth,WR,30.340,2011-10-16,NFL,WAS,,PHI,L 13-20,5,6,Sun,3,3,30,10.00,0,100.0%,10.00,StalDo00
James Starks,RB,25.233,2011-10-16,NFL,GNB,,STL,W 24-3,6,6,Sun,2,2,17,8.50,0,100.0%,8.50,StarJa00
Jonathan Stewart,RB,24.209,2011-10-16,NFL,CAR,@,ATL,L 17-31,6,6,Sun,3,3,24,8.00,0,100.0%,8.00,StewJo00
Jacob Tamme,TE,26.215,2011-10-16,NFL,IND,@,CIN,L 17-27,6,6,Sun,1,1,1,1.00,0,100.0%,1.00,TammJa00
Mike Thomas,WR,24.134,2011-10-16,NFL,JAX,@,PIT,L 13-17,6,6,Sun,6,4,36,9.00,0,66.7%,6.00,ThomMi01
Pierre Thomas,RB,26.302,2011-10-16,NFL,NOR,@,TAM,L 20-26,6,6,Sun,1,1,5,5.00,0,100.0%,5.00,ThomPi00
Michael Turner,RB,29.245,2011-10-16,NFL,ATL,,CAR,W 31-17,6,6,Sun,3,1,8,8.00,0,33.3%,2.67,TurnMi00
Delanie Walker,TE,27.065,2011-10-16,NFL,SFO,@,DET,W 25-19,6,6,Sun,3,2,11,5.50,1,66.7%,3.67,WalkHu00
Mike Wallace,WR,25.076,2011-10-16,NFL,PIT,,JAX,W 17-13,6,6,Sun,6,2,76,38.00,1,33.3%,12.67,WallMi00
Kevin Walter,WR,30.073,2011-10-16,NFL,HOU,@,BAL,L 14-29,6,6,Sun,8,6,52,8.67,0,75.0%,6.50,WaltKe00
Hines Ward,WR,35.222,2011-10-16,NFL,PIT,,JAX,W 17-13,6,6,Sun,4,3,47,15.67,0,75.0%,11.75,WardHi00
Ben Watson,TE,30.302,2011-10-16,NFL,CLE,@,OAK,L 17-24,5,6,Sun,8,3,35,11.67,0,37.5%,4.38,WatsBe00
Reggie Wayne,WR,32.333,2011-10-16,NFL,IND,@,CIN,L 17-27,6,6,Sun,6,5,58,11.60,0,83.3%,9.67,WaynRe00
Wes Welker,WR,30.168,2011-10-16,NFL,NWE,,DAL,W 20-16,6,6,Sun,10,6,45,7.50,1,60.0%,4.50,WelkWe00
Roddy White,WR,29.348,2011-10-16,NFL,ATL,,CAR,W 31-17,6,6,Sun,5,2,21,10.50,0,40.0%,4.20,WhitRo00
Cadillac Williams,RB,29.178,2011-10-16,NFL,STL,@,GNB,L 3-24,5,6,Sun,4,3,17,5.67,0,75.0%,4.25,WillCa02
DeAngelo Williams,RB,28.174,2011-10-16,NFL,CAR,@,ATL,L 17-31,6,6,Sun,3,1,2,2.00,0,33.3%,0.67,WillDe02
Mike Williams,WR,24.151,2011-10-16,NFL,TAM,,NOR,W 26-20,6,6,Sun,13,6,59,9.83,0,46.2%,4.54,WillMi04
Roy Williams,WR,29.300,2011-10-16,NFL,CHI,,MIN,W 39-10,6,6,Sun,4,3,50,16.67,0,75.0%,12.50,WillRo04
Kellen Winslow,TE,28.087,2011-10-16,NFL,TAM,,NOR,W 26-20,6,6,Sun,10,5,40,8.00,0,50.0%,4.00,WinsKe01
Jason Witten,TE,29.163,2011-10-16,NFL,DAL,@,NWE,L 16-20,5,6,Sun,4,4,48,12.00,1,100.0%,12.00,WittJa00
Danny Woodhead,RB,26.264,2011-10-16,NFL,NWE,,DAL,W 20-16,6,6,Sun,3,2,22,11.00,0,66.7%,7.33,WoodDa02
