Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Idrees Bashir,FS,25.277,2004-09-09,NFL,IND,@,NWE,L 24-27,1,1,Thu,,,,1,BashId20
Tedy Bruschi,LILB,31.092,2004-09-09,NFL,NWE,,IND,W 27-24,1,1,Thu,1,5,0,1,BrusTe99
Nick Harper,LCB,29.365,2004-09-09,NFL,IND,@,NWE,L 24-27,1,1,Thu,1,12,0,1,HarpNi20
Tyrone Poole,RCB,32.219,2004-09-09,NFL,NWE,,IND,W 27-24,1,1,Thu,0,0,0,1,PoolTy20
Asante Samuel,CB,23.247,2004-09-09,NFL,NWE,,IND,W 27-24,1,1,Thu,,,,1,SamuAs20
Keith Bulluck,RLB,27.160,2004-09-11,NFL,TEN,@,MIA,W 17-7,1,1,Sat,,,,1,BullKe00
Andre Dyson,LCB,25.109,2004-09-11,NFL,TEN,@,MIA,W 17-7,1,1,Sat,1,11,0,1,DysoAn20
Sam Madison,RCB,30.141,2004-09-11,NFL,MIA,,TEN,L 7-17,1,1,Sat,,,,1,MadiSa00
Antwan Odom,LDE,22.353,2004-09-11,NFL,TEN,@,MIA,W 17-7,1,1,Sat,0,0,0,1,OdomAn20
Samari Rolle,RCB,28.032,2004-09-11,NFL,TEN,@,MIA,W 17-7,1,1,Sat,1,0,0,2,RollSa00
Lamont Thompson,S,26.043,2004-09-11,NFL,TEN,@,MIA,W 17-7,1,1,Sat,1,37,1,1,ThomLa21
Jay Williams,DE,32.334,2004-09-11,NFL,MIA,,TEN,L 7-17,1,1,Sat,0,0,0,1,WillJa26
Andre Woolfolk,CB,24.229,2004-09-11,NFL,TEN,@,MIA,W 17-7,1,1,Sat,,,,1,WoolAn20
Anthony Adams,LDT,24.086,2004-09-12,NFL,SFO,,ATL,L 19-21,1,1,Sun,,,,1,AdamAn20
Sam Adams,LDT,31.091,2004-09-12,NFL,BUF,,JAX,L 10-13,1,1,Sun,,,,1,AdamSa00
Brent Alexander,FS,33.064,2004-09-12,NFL,NYG,@,PHI,L 17-31,1,1,Sun,,,,2,AlexBr20
James Allen,SLB,24.306,2004-09-12,NFL,NOR,,SEA,L 7-21,1,1,Sun,,,,1,AlleJa21
Ashley Ambrose,LCB,33.361,2004-09-12,NFL,NOR,,SEA,L 7-21,1,1,Sun,1,0,0,1,AmbrAs00
Adam Archuleta,SS,26.290,2004-09-12,NFL,STL,,ARI,W 17-10,1,1,Sun,,,,1,ArchAd20
LaVar Arrington,WLB,26.084,2004-09-12,NFL,WAS,,TAM,W 16-10,1,1,Sun,0,0,0,1,ArriLa00
Akin Ayodele,OLB,24.361,2004-09-12,NFL,JAX,@,BUF,W 13-10,1,1,Sun,,,,1,AyodAk20
Champ Bailey*,LCB,26.082,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,1,0,0,1,BailCh00
Ronde Barber,RCB,29.158,2004-09-12,NFL,TAM,@,WAS,L 10-16,1,1,Sun,,,,1,BarbRo00
Shawn Barber,ROLB,29.242,2004-09-12,NFL,KAN,@,DEN,L 24-34,1,1,Sun,1,10,0,2,BarbSh20
David Barrett,RCB,26.265,2004-09-12,NFL,NYJ,,CIN,W 31-24,1,1,Sun,,,,1,BarrDa22
Aaron Beasley,CB,31.067,2004-09-12,NFL,ATL,@,SFO,W 21-19,1,1,Sun,1,85,0,2,BeasAa20
Monty Beisel,MLB,26.023,2004-09-12,NFL,KAN,@,DEN,L 24-34,1,1,Sun,1,-1,0,1,BeisMo20
Terreal Bierria,SS,23.338,2004-09-12,NFL,SEA,@,NOR,W 21-7,1,1,Sun,,,,1,BierTe20
Dre' Bly,RCB,27.113,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,,,,1,BlyxDr00
Michael Boulware,SS,22.361,2004-09-12,NFL,SEA,@,NOR,W 21-7,1,1,Sun,1,0,0,2,BoulMi20
Tyler Brayton,DE,24.297,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,0,0,0,2,BrayTy20
Fakhir Brown,CB,26.357,2004-09-12,NFL,NOR,,SEA,L 7-21,1,1,Sun,,,,1,BrowFa20
Mike Brown,FS,26.212,2004-09-12,NFL,CHI,,DET,L 16-20,1,1,Sun,,,,1,BrowMi99
Sheldon Brown,RCB,25.177,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,0,0,0,2,BrowSh20
Fernando Bryant,LCB,27.170,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,,,,1,BryaFe20
Phillip Buchanon,CB,23.359,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,0,0,0,1,BuchPh20
Derrick Burgess,RDE,26.031,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,0,0,0,1,BurgDe99
Jerametrius Butler,LCB,25.289,2004-09-12,NFL,STL,,ARI,W 17-10,1,1,Sun,,,,2,ButlJe20
Andre Carter,RDE,25.123,2004-09-12,NFL,SFO,,ATL,L 19-21,1,1,Sun,,,,1,CartAn20
Chris Claiborne,SLB,26.048,2004-09-12,NFL,MIN,,DAL,W 35-17,1,1,Sun,,,,2,ClaiCh20
Danny Clark,ILB,27.126,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,,,,1,ClarDa21
Nate Clements,RCB,24.275,2004-09-12,NFL,BUF,,JAX,L 10-13,1,1,Sun,1,2,0,1,ClemNa99
Erik Coleman,FS,22.129,2004-09-12,NFL,NYJ,,CIN,W 31-24,1,1,Sun,1,4,0,1,ColeEr21
Terry Cousin,CB,29.185,2004-09-12,NFL,NYG,@,PHI,L 17-31,1,1,Sun,,,,2,CousTe20
Chris Crocker,DB,24.187,2004-09-12,NFL,CLE,,BAL,W 20-3,1,1,Sun,,,,1,CrocCh20
Donovin Darius,SS,29.031,2004-09-12,NFL,JAX,@,BUF,W 13-10,1,1,Sun,,,,1,DariDo20
Andra Davis,MLB,25.264,2004-09-12,NFL,CLE,,BAL,W 20-3,1,1,Sun,1,2,0,1,DaviAn20
Sammy Davis,RCB,24.157,2004-09-12,NFL,SDG,@,HOU,W 27-20,1,1,Sun,,,,1,DaviSa21
Brian Dawkins*,FS,30.335,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,,,,1,DawkBr00
Donnie Edwards,ILB,31.159,2004-09-12,NFL,SDG,@,HOU,W 27-20,1,1,Sun,,,,1,EdwaDo20
James Farrior,LILB,29.250,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,1,36,0,1,FarrJa99
Steve Foley,OLB,29.001,2004-09-12,NFL,SDG,@,HOU,W 27-20,1,1,Sun,1,0,0,2,FoleSt21
Scott Fujita,LOLB,25.137,2004-09-12,NFL,KAN,@,DEN,L 24-34,1,1,Sun,,,,2,FujiSc20
La'Roi Glover,RDT,30.070,2004-09-12,NFL,DAL,@,MIN,L 17-35,1,1,Sun,,,,1,GlovLa00
Randall Godfrey,ILB,31.159,2004-09-12,NFL,SDG,@,HOU,W 27-20,1,1,Sun,,,,1,GodfRa20
Ian Gold,SLB,26.020,2004-09-12,NFL,TAM,@,WAS,L 10-16,1,1,Sun,,,,1,GoldIa00
Andre' Goodman,CB,26.032,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,1,0,0,1,GoodAn20
Charles Grant,LDE,26.009,2004-09-12,NFL,NOR,,SEA,L 7-21,1,1,Sun,,,,1,GranCh21
Deon Grant,FS,25.182,2004-09-12,NFL,JAX,@,BUF,W 13-10,1,1,Sun,,,,1,GranDe21
Barrett Green,WLB,26.319,2004-09-12,NFL,NYG,@,PHI,L 17-31,1,1,Sun,,,,1,GreeBa20
Michael Green,SS,27.281,2004-09-12,NFL,CHI,,DET,L 16-20,1,1,Sun,1,0,0,2,GreeMi20
Clark Haggans,LOLB,27.246,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,0,0,0,1,HaggCl20
Deveron Harper,S,26.302,2004-09-12,NFL,NOR,,SEA,L 7-21,1,1,Sun,,,,1,HarpDe20
Quentin Harris,FS,27.230,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,1,-1,0,1,HarrQu20
Walt Harris,CB,30.033,2004-09-12,NFL,WAS,,TAM,W 16-10,1,1,Sun,,,,1,HarrWa21
Reggie Hayward,DE,25.182,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,0,0,0,1,HaywRe20
Ronnie Heard,FS,27.343,2004-09-12,NFL,SFO,,ATL,L 19-21,1,1,Sun,,,,1,HearRo20
Anthony Henry,DB,27.314,2004-09-12,NFL,CLE,,BAL,W 20-3,1,1,Sun,1,0,0,1,HenrAn20
Kelly Herndon,RCB,27.314,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,,,,4,HernKe20
Renaldo Hill,CB,25.305,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,,,,1,HillRe20
Vonnie Holliday,RDE,28.276,2004-09-12,NFL,KAN,@,DEN,L 24-34,1,1,Sun,,,,1,HollVo20
Earl Holmes,MLB,31.137,2004-09-12,NFL,DET,@,CHI,W 20-16,1,1,Sun,,,,1,HolmEa20
Tory James,RCB,31.117,2004-09-12,NFL,CIN,@,NYJ,L 24-31,1,1,Sun,,,,1,JameTo99
Raylee Johnson,RDE,34.103,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,,,,1,JohnRa22
Lance Johnstone,DE,31.093,2004-09-12,NFL,MIN,,DAL,W 35-17,1,1,Sun,,,,1,JohnLa23
Dhani Jones,SAM,26.203,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,0,0,0,1,JoneDh20
Jevon Kearse,LDE,28.009,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,,,,1,KearJe00
Kenoy Kennedy,SS,26.302,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,,,,2,KennKe21
Patrick Kerney,LDE,27.257,2004-09-12,NFL,ATL,@,SFO,W 21-19,1,1,Sun,,,,5,KernPa99
Michael Lewis,SS,24.136,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,,,,2,LewiMi99
Andre Lott,FS,25.104,2004-09-12,NFL,WAS,,TAM,W 16-10,1,1,Sun,,,,1,LottAn20
Ken Lucas,RCB,25.233,2004-09-12,NFL,SEA,@,NOR,W 21-7,1,1,Sun,,,,1,LucaKe20
David Macklin,RCB,26.060,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,,,,1,MackDa20
Rashean Mathis,LCB,24.016,2004-09-12,NFL,JAX,@,BUF,W 13-10,1,1,Sun,,,,1,MathRa99
Daylon McCutcheon,RCB,27.278,2004-09-12,NFL,CLE,,BAL,W 20-3,1,1,Sun,,,,1,McCuDa22
Terrence McGee,CB,23.334,2004-09-12,NFL,BUF,,JAX,L 10-13,1,1,Sun,0,0,0,1,McGeTe99
Willie Middlebrooks,CB,25.213,2004-09-12,NFL,DEN,,KAN,W 34-24,1,1,Sun,,,,1,MiddWi20
Julian Peterson,LOLB,26.046,2004-09-12,NFL,SFO,,ATL,L 19-21,1,1,Sun,0,0,0,1,PeteJu00
Antonio Pierce,MLB,25.322,2004-09-12,NFL,WAS,,TAM,W 16-10,1,1,Sun,1,16,0,1,PierAn20
Ahmed Plummer,LCB,28.170,2004-09-12,NFL,SFO,,ATL,L 19-21,1,1,Sun,,,,2,PlumAh20
Joey Porter,ROLB,27.174,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,,,,1,PortJo00
Ike Reese,LB,30.332,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,,,,1,ReesIk99
Izell Reese,FS,30.128,2004-09-12,NFL,BUF,,JAX,L 10-13,1,1,Sun,1,33,0,1,ReesIz20
Dunta Robinson,RCB,22.154,2004-09-12,NFL,HOU,,SDG,L 20-27,1,1,Sun,,,,1,RobiDu20
Allen Rossum,CB,28.326,2004-09-12,NFL,ATL,@,SFO,W 21-19,1,1,Sun,0,0,0,1,RossAl99
Orlando Ruff,LB,27.350,2004-09-12,NFL,NOR,,SEA,L 7-21,1,1,Sun,,,,1,RuffOr20
Bryan Scott,SS,23.152,2004-09-12,NFL,ATL,@,SFO,W 21-19,1,1,Sun,0,0,0,2,ScotBr20
Chad Scott,LCB,30.006,2004-09-12,NFL,PIT,,OAK,W 24-21,1,1,Sun,,,,2,ScotCh20
Lito Sheppard,LCB,23.157,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,,,,1,ShepLi99
Mark Simoneau,MLB,27.240,2004-09-12,NFL,PHI,,NYG,W 31-17,1,1,Sun,0,0,0,1,SimoMa20
Daryl Smith,OLB,22.182,2004-09-12,NFL,JAX,@,BUF,W 13-10,1,1,Sun,,,,1,SmitDa24
Dwight Smith,SS,26.030,2004-09-12,NFL,TAM,@,WAS,L 10-16,1,1,Sun,,,,3,SmitDw20
Robaire Smith,RDE,26.302,2004-09-12,NFL,HOU,,SDG,L 20-27,1,1,Sun,,,,2,SmitRo21
Travian Smith,OLB,29.017,2004-09-12,NFL,OAK,@,PIT,L 21-24,1,1,Sun,,,,1,SmitTr20
Fred Smoot,RCB,24.053,2004-09-12,NFL,WAS,,TAM,W 16-10,1,1,Sun,,,,1,SmooFr20
Takeo Spikes,WLB,27.270,2004-09-12,NFL,BUF,,JAX,L 10-13,1,1,Sun,,,,1,SpikTa00
Duane Starks,LCB,30.112,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,,,,3,StarDu20
Matt Stewart,RLB,25.012,2004-09-12,NFL,ATL,@,SFO,W 21-19,1,1,Sun,,,,1,StewMa21
Derrick Strait,CB,24.016,2004-09-12,NFL,NYJ,,CIN,W 31-24,1,1,Sun,,,,1,StraDe20
Robert Tate,CB,30.329,2004-09-12,NFL,ARI,@,STL,L 10-17,1,1,Sun,,,,1,TateRo00
Pisa Tinoisamoa,WLB,23.059,2004-09-12,NFL,STL,,ARI,W 17-10,1,1,Sun,,,,1,TinoPi20
